Date,BY,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.22843134359216707,-0.6999438816197537,-0.10940130549074047,-0.4318752399799155,-0.48394718965058925,0.0
2018-09-25,1.0,-0.22750444576170717,-0.705127445168939,-0.10536455245998815,-0.4363959691760522,-0.48944872554831065,0.0
2018-09-26,1.0,-0.2271068790602474,-0.7051704191510189,-0.10334905520453265,-0.4376909614072557,-0.493103141407849,0.0
2018-09-27,1.0,-0.23093578525878689,-0.697226753670473,-0.105768945573187,-0.4385881655049681,-0.49351920510158687,0.0
2018-09-28,1.0,-0.23032891419758578,-0.6975412996411305,-0.10608891657027612,-0.4384731737699083,-0.4934009550078595,0.0
2018-10-01,1.0,-0.23120049835365308,-0.6967162053928984,-0.10601880691762332,-0.43899617335587793,-0.4934294443950045,0.0
2018-10-02,1.0,-0.23188837874903107,-0.7195456442668893,-0.09996422395802278,-0.43828632758929104,-0.4916820702402958,0.0
2018-10-03,1.0,-0.23548474210099918,-0.7363699102829537,-0.10159930386773487,-0.4387433612386353,-0.4883727908302577,0.0
2018-10-04,1.0,-0.2346549636803874,-0.7526937046004842,-0.10090799031476998,-0.4387409200968523,-0.4996670702179176,0.0
2018-10-05,1.0,-0.22251364143378252,-0.747821892617045,-0.09025956407705527,-0.44514787012752105,-0.5089083838292484,0.0
2018-10-08,1.0,-0.22134922785153074,-0.7461994641620759,-0.0888347030313977,-0.4456786778650772,-0.5082633432674072,0.0
2018-10-09,1.0,-0.21859691563350467,-0.7517992137889326,-0.0763834290898095,-0.45606289688539464,-0.5209857877230119,0.0
2018-10-10,1.0,-0.2190551038297615,-0.7510201614122056,-0.0771090892603452,-0.4562161835383732,-0.5192697155638848,0.0
2018-10-11,1.0,-0.17799152841510768,-0.7525591246028945,-0.028238616307800918,-0.446523120367102,-0.5361807271443699,0.0
2018-10-12,1.0,-0.1774944696705088,-0.7490394690883689,-0.025352194667598093,-0.4342764000465712,-0.5245080917452556,0.0
2018-10-15,1.0,-0.15644770984576808,-0.788040467652118,-0.0,-0.43756377736960256,-0.5334557858829703,0.0
2018-10-16,1.0,-0.1558801236079529,-0.7889335898781413,-0.0,-0.43729228616407206,-0.5332050609293919,0.0
2018-10-17,1.0,-0.13459546553113133,-0.7540280814823341,-0.0,-0.4387443894579353,-0.549833122338589,0.0
2018-10-18,1.0,-0.13362329694386035,-0.7523979606532822,-0.0,-0.44309704179508597,-0.5513149177636316,0.0
2018-10-19,1.0,-0.12449488436076003,-0.7494053248502565,-0.0,-0.4414352448915255,-0.5505688820107184,0.0
2018-10-22,1.0,-0.12607334654375232,-0.7559518681255565,-0.0,-0.4403664455357399,-0.5494672754946727,0.0
2018-10-23,1.0,-0.12091880959260329,-0.7612250794568044,-0.0,-0.4504478474429356,-0.5567754984108639,0.0
2018-10-24,1.0,-0.11944267792102677,-0.7636295311325664,-0.0,-0.4506272764063132,-0.5569751980112158,0.0
2018-10-25,1.0,-0.09897023557624489,-0.7368599238256455,-0.0,-0.4477923543518127,-0.5376498800959233,0.0
2018-10-26,1.0,-0.1097372929754426,-0.7473443746430611,-0.0,-0.45208452312964015,-0.5463449457452884,0.0
2018-10-29,1.0,-0.08293142318997745,-0.766816015524671,-0.0,-0.4437944122599241,-0.560257983505037,0.0
2018-10-30,1.0,-0.07068630809638005,-0.7678143199725934,-0.0,-0.4452152563663355,-0.5711716341212745,0.0
2018-10-31,1.0,-0.07027137676921277,-0.802228330798924,-0.0,-0.46277342379225644,-0.5890455023979413,0.0
2018-11-01,1.0,-0.07478770131771595,-0.7998243045387994,-0.0,-0.46386530014641286,-0.5897510980966324,0.0
2018-11-02,1.0,-0.08248264597795019,-0.7691769235256373,-0.0,-0.47800851659569504,-0.5870034416379863,0.0
2018-11-05,1.0,-0.0832725469028098,-0.7674554313891402,-0.0,-0.47813147375485077,-0.5888892130831851,0.0
2018-11-06,1.0,-0.08975182481751824,-0.7731678832116787,-0.0,-0.47442335766423355,-0.5823649635036496,0.0
2018-11-07,1.0,-0.09051018020126375,-0.7743681254388018,-0.0,-0.4767142522817693,-0.5837526328106717,0.0
2018-11-08,1.0,-0.0653410740203193,-0.7775036284470247,-0.0,-0.46902757619738755,-0.5908853410740204,0.0
2018-11-09,1.0,-0.06569512584550179,-0.7773971608558073,-0.0,-0.4690393938514239,-0.5908787412546811,0.0
2018-11-12,1.0,-0.06500303617384263,-0.7638145909840094,-0.0,-0.47425035422028156,-0.5885550704103172,0.0
2018-11-13,1.0,-0.04766414141414141,-0.7623679981634527,-0.0,-0.47293962350780533,-0.5866333792470156,0.0
2018-11-14,1.0,-0.04912290775458643,-0.7617926559673854,-0.0,-0.4736585225804599,-0.5864603370560707,0.0
2018-11-15,1.0,-0.048210078722059416,-0.7626558639315062,-0.0,-0.4737114290639545,-0.5885192208239959,0.0
2018-11-16,1.0,-0.045656473015964004,-0.755409704508326,-0.0,-0.4727006964546731,-0.5923017397036485,0.0
2018-11-19,1.0,-0.044836878619345225,-0.7558912906370048,-0.0,-0.4734246889513216,-0.5926839057393498,0.0
2018-11-20,1.0,-0.014252323128669973,-0.7508978963571061,-0.0,-0.4762841343138931,-0.609001767288068,0.0
2018-11-21,1.0,-0.014389711922499505,-0.7478967793105401,-0.0,-0.4730192901453134,-0.5973430020111605,0.0
2018-11-23,1.0,-0.016912119406373258,-0.7308248914616498,-0.0,-0.4866490735223178,-0.603246218892767,0.0
2018-11-26,1.0,-0.015899153937879735,-0.7377491340639374,-0.0,-0.4846118902958379,-0.6008460621202658,0.0
2018-11-27,1.0,-0.009724106739032111,-0.7392017186793306,-0.0,-0.48058005427408407,-0.5972693351424695,0.0
2018-11-28,1.0,-0.010035619381466614,-0.7395262056877933,-0.0,-0.4803245321422514,-0.5970486798213377,0.0
2018-11-29,1.0,-0.0,-0.727659574468085,-0.0,-0.47390817469204927,-0.5980123180291153,0.0
2018-11-30,1.0,-0.0,-0.7282739679959644,-0.0,-0.47367093573970803,-0.6005100468009977,0.0
2018-12-03,1.0,-0.0,-0.7280492928161323,-0.0,-0.4729309620501331,-0.5997759417448537,0.0
2018-12-04,1.0,-0.0,-0.734849333482693,-0.0,-0.4672342332250476,-0.5984093200403271,0.0
2018-12-06,1.0,-0.0,-0.7058645707376059,-0.0,-0.4588875453446191,-0.5834066175662307,0.0
2018-12-07,1.0,-0.0,-0.7062819737059245,-0.0,-0.45838604983772485,-0.585758292535343,0.0
2018-12-10,1.0,-0.0,-0.7053469232027034,-0.0,-0.4495557856870333,-0.5703384749550335,0.0
2018-12-11,1.0,-0.0,-0.7049940028350234,-0.0,-0.4542852469741577,-0.5667048304437902,0.0
2018-12-12,1.0,-0.0,-0.7061778275231362,-0.0,-0.4539870601403183,-0.5697633152248096,0.0
2018-12-13,1.0,-0.0,-0.7058470273516405,-0.0,-0.45422285308729593,-0.5696074684719113,0.0
2018-12-14,1.0,-0.0,-0.7372677836972424,-0.0,-0.44748392083252825,-0.5756479973500428,0.0
2018-12-17,1.0,-0.0,-0.7350504967115221,-0.0,-0.43735380720438094,-0.5794876028509315,0.0
2018-12-18,1.0,-0.0,-0.7234357037280341,-0.0,-0.43085892593200853,-0.582881699239065,0.0
2018-12-19,1.0,-0.0,-0.728108316363036,-0.0,-0.43728328471572464,-0.5865485167042765,0.0
2018-12-20,1.0,-0.0,-0.7350077450763444,-0.0,-0.43989267537065724,-0.5911982739544147,0.0
2018-12-21,1.0,-0.0,-0.7347400358571232,-0.0,-0.4377603089229072,-0.585739897945111,0.0
2018-12-24,1.0,-0.0,-0.733469252810227,-0.0,-0.4353372272426714,-0.5862905003306149,0.0
2018-12-26,1.0,-0.0,-0.7368997126829935,-0.0,-0.42090573265836645,-0.5785196333287728,0.0
2018-12-27,1.0,-0.0,-0.7046785950960902,-0.0,-0.35891318754141815,-0.5871703114645461,0.0
2018-12-28,1.0,-0.0,-0.7059415644618686,-0.0,-0.3575004635638791,-0.5854679346242483,0.0
2018-12-31,1.0,-0.0,-0.7359550561797753,-0.0,-0.37032735522904064,-0.5946953327571305,0.0
2019-01-02,1.0,-0.0,-0.735218717111477,-0.0,-0.36832447310899424,-0.5949753083088215,0.0
2019-01-03,1.0,-0.0,-0.734925131525698,-0.0,-0.3696748954539323,-0.5933630109267503,0.0
2019-01-04,1.0,-0.0,-0.7412621228810145,-0.0,-0.3460226204228568,-0.5992262848238992,0.0
2019-01-07,1.0,-0.0,-0.725510988574004,-0.0,-0.33816706874154984,-0.5873386177460831,0.0
2019-01-08,1.0,-0.0,-0.7137073299814766,-0.0,-0.34707594601746494,-0.5854458851548028,0.0
2019-01-09,1.0,-0.0,-0.7089049242724605,-0.0,-0.34657574075542513,-0.5877144292020193,0.0
2019-01-10,1.0,-0.0,-0.7073866638486738,-0.0,-0.34764345345028,-0.5868382119835147,0.0
2019-01-11,1.0,-0.0,-0.7013087194765122,-0.0,-0.3575304569878172,-0.6011597595360962,0.0
2019-01-14,1.0,-0.0,-0.7005800031926781,-0.0,-0.3616772202415793,-0.5982812749427978,0.0
2019-01-15,1.0,-0.0,-0.6964999200894998,-0.0,-0.3611954610835864,-0.6059879601512973,0.0
2019-01-16,1.0,-0.0,-0.6939633383882726,-0.0,-0.3594593875542076,-0.607071593902147,0.0
2019-01-17,1.0,-0.0,-0.6978660976260335,-0.0,-0.3601493731661776,-0.6093624966657775,0.0
2019-01-18,1.0,-0.0,-0.6889425657541599,-0.0,-0.36736446591519056,-0.627536231884058,0.0
2019-01-22,1.0,-0.0,-0.7519634211941904,-0.0,-0.24865519096288327,-0.6890263582571275,0.0
2019-01-23,1.0,-0.0,-0.736636596203043,-0.0,-0.25008751851353167,-0.706153224720614,0.0
2019-01-24,1.0,-0.0,-0.7303987515471129,-0.0,-0.25929613087230263,-0.7009363396652856,0.0
2019-01-25,1.0,-0.0,-0.7280902550686722,-0.0,-0.22776324395029432,-0.7692391541312403,0.0
2019-01-28,1.0,-0.0,-0.7268065268065268,-0.0,-0.24300013711778418,-0.7725764431646786,0.0
2019-01-29,1.0,-0.0,-0.7175638179800222,-0.0,-0.2404273029966704,-0.8167036625971142,0.0
2019-01-30,1.0,-0.0,-0.7163032018200988,-0.0,-0.23980356251040452,-0.8184063037567283,0.0
2019-01-31,1.0,-0.0,-0.72516455133724,-0.0,-0.21531924348043435,-0.8367539645069014,0.0
2019-02-01,1.0,-0.0,-0.7248839084614742,-0.0,-0.22111614715123876,-0.8346077913411005,0.0
2019-02-04,1.0,-0.0,-0.727100776056299,-0.0,-0.22591861144335346,-0.8285444076659899,0.0
2019-02-05,1.0,-0.0,-0.7275155832591274,-0.0,-0.22222840605520924,-0.832980854853072,0.0
2019-02-06,1.0,-0.0,-0.7242886574976335,-0.0,-0.2198062252909405,-0.8399966590567403,0.0
2019-02-07,1.0,-0.0,-0.7284170163105393,-0.0,-0.21537136347217203,-0.8348384228514268,0.0
2019-02-08,1.0,-0.0,-0.7303076708896005,-0.0,-0.22984825281915633,-0.8241960183767227,0.0
2019-02-11,1.0,-0.0,-0.7261599375418246,-0.0,-0.22833482043274594,-0.8338166406424269,0.0
2019-02-12,1.0,-0.0,-0.7336576637029583,-0.0,-0.2359503439020299,-0.8263154951630041,0.0
2019-02-13,1.0,-0.0,-0.7490409117638823,-0.0,-0.2326734059533477,-0.8185433059841506,0.0
2019-02-14,1.0,-0.0,-0.6984620556349272,-0.0,-0.2650923046754629,-0.8378014959240272,0.0
2019-02-15,1.0,-0.0,-0.7295421470950408,-0.0,-0.24683756856599126,-0.8222321728422702,0.0
2019-02-19,1.0,-0.0,-0.7216748768472907,-0.0,-0.2556818181818182,-0.8215685176892075,0.0
2019-02-20,1.0,-0.0,-0.7321894187904786,-0.0,-0.24619396080410463,-0.8253006981243166,0.0
2019-02-21,1.0,-0.0,-0.7372655658658294,-0.0,-0.24454038294412828,-0.8215917692242998,0.0
2019-02-22,1.0,-0.0,-0.7367432735426008,-0.0,-0.24649663677130046,-0.8194226457399103,0.0
2019-02-25,1.0,-0.0,-0.7302511319215951,-0.0,-0.25613768666160464,-0.8258387468713967,0.0
2019-02-26,1.0,-0.0,-0.7313802119942643,-0.0,-0.25444934911575334,-0.8257373407934322,0.0
2019-02-27,1.0,-0.0,-0.7277788712988218,-0.0,-0.2583865253212609,-0.8257177403481146,0.0
2019-02-28,1.0,-0.0,-0.7302940762628395,-0.0,-0.2619107921767272,-0.8218939074152244,0.0
2019-03-01,1.0,-0.0,-0.732841826828376,-0.0,-0.2653290936207333,-0.8157694796972169,0.0
2019-03-04,1.0,-0.0,-0.7292416741674167,-0.0,-0.2619824482448245,-0.8215852835283529,0.0
2019-03-05,1.0,-0.0,-0.7193763919821826,-0.0,-0.2769868343153562,-0.8228693862591975,0.0
2019-03-06,1.0,-0.0,-0.7223403961435398,-0.0,-0.24589077046327248,-0.7942760849747231,0.0
2019-03-07,1.0,-0.0,-0.7632278394300589,-0.0,-0.19989039594464997,-0.7770105493903274,0.0
2019-03-08,1.0,-0.0,-0.7658825147888293,-0.0,-0.19446966570367316,-0.7910304030815792,0.0
2019-03-11,1.0,-0.0,-0.7654105799026119,-0.0,-0.19887118193891104,-0.8024291722000886,0.0
2019-03-12,1.0,-0.0,-0.7592628355450106,-0.0,-0.1952989212900378,-0.8042596628686511,0.0
2019-03-13,1.0,-0.0,-0.7699711527793187,-0.0,-0.2046211028514368,-0.7991789637190724,0.0
2019-03-14,1.0,-0.0,-0.7694141783803266,-0.0,-0.2061049654828246,-0.7969170201558123,0.0
2019-03-15,1.0,-0.0,-0.7589253465951713,-0.0,-0.20729030644847607,-0.8121023532353513,0.0
2019-03-18,1.0,-0.0,-0.760764065233339,-0.0,-0.2264827041363354,-0.8342644320297952,0.0
2019-03-19,1.0,-0.0,-0.7564475579785881,-0.0,-0.235021609559052,-0.833309793508658,0.0
2019-03-20,1.0,-0.0,-0.7671706018911727,-0.0,-0.22795991166978088,-0.8359379423588698,0.0
2019-03-21,1.0,-0.0,-0.7667628585978611,-0.0,-0.2392349912295592,-0.8231765970689753,0.0
2019-03-22,1.0,-0.0,-0.7593778591033852,-0.0,-0.29423032936870996,-0.8054666056724612,0.0
2019-03-25,1.0,-0.0,-0.7577307802229208,-0.0,-0.29657044869962845,-0.8036581880537297,0.0
2019-03-26,1.0,-0.0,-0.7526702653037786,-0.0,-0.2965430113701619,-0.8220397381417252,0.0
2019-03-27,1.0,-0.0,-0.7774627923458539,-0.0,-0.2599574769666903,-0.7974202693125443,0.0
2019-03-28,1.0,-0.0,-0.7792700313658396,-0.0,-0.26033646991730824,-0.8118049615055603,0.0
2019-03-29,1.0,-0.0,-0.7829324659762047,-0.0,-0.2599218237324888,-0.8102941596051241,0.0
2019-04-01,1.0,-0.0,-0.7927567691077344,-0.0,-0.2638809551011082,-0.7995258768422255,0.0
2019-04-02,1.0,-0.0,-0.7949430954906401,-0.0,-0.2744316715878795,-0.7973798125161254,0.0
2019-04-03,1.0,-0.0,-0.7947534403669725,-0.0,-0.2784977064220184,-0.7937213302752293,0.0
2019-04-04,1.0,-0.0,-0.7898235159294063,-0.0,-0.2745244098097639,-0.800624570249828,0.0
2019-04-05,1.0,-0.0,-0.786410830034991,-0.0,-0.2849194057247748,-0.7967647564963001,0.0
2019-04-08,1.0,-0.0,-0.7847375512427257,-0.0,-0.28627124960582523,-0.7957171114869708,0.0
2019-04-09,1.0,-0.0,-0.777943796333544,-0.0,-0.30662030917763344,-0.7888339750589046,0.0
2019-04-10,1.0,-0.0,-0.770670647680294,-0.0,-0.3144809370693615,-0.7857717041800643,0.0
2019-04-11,1.0,-0.0,-0.7558480372435197,-0.0,-0.33783550778780386,-0.7800160928789011,0.0
2019-04-12,1.0,-0.0,-0.7431541298759361,-0.0,-0.3002682463395552,-0.7507823851570359,0.0
2019-04-15,1.0,-0.0,-0.7426684575777928,-0.0,-0.3044269084396687,-0.751203268412805,0.0
2019-04-16,1.0,-0.0,-0.7391280029085214,-0.0,-0.3031294571692256,-0.7543977403025981,0.0
2019-04-17,1.0,-0.0,-0.7480739169271996,-0.0,-0.29600267976775346,-0.7473481464939706,0.0
2019-04-18,1.0,-0.0,-0.7406435767910469,-0.0,-0.2997404482152326,-0.7505232898886438,0.0
2019-04-22,1.0,-0.0,-0.739748649480785,-0.0,-0.3054552579281776,-0.7538276373610995,0.0
2019-04-23,1.0,-0.0,-0.7428123512779597,-0.0,-0.30449875423420397,-0.7521625934324345,0.0
2019-04-24,1.0,-0.0,-0.7499719195776704,-0.0,-0.3100078625182523,-0.748062450859261,0.0
2019-04-25,1.0,-0.0,-0.754503808212248,-0.0,-0.3133694949551727,-0.7425873359377195,0.0
2019-04-26,1.0,-0.0,-0.7396971061817363,-0.0,-0.33988289607026234,-0.7354183087490147,0.0
2019-04-29,1.0,-0.0,-0.740659402539629,-0.0,-0.3401469718726244,-0.734746740997269,0.0
2019-04-30,1.0,-0.0,-0.7408650997432353,-0.0,-0.3369543748765554,-0.7437713382805226,0.0
2019-05-01,1.0,-0.0,-0.7231857215019364,-0.0,-0.36094740977717915,-0.7222035134983443,0.0
2019-05-02,1.0,-0.0,-0.7257888094236433,-0.0,-0.34427149067451973,-0.7346234749684477,0.0
2019-05-03,1.0,-0.0,-0.723832234534998,-0.0,-0.3457427409173797,-0.7358675831112358,0.0
2019-05-06,1.0,-0.0,-0.7133850766342571,-0.0,-0.3481745075513464,-0.7404242203480064,0.0
2019-05-07,1.0,-0.0,-0.7214375611802546,-0.0,-0.3409313382743672,-0.7344147671654314,0.0
2019-05-08,1.0,-0.0,-0.7175059283024131,-0.0,-0.349727995536337,-0.7225554470637467,0.0
2019-05-09,1.0,-0.0,-0.7175417061875802,-0.0,-0.3515315516375607,-0.7206382860012275,0.0
2019-05-10,1.0,-0.0,-0.7168837689325264,-0.0,-0.35329558450252435,-0.7191431201361189,0.0
2019-05-13,1.0,-0.0,-0.7155742969644503,-0.0,-0.3565304811639532,-0.7204613365355078,0.0
2019-05-14,1.0,-0.0,-0.7116445380713475,-0.0,-0.3549352773235025,-0.7052970036311224,0.0
2019-05-15,1.0,-0.0,-0.7197791526787448,-0.0,-0.36173459478955694,-0.6929778320339595,0.0
2019-05-16,1.0,-0.0,-0.7208689379647099,-0.0,-0.3600044390189768,-0.6935412273887471,0.0
2019-05-17,1.0,-0.0,-0.7171691931811871,-0.0,-0.354045199622411,-0.7051751901826864,0.0
2019-05-20,1.0,-0.0,-0.7114568599717114,-0.0,-0.3556036275896497,-0.7063260947943534,0.0
2019-05-21,1.0,-0.0,-0.7193555530948953,-0.0,-0.3437880633373934,-0.7050991030893589,0.0
2019-05-22,1.0,-0.0,-0.714748022348841,-0.0,-0.34842617690988553,-0.7027714775681806,0.0
2019-05-23,1.0,-0.0,-0.7119614841869344,-0.0,-0.3468636728369442,-0.7081154367615726,0.0
2019-05-24,1.0,-0.0,-0.7022715354254644,-0.0,-0.3445116060831884,-0.7132566034611244,0.0
2019-05-28,1.0,-0.0,-0.7051791728783612,-0.0,-0.34211252829771965,-0.7134614322787256,0.0
2019-05-29,1.0,-0.0,-0.7097129634730868,-0.0,-0.3417167098231502,-0.7032394909371384,0.0
2019-05-30,1.0,-0.0,-0.7040971168437026,-0.0,-0.3412608635673886,-0.7136432611394675,0.0
2019-05-31,1.0,-0.0,-0.7090241951058018,-0.0,-0.3374899991723453,-0.7123348139156344,0.0
2019-06-03,1.0,-0.0,-0.7096951992503997,-0.0,-0.3366587664664058,-0.7095298462216834,0.0
2019-06-04,1.0,-0.0,-0.6724567774104384,-0.0,-0.31930518671074737,-0.7180911603707116,0.0
2019-06-05,1.0,-0.0,-0.6646346375916428,-0.0,-0.3395010339178774,-0.6813653086983377,0.0
2019-06-06,1.0,-0.0,-0.6466509020378883,-0.0,-0.3115285490341951,-0.6988070250019928,0.0
2019-06-07,1.0,-0.0,-0.6617027478205569,-0.0,-0.29791462412888525,-0.6901613715254776,0.0
2019-06-10,1.0,-0.0,-0.6555766793409379,-0.0,-0.2914290240811153,-0.6934674693705112,0.0
2019-06-11,1.0,-0.0,-0.6558259859563909,-0.0,-0.2853070059658941,-0.6986695528219208,0.0
2019-06-12,1.0,-0.0,-0.6604974126095681,-0.0,-0.28535220192206145,-0.6943447037701975,0.0
2019-06-13,1.0,-0.0,-0.6601669837243712,-0.0,-0.28812618896639186,-0.693854364827732,0.0
2019-06-14,1.0,-0.0,-0.6513453507427182,-0.0,-0.3129988898874029,-0.6787809906433366,0.0
2019-06-17,1.0,-0.0,-0.6370462746762895,-0.0,-0.3423901507111016,-0.6739280407556782,0.0
2019-06-18,1.0,-0.0,-0.6387223430784741,-0.0,-0.3425213561840081,-0.6716984135406167,0.0
2019-06-19,1.0,-0.0,-0.6447096808341715,-0.0,-0.3489122955592019,-0.652860847933097,0.0
2019-06-20,1.0,-0.0,-0.6425000661253206,-0.0,-0.349644245774592,-0.6528685164123046,0.0
2019-06-21,1.0,-0.0,-0.6476190476190475,-0.0,-0.3419312169312169,-0.655952380952381,0.0
2019-06-24,1.0,-0.0,-0.6416554063005061,-0.0,-0.34125533211456427,-0.6665871817290623,0.0
2019-06-25,1.0,-0.0,-0.6402502054122823,-0.0,-0.34223011476583004,-0.6680007421346974,0.0
2019-06-26,1.0,-0.0,-0.6398303961839141,-0.0,-0.33684907910427986,-0.6734066516496621,0.0
2019-06-27,1.0,-0.0,-0.6317732681682958,-0.0,-0.3352103697407565,-0.6891999575010624,0.0
2019-06-28,1.0,-0.0,-0.6416795192256555,-0.0,-0.3275807052066159,-0.6898633196830293,0.0
2019-07-01,1.0,-0.0,-0.6421136273341279,-0.0,-0.3321679247781751,-0.6743477685074825,0.0
2019-07-02,1.0,-0.0,-0.6425544313185358,-0.0,-0.3318059013614451,-0.6743921173915347,0.0
2019-07-03,1.0,-0.0,-0.6454911518491045,-0.0,-0.3277259722369397,-0.6759298505881106,0.0
2019-07-05,1.0,-0.0,-0.6493957383653133,-0.0,-0.32709636382911056,-0.6738047280822644,0.0
2019-07-08,1.0,-0.0,-0.6530888082050195,-0.0,-0.3206477089020221,-0.6764635729997615,0.0
2019-07-09,1.0,-0.0,-0.6548004029051583,-0.0,-0.32025658696919895,-0.6756348406934211,0.0
2019-07-10,1.0,-0.0,-0.6375371077184054,-0.0,-0.3329357506361323,-0.6800519508057676,0.0
2019-07-11,1.0,-0.0,-0.6357175060333625,-0.0,-0.3403081655925955,-0.676001803378683,0.0
2019-07-12,1.0,-0.0,-0.6330981057993315,-0.0,-0.34090306149519817,-0.678967474929697,0.0
2019-07-15,1.0,-0.0,-0.6550078226512158,-0.0,-0.3374081832886956,-0.6593301689162313,0.0
2019-07-16,1.0,-0.0,-0.669870088382494,-0.0,-0.3450644233840912,-0.6471887977851134,0.0
