Date,IWF,IWM,MTUM,SPY,TGTX,VLUE,VXX
2018-11-05,-1.6711481007255657,-2.6128894579598803,-0.8282116944088774,-2.3079385403329065,1.0,-2.2498932991890737,0.0
2018-11-06,-1.6742028367281645,-2.614695531619921,-0.8263837048096406,-2.3043617361629516,1.0,-2.244854431054708,0.0
2018-11-07,-1.6743639084883473,-2.623048963010477,-0.8347231131066923,-2.308210391276459,1.0,-2.250267265341031,0.0
2018-11-08,-1.6185491468648592,-2.5897623783104784,-0.7782895425520778,-2.2626400083743325,1.0,-2.2186747618549147,0.0
2018-11-09,-1.6192271442035815,-2.591475547177715,-0.7774636087548434,-2.2639019792648445,1.0,-2.2201277620693265,0.0
2018-11-12,-1.652294261684233,-2.604812094112637,-0.7854785478547854,-2.3351431917385286,1.0,-2.268497817523688,0.0
2018-11-13,-1.6076906913217062,-2.589514603908384,-0.7291447783147721,-2.327274637528893,1.0,-2.252784198361,0.0
2018-11-14,-1.6074579831932772,-2.588970588235294,-0.7285714285714285,-2.3269957983193277,1.0,-2.252310924369748,0.0
2018-11-15,-1.6036668412781563,-2.586380303823992,-0.7218438973284443,-2.3257202723939234,1.0,-2.239078051335778,0.0
2018-11-16,-1.5914627798021863,-2.5629359708485167,-0.7116085372201978,-2.3126496616345653,1.0,-2.232587194169703,0.0
2018-11-19,-1.5916710046850597,-2.562415408641333,-0.7133784487246226,-2.311816762103071,1.0,-2.231962519521083,0.0
2018-11-20,-1.5310280950910775,-2.5443037974683542,-0.6408356488628177,-2.314706185036534,1.0,-2.260471338890604,0.0
2018-11-21,-1.5142915061828504,-2.510135819987837,-0.627305899047233,-2.283194810460166,1.0,-2.20089195215893,0.0
2018-11-23,-1.510819009100101,-2.4936299292214357,-0.628412537917088,-2.281799797775531,1.0,-2.1965621840242666,0.0
2018-11-26,-1.5103134479271991,-2.501112234580384,-0.6261880687563195,-2.2794742163801818,1.0,-2.194034378159757,0.0
2018-11-27,-1.4956259426847665,-2.5084967320261438,-0.5930618401206637,-2.272398190045249,1.0,-2.18562091503268,0.0
2018-11-28,-1.4958228485153497,-2.5186713638651237,-0.591343734272773,-2.27267237040765,1.0,-2.1868142929038754,0.0
2018-11-29,-1.4380312314686696,-2.481419252816762,-0.5327139750938921,-2.2523225933979045,1.0,-2.178790274757857,0.0
2018-11-30,-1.4375617466903774,-2.4815253902390833,-0.5305275637225845,-2.2526180596720016,1.0,-2.1772377000592766,0.0
2018-12-03,-1.4350700611801857,-2.482040655220051,-0.5225971975527925,-2.2520228932307087,1.0,-2.1761397276494967,0.0
2018-12-04,-1.4170918367346939,-2.4775313971742543,-0.5147174254317112,-2.2381279434850865,1.0,-2.1641483516483517,0.0
2018-12-06,-1.3501421800947868,-2.3342180094786733,-0.5229383886255924,-2.1934597156398103,1.0,-2.077914691943128,0.0
2018-12-07,-1.3528965582630132,-2.3340286337347114,-0.525457476059543,-2.1934199298378685,1.0,-2.075471698113208,0.0
2018-12-10,-1.307713990416236,-2.3476463403175796,-0.4904632152588556,-2.196936953866391,1.0,-2.053180494221554,0.0
2018-12-11,-1.3143045236527793,-2.346092353992288,-0.49628515000470236,-2.199849525063482,1.0,-2.0482460265212077,0.0
2018-12-12,-1.3140169332079021,-2.34722483537159,-0.49557855126999056,-2.2005644402634053,1.0,-2.049952963311383,0.0
2018-12-13,-1.3105164319248828,-2.3376525821596243,-0.4975586854460094,-2.2001877934272303,1.0,-2.043849765258216,0.0
2018-12-14,-1.3108818011257035,-2.3257973733583492,-0.5024390243902439,-2.200844277673546,1.0,-2.0409005628517822,0.0
2018-12-17,-1.2859800911712715,-2.3165875895432135,-0.4757651874592985,-2.1791794585542843,1.0,-2.0456786677830494,0.0
2018-12-18,-1.2590178981184028,-2.285910968334098,-0.4455254703992657,-2.15823772372648,1.0,-2.029738412115649,0.0
2018-12-19,-1.2544482345348944,-2.301281460311607,-0.44445468793214715,-2.1750714483267264,1.0,-2.043975292707661,0.0
2018-12-20,-1.2368036529680364,-2.2711415525114154,-0.4479452054794521,-2.1568036529680366,1.0,-2.0196347031963473,0.0
2018-12-21,-1.2240942028985509,-2.2634963768115943,-0.4321557971014493,-2.14963768115942,1.0,-1.9885869565217393,0.0
2018-12-24,-1.1853937606149996,-2.221596495932779,-0.4206668454456065,-2.125592205238223,1.0,-1.9856976848127292,0.0
2018-12-26,-1.1829874046478621,-2.2393116906155757,-0.3949795990775235,-2.091094553840695,1.0,-1.9616817456093665,0.0
2018-12-27,-1.055255055338271,-2.112673712240992,-0.33327785637014234,-1.933843721394691,1.0,-1.8864941333111427,0.0
2018-12-28,-1.0507403094327066,-2.119530860089835,-0.3296456496423224,-1.9337048743969392,1.0,-1.8843786391615371,0.0
2018-12-31,-1.0508616362723775,-2.14145892588255,-0.331186213819642,-1.945959511460599,1.0,-1.8959344152584912,0.0
2019-01-02,-1.0474281897127589,-2.1400300601202407,-0.32348029392117567,-1.9436372745490982,1.0,-1.8953740814963258,0.0
2019-01-03,-1.0470174851501717,-2.1479126579101484,-0.3158202961599598,-1.9479628545135113,1.0,-1.907387266794947,0.0
2019-01-04,-0.9970112079701121,-2.1628891656288913,-0.29414694894146953,-1.9305105853051057,1.0,-1.9175591531755916,0.0
2019-01-07,-0.9350973138169535,-2.0866977641949496,-0.29298697120797806,-1.8779153932765,1.0,-1.84976676853788,0.0
2019-01-08,-0.9328256513026052,-2.071743486973948,-0.2927454909819639,-1.8766332665330663,1.0,-1.8421643286573146,0.0
2019-01-09,-0.928537093414517,-2.0561608716551834,-0.2891363563531485,-1.8816696042300913,1.0,-1.8561128024355071,0.0
2019-01-10,-0.9281255002401152,-2.0525052024971986,-0.28853849847927004,-1.8811429486153353,1.0,-1.8534496558348008,0.0
2019-01-11,-0.9168117777425993,-2.0406047174291593,-0.286290960899161,-1.8526199145163842,1.0,-1.8189013772360296,0.0
2019-01-14,-0.925063371356147,-2.0392902408111535,-0.2939638783269962,-1.8533745247148292,1.0,-1.809727503168568,0.0
2019-01-15,-0.9236756413311096,-2.0401080136605514,-0.3027559367802399,-1.855531729012787,1.0,-1.820030180287507,0.0
2019-01-16,-0.9123572335025381,-2.0418781725888326,-0.2921954314720812,-1.8514435279187818,1.0,-1.8334390862944163,0.0
2019-01-17,-0.9118579581483831,-2.0378883956880154,-0.2960526315789474,-1.849556119213697,1.0,-1.8310875079264426,0.0
2019-01-18,-0.8968216318785578,-2.001027830487033,-0.3159392789373814,-1.8372865275142314,1.0,-1.855313092979127,0.0
2019-01-22,-0.8235105957616954,-2.0870051979208317,-0.21711315473810477,-1.9637744902039187,1.0,-1.9053178728508597,0.0
2019-01-23,-0.8135416666666667,-2.077323717948718,-0.2282051282051282,-1.9760416666666667,1.0,-1.9177083333333333,0.0
2019-01-24,-0.811802488960257,-2.09233239662786,-0.22633480529907668,-1.9714973906061823,1.0,-1.9269369731031714,0.0
2019-01-25,-0.8515039142974866,-2.0787803873094353,-0.2657601977750309,-2.04672435105068,1.0,-1.9978574371652245,0.0
2019-01-28,-0.854223320972394,-2.0561186650185417,-0.28982282653481667,-2.050597445405851,1.0,-1.9896992171405026,0.0
2019-01-29,-0.8604381015599071,-2.0545137736475274,-0.29264852306671096,-2.076667772983737,1.0,-2.0131928310653833,0.0
2019-01-30,-0.8571547144754316,-2.0526228419654715,-0.29332669322709165,-2.0770252324037184,1.0,-2.0199203187250996,0.0
2019-01-31,-0.8458281444582815,-2.0604400166044003,-0.30103777501037776,-2.0628476546284764,1.0,-2.032046492320465,0.0
2019-02-01,-0.8454697986577181,-2.081543624161074,-0.30335570469798656,-2.09488255033557,1.0,-2.063926174496644,0.0
2019-02-04,-0.845941191254084,-2.0834380497612464,-0.3022534975286923,-2.090726313144006,1.0,-2.054955181368853,0.0
2019-02-05,-0.8256444481521649,-2.073996829899057,-0.294151997997831,-2.0841745223992656,1.0,-2.0644031033619754,0.0
2019-02-06,-0.8128578439391461,-2.0047439882218225,-0.29838050057255033,-2.0373793554719453,1.0,-2.0259283494192704,0.0
2019-02-07,-0.8093678349164756,-2.006878480183426,-0.30027841467409105,-2.038241074353095,1.0,-2.0339010809040285,0.0
2019-02-08,-0.808641469213741,-2.0012298106091664,-0.31925883413954254,-2.041485611215873,1.0,-2.0282036566368777,0.0
2019-02-11,-0.8129786708391666,-1.9986000164703945,-0.3282549617063329,-2.056081693156551,1.0,-2.0392818908012846,0.0
2019-02-12,-0.818370222995938,-2.0370554588410843,-0.31294039625300507,-2.0721213628450634,1.0,-2.0492414822183536,0.0
2019-02-13,-0.8091014588859416,-2.051392572944297,-0.3217838196286472,-2.066561671087533,1.0,-2.040285145888594,0.0
2019-02-14,-0.8116277149227847,-1.994714675035098,-0.34858369807581135,-2.0673053100999255,1.0,-2.0362540259311257,0.0
2019-02-15,-0.8146309169149288,-2.0072823568354847,-0.35153922542204563,-2.0660377358490565,1.0,-2.0359152598477324,0.0
2019-02-19,-0.8277515918299843,-1.9871826676589763,-0.3557429918134458,-2.0681385925742166,1.0,-2.030348135284876,0.0
2019-02-20,-0.8260330578512397,-1.9982644628099175,-0.35305785123966943,-2.0612396694214876,1.0,-2.0258677685950413,0.0
2019-02-21,-0.8264210178453404,-1.9936384666226041,-0.3536021150033047,-2.0613846662260413,1.0,-2.0266853932584272,0.0
2019-02-22,-0.8145874263261297,-1.9884577603143416,-0.3508513425016372,-2.029223968565815,1.0,-2.002865094957433,0.0
2019-02-25,-0.8148817345597898,-1.9852168199737188,-0.36842969776609724,-2.035890275952694,1.0,-2.008541392904074,0.0
2019-02-26,-0.8190350732751523,-1.988555903178001,-0.3661287666721555,-2.041824468960975,1.0,-2.0176189692079696,0.0
2019-02-27,-0.8230895645028758,-1.9772391125718982,-0.3711585866885785,-2.0410024650780607,1.0,-2.004354971240756,0.0
2019-02-28,-0.8255593164368861,-1.9930653017419302,-0.37042846528523077,-2.056220589449352,1.0,-2.010319491455461,0.0
2019-03-01,-0.9890120389833748,-2.2564494553793235,-0.5836995987005541,-2.408274412382954,1.0,-2.3175042996369193,0.0
2019-03-04,-0.9810671256454389,-2.267355134825014,-0.5742971887550201,-2.413272136163702,1.0,-2.3259705488621147,0.0
2019-03-05,-0.996451860375911,-2.2622746451860376,-0.5698120444955889,-2.426735711545838,1.0,-2.3344840813195242,0.0
2019-03-06,-0.9946221069816575,-2.2676462114664364,-0.5672716796312302,-2.432248151349275,1.0,-2.341592240468645,0.0
2019-03-07,-0.9983733614008229,-2.235097119892833,-0.5705674098172424,-2.4355564060855417,1.0,-2.3288680509042194,0.0
2019-03-08,-1.002315484804631,-2.222672455378678,-0.6369512783405692,-2.4517124939700916,1.0,-2.3342016401350696,0.0
2019-03-11,-1.0140485312899106,-2.255427841634738,-0.668631496217703,-2.488358384910109,1.0,-2.397583259652225,0.0
2019-03-12,-1.0119565217391304,-2.206916996047431,-0.7220355731225296,-2.501383399209486,1.0,-2.4391304347826086,0.0
2019-03-13,-1.0419992019154032,-2.220171588188348,-0.7693535514764565,-2.5027932960893855,1.0,-2.441739824421389,0.0
2019-03-14,-1.0415045395590143,-2.223485982240846,-0.7714257208420633,-2.500149655791679,1.0,-2.440486880175596,0.0
2019-03-15,-1.0539294306335205,-2.2151162790697674,-0.7873897353648757,-2.5103247794707295,1.0,-2.4572975140336806,0.0
2019-03-18,-1.0642509135200975,-2.2421843280552176,-0.8541412911084044,-2.517255379618352,1.0,-2.4723913926106373,0.0
2019-03-19,-1.0595809913132344,-2.2689831374552885,-0.8445579969340827,-2.5389882473173224,1.0,-2.5075114971895758,0.0
2019-03-20,-1.069471523858389,-2.2780913288866085,-0.8484350949204721,-2.54520266803489,1.0,-2.5203694202154954,0.0
2019-03-21,-1.0752753977968177,-2.2613219094247246,-0.8535291717666259,-2.5343737250102,1.0,-2.4754181966544264,0.0
2019-03-22,-1.0861979973159905,-2.2676783317848663,-0.9065758232682977,-2.574687725818107,1.0,-2.4878703416950554,0.0
2019-03-25,-1.0483969155844157,-2.1551339285714284,-0.9366883116883117,-2.5560064935064934,1.0,-2.449878246753247,0.0
2019-03-26,-1.0426661222823315,-2.1790343982851894,-0.9683576605083188,-2.5546595896703073,1.0,-2.462590588955803,0.0
2019-03-27,-1.0387103294926219,-2.1300788356579745,-0.9701839498686073,-2.531736405902567,1.0,-2.436527188194866,0.0
2019-03-28,-1.033107218791131,-2.128176571833553,-0.9874455806418954,-2.530525463197327,1.0,-2.4451756606256962,0.0
2019-03-29,-1.0328415521422796,-2.123181083265966,-0.9813055780113177,-2.5267784963621662,1.0,-2.4409862570735648,0.0
2019-04-01,-1.0282417248709383,-2.1291628707359043,-0.9694301042615648,-2.5368964470088065,1.0,-2.4588521105375034,0.0
2019-04-02,-1.0391541885876163,-2.125252934034804,-1.0143666531768516,-2.520538243626062,1.0,-2.4180493727235937,0.0
2019-04-03,-1.045882710422364,-2.126000202572673,-1.0132685100779906,-2.5266889496606906,1.0,-2.416691988250785,0.0
2019-04-04,-1.0523449319213314,-2.1152798789712555,-0.9934442763489663,-2.511245587493696,1.0,-2.4134140191628846,0.0
2019-04-05,-1.0645715440582053,-2.110549717057397,-0.9932295877122069,-2.515763945028294,1.0,-2.4209781729991913,0.0
2019-04-08,-1.0657310177705979,-2.100666397415186,-0.9946486268174475,-2.5156502423263327,1.0,-2.420133279483037,0.0
2019-04-09,-1.0970570449506147,-2.0624874017335215,-1.0144124168514412,-2.515521064301552,1.0,-2.3891352549889135,0.0
2019-04-10,-1.091759734379716,-2.0516148505885905,-1.0136834691618875,-2.5170540295804407,1.0,-2.3873629137740213,0.0
2019-04-11,-1.1023185483870968,-2.046673387096774,-1.023891129032258,-2.523185483870968,1.0,-2.384576612903226,0.0
2019-04-12,-1.1026339691189828,-2.0503582601675245,-1.0263396911898275,-2.5260873952972043,1.0,-2.386416389141185,0.0
2019-04-15,-1.1030333670374115,-2.0561172901921134,-1.0320525783619818,-2.5264914054600607,1.0,-2.3936299292214356,0.0
2019-04-16,-1.104954499494439,-2.0585439838220423,-1.0337714863498484,-2.52366026289181,1.0,-2.3901921132457025,0.0
2019-04-17,-1.1047252858443792,-2.0498836385712838,-1.038652231103916,-2.530506931093797,1.0,-2.394617019123748,0.0
2019-04-18,-1.1163614287159769,-2.036021450976424,-1.03733684104017,-2.527977334817363,1.0,-2.4007892340382475,0.0
2019-04-22,-1.1255955397871262,-2.0459199189052204,-1.0247339077546882,-2.533907754688292,1.0,-2.406690319310694,0.0
2019-04-23,-1.1299715909090908,-2.049208603896104,-1.0288149350649352,-2.536221590909091,1.0,-2.4019886363636367,0.0
2019-04-24,-1.1113344051446945,-2.0266278135048235,-1.0356712218649518,-2.497789389067524,1.0,-2.376808681672026,0.0
2019-04-25,-1.113416599516519,-2.025181305398872,-1.0464343271555199,-2.5052377115229656,1.0,-2.3821514907332797,0.0
2019-04-26,-1.116454171267945,-1.9988956932034936,-1.049894588896697,-2.503764682260817,1.0,-2.370143559883546,0.0
2019-04-29,-1.1182838813151563,-1.9859663191659982,-1.0472133119486768,-2.498195669607057,1.0,-2.3742983159582995,0.0
2019-04-30,-1.117776225172173,-1.9825331869448048,-1.0477093522307614,-2.4818844196027547,1.0,-2.3510330372292643,0.0
2019-05-01,-1.1245256640703014,-1.975234671459956,-1.0520271619732373,-2.4852206910325543,1.0,-2.3489115238665867,0.0
2019-05-02,-1.1215932914046123,-1.977338524508336,-1.0469202355994809,-2.4801836877308574,1.0,-2.3570929419986024,0.0
2019-05-03,-1.1212938005390836,-1.9784366576819408,-1.0476190476190477,-2.4793850454227813,1.0,-2.3562942996905263,0.0
2019-05-06,-1.1136860950865326,-1.9490749950268549,-1.0506266162721305,-2.477222995822558,1.0,-2.3557787945096478,0.0
2019-05-07,-1.1091942560829677,-1.9602114080574393,-1.0663143199042682,-2.4768647786198645,1.0,-2.3594934184284004,0.0
2019-05-08,-1.0873863187030446,-1.9397983392645313,-1.0594108343218664,-2.457394226967181,1.0,-2.341340450771056,0.0
2019-05-09,-1.0944554455445543,-1.9376237623762376,-1.0657425742574256,-2.465445544554455,1.0,-2.3378217821782177,0.0
2019-05-10,-1.093923198733175,-1.93646080760095,-1.0670031670625495,-2.46506334125099,1.0,-2.334718923198733,0.0
2019-05-13,-1.1147050014974544,-1.9559748427672956,-1.0599980033942298,-2.487571129080563,1.0,-2.364680043925327,0.0
2019-05-14,-1.0487111633833186,-1.8779770655689505,-1.0987944722140548,-2.4560423404880916,1.0,-2.3194158580809567,0.0
2019-05-15,-1.0375429975429975,-1.8854054054054057,-1.124815724815725,-2.4700737100737102,1.0,-2.31017199017199,0.0
2019-05-16,-1.0287034306497593,-1.8885284576820998,-1.1322127199449523,-2.47026442543989,1.0,-2.310232969625479,0.0
2019-05-17,-1.027346055479048,-1.8772378516624042,-1.1438127090301002,-2.462522132598859,1.0,-2.32579185520362,0.0
2019-05-20,-1.0179926084419375,-1.847305971600856,-1.1399533164753939,-2.4282240809181093,1.0,-2.2921610581598912,0.0
2019-05-21,-1.0087429570623665,-1.8485525548863413,-1.1444530794637653,-2.4232562657858945,1.0,-2.289489022731688,0.0
2019-05-22,-0.9982600289995167,-1.830159497341711,-1.1484775253745771,-2.413339777670372,1.0,-2.276268728854519,0.0
2019-05-23,-0.9994211846420992,-1.8205672390507428,-1.1535790082963535,-2.4094153964885203,1.0,-2.263939803202778,0.0
2019-05-24,-0.995350188898576,-1.7860118182698828,-1.197423229681294,-2.4247796183280053,1.0,-2.2834447350576386,0.0
2019-05-28,-0.9969019266143867,-1.7808113079678574,-1.1956626972601412,-2.424145609449124,1.0,-2.283957788750121,0.0
2019-05-29,-0.9992276501255067,-1.7818111604556863,-1.1908669627341184,-2.4166827572890517,1.0,-2.265881444294265,0.0
2019-05-30,-0.9987459000578814,-1.778410187150299,-1.1871502990546017,-2.414914142388578,1.0,-2.2677021030291336,0.0
2019-05-31,-0.9964095099466278,-1.800388161086851,-1.179330422125182,-2.4322173702086363,1.0,-2.295681707908782,0.0
2019-06-03,-0.9880320432390697,-1.7931666827526302,-1.1928385290995078,-2.4199401602161954,1.0,-2.2575041019206643,0.0
2019-06-04,-0.9716689228389093,-1.8013923805840262,-1.1901953200541482,-2.425062850512474,1.0,-2.2809901373041965,0.0
2019-06-05,-0.9517957511670001,-1.7579308373821092,-1.2021529960941222,-2.406878155663523,1.0,-2.2076783843002765,0.0
2019-06-06,-0.9516512800989816,-1.753307318930237,-1.2002474540782335,-2.4060150375939853,1.0,-2.206338631388598,0.0
2019-06-07,-0.9569605789373453,-1.7660445629403922,-1.201866311178823,-2.395829365835079,1.0,-2.20148543134641,0.0
2019-06-10,-0.9495199163418575,-1.7655670691130334,-1.1974522292993628,-2.39300313718034,1.0,-2.201064739994296,0.0
2019-06-11,-0.968299711815562,-1.7780979827089336,-1.2468780019212296,-2.405187319884726,1.0,-2.2075888568683957,0.0
2019-06-12,-0.9705459080878825,-1.773769548114746,-1.2452269020435573,-2.39988486999904,1.0,-2.204739518372829,0.0
2019-06-13,-0.9803524992776654,-1.7892709236251565,-1.25695848983916,-2.399017624963883,1.0,-2.205431956082057,0.0
2019-06-14,-0.9815117958594127,-1.783822821376986,-1.26259027443428,-2.4011555127587867,1.0,-2.200096292729899,0.0
2019-06-17,-0.9853437469867902,-1.7762992961141646,-1.2673801947738887,-2.411917847844952,1.0,-2.201330633497252,0.0
2019-06-18,-0.9865856012352827,-1.7827639451843273,-1.2663578459756804,-2.4137232194557035,1.0,-2.2013124879366917,0.0
2019-06-19,-0.9848003848003848,-1.7701779701779703,-1.2712842712842711,-2.407118807118807,1.0,-2.1867243867243866,0.0
2019-06-20,-0.991321118611379,-1.7784956605593059,-1.2663452266152362,-2.4128254580520734,1.0,-2.194310511089682,0.0
2019-06-21,-0.9945646898961469,-1.8007376492283802,-1.2698243230127149,-2.423663010773561,1.0,-2.2171212268271376,0.0
2019-06-24,-0.995042768273717,-1.7889774494556765,-1.274494556765163,-2.42505832037325,1.0,-2.2364891135303266,0.0
2019-06-25,-0.9937864077669905,-1.7793203883495146,-1.2727184466019419,-2.4263106796116505,1.0,-2.2366019417475727,0.0
2019-06-26,-0.9767780800621841,-1.7862417411581812,-1.2661290322580647,-2.423047026816945,1.0,-2.2640886125145747,0.0
2019-06-27,-0.9877240841777085,-1.778643803585347,-1.2750389711613406,-2.426734216679657,1.0,-2.274551831644583,0.0
2019-06-28,-0.9749802215189873,-1.836629746835443,-1.2799643987341771,-2.4723101265822782,1.0,-2.3252571202531644,0.0
2019-07-01,-0.9600118191667488,-1.8295085196493648,-1.277356446370531,-2.4615384615384617,1.0,-2.3208903772284053,0.0
2019-07-02,-0.9540015692428403,-1.829246763436642,-1.268928991761475,-2.4476265202040017,1.0,-2.308061985092193,0.0
2019-07-03,-0.9470185728250243,-1.8314760508308896,-1.2617790811339198,-2.4327468230694036,1.0,-2.3021505376344087,0.0
2019-07-05,-0.9452905228441167,-1.7907653506644678,-1.262295081967213,-2.4159472305752256,1.0,-2.2859637210204675,0.0
2019-07-08,-0.9461037065862438,-1.7903492557641794,-1.2689950384278625,-2.4281544897363556,1.0,-2.2949703278529037,0.0
2019-07-09,-0.9406335017489311,-1.7857559269335408,-1.2670034978624174,-2.4274193548387095,1.0,-2.2954722114263504,0.0
2019-07-10,-0.943156465224561,-1.76796973518285,-1.2621980793481424,-2.4314676496265397,1.0,-2.295566980308468,0.0
2019-07-11,-0.9464736739848455,-1.7707402370312804,-1.267437342141053,-2.432582086652419,1.0,-2.297163396153099,0.0
2019-07-12,-0.9312251430788632,-1.7858182170918615,-1.2647201474439809,-2.4230284217673876,1.0,-2.2954699776893976,0.0
2019-07-15,-0.9417711674929522,-1.7995528336735687,-1.283756197142024,-2.419753086419753,1.0,-2.2762710216778457,0.0
2019-07-16,-0.9547577349678926,-1.7988908347927612,-1.3022961665693715,-2.415450476746449,1.0,-2.258124148667056,0.0
2019-07-17,-0.9558894813378573,-1.7900145419292293,-1.3012118274357731,-2.3997091614154145,1.0,-2.247697527872031,0.0
2019-07-18,-0.956328072044156,-1.7878377069816984,-1.3024111552241697,-2.3962428585261937,1.0,-2.2405345211581293,0.0
2019-07-19,-0.963171157201008,-1.7891064159720875,-1.306163985268463,-2.393777863927118,1.0,-2.23958131420818,0.0
2019-07-22,-0.9587200309358082,-1.772525135344161,-1.2948569218870842,-2.3915313225058004,1.0,-2.2498066511987624,0.0
2019-07-23,-0.956652152878568,-1.7780358006773103,-1.2946298984034834,-2.3930333817126272,1.0,-2.2536042573778423,0.0
2019-07-24,-0.9589822966044306,-1.7765309083873464,-1.3047305794718003,-2.3895714423914094,1.0,-2.2442681629099352,0.0
2019-07-25,-0.9616902493021465,-1.7474251612282223,-1.3125421118490712,-2.382134950428338,1.0,-2.2218692848204835,0.0
2019-07-26,-0.9528810946232416,-1.7475428791674696,-1.3077664289843902,-2.395259202158412,1.0,-2.232318365773752,0.0
2019-07-29,-0.9503996918039103,-1.7354329191948374,-1.3054993739766927,-2.3986323798516804,1.0,-2.241163440238852,0.0
2019-07-30,-0.9493878337992866,-1.7334425913429095,-1.3103248819049456,-2.400462739805264,1.0,-2.2466981586811916,0.0
2019-07-31,-0.9453245749613601,-1.7571483771251932,-1.3115340030911902,-2.3992465224111283,1.0,-2.2466190108191655,0.0
2019-08-01,-0.9441173631888815,-1.7737670109062833,-1.306823665669337,-2.3914680050188206,1.0,-2.2354985040054047,0.0
2019-08-02,-0.932511793588139,-1.760566092230673,-1.3151054202368344,-2.3844228362376048,1.0,-2.234812746702609,0.0
2019-08-05,-0.9255523535062441,-1.7559077809798271,-1.3076849183477426,-2.3845341018251682,1.0,-2.2323727185398656,0.0
2019-08-06,-0.865990990990991,-1.7243806306306306,-1.2638888888888888,-2.330518018018018,1.0,-2.199512012012012,0.0
2019-08-07,-0.8558491270656335,-1.72299505181589,-1.2419008495938755,-2.3171505928484737,1.0,-2.1983941742134254,0.0
