Date,IWF,IWM,MTUM,SPY,SSYS,VLUE,VXX
2018-09-24,-0.7431383902721483,-1.769195136074117,-0.23422119281991893,-1.0078749276201506,1.0,-1.036016213086277,0.0
2018-09-25,-0.7484794068238428,-1.7663789607831777,-0.24167294213056825,-1.0053872443955278,1.0,-1.0308752823958756,0.0
2018-09-26,-0.7495365005793744,-1.7676709154113557,-0.24391657010428736,-1.0049826187717266,1.0,-1.0276361529548088,0.0
2018-09-27,-0.7508247959715229,-1.7611853909822306,-0.24541297678995194,-1.0040516293337964,1.0,-1.0265671123458933,0.0
2018-09-28,-0.7490016783378668,-1.7619653915157127,-0.2462526766595289,-1.0037039180508132,1.0,-1.0264482898315874,0.0
2018-10-01,-0.7498119104114822,-1.7606342959662018,-0.24648417153770474,-1.0041090340876206,1.0,-1.0263904161120436,0.0
2018-10-02,-0.7503045066991474,-1.779595151093324,-0.24238733252131547,-1.0030740676294878,1.0,-1.0247665448639869,0.0
2018-10-03,-0.7497971014492755,-1.774608695652174,-0.2421449275362319,-1.0038840579710144,1.0,-1.0266666666666668,0.0
2018-10-04,-0.7498840445269017,-1.774234693877551,-0.24298469387755103,-1.0036525974025976,1.0,-1.027017625231911,0.0
2018-10-05,-0.7296563673115796,-1.7688709211666185,-0.2202136875541438,-1.0146116084319954,1.0,-1.0419867167196073,0.0
2018-10-08,-0.7262563393268787,-1.764004149377593,-0.21415398801290916,-1.0181535269709543,1.0,-1.0403988012909173,0.0
2018-10-09,-0.7271731611713167,-1.7650449619552688,-0.21552916762739222,-1.0175236338482823,1.0,-1.0391399584966567,0.0
2018-10-10,-0.7287344398340249,-1.7636007376671277,-0.2172660212079299,-1.0182111572153065,1.0,-1.0352120792992163,0.0
2018-10-11,-0.6553398058252428,-1.7645910054681397,-0.12169400736524942,-0.9901796674478296,1.0,-1.0479299185358777,0.0
2018-10-12,-0.6619702806824436,-1.7598238855255917,-0.11111722619702806,-0.958062740781508,1.0,-1.0126031920748486,0.0
2018-10-15,-0.6466454375754914,-1.783957395410124,-0.08866805753815747,-0.9563522565059845,1.0,-1.0146590534753486,0.0
2018-10-16,-0.6438732355687373,-1.7966166858900423,-0.07958477508650519,-0.957269182182677,1.0,-1.015049156917669,0.0
2018-10-17,-0.6176772312510124,-1.7407267426164894,-0.051779061605744824,-0.9557259327250148,1.0,-1.0333675287511472,0.0
2018-10-18,-0.6161987041036717,-1.7385529157667385,-0.05296976241900647,-0.958207343412527,1.0,-1.0336933045356371,0.0
2018-10-19,-0.600267881060809,-1.7315296008572192,-0.0348245379051701,-0.9588534690597373,1.0,-1.03214572729708,0.0
2018-10-22,-0.6020457344829433,-1.7250040164944036,-0.030846677020296687,-0.9623520591227975,1.0,-1.03513093771756,0.0
2018-10-23,-0.6072577186963979,-1.725396655231561,-0.040630360205831904,-0.9554030874785592,1.0,-1.031464408233276,0.0
2018-10-24,-0.6105748605748605,-1.723080223080223,-0.026866151866151863,-0.9618189618189618,1.0,-1.040165165165165,0.0
2018-10-25,-0.5571257858367538,-1.6582844079596821,-0.0077414662025250686,-0.9783862420117421,1.0,-0.9940769990128332,0.0
2018-10-26,-0.5290093611768336,-1.6391832116037444,-0.0,-0.9924904845180537,1.0,-0.9827692624215615,0.0
2018-10-29,-0.49895113839856736,-1.6532617037605524,-0.0,-0.9767203888462521,1.0,-0.9875159887439241,0.0
2018-10-30,-0.5086352687951622,-1.6555117101419565,-0.0,-0.9785271357556501,1.0,-0.9820632398913545,0.0
2018-10-31,-0.5097040395293159,-1.637715857572207,-0.0,-0.9722377871733482,1.0,-0.9743263206153532,0.0
2018-11-01,-0.453446316007027,-1.7155626743825567,-0.0,-0.9968998656608453,1.0,-1.0009817092073992,0.0
2018-11-02,-0.5161418665454132,-1.9143457997044446,-0.0,-1.1071956348755256,1.0,-1.1460725247243377,0.0
2018-11-05,-0.5065211146222349,-1.9817293881068658,-0.0,-1.1304222924446998,1.0,-1.1267451881643207,0.0
2018-11-06,-0.5210229236263103,-1.996544176938141,-0.0,-1.1258495565027071,1.0,-1.1162308489805322,0.0
2018-11-07,-0.519564967199908,-1.9963171826447235,-0.0,-1.1235470134653012,1.0,-1.1150304983312234,0.0
2018-11-08,-0.4701522321683107,-2.001938536974742,-0.0,-1.1062204230571868,1.0,-1.1233251610696164,0.0
2018-11-09,-0.4692062043795621,-2.0018248175182483,-0.0,-1.1081774635036497,1.0,-1.1233462591240877,0.0
2018-11-12,-0.4664359076207229,-1.977359132951257,-0.0,-1.1138852635760086,1.0,-1.116779208988254,0.0
2018-11-13,-0.42523311987417145,-1.9770812268284461,-0.0,-1.1092012133468148,1.0,-1.1058308055274688,0.0
2018-11-14,-0.4251769464105156,-1.9771374002921018,-0.0,-1.1092012133468148,1.0,-1.1058308055274688,0.0
2018-11-15,-0.4227920547637751,-1.9781730445516776,-0.0,-1.1089664459656605,1.0,-1.1011109864212771,0.0
2018-11-16,-0.41495987879468044,-1.9625161326524885,-0.0,-1.1139105549632455,1.0,-1.1199708209415857,0.0
2018-11-19,-0.4123989218328842,-1.9650718778077267,-0.0,-1.1164645103324349,1.0,-1.1215745732255167,0.0
2018-11-20,-0.36376811594202896,-1.9573578595317727,-0.0,-1.1148272017837235,1.0,-1.1381270903010032,0.0
2018-11-21,-0.36683222958057393,-1.9496688741721853,-0.0,-1.1052980132450332,1.0,-1.0969646799116999,0.0
2018-11-23,-0.3683659410305869,-1.9325434003857813,-0.0,-1.1118214384127858,1.0,-1.0984293193717276,0.0
2018-11-26,-0.3670781439435688,-1.9404276424556375,-0.0,-1.1084536536977847,1.0,-1.0948418384216907,0.0
2018-11-27,-0.3544144242889242,-1.9420178659505674,-0.0,-1.0987011563544693,1.0,-1.0852742916643834,0.0
2018-11-28,-0.35285400658616906,-1.95609220636663,-0.0,-1.095444566410538,1.0,-1.0840834248079034,0.0
2018-11-29,-0.30048298692136544,-1.9372659684159117,-0.0,-1.0935040972486028,1.0,-1.0956205567916644,0.0
2018-11-30,-0.2997829625610418,-1.937927292457949,-0.0,-1.093651654910472,1.0,-1.094628323385784,0.0
2018-12-03,-0.29520034748615487,-1.941741774351178,-0.0,-1.0962645238353783,1.0,-1.0962102291236833,0.0
2018-12-04,-0.2828228163221128,-1.9470721939603852,-0.0,-1.089620088754194,1.0,-1.0923260093083667,0.0
2018-12-06,-0.2620512011775219,-1.86263996215108,-0.0,-1.0854754770540924,1.0,-1.0466277663880565,0.0
2018-12-07,-0.26513877207737596,-1.8627523128679564,-0.0,-1.085208158116064,1.0,-1.0434188393608075,0.0
2018-12-10,-0.2218756498232481,-1.874558120191308,-0.0,-1.0838012060719484,1.0,-1.018351008525681,0.0
2018-12-11,-0.22322728217924723,-1.873674360573924,-0.0,-1.0838531919317946,1.0,-1.0178311499272197,0.0
2018-12-12,-0.2253015806988353,-1.873180116472546,-0.0,-1.0847545757071548,1.0,-1.016430948419301,0.0
2018-12-13,-0.225148021190402,-1.8683390464319103,-0.0,-1.0863716630310585,1.0,-1.0138672483639763,0.0
2018-12-14,-0.2271263890331291,-1.8650430989718558,-0.0,-1.0867691349049746,1.0,-1.013708588638488,0.0
2018-12-17,-0.2074437839234944,-1.865339881106229,-0.0,-1.0712845696562419,1.0,-1.025277849573533,0.0
2018-12-18,-0.1886540828887977,-1.8528929011079196,-0.0,-1.0631411571604432,1.0,-1.0245178498153469,0.0
2018-12-19,-0.18482220739904562,-1.8544307044999744,-0.0,-1.0658320077992713,1.0,-1.026065985940787,0.0
2018-12-20,-0.17893158194135594,-1.8403578631638828,-0.0,-1.1140818120701248,1.0,-1.0380617469100688,0.0
2018-12-21,-0.1699228791773779,-1.8434961439588688,-0.0,-1.115064267352185,1.0,-1.012853470437018,0.0
