Date,IWF,IWM,MTUM,SPY,VIAV,VLUE,VXX
2018-09-24,-0.5489849955869374,-1.127390408943807,-0.10940192493590552,-0.7790526625478081,1.0,-0.6380868322615896,0.0
2018-09-25,-0.5520907753729775,-1.1250682916579113,-0.11414162639209918,-0.7769279260348814,1.0,-0.6343349443160328,0.0
2018-09-26,-0.5523617414691545,-1.1253992267608,-0.11476718776264919,-0.7766851571692722,1.0,-0.6331736426290132,0.0
2018-09-27,-0.5527697282768468,-1.1226743941875605,-0.11557683423627735,-0.776111881063374,1.0,-0.632648775775902,0.0
2018-09-28,-0.5517111064455176,-1.1229057316817133,-0.11614528658408567,-0.7757295821960949,1.0,-0.6325425152214991,0.0
2018-10-01,-0.5515518037881652,-1.1232623577338205,-0.11654277434799043,-0.7756079123094369,1.0,-0.6327747679643863,0.0
2018-10-02,-0.5987153931339978,-1.1098560354374307,-0.1475968992248062,-0.8594905869324474,1.0,-0.7140199335548173,0.0
2018-10-03,-0.5994054749545232,-1.096854341363858,-0.14521496073472648,-0.8681840365588535,1.0,-0.7270508895691911,0.0
2018-10-04,-0.5994024259721727,-1.1094363182304674,-0.14569211559043882,-0.8688458794149126,1.0,-0.7361309311452016,0.0
2018-10-05,-0.5857098505344392,-1.101299507695037,-0.13048299108528852,-0.87506098372289,1.0,-0.742670865303588,0.0
2018-10-08,-0.5839936257801779,-1.09822495684122,-0.12854676641140278,-0.8748616705767784,1.0,-0.7409145234828028,0.0
2018-10-09,-0.5864055299539171,-1.0996100673520028,-0.13244416873449133,-0.8739365473236441,1.0,-0.7386121942573556,0.0
2018-10-10,-0.586229827983685,-1.101126086185494,-0.13131760950523141,-0.8745788260329845,1.0,-0.7401578294023762,0.0
2018-10-11,-0.5232890748409683,-1.090808179994023,-0.048413952098364854,-0.8549716091021645,1.0,-0.7517824360671135,0.0
2018-10-12,-0.5334762325053587,-1.0801496238389443,-0.04219728491573152,-0.8283949060648089,1.0,-0.7187408061194469,0.0
2018-10-15,-0.5123078215575906,-1.1209779047299,-0.008611274468621357,-0.8318071074519029,1.0,-0.7268755775854827,0.0
2018-10-16,-0.5081891288787841,-1.1395730706075535,-0.0,-0.834070144414972,1.0,-0.7285166940339354,0.0
2018-10-17,-0.4837925779480209,-1.0909839779233081,-0.0,-0.8186910498784958,1.0,-0.7252769883438362,0.0
2018-10-18,-0.48309516946011616,-1.0897747395297122,-0.0,-0.819873985916073,1.0,-0.725322241897624,0.0
2018-10-19,-0.4628277802699726,-1.0738142816361484,-0.0,-0.8201949349537131,1.0,-0.7212593287386321,0.0
2018-10-22,-0.46306864503505624,-1.0705201369639654,-0.0,-0.8207239523887168,1.0,-0.7219957606391652,0.0
2018-10-23,-0.4623006973045712,-1.070953798474901,-0.0,-0.8218407209558374,1.0,-0.722750071361579,0.0
2018-10-24,-0.460091220068415,-1.0679263723733505,-0.0,-0.8215100179182276,1.0,-0.722756149209969,0.0
2018-10-25,-0.41548331572976566,-1.002973046981966,-0.0,-0.8181747056292297,1.0,-0.6752728552986738,0.0
2018-10-26,-0.39007119640922455,-0.9864572047670639,-0.0,-0.8280838879430429,1.0,-0.6647577774338338,0.0
2018-10-29,-0.3772379008970854,-0.9886035498402186,-0.0,-0.820929426712355,1.0,-0.6633812035575405,0.0
2018-10-30,-0.37863442061077524,-0.9887549582161973,-0.0,-0.8210806023029229,1.0,-0.662533215234721,0.0
2018-10-31,-0.3813032026567928,-0.9667900904683743,-0.0,-0.814940642058251,1.0,-0.6541588731534146,0.0
2018-11-01,-0.37055663504400504,-0.9733683849582809,-0.0,-0.8130072008229512,1.0,-0.6530651122032995,0.0
2018-11-02,-0.3735053730891479,-0.9497502648705918,-0.0,-0.8145149084304525,1.0,-0.646095050703799,0.0
2018-11-05,-0.40838860865075266,-0.9538864836954364,-0.0,-0.8686499582952696,1.0,-0.7409540453588592,0.0
2018-11-06,-0.41320837139112826,-0.9576267820976133,-0.0,-0.8649378499662445,1.0,-0.7354751598427387,0.0
2018-11-07,-0.41218310418819043,-0.9603433203528571,-0.0,-0.8644599856949853,1.0,-0.7366685210204243,0.0
2018-11-08,-0.38629307973434984,-0.956104845364876,-0.0,-0.8509451015836839,1.0,-0.7364325853735215,0.0
2018-11-09,-0.38523236612408585,-0.9567114885586222,-0.0,-0.8530706927734528,1.0,-0.7367303609341825,0.0
2018-11-12,-0.3849529780564263,-0.933973354231975,-0.0,-0.8651645768025078,1.0,-0.7343652037617555,0.0
2018-11-13,-0.4232550446576249,-0.9996692027786966,-0.0,-0.921683757856434,1.0,-0.7903159113463447,0.0
2018-11-14,-0.42345061396618017,-0.9993384876173151,-0.0,-0.9215694381279199,1.0,-0.7900938520692934,0.0
2018-11-15,-0.42288146097591206,-1.0023963971408503,-0.0,-0.9277362310457381,1.0,-0.7787051192000992,0.0
2018-11-16,-0.4196244750061764,-0.9925883224903237,-0.0,-0.9243597134151363,1.0,-0.7810672815613934,0.0
2018-11-19,-0.4232226707307027,-0.9919680369058407,-0.0,-0.9229755334047286,1.0,-0.7807891918609441,0.0
2018-11-20,-0.4051805401860732,-0.9861059879503258,-0.0,-0.9221689413500553,1.0,-0.785114144022296,0.0
2018-11-21,-0.4118839991888055,-0.9763942405191645,-0.0,-0.9168931251267493,1.0,-0.7508010545528291,0.0
2018-11-23,-0.41328473066018634,-0.9624544349939247,-0.0,-0.9223572296476306,1.0,-0.7521263669501822,0.0
2018-11-26,-0.4124362399805684,-0.9661970690632338,-0.0,-0.9199659946563032,1.0,-0.7496558983078294,0.0
2018-11-27,-0.404330676970136,-0.9654270305079289,-0.0,-0.9128229896160348,1.0,-0.7421717781534252,0.0
2018-11-28,-0.4039049919484702,-0.9689613526570048,-0.0,-0.9113526570048309,1.0,-0.7415458937198067,0.0
2018-11-29,-0.3744936055286361,-0.951703868456589,-0.0,-0.903129716419096,1.0,-0.7423544364127412,0.0
2018-11-30,-0.3756266412031511,-0.9551603405745206,-0.0,-0.9085700644545237,1.0,-0.7393172594891383,0.0
2018-12-03,-0.3737229179089644,-0.955197773802425,-0.0,-0.9079308288610615,1.0,-0.7385012919896641,0.0
2018-12-04,-0.3701646498710573,-0.9553263241420353,-0.0,-0.9055742908153145,1.0,-0.7364015076373736,0.0
2018-12-06,-0.36265301408884437,-0.8791284933405189,-0.0,-0.907190699822927,1.0,-0.7004003387481715,0.0
2018-12-07,-0.38251663877320674,-0.889892188533842,-0.0,-0.9215350484567781,1.0,-0.6981668158642432,0.0
2018-12-10,-0.3621074507389162,-0.8882774014778324,-0.0,-0.9175646551724137,1.0,-0.6805726600985221,0.0
2018-12-11,-0.36272321428571425,-0.8880464901477833,-0.0,-0.9173722290640394,1.0,-0.6803802339901478,0.0
2018-12-12,-0.3602790948691261,-0.8906749932539225,-0.0,-0.9186230291816045,1.0,-0.6852858409467639,0.0
2018-12-13,-0.3603589723837769,-0.888379617147479,-0.0,-0.9189615991988598,1.0,-0.6839733466856679,0.0
2018-12-14,-0.36221897135817677,-0.8836233446258085,-0.0,-0.9202725592854943,1.0,-0.6835925469664306,0.0
2018-12-17,-0.34472847123749667,-0.8826121948415284,-0.0,-0.9067182769325106,1.0,-0.6984248649062967,0.0
2018-12-18,-0.3302905826867488,-0.8689335158983722,-0.0,-0.9032405294386125,1.0,-0.7009736802069071,0.0
2018-12-19,-0.3285529519172246,-0.8695982958003652,-0.0,-0.9042909312233718,1.0,-0.7015748630553865,0.0
2018-12-20,-0.3260071874408928,-0.8528844335161718,-0.0,-0.9093247588424439,1.0,-0.6946472479667108,0.0
2018-12-21,-0.3213869354292806,-0.8528073408296041,-0.0,-0.9118874807265617,1.0,-0.674589146703772,0.0
2018-12-24,-0.30879551820728296,-0.8371615312791784,-0.0,-0.9064425770308123,1.0,-0.6824276377217554,0.0
2018-12-26,-0.3095660530790271,-0.843128557699416,-0.0,-0.8793154431876986,1.0,-0.6643010275744806,0.0
2018-12-27,-0.2605101642601199,-0.8042714726647036,-0.0,-0.8100188029942881,1.0,-0.6729343314293823,0.0
2018-12-28,-0.2593341133921923,-0.805091656915931,-0.0,-0.8094528950820834,1.0,-0.6718079636918058,0.0
2018-12-31,-0.2570008873114463,-0.8101153504880213,-0.0,-0.8101508429458739,1.0,-0.6719432120674357,0.0
2019-01-02,-0.25419222178891765,-0.8095508207182615,-0.0,-0.8084163505512817,1.0,-0.6730244265607829,0.0
2019-01-03,-0.26622685677803787,-0.8065900546215506,-0.0,-0.8189685748740866,1.0,-0.6550684542810526,0.0
2019-01-04,-0.2483330393367437,-0.8105133180455107,-0.0,-0.8113953078144294,1.0,-0.6577174104780386,0.0
2019-01-07,-0.22302332836493463,-0.7824881278380532,-0.0,-0.8183992512738743,1.0,-0.6424139484904156,0.0
2019-01-08,-0.22490140455268803,-0.7742337231024701,-0.0,-0.820694665467377,1.0,-0.6396249913512766,0.0
2019-01-09,-0.2224754800386794,-0.7642975549108993,-0.0,-0.8209697472026523,1.0,-0.6457728968089516,0.0
2019-01-10,-0.22191496716211542,-0.7662633944002765,-0.0,-0.8211199446940892,1.0,-0.6473211199446941,0.0
2019-01-11,-0.22422162124679287,-0.7593440122044242,-0.0,-0.8257055682684973,1.0,-0.657929408501491,0.0
2019-01-14,-0.22576614722521082,-0.7585117828757852,-0.0,-0.8243848262936868,1.0,-0.6619581438933815,0.0
2019-01-15,-0.22370803733110461,-0.7611784371082323,-0.0,-0.8252193898871708,1.0,-0.67227329711659,0.0
2019-01-16,-0.21810083858171825,-0.7614739552524445,-0.0,-0.8224016145307771,1.0,-0.6776505793521,0.0
2019-01-17,-0.22222994819733688,-0.7549977401522789,-0.0,-0.8214720300385913,1.0,-0.677989083197163,0.0
2019-01-18,-0.19655110148067895,-0.5596785843264716,-0.051462621885157094,-0.616317563500662,1.0,-0.5854700854700854,0.0
2019-01-22,-0.01582853447479444,-0.6174668185877498,-0.0,-0.8260093000338743,1.0,-0.6201767622332399,0.0
2019-01-23,-0.007915486017001355,-0.6084760379450536,-0.0,-0.8376555377602561,1.0,-0.625877787359862,0.0
2019-01-24,-0.005383621485264258,-0.6130560511905494,-0.0,-0.8293853442441396,1.0,-0.6284993539654218,0.0
2019-01-25,-0.0,-0.5584076913409576,-0.0,-0.9097964056805328,1.0,-0.673683549076285,0.0
2019-01-28,-0.0,-0.5364121897580898,-0.0,-0.9385485391140433,1.0,-0.6667295004712535,0.0
2019-01-29,-0.0,-0.5211875078705454,-0.0,-0.943772824581287,1.0,-0.6832262939176427,0.0
2019-01-30,-0.0,-0.5216994205089442,-0.0,-0.9439720332577475,1.0,-0.6837679516250944,0.0
2019-01-31,-0.0,-0.5392971849612697,-0.0,-0.8968448894766674,1.0,-0.7126708230996915,0.0
2019-02-01,-0.0,-0.5397973036971553,-0.0,-0.9121017901682821,1.0,-0.7053641903198308,0.0
2019-02-04,-0.0,-0.5327450362433028,-0.0,-0.9196974472108415,1.0,-0.699180586196029,0.0
2019-02-05,-0.0,-0.5265729416214853,-0.0,-0.914008321775312,1.0,-0.7116063548102383,0.0
2019-02-06,-0.0,-0.5281643472498343,-0.0,-0.9065290794913062,1.0,-0.7209757329041624,0.0
2019-02-07,-0.0,-0.5242123975376107,-0.0,-0.9156269546038122,1.0,-0.8521249629654016,0.0
2019-02-08,-0.0,-0.5219341645227258,-0.0,-0.9278316511643248,1.0,-0.8486047892341183,0.0
2019-02-11,-0.0,-0.5171103917553015,-0.0,-0.9270661293519192,1.0,-0.8590209420624959,0.0
2019-02-12,-0.0,-0.5369639481277569,-0.0,-0.9234519584756725,1.0,-0.8562236741733276,0.0
2019-02-13,-0.0,-0.5446052936694603,-0.0,-0.9202636896677376,1.0,-0.8478152847252127,0.0
2019-02-14,-0.0,-0.5205352103323483,-0.0,-0.9436236262824131,1.0,-0.8560045154221587,0.0
2019-02-15,-0.0,-0.527736231595041,-0.0,-0.9416691594376309,1.0,-0.8542559909595506,0.0
2019-02-19,-0.0,-0.5367595528116136,-0.0,-0.9405973635908559,1.0,-0.8598698481561822,0.0
2019-02-20,-0.0,-0.5315685684681974,-0.0,-0.9415421638423744,1.0,-0.8692135432333968,0.0
2019-02-21,-0.0,-0.5313481719136421,-0.0,-0.9420827484793797,1.0,-0.8685916716797006,0.0
2019-02-22,-0.0,-0.5405819806006467,-0.0,-0.9279690676977433,1.0,-0.8646711776274123,0.0
2019-02-25,-0.0,-0.5414977383146256,-0.0,-0.9399229351650192,1.0,-0.8692578321326856,0.0
2019-02-26,-0.0,-0.5488348700754401,-0.0,-0.9394132439228834,1.0,-0.8646437552388935,0.0
2019-02-27,-0.0,-0.5451502777963719,-0.0,-0.9321574402570453,1.0,-0.869636521855546,0.0
2019-02-28,-0.0,-0.5487388773666957,-0.0,-0.9340670368635846,1.0,-0.8623469592560381,0.0
2019-03-01,-0.0,-0.5486320155194327,-0.0,-0.9349789283564117,1.0,-0.8610943875844538,0.0
2019-03-04,-0.0,-0.545971247074557,-0.0,-0.927382146439318,1.0,-0.8700100300902709,0.0
2019-03-05,-0.0,-0.5321159323169711,-0.0,-0.948668118612833,1.0,-0.8698944546825265,0.0
2019-03-06,-0.0,-0.5381540941761268,-0.0,-0.9428024450863169,1.0,-0.8776785114529455,0.0
2019-03-07,-0.0,-0.5352485669270222,-0.0,-0.9472360966779524,1.0,-0.8697328282658979,0.0
2019-03-08,-0.0,-0.5241139069264069,-0.0,-0.9799783549783551,1.0,-0.8779423701298701,0.0
2019-03-11,-0.0,-0.5220819112627987,-0.0,-0.9821843003412969,1.0,-0.908703071672355,0.0
2019-03-12,-0.0,-0.4760165403170228,-0.0,-1.004893177119228,1.0,-0.9649896623018608,0.0
2019-03-13,-0.0,-0.4905104938699176,-0.0,-1.0078271108956154,1.0,-0.9650204336080903,0.0
2019-03-14,-0.0,-0.4953684501589935,-0.0,-0.9974768422507949,1.0,-0.9635351859532697,0.0
2019-03-15,-0.0,-0.4965689332501559,-0.0,-0.9971234490885146,1.0,-0.9720316074027864,0.0
2019-03-18,-0.0,-0.5163128999545407,-0.0,-1.0027625275378538,1.0,-0.9777948735881385,0.0
2019-03-19,-0.0,-0.514822722340835,-0.0,-0.9933849007735116,1.0,-0.9918448776731651,0.0
2019-03-20,-0.0,-0.5151685196226282,-0.0,-0.9938624487076071,1.0,-0.998106127029776,0.0
2019-03-21,-0.0,-0.5161527938545722,-0.0,-1.0021747518327546,1.0,-0.9893717773334735,0.0
2019-03-22,-0.0,-0.512249443207127,-0.0,-1.0317460317460316,1.0,-0.9911973698165235,0.0
2019-03-25,-0.0,-0.42648446510327476,-0.04784538496487611,-1.031908573026247,1.0,-0.9887114248768042,0.0
2019-03-26,-0.0,-0.43167233579969844,-0.05274047059648631,-1.0293859802924572,1.0,-0.9928463723393064,0.0
