Date,AZUL,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-1.0679064525218371,-1.645745280360665,-0.12341504649196958,-1.720132431670893,-1.4870386024232178,0.0
2018-09-25,1.0,-1.0736624634893497,-1.676569067464558,-0.11483935313813493,-1.744746028353637,-1.514212438555247,0.0
2018-09-26,1.0,-1.0740899052504096,-1.6770677495191282,-0.11576547695376506,-1.7444610671795968,-1.5125026715110066,0.0
2018-09-27,1.0,-1.0884013435289073,-1.6626170227971129,-0.12334738797970414,-1.7528764382191095,-1.519188165511327,0.0
2018-09-28,1.0,-1.0986794890196643,-1.6673604133773505,-0.12458734031864505,-1.7601550165063875,-1.525907851298981,0.0
2018-10-01,1.0,-1.1059035277177827,-1.670266378689705,-0.12447804175665947,-1.7678905687544997,-1.5308135349172067,0.0
2018-10-02,1.0,-1.1128633720930232,-1.7278343023255813,-0.115625,-1.7747093023255813,-1.5363372093023255,0.0
2018-10-03,1.0,-1.1431982687859117,-1.7392731885680175,-0.11185732408029252,-1.847324826505485,-1.6204760838743377,0.0
2018-10-04,1.0,-1.1446885073843616,-1.7563535497413598,-0.11417647499812579,-1.8493140415323488,-1.6322812804558062,0.0
2018-10-05,1.0,-1.116073435743724,-1.7449981266391905,-0.0745597602098164,-1.885949793930311,-1.671862120644436,0.0
2018-10-08,1.0,-1.116882140709561,-1.747669873722189,-0.06148526758869513,-1.9092754058929648,-1.68122369212267,0.0
2018-10-09,1.0,-1.2174708818635607,-2.0009983361064894,-0.022712146422628948,-2.1484193011647257,-1.9298668885191348,0.0
2018-10-10,1.0,-1.2366809296081887,-2.0164443325782364,-0.03297256481248427,-2.1714908968873226,-1.9323768772548031,0.0
2018-10-11,1.0,-1.0450826121164438,-1.891345397324941,-0.0,-2.0517702596380807,-1.8796223446105431,0.0
2018-10-12,1.0,-1.0497842170160299,-1.8511097410604194,-0.0,-1.9947595561035762,-1.8108816276202222,0.0
2018-10-15,1.0,-0.9924760076775431,-1.8951247600767753,-0.0,-1.981497120921305,-1.8083685220729366,0.0
2018-10-16,1.0,-0.9807499033629687,-1.944646308465404,-0.0,-1.989485890993429,-1.8161577116350986,0.0
2018-10-17,1.0,-0.9133964817320703,-1.8213802435723951,-0.0,-1.9612088407758232,-1.8217561268982108,0.0
2018-10-18,1.0,-0.9171651396986448,-1.8302415385780268,-0.0,-1.9862951465132128,-1.8381161505262362,0.0
2018-10-19,1.0,-0.8714768883878241,-1.7975197294250282,-0.0,-2.0022547914317927,-1.8447951897782788,0.0
2018-10-22,1.0,-0.8716870635933628,-1.788272392822284,-0.0,-2.00262782491178,-1.8454838951873263,0.0
2018-10-23,1.0,-0.8976902688375615,-1.811056418023476,-0.0,-2.007951533510034,-1.8561908368042408,0.0
2018-10-24,1.0,-0.8927977001059163,-1.8002723558783478,-0.0,-2.0108942351339083,-1.86147677409593,0.0
2018-10-25,1.0,-0.7840131203650884,-1.6287079292641187,-0.0,-1.9764689104392468,-1.7414432401597262,0.0
2018-10-26,1.0,-0.7363668183409171,-1.5831991599579978,-0.0,-1.9732586629331468,-1.7075253762688134,0.0
2018-10-29,1.0,-0.6785894206549119,-1.704426052536884,-0.0,-2.0105793450881615,-1.8032385750269884,0.0
2018-10-30,1.0,-0.6818116359447004,-1.7054291474654377,-0.0,-2.0113767281105988,-1.8018433179723503,0.0
2018-10-31,1.0,-0.681957622886495,-1.6752514803452951,-0.0,-1.9932225155168728,-1.7838339159591925,0.0
2018-11-01,1.0,-0.630009319664492,-1.7358950462398737,-0.0,-2.004659832246039,-1.7984084880636606,0.0
2018-11-02,1.0,-0.6341877920974366,-1.6695935419912191,-0.0,-2.002195156493414,-1.775102676674692,0.0
2018-11-05,1.0,-0.6260093497662559,-1.6952117863720073,-0.0,-2.0048165462530103,-1.7571894035982434,0.0
2018-11-06,1.0,-0.6298577192609895,-1.6968216889643943,-0.0,-2.0002831457492745,-1.751681177886317,0.0
2018-11-07,1.0,-0.6289785213014816,-1.7034096547813142,-0.0,-2.001134188700645,-1.7552279010420357,0.0
2018-11-08,1.0,-0.5512612167031725,-1.728184837137003,-0.0,-1.9949833957464849,-1.7912103440966582,0.0
2018-11-09,1.0,-0.5529478297752014,-1.7291813940336491,-0.0,-1.9949809133323908,-1.7920260144210378,0.0
2018-11-12,1.0,-0.5636767127210252,-1.7084973870713722,-0.0,-2.064929486720595,-1.8215333953754742,0.0
2018-11-13,1.0,-0.49168629130093483,-1.713337615071719,-0.0,-2.0981945336473276,-1.833083565260829,0.0
2018-11-14,1.0,-0.493576934056523,-1.7121752783328577,-0.0,-2.0985583785326862,-1.8324293462746217,0.0
2018-11-15,1.0,-0.4925373134328359,-1.720559880025709,-0.0,-2.1134756837820468,-1.814753981289724,0.0
2018-11-16,1.0,-0.4861584327086882,-1.6978279386712096,-0.0,-2.10122089721749,-1.8131033503691083,0.0
2018-11-19,1.0,-0.4832977967306326,-1.7017057569296377,-0.0,-2.1059701492537317,-1.81634683724236,0.0
2018-11-20,1.0,-0.38481030477933414,-1.6755120715140424,-0.0,-2.116069543182938,-1.8623213908636587,0.0
2018-11-21,1.0,-0.3908340844484504,-1.6476461207793107,-0.0,-2.1021285446855718,-1.7928308950981071,0.0
2018-11-23,1.0,-0.39167127836192583,-1.6330935251798562,-0.0,-2.1022412838959603,-1.7904676258992807,0.0
2018-11-26,1.0,-0.3898609862369459,-1.6427138806279826,-0.0,-2.097862922747078,-1.7857389860986237,0.0
2018-11-27,1.0,-0.3749909439976816,-1.789610954140404,-0.0,-2.2036513801347533,-1.8765485763964351,0.0
2018-11-28,1.0,-0.3818551608919881,-1.7765671533376917,-0.0,-2.218057674148326,-1.8871940146727684,0.0
2018-11-29,1.0,-0.31167447805709414,-1.7256071580741372,-0.0,-2.186550205936657,-1.8774321829285614,0.0
2018-11-30,1.0,-0.31057002910484843,-1.725349613118478,-0.0,-2.1874778164264925,-1.8754170511819408,0.0
2018-12-03,1.0,-0.30769776013609296,-1.7233484547774311,-0.0,-2.1845761270201303,-1.8725545789622908,0.0
2018-12-04,1.0,-0.28130186909143395,-1.7953380962690337,-0.0,-2.2245074691491666,-1.9154218084722523,0.0
2018-12-06,1.0,-0.24531163816878102,-1.6098317705460563,-0.0,-2.2111141753998895,-1.8284611141753997,0.0
2018-12-07,1.0,-0.2573758032197886,-1.6127271471014994,-0.0,-2.2161265805292616,-1.8231189110757962,0.0
2018-12-10,1.0,-0.2013931155744911,-1.5927503888550754,-0.0,-2.194630418610942,-1.7739906674781902,0.0
2018-12-11,1.0,-0.19509883563498512,-1.5976171134578934,-0.0,-2.19374492282697,-1.7831708637963715,0.0
2018-12-12,1.0,-0.21491712707182317,-1.6373618784530386,-0.0,-2.244889502762431,-1.8089088397790054,0.0
2018-12-13,1.0,-0.21539840088227186,-1.6302040253653158,-0.0,-2.2433140336366146,-1.803763440860215,0.0
2018-12-14,1.0,-0.22465564738292013,-1.6056473829201101,-0.0,-2.253994490358127,-1.802685950413223,0.0
2018-12-17,1.0,-0.18435639499076162,-1.6002874153151303,-0.0,-2.225963183466776,-1.8326147950455072,0.0
2018-12-18,1.0,-0.1578521316783594,-1.5633432271991365,-0.0,-2.204330814894765,-1.8202914193200217,0.0
2018-12-19,1.0,-0.17332160259880888,-1.5659853817000542,-0.0,-2.2047915538711425,-1.82356524093124,0.0
2018-12-20,1.0,-0.16906981423110456,-1.5290054322312387,-0.0,-2.2046811079069144,-1.8037019649922879,0.0
2018-12-21,1.0,-0.15749318801089918,-1.5835831062670298,-0.0,-2.27983651226158,-1.791076294277929,0.0
2018-12-24,1.0,-0.09955242099552421,-1.5349247253492473,-0.0,-2.288010307880103,-1.859012613590126,0.0
2018-12-26,1.0,-0.09650951644360752,-1.5665478512341113,-0.0,-2.234851032349183,-1.8274934427332037,0.0
2018-12-27,1.0,-0.0,-1.4691759011590881,-0.0,-2.0593554961151446,-1.8401477518787415,0.0
2018-12-28,1.0,-0.0,-1.4748663782132858,-0.0,-2.0548485619750574,-1.8332909137185034,0.0
2018-12-31,1.0,-0.0,-1.4785155006684065,-0.0,-2.054427398306703,-1.8328983385320516,0.0
2019-01-02,1.0,-0.0,-1.4737343581274218,-0.0,-2.04694149780855,-1.8313536174807854,0.0
2019-01-03,1.0,-0.0,-1.474992055926279,-0.0,-2.045821417222752,-1.8344455036542742,0.0
2019-01-04,1.0,-0.0,-1.4836997725549659,-0.0,-1.9920394238059136,-1.842241597169573,0.0
2019-01-07,1.0,-0.0,-1.4035520473606315,-0.0,-1.9726196349284657,-1.7906388751850026,0.0
2019-01-08,1.0,-0.0,-1.3729065872720507,-0.0,-2.027167845180499,-1.8026299466567421,0.0
2019-01-09,1.0,-0.0,-1.3464757299609447,-0.0,-2.029942347033662,-1.8228256152749365,0.0
2019-01-10,1.0,-0.0,-1.3410511979198911,-0.0,-2.030644462328979,-1.8191048102519654,0.0
2019-01-11,1.0,-0.0,-1.3325675256131635,-0.0,-2.0406085066749458,-1.836075752871779,0.0
2019-01-14,1.0,-0.0,-1.3358036993211684,-0.0,-2.041913184280999,-1.8501588092420753,0.0
2019-01-15,1.0,-0.0,-1.3213706154038198,-0.0,-2.039445762077144,-1.8806016727000376,0.0
2019-01-16,1.0,-0.0,-1.3248953059566222,-0.0,-2.0111256953559598,-1.9143696481030066,0.0
2019-01-17,1.0,-0.0,-1.3137512512512513,-0.0,-2.0200825825825826,-1.9224224224224222,0.0
2019-01-18,1.0,-0.0,-1.31432545201669,-0.0,-2.0305980528511824,-1.9769250221266912,0.0
2019-01-22,1.0,-0.0,-1.1859892122261437,-0.0,-2.366784311114071,-2.1063461410401545,0.0
2019-01-23,1.0,-0.0,-1.1156444384990971,-0.0,-2.394421777807504,-2.1784496020333086,0.0
2019-01-24,1.0,-0.0,-1.113651602521121,-0.0,-2.411559608421617,-2.179898082338742,0.0
2019-01-25,1.0,-0.0,-0.9036658737932,-0.0,-2.7369525675108437,-2.3552539527074297,0.0
2019-01-28,1.0,-0.0,-0.8457728794642858,-0.0,-2.7932477678571432,-2.3364257812500004,0.0
2019-01-29,1.0,-0.0,-0.8157728706624606,-0.0,-2.817385208552401,-2.377006659656502,0.0
2019-01-30,1.0,-0.0,-0.815160227193044,-0.0,-2.8164224107706337,-2.3806184699530193,0.0
2019-01-31,1.0,-0.0,-0.8459055504876851,-0.0,-2.7576310434355484,-2.4135850115781348,0.0
2019-02-01,1.0,-0.0,-0.8459914126838882,-0.0,-2.787076793130147,-2.4057154923629196,0.0
2019-02-04,1.0,-0.0,-0.8539499578296318,-0.0,-2.781557492268766,-2.392887264548777,0.0
2019-02-05,1.0,-0.0,-0.8463960811756474,-0.0,-2.7489853044086776,-2.402519244226732,0.0
2019-02-06,1.0,-0.0,-0.8190396309498847,-0.0,-2.7552946110295657,-2.415251275599357,0.0
2019-02-07,1.0,-0.0,-0.8438244777793354,-0.0,-2.782910416374597,-2.3829384550679933,0.0
2019-02-08,1.0,-0.0,-0.8426570966152981,-0.0,-2.8152135669551757,-2.379002181408768,0.0
2019-02-11,1.0,-0.0,-0.8330503678551217,-0.0,-2.8390633842671193,-2.4020232031692133,0.0
2019-02-12,1.0,-0.0,-0.8530687717801009,-0.0,-2.8575492496977453,-2.401251689069056,0.0
2019-02-13,1.0,-0.0,-0.8909039387928592,-0.0,-2.8262255596486257,-2.366959478605837,0.0
2019-02-14,1.0,-0.0,-0.8445156695156695,-0.0,-2.8886752136752136,-2.3893162393162393,0.0
2019-02-15,1.0,-0.0,-0.9061876247504992,-0.0,-2.859210151126319,-2.363202167094383,0.0
2019-02-19,1.0,-0.0,-0.8682878128788419,-0.0,-2.8990230335876777,-2.363830849318976,0.0
2019-02-20,1.0,-0.0,-0.8707652806504529,-0.0,-2.9024320661864342,-2.3589615576635046,0.0
2019-02-21,1.0,-0.0,-0.8833012340395177,-0.0,-2.9031314644411155,-2.346743704971824,0.0
2019-02-22,1.0,-0.0,-0.891949453357944,-0.0,-2.873562402385347,-2.3337356240238534,0.0
2019-02-25,1.0,-0.0,-0.8921477231982791,-0.0,-2.9130871280028683,-2.3657941914664753,0.0
2019-02-26,1.0,-0.0,-0.8890162642401662,-0.0,-2.9140216378877986,-2.3618972558572757,0.0
2019-02-27,1.0,-0.0,-0.8781816878181687,-0.0,-2.938911593891159,-2.3529074352907435,0.0
2019-02-28,1.0,-0.0,-0.8770003588087549,-0.0,-2.9360602798708286,-2.3630426982418373,0.0
2019-03-01,1.0,-0.0,-0.8732879168160632,-0.0,-2.937540337038365,-2.3602724991036212,0.0
2019-03-04,1.0,-0.0,-0.8566282420749279,-0.0,-2.9397694524495677,-2.40821325648415,0.0
2019-03-05,1.0,-0.0,-0.8365440324449595,-0.0,-2.9880504055619928,-2.4175840092699885,0.0
2019-03-06,1.0,-0.0,-0.8325962444718336,-0.0,-3.005437540781556,-2.4120205901544263,0.0
2019-03-07,1.0,-0.0,-0.7587621446563513,-0.0,-3.0419575386829796,-2.3961137099676146,0.0
2019-03-08,1.0,-0.0,-0.7152235757531549,-0.0,-3.1558100517907945,-2.4234444525494205,0.0
2019-03-11,1.0,-0.0,-0.7216883500887048,-0.0,-3.1482111176818446,-2.5221023063276164,0.0
2019-03-12,1.0,-0.0,-0.6374445029723831,-0.0,-3.216795846188577,-2.670780344645948,0.0
2019-03-13,1.0,-0.0,-0.6844420845027688,-0.0,-3.23355837062884,-2.6675263597056813,0.0
2019-03-14,1.0,-0.0,-0.6889158269565876,-0.0,-3.2256231532691872,-2.66186832335783,0.0
2019-03-15,1.0,-0.0,-0.6753187266203527,-0.0,-3.2558973967478435,-2.703030765707306,0.0
2019-03-18,1.0,-0.0,-0.7389139567449822,-0.0,-3.293060525906333,-2.747782791348997,0.0
2019-03-19,1.0,-0.0,-0.7501952209901609,-0.0,-3.277448071216617,-2.7811963142277056,0.0
2019-03-20,1.0,-0.0,-0.7579816228001868,-0.0,-3.244977417847687,-2.783990032705186,0.0
2019-03-21,1.0,-0.0,-0.7598008711885501,-0.0,-3.2825140012445546,-2.7361543248288736,0.0
2019-03-22,1.0,-0.0,-0.7345098344087694,-0.0,-3.359091969214025,-2.680712120034207,0.0
2019-03-25,1.0,-0.0,-0.580368656603201,-0.0,-3.363953576575893,-2.641204581658196,0.0
2019-03-26,1.0,-0.0,-0.6151051914635992,-0.0,-3.308233691539276,-2.644392311185107,0.0
2019-03-27,1.0,-0.0,-0.5957977477137026,-0.0,-3.322802509258559,-2.639407452195601,0.0
2019-03-28,1.0,-0.0,-0.5859380970576997,-0.0,-3.3611004967520066,-2.695223538402751,0.0
