Date,IWF,IWM,MTUM,SPY,VLUE,VMD,VXX
2020-04-08,-0.7653710806215649,-0.8449250721600569,-0.3139061326163457,-0.9787276106124707,-0.0510458265786248,1.0,0.0
2020-04-09,-0.7896381253707732,-0.8009491793553489,-0.34522444136840025,-0.9890053391338738,-0.030057346252719,1.0,0.0
2020-04-13,-0.7947624126081289,-0.7838606469960895,-0.3495674842990875,-0.9892562309910337,-0.03246830193150847,1.0,0.0
2020-04-14,-0.8827318523412337,-0.7172764059790239,-0.4741101659922372,-1.0469485506647946,-0.008051862251218102,1.0,0.0
2020-04-15,-0.851470527913368,-0.7353870134131835,-0.4441527544197875,-1.045366914147422,-0.02551376184421018,1.0,0.0
2020-04-16,-0.875547908729671,-0.7066076768669862,-0.46053008889435093,-1.0538281922084305,-0.0,1.0,0.0
2020-04-17,-0.8750256011141605,-0.707369024699955,-0.46020562814893706,-1.0535780117150697,-0.0,1.0,0.0
2020-04-20,-0.8787346221441125,-0.6956717210937181,-0.46229615400335144,-1.0503944087955206,-0.0,1.0,0.0
2020-04-21,-0.8796273596469723,-0.6994361363079186,-0.4648198087766609,-1.0420854784669444,-0.0,1.0,0.0
2020-04-22,-0.8650809757681535,-0.7103543450907172,-0.44226163899825466,-1.0412793765474693,-0.0,1.0,0.0
2020-04-23,-0.8499615182079636,-0.7298578199052133,-0.4308745493579617,-1.0399805565682343,-0.0,1.0,0.0
2020-04-24,-0.8508750607681088,-0.7275563117809107,-0.432344838761951,-1.0404310484524388,-0.0,1.0,0.0
2020-04-27,-0.8498057309373482,-0.7258377853326858,-0.430791646430306,-1.040877448599644,-0.0,1.0,0.0
2020-04-28,-0.8501234467964545,-0.7260290605901162,-0.42866394139312747,-1.0426195005464038,-0.0,1.0,0.0
2020-04-29,-0.8604509692594695,-0.7129937545624138,-0.43653175440019465,-1.0455024738421608,-0.0,1.0,0.0
2020-04-30,-0.8694892527731503,-0.6487343057982203,-0.4648327983422047,-1.0801267725813661,-0.0,1.0,0.0
2020-05-01,-0.8793957605782506,-0.6324616259238204,-0.4643872330057663,-1.0844635750832454,-0.0,1.0,0.0
2020-05-04,-0.8853769374340663,-0.6009494441288646,-0.47305850848007786,-1.0980280775785118,-0.0,1.0,0.0
2020-05-05,-0.8881061932489108,-0.6050734964778697,-0.46198949468626577,-1.1166578443747708,-0.0,1.0,0.0
2020-05-06,-0.8969371877815084,-0.6035541724674475,-0.4732208664319057,-1.1209565146179674,-0.0,1.0,0.0
2020-05-07,-0.8980920406157876,-0.6028905994104159,-0.4737962659679004,-1.1195545365214543,-0.0,1.0,0.0
2020-05-08,-0.8977854189692578,-0.6023578533709935,-0.47369929182528964,-1.1196528715870482,-0.0,1.0,0.0
2020-05-11,-0.9082989079307946,-0.57278416295145,-0.48357806045237023,-1.1254857049368072,-0.0,1.0,0.0
2020-05-12,-0.9100061387354205,-0.5702475956619603,-0.4885205647636587,-1.1237159811745445,-0.0,1.0,0.0
2020-05-13,-0.9110167761949467,-0.5528388913833218,-0.48712192334380994,-1.130862484183028,-0.0,1.0,0.0
2020-05-14,-0.9143567585194847,-0.5325289417903147,-0.49417087885211153,-1.1352519158649927,-0.0,1.0,0.0
2020-05-15,-0.9136209917288025,-0.533471865705089,-0.49378641567860493,-1.1336429939290225,-0.0,1.0,0.0
2020-05-18,-0.9192189105858171,-0.5493525179856115,-0.5105858170606372,-1.1318396711202467,-0.0,1.0,0.0
2020-05-19,-0.9351091774749631,-0.47997044820226564,-0.5630027910031193,-1.1263749794779183,-0.0,1.0,0.0
2020-05-20,-0.9380026259642213,-0.47312489742327263,-0.5652798293123257,-1.126620712292795,-0.0,1.0,0.0
2020-05-21,-0.9399540003285691,-0.44977000164284536,-0.5852636766880236,-1.1321258419582718,-0.0,1.0,0.0
2020-05-22,-0.9394698993219641,-0.45794123690158206,-0.5812615574275733,-1.1306348880213684,-0.0,1.0,0.0
2020-05-26,-0.9466286328496424,-0.46206953573938564,-0.5906817148290546,-1.1347306626979206,-0.0,1.0,0.0
2020-05-27,-0.9491938817693262,-0.4558495245969409,-0.5975196362133113,-1.131376601901612,-0.0,1.0,0.0
2020-05-28,-0.9809349373517046,-0.41780793406318945,-0.6239020938267494,-1.1400324688839862,-0.0,1.0,0.0
2020-05-29,-0.9822253673562836,-0.41472755276193646,-0.6241934812471381,-1.1415310327602712,-0.0,1.0,0.0
2020-06-01,-0.984449910368116,-0.4096802434652103,-0.6324675866094135,-1.142368783090841,-0.0,1.0,0.0
2020-06-02,-0.9877121123464014,-0.41385939981609965,-0.6352085597258212,-1.1427317562484327,-0.0,1.0,0.0
2020-06-03,-0.990817610062893,-0.4116561844863732,-0.649769392033543,-1.14062893081761,-0.0,1.0,0.0
2020-06-04,-0.9916065133456438,-0.4158552962900789,-0.6447876447876448,-1.1444938727547425,-0.0,1.0,0.0
2020-06-05,-0.9914386436125567,-0.4161490683229814,-0.6450394493872755,-1.1441161658552963,-0.0,1.0,0.0
2020-06-08,-0.9918252703949023,-0.39041670160140857,-0.67263352058355,-1.137251613985076,-0.0,1.0,0.0
2020-06-09,-0.9912181184083364,-0.39619311735787216,-0.6734736753645111,-1.1409723097609143,-0.0,1.0,0.0
2020-06-10,-1.0050155947062294,-0.3800893534519093,-0.6902975638539999,-1.1393829554075698,-0.0,1.0,0.0
2020-06-11,-1.003666708812745,-0.38331858220592574,-0.6879082901336031,-1.139756395667383,-0.0,1.0,0.0
2020-06-12,-0.9820222857379561,-0.34952984549107324,-0.7075100451514021,-1.1032682987448739,-0.0,1.0,0.0
2020-06-15,-0.9838160843223505,-0.354842725537389,-0.7040003319777575,-1.1070213295709188,-0.0,1.0,0.0
2020-06-16,-0.984653670676068,-0.35213604313562835,-0.7022397345499792,-1.1086271256739944,-0.0,1.0,0.0
2020-06-17,-0.9912894890389264,-0.3552554805368009,-0.7065099608235392,-1.114695340501792,-0.0,1.0,0.0
2020-06-18,-0.9919563224139368,-0.3535883970992748,-0.7075518879719931,-1.114611986329916,-0.0,1.0,0.0
2020-06-19,-1.0017185731651088,-0.3531877436391835,-0.7135431948694303,-1.1232342708638974,-0.0,1.0,0.0
2020-06-22,-1.0008803185914903,-0.35275623559002306,-0.7171242926011318,-1.1212324460280862,-0.0,1.0,0.0
2020-06-23,-1.0016772191706151,-0.3528449830181559,-0.7173466392720869,-1.121137154597677,-0.0,1.0,0.0
2020-06-24,-1.0040179326679073,-0.3534934867196752,-0.7380307900524445,-1.133902892911521,-0.0,1.0,0.0
2020-06-25,-1.0001265182186234,-0.3414726720647773,-0.7449392712550607,-1.1307776653171389,-0.0,1.0,0.0
2020-06-26,-1.000758757324116,-0.33870083884837504,-0.7438350967415589,-1.1320237743961556,-0.0,1.0,0.0
2020-06-29,-0.9975189234650967,-0.3345668629100084,-0.7427670311185871,-1.1303616484440706,-0.0,1.0,0.0
2020-06-30,-1.0061416792865556,-0.3157496214033317,-0.7523557126030626,-1.1323826350328117,-0.0,1.0,0.0
2020-07-01,-1.0104598966714662,-0.31731176420767343,-0.7448123994240705,-1.1621919200474295,-0.0,1.0,0.0
2020-07-02,-0.9974445248945867,-0.3508241407214958,-0.7403637292900039,-1.1704927807828271,-0.0,1.0,0.0
2020-07-06,-0.9982071202936907,-0.3503372321352344,-0.7458806454366943,-1.1743362076325452,-0.0,1.0,0.0
2020-07-07,-0.9946699641821592,-0.35323213371993856,-0.7433054750127921,-1.172778441071124,-0.0,1.0,0.0
2020-07-08,-0.999743534943364,-0.3426373156657405,-0.7570421030134644,-1.1749519128018808,-0.0,1.0,0.0
2020-07-09,-0.9976928006836145,-0.3431745353556932,-0.7562486648152104,-1.1754325998718222,-0.0,1.0,0.0
2020-07-10,-1.003035355478603,-0.3359411739557949,-0.7621734855286221,-1.173998546449489,-0.0,1.0,0.0
2020-07-13,-1.012576464045857,-0.32972579886212944,-0.7639132480643367,-1.1714933481627239,-0.0,1.0,0.0
2020-07-14,-1.024122242252554,-0.3251352047386042,-0.7707957764614988,-1.1721607004893124,-0.0,1.0,0.0
2020-07-15,-1.0248172043010753,-0.32623655913978494,-0.7737204301075268,-1.176258064516129,-0.0,1.0,0.0
2020-07-16,-1.02546127048299,-0.3246311986581223,-0.7742892778805213,-1.1764655283643715,-0.0,1.0,0.0
2020-07-17,-1.0272817246869486,-0.325057016222729,-0.7749042557769267,-1.1758681526743835,-0.0,1.0,0.0
2020-07-20,-1.0271956624639613,-0.32522914066870345,-0.7750333491114074,-1.1756529971169154,-0.0,1.0,0.0
2020-07-21,-1.0144790547798066,-0.3348657357679914,-0.76687432867884,-1.180236305048335,-0.0,1.0,0.0
2020-07-22,-1.0181825997248968,-0.3314133425034388,-0.7698590096286108,-1.1790319807427785,-0.0,1.0,0.0
2020-07-23,-1.0173696203620104,-0.33372028032159595,-0.7708413947289222,-1.1774796852831162,-0.0,1.0,0.0
2020-07-24,-0.9975529128922853,-0.35169364186665525,-0.7628901386682694,-1.1809985832653587,-0.0,1.0,0.0
2020-07-27,-0.9991410410582375,-0.35178663459886617,-0.7628414361793506,-1.1810685449235527,-0.0,1.0,0.0
2020-07-28,-1.004002065582236,-0.3516653756777692,-0.7671056028918152,-1.1805232808331183,-0.0,1.0,0.0
2020-07-29,-1.0094661767884159,-0.3543116490166415,-0.7712556732223903,-1.1874216555003243,-0.0,1.0,0.0
2020-07-30,-1.0058169596690796,-0.344105480868666,-0.7715442950706652,-1.187435367114788,-0.0,1.0,0.0
