Date,ILMN,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.5897133337960713,-0.7297494273616992,-0.2769140001388214,-0.5281460401193865,-0.3460123551051572,0.0
2018-09-25,1.0,-0.5904517382554993,-0.7287488723891472,-0.2783290541947124,-0.5272708347789883,-0.34473665949621823,0.0
2018-09-26,1.0,-0.5904170425369509,-0.7287488723891472,-0.2781902713205191,-0.5273402262160849,-0.3449101380889599,0.0
2018-09-27,1.0,-0.594006867131412,-0.7204245135781917,-0.2806853258419173,-0.5279714216349323,-0.34519474213574725,0.0
2018-09-28,1.0,-0.5963067097087715,-0.7194626679162761,-0.28053733208372383,-0.528827796869034,-0.3460029851782429,0.0
2018-10-01,1.0,-0.5968688166070747,-0.7186447738396918,-0.2804873815392092,-0.5292463637310376,-0.34609643489429653,0.0
2018-10-02,1.0,-0.5967646752525428,-0.7177422154337487,-0.28100808831186863,-0.5293157913007256,-0.3465130003124241,0.0
2018-10-03,1.0,-0.5969231837755243,-0.7197874704820114,-0.28142797610779274,-0.5288581747464927,-0.34570773718572023,0.0
2018-10-04,1.0,-0.6021890201528839,-0.712404447533009,-0.2820708825573315,-0.5364141765114663,-0.34155663655316193,0.0
2018-10-05,1.0,-0.6114485165794067,-0.7230017452006982,-0.28321116928446777,-0.5361954624781851,-0.3365445026178011,0.0
2018-10-08,1.0,-0.6181023236134129,-0.7373153273861994,-0.2869433376820281,-0.5393321815168719,-0.34427558971827515,0.0
2018-10-09,1.0,-0.6196740970654628,-0.7376551918735892,-0.28978555304740405,-0.5380220090293454,-0.3419511851015801,0.0
2018-10-10,1.0,-0.6195583151061879,-0.7384463416355042,-0.28907076836237916,-0.538100613843223,-0.34265857616594936,0.0
2018-10-11,1.0,-0.6044968028912983,-0.7367597998331943,-0.2624756741729219,-0.5303377814845704,-0.3410480956352516,0.0
2018-10-12,1.0,-0.627036167863059,-0.7368166758696852,-0.2622170071783545,-0.5109055770292655,-0.31415654334621756,0.0
2018-10-15,1.0,-0.6386944771672095,-0.7265955235257433,-0.27222645693299147,-0.5140669392280508,-0.31314531217517844,0.0
2018-10-16,1.0,-0.6433534848168994,-0.7165242165242165,-0.28177333055381837,-0.5165033701619066,-0.3162045723021332,0.0
2018-10-17,1.0,-0.6356661161574456,-0.695981282686485,-0.274635287641068,-0.5144852738783374,-0.3199490778970548,0.0
2018-10-18,1.0,-0.6342831578222865,-0.6937848441048936,-0.27589648289627644,-0.517069309656549,-0.3203248675063666,0.0
2018-10-19,1.0,-0.6310257463708573,-0.6874144070117776,-0.26978909887701996,-0.5186250342371953,-0.3168652423993426,0.0
2018-10-22,1.0,-0.6286646069344318,-0.6977686234122897,-0.2785787847579815,-0.5140061791967044,-0.3138688637143838,0.0
2018-10-23,1.0,-0.6316747364444902,-0.6975378592768106,-0.2849490058720511,-0.5087050582054187,-0.31108135022835753,0.0
2018-10-24,1.0,-0.6328848925801359,-0.6967876999107695,-0.28258631340517537,-0.5090260141396116,-0.310659619740545,0.0
2018-10-25,1.0,-0.630058000682361,-0.6899351757079495,-0.28133742749914703,-0.5078471511429546,-0.30259297168201976,0.0
2018-10-26,1.0,-0.6216875635377839,-0.6826838359878008,-0.2707217892239919,-0.5145713317519486,-0.2990172822771942,0.0
2018-10-29,1.0,-0.610531293275239,-0.6944641469922653,-0.25892525416286694,-0.508595940149289,-0.30509676765629745,0.0
2018-10-30,1.0,-0.6055315412670539,-0.6951911387275429,-0.25550452519248956,-0.5097933270295827,-0.3109887883290558,0.0
2018-10-31,1.0,-0.6058305496507743,-0.6933225360191652,-0.2556938961433343,-0.5092283294530485,-0.3100853662651415,0.0
2018-11-01,1.0,-0.6035413153456999,-0.6960202360876897,-0.25325463743676224,-0.5095109612141653,-0.31035413153457003,0.0
2018-11-02,1.0,-0.6138081639509491,-0.6675289769863934,-0.24559045859230638,-0.524105493028725,-0.3086175037796069,0.0
2018-11-05,1.0,-0.602948704822361,-0.7349237227398383,-0.23674959898979558,-0.5492986587488482,-0.28889798982969866,0.0
2018-11-06,1.0,-0.6130167406901263,-0.7435941236761189,-0.23132900580799454,-0.546224803553126,-0.28233686368295186,0.0
2018-11-07,1.0,-0.6093520510981317,-0.7438603682071251,-0.23735355398435634,-0.5434299962427844,-0.28162038460224753,0.0
2018-11-08,1.0,-0.6136355853850631,-0.7456425709687361,-0.2385713796527754,-0.5461767626613704,-0.2803136664041366,0.0
2018-11-09,1.0,-0.6142436283913401,-0.7459235406960811,-0.23818169361468894,-0.5461427788435187,-0.28107015620718,0.0
2018-11-12,1.0,-0.6145997397794973,-0.7450866260357462,-0.23775936451414095,-0.5464630555365336,-0.28007943573238375,0.0
2018-11-13,1.0,-0.6206281105199931,-0.750780847777587,-0.23487214690235114,-0.548652823065042,-0.27736399519478294,0.0
2018-11-14,1.0,-0.621340563544634,-0.7501458626488656,-0.23492466623193875,-0.5486494834746198,-0.27700175035178637,0.0
2018-11-15,1.0,-0.6219227868065557,-0.7506685867105535,-0.23397106219570735,-0.5498868545566756,-0.272166220942193,0.0
2018-11-16,1.0,-0.6223740216943566,-0.7528834271591377,-0.2348276809007277,-0.550597281340107,-0.27196896883152544,0.0
2018-11-19,1.0,-0.6223572213069741,-0.7522652388797364,-0.2362369577155409,-0.5497322899505767,-0.27162273476112025,0.0
2018-11-20,1.0,-0.6281835366901529,-0.7557999656298334,-0.23736037119780032,-0.549750816291459,-0.265956349888297,0.0
2018-11-21,1.0,-0.6363046669625482,-0.7508449694445393,-0.2453313304427981,-0.5474719197022976,-0.2340650711822744,0.0
2018-11-23,1.0,-0.6368548855980026,-0.7588836827524882,-0.24258695577824144,-0.5466671226786143,-0.23513116043640347,0.0
2018-11-26,1.0,-0.6367118041307619,-0.763301873888661,-0.24134865271508688,-0.5449664888524143,-0.23314184106141433,0.0
2018-11-27,1.0,-0.6351954736016906,-0.7673063158253519,-0.232659599850029,-0.543508640376291,-0.2297965165820239,0.0
2018-11-28,1.0,-0.6369374594834352,-0.7560817496332184,-0.23511549353440922,-0.5497287522603979,-0.234091917158552,0.0
2018-11-29,1.0,-0.6235597126203063,-0.7503388911481632,-0.22302426460620844,-0.5515792327504405,-0.24040938050698116,0.0
2018-11-30,1.0,-0.6255255662552557,-0.7521700800217007,-0.22063610470636105,-0.5549979655499796,-0.23742031737420316,0.0
2018-12-03,1.0,-0.6255469253468101,-0.7553844588406878,-0.21337720042058134,-0.5581182376284639,-0.2393582742597429,0.0
2018-12-04,1.0,-0.6285238774539772,-0.7562325928945044,-0.21105903131580733,-0.5607295700020378,-0.23996331770939475,0.0
2018-12-06,1.0,-0.6201907048076282,-0.7148096285923852,-0.2385143695405748,-0.551110222044409,-0.20937520837500834,0.0
