Date,IWF,IWM,MTUM,PAR,SPY,VLUE,VXX
2018-09-24,-2.4748921749845962,-4.519254467036352,-0.6959334565619223,1.0,-3.521719038817005,-3.19177449168207,0.0
2018-09-25,-2.5041091642115054,-4.542719801519615,-0.7176306404093657,1.0,-3.540083733912234,-3.201581640564428,0.0
2018-09-26,-2.513681592039801,-4.559235074626866,-0.7252798507462686,1.0,-3.548507462686567,-3.2004042288557213,0.0
2018-09-27,-2.510397268777157,-4.5471756672874,-0.7256362507759156,1.0,-3.5414338919925514,-3.1938237119801367,0.0
2018-09-28,-2.505197827773468,-4.549728471683476,-0.7280062063615207,1.0,-3.5397982932505823,-3.193173002327386,0.0
2018-10-01,-2.5050411043896386,-4.546765937645416,-0.728866139289592,1.0,-3.5385450597176984,-3.1918721886148593,0.0
2018-10-02,-2.5215698489331877,-4.517364896433577,-0.7497274567824327,1.0,-3.5657997196698332,-3.219436224887089,0.0
2018-10-03,-2.5350767303476354,-4.5040714062010645,-0.7474162229877858,1.0,-3.6047604134043216,-3.2680864390854993,0.0
2018-10-04,-2.600382104760388,-4.54927559305843,-0.762617417608661,1.0,-3.6979780289762774,-3.3107785384492914,0.0
2018-10-05,-2.5229271356783918,-4.479585427135679,-0.6915829145728644,1.0,-3.6942525125628136,-3.3150125628140703,0.0
2018-10-08,-2.5,-4.440149625935163,-0.6708229426433916,1.0,-3.6836034912718207,-3.2914588528678306,0.0
2018-10-09,-2.515341264871634,-4.46102066374452,-0.6815904821540388,1.0,-3.696618659987476,-3.299780839073262,0.0
2018-10-10,-2.517047231779794,-4.453862996559274,-0.6847044103847357,1.0,-3.6958085705348767,-3.2883953706599938,0.0
2018-10-11,-2.1527163838585484,-4.193212605161842,-0.33181234849565094,1.0,-3.427776985598175,-3.15385712248681,0.0
2018-10-12,-2.3310068310068313,-4.424413424413425,-0.3062073062073062,1.0,-3.5487080487080487,-3.23982773982774,0.0
2018-10-15,-2.2663787969029188,-4.580553901131626,-0.18805836807623588,1.0,-3.5728111971411556,-3.2820131030375226,0.0
2018-10-16,-2.273764829553987,-4.667517645292086,-0.15347649797266857,1.0,-3.6077489112479353,-3.314761976272714,0.0
2018-10-17,-2.1224344355758267,-4.34806157354618,-0.0652793614595211,1.0,-3.476624857468643,-3.240592930444698,0.0
2018-10-18,-2.12751677852349,-4.359560188490647,-0.06268741967728117,1.0,-3.4823647008424965,-3.247608167928031,0.0
2018-10-19,-2.0758953951108583,-4.335275724843661,-0.0,1.0,-3.5265776009096075,-3.2748720864127345,0.0
2018-10-22,-2.0771416394374205,-4.331154993607046,-0.0,1.0,-3.5246483875550507,-3.273476346071886,0.0
2018-10-23,-2.0798921526890877,-4.326521924223074,-0.0,1.0,-3.5168156662409533,-3.2672059032212286,0.0
2018-10-24,-2.0642473877435754,-4.301186105619881,-0.0,1.0,-3.501412030499859,-3.2534594747246546,0.0
2018-10-25,-1.7836661546338966,-3.840885816692268,-0.0,1.0,-3.2839221710189452,-2.892345110087046,0.0
2018-10-26,-1.672062276041023,-3.696157172865439,-0.0,1.0,-3.211293710614111,-2.7769677499073273,0.0
2018-10-29,-1.5835456862031307,-3.673461958500182,-0.0,1.0,-3.1340856692149015,-2.743477733284796,0.0
2018-10-30,-1.6102833414753297,-3.6966292134831464,-0.0,1.0,-3.1554714215925745,-2.7506106497313145,0.0
2018-10-31,-1.6316557257476296,-3.6198638463408703,-0.0,1.0,-3.1628981278871873,-2.7421590080233407,0.0
2018-11-01,-1.5699381293218488,-3.6649278175421567,-0.0,1.0,-3.156011160985078,-2.740628411985927,0.0
2018-11-02,-1.5900277008310248,-3.543899795254727,-0.0,1.0,-3.189449596531374,-2.72046248343972,0.0
2018-11-05,-1.592901878914405,-3.6880756477956522,-0.0,1.0,-3.2650128945106225,-2.7343730811740143,0.0
2018-11-06,-1.640747663551402,-3.76785046728972,-0.0,1.0,-3.299688473520249,-2.752772585669782,0.0
2018-11-07,-1.6338797814207653,-3.757575757575758,-0.0,1.0,-3.285891703924491,-2.7419274714356683,0.0
2018-11-08,-1.5052479189287007,-3.6882615514537336,-0.0,1.0,-3.18035951260707,-2.690312462299433,0.0
2018-11-09,-1.5047021943573666,-3.6854352544007716,-0.0,1.0,-3.1785628164938506,-2.688208343380757,0.0
2018-11-12,-1.4922563736001908,-3.6273528710984033,-0.0,1.0,-3.1441505837502977,-2.6495115558732425,0.0
2018-11-13,-1.3838796220692873,-3.5754111746179866,-0.0,1.0,-3.1106963723317387,-2.5944243555348185,0.0
2018-11-14,-1.3864909006066262,-3.5739617358842746,-0.0,1.0,-3.1115258982734484,-2.5937937470835277,0.0
2018-11-15,-1.3774504117851758,-3.5600278389977964,-0.0,1.0,-3.100452383714187,-2.561651780535901,0.0
2018-11-16,-1.3592759137553325,-3.5157384987893465,-0.0,1.0,-3.085552865213882,-2.5694684653522426,0.0
2018-11-19,-1.363500115287065,-3.5140650219045426,-0.0,1.0,-3.0828913995849665,-2.5682499423564678,0.0
2018-11-20,-1.2081432481751826,-3.4745666058394162,-0.0,1.0,-3.089416058394161,-2.632983576642336,0.0
2018-11-21,-1.2347193819586457,-3.4760281754146787,-0.0,1.0,-3.1055441945012494,-2.544876164508066,0.0
2018-11-23,-1.2337706401266684,-3.4353087536756393,-0.0,1.0,-3.1040488577244965,-2.536530196788057,0.0
2018-11-26,-1.235207100591716,-3.4802002730996815,-0.0,1.0,-3.1173190714610834,-2.54642694583523,0.0
2018-11-27,-1.1948903459190596,-3.491069409902781,-0.0,1.0,-3.0958625367397694,-2.5227221342979878,0.0
2018-11-28,-1.204674381665532,-3.480712502836397,-0.0,1.0,-3.1192421148173364,-2.54095756750624,0.0
2018-11-29,-1.0841459406157554,-3.3612358935027937,-0.0,1.0,-3.0273912567108576,-2.4837295935137504,0.0
2018-11-30,-1.0835614938122877,-3.3612966816339944,-0.0,1.0,-3.028583944803417,-2.4782608695652173,0.0
2018-12-03,-1.0761071623838163,-3.3599781301257514,-0.0,1.0,-3.024822307271733,-2.474029524330235,0.0
2018-12-04,-1.0442381212452212,-3.3844893500819224,-0.0,1.0,-3.019661387220098,-2.474604041507373,0.0
2018-12-06,-0.9818780889621087,-3.0860790774299836,-0.0,1.0,-2.9348228995057664,-2.2937602965403623,0.0
2018-12-07,-0.9933993399339934,-3.0903465346534653,-0.0,1.0,-2.9406971947194718,-2.289088283828383,0.0
2018-12-10,-0.8931459765467045,-3.085119288313789,-0.0,1.0,-2.918520016174687,-2.212393853619086,0.0
2018-12-11,-0.9015365952284674,-3.0818843509907,-0.0,1.0,-2.9198342094621914,-2.2059239789729075,0.0
2018-12-12,-0.9020420541852002,-3.08158107561666,-0.0,1.0,-2.919328750505459,-2.206227254346947,0.0
2018-12-13,-0.8998185849627091,-3.06369683531546,-0.0,1.0,-2.9201773835920175,-2.195021165087684,0.0
2018-12-14,-0.9127543824299819,-3.0288132178118077,-0.0,1.0,-2.9375377795688093,-2.195547048156357,0.0
2018-12-17,-0.8618938564174051,-3.0058747386239166,-0.0,1.0,-2.882704371203823,-2.2067111420890173,0.0
2018-12-18,-0.8256210423770093,-2.935703848027277,-0.0,1.0,-2.8211397954213346,-2.1592791037506087,0.0
2018-12-19,-0.8396991306046693,-2.939923805802481,-0.0,1.0,-2.8244602911009085,-2.164403633877112,0.0
2018-12-20,-0.8295773285617565,-2.8839346165006288,-0.0,1.0,-2.8230970113163747,-2.1354096140826,0.0
2018-12-21,-0.8100430416068867,-2.8717360114777617,-0.0,1.0,-2.813199426111908,-2.069823051171688,0.0
2018-12-24,-0.7491305573832127,-2.7898298712284992,-0.0,1.0,-2.772816994078391,-2.087602218253595,0.0
2018-12-26,-0.7542170971123606,-2.90660440293529,-0.0,1.0,-2.7665110073382255,-2.1029257600304967,0.0
2018-12-27,-0.5840925017519272,-2.6941135248773653,-0.0,1.0,-2.4647862648913805,-2.0165557112824106,0.0
2018-12-28,-0.5790209790209789,-2.694230769230769,-0.0,1.0,-2.4590034965034966,-2.0090034965034964,0.0
2018-12-31,-0.5679155861575605,-2.780917464007869,-0.0,1.0,-2.524725029061969,-2.068496825538764,0.0
2019-01-02,-0.5555655215714413,-2.7924477531617184,-0.0,1.0,-2.5329625975423804,-2.0885281191138216,0.0
2019-01-03,-0.5648786603384973,-2.78499149279126,-0.0,1.0,-2.534521357571416,-2.07056505775947,0.0
2019-01-04,-0.524940407874989,-2.7671051469939085,-0.0,1.0,-2.4891851328683674,-2.0472322768605986,0.0
2019-01-07,-0.45501197399931576,-2.664471433458775,-0.0,1.0,-2.4610845022237426,-1.9722887444406432,0.0
2019-01-08,-0.46466717935572077,-2.620610099974366,-0.0,1.0,-2.491497906519696,-1.968042382295138,0.0
2019-01-09,-0.45954224453331066,-2.59661363056241,-0.0,1.0,-2.483280864460138,-1.969029184038118,0.0
2019-01-10,-0.46410912190963344,-2.591389599317988,-0.0,1.0,-2.49846547314578,-1.9710997442455243,0.0
2019-01-11,-0.46787578064847296,-2.565831123278296,-0.0,1.0,-2.5158696210112073,-2.005304132089999,0.0
2019-01-14,-0.48001369511255665,-2.5611572370110416,-0.0,1.0,-2.5127963707951726,-2.0054780450226826,0.0
2019-01-15,-0.47475094469254553,-2.5539333562349706,-0.0,1.0,-2.520439711439368,-2.0389041566472,0.0
2019-01-16,-0.4410247592847317,-2.5640474552957357,-0.0,1.0,-2.512293672627235,-2.079607977991747,0.0
2019-01-17,-0.4376771755003866,-2.565844858689116,-0.0,1.0,-2.5106949574778796,-2.0761102998024223,0.0
2019-01-18,-0.42564618999664317,-2.4586270560590804,-0.0,1.0,-2.4245552198724405,-2.083249412554548,0.0
