Date,CAG,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.2790794283815221,-0.589038440234851,-0.0,-0.45388833499501496,-0.4474354713636867,0.0
2018-09-25,1.0,-0.2764478549781745,-0.5938499179803709,-0.0,-0.4575861206105597,-0.4524703200155698,0.0
2018-09-26,1.0,-0.2746673361787597,-0.594415153290373,-0.0,-0.46026166764303844,-0.46026166764303844,0.0
2018-09-27,1.0,-0.2761331326308747,-0.5909572392261805,-0.0,-0.46030551374254336,-0.46013826169370575,0.0
2018-09-28,1.0,-0.30009599603629267,-0.7175858545195553,-0.0,-0.5435543306598953,-0.5354411172699967,0.0
2018-10-01,1.0,-0.3023758776328987,-0.7354250250752257,-0.0,-0.5514669007021064,-0.545135406218656,0.0
2018-10-02,1.0,-0.3013569543912552,-0.7472986556100013,-0.0,-0.5495037064957911,-0.5429388114084684,0.0
2018-10-03,1.0,-0.30069381219979285,-0.7406837660502936,-0.0,-0.5514080306407559,-0.5466047154114212,0.0
2018-10-04,1.0,-0.3031282357001663,-0.7363433842678297,-0.0,-0.5542028803614572,-0.5439741457751561,0.0
2018-10-05,1.0,-0.2841594996090696,-0.7275371383893667,-0.0,-0.5614386239249415,-0.5542767787333855,0.0
2018-10-08,1.0,-0.280860631421166,-0.7238547294132343,-0.0,-0.5646254254754395,-0.5533835056053461,0.0
2018-10-09,1.0,-0.2715787473877525,-0.736178836045849,-0.0,-0.5825786840605408,-0.576024317649294,0.0
2018-10-10,1.0,-0.28421490512303604,-0.7437521999296022,-0.0,-0.5967489040350709,-0.5751495952129532,0.0
2018-10-11,1.0,-0.21307047500776155,-0.7328779882024216,-0.0,-0.5737038186898479,-0.5849425644209872,0.0
2018-10-12,1.0,-0.21598946691570473,-0.7250375088030865,-0.0,-0.5558651520254754,-0.5650509813527665,0.0
2018-10-15,1.0,-0.20839319008466548,-0.7297429470917259,-0.0,-0.5539627716477672,-0.5643854876669622,0.0
2018-10-16,1.0,-0.19915775236690028,-0.7538423705889586,-0.0,-0.5554223533751383,-0.5654739948358539,0.0
2018-10-17,1.0,-0.17579617834394903,-0.7153472854109797,-0.0,-0.5577191386108583,-0.5841674249317561,0.0
2018-10-18,1.0,-0.17642594784931548,-0.7174513553713991,-0.0,-0.5570227362413867,-0.5846158516224995,0.0
2018-10-19,1.0,-0.1578963239950544,-0.7063719429450258,-0.0,-0.5632218570006935,-0.5881306353849401,0.0
2018-10-22,1.0,-0.15811578438481994,-0.6952803964225285,-0.0,-0.572002658931593,-0.5961143340584966,0.0
2018-10-23,1.0,-0.1649515738498789,-0.6975786924939467,-0.0,-0.5689164648910411,-0.5952179176755448,0.0
2018-10-24,1.0,-0.16299612778315584,-0.6930965634075508,-0.0,-0.5704561955469506,-0.598590271055179,0.0
2018-10-25,1.0,-0.1223439081007083,-0.6587405511576692,-0.0,-0.6127611451699304,-0.5821677281114219,0.0
2018-10-26,1.0,-0.09726398523326088,-0.6564053708059185,-0.0,-0.640388222334693,-0.5830777933251957,0.0
2018-10-29,1.0,-0.09239324372546687,-0.6572201736648031,-0.0,-0.640775544189366,-0.5833531580825503,0.0
2018-10-30,1.0,-0.07269202087994034,-0.6614466815809098,-0.0,-0.6453392990305742,-0.603400447427293,0.0
2018-10-31,1.0,-0.07578492587222206,-0.6440387062409375,-0.0,-0.6415825762731927,-0.5977569319089753,0.0
2018-11-01,1.0,-0.04479699964281462,-0.6777890225026789,-0.0,-0.6484402905107751,-0.6055482795570902,0.0
2018-11-02,1.0,-0.051026445009761584,-0.6484056084718689,-0.0,-0.6578713837780275,-0.600780926462758,0.0
2018-11-05,1.0,-0.05392345774167729,-0.6434648563720985,-0.0,-0.6591468295141256,-0.6079210268876174,0.0
2018-11-06,1.0,-0.057258016715073204,-0.6457234307391382,-0.0,-0.6565111730187896,-0.6041728409697114,0.0
2018-11-07,1.0,-0.05664623493529952,-0.6456427112019189,-0.0,-0.6551775191732552,-0.6036540226821829,0.0
