Date,DBD,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-2.021121351766513,-3.135560675883257,-1.1342805939580134,-2.777009728622632,-2.732846902201741,0.0
2018-09-25,1.0,-2.0215274218349566,-3.1422347514095335,-1.1300615069195286,-2.7821629933367507,-2.7380830343413636,0.0
2018-09-26,1.0,-2.022319138019497,-3.1461005643919955,-1.1268599281682914,-2.7866854797331966,-2.7451257054899947,0.0
2018-09-27,1.0,-2.0258874791746764,-3.1311034217608613,-1.1299500192233756,-2.7854671280276815,-2.743047545815712,0.0
2018-09-28,1.0,-2.0302797023351298,-3.133307672568643,-1.1313831152168334,-2.7890685142417246,-2.746215037208109,0.0
2018-10-01,1.0,-2.039773458617583,-3.142360664178144,-1.1321920453082766,-2.801261423606642,-2.755953147123182,0.0
2018-10-02,1.0,-2.040277956504954,-3.13460301119547,-1.135117745463904,-2.801698623085832,-2.756659374597864,0.0
2018-10-03,1.0,-2.0383279742765277,-3.132218649517685,-1.1310610932475884,-2.802443729903537,-2.7578135048231514,0.0
2018-10-04,1.0,-2.0389210019267825,-3.1217726396917147,-1.1311496467565831,-2.8024405908798973,-2.7508028259473347,0.0
2018-10-05,1.0,-2.001659433239724,-3.096247127904008,-1.0910135307633393,-2.810696961960684,-2.765254020934388,0.0
2018-10-08,1.0,-2.004221568376615,-3.0992708200076757,-1.0832800307023154,-2.8308814123065114,-2.7751055392094153,0.0
2018-10-09,1.0,-2.0117252931323284,-3.1266589357041616,-1.070609457544131,-2.8634196624146373,-2.8125241592578276,0.0
2018-10-10,1.0,-2.0112127851527255,-3.1297847660781026,-1.0667611805645056,-2.8658332259311763,-2.8146668385101172,0.0
2018-10-11,1.0,-1.8748730964467009,-3.1815989847715738,-0.8379441624365483,-2.879314720812183,-2.916624365482234,0.0
2018-10-12,1.0,-1.8312762280918293,-3.1103431251542832,-0.7788200444334733,-2.795482596889657,-2.8265860281412,0.0
2018-10-15,1.0,-1.7919821273426835,-3.2302345786272806,-0.7021223780563485,-2.819784038724091,-2.867444458235075,0.0
2018-10-16,1.0,-1.789035305818001,-3.2593237195425164,-0.686723023371457,-2.8244654400795626,-2.8720785678766787,0.0
2018-10-17,1.0,-1.7023093577098867,-3.1116189559778684,-0.6095742121722396,-2.764974741400048,-2.8394274717344237,0.0
2018-10-18,1.0,-1.706748762525655,-3.1174695158758903,-0.6163225884341422,-2.7813594108414827,-2.851020161777134,0.0
2018-10-19,1.0,-1.6669457067687155,-3.083831619229849,-0.5712748146376465,-2.7858167902415687,-2.85099258550586,0.0
2018-10-22,1.0,-1.6877332370290115,-3.0833032382328156,-0.5503791982665222,-2.826652221018418,-2.889851932105453,0.0
2018-10-23,1.0,-1.6879295791631495,-3.091884722054745,-0.543108645845894,-2.8366091884722056,-2.8988303388399856,0.0
2018-10-24,1.0,-1.6840332090001202,-3.0835037901576223,-0.5264107808927926,-2.8370833834676934,-2.9010949344242567,0.0
2018-10-25,1.0,-1.5548008289201012,-2.917798756619848,-0.44692608795763294,-2.8083122265714944,-2.7849412848261568,0.0
2018-10-26,1.0,-1.50344671714318,-2.864052435303424,-0.38930952650016953,-2.7989603345010736,-2.74482992428523,0.0
2018-10-29,1.0,-1.4641407307171856,-2.9039242219215162,-0.34393324312133516,-2.7911592241768157,-2.7732295895354087,0.0
2018-10-30,1.0,-1.4625535754568013,-2.9073990525603426,-0.33803293480712837,-2.794721407624633,-2.7763365666591473,0.0
2018-10-31,1.0,-1.455254652847431,-2.8408559010364427,-0.33054719714699654,-2.7716482781678367,-2.7462387161484454,0.0
2018-11-01,1.0,-1.452630405706643,-2.8451850200624165,-0.32189032545697727,-2.7761925991975036,-2.7498885421310746,0.0
2018-11-02,1.0,-1.440105890138981,-2.7986984337083607,-0.30344142951687625,-2.762188396205603,-2.725788660930951,0.0
2018-11-05,1.0,-1.4328226606414636,-2.815827179543701,-0.30188471288438223,-2.760718615672875,-2.7105698225504242,0.0
2018-11-06,1.0,-1.43260917756595,-2.826756816670361,-0.30525382398581247,-2.7835291509643096,-2.7358678785191755,0.0
2018-11-07,1.0,-1.428919397697077,-2.8246235606731624,-0.304140832595217,-2.7806687333923827,-2.733392382639504,0.0
2018-11-08,1.0,-1.367449481157837,-2.8218459858001093,-0.23670125614418347,-2.7563080283997814,-2.7405789186237026,0.0
2018-11-09,1.0,-1.3663463638348985,-2.821030792749509,-0.23651452282157676,-2.7558418868748635,-2.7396811530901948,0.0
2018-11-12,1.0,-1.3520242476726563,-2.779714223857978,-0.2223424983762719,-2.7495128815760985,-2.7212600129898243,0.0
2018-11-13,1.0,-1.2997977217076546,-2.752688172043011,-0.1586287661024167,-2.7351218992867032,-2.6999893537740873,0.0
2018-11-14,1.0,-1.299552906110283,-2.752608047690015,-0.15754737066212476,-2.73536299765808,-2.7000212901852243,0.0
2018-11-15,1.0,-1.2933305012744265,-2.7513806287170777,-0.14581563296516567,-2.736512319456245,-2.6930756159728126,0.0
2018-11-16,1.0,-1.2822895765128315,-2.7254197908966105,-0.1369732812334988,-2.72489175203295,-2.6912028725314183,0.0
2018-11-19,1.0,-1.2820485744456176,-2.725026399155227,-0.13727560718057022,-2.7244984160506864,-2.6909186906019005,0.0
2018-11-20,1.0,-1.212351945854484,-2.7440778341793566,-0.03754230118443316,-2.7853214890016917,-2.796002538071066,0.0
2018-11-21,1.0,-1.1891132389675272,-2.7073272273105746,-0.016132389675270607,-2.7564529558701083,-2.739071606994172,0.0
2018-11-23,1.0,-1.1858967701734344,-2.6907259320801744,-0.017862706407726657,-2.755426316336068,-2.73527884515526,0.0
2018-11-26,1.0,-1.1925245353936103,-2.725725621215285,-0.012633117561077468,-2.765817498433911,-2.7437878471497177,0.0
2018-11-27,1.0,-1.1680515164104694,-2.733174075612796,-0.0,-2.7538429580390527,-2.731304528458662,0.0
2018-11-28,1.0,-1.1707496582904007,-2.8067500788560618,-0.0,-2.7782567553359265,-2.7583850278624755,0.0
2018-11-29,1.0,-1.08327328872877,-2.744107050952136,-0.0,-2.7338136901698404,-2.732166752444673,0.0
2018-11-30,1.0,-1.08221856349043,-2.743980242848323,-0.0,-2.734307470672978,-2.7296768882486107,0.0
2018-12-03,1.0,-1.0787816210635002,-2.7593185338151778,-0.0,-2.746721734641197,-2.7404233350542073,0.0
2018-12-04,1.0,-1.0580998656052931,-2.783624521864985,-0.0,-2.748681898066784,-2.747544712085186,0.0
2018-12-06,1.0,-1.0018032458425166,-2.6103987176918455,-0.0,-2.734622320176317,-2.671208174714486,0.0
2018-12-07,1.0,-0.9909493161705552,-2.6244971842316973,-0.0,-2.7498994368463396,-2.6910699919549477,0.0
2018-12-10,1.0,-0.948874831483978,-2.77216633827647,-0.0,-2.886031318054547,-2.763144249714819,0.0
2018-12-11,1.0,-0.9434471308498495,-2.7763826917090384,-0.0,-2.8864791947701565,-2.7703642212306736,0.0
2018-12-12,1.0,-0.9398268849723642,-2.794347690061529,-0.0,-2.90280529773699,-2.791636249869642,0.0
2018-12-13,1.0,-0.936947247945063,-2.7824367911767767,-0.0,-2.901675163874727,-2.7835813130787637,0.0
2018-12-14,1.0,-0.9360440931780367,-2.7783901830282867,-0.0,-2.902350249584027,-2.7826539101497505,0.0
2018-12-17,1.0,-0.8912794927762188,-2.788379586321588,-0.0,-2.8826525309219413,-2.831618334892423,0.0
2018-12-18,1.0,-0.8438108911906472,-2.7422828427853556,-0.0,-2.853758588862681,-2.815506101938263,0.0
2018-12-19,1.0,-0.8980577427821522,-2.803674540682415,-0.0,-2.918215223097113,-2.878740157480315,0.0
2018-12-20,1.0,-0.8806233766233766,-2.7561558441558445,-0.0,-2.9045194805194803,-2.8483116883116883,0.0
2018-12-21,1.0,-0.8636833402232328,-2.755994212484498,-0.0,-2.9078131459280696,-2.807461761058289,0.0
2018-12-24,1.0,-0.8031784841075794,-2.691320293398533,-0.0,-2.8762224938875307,-2.8167277913610436,0.0
2018-12-26,1.0,-0.7986400081193544,-2.7310463818126456,-0.0,-2.829392063330965,-2.790114685882472,0.0
2018-12-27,1.0,-0.6208697303456134,-2.562286365362704,-0.0,-2.60425370300038,-2.707462969996202,0.0
2018-12-28,1.0,-0.6076239610203497,-2.598643355307156,-0.0,-2.6249164039361803,-2.722652144836152,0.0
2018-12-31,1.0,-0.6113662456946038,-2.5965365480290856,-0.0,-2.6307883658629927,-2.7288557213930345,0.0
2019-01-02,1.0,-0.6028863614642072,-2.5954315205963874,-0.0,-2.6270668068431617,-2.7320080282901653,0.0
2019-01-03,1.0,-0.590948400115307,-2.615355049485923,-0.0,-2.6373594695877776,-2.765254155856635,0.0
2019-01-04,1.0,-0.5039731929152704,-2.6527525131641934,-0.0,-2.6192436572522735,-2.797989468645285,0.0
2019-01-07,1.0,-0.43731584450147326,-2.6139150270886797,-0.0,-2.6579222507366222,-2.7956468016348257,0.0
2019-01-08,1.0,-0.43117178612059154,-2.6021046643913537,-0.0,-2.65709139173303,-2.7901023890784984,0.0
2019-01-09,1.0,-0.42344474955023204,-2.5770286904649184,-0.0,-2.660827573146482,-2.8074992898399773,0.0
2019-01-10,1.0,-0.7309236947791165,-2.8647220460790535,-0.0,-2.9043542591418308,-3.0685901500739803,0.0
2019-01-11,1.0,-0.7371265098537826,-2.844882390336936,-0.0,-2.918308963763509,-3.0951472769654584,0.0
2019-01-14,1.0,-0.7291556027615508,-2.8488582049920343,-0.0,-2.9278810408921934,-3.115454062665959,0.0
2019-01-15,1.0,-0.7219092165408738,-2.8391623259275005,-0.0,-2.9285638354416923,-3.140639948974168,0.0
2019-01-16,1.0,-0.6980591791282215,-2.8394315409905615,-0.0,-2.9147311485841554,-3.1532506098207653,0.0
2019-01-17,1.0,-0.7038881237419218,-2.8279478758343046,-0.0,-2.9116431825405233,-3.150863438923615,0.0
2019-01-18,1.0,-0.7364857603439011,-2.8419129500268676,-0.0,-2.9504567436861904,-3.218054809242343,0.0
2019-01-22,1.0,-0.44487968662562954,-3.0321208729714604,-0.0,-3.261555679910465,-3.4532736429770563,0.0
2019-01-23,1.0,-0.45108879611869573,-2.9952611982398736,-0.0,-3.3126480875550044,-3.5238632517206363,0.0
2019-01-24,1.0,-0.456364458512322,-2.994121636898033,-0.0,-3.3260230612706305,-3.5281483156228806,0.0
2019-01-25,1.0,-0.462193698949825,-2.985530921820303,-0.0,-3.518903150525088,-3.7019836639439907,0.0
2019-01-28,1.0,-0.47330960854092524,-2.8850878199977035,-0.0,-3.4883480656641024,-3.6329927677648945,0.0
2019-01-29,1.0,-0.4745723797497417,-2.8556996900470666,-0.0,-3.495006313856044,-3.6544598783147744,0.0
2019-01-30,1.0,-0.47573149741824433,-2.8523235800344233,-0.0,-3.4913367756741245,-3.655077452667814,0.0
2019-01-31,1.0,-0.4528605962933118,-2.886727293657189,-0.0,-3.478761367560723,-3.6929895245769537,0.0
2019-02-01,1.0,-0.45454545454545453,-2.8901707429626216,-0.0,-3.493308721735118,-3.698661744347024,0.0
2019-02-04,1.0,-0.4505013253428604,-2.8931658407283622,-0.0,-3.4871499366140375,-3.6937881756367412,0.0
2019-02-05,1.0,-0.4198294990073573,-2.960060726380941,-0.0,-3.5521429405582157,-3.7461170150648138,0.0
2019-02-06,1.0,-0.42327918663082864,-2.9580460441743606,-0.0,-3.5555685403763007,-3.749444898913171,0.0
2019-02-07,1.0,-0.4228297698329244,-2.952681388012618,-0.0,-3.5536861782918563,-3.75441056198154,0.0
2019-02-08,1.0,-0.42992623814541625,-2.953284158763611,-0.0,-3.5732349841938884,-3.751902587519026,0.0
2019-02-11,1.0,-0.44300670509351836,-2.9536525114692385,-0.0,-3.5889895306434534,-3.777673214915892,0.0
2019-02-12,1.0,-0.45062162796152944,-2.9446399249354913,-0.0,-3.581984517945109,-3.7515833919774804,0.0
2019-02-13,1.0,-0.42161214953271026,-2.966121495327103,-0.0,-3.5653037383177573,-3.7292056074766355,0.0
2019-02-14,1.0,-0.9690790350526456,-3.211515393842463,-0.23430627748900437,-3.8436625349860054,-4.069305611088898,0.0
2019-02-15,1.0,-0.9701951349906442,-3.25273990911521,-0.22627639668537824,-3.8454958567228013,-4.070703020582732,0.0
2019-02-19,1.0,-0.969717182497332,-3.230923159018143,-0.21624866595517608,-3.853922091782284,-4.0697705442902885,0.0
2019-02-20,1.0,-0.9640037468218922,-3.254248628395557,-0.20620901913555464,-3.867924528301886,-4.088987019938445,0.0
2019-02-21,1.0,-0.9654757125652349,-3.2554529640037466,-0.20955439582496987,-3.865917302288237,-4.085106382978723,0.0
2019-02-22,1.0,-0.9647153167602245,-3.2419139267575514,-0.2198609997326918,-3.864341085271318,-4.07457898957498,0.0
2019-02-25,1.0,-0.9587642713230355,-3.245533915379449,-0.23895231699126931,-3.890530557421088,-4.098052384150436,0.0
2019-02-26,1.0,-0.9563172043010754,-3.2479838709677424,-0.2442204301075269,-3.895161290322581,-4.097177419354839,0.0
2019-02-27,1.0,-0.9652572044169134,-3.2413143011042282,-0.2528952329652572,-3.906409911123081,-4.1004578507945055,0.0
