Date,CENTA,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.34697699304440877,-1.1254681647940075,-0.0,-0.6966674310173507,-0.6526026140793396,0.0
2018-09-25,1.0,-0.34600658549659236,-1.1281874569262575,-0.0,-0.6989432575235469,-0.6556397886515046,0.0
2018-09-26,1.0,-0.34777213324543377,-1.1389459805328268,-0.0,-0.7124907899329119,-0.6787140807383566,0.0
2018-09-27,1.0,-0.34981990007358926,-1.1330028273751889,-0.0,-0.712111235911538,-0.6781440024787947,0.0
2018-09-28,1.0,-0.3474615742897066,-1.1392252755783263,-0.0,-0.7142524452724732,-0.6804455829840087,0.0
2018-10-01,1.0,-0.3497571400816009,-1.138488439867884,-0.0,-0.7162230425490577,-0.6812900718865358,0.0
2018-10-02,1.0,-0.3523058393876996,-1.1291813978787055,-0.0,-0.7192587124596914,-0.6844477252418508,0.0
2018-10-03,1.0,-0.3514520888336698,-1.1204767821090231,-0.0,-0.7215794378009007,-0.6890821556142258,0.0
2018-10-04,1.0,-0.3585675959407442,-1.1133792138108014,-0.0,-0.7308993351218944,-0.6853299117384036,0.0
2018-10-05,1.0,-0.34013526570048314,-1.1050048309178746,-0.0,-0.731632850241546,-0.6879613526570049,0.0
2018-10-08,1.0,-0.3358016120945659,-1.1001966909637857,-0.0,-0.7344671988892745,-0.6862200624783061,0.0
2018-10-09,1.0,-0.3302805471829353,-1.1020558002936858,-0.0,-0.7389674627096375,-0.6929824561403508,0.0
2018-10-10,1.0,-0.32942542077771325,-1.1045076417101953,-0.0,-0.7396401625072547,-0.6956471271038885,0.0
2018-10-11,1.0,-0.24023031203566125,-1.0833580980683508,-0.0,-0.700074294205052,-0.6910475482912333,0.0
2018-10-12,1.0,-0.24433396695423304,-1.0755227372422866,-0.0,-0.6742213773943558,-0.6614271092264951,0.0
2018-10-15,1.0,-0.1922098331213051,-1.1721170395869192,-0.0,-0.6883933248522038,-0.6889171593205119,0.0
2018-10-16,1.0,-0.18377178126528923,-1.197696737044146,-0.0,-0.6909036167250009,-0.6911294268187121,0.0
2018-10-17,1.0,-0.15672574832683678,-1.1481209090240494,-0.0,-0.6787894388468044,-0.6936824299477826,0.0
2018-10-18,1.0,-0.15596161623589103,-1.1469539321298576,-0.0,-0.6799882348615758,-0.6937387403948674,0.0
2018-10-19,1.0,-0.13757095037112504,-1.1363702517828556,-0.0,-0.6762116140299811,-0.6883641391354971,0.0
2018-10-22,1.0,-0.1379222573724592,-1.1305407076106324,-0.0,-0.6778662594087488,-0.6898658230609797,0.0
2018-10-23,1.0,-0.13582046050714078,-1.1325415330807345,-0.0,-0.6820169046925095,-0.6929102302535703,0.0
2018-10-24,1.0,-0.1326129666011788,-1.1288292221494578,-0.0,-0.6822382303718256,-0.6945717819981081,0.0
2018-10-25,1.0,-0.08595497762863535,-1.0711339485458613,-0.0,-0.685437639821029,-0.6529991610738255,0.0
2018-10-26,1.0,-0.06712635752456474,-1.052956386829857,-0.0,-0.6871573866574728,-0.6404757800379245,0.0
2018-10-29,1.0,-0.06328677358165202,-1.056078634247284,-0.0,-0.6889463700638041,-0.640558717020176,0.0
2018-10-30,1.0,-0.03905518365648087,-1.0638895633172627,-0.0,-0.6972009295549928,-0.668343102910062,0.0
2018-10-31,1.0,-0.03999446443398837,-1.058746194298367,-0.0,-0.6949557154719069,-0.6659977857735954,0.0
2018-11-01,1.0,-0.022592234351250517,-1.0719220671548984,-0.0,-0.6938994058311454,-0.6660909216526184,0.0
2018-11-02,1.0,-0.026633303626516763,-1.0446973332419278,-0.0,-0.6974017961198328,-0.6589771714540344,0.0
2018-11-05,1.0,-0.029960487888678927,-1.039786978182443,-0.0,-0.6992269369524137,-0.6668270056691291,0.0
2018-11-06,1.0,-0.04039011613881518,-1.0509011958507082,-0.0,-0.6958334769273186,-0.6590963917703416,0.0
2018-11-07,1.0,-0.0411417526662755,-1.052082973803196,-0.0,-0.6978221102405688,-0.6604424809305215,0.0
2018-11-08,1.0,-0.006089425609797817,-1.0570627073996783,-0.0,-0.6882761451883275,-0.6695973452841161,0.0
2018-11-09,1.0,-0.006259620318111852,-1.0566786386180946,-0.0,-0.6882845903882333,-0.6693689071318625,0.0
2018-11-12,1.0,-0.004728534494489046,-1.0407538440604163,-0.0,-0.691420601442373,-0.6648863790991972,0.0
2018-11-13,1.0,-0.0,-1.0402823497471747,-0.0,-0.6929446499473989,-0.6603997692333797,0.0
2018-11-14,1.0,-0.0,-1.0408745247148288,-0.0,-0.6931694731124389,-0.6608500814774579,0.0
2018-11-15,1.0,-0.0,-1.0408454048919498,-0.0,-0.6927095701733555,-0.6589544390541778,0.0
2018-11-16,1.0,-0.0,-1.0305960309679165,-0.0,-0.688934717198012,-0.6612461543662734,0.0
2018-11-19,1.0,-0.0,-1.0304218496484587,-0.0,-0.6885816657652786,-0.6612020010816658,0.0
2018-11-20,1.0,-0.0,-1.011748909029876,-0.0,-0.6746559248069822,-0.670392749244713,0.0
2018-11-21,1.0,-0.0,-1.0049785920541672,-0.0,-0.6693882969896113,-0.6446944804009426,0.0
2018-11-23,1.0,-0.0,-0.9937694704049844,-0.0,-0.6743222642009677,-0.6460197521044607,0.0
2018-11-26,1.0,-0.0,-1.0014924878113496,-0.0,-0.6718516798779477,-0.6432954130874597,0.0
2018-11-27,1.0,-0.0,-1.0031673760269226,-0.0,-0.6617506351248803,-0.6344650103929526,0.0
2018-11-28,1.0,-0.0,-1.0100733205627848,-0.0,-0.6593566285752032,-0.6332981042340974,0.0
2018-11-29,1.0,-0.0,-1.0072566546821915,-0.0,-0.6582115644687799,-0.6330441666391794,0.0
2018-11-30,1.0,-0.0,-1.0189313281873837,-0.0,-0.6739419749800373,-0.6342161298908704,0.0
2018-12-03,1.0,-0.0,-1.0266000268348316,-0.0,-0.6843888367100496,-0.6433650878840735,0.0
2018-12-04,1.0,-0.0,-1.0260674608486147,-0.0,-0.6799625217507697,-0.6402088073885691,0.0
2018-12-06,1.0,-0.0,-0.9699552732222726,-0.0,-0.665035327672263,-0.6061126596227394,0.0
2018-12-07,1.0,-0.0,-0.9708936335907585,-0.0,-0.6650983191641249,-0.6088973976247648,0.0
2018-12-10,1.0,-0.0,-0.9750715687220561,-0.0,-0.6577567628421629,-0.5837434462350027,0.0
2018-12-11,1.0,-0.0,-0.9785954474909466,-0.0,-0.6783820486290739,-0.5763709260217279,0.0
2018-12-12,1.0,-0.0,-0.9792907067046338,-0.0,-0.680882733626715,-0.575653637069635,0.0
2018-12-13,1.0,-0.0,-0.9742428164638883,-0.0,-0.6878397618431272,-0.5737444990939684,0.0
2018-12-14,1.0,-0.0,-0.9595675115729501,-0.0,-0.7012074714318086,-0.5764138422194166,0.0
2018-12-17,1.0,-0.0,-0.9601255785351329,-0.0,-0.7007476454024663,-0.5756545942971809,0.0
2018-12-18,1.0,-0.0,-0.951978128015439,-0.0,-0.6930524284335798,-0.5714055966548729,0.0
2018-12-19,1.0,-0.0,-0.9534119466460469,-0.0,-0.6947934789612733,-0.5736194342418971,0.0
2018-12-20,1.0,-0.0,-0.9381400141688672,-0.0,-0.7106008887743931,-0.5714561731177948,0.0
2018-12-21,1.0,-0.0,-0.9370748299319729,-0.0,-0.7082210242587601,-0.5635348479014247,0.0
2018-12-24,1.0,-0.0,-0.9199388554504634,-0.0,-0.6967612496417311,-0.5678800038215344,0.0
2018-12-26,1.0,-0.0,-0.9237047775116601,-0.0,-0.6746501953863607,-0.5530694566998613,0.0
2018-12-27,1.0,-0.0,-0.8805924938660529,-0.0,-0.6060036955138884,-0.5425438463635538,0.0
2018-12-28,1.0,-0.0,-0.8807158265730868,-0.0,-0.6102755750007597,-0.5473217269771823,0.0
2018-12-31,1.0,-0.0,-0.9068978282329714,-0.0,-0.6214215202369201,-0.556607847976308,0.0
2019-01-02,1.0,-0.0,-0.9059476117103236,-0.0,-0.6193528505392911,-0.5563636363636364,0.0
2019-01-03,1.0,-0.0,-0.9062182076024293,-0.0,-0.6182754262108087,-0.5584055245552918,0.0
2019-01-04,1.0,-0.0,-0.9212855865025755,-0.0,-0.5910983621726659,-0.5720674871225441,0.0
2019-01-07,1.0,-0.0,-0.8922616890177602,-0.0,-0.5786214812129998,-0.5495348556240184,0.0
2019-01-08,1.0,-0.0,-0.9036920087442313,-0.0,-0.5774836045664319,-0.5550461501093029,0.0
2019-01-09,1.0,-0.0,-0.889576883384933,-0.0,-0.5792812481029563,-0.5664420566988406,0.0
2019-01-10,1.0,-0.0,-0.8865291262135923,-0.0,-0.5823422330097088,-0.5651092233009709,0.0
2019-01-11,1.0,-0.0,-0.8744301951011972,-0.0,-0.5867926821856196,-0.5777365829939828,0.0
2019-01-14,1.0,-0.0,-0.8714546561168595,-0.0,-0.5840535605599513,-0.5877054169202678,0.0
2019-01-15,1.0,-0.0,-0.8702891933028918,-0.0,-0.5844748858447488,-0.5893759512937595,0.0
2019-01-16,1.0,-0.0,-0.8679388848307766,-0.0,-0.5735938641344046,-0.6020513757000243,0.0
2019-01-17,1.0,-0.0,-0.8712515602642555,-0.0,-0.5725028160867051,-0.6006636831369684,0.0
2019-01-18,1.0,-0.0,-0.8677566796527502,-0.0,-0.580723335071628,-0.6190987453602871,0.0
2019-01-22,1.0,-0.0,-0.957450761798588,-0.0,-0.5514988232379537,-0.5877926421404682,0.0
2019-01-23,1.0,-0.0,-0.9314021073571006,-0.0,-0.5644173686010008,-0.6123457557579336,0.0
2019-01-24,1.0,-0.0,-0.934471074637073,-0.0,-0.5594205601666201,-0.6146911622991079,0.0
2019-01-25,1.0,-0.0,-0.8202382349489497,-0.0,-0.5336228142236826,-0.5800962328365216,0.0
2019-01-28,1.0,-0.0,-0.7813310789143806,-0.0,-0.5721365478238055,-0.5617292948138647,0.0
2019-01-29,1.0,-0.0,-0.7731021172066909,-0.0,-0.5802140601239911,-0.5710024564276523,0.0
2019-01-30,1.0,-0.0,-0.7734546411959161,-0.0,-0.579761869935348,-0.5721850042418746,0.0
2019-01-31,1.0,-0.0,-0.7820572901411752,-0.0,-0.5596918751098354,-0.587194657606467,0.0
2019-02-01,1.0,-0.0,-0.7804384782226391,-0.0,-0.5687613576411279,-0.5818043261621432,0.0
2019-02-04,1.0,-0.0,-0.7821346931598382,-0.0,-0.568430924330344,-0.580094953402497,0.0
2019-02-05,1.0,-0.0,-0.7811282051282052,-0.0,-0.561054945054945,-0.5881904761904763,0.0
2019-02-06,1.0,-0.0,-0.7774551214361141,-0.0,-0.5567288513434236,-0.5990554968907661,0.0
2019-02-07,1.0,-0.0,-0.7751671946497712,-0.0,-0.5553208963979819,-0.6027513786225508,0.0
2019-02-08,1.0,-0.0,-0.860092825676526,-0.0,-0.9406859660163625,-1.1325125865324104,0.0
2019-02-11,1.0,-0.0,-0.8431588902900379,-0.0,-0.948376418663304,-1.1491566834804539,0.0
2019-02-12,1.0,-0.0,-0.8418845682186795,-0.0,-0.9645951184777878,-1.1493729973495785,0.0
2019-02-13,1.0,-0.0,-0.849697735983247,-0.0,-0.9619107827255128,-1.1395550989766488,0.0
2019-02-14,1.0,-0.0,-0.8455572349057355,-0.0,-0.9935168244371969,-1.138334261395275,0.0
2019-02-15,1.0,-0.0,-0.8147330231090779,-0.0,-0.9916397192207587,-1.13715592712359,0.0
2019-02-19,1.0,-0.0,-0.7930134114016695,-0.0,-1.0212446097242551,-1.1419076630929303,0.0
2019-02-20,1.0,-0.0,-0.7982157018239493,-0.0,-1.0188342585249803,-1.1480174464710549,0.0
2019-02-21,1.0,-0.0,-0.7951471758154335,-0.0,-1.0235083532219569,-1.159069212410501,0.0
2019-02-22,1.0,-0.0,-0.7837300798791876,-0.0,-1.0324683066407023,-1.1578905535905892,0.0
2019-02-25,1.0,-0.0,-0.7756453736583808,-0.0,-1.0466823604516617,-1.1675777041854525,0.0
2019-02-26,1.0,-0.0,-0.7704565373277029,-0.0,-1.048761054896024,-1.1645287228109313,0.0
2019-02-27,1.0,-0.0,-0.7710516877216754,-0.0,-1.0559917108356913,-1.1580918981389234,0.0
2019-02-28,1.0,-0.0,-0.7730898069867603,-0.0,-1.0574254267028236,-1.1573616206731536,0.0
2019-03-01,1.0,-0.0,-0.7776403956604978,-0.0,-1.061981493299298,-1.148851308232291,0.0
2019-03-04,1.0,-0.0,-0.7737426830725123,-0.0,-1.0670967228128856,-1.1411619479950623,0.0
2019-03-05,1.0,-0.0,-0.7595613160518445,-0.0,-1.0860618145563312,-1.1424127617148556,0.0
2019-03-06,1.0,-0.0,-0.7564603605040677,-0.0,-1.0912027436592757,-1.1402137501993939,0.0
2019-03-07,1.0,-0.0,-0.7369885889229056,-0.0,-1.1087431911256014,-1.130253270247704,0.0
2019-03-08,1.0,-0.0,-0.7269365277163645,-0.0,-1.149616111267436,-1.1432246653535394,0.0
2019-03-11,1.0,-0.0,-0.7237616130471825,-0.0,-1.1488904215181144,-1.1842671102275955,0.0
2019-03-12,1.0,-0.0,-0.6697620906438756,-0.0,-1.1842462094752846,-1.2549615811316104,0.0
2019-03-13,1.0,-0.0,-0.6932880907059504,-0.0,-1.1915914921790944,-1.2531242241165272,0.0
2019-03-14,1.0,-0.0,-0.6999503023275077,-0.0,-1.188312764018885,-1.2531682266213866,0.0
2019-03-15,1.0,-0.0,-0.698774225608746,-0.0,-1.1896637402683452,-1.2526917343051185,0.0
2019-03-18,1.0,-0.0,-0.719916142557652,-0.0,-1.2048218029350104,-1.2681341719077568,0.0
2019-03-19,1.0,-0.0,-0.7211173843431364,-0.0,-1.2105418387123958,-1.2817055700682567,0.0
2019-03-20,1.0,-0.0,-0.7376757580891072,-0.0,-1.2101050313399966,-1.287353887853634,0.0
2019-03-21,1.0,-0.0,-0.7388062862710213,-0.0,-1.2177743889524295,-1.2794510102935568,0.0
2019-03-22,1.0,-0.0,-0.7351711188870871,-0.0,-1.2585986173935306,-1.2734915080652043,0.0
2019-03-25,1.0,-0.0,-0.6808268297827462,-0.0,-1.2695633832524782,-1.2681290866905714,0.0
2019-03-26,1.0,-0.0,-0.6949102177696651,-0.0,-1.2654837203379037,-1.2846287727639343,0.0
2019-03-27,1.0,-0.0,-0.6863993210269468,-0.0,-1.2748143433057502,-1.2823679185232337,0.0
2019-03-28,1.0,-0.0,-0.6783305764092123,-0.0,-1.265725071043814,-1.297366077109047,0.0
2019-03-29,1.0,-0.0,-0.6762910200966676,-0.0,-1.263927753752226,-1.2995844992792336,0.0
2019-04-01,1.0,-0.0,-0.6913076726994647,-0.0,-1.2697765315659784,-1.287365111734217,0.0
2019-04-02,1.0,-0.0,-0.7000084767313723,-0.0,-1.274052725269136,-1.264304484190896,0.0
2019-04-03,1.0,-0.0,-0.7017075547646286,-0.0,-1.2684208296258634,-1.2669802127028515,0.0
2019-04-04,1.0,-0.0,-0.6992905993798054,-0.0,-1.2832504991291789,-1.2653668068476274,0.0
2019-04-05,1.0,-0.0,-0.6989073593809787,-0.0,-1.2851919561243144,-1.2674206028655244,0.0
2019-04-08,1.0,-0.0,-0.6880998895778476,-0.0,-1.2882018177185084,-1.270704153571732,0.0
2019-04-09,1.0,-0.0,-0.6736096290921507,-0.0,-1.3245123564812837,-1.2700499381108883,0.0
2019-04-10,1.0,-0.0,-0.6608002727233989,-0.0,-1.3321685771508929,-1.2683342566156732,0.0
2019-04-11,1.0,-0.0,-0.6488059828333474,-0.0,-1.3559105974335004,-1.2444548313078951,0.0
2019-04-12,1.0,-0.0,-0.6487060723239705,-0.0,-1.3573280074788594,-1.2432754005014235,0.0
2019-04-15,1.0,-0.0,-0.6502850821206705,-0.0,-1.3556293081439876,-1.2490426346693897,0.0
2019-04-16,1.0,-0.0,-0.652736403098136,-0.0,-1.3545833687973445,-1.2483615626861861,0.0
2019-04-17,1.0,-0.0,-0.6618265189147879,-0.0,-1.3422069375451111,-1.2417101855389971,0.0
2019-04-18,1.0,-0.0,-0.6560893759823287,-0.0,-1.339620237033261,-1.252198292341022,0.0
2019-04-22,1.0,-0.0,-0.658010319389365,-0.0,-1.3467229542450214,-1.2594345656901624,0.0
2019-04-23,1.0,-0.0,-0.666794658475191,-0.0,-1.343913989504672,-1.2556849694952859,0.0
2019-04-24,1.0,-0.0,-0.611186566242746,-0.0,-1.294604272132362,-1.2099436144379965,0.0
2019-04-25,1.0,-0.0,-0.6153909498908882,-0.0,-1.3057602832791206,-1.1962778441141353,0.0
2019-04-26,1.0,-0.0,-0.6104464064691806,-0.0,-1.3112468025414636,-1.2040597409027147,0.0
2019-04-29,1.0,-0.0,-0.6118766404199475,-0.0,-1.2983513779527558,-1.1908628608923886,0.0
2019-04-30,1.0,-0.0,-0.6125297643484687,-0.0,-1.2974382133180065,-1.1954593973232615,0.0
2019-05-01,1.0,-0.0,-0.6047380522253244,-0.0,-1.3091640663491542,-1.191862374774183,0.0
2019-05-02,1.0,-0.0,-0.6034149351985189,-0.0,-1.2956593293560996,-1.215305492696976,0.0
2019-05-03,1.0,-0.0,-0.5951225530514888,-0.0,-1.3006251028129627,-1.2167297252837639,0.0
2019-05-06,1.0,-0.0,-0.5783963542308166,-0.0,-1.2961776901917312,-1.2310218828262922,0.0
2019-05-07,1.0,-0.0,-0.5555509077219108,-0.0,-1.349284698402075,-1.2782146741403833,0.0
2019-05-08,1.0,-0.0,-0.594153012988205,-0.0,-1.5340309330396071,-1.4612878057735554,0.0
2019-05-09,1.0,-0.0,-0.5931278098908156,-0.0,-1.5350490870722084,-1.4593540691806588,0.0
2019-05-10,1.0,-0.0,-0.5918573197010684,-0.0,-1.53981935720508,-1.4531658337536106,0.0
2019-05-13,1.0,-0.0,-0.5867772381563272,-0.0,-1.5392192797580868,-1.4557408595253367,0.0
2019-05-14,1.0,-0.0,-0.5214842869380946,-0.0,-1.5461472564137249,-1.4411380134361336,0.0
2019-05-15,1.0,-0.0,-0.5301798138610282,-0.0,-1.5560224089635852,-1.4316888045540797,0.0
2019-05-16,1.0,-0.0,-0.5338281214644521,-0.0,-1.5536498167172015,-1.438023261076164,0.0
2019-05-17,1.0,-0.0,-0.5223988766589663,-0.0,-1.552248946867781,-1.4549531186302487,0.0
2019-05-20,1.0,-0.0,-0.49784257619112504,-0.0,-1.5746468637870736,-1.469500840259799,0.0
2019-05-21,1.0,-0.0,-0.49827601851011705,-0.0,-1.5705017693494236,-1.4680609745032211,0.0
