Date,CPAA,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-07-15,1.0,-0.1190050005682464,-0.0,-0.16612683259461303,-0.13548414592567337,-0.0,0.0
2020-07-16,1.0,-0.11962436245329393,-0.0,-0.16720417122480005,-0.133902567235427,-0.0,0.0
2020-07-17,1.0,-0.11809512981937555,-0.0,-0.16752170761862806,-0.13550385834268905,-0.0,0.0
2020-07-20,1.0,-0.11804588225260823,-0.0,-0.1678085112431418,-0.13551468288938792,-0.0,0.0
2020-07-21,1.0,-0.12074510473588342,-0.0,-0.16954121129326047,-0.13275557832422585,-0.0,0.0
2020-07-22,1.0,-0.11827834552648808,-0.0,-0.16749693985026617,-0.1375501722223804,-0.0,0.0
2020-07-23,1.0,-0.11867282630393247,-0.0,-0.16903356431973082,-0.1381355690535261,-0.0,0.0
2020-07-24,1.0,-0.11749198432490203,-0.0,-0.16862130388314928,-0.13888136800855005,-0.0,0.0
2020-07-27,1.0,-0.11720844026233249,-0.0,-0.16966067864271456,-0.1388366124893071,-0.0,0.0
2020-07-28,1.0,-0.11704493613138688,-0.0,-0.16942290145985403,-0.139170848540146,-0.0,0.0
2020-07-29,1.0,-0.1169879105839416,-0.0,-0.16939438868613138,-0.1392706432481752,-0.0,0.0
2020-07-30,1.0,-0.11662789536028771,-0.0,-0.17068889237751358,-0.13984786424809828,-0.0,0.0
2020-07-31,1.0,-0.11785107688794372,-0.0,-0.17070350969841427,-0.1387322838017213,-0.0,0.0
2020-08-03,1.0,-0.111736391812949,-0.0,-0.17552454544156085,-0.14104523445645809,-0.0,0.0
2020-08-04,1.0,-0.11073188147090324,-0.0,-0.17475187433059622,-0.14257765083898608,-0.0,0.0
2020-08-05,1.0,-0.11082389568843633,-0.0,-0.1747190128675683,-0.14258579568986446,-0.0,0.0
2020-08-06,1.0,-0.11088893967093236,-0.0,-0.1747314899451554,-0.14262454296160879,-0.0,0.0
2020-08-07,1.0,-0.10900670392658555,-0.0,-0.17743249617633183,-0.1429694535370717,-0.0,0.0
2020-08-10,1.0,-0.10837776411898396,-0.0,-0.17714661444560384,-0.1438985691619377,-0.0,0.0
2020-08-11,1.0,-0.11035745971781001,-0.0,-0.17976016713889129,-0.1408803411465041,-0.0,0.0
2020-08-12,1.0,-0.1090459374061736,-0.0,-0.17568591567419184,-0.14500378879945097,-0.0,0.0
2020-08-13,1.0,-0.10872360488041832,-0.0,-0.17365774209217932,-0.14632682801382976,-0.0,0.0
2020-08-14,1.0,-0.10795746870176641,-0.0,-0.1729406048133539,-0.14824501229063053,-0.0,0.0
2020-08-17,1.0,-0.11057940283110779,-0.0,-0.17356295489712878,-0.14861883202475787,-0.0,0.0
2020-08-18,1.0,-0.1106239701984383,-0.0,-0.17322157747689662,-0.14892184253886384,-0.0,0.0
2020-08-19,1.0,-0.11157457177667886,-0.0,-0.17353974055758617,-0.14826918942162975,-0.0,0.0
2020-08-20,1.0,-0.11138659978502329,-0.0,-0.17344321031888213,-0.14834826227158726,-0.0,0.0
2020-08-21,1.0,-0.11013329511251255,-0.0,-0.17213702164253977,-0.15101046294969184,-0.0,0.0
2020-08-24,1.0,-0.11135229935454193,-0.0,-0.1749924528844357,-0.15118669407587368,-0.0,0.0
2020-08-25,1.0,-0.11160046056419114,-0.0,-0.18117443868739205,-0.14648819804260219,-0.0,0.0
2020-08-26,1.0,-0.11127103153470833,-0.0,-0.18165200995984396,-0.14634637804228617,-0.0,0.0
2020-08-27,1.0,-0.1091963116935426,-0.0,-0.181250629342463,-0.14806450220809297,-0.0,0.0
2020-08-28,1.0,-0.10940399637477882,-0.0,-0.18146246025923207,-0.14769899155553637,-0.0,0.0
2020-08-31,1.0,-0.11040364170676194,-0.0,-0.18326658791667866,-0.14687833126854705,-0.0,0.0
2020-09-01,1.0,-0.1101908534389629,-0.0,-0.18522146200936263,-0.14500540151242347,-0.0,0.0
2020-09-02,1.0,-0.1112280044387439,-0.0,-0.18521667699491273,-0.144720344723227,-0.0,0.0
2020-09-03,1.0,-0.11241843275394121,-0.0,-0.18382225558699544,-0.1474273834959866,-0.0,0.0
2020-09-04,1.0,-0.10089114301269377,-0.0,-0.17526290151580273,-0.15656609071893177,-0.0,0.0
2020-09-08,1.0,-0.10112665558167536,-0.0,-0.17474628748351584,-0.15753110486784014,-0.0,0.0
2020-09-09,1.0,-0.10945504680357013,-0.0,-0.18695305130251794,-0.15486539438357158,-0.0,0.0
2020-09-10,1.0,-0.10771415323982846,-0.0,-0.18376898110583054,-0.15745624203083344,-0.0,0.0
2020-09-11,1.0,-0.10760428736964078,-0.0,-0.18409617612977983,-0.15673522595596756,-0.0,0.0
2020-09-14,1.0,-0.10986891711617655,-0.0,-0.18479206542543936,-0.15538541847920653,-0.0,0.0
2020-09-15,1.0,-0.11060355578758085,-0.0,-0.18180631688854088,-0.15774819455320632,-0.0,0.0
2020-09-16,1.0,-0.11141091478805815,-0.0,-0.1813908956393072,-0.15784663591261208,-0.0,0.0
2020-09-17,1.0,-0.11052280376000928,-0.0,-0.1808053847046536,-0.1592926772658698,-0.0,0.0
2020-09-18,1.0,-0.11040638606676344,-0.0,-0.18140783744557332,-0.1595500725689405,-0.0,0.0
2020-09-21,1.0,-0.10922456791555504,-0.0,-0.18264992460271431,-0.15807330936086303,-0.0,0.0
2020-09-22,1.0,-0.10950071160939905,-0.0,-0.183725928722879,-0.15903743936797468,-0.0,0.0
2020-09-23,1.0,-0.10845193145512634,-0.0,-0.18460644786523384,-0.15916352018588442,-0.0,0.0
2020-09-24,1.0,-0.10696319062876031,-0.0,-0.1836699189584934,-0.15912550560331704,-0.0,0.0
2020-09-25,1.0,-0.1072806381435823,-0.0,-0.1833647570703408,-0.1596954314720812,-0.0,0.0
2020-09-28,1.0,-0.1065611777661856,-0.0,-0.1818814119283603,-0.16058076856198925,-0.0,0.0
2020-09-29,1.0,-0.1068111679392631,-0.0,-0.18148625740738059,-0.16057897100798332,-0.0,0.0
2020-09-30,1.0,-0.10657708013553825,-0.0,-0.1800081091256625,-0.16147296475426454,-0.0,0.0
2020-10-01,1.0,-0.10680933007080082,-0.0,-0.17950685566189353,-0.161553274356784,-0.0,0.0
2020-10-02,1.0,-0.1081135843922772,-0.0,-0.17875647668393782,-0.16043361218050772,-0.0,0.0
2020-10-05,1.0,-0.10600977528414841,-0.0,-0.176143100905226,-0.16389507476067905,-0.0,0.0
2020-10-06,1.0,-0.10730699193571697,-0.0,-0.1751886001676446,-0.16270196837876116,-0.0,0.0
2020-10-07,1.0,-0.10687871959322817,-0.0,-0.17501588952446986,-0.1625931703934824,-0.0,0.0
2020-10-08,1.0,-0.10663606311261244,-0.0,-0.1751331687670521,-0.16179463860378504,-0.0,0.0
2020-10-09,1.0,-0.10660565291451338,-0.0,-0.17510176978375724,-0.16183560931951382,-0.0,0.0
2020-10-12,1.0,-0.1058290398464447,-0.0,-0.17487119539334112,-0.16248863488764773,-0.0,0.0
2020-10-13,1.0,-0.103009242570617,-0.0,-0.17534929995818493,-0.16354014966908426,-0.0,0.0
2020-10-14,1.0,-0.10318181162867811,-0.0,-0.17617461759151135,-0.1623343857676283,-0.0,0.0
2020-10-15,1.0,-0.10161619647427601,-0.0,-0.1767894630891784,-0.15949155954332386,-0.0,0.0
2020-10-16,1.0,-0.1016393442622951,-0.0,-0.1762582686223756,-0.16010928961748633,-0.0,0.0
2020-10-19,1.0,-0.10118628226328277,-0.0,-0.17653317995542456,-0.16018405349054568,-0.0,0.0
2020-10-20,1.0,-0.10042646066367043,-0.0,-0.1754806656806858,-0.15998736412848386,-0.0,0.0
2020-10-21,1.0,-0.10032594804933734,-0.0,-0.17585399824820871,-0.159714544175294,-0.0,0.0
2020-10-22,1.0,-0.10044081960857516,-0.0,-0.1754519477908763,-0.16000172307338856,-0.0,0.0
2020-10-23,1.0,-0.10068781321348057,-0.0,-0.1758303298344366,-0.159403225111644,-0.0,0.0
2020-10-26,1.0,-0.10020140986908359,-0.0,-0.17754279959718025,-0.16091209897856423,-0.0,0.0
2020-10-27,1.0,-0.10239188837854234,-0.0,-0.1752751538261548,-0.16669555420747031,-0.0,0.0
2020-10-28,1.0,-0.09850455631113748,-0.0,-0.1931449956642782,-0.22965633699968055,-0.0,0.0
2020-10-29,1.0,-0.08788778477944742,-0.0005301745031507513,-0.19602823557925353,-0.23033809985458073,-0.0,0.0
