Date,CPT,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.2805897290500727,-0.42641946697566624,-0.0,-0.43704543773575605,-0.3213678163753359,0.0
2018-09-25,1.0,-0.27776676904785497,-0.431561478252254,-0.0,-0.4409244030516199,-0.3267115822847518,0.0
2018-09-26,1.0,-0.2799345530269225,-0.433933263919877,-0.0,-0.4413704199514106,-0.3237889830928653,0.0
2018-09-27,1.0,-0.27837232453957195,-0.44196117471378793,-0.0,-0.44293180686908906,-0.3255102040816326,0.0
2018-09-28,1.0,-0.2768690716259616,-0.44379714691164385,-0.0,-0.44305026514302787,-0.32586451564717306,0.0
2018-10-01,1.0,-0.27731451248304617,-0.45536745868287537,-0.0,-0.4472296177224092,-0.33174260310443565,0.0
2018-10-02,1.0,-0.2758620689655173,-0.46867837082189373,-0.0,-0.44492582050829954,-0.32938716908893984,0.0
2018-10-03,1.0,-0.2752494708194738,-0.4601602661022074,-0.0,-0.44869468803548024,-0.3358280415280717,0.0
2018-10-04,1.0,-0.28044410799899067,-0.45452939692152416,-0.0,-0.4558163007822357,-0.33255109765329294,0.0
2018-10-05,1.0,-0.2712222082652933,-0.44831051375455344,-0.0,-0.4581082778545409,-0.33460620525059664,0.0
2018-10-08,1.0,-0.26875219507300185,-0.44531132406803475,-0.0,-0.46073955145251116,-0.333826702122322,0.0
2018-10-09,1.0,-0.2606981270378889,-0.45034501933624854,-0.0,-0.47000985769532144,-0.3465359047594975,0.0
2018-10-10,1.0,-0.26246619657795633,-0.4494654636439457,-0.0,-0.4712007480981626,-0.3442262491470164,0.0
2018-10-11,1.0,-0.22476725284468743,-0.4372937293729373,-0.0,-0.4573912615142111,-0.3434559873897837,0.0
2018-10-12,1.0,-0.21992616268985854,-0.4428504175029114,-0.0,-0.46569538392923515,-0.34929012116256597,0.0
2018-10-15,1.0,-0.20192355239084214,-0.4589328981852347,-0.0,-0.46236957919200916,-0.34920634920634924,0.0
2018-10-16,1.0,-0.19504091247210512,-0.47366724522687825,-0.0,-0.46206298041160426,-0.34877262583684604,0.0
2018-10-17,1.0,-0.18548466137410566,-0.45511124179162993,-0.0,-0.4587866313829266,-0.3509016955797315,0.0
2018-10-18,1.0,-0.18504544675012863,-0.45427150452017545,-0.0,-0.4596859151823995,-0.35095670921429795,0.0
2018-10-19,1.0,-0.17412874826722438,-0.4452686106179625,-0.0,-0.4624626085264719,-0.3500814708528904,0.0
2018-10-22,1.0,-0.17408156797737745,-0.4352404865800444,-0.0,-0.47066136856731916,-0.35779235025962314,0.0
2018-10-23,1.0,-0.16984919702311005,-0.4383568350959655,-0.0,-0.47737955346651,-0.3625146886016451,0.0
2018-10-24,1.0,-0.1685657000342315,-0.4354980683652012,-0.0,-0.47787177857107926,-0.3631717932417233,0.0
2018-10-25,1.0,-0.13734876001250812,-0.4071633031053809,-0.0,-0.5121352801096866,-0.3487600125081183,0.0
2018-10-26,1.0,-0.12710106573206495,-0.3990415563979686,-0.0,-0.5148177288224495,-0.3432277138020647,0.0
2018-10-29,1.0,-0.1381626637027014,-0.4018508674430967,-0.0,-0.5307833566906683,-0.3454791475378147,0.0
2018-10-30,1.0,-0.12387174833635814,-0.40389594676346036,-0.0,-0.5330913490623109,-0.358983666061706,0.0
2018-10-31,1.0,-0.12496986644809796,-0.3974736030085338,-0.0,-0.531531748710284,-0.3567089339954679,0.0
2018-11-01,1.0,-0.09068513866191857,-0.43813263738139957,-0.0,-0.542086392351033,-0.3681553208614844,0.0
2018-11-02,1.0,-0.0954992114521412,-0.41645032148489625,-0.0,-0.5495086740264467,-0.36484289700351813,0.0
2018-11-05,1.0,-0.09606096643448292,-0.41521248452782566,-0.0,-0.5495473630560881,-0.3661869281363007,0.0
2018-11-06,1.0,-0.09253760405004137,-0.41376624640996934,-0.0,-0.5546171445261159,-0.3729981015431047,0.0
2018-11-07,1.0,-0.09232004281509232,-0.41365217602841364,-0.0,-0.553993237161554,-0.3727345707543727,0.0
2018-11-08,1.0,-0.0772238986119493,-0.41303560651780324,-0.0,-0.5487507543753771,-0.3749668074834037,0.0
2018-11-09,1.0,-0.07667793336552389,-0.4131820376629647,-0.0,-0.5495412844036697,-0.37489135683244806,0.0
2018-11-12,1.0,-0.07623674274307976,-0.4018421875375772,-0.0,-0.5541473269041148,-0.3727183088429812,0.0
2018-11-13,1.0,-0.05531955515249869,-0.3989785690420505,-0.0,-0.5611188010118848,-0.3711040045821202,0.0
2018-11-14,1.0,-0.0553898288905329,-0.3989213182827005,-0.0,-0.5611054101138343,-0.3710474190392096,0.0
2018-11-15,1.0,-0.05466790857634162,-0.3992500776193547,-0.0,-0.561605884741229,-0.37278784839148815,0.0
2018-11-16,1.0,-0.05036658467270079,-0.3916127337425071,-0.0,-0.5635612447161655,-0.38260931865402525,0.0
2018-11-19,1.0,-0.04564544385514411,-0.3969857687969474,-0.0,-0.5703280616285488,-0.38693033190141357,0.0
2018-11-20,1.0,-0.013415129019167879,-0.3909961091351777,-0.0,-0.5773995655598787,-0.40524669992600193,0.0
2018-11-21,1.0,-0.019717508768603658,-0.38752488387524886,-0.0,-0.579912787941985,-0.38273770025594844,0.0
2018-11-23,1.0,-0.02006538425092391,-0.38600397991092583,-0.0,-0.580166777219748,-0.3827821472567043,0.0
2018-11-26,1.0,-0.019968259232062913,-0.386266196082147,-0.0,-0.5799559419191321,-0.3825236279224009,0.0
2018-11-27,1.0,-0.013347482608182998,-0.38860983374602054,-0.0,-0.5772668317415399,-0.378988326848249,0.0
2018-11-28,1.0,-0.013961605584642234,-0.38738738738738737,-0.0,-0.5776378472713551,-0.37939248148672233,0.0
2018-11-29,1.0,-0.0,-0.378570928032515,-0.0,-0.5742682955315224,-0.383009039732779,0.0
2018-11-30,1.0,-0.0,-0.3784711679940211,-0.0,-0.5744680851063829,-0.3825583296354252,0.0
2018-12-03,1.0,-0.0,-0.3795862972669412,-0.0,-0.5761886933732684,-0.3841491950580307,0.0
2018-12-04,1.0,-0.0,-0.3823392031388668,-0.0,-0.5713484982951095,-0.3817786912046336,0.0
2018-12-06,1.0,-0.0,-0.3506413334247891,-0.0,-0.5704323570432357,-0.36529711685758054,0.0
