Date,CC,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.40624879608583425,-0.8526023808606541,-0.07893824401895443,-0.7097122163578224,-0.8049851677774781,0.0
2018-09-25,1.0,-0.40483558994197294,-0.8606576402321083,-0.07299806576402322,-0.7165570599613152,-0.8134235976789168,0.0
2018-09-26,1.0,-0.4043121467833088,-0.8605326314159635,-0.0706433382364326,-0.7179298598745838,-0.8174885809398467,0.0
2018-09-27,1.0,-0.4072569726509612,-0.8528877026033809,-0.07287919229430195,-0.7180766701481567,-0.817260454141039,0.0
2018-09-28,1.0,-0.40531548609230533,-0.8546171998916786,-0.07358118302448836,-0.7179001121900267,-0.8171689427057139,0.0
2018-10-01,1.0,-0.40477665092513737,-0.8564682201749633,-0.07420453665711851,-0.7177363164821553,-0.8176434156537895,0.0
2018-10-02,1.0,-0.40599117578759963,-0.8458472017958046,-0.07825683102407306,-0.7200634724049849,-0.8201099156281446,0.0
2018-10-03,1.0,-0.40874606077111625,-0.8292417227560985,-0.074388203711629,-0.736100844259425,-0.8421585028984945,0.0
2018-10-04,1.0,-0.4071266703133547,-0.8413690708759866,-0.07450965069938267,-0.7341955145737282,-0.8500039071657419,0.0
2018-10-05,1.0,-0.3977015971951695,-0.8370860927152318,-0.06326451110245424,-0.7394624074795482,-0.8581223217763927,0.0
2018-10-08,1.0,-0.40429295907536267,-0.8512010064079883,-0.0667924676652121,-0.743090773283013,-0.8659039981129851,0.0
2018-10-09,1.0,-0.40169191422388356,-0.853039543576628,-0.05898091678142829,-0.748180208538265,-0.8727916584694079,0.0
2018-10-10,1.0,-0.42388642118809416,-0.934866536593466,-0.04113910913695048,-0.8019843081904604,-0.9493959898708954,0.0
2018-10-11,1.0,-0.33638443935926776,-0.9502696959790782,-0.0,-0.7976462896371364,-1.0019614253023865,0.0
2018-10-12,1.0,-0.34535748948560335,-0.9441928178582982,-0.0,-0.7748705920414105,-0.9796182465221611,0.0
2018-10-15,1.0,-0.3465290427039061,-0.9426431896377252,-0.0,-0.7767253592390205,-0.981825541388383,0.0
2018-10-16,1.0,-0.34000324044069996,-0.9548363577446533,-0.0,-0.775396953985742,-0.9803143227478938,0.0
2018-10-17,1.0,-0.31480003193102896,-0.9113913945876906,-0.0,-0.7717729703839706,-0.9934142252734095,0.0
2018-10-18,1.0,-0.31587149364660755,-0.9150083912730761,-0.0,-0.7706385359226405,-0.9942859426196756,0.0
2018-10-19,1.0,-0.2988209138909842,-0.9039660169121443,-0.0,-0.7707729564492437,-0.9964667116598516,0.0
2018-10-22,1.0,-0.2988720311382953,-0.8920088966558106,-0.0,-0.7780999285090158,-1.0027404877273811,0.0
2018-10-23,1.0,-0.29623444272138055,-0.8932760745954114,-0.0,-0.7816612986599866,-1.0051294286055112,0.0
2018-10-24,1.0,-0.29492646765772584,-0.8999242756366824,-0.0,-0.7837073054083137,-1.0069746124108245,0.0
2018-10-25,1.0,-0.268163392578734,-0.8640863735578421,-0.0,-0.7805191768007483,-0.9849158091674463,0.0
2018-10-26,1.0,-0.26310073309801796,-0.8569877041231916,-0.0,-0.7796827120747838,-0.979054342345138,0.0
2018-10-29,1.0,-0.23465047943086917,-0.8717135787194557,-0.0,-0.7686746056294463,-0.9913779771110426,0.0
2018-10-30,1.0,-0.2449358999186646,-0.8734265463418414,-0.0,-0.769975599364809,-0.9847786513807661,0.0
2018-10-31,1.0,-0.2526295511462146,-0.8477364669620497,-0.0,-0.7711808900019265,-0.9812752841456368,0.0
2018-11-01,1.0,-0.24932614555256066,-0.8497112052368118,-0.0,-0.7705814401232192,-0.9809780515979977,0.0
2018-11-02,1.0,-0.24839184685732002,-0.8682864450127876,-0.0,-0.7712934976362086,-0.9870960241804232,0.0
2018-11-05,1.0,-0.2483530961791831,-0.8683251956909246,-0.0,-0.7712934976362086,-0.9870960241804232,0.0
2018-11-06,1.0,-0.26628464507075195,-0.8896815187307527,-0.0,-0.7673956262425449,-0.9748177601060306,0.0
2018-11-07,1.0,-0.266809756097561,-0.8905756097560976,-0.0,-0.7691707317073171,-0.9759219512195124,0.0
2018-11-08,1.0,-0.2450308032081832,-0.8896508969739239,-0.0,-0.7601611840830719,-0.9798132434422101,0.0
2018-11-09,1.0,-0.2542539395606555,-0.9072975203363856,-0.0,-0.7725075647424059,-0.9956379926906904,0.0
2018-11-12,1.0,-0.2529865653519251,-0.8953820845246955,-0.0,-0.7752927813246642,-0.9931847557870825,0.0
2018-11-13,1.0,-0.2257901488939859,-0.8911479998444971,-0.0,-0.7767367725381954,-0.9938965128484235,0.0
