Date,AGI,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.9294380803904291,-1.9687521182132448,-0.0,-1.5264014098827359,-1.353758557581509,0.0
2018-09-25,1.0,-0.9405416412136022,-1.969184823186045,-0.0,-1.5271838729383018,-1.350573542387837,0.0
2018-09-26,1.0,-0.9417633883119529,-1.9703386954455984,-0.0,-1.5271159980995046,-1.3482657978687302,0.0
2018-09-27,1.0,-0.9423611582016682,-1.9659591781379266,-0.0,-1.5256662372007868,-1.3470536380280735,0.0
2018-09-28,1.0,-0.939457769925936,-1.975470544268533,-0.0,-1.5290480396820005,-1.3508867296323979,0.0
2018-10-01,1.0,-0.9432905165345723,-1.991391090461875,-0.0,-1.5371686253074612,-1.3606176550970213,0.0
2018-10-02,1.0,-0.9474079639368895,-1.9745918994604195,-0.0,-1.5421077795232565,-1.3659586093846048,0.0
2018-10-03,1.0,-0.9572484287588922,-1.9642931141653428,-0.0,-1.5763519580081498,-1.4086608191173424,0.0
2018-10-04,1.0,-0.9705760177236222,-1.9545832179451674,-0.0,-1.594018277485461,-1.4041124342287452,0.0
2018-10-05,1.0,-0.9282563749138525,-1.9337008959338386,-0.0,-1.6077188146106132,-1.4221915920055133,0.0
2018-10-08,1.0,-0.9190691927512357,-1.9209912136188907,-0.0,-1.6084568918176825,-1.4157742998352552,0.0
2018-10-09,1.0,-0.9115862068965517,-1.9298620689655175,-0.0,-1.6219310344827587,-1.4331724137931035,0.0
2018-10-10,1.0,-0.9136316337148804,-1.9448491155046825,-0.0,-1.6306625043357612,-1.4480055497745403,0.0
2018-10-11,1.0,-0.7240883902305535,-1.9766709995211058,-0.0,-1.615242525826093,-1.5253471984675377,0.0
2018-10-12,1.0,-0.9113131158811397,-2.263692613245741,-0.0,-1.791994500038194,-1.6718356122526927,0.0
2018-10-15,1.0,-0.8373996294008648,-2.3810994441012974,-0.0,-1.8025015441630636,-1.6998147004323656,0.0
2018-10-16,1.0,-0.8288009888751545,-2.397713226205192,-0.0,-1.8008343634116193,-1.6981613102595798,0.0
2018-10-17,1.0,-0.7598634294385432,-2.2851289833080424,-0.0,-1.8005311077389985,-1.741729893778452,0.0
2018-10-18,1.0,-0.7582859309821768,-2.282290481607888,-0.0,-1.8023511566173682,-1.7414486158513462,0.0
2018-10-19,1.0,-0.7159908073244866,-2.223663725998962,-0.0,-1.7687745570464821,-1.7050189042923862,0.0
2018-10-22,1.0,-0.717702993834039,-2.205408216328653,-0.0,-1.7852314092563701,-1.7204516752098653,0.0
2018-10-23,1.0,-0.7166269368295589,-2.2114868891537545,-0.0,-1.7938021454112036,-1.727502979737783,0.0
2018-10-24,1.0,-0.7451358863495985,-2.2774088943792465,-0.0,-1.8790920321185918,-1.8191785052501543,0.0
2018-10-25,1.0,-0.6198425426447004,-2.101326724012247,-0.0,-1.87199300189532,-1.6965301064295086,0.0
2018-10-26,1.0,-0.59364148468246,-2.230033181572652,-0.0,-2.076934948684312,-1.8160351879003007,0.0
2018-10-29,1.0,-0.5278266860598637,-2.252545357115517,-0.0,-2.046926433437955,-1.827834341269234,0.0
2018-10-30,1.0,-0.542758355743373,-2.2603918555512874,-0.0,-2.0539377641183254,-1.8263542066845948,0.0
2018-10-31,1.0,-0.5554964673706603,-2.1896224264985182,-0.0,-2.044822608827775,-1.8071108409936945,0.0
2018-11-01,1.0,-0.4964128673918075,-2.288976317210522,-0.0,-2.0826197639435318,-1.8462547249865,0.0
2018-11-02,1.0,-0.497771735025304,-2.2034896895535914,-0.0,-2.050683586373593,-1.8014955812372533,0.0
2018-11-05,1.0,-0.5334417092429169,-2.2225576714661712,-0.0,-2.1034989936522686,-1.8816380244619912,0.0
2018-11-06,1.0,-0.5341595662277304,-2.222308288148722,-0.0,-2.1051897753679323,-1.8842757552285052,0.0
2018-11-07,1.0,-0.5342923794712287,-2.236080870917574,-0.0,-2.112052877138414,-1.8936236391912908,0.0
2018-11-08,1.0,-0.4448024549290372,-2.237437667817415,-0.0,-2.0808592251630227,-1.90855389336402,0.0
2018-11-09,1.0,-0.44677258423516775,-2.238007521682401,-0.0,-2.08097321360043,-1.909432803745491,0.0
2018-11-12,1.0,-0.44076905608962225,-2.186738324123836,-0.0,-2.0612368480811445,-1.8807054727121337,0.0
2018-11-13,1.0,-0.3646919606537978,-2.1465128318911324,-0.0,-2.0389024480437836,-1.84579542933215,0.0
2018-11-14,1.0,-0.3648008292610691,-2.1496371982822446,-0.0,-2.041240929957056,-1.8484377313786464,0.0
2018-11-15,1.0,-0.3705316911985581,-2.1948783418443973,-0.0,-2.0954490838089517,-1.8489035746470412,0.0
2018-11-16,1.0,-0.36042008044093554,-2.1602860122151055,-0.0,-2.078802323849248,-1.8488008342022941,0.0
2018-11-19,1.0,-0.3581711046468263,-2.1645409114641607,-0.0,-2.0837622137689267,-1.8523905422540463,0.0
2018-11-20,1.0,-0.2493384298735666,-2.128124081152602,-0.0,-2.0816671567186122,-1.8916495148485741,0.0
2018-11-21,1.0,-0.257641291810842,-2.091983852364475,-0.0,-2.0563725490196076,-1.8027681660899655,0.0
2018-11-23,1.0,-0.2594427689214419,-2.0641964670400688,-0.0,-2.058020967973575,-1.799080855952894,0.0
2018-11-26,1.0,-0.27064821558630736,-2.082083029861617,-0.0,-2.096285506190823,-1.834377276037873,0.0
2018-11-27,1.0,-0.24043636363636361,-2.106472727272727,-0.0,-2.0957090909090907,-1.8301090909090907,0.0
2018-11-28,1.0,-0.23983087913690043,-2.1245808426884385,-0.0,-2.094328619332264,-1.8310249307479225,0.0
2018-11-29,1.0,-0.15745679539150842,-2.067989474432828,-0.0,-2.0619443851788635,-1.8244790555437023,0.0
2018-11-30,1.0,-0.15644324401165682,-2.0675954225602386,-0.0,-2.062264553273154,-1.8215224962683914,0.0
2018-12-03,1.0,-0.1524930846159302,-2.064756365699695,-0.0,-2.0580182991701537,-1.817362933541386,0.0
2018-12-04,1.0,-0.14063489828957557,-2.0552544520306895,-0.0,-2.0400506792426265,-1.8028436686140636,0.0
2018-12-06,1.0,-0.1096721423215868,-1.8867834503442165,-0.0,-2.076272919364733,-1.743439438347761,0.0
2018-12-07,1.0,-0.11529283425376698,-1.886820754073771,-0.0,-2.077452785163974,-1.7384604895343287,0.0
2018-12-10,1.0,-0.015807166869322653,-2.058436449467134,-0.0,-2.2606394392389673,-1.8176811386882201,0.0
2018-12-11,1.0,-0.033961453034319695,-2.0561008812782116,-0.0,-2.269327219316472,-1.805545604356237,0.0
2018-12-12,1.0,-0.030869094843130183,-2.0721961774251714,-0.0,-2.283519653804544,-1.8258204111071041,0.0
2018-12-13,1.0,-0.030094271211022483,-2.071718636693256,-0.0,-2.3168963016678754,-1.8328498912255256,0.0
2018-12-14,1.0,-0.031240854550775538,-2.110769681006731,-0.0,-2.323822066139889,-1.8505267778753292,0.0
2018-12-17,1.0,-0.014334322739448345,-2.0905668573083327,-0.0,-2.2899442554115685,-1.8447838992253673,0.0
2018-12-18,1.0,-0.0,-2.1802578381264777,-0.0,-2.4444274925623617,-2.0036616065298647,0.0
2018-12-19,1.0,-0.006599104407259016,-2.2493518736742875,-0.0,-2.5243145573100794,-2.075811139916726,0.0
2018-12-20,1.0,-0.006936416184971098,-2.1852793834296724,-0.0,-2.48655105973025,-2.028285163776493,0.0
2018-12-21,1.0,-0.0,-2.3123996145197556,-0.0,-2.65154192097655,-2.066896884034693,0.0
2018-12-24,1.0,-0.0,-2.233080303635637,-0.0,-2.627966440271674,-2.1294446664003197,0.0
2018-12-26,1.0,-0.0,-2.3707764051378546,-0.0,-2.6451771250920393,-2.165344023562137,0.0
2018-12-27,1.0,-0.0,-2.2693405199746355,-0.0,-2.4197844007609386,-2.2373176918199116,0.0
2018-12-28,1.0,-0.0,-2.2689633375474085,-0.0,-2.408264854614412,-2.2241624525916563,0.0
2018-12-31,1.0,-0.0,-2.2673251679178192,-0.0,-2.4093243777163176,-2.2253654681943895,0.0
2019-01-02,1.0,-0.0,-2.262423095125414,-0.0,-2.3988010727244045,-2.2264552768575485,0.0
2019-01-03,1.0,-0.0,-2.2660347551342817,-0.0,-2.3989731437598736,-2.2339652448657192,0.0
2019-01-04,1.0,-0.0,-2.30268259871805,-0.0,-2.3421698187861044,-2.268339004510564,0.0
2019-01-07,1.0,-0.0,-2.2022906670793994,-0.0,-2.328741680854357,-2.207630397771243,0.0
2019-01-08,1.0,-0.0,-2.155096694660606,-0.0,-2.3531859157099935,-2.1964712227444334,0.0
2019-01-09,1.0,-0.0,-2.1178229206592563,-0.0,-2.3429666538903793,-2.204982752012265,0.0
2019-01-10,1.0,-0.0,-2.1080275229357794,-0.0,-2.340290519877676,-2.1969418960244647,0.0
2019-01-11,1.0,-0.0,-2.107638888888889,-0.0,-2.371913580246914,-2.236496913580247,0.0
2019-01-14,1.0,-0.0,-2.1041939207387457,-0.0,-2.3646787225856096,-2.226394767218161,0.0
2019-01-15,1.0,-0.0,-2.0958713468377916,-0.0,-2.370728312973558,-2.265037884645121,0.0
2019-01-16,1.0,-0.0,-2.0897258163894024,-0.0,-2.3438077634011085,-2.2681762168823165,0.0
2019-01-17,1.0,-0.0,-2.1030457637600497,-0.0,-2.3513450834879404,-2.275974025974026,0.0
2019-01-18,1.0,-0.0,-2.143210073318457,-0.0,-2.430427159706726,-2.395760280522792,0.0
2019-01-22,1.0,-0.0,-2.275076923076923,-0.0,-2.936527472527472,-2.5796043956043957,0.0
2019-01-23,1.0,-0.0,-2.1388740898597054,-0.0,-3.015716568993074,-2.724915645533653,0.0
2019-01-24,1.0,-0.0,-2.1483653162757643,-0.0,-3.0055970149253732,-2.7301883439943144,0.0
2019-01-25,1.0,-0.0,-1.9464353074311582,-0.0,-3.489249339871747,-2.9946246699358734,0.0
2019-01-28,1.0,-0.0,-1.8257311017105022,-0.0,-3.4802280669486847,-2.890380724664337,0.0
2019-01-29,1.0,-0.0,-1.8730204434206736,-0.0,-3.629522986850945,-3.0952106728092907,0.0
2019-01-30,1.0,-0.0,-1.8708027788498651,-0.0,-3.6428020069471247,-3.135275955229641,0.0
2019-01-31,1.0,-0.0,-1.9240717154893703,-0.0,-3.589105515822475,-3.284020770059763,0.0
2019-02-01,1.0,-0.0,-1.916928207140055,-0.0,-3.619164378187525,-3.2717732444095726,0.0
2019-02-04,1.0,-0.0,-1.9247427731504165,-0.0,-3.6185203331700144,-3.255854973052425,0.0
2019-02-05,1.0,-0.0,-1.8949232585596223,-0.0,-3.618654073199528,-3.325068870523416,0.0
2019-02-06,1.0,-0.0,-1.8787669883789637,-0.0,-3.621134528264723,-3.348434114634627,0.0
2019-02-07,1.0,-0.0,-1.8110546012858653,-0.0,-3.5292198445446696,-3.255829574896843,0.0
2019-02-08,1.0,-0.0,-1.820209464701319,-0.0,-3.607641582622188,-3.269588828549263,0.0
2019-02-11,1.0,-0.0,-1.8127340823970037,-0.0,-3.699290360733294,-3.343977922333925,0.0
2019-02-12,1.0,-0.0,-1.8481544463339001,-0.0,-3.775632689806942,-3.3792137641292386,0.0
2019-02-13,1.0,-0.0,-1.9067434700566093,-0.0,-3.7177475419604726,-3.3069818254047076,0.0
2019-02-14,1.0,-0.0,-1.7625665286812537,-0.0,-3.7799132663118473,-3.3136211314803865,0.0
2019-02-15,1.0,-0.0,-1.8589413164155433,-0.0,-3.759020618556701,-3.2948057097541636,0.0
2019-02-19,1.0,-0.0,-1.7994434506062413,-0.0,-3.8355197773802425,-3.3033194195984894,0.0
2019-02-20,1.0,-0.0,-1.850461661983139,-0.0,-3.843837816138097,-3.3419309514251303,0.0
2019-02-21,1.0,-0.0,-1.8784266984505364,-0.0,-3.787644020659515,-3.2663885578069127,0.0
2019-02-22,1.0,-0.0,-1.8607946101258297,-0.0,-3.799762211433667,-3.2473001089864257,0.0
2019-02-25,1.0,-0.0,-1.850804436894174,-0.0,-3.8568002398321175,-3.2855001498950736,0.0
2019-02-26,1.0,-0.0,-1.8611694152923537,-0.0,-3.854672663668166,-3.279160419790105,0.0
2019-02-27,1.0,-0.0,-1.8330852436240945,-0.0,-3.867420859382753,-3.222983030663888,0.0
2019-02-28,1.0,-0.0,-1.8271139341008338,-0.0,-3.8578801111552203,-3.2395791980944817,0.0
2019-03-01,1.0,-0.0,-1.8354982647496283,-0.0,-3.8615765989092714,-3.21864154685176,0.0
2019-03-04,1.0,-0.0,-1.8161421622158245,-0.0,-3.853469671398789,-3.2580164796982034,0.0
2019-03-05,1.0,-0.0,-1.7931346889470507,-0.0,-3.968995369438293,-3.304308435675458,0.0
2019-03-06,1.0,-0.0,-1.7770195684897139,-0.0,-3.969292523833417,-3.2888108379327647,0.0
2019-03-07,1.0,-0.0,-1.6327193932827737,-0.0,-3.996158770806658,-3.2204274598640796,0.0
2019-03-08,1.0,-0.0,-1.6021011831905343,-0.0,-4.264177886576907,-3.333639330885353,0.0
2019-03-11,1.0,-0.0,-1.5703598867771937,-0.0,-4.1164577436312175,-3.4223615042458557,0.0
2019-03-12,1.0,-0.0,-1.336405996758509,-0.0,-4.163897893030794,-3.6293557536466774,0.0
2019-03-13,1.0,-0.0,-1.41928391959799,-0.0,-4.320142378559464,-3.7295854271356785,0.0
2019-03-14,1.0,-0.0,-1.4213272120200335,-0.0,-4.300396494156929,-3.7123330550918197,0.0
2019-03-15,1.0,-0.0,-1.431049250535332,-0.0,-4.414453961456103,-3.8610278372591007,0.0
2019-03-18,1.0,-0.0,-1.518494623655914,-0.0,-4.382795698924731,-3.8513978494623657,0.0
2019-03-19,1.0,-0.0,-1.5086822200916161,-0.0,-4.296793437733035,-3.847555129434324,0.0
2019-03-20,1.0,-0.0,-1.5306738544474394,-0.0,-4.335849056603774,-3.9151482479784367,0.0
2019-03-21,1.0,-0.0,-1.5682775437818668,-0.0,-4.620594103303038,-3.8951452006207052,0.0
2019-03-22,1.0,-0.0,-1.5170902716914987,-0.0,-4.674408413672217,-3.763803680981595,0.0
2019-03-25,1.0,-0.0,-1.1251869258705405,-0.0,-4.807306131168554,-3.7489852595599236,0.0
2019-03-26,1.0,-0.0,-1.204312905710199,-0.0,-4.92100341071625,-3.8769941687754432,0.0
2019-03-27,1.0,-0.0,-1.1319520174482007,-0.0,-4.922246455834242,-3.8509269356597597,0.0
2019-03-28,1.0,-0.0,-1.1085043988269794,-0.0,-4.874008906266971,-3.8788964917997175,0.0
2019-03-29,1.0,-0.0,-1.0756503755306412,-0.0,-4.887667356046588,-3.9215195384782846,0.0
2019-04-01,1.0,-0.0,-1.114360256549625,-0.0,-4.866507229046635,-3.8897706272420915,0.0
2019-04-02,1.0,-0.0,-1.2119271120927664,-0.0,-5.055438983986748,-3.7762562120375485,0.0
2019-04-03,1.0,-0.0,-1.2118400706869892,-0.0,-5.066269052352552,-3.7667329357190193,0.0
2019-04-04,1.0,-0.0,-1.213160540721707,-0.0,-5.147022679030275,-3.8116411574125793,0.0
2019-04-05,1.0,-0.0,-1.1947788905142342,-0.0,-5.184539214583099,-3.8729605041071227,0.0
2019-04-08,1.0,-0.0,-1.1632217479218154,-0.0,-5.19287800494271,-3.8773309368681197,0.0
2019-04-09,1.0,-0.0,-1.1023302938196553,-0.0,-5.3212878532027466,-3.8338399189463015,0.0
2019-04-10,1.0,-0.0,-1.0464853886945729,-0.0,-5.400203091504006,-3.8361728534356314,0.0
2019-04-11,1.0,-0.0,-0.9809588575314518,-0.0,-5.5323586081831575,-3.820695908421172,0.0
2019-04-12,1.0,-0.0,-0.9872929430451555,-0.0,-5.537100068073519,-3.8213070115724985,0.0
2019-04-15,1.0,-0.0,-1.0002285714285715,-0.0,-5.555085714285715,-3.873142857142857,0.0
2019-04-16,1.0,-0.0,-1.0125170687300866,-0.0,-5.523782430587164,-3.8429676832043698,0.0
2019-04-17,1.0,-0.0,-0.9114984155726574,-0.0,-5.612041647804436,-3.7937980986871893,0.0
2019-04-18,1.0,-0.0,-0.9059237403540625,-0.0,-5.599977303676805,-3.8422605537902856,0.0
2019-04-22,1.0,-0.0,-0.9203670140462167,-0.0,-5.572270049841414,-3.8348436792025375,0.0
2019-04-23,1.0,-0.0,-0.9432190928627984,-0.0,-5.5606831806356745,-3.807035403234928,0.0
2019-04-24,1.0,-0.0,-0.8851847666402983,-0.0,-5.5617583907786186,-3.853881794553057,0.0
2019-04-25,1.0,-0.0,-0.8859281097630117,-0.0,-5.612200929810636,-3.8409116679895674,0.0
