Date,CATM,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-1.1088168328491794,-2.230038470597472,-0.22163774829237654,-1.6414383292769097,-1.6492894716181203,0.0
2018-09-25,1.0,-1.1263823064770933,-2.2380726698262245,-0.23767772511848342,-1.6475513428120063,-1.6492890995260665,0.0
2018-09-26,1.0,-1.126244272396903,-2.238110285985148,-0.2368462632327382,-1.6481276662979933,-1.6508137146468638,0.0
2018-09-27,1.0,-1.12836291913215,-2.226587771203156,-0.23952662721893492,-1.6463905325443786,-1.6486785009861933,0.0
2018-09-28,1.0,-1.1247729605938561,-2.2326462923477854,-0.24156992813709233,-1.6476348416646924,-1.6503987996525311,0.0
2018-10-01,1.0,-1.1297263091283025,-2.232795443758899,-0.24236671412751146,-1.6522702104097453,-1.6530612244897958,0.0
2018-10-02,1.0,-1.1309504981812433,-2.2195160525067217,-0.24766724656017716,-1.6541989561916812,-1.6553060256207497,0.0
2018-10-03,1.0,-1.1296413335440039,-2.2072207299731397,-0.24664243956391216,-1.656422815610681,-1.6603728867119607,0.0
2018-10-04,1.0,-1.1301223845242794,-2.203868930122384,-0.24697986577181208,-1.6566127121989733,-1.658191867350967,0.0
2018-10-05,1.0,-1.104436592069101,-2.191283863368669,-0.21601884570082452,-1.6673733804475854,-1.673341185708677,0.0
2018-10-08,1.0,-1.1071766561514196,-2.197160883280757,-0.20465299684542587,-1.6921924290220822,-1.6852523659305993,0.0
2018-10-09,1.0,-1.1041831097079715,-2.200315706393054,-0.1947119179163378,-1.698973954222573,-1.6944751381215468,0.0
2018-10-10,1.0,-1.1196567614810107,-2.210392499602733,-0.2044334975369458,-1.7162720483076435,-1.6946607341490545,0.0
2018-10-11,1.0,-0.9998475144861239,-2.194114059164379,-0.038502592253735896,-1.6767307105824947,-1.7150808173223544,0.0
2018-10-12,1.0,-1.012928442573662,-2.182276007215875,-0.018415514131088394,-1.6358989777510524,-1.6669422730006014,0.0
2018-10-15,1.0,-0.971758184133643,-2.2242115514270733,-0.0,-1.6274627312907335,-1.6678402876619973,0.0
2018-10-16,1.0,-0.9969761112791048,-2.2229361959479887,-0.0,-1.650287269428485,-1.689597822800121,0.0
2018-10-17,1.0,-0.9391837035943612,-2.128939405122149,-0.0,-1.6235884567126726,-1.6889069304007676,0.0
2018-10-18,1.0,-0.9382378984651712,-2.1270661157024793,-0.0,-1.6248524203069659,-1.6888282172373081,0.0
2018-10-19,1.0,-0.9112655449890271,-2.1101682516459404,-0.0,-1.6152158010241406,-1.678566203365033,0.0
2018-10-22,1.0,-0.9148780309134863,-2.1173540399970703,-0.0,-1.614900007325471,-1.6783385832539741,0.0
2018-10-23,1.0,-0.9211663858158108,-2.118250421276284,-0.0,-1.6108872444867757,-1.6762400175837058,0.0
2018-10-24,1.0,-0.9183763188745605,-2.1112983587338805,-0.0,-1.6143024618991795,-1.6831037514654164,0.0
2018-10-25,1.0,-0.8308844108592219,-1.990904002239015,-0.0,-1.5820738874895048,-1.592989084802687,0.0
2018-10-26,1.0,-0.788862788448252,-1.9598590576205608,-0.0,-1.5889871493712864,-1.5712311731380406,0.0
2018-10-29,1.0,-0.749845583693638,-1.970626587056482,-0.0,-1.5680461190035,-1.5744286596664607,0.0
2018-10-30,1.0,-0.7609159045588942,-1.9741456370762567,-0.0,-1.5712026404455752,-1.5699649315822044,0.0
2018-10-31,1.0,-0.761010142263971,-1.933360560887618,-0.0,-1.5590497583554555,-1.5534681097270437,0.0
2018-11-01,1.0,-0.739661845589733,-1.945406396414748,-0.0,-1.5544917498472193,-1.5506892102940175,0.0
2018-11-02,1.0,-0.7465965763579997,-1.8887316349912386,-0.0,-1.5658444534303813,-1.5383474861841218,0.0
2018-11-05,1.0,-0.871399657480928,-2.3278841662774403,-0.0,-1.8745134672271524,-1.710804919819399,0.0
2018-11-06,1.0,-0.8878395254448953,-2.3454573837027786,-0.0,-1.870902279113331,-1.701061504839213,0.0
2018-11-07,1.0,-0.8851372426699938,-2.3449001871490953,-0.0,-1.8686837180286962,-1.699157829070493,0.0
2018-11-08,1.0,-0.8249173776035662,-2.3334870494197215,-0.0,-1.8364460840826993,-1.6910306663592345,0.0
2018-11-09,1.0,-0.8242661748885816,-2.3325649300753035,-0.0,-1.8368679883202705,-1.690333487013985,0.0
2018-11-12,1.0,-0.8248292795212153,-2.296554899102279,-0.0,-1.8609683112100055,-1.6904780173405969,0.0
2018-11-13,1.0,-0.7915747851874383,-2.2874306136415483,-0.0,-1.8507337845030798,-1.6741692646947002,0.0
2018-11-14,1.0,-0.7946122821703067,-2.2873449509169776,-0.0,-1.8529792253253177,-1.6748344874819268,0.0
2018-11-15,1.0,-0.7924929716586886,-2.2894156978952966,-0.0,-1.8577615682698883,-1.6586125674340857,0.0
2018-11-16,1.0,-0.7834014223029203,-2.2689514298683617,-0.0,-1.8509608110152822,-1.6622030564381904,0.0
2018-11-19,1.0,-0.7839636913767019,-2.268532526475038,-0.0,-1.8502269288956126,-1.6616490166414521,0.0
2018-11-20,1.0,-0.7257677902621723,-2.249438202247191,-0.0,-1.8429962546816478,-1.6724344569288387,0.0
2018-11-21,1.0,-0.7213429965981364,-2.2284425380860817,-0.0,-1.8236207661588522,-1.621949415766898,0.0
2018-11-23,1.0,-0.7208976157082748,-2.2135528161216507,-0.0,-1.8263822248468295,-1.620875470583893,0.0
2018-11-26,1.0,-0.7198819623755072,-2.215639985245297,-0.0,-1.8236812984138695,-1.618148284765769,0.0
2018-11-27,1.0,-0.6967718268525311,-2.2225238444607482,-0.0,-1.8120322817314747,-1.60542920029347,0.0
2018-11-28,1.0,-0.6995963302752293,-2.2146055045871558,-0.0,-1.8166605504587154,-1.6086605504587155,0.0
2018-11-29,1.0,-0.6340511634629281,-2.181529122705593,-0.0,-1.8012718600953896,-1.6094811388929036,0.0
2018-11-30,1.0,-0.6330726904141327,-2.1858528815522735,-0.0,-1.8045178105994788,-1.616637706342311,0.0
2018-12-03,1.0,-0.6299457504520796,-2.185388788426763,-0.0,-1.8031826401446653,-1.6148282097649185,0.0
2018-12-04,1.0,-0.6157675731906672,-2.276341209689404,-0.0,-1.860826274334968,-1.67758953782137,0.0
2018-12-06,1.0,-0.5904077782615005,-2.1472210129153972,-0.0,-1.887461906835002,-1.6306776955449136,0.0
2018-12-07,1.0,-0.6006974716652136,-2.148939261842487,-0.0,-1.8902935193257775,-1.6253995931415286,0.0
2018-12-10,1.0,-0.5328709724028321,-2.1795983239416272,-0.0,-1.9103453258199683,-1.6015026730241295,0.0
2018-12-11,1.0,-0.535144116159792,-2.178429531170989,-0.0,-1.9101350863252184,-1.6001589250884924,0.0
2018-12-12,1.0,-0.5382391210062166,-2.1790516119705075,-0.0,-1.9125343356946654,-1.5987422292901547,0.0
2018-12-13,1.0,-0.5382778581765557,-2.182633863965268,-0.0,-1.913892908827786,-1.6011577424023156,0.0
2018-12-14,1.0,-0.5367372353673724,-2.241667277122555,-0.0,-1.921470954508827,-1.6255951944912461,0.0
2018-12-17,1.0,-0.5194748358862145,-2.238001458789205,-0.0,-1.909190371991247,-1.6272793581327498,0.0
2018-12-18,1.0,-0.4968944099378882,-2.2164524050267227,-0.0,-1.8929654773941933,-1.6159901776686407,0.0
2018-12-19,1.0,-0.5222902097902098,-2.228511072261072,-0.0,-1.9042103729603725,-1.6293706293706292,0.0
2018-12-20,1.0,-0.5163047425375844,-2.199724017720967,-0.0,-1.9238143656038929,-1.6227758007117437,0.0
2018-12-21,1.0,-0.5041913571325336,-2.204581586934528,-0.0,-1.931565255094667,-1.58613961555138,0.0
2018-12-24,1.0,-0.4770189003436426,-2.176331615120275,-0.0,-1.916237113402062,-1.5896334478808705,0.0
2018-12-26,1.0,-0.4689089881288864,-2.182801017524025,-0.0,-1.8634821933295647,-1.5509468626342564,0.0
2018-12-27,1.0,-0.349508682191412,-2.099003903620945,-0.0,-1.7273522681383766,-1.5545833894198413,0.0
2018-12-28,1.0,-0.3439558961947021,-2.1037380664246337,-0.0,-1.7251579938147101,-1.5502218636546994,0.0
2018-12-31,1.0,-0.34664783807410393,-2.1004639903167237,-0.0,-1.725909488265752,-1.5515432721404074,0.0
2019-01-02,1.0,-0.3410098026050759,-2.099100308849201,-0.0,-1.7225728481267626,-1.5514301060829865,0.0
2019-01-03,1.0,-0.3613631780600927,-2.095113262082409,-0.0,-1.7396652550917522,-1.5256436109430664,0.0
2019-01-04,1.0,-0.29372077488309956,-2.1197728790915162,-0.0,-1.7211756847027389,-1.5453573814295256,0.0
2019-01-07,1.0,-0.24986989331251627,-2.0595888628675514,-0.0,-1.6989981785063755,-1.4968123861566485,0.0
2019-01-08,1.0,-0.24956188745375477,-2.0484195495553967,-0.0,-1.7009151684299344,-1.4916596352307392,0.0
2019-01-09,1.0,-0.24548222035105902,-2.0376319709825763,-0.0,-1.699203316276961,-1.4947211606969364,0.0
2019-01-10,1.0,-0.24530744336569582,-2.0350809061488673,-0.0,-1.6994822006472494,-1.492621359223301,0.0
2019-01-11,1.0,-0.24764930938330845,-2.0226314765579403,-0.0,-1.706504117761494,-1.5078788664807727,0.0
2019-01-14,1.0,-0.26421946948569947,-2.019845644983462,-0.0,-1.7076334392632466,-1.4938711978727544,0.0
2019-01-15,1.0,-0.25528328795539995,-2.0075197718138207,-0.0,-1.7012187216387915,-1.5184753014391288,0.0
2019-01-16,1.0,-0.2307542768273717,-2.01464489372732,-0.0,-1.6906428201140487,-1.5439346811819594,0.0
2019-01-17,1.0,-0.2598445429434059,-1.960621828226376,-0.0,-1.6709064045737778,-1.5325367765144216,0.0
2019-01-18,1.0,-0.27037348695708463,-1.9453039031652537,-0.0,-1.6793319955984207,-1.5779014822965889,0.0
2019-01-22,1.0,-0.0,-2.1359236264103076,-0.0,-1.928232859336404,-1.6118565992389344,0.0
2019-01-23,1.0,-0.0,-2.0792218210990776,-0.0,-1.9444444444444446,-1.6617863350715338,0.0
2019-01-24,1.0,-0.0,-2.0803922876776304,-0.0,-1.930949362866102,-1.660217492828074,0.0
2019-01-25,1.0,-0.0,-2.0474560021913306,-0.0,-2.073272615216051,-1.7271793467095804,0.0
2019-01-28,1.0,-0.0,-2.0063481228668945,-0.0,-2.105392491467577,-1.7141979522184303,0.0
2019-01-29,1.0,-0.0,-1.9907534246575345,-0.0,-2.115958904109589,-1.7426027397260273,0.0
2019-01-30,1.0,-0.0,-2.027948146083078,-0.0,-2.1697797602453304,-1.7718148870922776,0.0
2019-01-31,1.0,-0.0,-2.0503421309872927,-0.0,-2.1304287110738724,-1.8014942047200115,0.0
2019-02-01,1.0,-0.0,-2.0597615183800184,-0.0,-2.164397093064277,-1.8315106187821915,0.0
2019-02-04,1.0,-0.0,-2.0548853615520284,-0.0,-2.174462081128748,-1.8253262786596123,0.0
2019-02-05,1.0,-0.0,-2.0483415666901905,-0.0,-2.1708539167254766,-1.837967537050106,0.0
