Date,IWF,IWM,MTUM,SPB,SPY,VLUE,VXX
2018-09-24,-0.8258256029684601,-2.198664192949907,-0.03413729128014842,1.0,-1.6025231910946196,-1.76,0.0
2018-09-25,-0.8269316328043896,-2.1951653566661724,-0.037223787631617974,1.0,-1.5995847545602846,-1.7561174551386622,0.0
2018-09-26,-0.8268189572053697,-2.1955054513090557,-0.03626789290217311,1.0,-1.6003115033746198,-1.7577690424979602,0.0
2018-09-27,-0.8271239167469078,-2.188356418043108,-0.03777497963113844,1.0,-1.598103844159692,-1.7554255240352568,0.0
2018-09-28,-0.8246304686919705,-2.2000297110599423,-0.04018420857164079,1.0,-1.602763128574612,-1.760231746267548,0.0
2018-10-01,-0.8254475228403774,-2.1987669910124046,-0.0407041521206269,1.0,-1.6029116838743223,-1.7598603580182723,0.0
2018-10-02,-0.8274786483475679,-2.18299294467137,-0.04701076865948756,1.0,-1.6060155959896028,-1.7630894912736725,0.0
2018-10-03,-0.827084416066523,-2.166901774445022,-0.04521493800579107,1.0,-1.6119236765906897,-1.7733313534783577,0.0
2018-10-04,-0.8325912733748887,-2.155981003265064,-0.04697239536954586,1.0,-1.6183585633719206,-1.7666963490650047,0.0
2018-10-05,-0.8032979976442874,-2.140312131919906,-0.01597467608951708,1.0,-1.623748527679623,-1.7782685512367493,0.0
2018-10-08,-0.7982243744955609,-2.1326583021498275,-0.011592926847164136,1.0,-1.621175434734757,-1.773644434661384,0.0
2018-10-09,-0.7965888954518606,-2.1471500295333725,-0.0,1.0,-1.6416125221500295,-1.7980655640874188,0.0
2018-10-10,-0.7969303423848878,-2.145365997638725,-0.0,1.0,-1.6416027154663517,-1.7950855962219598,0.0
2018-10-11,-0.6094591758203317,-2.0751416777443503,-0.0,1.0,-1.5431330021688938,-1.7686979640383407,0.0
2018-10-12,-0.612865416436845,-2.062396580253723,-0.0,1.0,-1.498138444567016,-1.7213182570325427,0.0
2018-10-15,-0.5695959388077108,-2.0891129862111546,-0.0,1.0,-1.4841874185360497,-1.7172257666186457,0.0
2018-10-16,-0.560717984121505,-2.129375215740421,-0.0,1.0,-1.4905764584052468,-1.7230238177424921,0.0
2018-10-17,-0.5058807532803046,-2.047114011829492,-0.0,1.0,-1.489700183561085,-1.7558637568835407,0.0
2018-10-18,-0.5063945578231294,-2.0496598639455783,-0.0,1.0,-1.489795918367347,-1.7568707482993198,0.0
2018-10-19,-0.4624521844171532,-2.018589356419032,-0.0,1.0,-1.4808402120663042,-1.7490772431380441,0.0
2018-10-22,-0.46281268861914027,-2.0053651666554893,-0.0,1.0,-1.4854805177385824,-1.7528670109315272,0.0
2018-10-23,-0.4618481981075096,-2.00664384940608,-0.0,1.0,-1.4878196094221865,-1.7546473391047581,0.0
2018-10-24,-0.45696075142569614,-1.9999329084199935,-0.0,1.0,-1.4905736330090575,-1.7616236162361627,0.0
2018-10-25,-0.36320113864268616,-1.898751374781652,-0.0,1.0,-1.5095426020573202,-1.6980656013456683,0.0
2018-10-26,-0.3217673648691666,-1.8622906984147196,-0.0,1.0,-1.5109823645508373,-1.6715477175781501,0.0
2018-10-29,-0.2826416046423616,-1.8653967453008706,-0.0,1.0,-1.488331020562634,-1.6711870821243853,0.0
2018-10-30,-0.26155011360767483,-1.8678364049482452,-0.0,1.0,-1.4912269628881596,-1.6908608937137088,0.0
2018-10-31,-0.26219702162128483,-1.821546513801483,-0.0,1.0,-1.4757305751137142,-1.6715060128356907,0.0
2018-11-01,-0.23460319433223542,-1.8392268970231807,-0.0,1.0,-1.4713815176185445,-1.6695046920638865,0.0
2018-11-02,-0.24001722758875285,-1.7818864209684364,-0.0,1.0,-1.4770196271457576,-1.65384852027318,0.0
2018-11-05,-0.23503012418541744,-1.793680068855281,-0.0,1.0,-1.476453953030862,-1.6426287962621418,0.0
2018-11-06,-0.24104234527687296,-1.7977997664556573,-0.0,1.0,-1.4716981132075473,-1.635363530207117,0.0
2018-11-07,-0.2386914625912969,-1.7968452709752656,-0.0,1.0,-1.468422021727122,-1.6336463511937644,0.0
2018-11-08,-0.179901871706342,-1.793809437276637,-0.0,1.0,-1.4444848264582955,-1.6391059422133383,0.0
2018-11-09,-0.17978684752331356,-1.7929635460821123,-0.0,1.0,-1.4444713576359451,-1.638246336441807,0.0
2018-11-12,-0.1772258725661583,-1.759599734764,-0.0,1.0,-1.457652661402134,-1.6335523539694978,0.0
2018-11-13,-0.12057074910820452,-1.7468489892984544,-0.0,1.0,-1.452972651605232,-1.6249108204518432,0.0
2018-11-14,-0.12150032693336504,-1.7457647268620342,-0.0,1.0,-1.4527729893598051,-1.6242049574986626,0.0
2018-11-15,-0.12033787401106419,-1.7532567961453809,-0.0,1.0,-1.4642198560466362,-1.610671584081851,0.0
2018-11-16,-0.13528233379241267,-1.8156379116063606,-0.0,1.0,-1.5722423938900714,-1.7370101414799048,0.0
2018-11-19,-0.133696537040516,-1.8168952345168765,-0.0,1.0,-1.57354875070449,-1.7380549815267081,0.0
2018-11-20,-0.308134035941089,-1.9552087555735709,-0.0,1.0,-1.6909201459262262,-1.8015808674503446,0.0
2018-11-21,-0.3324959261271048,-1.9750135795763175,-0.0,1.0,-1.7216865833785988,-1.7605920695274306,0.0
2018-11-23,-0.3331075589271201,-1.9573963695475483,-0.0,1.0,-1.7237875914386347,-1.758940666486047,0.0
2018-11-26,-0.333605553287056,-1.9835306927997824,-0.0,1.0,-1.727439771335239,-1.7608547706546893,0.0
2018-11-27,-0.30876979293544454,-1.9915414805792395,-0.0,1.0,-1.7166734334822036,-1.7498308296115848,0.0
2018-11-28,-0.3081820644811704,-2.001625575724736,-0.0,1.0,-1.7145082633432676,-1.7489840151720402,0.0
2018-11-29,-0.23392988806220258,-1.9809638715731621,-0.0,1.0,-1.7175413901736043,-1.7704269723171795,0.0
2018-11-30,-0.2344420600858369,-1.9832349785407726,-0.0,1.0,-1.7212312231759657,-1.767100321888412,0.0
2018-12-03,-0.22950599906159933,-1.98511964608888,-0.0,1.0,-1.7214960788256588,-1.766673369528789,0.0
2018-12-04,-0.21011543337559216,-1.9898578768265829,-0.0,1.0,-1.7115500100086742,-1.7609928604790817,0.0
2018-12-06,-0.16781785622921463,-1.8464441033512409,-0.0,1.0,-1.6907776925044768,-1.6904579176259913,0.0
2018-12-07,-0.1693311165110628,-1.846271901777721,-0.0,1.0,-1.690817240056273,-1.6881954214093875,0.0
2018-12-10,-0.10235771327164407,-1.8680441120547597,-0.0,1.0,-1.7038281150969705,-1.6637089618456078,0.0
2018-12-11,-0.10349854227405247,-1.8676638357206237,-0.0,1.0,-1.7033844593738117,-1.6633920649004945,0.0
2018-12-12,-0.10948023891218706,-1.871139916126573,-0.0,1.0,-1.7101283517600712,-1.6633625619519636,0.0
2018-12-13,-0.1092565458367841,-1.8665350066891762,-0.0,1.0,-1.7298209849015735,-1.664967828247436,0.0
2018-12-14,-0.11309107108763446,-1.8568701075542544,-0.0,1.0,-1.7311780054731751,-1.6630178832813594,0.0
2018-12-17,-0.07611930846684821,-1.8566271927047053,-0.0,1.0,-1.7076182635678552,-1.6923564055474636,0.0
2018-12-18,-0.046668751954957774,-1.828339067876134,-0.0,1.0,-1.6922114482327184,-1.6887081639036599,0.0
2018-12-19,-0.052387807473242794,-1.8275646241472119,-0.0,1.0,-1.6907429429805345,-1.6883019340301684,0.0
2018-12-20,-0.047932447535080094,-1.796162920650689,-0.0,1.0,-1.6924127654290324,-1.6723581274059354,0.0
2018-12-21,-0.0337030191004313,-1.7950708564386937,-0.0,1.0,-1.6937153419593347,-1.6390018484288356,0.0
2018-12-24,-0.0,-1.7504735137777232,-0.0,1.0,-1.6833262051689373,-1.6759943789332192,0.0
2018-12-26,-0.0,-1.761037394451146,-0.0,1.0,-1.6292521109770808,-1.6410735826296743,0.0
2018-12-27,-0.0,-1.659255429162358,-0.0,1.0,-1.4584051476502358,-1.6274847753648167,0.0
2018-12-28,-0.0,-1.6601652134006424,-0.0,1.0,-1.4540500229463054,-1.622361174850849,0.0
2018-12-31,-0.0,-1.6605094079853142,-0.0,1.0,-1.4539352914180816,-1.6221317117944012,0.0
2019-01-02,-0.0,-1.659651336162404,-0.0,1.0,-1.4494208051382038,-1.625473104713843,0.0
2019-01-03,-0.0,-1.6598417068134894,-0.0,1.0,-1.44930029823354,-1.6261183757742603,0.0
2019-01-04,-0.0,-1.6943050025965036,-0.0,1.0,-1.4172292423980153,-1.658473256015233,0.0
2019-01-07,-0.0,-1.6173039352497907,-0.0,1.0,-1.3686296399665083,-1.5959810214903711,0.0
2019-01-08,-0.0,-1.5951626355296078,-0.0,1.0,-1.3759799833194328,-1.5890464275785374,0.0
2019-01-09,-0.0,-1.5805056553559547,-0.0,1.0,-1.3719782656908406,-1.5919827012641385,0.0
2019-01-10,-0.0,-1.5869468534578606,-0.0,1.0,-1.374861018456749,-1.5974538581276405,0.0
2019-01-11,-0.0,-1.556660371069881,-0.0,1.0,-1.379735584935007,-1.6185979335629372,0.0
2019-01-14,-0.0,-1.5591063191241037,-0.0,1.0,-1.3865392096926583,-1.6120713610848663,0.0
2019-01-15,-0.0,-1.550675298582431,-0.0,1.0,-1.3936823306172563,-1.6366223908918407,0.0
2019-01-16,-0.0,-1.5498802428563472,-0.0,1.0,-1.3749791121261072,-1.6452403498022616,0.0
2019-01-17,-0.0,-1.5490283423353193,-0.0,1.0,-1.3747424689570689,-1.6444679547859011,0.0
2019-01-18,-0.0,-1.5498902583150431,-0.0,1.0,-1.3959705104395297,-1.6819179469863248,0.0
2019-01-22,-0.0,-1.6010868294963188,-0.0,1.0,-1.449865607105294,-1.7922753301390675,0.0
2019-01-23,-0.0,-1.5481433758931709,-0.0,1.0,-1.4629260864472298,-1.8457889188239427,0.0
2019-01-24,-0.0,-1.548772628742164,-0.0,1.0,-1.4642919913293104,-1.845567988751538,0.0
2019-01-25,-0.0,-1.466790664186716,-0.0,1.0,-1.5566088678226435,-1.976480470390592,0.0
2019-01-28,-0.0,-1.4113972993873058,-0.0,1.0,-1.5853310332520374,-1.9517577776455892,0.0
2019-01-29,-0.0,-1.3473591549295774,-0.0,1.0,-1.5625,-1.9586854460093897,0.0
2019-01-30,-0.0,-1.345744993246021,-0.0,1.0,-1.5632231162271686,-1.9639983555529452,0.0
2019-01-31,-0.0,-1.364658776423482,-0.0,1.0,-1.5277041747629982,-1.995819348760525,0.0
2019-02-01,-0.0,-1.3556558963232277,-0.0,1.0,-1.5341582126312088,-1.9743153697296663,0.0
2019-02-04,-0.0,-1.356271265986155,-0.0,1.0,-1.533497594743635,-1.976710078610818,0.0
2019-02-05,-0.0,-1.3548330301074005,-0.0,1.0,-1.5289629673102878,-1.9850930218909557,0.0
2019-02-06,-0.0,-1.3580775776069478,-0.0,1.0,-1.523619505897541,-1.986503139487119,0.0
2019-02-07,-0.0,-1.3598995737724062,-0.0,1.0,-1.507853097448473,-1.9710398785543293,0.0
2019-02-08,-0.0,-1.420854034337463,-0.0,1.0,-1.6808376831645808,-2.1872209295012888,0.0
2019-02-11,-0.0,-1.419564121945074,-0.0,1.0,-1.6853741496598638,-2.193877551020408,0.0
2019-02-12,-0.0,-1.4307663125948407,-0.0,1.0,-1.7030222559433483,-2.188859382903389,0.0
2019-02-13,-0.0,-1.44595534754285,-0.0,1.0,-1.6995129972803744,-2.17924229966479,0.0
2019-02-14,-0.0,-1.438952932934208,-0.0,1.0,-1.725877332653971,-2.2041908158716006,0.0
2019-02-15,-0.0,-1.424842827205182,-0.0,1.0,-1.7240744268749604,-2.2014986981647295,0.0
2019-02-19,-0.0,-1.4036900836926198,-0.0,1.0,-1.737826528024347,-2.19876997210246,0.0
2019-02-20,-0.0,-1.422336247307741,-0.0,1.0,-1.7228556949195488,-2.1895350310401622,0.0
2019-02-21,-0.0,-1.4534402807369344,-0.0,1.0,-1.6811630530141624,-2.1318460960020054,0.0
2019-02-22,-0.0,-1.4578970468367924,-0.0,1.0,-1.6859364223462288,-2.1261521098501475,0.0
2019-02-25,-0.0,-1.4536942675159235,-0.0,1.0,-1.740700636942675,-2.174968152866242,0.0
2019-02-26,-0.0,-1.4523794355609352,-0.0,1.0,-1.7424985666050836,-2.175766069949672,0.0
2019-02-27,-0.0,-1.4451106716846336,-0.0,1.0,-1.7564585060917268,-2.1772022708426357,0.0
2019-02-28,-0.0,-1.449205031607177,-0.0,1.0,-1.7599131600791775,-2.1761062511972415,0.0
2019-03-01,-0.0,-1.4497861201557813,-0.0,1.0,-1.7664559790589287,-2.1682308625422975,0.0
2019-03-04,-0.0,-1.4408054033388555,-0.0,1.0,-1.765133171912833,-2.1659870014018097,0.0
2019-03-05,-0.0,-1.4227014611114657,-0.0,1.0,-1.7916799591654438,-2.1660817967204746,0.0
2019-03-06,-0.0,-1.4195549302979922,-0.0,1.0,-1.808926972758665,-2.166197723494053,0.0
2019-03-07,-0.0,-1.374944157253175,-0.0,1.0,-1.8511711021762716,-2.1558491288531494,0.0
2019-03-08,-0.0,-1.370212491119292,-0.0,1.0,-1.9093198992443325,-2.1791642446554285,0.0
2019-03-11,-0.0,-1.3812982593901322,-0.0,1.0,-1.9229158487109017,-2.2394320115168167,0.0
2019-03-12,-0.0,-1.314926261490642,-0.0,1.0,-1.9687190000661332,-2.3296739633622114,0.0
2019-03-13,-0.0,-1.3492529348986124,-0.0,1.0,-1.9887940234791888,-2.332177161152615,0.0
2019-03-14,-0.0,-1.3552499833121954,-0.0,1.0,-1.9881850343768774,-2.3317535545023698,0.0
2019-03-15,-0.0,-1.3073919999999999,-0.0,1.0,-1.8737279999999998,-2.21888,0.0
2019-03-18,-0.0,-1.3479846324151852,-0.0,1.0,-1.9116363873152307,-2.252067461092661,0.0
2019-03-19,-0.0,-1.3520344850107766,-0.0,1.0,-1.9101952844360264,-2.26902227156946,0.0
2019-03-20,-0.0,-1.3587205872714163,-0.0,1.0,-1.912040374909877,-2.2836075244150225,0.0
2019-03-21,-0.0,-1.3600995546240502,-0.0,1.0,-1.9261854859837568,-2.263361278490961,0.0
2019-03-22,-0.0,-1.3602640264026404,-0.0,1.0,-1.9778877887788782,-2.2624422442244225,0.0
2019-03-25,-0.0,-1.2010430247718382,-0.0,1.0,-2.0383311603650585,-2.2795958279009123,0.0
2019-03-26,-0.0,-1.2196178845775065,-0.0,1.0,-2.037161053115357,-2.3087124942551376,0.0
2019-03-27,-0.0,-1.1943242888976275,-0.0,1.0,-2.0489579237121514,-2.3106567046795123,0.0
2019-03-28,-0.0,-1.1860221392546015,-0.0,1.0,-2.038317940656318,-2.3257352459553284,0.0
2019-03-29,-0.0,-1.1778039832285114,-0.0,1.0,-2.039701257861635,-2.333791928721174,0.0
2019-04-01,-0.0,-1.1923758283577195,-0.0,1.0,-2.0414014828423332,-2.3274719506594055,0.0
2019-04-02,-0.0,-1.2056190787324403,-0.0,1.0,-2.0429924861156485,-2.285200914733747,0.0
2019-04-03,-0.0,-1.2063129002744741,-0.0,1.0,-2.041693896222716,-2.2870213044046532,0.0
2019-04-04,-0.0,-1.2015301118158634,-0.0,1.0,-2.0430916105407704,-2.2943176616752763,0.0
2019-04-05,-0.0,-1.1964613368283092,-0.0,1.0,-2.0530799475753603,-2.303473132372215,0.0
2019-04-08,-0.0,-1.1825780331722608,-0.0,1.0,-2.0462975055504766,-2.3011623351181925,0.0
2019-04-09,-0.0,-1.1643423034112486,-0.0,1.0,-2.0885877037910037,-2.294572120735939,0.0
2019-04-10,-0.0,-1.141540271966527,-0.0,1.0,-2.105713912133891,-2.2904027196652716,0.0
2019-04-11,-0.0,-0.8068470219774286,-0.0,1.0,-1.7428586856741726,-1.8502078945947407,0.0
2019-04-12,-0.0,-0.7942340607616604,-0.0,1.0,-1.7240051347881902,-1.8304985023534446,0.0
2019-04-15,-0.0,-0.7952238487017844,-0.0,1.0,-1.7130035260177368,-1.8341703173415962,0.0
2019-04-16,-0.0,-0.7759400095729405,-0.0,1.0,-1.7098335372015103,-1.8325799074615752,0.0
2019-04-17,-0.0,-0.7684322597817408,-0.0,1.0,-1.7159968059622042,-1.8389672611125898,0.0
2019-04-18,-0.0,-0.7580344294622395,-0.0,1.0,-1.7174225870063424,-1.8541278047220593,0.0
2019-04-22,-0.0,-0.7587444426589534,-0.0,1.0,-1.7315871230381916,-1.8661952970164444,0.0
2019-04-23,-0.0,-0.7629208663950248,-0.0,1.0,-1.729948530988634,-1.8684859532489813,0.0
2019-04-24,-0.0,-0.7578611332801277,-0.0,1.0,-1.7001862197392923,-1.8625166267624367,0.0
2019-04-25,-0.0,-0.7583413282166079,-0.0,1.0,-1.709785737128238,-1.8617951177912802,0.0
2019-04-26,-0.0,-0.7531496903694215,-0.0,1.0,-1.7202114029468292,-1.8650971599402095,0.0
2019-04-29,-0.0,-0.7543906475204185,-0.0,1.0,-1.7203864837452625,-1.863396145838894,0.0
2019-04-30,-0.0,-0.7626648160999306,-0.0,1.0,-1.7175572519083968,-1.8579512090962473,0.0
2019-05-01,-0.0,-0.7769584268462114,-0.0,1.0,-1.7187132627979052,-1.8479747782408893,0.0
2019-05-02,-0.0,-0.77607952116289,-0.0,1.0,-1.7128046173578453,-1.8553334758443778,0.0
2019-05-03,-0.0,-0.7584853627492576,-0.0,1.0,-1.7029592702588034,-1.8419070852778956,0.0
2019-05-06,-0.0,-0.7395651483891446,-0.0,1.0,-1.7049145638258478,-1.8456329683119082,0.0
2019-05-07,-0.0,-0.7446256486286138,-0.0,1.0,-1.7039076564651063,-1.8463941544000848,0.0
2019-05-08,-0.0,-0.7379608629147107,-0.0,1.0,-1.6911756949206183,-1.845455983965399,0.0
2019-05-09,-0.0,-0.7372017295681418,-0.0,1.0,-1.7555116639086104,-1.8455132653605937,0.0
2019-05-10,-0.0,-0.7307242369456556,-0.0,1.0,-1.7545464213548865,-1.83218121875997,0.0
2019-05-13,-0.0,-0.7281765018607125,-0.0,1.0,-1.7493886230728337,-1.8387559808612441,0.0
2019-05-14,-0.0,-0.6363020127229116,-0.0,1.0,-1.7554489519240797,-1.8225570966732714,0.0
2019-05-15,-0.0,-0.6400605554395489,-0.0,1.0,-1.7691062852370014,-1.8111296721653791,0.0
2019-05-16,-0.0,-0.6389206613288967,-0.0,1.0,-1.753977331808256,-1.8061765623375272,0.0
2019-05-17,-0.0,-0.6344719687092568,-0.0,1.0,-1.7626075619295958,-1.8179921773142114,0.0
2019-05-20,-0.0,-0.6157175636211931,-0.0,1.0,-1.773414685022945,-1.8257196495619523,0.0
2019-05-21,-0.0,-0.6245841995841996,-0.0,1.0,-1.7541580041580045,-1.8187629937629939,0.0
2019-05-22,-0.0,-0.6108627858627859,-0.0,1.0,-1.76975051975052,-1.816891891891892,0.0
2019-05-23,-0.0,-0.6066237541528239,-0.0,1.0,-1.7834821428571428,-1.800924003322259,0.0
2019-05-24,-0.0,-0.5803082014686111,-0.0,1.0,-1.7841038370048607,-1.8067018305926157,0.0
2019-05-28,-0.0,-0.5667890572477634,-0.0,1.0,-1.789574391063764,-1.8150695557739052,0.0
2019-05-29,-0.0,-0.5624516328741681,-0.0,1.0,-1.7869782799360265,-1.809730175927359,0.0
2019-05-30,-0.0,-0.5680104031209363,-0.0,1.0,-1.813628088426528,-1.819921976592978,0.0
2019-05-31,-0.0,-0.578490035901972,-0.0,1.0,-1.8061293511629115,-1.8185649617565949,0.0
2019-06-03,-0.0,-0.578852026292635,-0.0,1.0,-1.8028569949795559,-1.7940065214015837,0.0
2019-06-04,-0.0,-0.5641571109842785,-0.0,1.0,-1.7855549213926216,-1.8388937892388315,0.0
2019-06-05,-0.0,-0.5421748226769403,-0.0,1.0,-1.7719038628361483,-1.7887942031943662,0.0
2019-06-06,-0.0,-0.545964697479849,-0.0,1.0,-1.7653810835629018,-1.7901744719926538,0.0
2019-06-07,-0.0,-0.5708161077935997,-0.0,1.0,-1.7514928801102434,-1.781554636860103,0.0
2019-06-10,-0.0,-0.578942009062675,-0.0,1.0,-1.7249121735145867,-1.7875362761570186,0.0
2019-06-11,-0.0,-0.5903515944399019,-0.0,1.0,-1.7354865085854458,-1.7845461978740802,0.0
2019-06-12,-0.0,-0.5842943157465048,-0.0,1.0,-1.7326257781406265,-1.7856413919787735,0.0
2019-06-13,-0.0,-0.630189450033192,-0.0,1.0,-1.7263442782004799,-1.749936169126283,0.0
