Date,IWF,IWM,MTUM,SPY,SYKE,VLUE,VXX
2018-09-24,-0.23533993546233445,-0.7522810726605096,-0.0,-0.4047234894848114,1.0,-0.3894514298431067,0.0
2018-09-25,-0.2378674527908335,-0.7513140695831132,-0.0,-0.40409377868009017,1.0,-0.3878243457463081,0.0
2018-09-26,-0.2361300749575055,-0.7510797781926603,-0.0,-0.4057179480034553,1.0,-0.39359656700197837,0.0
2018-09-27,-0.2353843579158764,-0.753793372754658,-0.0,-0.40603034698203727,1.0,-0.3940087024433783,0.0
2018-09-28,-0.2363494322145029,-0.753215591082838,-0.0,-0.406294467230267,1.0,-0.3942412321084791,0.0
2018-10-01,-0.2359402951699463,-0.7566245527728085,-0.0,-0.4068649373881932,1.0,-0.39574016100178894,0.0
2018-10-02,-0.23759747337823864,-0.7503843036418011,-0.0,-0.4090108722993935,1.0,-0.3979429274155231,0.0
2018-10-03,-0.2370788400290552,-0.744761691903671,-0.0,-0.4107112923953736,1.0,-0.4012124937140303,0.0
2018-10-04,-0.2381723733452494,-0.7426688264536669,-0.0,-0.4118862760431213,1.0,-0.4001005418086354,0.0
2018-10-05,-0.22809360825889752,-0.7395163758800122,-0.0,-0.4128057433842558,1.0,-0.4022316832234188,0.0
2018-10-08,-0.22603767294549093,-0.7372617658498639,-0.0,-0.4137356226037673,1.0,-0.40120575651497475,0.0
2018-10-09,-0.2252409923049143,-0.7373392227130038,-0.0,-0.41389560241131207,1.0,-0.40156124121454567,0.0
2018-10-10,-0.2296947605665155,-0.7372214029327472,-0.0,-0.4175408330782715,1.0,-0.39806338518044465,0.0
2018-10-11,-0.19741117998853053,-0.7342363254048444,-0.0,-0.4032332941915399,1.0,-0.39594199732379365,0.0
2018-10-12,-0.20064305206560215,-0.7320256140066467,-0.0,-0.38920861365539977,1.0,-0.3800221555753695,0.0
2018-10-15,-0.17485350112068268,-0.7589317058680566,-0.0,-0.3850287596878292,1.0,-0.3816262050714267,0.0
2018-10-16,-0.17411027704271748,-0.7600313225684506,-0.0,-0.38472754765890804,1.0,-0.38135227088621265,0.0
2018-10-17,-0.16987773747144969,-0.7530028214429665,-0.0,-0.3826951498051861,1.0,-0.3814859599623808,0.0
2018-10-18,-0.16894363166953527,-0.7512908777969018,-0.0,-0.38645654044750427,1.0,-0.3826376936316695,0.0
2018-10-19,-0.15611307042855616,-0.7449503045848028,-0.0,-0.38834562359730684,1.0,-0.38241423533183716,0.0
2018-10-22,-0.15599422243620606,-0.7348205210506606,-0.0,-0.3952549082544268,1.0,-0.38872840100572403,0.0
2018-10-23,-0.16693552723557564,-0.7402000322632682,-0.0,-0.39237511426574173,1.0,-0.3890950153250524,0.0
2018-10-24,-0.16553355010345847,-0.7367855319377636,-0.0,-0.3933302878026496,1.0,-0.39155671405154113,0.0
2018-10-25,-0.14346434381067324,-0.7106837382589075,-0.0,-0.39770163194626645,1.0,-0.3718581098808837,0.0
2018-10-26,-0.1284661650220012,-0.702033483479574,-0.0,-0.40633217902986435,1.0,-0.3668602077746244,0.0
2018-10-29,-0.11924963026387485,-0.7061051866843102,-0.0,-0.40175397628499526,1.0,-0.36753068161179003,0.0
2018-10-30,-0.13786620711264297,-0.7106115201838217,-0.0,-0.40558253694709906,1.0,-0.35704214319285604,0.0
2018-10-31,-0.1365072677480514,-0.723430587739625,-0.0,-0.41046977038129345,1.0,-0.3628080893195703,0.0
2018-11-01,-0.1395440769534853,-0.7216497562261168,-0.0,-0.41104229806298587,1.0,-0.36315720121228096,0.0
2018-11-02,-0.14919790322155782,-0.6898032294602638,-0.0,-0.43163079840897717,1.0,-0.3635118404762532,0.0
2018-11-05,-0.14373911666930506,-0.7077199092396178,-0.0,-0.4349110864862012,1.0,-0.35198670254867814,0.0
2018-11-06,-0.142728928543146,-0.7067286117783703,-0.0,-0.43626428741123985,1.0,-0.3539846369083758,0.0
2018-11-07,-0.16744572236914937,-0.8546958607540439,-0.0,-0.5716833753613383,1.0,-0.48136416753797895,0.0
2018-11-08,-0.17271546927167059,-0.8586620502040312,-0.0,-0.5774700136020774,1.0,-0.48256460986768884,0.0
2018-11-09,-0.1731078407123423,-0.8585518179569626,-0.0,-0.5773559238189463,1.0,-0.48271704180064307,0.0
2018-11-12,-0.17356648541769648,-0.8394401878398418,-0.0,-0.5931475531389026,1.0,-0.4833477508650519,0.0
2018-11-13,-0.14355979096218877,-0.8428220104518906,-0.0,-0.603688902551491,1.0,-0.484014755610206,0.0
2018-11-14,-0.14294063365118426,-0.843924946170409,-0.0,-0.6042448477391572,1.0,-0.48486619501691786,0.0
2018-11-15,-0.14206136706367525,-0.8448281168251622,-0.0,-0.6045609823654325,1.0,-0.48613547533314866,0.0
2018-11-16,-0.13996254566665642,-0.8381481595186195,-0.0,-0.6029840665581924,1.0,-0.48896325177294075,0.0
2018-11-19,-0.13972552270424612,-0.8382610297503914,-0.0,-0.6031746031746031,1.0,-0.4890546805440422,0.0
2018-11-20,-0.08596813725490196,-0.8349264705882352,-0.0,-0.6178308823529411,1.0,-0.525,0.0
2018-11-21,-0.07795162697917965,-0.8526368283256452,-0.0,-0.6333374890911357,1.0,-0.552892407430495,0.0
2018-11-23,-0.07910712617913514,-0.8428753774789078,-0.0,-0.6373400579060429,1.0,-0.5539055446592571,0.0
2018-11-26,-0.07801838292568936,-0.8511606169185231,-0.0,-0.6352391338214675,1.0,-0.5513942981772861,0.0
2018-11-27,-0.07102537063457602,-0.8528006947459835,-0.0,-0.6309472117114323,1.0,-0.5468023075491596,0.0
2018-11-28,-0.0691648023862789,-0.8644978871488938,-0.0,-0.627889634601044,1.0,-0.5455505841411882,0.0
2018-11-29,-0.04650304484222181,-0.8540936212093253,-0.0,-0.625330626806914,1.0,-0.5497016669742265,0.0
2018-11-30,-0.04548814290113951,-0.8553125962426856,-0.0,-0.6258392362180475,1.0,-0.5531259624268556,0.0
2018-12-03,-0.048351172430860616,-0.8581637072325682,-0.0,-0.6299263750541361,1.0,-0.5570438656190064,0.0
2018-12-04,-0.03833086236718557,-0.8655176674079567,-0.0,-0.6278107239930812,1.0,-0.5570484309364963,0.0
2018-12-06,-0.029959489691033316,-0.8313380494588548,-0.0,-0.6245238527117721,1.0,-0.5373662252856883,0.0
2018-12-07,-0.0286914983673963,-0.831841818841456,-0.0,-0.6248941830934818,1.0,-0.5379429193372839,0.0
2018-12-10,-0.007908690572481352,-0.8362841137173842,-0.0,-0.625775141547587,1.0,-0.5257481801024535,0.0
2018-12-11,-0.010094958511817392,-0.8353653056945152,-0.0,-0.6260671599317017,1.0,-0.5240092262528832,0.0
2018-12-12,-0.00777077707770777,-0.8374137413741375,-0.0,-0.6268826882688269,1.0,-0.5282628262826283,0.0
2018-12-13,-0.008813090296577033,-0.8414846898875054,-0.0,-0.6263009083799554,1.0,-0.5313120375383504,0.0
2018-12-14,-0.011363977993566426,-0.8349216847548329,-0.0,-0.6290472897814389,1.0,-0.5310104320115444,0.0
2018-12-17,-0.0,-0.8348511173686417,-0.0,-0.6168593852974656,1.0,-0.5439158828110958,0.0
2018-12-18,-0.0,-0.8328102113412849,-0.0,-0.6142647894060324,1.0,-0.5422234179296326,0.0
2018-12-19,-0.0005390835579514825,-0.8341419586702606,-0.0,-0.6158131176999102,1.0,-0.5444144953578917,0.0
2018-12-20,-0.0,-0.8198919112597415,-0.0,-0.6256606252426026,1.0,-0.5403242662207758,0.0
2018-12-21,-0.0,-0.8201753082751448,-0.0,-0.6259396820680433,1.0,-0.5252117070271877,0.0
2018-12-24,-0.0,-0.8407438562759117,-0.0,-0.6408099501291834,1.0,-0.5227122513969837,0.0
2018-12-26,-0.0,-0.8454911313161424,-0.0,-0.6239081830377105,1.0,-0.5116708898494559,0.0
2018-12-27,-0.0,-0.8120053151539662,-0.0,-0.5654861632676642,1.0,-0.5111502686463689,0.0
2018-12-28,-0.0,-0.8115439113964316,-0.0,-0.5671322402475347,1.0,-0.513114137821347,0.0
2018-12-31,-0.0,-0.8164470826697553,-0.0,-0.5667004488200377,1.0,-0.5124656145938903,0.0
2019-01-02,-0.0,-0.8160034727246418,-0.0,-0.5655621473014035,1.0,-0.5123715815366806,0.0
2019-01-03,-0.0,-0.8154233316941945,-0.0,-0.570246738595933,1.0,-0.5069566978103034,0.0
2019-01-04,-0.0,-0.8189560913851642,-0.0,-0.5495194797721126,1.0,-0.5089198365655752,0.0
2019-01-07,-0.0,-0.8036039108685766,-0.0,-0.5421782628467485,1.0,-0.49641882673942705,0.0
2019-01-08,-0.0,-0.8006418084230257,-0.0,-0.5435776559793258,1.0,-0.495640814471928,0.0
2019-01-09,-0.0,-0.8088658442779408,-0.0,-0.5461952650921627,1.0,-0.4938890629896584,0.0
2019-01-10,-0.0,-0.8063955806139302,-0.0,-0.5483797482772368,1.0,-0.49273876644455833,0.0
2019-01-11,-0.0,-0.8004333447371422,-0.0,-0.5510320447029308,1.0,-0.4994868286007526,0.0
2019-01-14,-0.0,-0.8001654354088822,-0.0,-0.5539233862916797,1.0,-0.4982172908525628,0.0
2019-01-15,-0.0,-0.7967732724157623,-0.0,-0.5531696173615077,1.0,-0.5055682467161622,0.0
2019-01-16,-0.0,-0.7955148506376787,-0.0,-0.5461782076521441,1.0,-0.511455391023995,0.0
2019-01-17,-0.0,-0.7929834569309754,-0.0,-0.5468625213918996,1.0,-0.512378779235596,0.0
2019-01-18,-0.0,-0.7872761140564551,-0.0,-0.5524860295171228,1.0,-0.5259779338014042,0.0
2019-01-22,-0.0,-0.8735754270130617,-0.0,-0.5404908856035596,1.0,-0.4566097315917899,0.0
2019-01-23,-0.0,-0.8257119935820297,-0.0,-0.5412010773021604,1.0,-0.49828090080797666,0.0
2019-01-24,-0.0,-0.8166242384371156,-0.0,-0.5522725322502218,1.0,-0.49143331140413604,0.0
2019-01-25,-0.0,-0.8183770605990249,-0.0,-0.5826561411655445,1.0,-0.5011899233805434,0.0
2019-01-28,-0.0,-0.7980819529206625,-0.0,-0.6109561174077303,1.0,-0.49709386806161,0.0
2019-01-29,-0.0,-0.7990415335463259,-0.0,-0.6051118210862619,1.0,-0.5002904443799012,0.0
