Date,CHKP,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.38222257610743954,-0.49263476391432437,-0.12718634710831542,-0.4098787058417603,-0.24219019561005387,0.0
2018-09-25,1.0,-0.3845745527894262,-0.491029247836934,-0.13068634216253516,-0.40830192685386696,-0.23945007696799192,0.0
2018-09-26,1.0,-0.38431518305147744,-0.4908806116760029,-0.12963602092016885,-0.40881939097884085,-0.2411925558180901,0.0
2018-09-27,1.0,-0.38642754815089936,-0.4852761712739428,-0.1312410463203693,-0.4088979678463416,-0.24109937921154562,0.0
2018-09-28,1.0,-0.38443164627511345,-0.48735369834655906,-0.13166485310119694,-0.40900767005493777,-0.24154038058334878,0.0
2018-10-01,1.0,-0.3853608028460681,-0.4865395847714119,-0.13149790261774544,-0.409759464769288,-0.24175649126533214,0.0
2018-10-02,1.0,-0.38561189275285374,-0.482718343509424,-0.13297053358109903,-0.4104857977170162,-0.24287231218476243,0.0
2018-10-03,1.0,-0.387300487622905,-0.49319193157291696,-0.13408297583202322,-0.4099229928855019,-0.24010765008393506,0.0
2018-10-04,1.0,-0.3869265015595425,-0.4942550185278985,-0.13422729332729066,-0.4094798859001359,-0.2410226333608808,0.0
2018-10-05,1.0,-0.38211317347778756,-0.49010860617647845,-0.1283358559706843,-0.4122786053798561,-0.24254494277596328,0.0
2018-10-08,1.0,-0.38094480674407505,-0.4876464662531149,-0.12565611579449656,-0.41479773076719156,-0.24192778749801175,0.0
2018-10-09,1.0,-0.3829092935027725,-0.4881808293317062,-0.12930782903987478,-0.4133393468283236,-0.2393017271111347,0.0
2018-10-10,1.0,-0.3826613224325114,-0.4892363230961166,-0.12839434077456002,-0.4135587821516736,-0.24054362540811722,0.0
2018-10-11,1.0,-0.364765170407315,-0.483738570241064,-0.10291978387364921,-0.40617206982543635,-0.2400768911055694,0.0
2018-10-12,1.0,-0.3760141727431447,-0.47845845743042004,-0.10254698572455583,-0.39111122522337477,-0.219395090890418,0.0
2018-10-15,1.0,-0.37079083593870127,-0.48705858233816823,-0.09445953564655835,-0.39090769309620216,-0.2194403157193378,0.0
2018-10-16,1.0,-0.3704481972170258,-0.4882505189247367,-0.09356020808241293,-0.39089767572969786,-0.21943469236091534,0.0
2018-10-17,1.0,-0.36307474174599963,-0.46916143406927285,-0.08755316994125988,-0.3890520559043954,-0.22303524407534941,0.0
2018-10-18,1.0,-0.364812091088908,-0.47258710757214584,-0.08596642491251204,-0.38849723588781254,-0.22399452249327992,0.0
2018-10-19,1.0,-0.3608283785145621,-0.46629043635997175,-0.08094830192482112,-0.39000302327925024,-0.22127884712284593,0.0
2018-10-22,1.0,-0.36122027408303103,-0.464606005642886,-0.07968057234985892,-0.3911225312374043,-0.22254131398629587,0.0
2018-10-23,1.0,-0.36707227605049464,-0.4676313592552303,-0.08836550380733134,-0.38579270915024416,-0.22092640845961195,0.0
2018-10-24,1.0,-0.3697472613656488,-0.4648215144078731,-0.08133680775166341,-0.3892276165658916,-0.22478305968072457,0.0
2018-10-25,1.0,-0.36407281456291263,-0.45354070814162833,-0.08056611322264452,-0.3877775555111022,-0.21451790358071615,0.0
2018-10-26,1.0,-0.35631528022427866,-0.44749051033319276,-0.06981417619768278,-0.39561366512020246,-0.21172501054407425,0.0
2018-10-29,1.0,-0.3493773473018383,-0.4529551294722277,-0.062858272385847,-0.3915793635105752,-0.21404921921328324,0.0
2018-10-30,1.0,-0.35267647422425513,-0.4529855359129683,-0.06482877982445297,-0.391272097910743,-0.21075534676721475,0.0
2018-10-31,1.0,-0.35579640689129743,-0.4385706210523729,-0.06635700066357,-0.38976136056428035,-0.20718130207181304,0.0
2018-11-01,1.0,-0.36946496752119806,-0.4292904249516537,-0.07700699161997324,-0.39331581296176926,-0.2102196657906481,0.0
2018-11-02,1.0,-0.37536396387504317,-0.41057592656566155,-0.07299017914425307,-0.4007550708187336,-0.20786655480432314,0.0
2018-11-05,1.0,-0.37434012531451966,-0.4130692190043909,-0.07306724554738764,-0.4008091173713553,-0.20556021510681335,0.0
2018-11-06,1.0,-0.3734701934465061,-0.41255428345834977,-0.07360343466245559,-0.40127812870114493,-0.2065238847216739,0.0
2018-11-07,1.0,-0.37190266032200003,-0.4121403387657487,-0.07613599940826944,-0.399615375132523,-0.20572499321975393,0.0
2018-11-08,1.0,-0.3610757323405506,-0.41530322327814245,-0.06407367492897031,-0.3973253649456256,-0.21152150484961305,0.0
2018-11-09,1.0,-0.3624546257235357,-0.4164868046698714,-0.06303345433140391,-0.3976994015500833,-0.212989306386736,0.0
2018-11-12,1.0,-0.36399471158554497,-0.40165018117716184,-0.060816766232494365,-0.40909313485456855,-0.21280971501322102,0.0
2018-11-13,1.0,-0.36013722293861467,-0.3994793314031289,-0.05386730249872266,-0.41091457628768163,-0.20860806306415902,0.0
2018-11-14,1.0,-0.3606218372907746,-0.39906091864538734,-0.05391202802646944,-0.41090891397430906,-0.2083495523550019,0.0
2018-11-15,1.0,-0.36146686432234076,-0.40037424967799945,-0.05229774721135386,-0.41429925393083666,-0.20175459913971175,0.0
2018-11-16,1.0,-0.3616969520056435,-0.4017368459461432,-0.05283514558855725,-0.41460507431462695,-0.20168332968449731,0.0
2018-11-19,1.0,-0.3616467036712435,-0.4032281624306164,-0.04976141785957737,-0.4168370824812543,-0.2030382705229331,0.0
2018-11-20,1.0,-0.3595188919936824,-0.40250273356821764,-0.04519499453286356,-0.4184910703438221,-0.2041307253067671,0.0
2018-11-21,1.0,-0.3597030648994292,-0.41007423377514274,-0.037557880294975136,-0.4262194673787883,-0.21640492931866626,0.0
2018-11-23,1.0,-0.3594427168776475,-0.40733576552973727,-0.038613158345779976,-0.42670355769937074,-0.2164246712862075,0.0
2018-11-26,1.0,-0.3596086892561173,-0.41575540626685625,-0.03582111508851076,-0.4258078752513117,-0.21480409944588827,0.0
2018-11-27,1.0,-0.35840989053948397,-0.4178557466770915,-0.03000390930414386,-0.4246237294761533,-0.21242181391712278,0.0
2018-11-28,1.0,-0.35741323370366734,-0.4401238816242258,-0.023276963917018976,-0.42370465047684597,-0.21347458460328386,0.0
2018-11-29,1.0,-0.35342673786312645,-0.43744182628716993,-0.021236466957331113,-0.4227698035565571,-0.2145201587223828,0.0
2018-11-30,1.0,-0.3532452894910935,-0.43763016685859896,-0.021194227329527356,-0.42270845073873525,-0.21542155685688383,0.0
2018-12-03,1.0,-0.3533218926207404,-0.43760725668055894,-0.022186810492767838,-0.4227997058102476,-0.21566560431478307,0.0
2018-12-04,1.0,-0.34842259721203234,-0.43920273905600393,-0.024211298606016143,-0.41995597945708,-0.21379310344827587,0.0
2018-12-06,1.0,-0.3396167739157477,-0.4020285625433581,-0.04796306485180489,-0.41231490562878265,-0.19022558189603614,0.0
2018-12-07,1.0,-0.33935406698564596,-0.4023444976076555,-0.0472488038277512,-0.4127511961722488,-0.19064593301435406,0.0
2018-12-10,1.0,-0.34009897439575415,-0.40280666523225517,-0.04520787013794258,-0.4138516340338043,-0.18869683712257046,0.0
2018-12-11,1.0,-0.35422821048586595,-0.39885198261161947,-0.05355813339097437,-0.42195643298028196,-0.17309124096356604,0.0
