Date,DSGX,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.38381578202005323,-0.6360392001359543,-0.19897467852489664,-0.3818897637795276,-0.23166034101852379,0.0
2018-09-25,1.0,-0.3829141121870166,-0.6510915028934854,-0.18927977998051912,-0.39480318569873374,-0.24674841001547013,0.0
2018-09-26,1.0,-0.3825030098033595,-0.6509774694719945,-0.18752508169466264,-0.3957748093791206,-0.24972768445794874,0.0
2018-09-27,1.0,-0.38322924425600186,-0.6482839626425256,-0.18824843866384006,-0.3955766916862431,-0.24949865352661435,0.0
2018-09-28,1.0,-0.3823124964189538,-0.6488282816707729,-0.18856357073282531,-0.39549074657651984,-0.24967054374606087,0.0
2018-10-01,1.0,-0.38386560403646575,-0.6478126254228541,-0.188205951493607,-0.39682357662978035,-0.25012900636431395,0.0
2018-10-02,1.0,-0.3845095453763688,-0.6405721492862466,-0.19073553861147738,-0.39846930000573294,-0.2521928567333601,0.0
2018-10-03,1.0,-0.3908473198211278,-0.6703641326441722,-0.1928393054184331,-0.40095243626226845,-0.2487658981357802,0.0
2018-10-04,1.0,-0.3926394613107332,-0.6665408951065188,-0.19324316479944273,-0.4033493933940907,-0.24664770418529053,0.0
2018-10-05,1.0,-0.40437190494330005,-0.682890380050986,-0.19635479239311981,-0.4041081841357283,-0.24247663140621795,0.0
2018-10-08,1.0,-0.4031418207348467,-0.680610812075825,-0.19395038614556517,-0.40606716592557923,-0.2416042593025977,0.0
2018-10-09,1.0,-0.4037212568018255,-0.6807969106547306,-0.19501492013340352,-0.4054765666140074,-0.24053595459598617,0.0
2018-10-10,1.0,-0.4041003743565746,-0.6803638277959757,-0.19542583060364999,-0.4055334581188582,-0.2392372484791764,0.0
2018-10-11,1.0,-0.38207169033440225,-0.6794835089326615,-0.16619903802107192,-0.39601465872652314,-0.23926362803481452,0.0
2018-10-12,1.0,-0.39948885418145674,-0.6801647025415306,-0.16623597898622747,-0.37850347863126504,-0.215334374556297,0.0
2018-10-15,1.0,-0.4122085048010974,-0.6695244627343392,-0.17784064929126658,-0.3828303612254229,-0.2153920896204847,0.0
2018-10-16,1.0,-0.41927502876869965,-0.6585730724971232,-0.18972957422324507,-0.3879746835443038,-0.22128883774453395,0.0
2018-10-17,1.0,-0.41277844243149325,-0.6421409445678802,-0.18503959437133255,-0.3853757192502706,-0.22315273742380223,0.0
2018-10-18,1.0,-0.41152837930248465,-0.6402723957146114,-0.18614656940961932,-0.3878219740141327,-0.22355824025529974,0.0
2018-10-19,1.0,-0.4103044762553965,-0.6396273574187685,-0.18322540331742784,-0.38741195182912974,-0.21972279027493752,0.0
2018-10-22,1.0,-0.4098928885984601,-0.6404238997641845,-0.18458959570417932,-0.3867090945251016,-0.21956416740063073,0.0
2018-10-23,1.0,-0.42168951740392635,-0.6506567790520537,-0.19755109079934466,-0.3828001494639418,-0.2216377798856026,0.0
2018-10-24,1.0,-0.4218741017533775,-0.6520839321644151,-0.19724058637539524,-0.3826961770623743,-0.22046565104915208,0.0
2018-10-25,1.0,-0.4020904556408676,-0.6214762091576529,-0.19598722187972875,-0.3867342935604999,-0.1959311774925741,0.0
2018-10-26,1.0,-0.3904142244159632,-0.6244496171859663,-0.1644838320666349,-0.4214039319067785,-0.20374680988305244,0.0
2018-10-29,1.0,-0.37970722985808475,-0.6347077885797296,-0.15468208738406528,-0.4160520728573025,-0.20848698178567437,0.0
2018-10-30,1.0,-0.38262011907091154,-0.6347094502054393,-0.15644128909634683,-0.4157699080414792,-0.20555105235206977,0.0
2018-10-31,1.0,-0.3865877712031558,-0.6173570019723866,-0.15809650804233685,-0.4144234241742367,-0.20157235325165984,0.0
2018-11-01,1.0,-0.4034688894501978,-0.6067469338497375,-0.17069405854452582,-0.4196065224102607,-0.20602845836490696,0.0
2018-11-02,1.0,-0.4092724479821254,-0.5870967741935484,-0.166848205557883,-0.42656053623795565,-0.203128054740958,0.0
2018-11-05,1.0,-0.40960893854748603,-0.5863128491620112,-0.16681564245810057,-0.42659217877094974,-0.2039664804469274,0.0
2018-11-06,1.0,-0.4104125352624081,-0.5867385414630059,-0.16655028908192052,-0.4260257520319526,-0.20330698544814677,0.0
2018-11-07,1.0,-0.40990060308242127,-0.5864697341970069,-0.16735537190082644,-0.42539647085101634,-0.20295398704489617,0.0
2018-11-08,1.0,-0.3964608642591668,-0.59136295556665,-0.15252121817274086,-0.42289343762134574,-0.21037887613024905,0.0
2018-11-09,1.0,-0.39666555703506434,-0.5913781624500666,-0.15246338215712382,-0.42285286284953394,-0.2107190412782956,0.0
2018-11-12,1.0,-0.3966376779482635,-0.588018611865064,-0.15244003766686978,-0.42336453774995847,-0.20916191214756552,0.0
2018-11-13,1.0,-0.4029197893739726,-0.5953807149026272,-0.15108795586883236,-0.42707491711475776,-0.20956732510517367,0.0
2018-11-14,1.0,-0.40187908953637935,-0.600553660309826,-0.14923661987584588,-0.4307644986298305,-0.21380236004697725,0.0
2018-11-15,1.0,-0.40306849621328567,-0.60324735209457,-0.1469692311991728,-0.43593326439929575,-0.20540480116256324,0.0
2018-11-16,1.0,-0.40098195106982454,-0.5960889335230284,-0.14310820989204118,-0.43696822607191677,-0.21251429687282059,0.0
2018-11-19,1.0,-0.40090982668638886,-0.5970807401412185,-0.14099522759621558,-0.4384471546984454,-0.21344645697859396,0.0
2018-11-20,1.0,-0.40981584774504587,-0.6025450570395493,-0.1456120189477815,-0.4386859881716513,-0.2062673431062029,0.0
2018-11-21,1.0,-0.4134008288599004,-0.5972797819375295,-0.15125302478235472,-0.43428921091424916,-0.18521402942730786,0.0
2018-11-23,1.0,-0.4136942054409267,-0.6012029070253111,-0.14991785704341046,-0.4338818812129312,-0.18581015231253306,0.0
2018-11-26,1.0,-0.4136375031336174,-0.6075596780033983,-0.14796245229937885,-0.43241135344419374,-0.18386674465892314,0.0
2018-11-27,1.0,-0.41346020087360535,-0.6081017166068496,-0.14648192972205992,-0.43179478618924405,-0.1823442673121331,0.0
2018-11-28,1.0,-0.4123823619760395,-0.6262392136055182,-0.14116562875254823,-0.4301153341338769,-0.18266357619592838,0.0
2018-11-29,1.0,-0.4053828847596033,-0.6216426408910368,-0.13643307502152596,-0.42924200761047693,-0.1848179318390134,0.0
2018-11-30,1.0,-0.406104199066874,-0.6221117529437902,-0.13558098200399912,-0.4302099533437014,-0.18315374361253053,0.0
2018-12-03,1.0,-0.40627692991966197,-0.6221888638701248,-0.13715842437383594,-0.4305173324437773,-0.18372112417646566,0.0
2018-12-04,1.0,-0.4002606477373558,-0.6244454303460515,-0.13975155279503104,-0.42701863354037267,-0.18137200532386866,0.0
2018-12-06,1.0,-0.3924508790072389,-0.5937789147118053,-0.16105154302509117,-0.41705219615740485,-0.15705110760354868,0.0
2018-12-07,1.0,-0.3859081562714187,-0.6036463331048663,-0.1489787525702536,-0.42895133653187106,-0.17409184372858122,0.0
2018-12-10,1.0,-0.36813037327239095,-0.6131788007400152,-0.1425617586244423,-0.43587441506148655,-0.16089890085972358,0.0
2018-12-11,1.0,-0.37642285278579596,-0.6091171504819999,-0.1485757856325908,-0.43881052230270684,-0.15023691520069712,0.0
2018-12-12,1.0,-0.37583417318116197,-0.6095388554462997,-0.1479857271266309,-0.4388636177920628,-0.1516084220848201,0.0
2018-12-13,1.0,-0.37570475282582055,-0.6091515729265967,-0.14827727087021655,-0.4388397112896637,-0.15168187389350404,0.0
2018-12-14,1.0,-0.37617375683840937,-0.599439318472551,-0.15323480580278165,-0.44201300998884074,-0.15092131406330803,0.0
2018-12-17,1.0,-0.3849156176131054,-0.6061788796657689,-0.15480182507833545,-0.45904568193062506,-0.14366994667692815,0.0
2018-12-18,1.0,-0.38219365426695845,-0.6012855579868709,-0.15120350109409192,-0.45763129102844635,-0.1429431072210066,0.0
2018-12-19,1.0,-0.39908610438229464,-0.6032261616384057,-0.14531490861043822,-0.4584617925567056,-0.146581149526536,0.0
2018-12-20,1.0,-0.3885144391473505,-0.5887171899830127,-0.16206367472190256,-0.46049098580744147,-0.1400898679379692,0.0
2018-12-21,1.0,-0.3887992120598615,-0.5893409209050368,-0.16122677902109384,-0.46091762195288777,-0.1356460835544855,0.0
2018-12-24,1.0,-0.38615267008845694,-0.586600414983073,-0.1623621273342798,-0.4595664518947254,-0.13544283062138254,0.0
2018-12-26,1.0,-0.3926441890719861,-0.5970836947094535,-0.15616869037294015,-0.44102341717259325,-0.123428013876843,0.0
2018-12-27,1.0,-0.3547962514478257,-0.5775508055175319,-0.15544382436558912,-0.40073181004527747,-0.14388754343476887,0.0
2018-12-28,1.0,-0.3545466508751151,-0.5778918278720884,-0.155336228451112,-0.4006316620607974,-0.1435188840636926,0.0
2018-12-31,1.0,-0.3550297415381376,-0.5771174395957256,-0.1552350371111228,-0.4007211664999737,-0.14389114070642733,0.0
2019-01-02,1.0,-0.3549277992582656,-0.5772639995791579,-0.15271311712564772,-0.4004839685420448,-0.14487493095557485,0.0
2019-01-03,1.0,-0.3560898699251084,-0.5735908553409539,-0.16205492050978848,-0.40199710944685324,-0.13401655498620416,0.0
2019-01-04,1.0,-0.3577475156422525,-0.5740838109259162,-0.16131237183868763,-0.4031757715968242,-0.13265681686734318,0.0
2019-01-07,1.0,-0.3489855978331641,-0.5632210849805975,-0.17227908430346123,-0.39714040159387454,-0.12271792067088576,0.0
2019-01-08,1.0,-0.3476927110644992,-0.5797325642370215,-0.16638699528054535,-0.39716832721552175,-0.1309648662821185,0.0
2019-01-09,1.0,-0.34848843012108316,-0.5843773802957476,-0.16610196202032937,-0.3981036430016022,-0.12943555800698656,0.0
2019-01-10,1.0,-0.34880667944442983,-0.5831911150786359,-0.1663559744794812,-0.39840365479034845,-0.1287840995615302,0.0
2019-01-11,1.0,-0.3489924069257245,-0.5707417041065658,-0.17106749691285042,-0.398991093245054,-0.13756863981503376,0.0
2019-01-14,1.0,-0.3473518202129057,-0.5691943750821395,-0.1721382573268498,-0.3980549349454593,-0.1417531870153765,0.0
2019-01-15,1.0,-0.34435500841750843,-0.5671559343434344,-0.17476851851851852,-0.3975694444444444,-0.14664877946127947,0.0
2019-01-16,1.0,-0.3407471672319058,-0.5678681284012935,-0.17230591266398507,-0.3956147961195678,-0.1524568183610695,0.0
2019-01-17,1.0,-0.34175017754280756,-0.5687156421789106,-0.16994134511691525,-0.39638075698992614,-0.15347589363213132,0.0
2019-01-18,1.0,-0.34111768573307033,-0.5646811308349771,-0.1728862590401052,-0.3941617357001973,-0.15700197238658778,0.0
2019-01-22,1.0,-0.35788412028558536,-0.6677017809273562,-0.08599410781113145,-0.5201581866921464,-0.022427475648273482,0.0
2019-01-23,1.0,-0.3510506472619895,-0.6069234622584302,-0.13079701547628464,-0.4964011706082417,-0.051306388251733503,0.0
2019-01-24,1.0,-0.3415033110835554,-0.6059678653404744,-0.13901274305463948,-0.49861488536527454,-0.0532147851093581,0.0
2019-01-25,1.0,-0.35635868258674575,-0.6200550257766382,-0.09690947458396773,-0.5978043112428881,-0.0,0.0
2019-01-28,1.0,-0.3335025787659336,-0.6051949440153924,-0.12300579888298015,-0.6105929825499051,-0.0,0.0
2019-01-29,1.0,-0.33400224755177393,-0.6028254936586932,-0.1234012950179269,-0.6154278375341146,-0.0,0.0
2019-01-30,1.0,-0.33229133269210215,-0.60259698621353,-0.12204766484984503,-0.614860532221866,-0.0,0.0
2019-01-31,1.0,-0.3179243266353142,-0.6136436511329627,-0.12299593843522873,-0.6174914493373236,-0.0,0.0
2019-02-01,1.0,-0.318778928217888,-0.6129170345399577,-0.12047515851994542,-0.6232977499531798,-0.0,0.0
2019-02-04,1.0,-0.3021567314132619,-0.6240321500334896,-0.12584058941728063,-0.6271399866041527,-0.0,0.0
2019-02-05,1.0,-0.2947743213578198,-0.6188092306044868,-0.1354339562028163,-0.6225839267548321,-0.005488033410076565,0.0
2019-02-06,1.0,-0.2954515032259792,-0.6185848526222794,-0.13525018070837685,-0.6220383904907237,-0.005836211281557037,0.0
2019-02-07,1.0,-0.30729319889813056,-0.6129549891685164,-0.1301382685673023,-0.6240271723141932,-0.0,0.0
2019-02-08,1.0,-0.3043513166345536,-0.6127167630057804,-0.13276065082423463,-0.6262845215157353,-0.0,0.0
2019-02-11,1.0,-0.30137426665595113,-0.5995874521149775,-0.13991802619946958,-0.6359934635270166,-0.0019823729540035897,0.0
2019-02-12,1.0,-0.306119158313402,-0.6083684931874983,-0.12738168821047538,-0.642578807341915,-0.0029023675794791863,0.0
2019-02-13,1.0,-0.2884956227509533,-0.6257586336537946,-0.13658091197164188,-0.6346205489016596,-0.0,0.0
2019-02-14,1.0,-0.288408327736736,-0.6209267965077233,-0.1411954331766286,-0.6358361316319677,-0.0,0.0
2019-02-15,1.0,-0.28649041176945217,-0.6291654339582045,-0.14025981011807107,-0.6336031844221511,-0.0,0.0
2019-02-19,1.0,-0.30613334757416355,-0.6160316146431337,-0.14042348668927399,-0.6075672211689941,-0.0,0.0
2019-02-20,1.0,-0.30402842335844416,-0.6280921087781162,-0.13802959876048512,-0.6012448576160709,-0.0,0.0
2019-02-21,1.0,-0.30986327605468955,-0.6032079587168165,-0.13903814438474224,-0.605974357610257,-0.0019417992232803106,0.0
2019-02-22,1.0,-0.2986371244122101,-0.6078478255094178,-0.15278552642065832,-0.5974336494779628,-0.0,0.0
2019-02-25,1.0,-0.29202738339415574,-0.6083482059614821,-0.15596281399003756,-0.6074158919581257,-0.0,0.0
2019-02-26,1.0,-0.2933965783723285,-0.60704578159143,-0.15368011512018334,-0.6090443958855194,-0.0016521878164472634,0.0
