Date,IWF,IWM,MTUM,NWS,SPY,VLUE,VXX
2018-09-24,-0.3989529521894394,-0.6693825191554276,-0.07956869951114655,1.0,-0.6600908365981347,-0.659085393336338,0.0
2018-09-25,-0.4021011754100066,-0.6673832391387262,-0.08418570784646857,1.0,-0.6581255851045387,-0.6554904476266427,0.0
2018-09-26,-0.40392156862745093,-0.6699982647926427,-0.08738504251258025,1.0,-0.6579906298802706,-0.651119208745445,0.0
2018-09-27,-0.40788925895087425,-0.6613238967527061,-0.09006383569247849,1.0,-0.6586872051068554,-0.6513669164585069,0.0
2018-09-28,-0.40598868880330313,-0.6630928836612192,-0.09069775510912181,1.0,-0.6585475868290482,-0.6514000208181533,0.0
2018-10-01,-0.40567746429815393,-0.6706722396377568,-0.09153605015673981,1.0,-0.6604667363288053,-0.6547544409613375,0.0
2018-10-02,-0.4057753936185035,-0.6708582973387209,-0.09199526264455901,1.0,-0.6601992475964888,-0.6545213877664763,0.0
2018-10-03,-0.40579609181789683,-0.6705214392699154,-0.09220105193493329,1.0,-0.6601414190671914,-0.6546030861402348,0.0
2018-10-04,-0.40445346964498285,-0.6829353686716617,-0.0920803865275541,1.0,-0.6588824312022967,-0.6628387367831384,0.0
2018-10-05,-0.39239490668062094,-0.6754927612070468,-0.07905110762253618,1.0,-0.667748124890982,-0.6738531309959881,0.0
2018-10-08,-0.39058798941061723,-0.6722516371743068,-0.07478751567507315,1.0,-0.6719381357112999,-0.6737843109934513,0.0
2018-10-09,-0.3896126515257071,-0.6725651386373136,-0.07217500348334958,1.0,-0.6733314755468859,-0.6756653197714922,0.0
2018-10-10,-0.3924637479085331,-0.6712911321807027,-0.07490936977133295,1.0,-0.6755437813720022,-0.6715699944227551,0.0
2018-10-11,-0.36002451230722093,-0.662751506485548,-0.032070268614033295,1.0,-0.6677220576720118,-0.6819187689374596,0.0
2018-10-12,-0.36939695786781535,-0.6550343249427918,-0.028099340422667925,1.0,-0.6505922735226815,-0.6620339211199354,0.0
2018-10-15,-0.36178575027713394,-0.6657932748832678,-0.016762403842923844,1.0,-0.6508784305821491,-0.6639793073331318,0.0
2018-10-16,-0.3592935239697225,-0.6802354920100925,-0.006930193439865433,1.0,-0.6527165685449957,-0.6650294365012616,0.0
2018-10-17,-0.34206165064633737,-0.6449453099105071,-0.0,1.0,-0.6513755386145177,-0.6761683791846204,0.0
2018-10-18,-0.3411690593813203,-0.6431484367229204,-0.0,1.0,-0.6542886509068001,-0.6769337886674844,0.0
2018-10-19,-0.32533254313183196,-0.6300869221651522,-0.0,1.0,-0.6582707757144739,-0.6787830896878705,0.0
2018-10-22,-0.325324995886128,-0.6253085403982228,-0.0,1.0,-0.6600954418298502,-0.6804015139048872,0.0
2018-10-23,-0.32867109853221876,-0.6255512407029553,-0.0,1.0,-0.6576383860988613,-0.6791285460409399,0.0
2018-10-24,-0.3272589717443505,-0.6246505049176014,-0.0,1.0,-0.6578730962797277,-0.6795829084569587,0.0
2018-10-25,-0.29360790458222746,-0.580500751446935,-0.0,1.0,-0.6704825248617018,-0.6530553512614715,0.0
2018-10-26,-0.27391180293567513,-0.5696985068002409,-0.0,1.0,-0.6807532574580731,-0.645911929746695,0.0
2018-10-29,-0.2592943255696522,-0.5733762544972544,-0.0,1.0,-0.6741778703528373,-0.649119484946033,0.0
2018-10-30,-0.25998169365274754,-0.5734305463497775,-0.0,1.0,-0.6742101442413913,-0.6486443834232869,0.0
2018-10-31,-0.2609858135950426,-0.5663552577773583,-0.0,1.0,-0.6722028246988141,-0.6460004403762071,0.0
2018-11-01,-0.26595476595476597,-0.5638505638505638,-0.0,1.0,-0.6733761733761733,-0.6468216468216468,0.0
2018-11-02,-0.27290680542929685,-0.5337136766872511,-0.0,1.0,-0.6850882417479075,-0.6429892479859565,0.0
2018-11-05,-0.2682116090187839,-0.5479946062905704,-0.0,1.0,-0.6869767004296151,-0.6327260183762425,0.0
2018-11-06,-0.2711540270244851,-0.5501457817349594,-0.0,1.0,-0.6845471360943035,-0.6292441295419633,0.0
2018-11-07,-0.27091820745847695,-0.5499843309307427,-0.0,1.0,-0.683954873080539,-0.6289564399874648,0.0
2018-11-08,-0.24772267993160269,-0.5505052075237059,-0.0,1.0,-0.6763873775843309,-0.6343852013057671,0.0
2018-11-09,-0.24583944398393165,-0.5778868838870115,-0.0,1.0,-0.7089523688069885,-0.655486832876363,0.0
2018-11-12,-0.24596838321829573,-0.5586691688666942,-0.0,1.0,-0.7214606062533795,-0.6546963961958078,0.0
2018-11-13,-0.23586429725363486,-0.5551015236466154,-0.0,1.0,-0.7231778010073172,-0.6535208590706072,0.0
2018-11-14,-0.23671206841938552,-0.5544504276211594,-0.0,1.0,-0.7232815964523281,-0.6531200506810264,0.0
2018-11-15,-0.23659766033668328,-0.5591097866404591,-0.0,1.0,-0.7318898012237264,-0.6426465459848462,0.0
2018-11-16,-0.23060570485769583,-0.5494812323507948,-0.0,1.0,-0.735825110257956,-0.6570105022686169,0.0
2018-11-19,-0.23106697547511026,-0.5492877312097465,-0.0,1.0,-0.7354928773120974,-0.6568419048827691,0.0
2018-11-20,-0.2034828695816771,-0.5416745535995962,-0.0,1.0,-0.7390056154962459,-0.6706101331314279,0.0
2018-11-21,-0.1990437288242931,-0.5451378993698743,-0.0,1.0,-0.7438333175010292,-0.678445901016434,0.0
2018-11-23,-0.20001265102157,-0.5367195901069011,-0.0,1.0,-0.7469795686001645,-0.6790435827693085,0.0
2018-11-26,-0.19937399222232763,-0.5401055992917891,-0.0,1.0,-0.7451073382022827,-0.6770685130734453,0.0
2018-11-27,-0.19905063291139238,-0.540379746835443,-0.0,1.0,-0.7468037974683545,-0.6782911392405063,0.0
2018-11-28,-0.19757349214394324,-0.5493220983274202,-0.0,1.0,-0.7439812468322352,-0.6769196654840344,0.0
2018-11-29,-0.17651671999498086,-0.5394943221030177,-0.0,1.0,-0.7408557625948929,-0.6800928540058975,0.0
2018-11-30,-0.17695976903282495,-0.5405447812715747,-0.0,1.0,-0.7433000690391012,-0.6773049645390071,0.0
2018-12-03,-0.17270212498428267,-0.5450144599522193,-0.0,1.0,-0.7464793159813906,-0.6792719728404376,0.0
2018-12-04,-0.17065510960366811,-0.5450662646818667,-0.0,1.0,-0.7459644494692544,-0.6788518309151436,0.0
2018-12-06,-0.16480044175844402,-0.49575114274319726,-0.0,1.0,-0.7479522655459092,-0.6592631223732246,0.0
2018-12-07,-0.15280864197530863,-0.5032098765432098,-0.0,1.0,-0.756358024691358,-0.6740432098765432,0.0
2018-12-10,-0.12849059489218534,-0.5072641076617219,-0.0,1.0,-0.7609420400672886,-0.661874904419636,0.0
2018-12-11,-0.135933914639743,-0.5050940798531437,-0.0,1.0,-0.763224720819948,-0.6552241089184642,0.0
2018-12-12,-0.13460066734012918,-0.5060764686074631,-0.0,1.0,-0.7631554780053265,-0.6573606391771512,0.0
2018-12-13,-0.13547931754019885,-0.5105253467534061,-0.0,1.0,-0.7623665152816987,-0.6602430342457346,0.0
2018-12-14,-0.13571910871033085,-0.5116321895525137,-0.0,1.0,-0.7615861518629918,-0.6602418513289546,0.0
2018-12-17,-0.1312249088290276,-0.5106800281940487,-0.0,1.0,-0.7598602555851798,-0.6628053078361068,0.0
2018-12-18,-0.12149361922456066,-0.5010507720890567,-0.0,1.0,-0.7580178478969329,-0.6651539609539183,0.0
2018-12-19,-0.11799122379327157,-0.5025597269624573,-0.0,1.0,-0.7603607996099463,-0.6663517796196977,0.0
2018-12-20,-0.11696545029878362,-0.49206782540115873,-0.0,1.0,-0.7628840962174295,-0.6613886613886614,0.0
2018-12-21,-0.11415054285194397,-0.491781403530054,-0.0,1.0,-0.7649056832656033,-0.6618547946867229,0.0
2018-12-24,-0.10522660708354721,-0.4820495787916302,-0.0,1.0,-0.7632778767474864,-0.6688607747818472,0.0
2018-12-26,-0.10575655924284173,-0.4873607284054151,-0.0,1.0,-0.7443392835749371,-0.6576314843656403,0.0
2018-12-27,-0.07045645802501378,-0.46440904210556855,-0.0,1.0,-0.696497489916137,-0.6704680653492353,0.0
2018-12-28,-0.06777056025983065,-0.46699918802923096,-0.0,1.0,-0.6962069365502842,-0.6688899199628814,0.0
2018-12-31,-0.06618308428840852,-0.47039025097925424,-0.0,1.0,-0.6963586246917162,-0.668591324532134,0.0
2019-01-02,-0.06485937953029865,-0.46996230791533783,-0.0,1.0,-0.6954769498405335,-0.6690634966657002,0.0
2019-01-03,-0.06749942035706005,-0.4689601205657315,-0.0,1.0,-0.6967887781126826,-0.664966380709483,0.0
2019-01-04,-0.043701502870164714,-0.4767934923702657,-0.0,1.0,-0.6907433582369401,-0.673378140594802,0.0
2019-01-07,-0.03761737591688786,-0.46410937009447156,-0.0,1.0,-0.6876730313668407,-0.6646973199760253,0.0
2019-01-08,-0.037979740333856475,-0.4633471251248395,-0.0,1.0,-0.6878013982023113,-0.6643458410614924,0.0
