Date,GRPN,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.8055726171198839,-1.5124239209336088,-0.04137584454743425,-1.1388687252219554,-1.0855435814394998,0.0
2018-09-25,1.0,-0.8052319067891551,-1.5201097916199864,-0.0373067443423706,-1.145473896482187,-1.0934909253865113,0.0
2018-09-26,1.0,-0.8050818936504375,-1.521146511106125,-0.03393538254431232,-1.1485304016154365,-1.100403859098048,0.0
2018-09-27,1.0,-0.8085952821202443,-1.5100016809547825,-0.03703703703703704,-1.1480360844959938,-1.0995125231131282,0.0
2018-09-28,1.0,-0.8089768015241511,-1.509357839291718,-0.03782360192760282,-1.147932309761291,-1.0994620643281408,0.0
2018-10-01,1.0,-0.8086873561928279,-1.5138896683315564,-0.03905943094449745,-1.1488860205398734,-1.1015208485324655,0.0
2018-10-02,1.0,-0.8186794582392777,-1.4812641083521445,-0.05468397291196389,-1.1678893905191874,-1.120880361173815,0.0
2018-10-03,1.0,-0.817956237311076,-1.4760884277013306,-0.05464696593728852,-1.1683397247913376,-1.1224904128129933,0.0
2018-10-04,1.0,-0.8210401758043614,-1.4683045021693808,-0.05589677128528766,-1.17186003268158,-1.1177100354989578,0.0
2018-10-05,1.0,-0.8006851623048411,-1.4589464225541953,-0.029372121756711222,-1.189037403122543,-1.1380433561720769,0.0
2018-10-08,1.0,-0.797210240322671,-1.4528597837656154,-0.023191978040445912,-1.1924822138815752,-1.1361828468993334,0.0
2018-10-09,1.0,-0.7945497364584501,-1.4555904452170012,-0.014186385555680163,-1.1986654704497028,-1.1442749803745655,0.0
2018-10-10,1.0,-0.79924027667536,-1.4800997845560722,-0.007597233246399818,-1.213176097063159,-1.1694069622406167,0.0
2018-10-11,1.0,-0.7127392017495899,-1.439420448332422,-0.0,-1.1627118644067795,-1.1525423728813557,0.0
2018-10-12,1.0,-0.7968005445881553,-1.5233719083276607,-0.0,-1.189074200136147,-1.1635466303607895,0.0
2018-10-15,1.0,-0.7463389715064138,-1.578953343171756,-0.0,-1.1822567828357362,-1.1684640708366443,0.0
2018-10-16,1.0,-0.7381520627344016,-1.595749516990567,-0.0,-1.1811569496533696,-1.1674053869757928,0.0
2018-10-17,1.0,-0.6966379549874965,-1.521311475409836,-0.0,-1.1651569880522368,-1.1739372047791052,0.0
2018-10-18,1.0,-0.6960773419268808,-1.5204467163018114,-0.0,-1.16574063784865,-1.1738526502944773,0.0
2018-10-19,1.0,-0.6664463538224278,-1.4994492178894028,-0.0,-1.1688147168979952,-1.1731108173606521,0.0
2018-10-22,1.0,-0.6896785875961974,-1.580805794477139,-0.0,-1.1917722951561793,-1.1964124038026258,0.0
2018-10-23,1.0,-0.6979892381761541,-1.5831775700934578,-0.0,-1.1878787878787878,-1.1950155763239874,0.0
2018-10-24,1.0,-0.6950198075834748,-1.5766836445953596,-0.0,-1.1890209394453877,-1.198641765704584,0.0
2018-10-25,1.0,-0.6244334006881109,-1.4904155971820217,-0.0,-1.2055048877723773,-1.140844301239692,0.0
2018-10-26,1.0,-0.5973111051357892,-1.46071524603388,-0.0,-1.2006991126646949,-1.1190642645872546,0.0
2018-10-29,1.0,-0.5740394378239727,-1.4645433655747344,-0.0,-1.1869288729760061,-1.1183134719179182,0.0
2018-10-30,1.0,-0.5729856807010045,-1.4643086129514855,-0.0,-1.1867386193631118,-1.1189356700149604,0.0
2018-10-31,1.0,-0.5736269567524542,-1.4448394799681614,-0.0,-1.1784558238259484,-1.1095250729636508,0.0
2018-11-01,1.0,-0.5508129004925065,-1.4606259598580733,-0.0,-1.1758195202033574,-1.1085103002700842,0.0
2018-11-02,1.0,-0.5534465534465535,-1.4304642725695358,-0.0,-1.1755612808244387,-1.098427887901572,0.0
2018-11-05,1.0,-0.5507855604014502,-1.4364457989595922,-0.0,-1.1751353055540958,-1.0922179601702484,0.0
2018-11-06,1.0,-0.5657651958458537,-1.4532658548157522,-0.0,-1.1709104328114293,-1.0817649849754862,0.0
2018-11-07,1.0,-0.5643308746048472,-1.4541622760800845,-0.0,-1.168809272918862,-1.0814014752370917,0.0
2018-11-08,1.0,-0.49793657075018377,-1.6193679687941658,-0.0,-1.2854881564814293,-1.2503815930804454,0.0
2018-11-09,1.0,-0.4971019434026594,-1.6287078077054211,-0.0,-1.2987839527219003,-1.2578702125241505,0.0
2018-11-12,1.0,-0.4949420740322125,-1.5974003955919753,-0.0,-1.3079400960723369,-1.2510313647923144,0.0
2018-11-13,1.0,-0.4444755558044464,-1.5939407515260122,-0.0,-1.3148345186761494,-1.2467939743517948,0.0
2018-11-14,1.0,-0.44953097792506885,-1.5965848452508005,-0.0,-1.320788631129585,-1.2501263831938438,0.0
2018-11-15,1.0,-0.44717816510676456,-1.5957518354536793,-0.0,-1.3214706047189373,-1.2400381101832652,0.0
2018-11-16,1.0,-0.43873873873873875,-1.58490990990991,-0.0,-1.3358108108108109,-1.271171171171171,0.0
2018-11-19,1.0,-0.43149354359501774,-1.6151296994629183,-0.0,-1.3696149011541539,-1.297394583476174,0.0
2018-11-20,1.0,-0.36594202898550726,-1.5985054347826089,-0.0,-1.3718297101449277,-1.3249547101449275,0.0
2018-11-21,1.0,-0.3782569631626236,-1.591531895777179,-0.0,-1.3724730458221024,-1.2731356693620846,0.0
2018-11-23,1.0,-0.37921757650487614,-1.5782423495123865,-0.0,-1.374845869297164,-1.2724470350857529,0.0
2018-11-26,1.0,-0.3779059996638844,-1.5840569155789592,-0.0,-1.3712397064590218,-1.2687244412077754,0.0
2018-11-27,1.0,-0.3632421614409606,-1.5817211474316208,-0.0,-1.358294418501223,-1.2560040026684456,0.0
2018-11-28,1.0,-0.3649858230944571,-1.5771390448657363,-0.0,-1.3602045922054817,-1.2572413409684773,0.0
2018-11-29,1.0,-0.3254098360655738,-1.54672131147541,-0.0,-1.341311475409836,-1.2510382513661202,0.0
2018-11-30,1.0,-0.32434796872436983,-1.5479249822297556,-0.0,-1.3421182131335776,-1.2533216687626443,0.0
2018-12-03,1.0,-0.3193806084482381,-1.5523637557452397,-0.0,-1.344987962355001,-1.2549792077040929,0.0
2018-12-04,1.0,-0.30688753269398433,-1.5548169136878813,-0.0,-1.3373474280732347,-1.25,0.0
2018-12-06,1.0,-0.29337979094076655,-1.4511927097292951,-0.0,-1.3884749396944518,-1.2274457250067006,0.0
2018-12-07,1.0,-0.2882210893480011,-1.4539844378856992,-0.0,-1.3914140059028712,-1.2325731151059836,0.0
2018-12-10,1.0,-0.2285409442518005,-1.4807148572952786,-0.0,-1.4128567618031476,-1.212643371565751,0.0
2018-12-11,1.0,-0.2283397353819889,-1.4808472044387537,-0.0,-1.412238583013231,-1.2136150234741783,0.0
2018-12-12,1.0,-0.2289799402475459,-1.4806338028169015,-0.0,-1.4120785317968418,-1.213348271446863,0.0
2018-12-13,1.0,-0.234446662709761,-1.5050990125721688,-0.0,-1.4229212755625102,-1.2333135488048346,0.0
2018-12-14,1.0,-0.23219025949401376,-1.5255972696245734,-0.0,-1.4206620076927243,-1.238962023944959,0.0
2018-12-17,1.0,-0.19397975204374424,-1.5341887282767581,-0.0,-1.4032266796600072,-1.2825510259325428,0.0
2018-12-18,1.0,-0.17445099089448313,-1.5128548473486876,-0.0,-1.3906266738082487,-1.2783074450990894,0.0
2018-12-19,1.0,-0.1868019759450172,-1.513316151202749,-0.0,-1.389658505154639,-1.279639175257732,0.0
2018-12-20,1.0,-0.18412360149174214,-1.487266915290357,-0.0,-1.3901971230687267,-1.2660628662759723,0.0
2018-12-21,1.0,-0.1741409435061153,-1.4893312860697834,-0.0,-1.3956160321914544,-1.2355588500026473,0.0
2018-12-24,1.0,-0.14334381551362682,-1.455503144654088,-0.0,-1.3846960167714883,-1.2575995807127882,0.0
2018-12-26,1.0,-0.14186456496940786,-1.472518925645546,-0.0,-1.3402986622420408,-1.230374364824225,0.0
2018-12-27,1.0,-0.10431017516236961,-1.3928852588073215,-0.0,-1.2236272387325329,-1.1994686085416255,0.0
2018-12-28,1.0,-0.09943963822257176,-1.3973653165552495,-0.0,-1.2224243020055052,-1.1962249311836413,0.0
2018-12-31,1.0,-0.09707257072570727,-1.4032472324723249,-0.0,-1.2233210332103321,-1.196457564575646,0.0
2019-01-02,1.0,-0.091467610341099,-1.403076771847046,-0.0,-1.221026245945149,-1.1994495232478128,0.0
2019-01-03,1.0,-0.09320951257861636,-1.4020735062893082,-0.0,-1.2214033018867925,-1.1968356918238994,0.0
2019-01-04,1.0,-0.04110926667317645,-1.4207596914363831,-0.0,-1.2071575041499853,-1.2133580705009275,0.0
2019-01-07,1.0,-0.023214796453427403,-1.378158070359424,-0.0,-1.1864334064257793,-1.179092382495948,0.0
2019-01-08,1.0,-0.02689986217385105,-1.3595836699776624,-0.0,-1.1928140297514376,-1.1733282638657858,0.0
2019-01-09,1.0,-0.0231477089460203,-1.3447965088701261,-0.0,-1.1932454226354237,-1.182193340290295,0.0
2019-01-10,1.0,-0.0242654028436019,-1.3413744075829384,-0.0,-1.1937914691943128,-1.1799052132701422,0.0
2019-01-11,1.0,-0.0257785795670338,-1.326955943790353,-0.0,-1.1998195974173946,-1.1949297379415116,0.0
2019-01-14,1.0,-0.035324280695090686,-1.3241857373468806,-0.0,-1.1986990789098853,-1.1897255721204065,0.0
2019-01-15,1.0,-0.030984699505971505,-1.32179001390954,-0.0,-1.2237037747613795,-1.2199625881337235,0.0
2019-01-16,1.0,-0.01657882127455678,-1.3215620507906085,-0.0,-1.217920459990417,-1.2355055103018688,0.0
2019-01-17,1.0,-0.022859059759428764,-1.312455072602674,-0.0,-1.219485311736234,-1.2374562706666028,0.0
2019-01-18,1.0,-0.02865260522007127,-1.2927862852740053,-0.0,-1.2190600019262254,-1.2750168544736589,0.0
2019-01-22,1.0,-0.0,-1.3486083499005965,-0.0,-1.3153081510934395,-1.306262425447316,0.0
2019-01-23,1.0,-0.0,-1.3064443667947885,-0.0,-1.3284081265911247,-1.3569110966904607,0.0
2019-01-24,1.0,-0.0,-1.307673106684639,-0.0,-1.3271429284608858,-1.3574459587639158,0.0
2019-01-25,1.0,-0.0,-1.2331746762884488,-0.0,-1.4402477097087873,-1.4444956241363427,0.0
2019-01-28,1.0,-0.0,-1.2106099436186573,-0.0,-1.4736032803690415,-1.4413634033828806,0.0
2019-01-29,1.0,-0.0,-1.1990535953091246,-0.0,-1.4836950930974178,-1.460703631313651,0.0
2019-01-30,1.0,-0.0,-1.1985804659774726,-0.0,-1.4833616211489997,-1.4612456925371597,0.0
2019-01-31,1.0,-0.0,-1.210709728084814,-0.0,-1.2795720035339158,-1.4178855403946207,0.0
2019-02-01,1.0,-0.0,-1.2011808334146579,-0.0,-1.2902312872060113,-1.3880647994534985,0.0
2019-02-04,1.0,-0.0,-1.2067570202808113,-0.0,-1.2872952418096724,-1.3810939937597504,0.0
2019-02-05,1.0,-0.0,-1.1716370712721964,-0.0,-1.2806616395037702,-1.4126976404767697,0.0
2019-02-06,1.0,-0.0,-1.1610124117790217,-0.0,-1.2866390849355076,-1.4196641518617668,0.0
2019-02-07,1.0,-0.0,-1.155188335358445,-0.0,-1.2918590522478737,-1.4131713244228434,0.0
2019-02-08,1.0,-0.0,-1.157618723900165,-0.0,-1.2946974847042827,-1.403467029231815,0.0
2019-02-11,1.0,-0.0,-1.1242540391053322,-0.0,-1.2998884091019358,-1.4276357284944934,0.0
2019-02-12,1.0,-0.0,-1.162652074070455,-0.0,-1.3025357893193923,-1.4207260468070553,0.0
2019-02-13,1.0,-0.0,-1.1876624331878585,-0.0,-1.2992693571323493,-1.4166625802971606,0.0
2019-02-14,1.0,-0.0,-1.2261026566933195,-0.0,-1.4666494712406501,-1.4658756770698995,0.0
2019-02-15,1.0,-0.0,-1.2608808022330198,-0.0,-1.453788896929598,-1.454357489920397,0.0
2019-02-19,1.0,-0.0,-1.232701470892894,-0.0,-1.4882432152475658,-1.4582556453283613,0.0
2019-02-20,1.0,-0.0,-1.224187875025864,-0.0,-1.4936374922408442,-1.4549451686323196,0.0
2019-02-21,1.0,-0.0,-1.2273692937457898,-0.0,-1.500440437328359,-1.4537540805223068,0.0
2019-02-22,1.0,-0.0,-1.2187516187516187,-0.0,-1.5091945091945091,-1.4520590520590522,0.0
2019-02-25,1.0,-0.0,-1.2023007565550834,-0.0,-1.5216602756762359,-1.457923100839465,0.0
2019-02-26,1.0,-0.0,-1.1937132239083308,-0.0,-1.525188396820481,-1.4427067203468567,0.0
2019-02-27,1.0,-0.0,-1.1903852111948776,-0.0,-1.5351130847877723,-1.4381906433956417,0.0
2019-02-28,1.0,-0.0,-1.1929117586278155,-0.0,-1.5369394502996485,-1.4365571399049388,0.0
2019-03-01,1.0,-0.0,-1.19698378266708,-0.0,-1.5358950521640327,-1.4318768722239439,0.0
2019-03-04,1.0,-0.0,-1.2007753941586972,-0.0,-1.5372447660894286,-1.4312742310674593,0.0
2019-03-05,1.0,-0.0,-1.189623032311516,-0.0,-1.5584092792046396,-1.4300952775476385,0.0
2019-03-06,1.0,-0.0,-1.1864274975374565,-0.0,-1.5732801078334802,-1.4245943283736844,0.0
2019-03-07,1.0,-0.0,-1.1286296353602558,-0.0,-1.6102429212440041,-1.4186394347310332,0.0
2019-03-08,1.0,-0.0,-1.1026000311380975,-0.0,-1.6665628730084594,-1.4205200062276195,0.0
2019-03-11,1.0,-0.0,-1.1126930755490174,-0.0,-1.6793632447199747,-1.4617001155826417,0.0
