Date,FBHS,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.3162100456621005,-0.5873588079788512,-0.0,-0.5367700072098054,-0.563746695505888,0.0
2018-09-25,1.0,-0.31550159283524676,-0.5880266875037568,-0.0,-0.537266334074653,-0.5645849612309912,0.0
2018-09-26,1.0,-0.31550159283524676,-0.5880867944941996,-0.0,-0.537266334074653,-0.5645248542405482,0.0
2018-09-27,1.0,-0.31418074502363963,-0.5937302376005059,-0.0,-0.5380793206251695,-0.5654229529918391,0.0
2018-09-28,1.0,-0.31307595012949463,-0.5949226043486117,-0.0,-0.5380352948262362,-0.5654700957658254,0.0
2018-10-01,1.0,-0.3163678077642939,-0.5943971502747086,-0.0,-0.5412364909738574,-0.5667753426311658,0.0
2018-10-02,1.0,-0.31773867374966047,-0.5894479490507379,-0.0,-0.542784703148109,-0.5683498837946335,0.0
2018-10-03,1.0,-0.31737631547115036,-0.5769928631910004,-0.0,-0.5500786258618605,-0.5796540462078142,0.0
2018-10-04,1.0,-0.3176278464934829,-0.5768893458735295,-0.0,-0.5500650195058517,-0.5795506093688572,0.0
2018-10-05,1.0,-0.30894235407621806,-0.5720875542691751,-0.0,-0.5514652677279306,-0.5824891461649784,0.0
2018-10-08,1.0,-0.308524748296859,-0.5719237957436547,-0.0,-0.551486103575089,-0.5824742268041238,0.0
2018-10-09,1.0,-0.30544500723589,-0.5717559093101785,-0.0,-0.5527918475639171,-0.5849312590448625,0.0
2018-10-10,1.0,-0.3035387988792788,-0.5846631745645025,-0.0,-0.557771957607504,-0.5994640029236205,0.0
2018-10-11,1.0,-0.24615018728818597,-0.5747369046911232,-0.0,-0.5403710089779415,-0.6115702479338843,0.0
2018-10-12,1.0,-0.2466725559481743,-0.5683451118963486,-0.0,-0.529093050647821,-0.6005005889281507,0.0
2018-10-15,1.0,-0.21970165063112365,-0.5950510489304734,-0.0,-0.5248477358990202,-0.6027304557624974,0.0
2018-10-16,1.0,-0.21343978317228374,-0.6071176054678293,-0.0,-0.5238922931887815,-0.6016085316992693,0.0
2018-10-17,1.0,-0.20071027275638226,-0.5837626990364743,-0.0,-0.5203621226675982,-0.6061188251389981,0.0
2018-10-18,1.0,-0.20222261113055656,-0.5882627464706569,-0.0,-0.5191051219227628,-0.6072220277680551,0.0
2018-10-19,1.0,-0.19610639040856712,-0.5866022581771622,-0.0,-0.519147945524386,-0.6081655220579677,0.0
2018-10-22,1.0,-0.19624727272727274,-0.5827490909090909,-0.0,-0.5206981818181818,-0.6093963636363636,0.0
2018-10-23,1.0,-0.19413546095160442,-0.5834837807931978,-0.0,-0.5232077339700658,-0.6110302253800012,0.0
2018-10-24,1.0,-0.19379550305546625,-0.5793690242975351,-0.0,-0.5297505920879507,-0.6210052337650946,0.0
2018-10-25,1.0,-0.17027837259100642,-0.5485510349750178,-0.0,-0.5340756602426838,-0.6021984296930764,0.0
2018-10-26,1.0,-0.17048469460531196,-0.5474567084129746,-0.0,-0.533791686874162,-0.6010897783356631,0.0
2018-10-29,1.0,-0.2356580952084823,-0.5977426075059855,-0.0,-0.6320077112030098,-0.6439476384440782,0.0
2018-10-30,1.0,-0.22875349704693815,-0.5978551445446068,-0.0,-0.6322971712775879,-0.6496114392290955,0.0
2018-10-31,1.0,-0.2274057113782357,-0.6353431279017998,-0.0,-0.6493671691153087,-0.6679386885454429,0.0
2018-11-01,1.0,-0.22577568667344863,-0.6364127670396744,-0.0,-0.6490971515768057,-0.6677899287894201,0.0
2018-11-02,1.0,-0.2243355747678514,-0.6545629202689721,-0.0,-0.6492795389048991,-0.6738712776176753,0.0
2018-11-05,1.0,-0.22865031462694238,-0.6464620521381791,-0.0,-0.6508604083729292,-0.6845062283292668,0.0
2018-11-06,1.0,-0.23128771344203364,-0.6482218513287971,-0.0,-0.6487353960713826,-0.6814096803183977,0.0
2018-11-07,1.0,-0.23040601310548633,-0.6508736990877554,-0.0,-0.648303995888475,-0.6825452910188874,0.0
2018-11-08,1.0,-0.20607838760085465,-0.6527729055713238,-0.0,-0.6410051982013586,-0.689255987498804,0.0
2018-11-09,1.0,-0.2098698133777977,-0.6583723465657666,-0.0,-0.6437504008208811,-0.6946065542230487,0.0
2018-11-12,1.0,-0.20917079405655856,-0.6458859242690526,-0.0,-0.6480268413484582,-0.6922831123182617,0.0
2018-11-13,1.0,-0.18767249310027598,-0.6420708688893824,-0.0,-0.6509215493449227,-0.691621990292802,0.0
2018-11-14,1.0,-0.18963710829602817,-0.6415849128488427,-0.0,-0.6520938502079562,-0.691557926151697,0.0
2018-11-15,1.0,-0.18871934777781302,-0.6415315801161057,-0.0,-0.6527614757478667,-0.6893062208546141,0.0
2018-11-16,1.0,-0.18766034269787474,-0.6374433851708738,-0.0,-0.6515377062680138,-0.690621733759858,0.0
2018-11-19,1.0,-0.19150823827629912,-0.6368187579214195,-0.0,-0.6499683143219265,-0.6902724968314322,0.0
2018-11-20,1.0,-0.14100701244551142,-0.6309621580643124,-0.0,-0.662454987680839,-0.7243350811801126,0.0
2018-11-21,1.0,-0.14962483910463695,-0.627758766835149,-0.0,-0.66505509685116,-0.6969516215113176,0.0
2018-11-23,1.0,-0.14992466097438473,-0.627134605725766,-0.0,-0.6651494224008035,-0.6968859869412356,0.0
2018-11-26,1.0,-0.14921860289964226,-0.6308604782526831,-0.0,-0.6632147116048452,-0.6948471725349903,0.0
2018-11-27,1.0,-0.14430926093891722,-0.6312513683420385,-0.0,-0.6601507521971663,-0.691958840271479,0.0
2018-11-28,1.0,-0.14207821509150162,-0.6445224367009276,-0.0,-0.6566808723990974,-0.6903045876159438,0.0
2018-11-29,1.0,-0.12639890574483958,-0.6364088535190251,-0.0,-0.653755284755036,-0.6921163889579707,0.0
2018-11-30,1.0,-0.12570753249984448,-0.636748149530385,-0.0,-0.6538222305156435,-0.6937550538035703,0.0
2018-12-03,1.0,-0.12546251671278877,-0.6367028388420758,-0.0,-0.6536488293274463,-0.6935418674792451,0.0
2018-12-04,1.0,-0.1250622200099552,-0.6368840219014436,-0.0,-0.6547411647585863,-0.6943442010950721,0.0
2018-12-06,1.0,-0.11831392669513657,-0.6152569971427694,-0.0,-0.6532305139942856,-0.6855202924821039,0.0
2018-12-07,1.0,-0.12419305256686136,-0.6150630187519214,-0.0,-0.6536427912695973,-0.6811865969873964,0.0
2018-12-10,1.0,-0.09279736086504979,-0.6273749159997556,-0.0,-0.6644266601502841,-0.6699554035066284,0.0
2018-12-11,1.0,-0.10108170873311739,-0.6249159689543482,-0.0,-0.6671453889873495,-0.6625313206624702,0.0
2018-12-12,1.0,-0.09707189943277633,-0.6292810056722368,-0.0,-0.6695385558791968,-0.6701517706576728,0.0
2018-12-13,1.0,-0.0972605258319544,-0.6276889134031991,-0.0,-0.6702518845375988,-0.6691180976895262,0.0
2018-12-14,1.0,-0.09431064143524209,-0.6405750798722045,-0.0,-0.6662263455394446,-0.6708957974932417,0.0
