Date,IWF,IWM,MTUM,SPY,TTEK,VLUE,VXX
2018-09-24,-0.2960783098940586,-0.8266526237531752,-0.1096896103091506,-0.44749395948206433,1.0,-0.417787002044483,0.0
2018-09-25,-0.2974019137274332,-0.8252562474839749,-0.11188183197597003,-0.44625770290775085,1.0,-0.4158176694639706,0.0
2018-09-26,-0.29690165307198463,-0.8255745433117265,-0.10864373662500387,-0.4485314641937785,1.0,-0.42179697918928144,0.0
2018-09-27,-0.29705088845474,-0.8249139454833009,-0.10887834527242846,-0.44847582720873264,1.0,-0.42174465841783737,0.0
2018-09-28,-0.2951923076923077,-0.8266129032258065,-0.10939826302729529,-0.4485111662531017,1.0,-0.4220223325062034,0.0
2018-10-01,-0.2948149067552053,-0.8275979768517082,-0.10975269184224408,-0.44844385142892607,1.0,-0.4223787507369597,0.0
2018-10-02,-0.29527473550308714,-0.8237100927678322,-0.11122832056095064,-0.44913282243802555,1.0,-0.4232571127175701,0.0
2018-10-03,-0.2950717985299135,-0.8205812114257358,-0.1109698229072977,-0.4499271159631548,1.0,-0.4248674130819093,0.0
2018-10-04,-0.2952360275417158,-0.8201724458780474,-0.1112834191427331,-0.44997208609887723,1.0,-0.424880590534086,0.0
2018-10-05,-0.2862838422549141,-0.8176536036592904,-0.1026393868216096,-0.45404252688836694,1.0,-0.4299666213376189,0.0
2018-10-08,-0.28473529865720015,-0.81524926686217,-0.09868806914647321,-0.4582188609353295,1.0,-0.4300046303441889,0.0
2018-10-09,-0.28685739001482946,-0.8160837864557587,-0.1028484923381117,-0.4565620365793376,1.0,-0.42708848245180425,0.0
2018-10-10,-0.289415110671448,-0.8149808334363793,-0.10538518610115001,-0.45845183628045005,1.0,-0.4231791764560406,0.0
2018-10-11,-0.26644796792418446,-0.8175384241540611,-0.07748617945446813,-0.4504586598627057,1.0,-0.42555130308000727,0.0
2018-10-12,-0.2679592942734991,-0.8166435840308304,-0.0743963388932378,-0.4393629192509183,1.0,-0.4124164508942012,0.0
2018-10-15,-0.2578221273781972,-0.8335186799314719,-0.060382916053019146,-0.43933154999849716,1.0,-0.41453518078807366,0.0
2018-10-16,-0.2565004358673761,-0.8391198484985121,-0.05621186160459314,-0.43962485345838215,1.0,-0.4145249045600745,0.0
2018-10-17,-0.24814109809053594,-0.8204449467610492,-0.04940217714591636,-0.4376598655642139,1.0,-0.4185652251501992,0.0
2018-10-18,-0.24862404426858659,-0.82158688602624,-0.048820396870258534,-0.43727129384464347,1.0,-0.418736798262577,0.0
2018-10-19,-0.23723839449813247,-0.8166538210707299,-0.03601707476136835,-0.4487460722120116,1.0,-0.42571293057449455,0.0
2018-10-22,-0.2379738581463588,-0.8144876848750703,-0.03485580485491567,-0.44986514123121607,1.0,-0.42674649515397606,0.0
2018-10-23,-0.2393101609031914,-0.8139390168014934,-0.038077458737072925,-0.4468841674815539,1.0,-0.42501555693839455,0.0
2018-10-24,-0.23864410797356958,-0.8156389818957599,-0.036860351417819785,-0.4470947287327032,1.0,-0.42481258703961594,0.0
2018-10-25,-0.21734348316883267,-0.7886769515760225,-0.03331500188138586,-0.45109843989695786,1.0,-0.40400590465715364,0.0
2018-10-26,-0.21128582516457295,-0.7817862994796906,-0.025842987322850487,-0.4553712593785034,1.0,-0.4003219593526317,0.0
2018-10-29,-0.19804590126357413,-0.7947050227787169,-0.013896449958453913,-0.4505028509211771,1.0,-0.40812584166642796,0.0
2018-10-30,-0.19392081590557497,-0.7953073970091102,-0.011115567524207873,-0.45149830974617544,1.0,-0.41302354896006416,0.0
2018-10-31,-0.19594209506440213,-0.7826000227972186,-0.012566966830046733,-0.44927618830502675,1.0,-0.40923857289410687,0.0
2018-11-01,-0.179434505977346,-0.8047305201289623,-0.0,-0.4545065479756911,1.0,-0.4144768752318183,0.0
2018-11-02,-0.18934557063048685,-0.771377265990195,-0.0,-0.4751453654087333,1.0,-0.4144624330178999,0.0
2018-11-05,-0.18479438772600237,-0.7853191125306564,-0.0,-0.4771003251012376,1.0,-0.40452289967489874,0.0
2018-11-06,-0.18484399064514292,-0.7849808909930979,-0.0,-0.47732587986994474,1.0,-0.40493982088871144,0.0
2018-11-07,-0.1845653847250335,-0.7848732787866692,-0.0,-0.47672263876614307,1.0,-0.404681130085241,0.0
2018-11-08,-0.173908111174135,-0.7849971639251275,-0.0,-0.4719795802609189,1.0,-0.4051900170164492,0.0
2018-11-09,-0.17164157456560208,-0.8063121863487367,-0.0,-0.4999564876860152,1.0,-0.42293969193281705,0.0
2018-11-12,-0.17239961225508915,-0.829539112299151,-0.0,-0.5028052756807566,1.0,-0.4327468201979849,0.0
2018-11-13,-0.16356822905992915,-0.8319524548408818,-0.0,-0.5024738706560881,1.0,-0.42966302661240746,0.0
2018-11-14,-0.16359750563574085,-0.8319231782650702,-0.0,-0.5024738706560881,1.0,-0.4296337500365957,0.0
2018-11-15,-0.1629483942934304,-0.8340574179533845,-0.0,-0.5029354781893971,1.0,-0.4355368989608407,0.0
2018-11-16,-0.1621376015008941,-0.8304165567379005,-0.0,-0.5020373464661566,1.0,-0.4368422595491455,0.0
2018-11-19,-0.16766484645646176,-0.8301626445892785,-0.0,-0.5007339557277904,1.0,-0.4372614643884681,0.0
2018-11-20,-0.12541302377262492,-0.8261352671130735,-0.0,-0.5094301002953303,1.0,-0.4630837158981257,0.0
2018-11-21,-0.12369119491352408,-0.8265231720477147,-0.0,-0.5084142677982909,1.0,-0.4579286610085455,0.0
2018-11-23,-0.12634408602150538,-0.808496961196821,-0.0,-0.5227618045815803,1.0,-0.46435250116877047,0.0
2018-11-26,-0.12703850095154443,-0.8063241106719367,-0.0,-0.5265407700190309,1.0,-0.4679256331430244,0.0
2018-11-27,-0.12278909579125563,-0.8073083883019089,-0.0,-0.5236997256435701,1.0,-0.4648882143482576,0.0
2018-11-28,-0.1199051300070274,-0.8243148278285313,-0.0,-0.5201745139376903,1.0,-0.46366245022253455,0.0
2018-11-29,-0.09221567318022124,-0.8162654975174937,-0.0,-0.5221683458668448,1.0,-0.4728376063412793,0.0
2018-11-30,-0.09128968484707524,-0.8173915571578091,-0.0,-0.5224444702872427,1.0,-0.4761890917548552,0.0
2018-12-03,-0.0896146916952403,-0.8178648224559771,-0.0,-0.5224036729238101,1.0,-0.47588190852560003,0.0
2018-12-04,-0.07284399366828868,-0.8417072169783667,-0.0,-0.5304567039924958,1.0,-0.4863399190947998,0.0
2018-12-06,-0.06602784411953166,-0.8367507427040252,-0.0,-0.5293295275819888,1.0,-0.4804275645133105,0.0
2018-12-07,-0.06967463808219976,-0.8366199644636042,-0.0,-0.529259270047479,1.0,-0.4772363170312546,0.0
2018-12-10,-0.05236691520721346,-0.8411941506271314,-0.0,-0.5295647650424831,1.0,-0.4668805271371597,0.0
2018-12-11,-0.0443679092382496,-0.8451319749942117,-0.0,-0.5285077564250984,1.0,-0.4762097707802732,0.0
2018-12-12,-0.04810258790762447,-0.8462341882325636,-0.0,-0.5325809446443078,1.0,-0.4743240106765696,0.0
2018-12-13,-0.04763837745368089,-0.8421235756328105,-0.0,-0.537185769375743,1.0,-0.47252747252747257,0.0
2018-12-14,-0.048731700246412525,-0.8400057979417308,-0.0,-0.5377880852297435,1.0,-0.4724452819249167,0.0
2018-12-17,-0.029684064344404584,-0.8434209003587547,-0.0,-0.526385834972804,1.0,-0.4936928596227288,0.0
2018-12-18,-0.02645273200346921,-0.8445793581960105,-0.0,-0.5265105521827118,1.0,-0.49346631974559124,0.0
2018-12-19,-0.03663343380477626,-0.8437572455367494,-0.0,-0.5242290748898678,1.0,-0.4935949455135636,0.0
2018-12-20,-0.036451864475318445,-0.8365154097224227,-0.0,-0.5251725831142948,1.0,-0.49028046561335603,0.0
2018-12-21,-0.032703425662265945,-0.8381798832225962,-0.0,-0.5265913078493974,1.0,-0.4788161187332816,0.0
2018-12-24,-0.030676258992805756,-0.8412086330935253,-0.0,-0.5278273381294964,1.0,-0.4779856115107914,0.0
2018-12-26,-0.03049007001000143,-0.8472638948421203,-0.0,-0.5117016716673811,1.0,-0.4680954422060295,0.0
2018-12-27,-0.010258411618766203,-0.82652691439244,-0.0,-0.47740640593203804,1.0,-0.47339224486382514,0.0
2018-12-28,-0.006742637429996377,-0.8305146136914547,-0.0,-0.4773341506227188,1.0,-0.4716224123039202,0.0
2018-12-31,-0.0074951239899693515,-0.8294789634995822,-0.0,-0.4774310392867094,1.0,-0.47188631930899977,0.0
2019-01-02,-0.006432748538011696,-0.8293790030632135,-0.0,-0.47671957671957677,1.0,-0.472208298524088,0.0
2019-01-03,-0.01775065485147411,-0.8265340244106336,-0.0,-0.4872930948002006,1.0,-0.4550242434375522,0.0
2019-01-04,-0.006305905883660203,-0.8307128173787431,-0.0,-0.4834990832824046,1.0,-0.457442080115562,0.0
2019-01-07,-0.0,-0.8139898076606937,-0.0,-0.4805742780426324,1.0,-0.44528467313277437,0.0
