Date,IWF,IWM,MTUM,SOCL,SPY,VLUE,VXX
2018-09-24,-0.4543567874911158,-0.5378535891968728,-0.2972850035536603,1.0,-0.34837242359630416,-0.20506041222459132,0.0
2018-09-25,-0.4539870321920146,-0.5384484131498123,-0.2965532931407121,1.0,-0.3489364122397907,-0.2058639517688545,0.0
2018-09-26,-0.4561168698029388,-0.5416334434445836,-0.3002619888369974,1.0,-0.348900785966511,-0.20082013896799178,0.0
2018-09-27,-0.4585171481428775,-0.5356766756795218,-0.30194962288316496,1.0,-0.3491390351501352,-0.20085384943788243,0.0
2018-09-28,-0.45789099188843035,-0.5359897538067454,-0.302091931122812,1.0,-0.3491390351501352,-0.20105308097338834,0.0
2018-10-01,-0.4610096976611523,-0.535282373074729,-0.3011694238448374,1.0,-0.352281802624073,-0.2024814603536794,0.0
2018-10-02,-0.4607725664726691,-0.5368595229944083,-0.3007246376811594,1.0,-0.35207691429875615,-0.2024706150861577,0.0
2018-10-03,-0.4613538988860325,-0.5417880605541273,-0.30137103684661526,1.0,-0.3512710654098829,-0.2005427020851185,0.0
2018-10-04,-0.4610153995600126,-0.5423845032999057,-0.30139138881746236,1.0,-0.35101854232736207,-0.20125139281734808,0.0
2018-10-05,-0.46267633788337426,-0.5441772802558684,-0.30090239305500033,1.0,-0.349991432977326,-0.19795533725512596,0.0
2018-10-08,-0.461869723933379,-0.5423511293634496,-0.2991672370522473,1.0,-0.35138603696098564,-0.1971537759525439,0.0
2018-10-09,-0.46133006330918835,-0.5425483374208635,-0.29763873837905663,1.0,-0.3521359721667712,-0.1981121314093424,0.0
2018-10-10,-0.46102710413694725,-0.5436804564907276,-0.29674750356633384,1.0,-0.3521540656205421,-0.1994293865905849,0.0
2018-10-11,-0.45174561131618246,-0.5424215954239342,-0.28242554030826456,1.0,-0.34529008988700727,-0.1958635070021697,0.0
2018-10-12,-0.468352661729775,-0.5406175771971496,-0.28433701271482464,1.0,-0.3280145312281682,-0.17317311722788878,0.0
2018-10-15,-0.4783596533056576,-0.5305882022944658,-0.2941852963451236,1.0,-0.3300328181537685,-0.17180443746318477,0.0
2018-10-16,-0.477518162183389,-0.5337578188550111,-0.29174497209054445,1.0,-0.330145016970071,-0.17177638775910914,0.0
2018-10-17,-0.47213798859368483,-0.5193768257059397,-0.2871609403254973,1.0,-0.32878008067881487,-0.17460008346084294,0.0
2018-10-18,-0.47491704079640834,-0.5247762192911519,-0.28471040963721034,1.0,-0.3279328518446223,-0.1761802515267282,0.0
2018-10-19,-0.4754764223118654,-0.5241062734733621,-0.28332174154958967,1.0,-0.32683266100987624,-0.17226317985811657,0.0
2018-10-22,-0.47491303742869073,-0.5250034785028523,-0.2844858772784194,1.0,-0.3262557395297064,-0.1721441491582023,0.0
2018-10-23,-0.47779602973522295,-0.5249881671631819,-0.29039173650360556,1.0,-0.3213520060138653,-0.16964111701979565,0.0
2018-10-24,-0.4787580335531258,-0.5241354366636062,-0.28884622875107807,1.0,-0.3213143032022925,-0.16915672036279664,0.0
2018-10-25,-0.4703736215504472,-0.5083392768969112,-0.2891589400340155,1.0,-0.3207055467164097,-0.15457837274373182,0.0
2018-10-26,-0.4707465802340274,-0.509009503927924,-0.29014448167884416,1.0,-0.32071636543426907,-0.15618304675053563,0.0
2018-10-29,-0.4652156057494866,-0.5142231348391512,-0.28514715947980834,1.0,-0.3159753593429158,-0.15726214921286788,0.0
2018-10-30,-0.46893491124260356,-0.5141628314705238,-0.2873931623931624,1.0,-0.31555445978522906,-0.15340784571553803,0.0
2018-10-31,-0.46889899709541294,-0.5147969529237684,-0.2872526990738204,1.0,-0.31569573080506386,-0.15353208746643285,0.0
2018-11-01,-0.47647576123996926,-0.5075574365175333,-0.2941903924370672,1.0,-0.31612069913158186,-0.15381444432230407,0.0
2018-11-02,-0.47656207067098977,-0.5069791723910535,-0.29414189152058035,1.0,-0.31626092213002144,-0.15376160905643788,0.0
2018-11-05,-0.4734745460040111,-0.5158108739251078,-0.29396411989340365,1.0,-0.31723398994477875,-0.14681722025330368,0.0
2018-11-06,-0.4788283461105158,-0.5199901079877999,-0.291044981177699,1.0,-0.315088066386393,-0.14282966504547578,0.0
2018-11-07,-0.47871960434125566,-0.5199615331776343,-0.2912213216101113,1.0,-0.31498832257178183,-0.1427668635801621,0.0
2018-11-08,-0.4647367557815319,-0.5272811765349079,-0.27445191624296106,1.0,-0.3140068886337543,-0.15308075009567548,0.0
2018-11-09,-0.4681755829903978,-0.5308093278463649,-0.271358024691358,1.0,-0.3159670781893004,-0.15714677640603567,0.0
2018-11-12,-0.468532044593333,-0.533417540776539,-0.27101982536108515,1.0,-0.3155307814816849,-0.15739469493107805,0.0
2018-11-13,-0.4669383067162547,-0.533499234303216,-0.2672828702690877,1.0,-0.3146740319404944,-0.15220958214832642,0.0
2018-11-14,-0.46938328403987295,-0.5333278562821777,-0.26654069449008655,1.0,-0.3166009420527988,-0.15267280096396102,0.0
2018-11-15,-0.4717628020516196,-0.5393455662525029,-0.2623769165363833,1.0,-0.32655860007131293,-0.14276310376038837,0.0
2018-11-16,-0.4705028483786152,-0.5353856266432954,-0.261010078878177,1.0,-0.32638584574934265,-0.14556858019281332,0.0
2018-11-19,-0.4705076948354236,-0.5346130675283421,-0.26293882468919433,1.0,-0.3252368694890191,-0.14505175529875677,0.0
2018-11-20,-0.4669362771887638,-0.5343480161766313,-0.2576237840201115,1.0,-0.32637446715488033,-0.14725653076839,0.0
2018-11-21,-0.4707767517653449,-0.5304182509505703,-0.2627648017381858,1.0,-0.3224334600760456,-0.1295219989136339,0.0
2018-11-23,-0.47182157755541626,-0.5435013768846961,-0.25798184148103714,1.0,-0.32175477819887127,-0.1314447746544156,0.0
2018-11-26,-0.47181178779783,-0.5440543045635462,-0.2578648928629846,1.0,-0.32138378496265196,-0.13104519928030098,0.0
2018-11-27,-0.4728523462451888,-0.5443725602598749,-0.2589195534081293,1.0,-0.32233232331504386,-0.13135697322086645,0.0
2018-11-28,-0.47291985149595983,-0.542449224721555,-0.25941799519545755,1.0,-0.32307818300939073,-0.1320157239571959,0.0
2018-11-29,-0.4611670238450479,-0.5384260640750888,-0.24789083905270867,1.0,-0.3263434880503486,-0.13891978406532293,0.0
2018-11-30,-0.46155306626162895,-0.5386096720822371,-0.24755214407768045,1.0,-0.326615856139304,-0.13797499254115922,0.0
2018-12-03,-0.4615426339770015,-0.5403558255586896,-0.24297569971794317,1.0,-0.3283250162725103,-0.13888587546105446,0.0
2018-12-04,-0.46343449698680717,-0.5406916770725881,-0.24178837070416417,1.0,-0.3295781529941908,-0.13909549921276942,0.0
2018-12-06,-0.45543683887985936,-0.5047027790359969,-0.2689510005062482,1.0,-0.32090804934587414,-0.11446537528976047,0.0
2018-12-07,-0.4534958135566103,-0.5063463281958296,-0.2662791317796384,1.0,-0.3226227934510159,-0.11778038504613086,0.0
2018-12-10,-0.4379121315643124,-0.5150022509997088,-0.2611689309075501,1.0,-0.32846058102274833,-0.10569105691056911,0.0
2018-12-11,-0.4361175130467032,-0.5161461230761081,-0.25974197991999787,1.0,-0.32840605049140376,-0.10866513020212457,0.0
2018-12-12,-0.43732110675288877,-0.5159016219654405,-0.26057457860701794,1.0,-0.3293755963108237,-0.10707092123396586,0.0
2018-12-13,-0.4394007929116888,-0.5226831280100045,-0.2567384189660219,1.0,-0.32953729079637073,-0.11239124072053853,0.0
