Date,IWF,IWM,MRTX,MTUM,SPY,VLUE,VXX
2018-09-24,-1.3450634506345063,-2.488524885248853,1.0,-0.3478534785347853,-1.965079650796508,-1.853478534785348,0.0
2018-09-25,-1.3483853557614465,-2.4840334622649993,1.0,-0.3540523522533057,-1.9612305478096608,-1.847530808671404,0.0
2018-09-26,-1.3516711833785005,-2.493134598012647,1.0,-0.3475158084914182,-1.973441734417344,-1.867660343270099,0.0
2018-09-27,-1.396580875446177,-2.632631974450498,1.0,-0.3586323501784708,-2.0567349239150854,-1.9486191996994175,0.0
2018-09-28,-1.3929411764705881,-2.6439529411764706,1.0,-0.3613176470588235,-2.0606117647058824,-1.9530352941176472,0.0
2018-10-01,-1.4112903225806452,-2.6599620493358636,1.0,-0.3629032258064516,-2.0832068311195444,-1.9703036053130931,0.0
2018-10-02,-1.4138519924098674,-2.639753320683112,1.0,-0.37106261859582546,-2.0875711574952565,-1.975237191650854,0.0
2018-10-03,-1.4119207808206198,-2.6286364067089925,1.0,-0.37013171609968726,-2.087652800151616,-1.9776366909883445,0.0
2018-10-04,-1.4181267165451275,-2.61530447959087,1.0,-0.37228904252296613,-2.094990055876503,-1.9698835116961833,0.0
2018-10-05,-1.3845066440486289,-2.5983413438884178,1.0,-0.33239091508811613,-2.1146923004429365,-1.994251248704175,0.0
2018-10-08,-1.376513658124472,-2.585750492818924,1.0,-0.3228198629494039,-2.1143339904252323,-1.987609124190369,0.0
2018-10-09,-1.380451127819549,-2.5896616541353383,1.0,-0.3271616541353384,-2.1149436090225566,-1.9861842105263159,0.0
2018-10-10,-1.3805134957208691,-2.5933414840590614,1.0,-0.3245556287030941,-2.1169002163077213,-1.9892786607730653,0.0
2018-10-11,-1.2296676573898946,-2.5695757903269385,1.0,-0.12059803656669368,-2.0696208232009368,-2.017022426371251,0.0
2018-10-12,-1.2440623892236797,-2.549273307337824,1.0,-0.09801488833746899,-2.0171038638780576,-1.9536511875221554,0.0
2018-10-15,-1.2207711991529162,-2.5740757081090617,1.0,-0.06291361510632666,-2.013059207623754,-1.9530574428659668,0.0
2018-10-16,-1.2252761820592135,-2.5697746354396815,1.0,-0.06937693327441449,-2.01661511268228,-1.9566946531153337,0.0
2018-10-17,-1.169783802333562,-2.454701441317776,1.0,-0.027539464653397395,-1.9810398078242966,-1.9461221688400825,0.0
2018-10-18,-1.1769568586928443,-2.470765521398433,1.0,-0.02290536467751658,-1.9859640058555068,-1.9545337122190647,0.0
2018-10-19,-1.139890616988549,-2.445223038796787,1.0,-0.0,-1.9996581780892158,-1.9607759357374808,0.0
2018-10-22,-1.1442760510317664,-2.456460313382995,1.0,-0.0,-2.0,-1.9616405514170734,0.0
2018-10-23,-1.1841915085817525,-2.596567299006323,1.0,-0.0,-2.151851851851852,-2.100813008130081,0.0
2018-10-24,-1.2318582411400714,-2.6736358522407646,1.0,-0.0,-2.255859741233827,-2.214232139508719,0.0
2018-10-25,-1.1306501547987615,-2.484918177797435,1.0,-0.0,-2.160902255639098,-2.069172932330827,0.0
2018-10-26,-1.077978464744703,-2.431312955887461,1.0,-0.0,-2.146665508857242,-2.027613754775964,0.0
2018-10-29,-1.0180407878682238,-2.4898030329440473,1.0,-0.0,-2.1384870141188776,-2.069025623147987,0.0
2018-10-30,-0.9932891755272791,-2.491284643541921,1.0,-0.0,-2.140491546104236,-2.0902910929056997,0.0
2018-10-31,-0.9888965398519539,-2.4363057324840764,1.0,-0.0,-2.118436908245825,-2.0636942675159236,0.0
2018-11-01,-0.9500901984365605,-2.464049480285199,1.0,-0.0,-2.113821836611975,-2.0623657761360707,0.0
2018-11-02,-0.9528871502678798,-2.3944212943277488,1.0,-0.0,-2.116251381920231,-2.0405646738668253,0.0
2018-11-05,-0.9522068203078493,-2.3947614593077646,1.0,-0.0,-2.116506505655243,-2.0406497151118295,0.0
2018-11-06,-0.958177490649439,-2.398503910234614,1.0,-0.0,-2.11101666099966,-2.032811968718123,0.0
2018-11-07,-0.9555102733910681,-2.3968415690269995,1.0,-0.0,-2.107573442010528,-2.0304805569706232,0.0
2018-11-08,-0.8955423601237769,-2.3781048758049677,1.0,-0.0,-2.0708371665133396,-2.018817429121017,0.0
2018-11-09,-0.8947236391002592,-2.3774563090559413,1.0,-0.0,-2.0716615101597124,-2.018061710845388,0.0
2018-11-12,-0.886580805982551,-2.3481512255920234,1.0,-0.0,-2.068882426256751,-2.005400914000831,0.0
2018-11-13,-0.821287779237845,-2.333360709592641,1.0,-0.0,-2.066360052562418,-1.9917871222076218,0.0
2018-11-14,-0.8202154782465663,-2.338514680483592,1.0,-0.0,-2.069907064725718,-1.9958055761164568,0.0
2018-11-15,-0.8182042224595415,-2.34190421424464,1.0,-0.0,-2.077220077220077,-1.9775733179988497,0.0
2018-11-16,-0.8095510671354976,-2.3210401504620166,1.0,-0.0,-2.068362090113664,-1.9783301987079893,0.0
2018-11-19,-0.8025462012320329,-2.335934291581109,1.0,-0.0,-2.0845995893223823,-1.9904722792607803,0.0
2018-11-20,-0.6986457823462229,-2.3167727198564205,1.0,-0.0,-2.0974873551966065,-2.0451133953336598,0.0
2018-11-21,-0.724559686888454,-2.324934768427919,1.0,-0.0,-2.1179876060013045,-1.9863829093281147,0.0
2018-11-23,-0.734059097978227,-2.2922976180731767,1.0,-0.0,-2.153065400671196,-2.005811574036179,0.0
2018-11-26,-0.7322918370685425,-2.297562571568788,1.0,-0.0,-2.148454114182889,-2.001063307704891,0.0
2018-11-27,-0.7066295173318037,-2.330328607719413,1.0,-0.0,-2.1538965828075063,-2.0037695648611,0.0
2018-11-28,-0.7046875,-2.3611019736842103,1.0,-0.0,-2.152384868421053,-2.005509868421053,0.0
2018-11-29,-0.6318552620951458,-2.317098780389306,1.0,-0.0,-2.1279379694693485,-2.0,0.0
2018-11-30,-0.629746835443038,-2.3287893541058096,1.0,-0.0,-2.138185654008439,-2.017607919506654,0.0
2018-12-03,-0.6266720713417105,-2.3279286582894203,1.0,-0.0,-2.1366031617349006,-2.0158086745034454,0.0
2018-12-04,-0.6110438362799709,-2.3270364091386133,1.0,-0.0,-2.126907241462824,-2.007992249939453,0.0
2018-12-06,-0.5759607140073272,-2.1655623976927276,1.0,-0.0,-2.119572842778081,-1.9336659131654848,0.0
2018-12-07,-0.5887726420986884,-2.1678638351030606,1.0,-0.0,-2.1234384759525295,-1.9275452841973766,0.0
2018-12-10,-0.5170603674540682,-2.182491894395554,1.0,-0.0,-2.1285317276516906,-1.8915392928825074,0.0
2018-12-11,-0.5409024069344478,-2.1802492067177464,1.0,-0.0,-2.1417846915873384,-1.8763253618141011,0.0
2018-12-12,-0.5405572755417957,-2.180495356037152,1.0,-0.0,-2.14140866873065,-1.8775541795665633,0.0
2018-12-13,-0.5397696529334467,-2.1748473370951533,1.0,-0.0,-2.1413774445389193,-1.8737728994357268,0.0
2018-12-14,-0.5471464977990579,-2.154374855201174,1.0,-0.0,-2.1488145802764693,-1.8722681288130358,0.0
2018-12-17,-0.5106317647961925,-2.1493820526598606,1.0,-0.0,-2.121747140554233,-1.8946802794196669,0.0
2018-12-18,-0.47590040356354224,-2.1217543592476966,1.0,-0.0,-2.115358257823803,-1.9013934363816338,0.0
2018-12-19,-0.46218487394957986,-2.133766233766234,1.0,-0.0,-2.1310160427807485,-1.9124522536287245,0.0
2018-12-20,-0.4559660168398695,-2.098460138056588,1.0,-0.0,-2.135477508912994,-1.895623151027839,0.0
2018-12-21,-0.4421322476061223,-2.099826585237126,1.0,-0.0,-2.1414461283269244,-1.8562919399834126,0.0
2018-12-24,-0.3927049854249197,-2.0509006652216164,1.0,-0.0,-2.1331190671948574,-1.8976754615442113,0.0
2018-12-26,-0.38798016431056176,-2.0740877803271407,1.0,-0.0,-2.0771223447561247,-1.8621863666641993,0.0
2018-12-27,-0.28857182822772415,-1.9634214575465099,1.0,-0.0,-1.9106868093439642,-1.8313050776332356,0.0
2018-12-28,-0.2845965770171149,-1.9659797415298639,1.0,-0.0,-1.9079986028641285,-1.8270345791128186,0.0
2018-12-31,-0.2809373906960476,-1.9757957327736972,1.0,-0.0,-1.9103182931094789,-1.8284015389996502,0.0
2019-01-02,-0.27458787370773957,-1.9742246437552387,1.0,-0.0,-1.90646828723107,-1.8299804414640959,0.0
2019-01-03,-0.26815447040716384,-1.9795018889044351,1.0,-0.0,-1.9063243318875052,-1.8419616622359032,0.0
2019-01-04,-0.2003889699242898,-2.0002083767451553,1.0,-0.0,-1.885601166909773,-1.8596235326804198,0.0
2019-01-07,-0.14589996597482138,-1.9422252466825451,1.0,-0.0,-1.8898945219462404,-1.8269479414766927,0.0
2019-01-08,-0.14398422090729784,-1.9401482690607361,1.0,-0.0,-1.8910426443582944,-1.8261579269536832,0.0
2019-01-09,-0.14093595055355568,-1.9333695578346806,1.0,-0.0,-1.889900156218162,-1.8278883379745978,0.0
2019-01-10,-0.1383108935128519,-1.937984496124031,1.0,-0.0,-1.892016863865089,-1.8316333469332244,0.0
2019-01-11,-0.15149196633511858,-1.952145788412047,1.0,-0.0,-1.9476246783056268,-1.904291576824094,0.0
2019-01-14,-0.1681477367397945,-1.9459872257706192,1.0,-0.0,-1.944529297417384,-1.8837822826992503,0.0
2019-01-15,-0.16715604026845637,-1.9412052572706933,1.0,-0.0,-1.9673517897091721,-1.9152684563758389,0.0
2019-01-16,-0.14324607329842934,-1.9477835951134381,1.0,-0.0,-1.9536474694589878,-1.9361256544502619,0.0
2019-01-17,-0.16011767177978564,-1.9284863766897808,1.0,-0.0,-1.966029277859494,-1.9496392799607758,0.0
2019-01-18,-0.16811165151194757,-1.910904349051949,1.0,-0.0,-1.970113484175654,-1.9995065905406357,0.0
