Date,IWF,IWM,MTUM,ODFL,SPY,VLUE,VXX
2018-09-24,-0.3994817757816549,-0.8380031093453101,-0.1800310934531007,1.0,-0.5166004491276559,-0.520677146311971,0.0
2018-09-25,-0.4033596018249689,-0.8360293101064565,-0.18533112124982717,1.0,-0.5147241808378266,-0.5168671367344118,0.0
2018-09-26,-0.4053418212012178,-0.8388112371990035,-0.18879739828397452,1.0,-0.5146000553556601,-0.5121782452255743,0.0
2018-09-27,-0.41087686502579013,-0.8289195832035171,-0.19205871153113857,1.0,-0.5165299269567626,-0.5134143386298334,0.0
2018-09-28,-0.40838095238095234,-0.8315497835497835,-0.19265800865800864,1.0,-0.5167445887445887,-0.5138354978354979,0.0
2018-10-01,-0.4083604627000069,-0.8315093163399598,-0.19283784719817137,1.0,-0.5167278520468241,-0.5138879268546097,0.0
2018-10-02,-0.4093915572947328,-0.8220729300135055,-0.19621151781694773,1.0,-0.51892509609724,-0.5163625030300931,0.0
2018-10-03,-0.4137894957103997,-0.843516774778545,-0.19847248378321825,1.0,-0.5194601381042059,-0.512241054613936,0.0
2018-10-04,-0.4158388232423577,-0.8391020948795707,-0.19899613092125903,1.0,-0.5220816340757782,-0.5096378402872181,0.0
2018-10-05,-0.4077818308146604,-0.836095188466215,-0.19062011464304326,1.0,-0.5254125412541255,-0.5141566788257773,0.0
2018-10-08,-0.4071515361916334,-0.8354452352022219,-0.1896545738587051,1.0,-0.5256379100850547,-0.513730255164034,0.0
2018-10-09,-0.4076800222206791,-0.8357405735712798,-0.19068120269425734,1.0,-0.5250677036316923,-0.5127768904937157,0.0
2018-10-10,-0.40707256858722485,-0.8389373761257346,-0.1885670572690288,1.0,-0.5258875482457666,-0.5166382697590319,0.0
2018-10-11,-0.3915971005530935,-0.8399807619636538,-0.16816104984712632,1.0,-0.5188086158919921,-0.5168504586210451,0.0
2018-10-12,-0.3973618005031617,-0.8360644591011083,-0.16594138845447745,1.0,-0.5022098320527639,-0.49819813694159243,0.0
2018-10-15,-0.3820762726253948,-0.8639929364621183,-0.1435460318538391,1.0,-0.5032091554317927,-0.5031412367983156,0.0
2018-10-16,-0.38204231330865623,-0.8640608550955955,-0.14347811322036202,1.0,-0.5032091554317927,-0.5031412367983156,0.0
2018-10-17,-0.37013074086490105,-0.8364733489775393,-0.13241702983573583,1.0,-0.5019443513241703,-0.5113643982567885,0.0
2018-10-18,-0.3745414156373061,-0.845646393591599,-0.12867288209753963,1.0,-0.5020699404261049,-0.5148598162296792,0.0
2018-10-19,-0.3682060212317069,-0.8421352265496803,-0.1218981279930344,1.0,-0.5026288469910586,-0.5140149358695288,0.0
2018-10-22,-0.3708094711812184,-0.8355939582705382,-0.11487323754981746,1.0,-0.5086908469808098,-0.5191399578016679,0.0
2018-10-23,-0.37061227224008575,-0.8357784030010719,-0.1142818863879957,1.0,-0.5092443729903537,-0.5195270632368704,0.0
2018-10-24,-0.3700512889276256,-0.8392276490898729,-0.11414300559820319,1.0,-0.5095705809392913,-0.5192249673158794,0.0
2018-10-25,-0.34671640325905567,-0.8069107686266811,-0.11030398219953534,1.0,-0.5127450017996794,-0.49543535879061545,0.0
2018-10-26,-0.33614727750901,-0.7992791973765382,-0.09341212377025229,1.0,-0.525763823500763,-0.49222377349913965,0.0
2018-10-29,-0.32132452903476405,-0.8140415614682462,-0.07930342461319351,1.0,-0.5202628342072895,-0.5019744934291448,0.0
2018-10-30,-0.3344595692147754,-0.8160228712517463,-0.08612455735681103,1.0,-0.5210681914167832,-0.4911146486468926,0.0
2018-10-31,-0.334246396660797,-0.8233548555403378,-0.08484967064501403,1.0,-0.5240005217504728,-0.49445640122611356,0.0
2018-11-01,-0.34328162837882054,-0.8158256430394659,-0.09274167157536488,1.0,-0.5252961581255318,-0.4953530990248053,0.0
2018-11-02,-0.3463545063258119,-0.802725968436155,-0.09087648363114646,1.0,-0.5282052954219382,-0.4925655406286683,0.0
2018-11-05,-0.3435034878414499,-0.8105482756372645,-0.09081426429363061,1.0,-0.528750244474868,-0.4860486342004042,0.0
2018-11-06,-0.34589186194309557,-0.8119479842257927,-0.08991949939706026,1.0,-0.5274256102727896,-0.4839161750806636,0.0
2018-11-07,-0.34851058270185525,-0.8141494643323753,-0.08590279592370004,1.0,-0.5312908283250588,-0.48644499608048086,0.0
2018-11-08,-0.33817225253312544,-0.8161535463756818,-0.07563652896856327,1.0,-0.5276045726162639,-0.49002987789036107,0.0
2018-11-09,-0.34031549845503334,-0.8177264595869248,-0.07428850219547893,1.0,-0.5282484956903561,-0.4919824361684827,0.0
2018-11-12,-0.3399409531843104,-0.8106284268241248,-0.0739707361385978,1.0,-0.5299289491613406,-0.4898939103915907,0.0
2018-11-13,-0.3287017634353138,-0.8121151552274413,-0.06031786969276895,1.0,-0.5341242464296077,-0.48853928237531835,0.0
2018-11-14,-0.32852951607183156,-0.8123609633426832,-0.06025727826675693,1.0,-0.5342231679401618,-0.48869974530096394,0.0
2018-11-15,-0.33067561896768777,-0.8186190645275832,-0.0557797217469899,1.0,-0.5443687659382163,-0.47858226540559734,0.0
2018-11-16,-0.330097713567029,-0.8159244090425362,-0.05569350833628947,1.0,-0.5436486181431198,-0.47947370118352745,0.0
2018-11-19,-0.331,-0.8136451612903226,-0.06370967741935483,1.0,-0.539741935483871,-0.4776774193548387,0.0
2018-11-20,-0.30166752510945144,-0.8160893638938964,-0.027040947720834402,1.0,-0.5602626834921453,-0.5141321143445788,0.0
2018-11-21,-0.3004887838668954,-0.824426245427767,-0.019389505713268376,1.0,-0.5669892855986793,-0.5256854303563914,0.0
2018-11-23,-0.30078061736792666,-0.8272276746671849,-0.01859229747675963,1.0,-0.5665468208466945,-0.525928805104784,0.0
2018-11-26,-0.3006281976555923,-0.8290266174470566,-0.018101159251343826,1.0,-0.5655074153228418,-0.5248364743216113,0.0
2018-11-27,-0.30020717337822095,-0.8299559756571282,-0.01667098277871294,1.0,-0.5656480642237474,-0.5246342095040788,0.0
2018-11-28,-0.30007446016381234,-0.8315257858784681,-0.016543105960050503,1.0,-0.5649260254459516,-0.5242966751918159,0.0
2018-11-29,-0.2905996654227255,-0.8256981083515635,-0.009200875048256337,1.0,-0.5644382962295714,-0.5271200617681122,0.0
2018-11-30,-0.2897957868968627,-0.826837595825549,-0.009147716291953874,1.0,-0.5646460091477163,-0.5305997552019583,0.0
2018-12-03,-0.28977711929914973,-0.8268165421283175,-0.00898608606029374,1.0,-0.5646418448853389,-0.5305655758825045,0.0
2018-12-04,-0.2772860407480125,-0.8359136116386108,-0.01206990891242074,1.0,-0.5623290096237407,-0.5310759921465126,0.0
2018-12-06,-0.26170199343931366,-0.7954201362604089,-0.03791319707292455,1.0,-0.5523593237446379,-0.5067499369164774,0.0
2018-12-07,-0.2762852510094427,-0.7997647283248022,-0.045210313801545166,1.0,-0.5590245763520173,-0.4990302991765491,0.0
2018-12-10,-0.2691443223907056,-0.8023995694703852,-0.04175504131184906,1.0,-0.5589603976067619,-0.4933679445376555,0.0
2018-12-11,-0.27417772009243724,-0.7992655671277976,-0.045933711101965875,1.0,-0.559941751875653,-0.48634018170882265,0.0
2018-12-12,-0.27433600303903255,-0.7990756275918832,-0.046155307227199335,1.0,-0.5599100952863338,-0.48618189876222734,0.0
2018-12-13,-0.2729141628186476,-0.7951483332279082,-0.04835852995129356,1.0,-0.5622746536782844,-0.4840597128218103,0.0
2018-12-14,-0.2727561153589898,-0.8107807988832132,-0.04073733303721565,1.0,-0.5604238713157143,-0.4879913702845902,0.0
2018-12-17,-0.2685305385808821,-0.8116708355761011,-0.03653864420732673,1.0,-0.5565019155874996,-0.49301839597251684,0.0
2018-12-18,-0.2600644631233015,-0.8062946343929722,-0.019718131833407065,1.0,-0.5658851039625861,-0.5079946912721987,0.0
2018-12-19,-0.26434238391756487,-0.8054177071150868,-0.01918639567594905,1.0,-0.564370831621203,-0.5075386414641084,0.0
2018-12-20,-0.2607065200264709,-0.7982226704062019,-0.026439353354552043,1.0,-0.5625374216115716,-0.5033876406264771,0.0
2018-12-21,-0.2589837742836519,-0.8008034397263283,-0.023475504503656274,1.0,-0.5662367008756237,-0.4889370115808304,0.0
2018-12-24,-0.23780697101132714,-0.7826005554342061,-0.03189066059225513,1.0,-0.5614566106031766,-0.5067244983929854,0.0
2018-12-26,-0.23922019060627697,-0.7862974575481948,-0.028808245118430446,1.0,-0.55046099400863,-0.49954987117002453,0.0
2018-12-27,-0.2060928112073911,-0.7631714018296549,-0.031369825790284106,1.0,-0.508076446967181,-0.5104918329760575,0.0
2018-12-28,-0.20788606331831516,-0.7618457258625382,-0.031568443651537596,1.0,-0.5096005563787004,-0.5129267333917934,0.0
2018-12-31,-0.20945986814250286,-0.7598741910119154,-0.031059093933345428,1.0,-0.5101312526462227,-0.5136998729813101,0.0
2019-01-02,-0.20917580923021126,-0.7601777133012967,-0.027835705866352343,1.0,-0.5099585940097319,-0.5151872336567231,0.0
2019-01-03,-0.2104961198176163,-0.7565298789141528,-0.03677869372225745,1.0,-0.5111574116012924,-0.5046350816801038,0.0
2019-01-04,-0.20538487050381402,-0.7587963940060903,-0.03563783278560014,1.0,-0.5095124672113848,-0.5057135104169806,0.0
2019-01-07,-0.1850992983707932,-0.7391782613866096,-0.05589249613509335,1.0,-0.5019919134260911,-0.4908134141990724,0.0
2019-01-08,-0.18587327496661227,-0.7298115447395755,-0.058525003709749224,1.0,-0.5055349458376613,-0.4880546075085324,0.0
2019-01-09,-0.18675146363933548,-0.7340188415703289,-0.058426699158964604,1.0,-0.5062260394068174,-0.4864334749918274,0.0
2019-01-10,-0.1877617703846725,-0.7310559928709341,-0.058755383929897514,1.0,-0.5079756423585325,-0.48486558740531704,0.0
2019-01-11,-0.1859635563746619,-0.7239975030468774,-0.0631075176124372,1.0,-0.5090811807021195,-0.4904134835468624,0.0
2019-01-14,-0.18934260580123632,-0.7224797907750833,-0.06478839752734189,1.0,-0.5083808844507846,-0.4869234427009035,0.0
2019-01-15,-0.18404999256063084,-0.7201309328968903,-0.07103109656301144,1.0,-0.5063532212468382,-0.4941526558547835,0.0
2019-01-16,-0.17645658513360707,-0.723471999047789,-0.06397667083258941,1.0,-0.5035112777480212,-0.5082425757305243,0.0
2019-01-17,-0.17819425851554366,-0.7207496653279786,-0.06416778224007139,1.0,-0.5030789825970549,-0.5086717239327682,0.0
2019-01-18,-0.17504197649316383,-0.7171683857040059,-0.06809186855360999,1.0,-0.5083353322139602,-0.5296833773087072,0.0
2019-01-22,-0.018694179242377578,-0.8354481059439484,-0.0,1.0,-0.6497074222359102,-0.5759162303664922,0.0
2019-01-23,-0.01872798071574263,-0.8129365226528217,-0.0,1.0,-0.6544285802583597,-0.6043327770566784,0.0
2019-01-24,-0.026423957721667644,-0.8087276323515777,-0.0,1.0,-0.654170658590104,-0.6012300275056401,0.0
2019-01-25,-0.0,-0.8371469100777106,-0.0,1.0,-0.6721968669051437,-0.5744110028370544,0.0
2019-01-28,-0.0,-0.8193235820527063,-0.0,1.0,-0.6980497438745911,-0.5685058322532864,0.0
2019-01-29,-0.0,-0.8150667986145473,-0.0,1.0,-0.6930665512122712,-0.5843641761504206,0.0
2019-01-30,-0.0,-0.8142918798939515,-0.0,1.0,-0.6910721992724582,-0.5774092114187064,0.0
2019-01-31,-0.0,-0.8205254870480718,-0.0,1.0,-0.6837506560869431,-0.5832226990644972,0.0
2019-02-01,-0.0,-0.8172212926814153,-0.0,1.0,-0.6966908347276445,-0.5845882134225692,0.0
2019-02-04,-0.0,-0.8168507258965133,-0.0,1.0,-0.6927038094056335,-0.5925673160441742,0.0
2019-02-05,-0.0,-0.8243373419098227,-0.0,1.0,-0.6954724837637115,-0.5875827351542836,0.0
2019-02-06,-0.0,-0.8126009693053312,-0.0,1.0,-0.697589163663477,-0.5965577233751709,0.0
2019-02-07,-0.0,-0.8231803920350409,-0.0,1.0,-0.7072163026932994,-0.5760305675499364,0.0
