Date,CMA,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.19161282945514838,-0.5176090560859871,-0.18083585844148417,-0.4507746841232634,-0.5177805728660454,0.0
2018-09-25,1.0,-0.19111632296999687,-0.5186625861625147,-0.17964705545862772,-0.45167748762978005,-0.5190344078025341,0.0
2018-09-26,1.0,-0.19090389016018303,-0.5185354691075514,-0.17911899313501142,-0.45191647597254,-0.519908466819222,0.0
2018-09-27,1.0,-0.1897822781905281,-0.5263761796850349,-0.1773615214709848,-0.45351538969048505,-0.5214996701184705,0.0
2018-09-28,1.0,-0.1873582685076212,-0.5295232080833596,-0.17785687630967076,-0.4538565318483222,-0.5219450584149037,0.0
2018-10-01,1.0,-0.18946642530816307,-0.5285463896790507,-0.1773985001292992,-0.45553544234692406,-0.5223974944688676,0.0
2018-10-02,1.0,-0.19010543856120898,-0.5242910908725257,-0.17895825552331426,-0.45637371793030135,-0.5232568161576694,0.0
2018-10-03,1.0,-0.19002757352941174,-0.5223173253676471,-0.17879710477941174,-0.45685891544117646,-0.5242417279411764,0.0
2018-10-04,1.0,-0.18830362044554885,-0.5353231818313156,-0.1781039613973244,-0.45491057239446386,-0.5328093848420931,0.0
2018-10-05,1.0,-0.17425793982750168,-0.5290333746790897,-0.16609455678310786,-0.46695704848991837,-0.5482735742925549,0.0
2018-10-08,1.0,-0.1730237381885227,-0.5272240147499424,-0.16438119382346164,-0.4682818621802259,-0.547966121226089,0.0
2018-10-09,1.0,-0.17116753609822175,-0.5280860016716142,-0.1595238781450846,-0.4712222958757241,-0.5520361990950226,0.0
2018-10-10,1.0,-0.1709032220877284,-0.528214882702173,-0.1593175399158453,-0.4712951755144389,-0.5522508501930947,0.0
2018-10-11,1.0,-0.14186704384724189,-0.5256859971711457,-0.1296746817538897,-0.46647807637906646,-0.5651485148514852,0.0
2018-10-12,1.0,-0.13729479246136023,-0.5269418778785566,-0.12619027436353875,-0.4675482467293945,-0.5676301884659942,0.0
2018-10-15,1.0,-0.11727888073862189,-0.5682403919680535,-0.09547140955563736,-0.47276898241241605,-0.5783794499985839,0.0
2018-10-16,1.0,-0.11947492274106204,-0.5627002353208018,-0.10028068384792038,-0.4734200901590541,-0.5793144509653824,0.0
2018-10-17,1.0,-0.1077595873514241,-0.5361628167750617,-0.08667862749495403,-0.47785377887418706,-0.5948923525454138,0.0
2018-10-18,1.0,-0.10599505562422744,-0.5340768625688279,-0.0884649960669738,-0.48381840656253516,-0.596949095403978,0.0
2018-10-19,1.0,-0.0978999468694947,-0.5293755767456167,-0.08363860071027096,-0.48597634294343,-0.5994239534688628,0.0
2018-10-22,1.0,-0.10293540978096465,-0.5211472746624839,-0.07150859895804157,-0.4968629208447706,-0.6085093272085598,0.0
2018-10-23,1.0,-0.10207676354441886,-0.5367482030739509,-0.05284241029574703,-0.5221739253956078,-0.6271484985368903,0.0
2018-10-24,1.0,-0.10217175301632364,-0.5342228530872959,-0.04797728885734563,-0.5241731724627395,-0.6303477643718949,0.0
2018-10-25,1.0,-0.08333797404911733,-0.5106086762822297,-0.04555326613576878,-0.5279835161775353,-0.6169460377568635,0.0
2018-10-26,1.0,-0.07825990701793226,-0.5051472216072614,-0.03854881558556564,-0.532100951959265,-0.6132665485941997,0.0
2018-10-29,1.0,-0.06848710522686527,-0.5102744449041512,-0.03158185077920287,-0.529223555371673,-0.6186732864432493,0.0
2018-10-30,1.0,-0.055798142825558256,-0.5146473579482644,-0.02150121600707495,-0.5349325668803891,-0.6368007959319036,0.0
2018-10-31,1.0,-0.05786101256771993,-0.5025162940351456,-0.0228528999257487,-0.5332068311195446,-0.6336110881940433,0.0
2018-11-01,1.0,-0.05541201693144963,-0.5054972239019295,-0.020257270078610303,-0.5335055796822605,-0.633939860370513,0.0
2018-11-02,1.0,-0.058965300030126254,-0.4926190671815518,-0.018020978829458,-0.537452414208638,-0.6316928217347246,0.0
2018-11-05,1.0,-0.05394361562088635,-0.5105857832382624,-0.017030495831505045,-0.5407525230364194,-0.6200636243966652,0.0
2018-11-06,1.0,-0.05750089116784118,-0.5129287888343524,-0.015574871808933615,-0.5390057308947325,-0.6170720337821163,0.0
2018-11-07,1.0,-0.05587372920834133,-0.5125366508645495,-0.018304880388019622,-0.537281122407037,-0.6162277697092593,0.0
2018-11-08,1.0,-0.03877194895844694,-0.5206674664630822,-0.0,-0.5375449885483695,-0.6295670193041771,0.0
2018-11-09,1.0,-0.037407164700742686,-0.5220620358235037,-0.0,-0.5407383136740934,-0.6301059414591524,0.0
2018-11-12,1.0,-0.037169153686962206,-0.5073249101405075,-0.0,-0.5493682605380678,-0.6291525977562357,0.0
2018-11-13,1.0,-0.019315568781279588,-0.5041796293791425,-0.0,-0.5519545516028675,-0.6298119843094819,0.0
2018-11-14,1.0,-0.018624796968056308,-0.5053329723876556,-0.0,-0.5524634542501353,-0.6306713589604764,0.0
2018-11-15,1.0,-0.01766813222602182,-0.5065950170981924,-0.0,-0.5528958367258319,-0.6368669597785377,0.0
2018-11-16,1.0,-0.017766566305910437,-0.5052757208343505,-0.0,-0.5523639026771909,-0.6370738058426235,0.0
2018-11-19,1.0,-0.02116516972838032,-0.5046807586899302,-0.0,-0.5509185140965457,-0.6366917211624562,0.0
2018-11-20,1.0,-0.0,-0.49858188595661923,-0.0,-0.552875395046055,-0.6496853137408498,0.0
2018-11-21,1.0,-0.0,-0.49527008868583716,-0.0,-0.5518409029830691,-0.6403386186509004,0.0
2018-11-23,1.0,-0.0,-0.4882796767177725,-0.0,-0.5554332357758505,-0.6413554224955025,0.0
2018-11-26,1.0,-0.0,-0.4883202663516271,-0.0,-0.5553646224895286,-0.641284502201697,0.0
2018-11-27,1.0,-0.0,-0.4877571271488723,-0.0,-0.5538391396465256,-0.6403304100624883,0.0
2018-11-28,1.0,-0.0,-0.49460518546352455,-0.0,-0.5508347200601212,-0.638547426056149,0.0
2018-11-29,1.0,-0.0,-0.48241246172280655,-0.0,-0.541978431633604,-0.638370390094528,0.0
2018-11-30,1.0,-0.0,-0.48254729549693576,-0.0,-0.5416466826538768,-0.6403410604849453,0.0
2018-12-03,1.0,-0.0,-0.48251617885962345,-0.0,-0.5409997603131907,-0.6396974619830089,0.0
2018-12-04,1.0,-0.0,-0.4829492597613162,-0.0,-0.5371448316189564,-0.6378545038938946,0.0
2018-12-06,1.0,-0.0,-0.4607065987715891,-0.0,-0.5340437818258177,-0.6300593206992493,0.0
2018-12-07,1.0,-0.0,-0.461198738170347,-0.0,-0.5336225026288117,-0.6339905362776025,0.0
2018-12-10,1.0,-0.0,-0.4592782025521254,-0.0,-0.527908979410767,-0.6223741551629655,0.0
2018-12-11,1.0,-0.0,-0.4640012575979878,-0.0,-0.5203573674282121,-0.6356371829805072,0.0
2018-12-12,1.0,-0.0,-0.4646808956945828,-0.0,-0.5196916461272222,-0.6376841994860769,0.0
2018-12-13,1.0,-0.0,-0.466654418519199,-0.0,-0.5191727251253249,-0.6387758851473715,0.0
2018-12-14,1.0,-0.0,-0.4883420031158406,-0.0,-0.5111562937339917,-0.641044598769507,0.0
2018-12-17,1.0,-0.0,-0.48541414354167767,-0.0,-0.49989468695697964,-0.6474909167500396,0.0
2018-12-18,1.0,-0.0,-0.4736345033842279,-0.0,-0.49609108557636805,-0.6537069101212026,0.0
2018-12-19,1.0,-0.0,-0.47611280648216353,-0.0,-0.49939492791749973,-0.6552404503840893,0.0
2018-12-20,1.0,-0.0,-0.46889337493118005,-0.0,-0.5012453136879638,-0.6515743386728888,0.0
