Date,BAX,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.4054129962977148,-0.24414655942806077,-0.21039193157155625,-0.4097025405336397,-0.2836205795991319,0.0
2018-09-25,1.0,-0.4071785969570101,-0.24280098029204533,-0.21316246298376393,-0.4083273766976412,-0.28134892269988765,0.0
2018-09-26,1.0,-0.4068437180796731,-0.24251787538304392,-0.21192543411644535,-0.4089376915219612,-0.2834014300306435,0.0
2018-09-27,1.0,-0.40647913952121817,-0.2440407756572392,-0.21159398073631233,-0.40911065123527757,-0.2836156459978028,0.0
2018-09-28,1.0,-0.4041666666666667,-0.24670245398773005,-0.21196319018404908,-0.4092791411042945,-0.2841002044989775,0.0
2018-10-01,1.0,-0.4035756304670316,-0.24819683871297765,-0.21221034324006344,-0.40915136324108653,-0.2845669855235562,0.0
2018-10-02,1.0,-0.4045328967563696,-0.238667758109076,-0.2156195641051878,-0.41169548756778884,-0.28755244039701217,0.0
2018-10-03,1.0,-0.40464187927019624,-0.24010338033214768,-0.2158448271450139,-0.41137183653624704,-0.28695718928324676,0.0
2018-10-04,1.0,-0.4125035317083194,-0.2336835075642771,-0.21611486399712326,-0.4230087586366322,-0.28323016464182055,0.0
2018-10-05,1.0,-0.41550833740140286,-0.23378124919709153,-0.21592456514478045,-0.4231905655044834,-0.28092803370930863,0.0
2018-10-08,1.0,-0.41455842356442757,-0.23143634217683587,-0.2135013085646842,-0.42571971057628166,-0.2805973212911172,0.0
2018-10-09,1.0,-0.4167372826952212,-0.2317489664381275,-0.21765143928305472,-0.4240813496648948,-0.2776622242765067,0.0
2018-10-10,1.0,-0.41661102265139455,-0.23203554368483228,-0.2171657506805691,-0.42413580563973496,-0.278211515742976,0.0
2018-10-11,1.0,-0.39838851819211885,-0.22419740652146541,-0.18907213899030595,-0.42084854588946247,-0.2854337152209493,0.0
2018-10-12,1.0,-0.40438331544394795,-0.21629514989640797,-0.18901175707046752,-0.41282044881555624,-0.27365767205012353,0.0
2018-10-15,1.0,-0.3998753894080997,-0.22317757009345796,-0.1819563862928349,-0.41298442367601246,-0.2742429906542056,0.0
2018-10-16,1.0,-0.39919254348801275,-0.2257140008971739,-0.18005781787369785,-0.41302397448038675,-0.2741613916164083,0.0
2018-10-17,1.0,-0.3917792681724036,-0.20586349738633,-0.172083045665253,-0.4141434066475984,-0.28185718512673835,0.0
2018-10-18,1.0,-0.3903408109375386,-0.2038449199180672,-0.17341625330075763,-0.4175365859677698,-0.2827176032180844,0.0
2018-10-19,1.0,-0.39251252437007966,-0.20295649169566396,-0.17188618247328546,-0.4187951926161743,-0.28170578218701414,0.0
2018-10-22,1.0,-0.39101518073480696,-0.2093408495277654,-0.17719922860109777,-0.41551698561044353,-0.2793848588241112,0.0
2018-10-23,1.0,-0.3904309534411953,-0.21000940082133487,-0.17527583988916925,-0.41752016228786304,-0.2806639948542872,0.0
2018-10-24,1.0,-0.3913785006302989,-0.20777615740168573,-0.1729737746249104,-0.4183701213634229,-0.2812615863756581,0.0
2018-10-25,1.0,-0.376815453137103,-0.1817389620449264,-0.1712093338497289,-0.4258084817970566,-0.265031951975213,0.0
2018-10-26,1.0,-0.3692337293761124,-0.17773822694694308,-0.15885804993025157,-0.4358555005050748,-0.2634325845399009,0.0
2018-10-29,1.0,-0.36335530257639304,-0.18082684242061114,-0.15321749550629118,-0.4330497303774715,-0.2661713600958658,0.0
2018-10-30,1.0,-0.35669079925204966,-0.18226494702018506,-0.14846334563935368,-0.43517763820300137,-0.2746559907944575,0.0
2018-10-31,1.0,-0.3565670137722539,-0.18374202216996977,-0.14815970056144728,-0.43567349680886797,-0.2752051442007774,0.0
2018-11-01,1.0,-0.32182865678011313,-0.3771737970767097,-0.03251360290195242,-0.5544382801664356,-0.38130801237597356,0.0
2018-11-02,1.0,-0.3259934126646834,-0.36233000424989376,-0.02985550361240969,-0.5591797705057374,-0.3788249043773906,0.0
2018-11-05,1.0,-0.3274148104832279,-0.3593110414119398,-0.02969007495614268,-0.559406730104726,-0.38219658710329063,0.0
2018-11-06,1.0,-0.3274500943621913,-0.3593737540203609,-0.029903511336753407,-0.5591823715478058,-0.38218016533319155,0.0
2018-11-07,1.0,-0.3288885340146918,-0.36040136271691686,-0.027653571808793784,-0.5611891834344725,-0.38342382625359306,0.0
2018-11-08,1.0,-0.31385682516149527,-0.3676003388753574,-0.009133749867626814,-0.5616329556285079,-0.3952663348512125,0.0
2018-11-09,1.0,-0.3123659189024552,-0.3679582593956087,-0.010064358926821516,-0.5629419710252404,-0.39518499880816804,0.0
2018-11-12,1.0,-0.3124785512526069,-0.35751432116364407,-0.009529843457142103,-0.5671180803041103,-0.3932050368258494,0.0
2018-11-13,1.0,-0.31109237942206885,-0.35600453072728705,-0.003898532781919237,-0.5708452967362959,-0.39230303189948107,0.0
2018-11-14,1.0,-0.31617023531905875,-0.3592855628577486,-0.0012189951240195041,-0.577379690481238,-0.3959614161543354,0.0
2018-11-15,1.0,-0.31690103475723,-0.3639161581321305,-0.0,-0.5859113823295303,-0.3864950915362165,0.0
2018-11-16,1.0,-0.319702304737516,-0.37246585574050367,-0.0,-0.5892819035424669,-0.38604353393085783,0.0
2018-11-19,1.0,-0.3174632843791722,-0.374045393858478,-0.0,-0.5914552736982643,-0.3872363150867824,0.0
2018-11-20,1.0,-0.30602198036137207,-0.36991404773942893,-0.0,-0.5934165358311823,-0.3917081348625562,0.0
2018-11-21,1.0,-0.3102910465515874,-0.36482592719870993,-0.0,-0.5926405667609506,-0.37571704248063653,0.0
2018-11-23,1.0,-0.3096601452733153,-0.37394623826944484,-0.0,-0.5909813901701925,-0.3764116430730078,0.0
2018-11-26,1.0,-0.3091376477447395,-0.3766894577834313,-0.0,-0.5894948852493772,-0.3748078655854137,0.0
2018-11-27,1.0,-0.3037566989624858,-0.3783098814646638,-0.0,-0.5866575147179176,-0.3712083212334011,0.0
2018-11-28,1.0,-0.30374633682709823,-0.3788842833381736,-0.0,-0.5862924730047258,-0.37117511946563875,0.0
2018-11-29,1.0,-0.30092202318229716,-0.3770811380400421,-0.0,-0.5848788198103266,-0.37146996838777663,0.0
2018-11-30,1.0,-0.30084556015067304,-0.37702499802439216,-0.0,-0.5850696731027579,-0.37122988172694465,0.0
2018-12-03,1.0,-0.30092202318229716,-0.37705479452054796,-0.0,-0.5850895679662803,-0.3712855637513172,0.0
2018-12-04,1.0,-0.2972027972027972,-0.3783847731216152,-0.0,-0.5833377149166623,-0.37002471212997523,0.0
2018-12-06,1.0,-0.2966127949604998,-0.34551040429596735,-0.0,-0.5856095420044405,-0.3540042340062993,0.0
2018-12-07,1.0,-0.29428172942817293,-0.3460664290510873,-0.0,-0.5864972364275014,-0.3559326411488196,0.0
2018-12-10,1.0,-0.28670520231213875,-0.34540783558124594,-0.0,-0.5876172125883109,-0.3493127809890816,0.0
2018-12-11,1.0,-0.2918293936279548,-0.3438335046248715,-0.0,-0.5890801644398767,-0.34465570400822204,0.0
2018-12-12,1.0,-0.2939512395844049,-0.3441004011932929,-0.0,-0.5907056887151527,-0.34302026540479374,0.0
2018-12-13,1.0,-0.29407376922681205,-0.3444107207160862,-0.0,-0.5903853078862081,-0.34327897525592876,0.0
2018-12-14,1.0,-0.29598395639430247,-0.33897259217360004,-0.0,-0.5929449272381344,-0.34318918085051675,0.0
2018-12-17,1.0,-0.2919018782715796,-0.3379349276403572,-0.0,-0.5900133429128606,-0.34614595093913575,0.0
2018-12-18,1.0,-0.28883830374955244,-0.33375108701212336,-0.0,-0.5895186454550105,-0.34556754821218477,0.0
2018-12-19,1.0,-0.29587420288370425,-0.3328808871360156,-0.0,-0.5870873562629652,-0.3451737649499322,0.0
2018-12-20,1.0,-0.29538257227500253,-0.3279446317294923,-0.0,-0.5877004801307589,-0.342884870773317,0.0
2018-12-21,1.0,-0.2944564801835096,-0.3269529756594877,-0.0,-0.588861985472155,-0.33844781445138267,0.0
2018-12-24,1.0,-0.27432819914232787,-0.3084067091273567,-0.00459285949909919,-0.5889517622878023,-0.36121190590981755,0.0
2018-12-26,1.0,-0.2764114735885264,-0.30996869003130995,-0.0019947480052519948,-0.5812544187455813,-0.3553681446318554,0.0
2018-12-27,1.0,-0.25773986152324435,-0.2963155291790307,-0.0067754698318496535,-0.5525964391691395,-0.35939663699307617,0.0
2018-12-28,1.0,-0.25974025974025977,-0.29498364231188656,-0.006766134628730048,-0.5545008426687816,-0.3624467135917518,0.0
2018-12-31,1.0,-0.2609935055277378,-0.2935154429626692,-0.006370531951812006,-0.5548064052352387,-0.3631203212532844,0.0
2019-01-02,1.0,-0.2609148124287626,-0.29347341295406115,-0.005129094603300461,-0.5547351206700034,-0.36357103919916745,0.0
2019-01-03,1.0,-0.26250897477160756,-0.28949518457082024,-0.01673640167364017,-0.5570795474239311,-0.3499789557079548,0.0
2019-01-04,1.0,-0.2458878942566151,-0.29572636926339674,-0.015042785627974651,-0.5531799462405366,-0.3561934354269932,0.0
2019-01-07,1.0,-0.23451910408432147,-0.2828282828282828,-0.02730200556287513,-0.5486019616454398,-0.34660615820036106,0.0
2019-01-08,1.0,-0.23559074299634594,-0.2695980511571255,-0.030523751522533497,-0.5564190012180268,-0.34392204628501827,0.0
2019-01-09,1.0,-0.23339418279177315,-0.26121455519045883,-0.029426798101496898,-0.5583546306437872,-0.3515638310819034,0.0
2019-01-10,1.0,-0.23272310654998415,-0.2640957511639812,-0.02871559856665773,-0.5583940716183604,-0.35372839626550956,0.0
2019-01-11,1.0,-0.23199317738791425,-0.26408382066276803,-0.02936159844054581,-0.5581627680311891,-0.35302144249512674,0.0
2019-01-14,1.0,-0.23651745660230153,-0.26584747415642673,-0.030768480592939337,-0.5584162278135362,-0.34654768870684605,0.0
2019-01-15,1.0,-0.2315316634929935,-0.26470875445534886,-0.03625311264098433,-0.555954299106489,-0.3528148039646502,0.0
2019-01-16,1.0,-0.23423863886376417,-0.2669958686777324,-0.034639548243576894,-0.558584105409832,-0.35013567360109515,0.0
2019-01-17,1.0,-0.22503102114303788,-0.2759056957251648,-0.03678742609668865,-0.5539037979611202,-0.3414028855745602,0.0
2019-01-18,1.0,-0.22284387979477155,-0.27686293672123136,-0.04087466406059125,-0.5515269973124848,-0.3510627901294894,0.0
2019-01-22,1.0,-0.1404495756182276,-0.24570114717608785,-0.0,-0.7476457207152116,-0.312208008218575,0.0
2019-01-23,1.0,-0.13798339496950845,-0.23413582816977296,-0.0,-0.7565575175724327,-0.3204428008131077,0.0
2019-01-24,1.0,-0.13431813735081197,-0.24036392095480336,-0.0,-0.7466004695754255,-0.32439835648601056,0.0
2019-01-25,1.0,-0.048545597484276726,-0.21857802672955973,-0.0,-0.9113846305031447,-0.2782773191823899,0.0
2019-01-28,1.0,-0.04634707668200959,-0.2182695132700029,-0.0,-0.9071834296347077,-0.276540005876016,0.0
2019-01-29,1.0,-0.04142447207710985,-0.21389154587594733,-0.0,-0.9122213229342948,-0.28506609766266894,0.0
2019-01-30,1.0,-0.04185464888191447,-0.21184778344448807,-0.0,-0.9090819929384072,-0.2891575127500981,0.0
2019-01-31,1.0,-0.03984796468857283,-0.21115743011280041,-0.0,-0.9143697891123099,-0.2868072584600294,0.0
2019-02-01,1.0,-0.04041247237908176,-0.21060643260495948,-0.0,-0.9211637613552665,-0.28301006629020375,0.0
2019-02-04,1.0,-0.0416421135336869,-0.21270379100373207,-0.0,-0.922780396778629,-0.2782115497937537,0.0
2019-02-05,1.0,-0.027774367034208394,-0.21529431988408929,-0.0,-0.9228407946759657,-0.28980133100857053,0.0
2019-02-06,1.0,-0.018396458435809147,-0.2157156910969011,-0.0,-0.9242498770290212,-0.30105755041810134,0.0
2019-02-07,1.0,-0.018712961369169105,-0.21789165662576537,-0.0,-0.9257137236580029,-0.2967024860451964,0.0
2019-02-08,1.0,-0.016497993154564034,-0.21752727093644578,-0.0,-0.9328014577331264,-0.29556031617049566,0.0
2019-02-11,1.0,-0.016713915937384444,-0.21582645137433748,-0.0,-0.9372611857512634,-0.2953777887341304,0.0
2019-02-12,1.0,-0.018349756736064805,-0.22133313575856364,-0.0,-0.9346768417673064,-0.2953248870119286,0.0
2019-02-13,1.0,-0.019858400967017787,-0.22409157066383797,-0.0,-0.9295705158250487,-0.2933616202481683,0.0
2019-02-14,1.0,-0.024527929793423064,-0.22688951338559382,-0.0,-0.9211655080609377,-0.29256027214909036,0.0
