Date,CCC,IWF,IWM,MTUM,SPY,VLUE,VXX
2019-06-27,1.0,-0.0,-0.0,-0.031007931722250567,-0.7442599378449835,-0.5439723549329747,0.0
2019-06-28,1.0,-0.0,-0.0,-0.03494180238366285,-0.7553841507329879,-0.5329554166763469,0.0
2019-07-01,1.0,-0.0,-0.0,-0.03415313444108761,-0.7590162386706948,-0.5671025302114804,0.0
2019-07-02,1.0,-0.0,-0.0,-0.02952408229509762,-0.7670055849921237,-0.5902429710248699,0.0
2019-07-03,1.0,-0.0,-0.0,-0.040786982673919815,-0.77231661434494,-0.5833113661961705,0.0
2019-07-05,1.0,-0.0,-0.0,-0.04208229426433915,-0.7724199117590639,-0.5833493190101668,0.0
2019-07-08,1.0,-0.0,-0.0,-0.044829489548585275,-0.7730927068084187,-0.5819674098250498,0.0
2019-07-09,1.0,-0.0,-0.0,-0.0438613384689456,-0.7804285026480501,-0.5830284063553202,0.0
2019-07-10,1.0,-0.0,-0.0,-0.04134666473457953,-0.7843549244070908,-0.5894073322706854,0.0
2019-07-11,1.0,-0.0,-0.0,-0.04138896938085579,-0.7839032164589973,-0.5894668212112432,0.0
2019-07-12,1.0,-0.0,-0.0,-0.04150350495528161,-0.7839738941261784,-0.5917331399564901,0.0
2019-07-15,1.0,-0.0,-0.0,-0.053344355564200446,-0.8088696540154149,-0.5691361326557903,0.0
2019-07-16,1.0,-0.0,-0.0,-0.05415065895054224,-0.8082478237611243,-0.5691776491757039,0.0
2019-07-17,1.0,-0.0,-0.0,-0.0510808373747959,-0.81115199961007,-0.5748056442375649,0.0
2019-07-18,1.0,-0.0,-0.0,-0.047177903585520674,-0.8215572384383502,-0.5820405362350808,0.0
2019-07-19,1.0,-0.0,-0.0,-0.05699853913387971,-0.8221209795231138,-0.5969247530145838,0.0
2019-07-22,1.0,-0.0,-0.0,-0.052873790731622836,-0.8199025162679071,-0.6014548333621991,0.0
2019-07-23,1.0,-0.0,-0.0,-0.05876219557607805,-0.8233658548695415,-0.6004319654427646,0.0
2019-07-24,1.0,-0.0,-0.0,-0.06909126993971569,-0.8189734302513086,-0.5927956535761244,0.0
2019-07-25,1.0,-0.0,-0.0,-0.07058211027370091,-0.8205573185243951,-0.588035501785006,0.0
2019-07-26,1.0,-0.0,-0.0,-0.07327436266958207,-0.8273120310092928,-0.5841574317944641,0.0
2019-07-29,1.0,-0.0,-0.0,-0.07288303948348647,-0.8240874099826173,-0.586292525453191,0.0
2019-07-30,1.0,-0.0,-0.0,-0.07385528054039234,-0.8261671527206561,-0.5925621276701812,0.0
2019-07-31,1.0,-0.0,-0.0,-0.07320841223960929,-0.8264477225156982,-0.5921210006976976,0.0
2019-08-01,1.0,-0.0,-0.0,-0.06337573288283813,-0.8322567822716884,-0.5886912451555203,0.0
2019-08-02,1.0,-0.0,-0.0,-0.051325535576227654,-0.8456742399680774,-0.5969523904531511,0.0
2019-08-05,1.0,-0.0,-0.0,-0.04425307382149435,-0.8519338941709392,-0.5927124296878888,0.0
2019-08-06,1.0,-0.0,-0.0,-0.054016108771152004,-0.817089090864307,-0.5920096554102318,0.0
2019-08-07,1.0,-0.0,-0.0,-0.04507069913589945,-0.8141447368421053,-0.5956402199528672,0.0
2019-08-08,1.0,-0.0,-0.0,-0.06944269402364328,-0.8447054671943134,-0.6064829985128424,0.0
2019-08-09,1.0,-0.0,-0.0,-0.0713688954150738,-0.8539203524139851,-0.6064204157067267,0.0
2019-08-12,1.0,-0.0,-0.0,-0.07441190590494479,-0.8578467291608762,-0.5944614296182126,0.0
2019-08-13,1.0,-0.0,-0.0,-0.0673164097914778,-0.8606829857963131,-0.5903848091064773,0.0
2019-08-14,1.0,-0.0,-0.0,-0.06548574869530309,-0.855228823765556,-0.588317944600562,0.0
2019-08-15,1.0,-0.0,-0.0,-0.07770045980968306,-0.8295753522338882,-0.5515994983894367,0.0
2019-08-16,1.0,-0.0,-0.0,-0.08307646783221956,-0.8383843365472345,-0.5444726654008335,0.0
2019-08-19,1.0,-0.0,-0.0,-0.08770032445187298,-0.8442631009733557,-0.5259807295251205,0.0
2019-08-20,1.0,-0.0,-0.0,-0.08939780306002354,-0.8417516673205179,-0.5207679482149863,0.0
2019-08-21,1.0,-0.0,-0.0,-0.09183273759976497,-0.8414287812760124,-0.5149341428781276,0.0
2019-08-22,1.0,-0.0,-0.0,-0.09013568023469012,-0.8440288473291773,-0.5105243857719105,0.0
2019-08-23,1.0,-0.0,-0.0,-0.09006674327066473,-0.8450235924015354,-0.5097425616702931,0.0
2019-08-26,1.0,-0.0,-0.0,-0.08544639413806401,-0.8340483995372155,-0.49084072502892395,0.0
2019-08-27,1.0,-0.0,-0.0,-0.07942394759657066,-0.8311338021385223,-0.4976640015412773,0.0
2019-08-28,1.0,-0.0,-0.0,-0.08281787768658692,-0.8323666032876843,-0.4916363811403403,0.0
2019-08-29,1.0,-0.0,-0.0,-0.08810233721265749,-0.8338703472155429,-0.48256708665961334,0.0
2019-08-30,1.0,-0.0,-0.0,-0.09063451350768273,-0.83531893472685,-0.4711748208164538,0.0
2019-09-03,1.0,-0.0,-0.0,-0.09284086820961747,-0.8400767478114882,-0.4654754766758604,0.0
2019-09-04,1.0,-0.0,-0.0,-0.11959359164661924,-0.942979986691918,-0.4966729794748426,0.0
2019-09-05,1.0,-0.0,-0.0,-0.11775815425450462,-0.9473993160124546,-0.4870348629472717,0.0
2019-09-06,1.0,-0.0,-0.0,-0.14972492158979897,-0.9798704303563165,-0.44123091161499306,0.0
2019-09-09,1.0,-0.0,-0.0,-0.16190682439565793,-1.041444465499039,-0.5036680111529195,0.0
2019-09-10,1.0,-0.0,-0.0,-0.23658583158296734,-1.0514743991925584,-0.43978286368968056,0.0
2019-09-11,1.0,-0.0,-0.0,-0.25029338718921423,-1.050790098523512,-0.4280996697688382,0.0
2019-09-12,1.0,-0.0,-0.0,-0.24945331292368247,-1.0522906188497703,-0.4316914498141264,0.0
2019-09-13,1.0,-0.0,-0.0,-0.25660325715067744,-1.0536745586423977,-0.4268235938141508,0.0
2019-09-16,1.0,-0.0,-0.0,-0.2715197183873274,-1.0525823662064793,-0.42604917221274957,0.0
2019-09-17,1.0,-0.0,-0.0,-0.2725445937018278,-1.0528793217353005,-0.4272737282536886,0.0
2019-09-18,1.0,-0.0,-0.0,-0.27625709092911827,-1.0521837307925317,-0.4253180591507407,0.0
2019-09-19,1.0,-0.0,-0.0,-0.2770006058269538,-1.0524040315030017,-0.4243542435424354,0.0
2019-09-20,1.0,-0.0,-0.0,-0.2787711806033889,-1.0525141204022592,-0.42391513982642237,0.0
2019-09-23,1.0,-0.0,-0.0,-0.27647773055908165,-1.0625034494177383,-0.420553010651802,0.0
2019-09-24,1.0,-0.0,-0.0,-0.27662627991057875,-1.0623740788783707,-0.4209146358292165,0.0
2019-09-25,1.0,-0.0,-0.0,-0.2739378566899176,-1.0666648286509886,-0.4164484023048717,0.0
2019-09-26,1.0,-0.0,-0.0,-0.28004850756552657,-1.06454813549045,-0.4115150345892016,0.0
2019-09-27,1.0,-0.0,-0.0,-0.2809546118444622,-1.0641827651776117,-0.4106704880535729,0.0
2019-09-30,1.0,-0.0,-0.0,-0.27118784074012886,-1.070956550470841,-0.4113111955504158,0.0
