Date,FRT,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.2894446487679294,-0.49498239899122576,-0.0,-0.4594914096569117,-0.38312404770661485,0.0
2018-09-25,1.0,-0.2864993394980185,-0.5014531043593131,-0.0,-0.4644121532364597,-0.38964332892998677,0.0
2018-09-26,1.0,-0.2878435517970402,-0.5028012684989429,-0.0,-0.4645348837209302,-0.38752642706131074,0.0
2018-09-27,1.0,-0.28690933156849774,-0.5068960953011251,-0.0,-0.465175380542687,-0.3882726671078756,0.0
2018-09-28,1.0,-0.28599793503296006,-0.5078495221454478,-0.0,-0.4651205887803458,-0.3883991210653112,0.0
2018-10-01,1.0,-0.28600324701248236,-0.5157160727117877,-0.0,-0.4675431826045298,-0.39222313895616534,0.0
2018-10-02,1.0,-0.2849105404900941,-0.5256112844305789,-0.0,-0.4656694131136176,-0.3902887768978482,0.0
2018-10-03,1.0,-0.28461764000319856,-0.5230162326412027,-0.0,-0.4662153157235387,-0.3915824826078845,0.0
2018-10-04,1.0,-0.2936701400980419,-0.5172376844981383,-0.0,-0.47927995499718734,-0.3885510701561705,0.0
2018-10-05,1.0,-0.2796436097847254,-0.5088964174247073,-0.0,-0.4842745485101502,-0.39477685597673867,0.0
2018-10-08,1.0,-0.2771860688039195,-0.5057514112259026,-0.0,-0.48607412930024496,-0.3937053999360954,0.0
2018-10-09,1.0,-0.2697230999946441,-0.5096673986396015,-0.0,-0.4938942745434096,-0.404664988484816,0.0
2018-10-10,1.0,-0.26917925640201434,-0.5102057216329154,-0.0,-0.4938926390228222,-0.40538947819564985,0.0
2018-10-11,1.0,-0.22597456743798208,-0.49697727746508236,-0.0,-0.4773035230352304,-0.40556597873671046,0.0
2018-10-12,1.0,-0.22477976697925547,-0.4919269420548193,-0.0,-0.4704073987961456,-0.39626443462760597,0.0
2018-10-15,1.0,-0.20025813113061433,-0.5164687661331957,-0.0,-0.4668043366029943,-0.39775425916365514,0.0
2018-10-16,1.0,-0.19535953285275043,-0.5256181691341757,-0.0,-0.4659328734206651,-0.396842622018965,0.0
2018-10-17,1.0,-0.1864813774076534,-0.5081489807387729,-0.0,-0.46203954427016813,-0.397869514126603,0.0
2018-10-18,1.0,-0.18597701149425286,-0.5071775223499361,-0.0,-0.4631162196679438,-0.39800766283524897,0.0
2018-10-19,1.0,-0.17352836789535062,-0.4975155909344421,-0.0,-0.4661816153729149,-0.3979110682958982,0.0
2018-10-22,1.0,-0.17341319188894247,-0.48856686039134073,-0.0,-0.4722736847448164,-0.40359871075806414,0.0
2018-10-23,1.0,-0.16790691727400586,-0.49456591228743124,-0.0,-0.48316072113540465,-0.411584196394323,0.0
2018-10-24,1.0,-0.16644103297657667,-0.4909959385935784,-0.0,-0.48386931977828296,-0.41303737004776625,0.0
2018-10-25,1.0,-0.13657649579036515,-0.45723110646141585,-0.0,-0.5042345439147113,-0.39286603895780403,0.0
2018-10-26,1.0,-0.130699388931496,-0.45083001410158086,-0.0,-0.5041191459884713,-0.3883377452314391,0.0
2018-10-29,1.0,-0.11822635842135068,-0.45453873993647986,-0.0,-0.49878129847108355,-0.3904768939114164,0.0
2018-10-30,1.0,-0.09307461353316296,-0.46261879357832314,-0.0,-0.5071090047393365,-0.4185504081784571,0.0
2018-10-31,1.0,-0.09498309601954447,-0.4524590973027664,-0.0,-0.5049724847617403,-0.41529501764430077,0.0
2018-11-01,1.0,-0.0647719926401114,-0.4859018349992541,-0.0,-0.5123327863145856,-0.4234671042816649,0.0
2018-11-02,1.0,-0.06928783382789318,-0.4646884272997033,-0.0,-0.5189416419386745,-0.4198813056379822,0.0
2018-11-05,1.0,-0.07116151236784114,-0.4608908807289474,-0.0,-0.5194493277539802,-0.42451779037809195,0.0
2018-11-06,1.0,-0.06739033235630186,-0.45943663371255405,-0.0,-0.5251627005812509,-0.43196383327537385,0.0
2018-11-07,1.0,-0.06697115623293452,-0.4594151814526138,-0.0,-0.5242267785334855,-0.43163878270366873,0.0
2018-11-08,1.0,-0.05489548412541906,-0.4581197002563597,-0.0,-0.5192516268980477,-0.4327302307237232,0.0
2018-11-09,1.0,-0.053778567550224594,-0.4592279974332396,-0.0,-0.5217681030653043,-0.43326422824423716,0.0
2018-11-12,1.0,-0.05349763872491145,-0.445297127115309,-0.0,-0.5292207792207793,-0.4316706021251476,0.0
2018-11-13,1.0,-0.034264114132422877,-0.44160468235581024,-0.0,-0.5332520424338495,-0.42963053286184605,0.0
2018-11-14,1.0,-0.03517073170731708,-0.4410487804878049,-0.0,-0.5334878048780488,-0.42931707317073176,0.0
2018-11-15,1.0,-0.03443573133310603,-0.44130826554965663,-0.0,-0.5353855145876967,-0.4242121669670255,0.0
2018-11-16,1.0,-0.029962729287958883,-0.4335095369174929,-0.0,-0.5378188107476066,-0.4346788141579986,0.0
2018-11-19,1.0,-0.027308002049930447,-0.4357810479049223,-0.0,-0.5408399834053249,-0.4364643580545184,0.0
2018-11-20,1.0,-0.0,-0.4285922294755745,-0.0,-0.5450530249714854,-0.45312689591574246,0.0
2018-11-21,1.0,-0.0003610368979709726,-0.42537367318939995,-0.0,-0.5474041447035887,-0.4337737983488579,0.0
2018-11-23,1.0,-0.0015389424579796572,-0.4161156130521557,-0.0,-0.5518070550893307,-0.4351119340178421,0.0
2018-11-26,1.0,-0.0014184738183391837,-0.41645429629273456,-0.0,-0.5515218541135741,-0.43482233014377075,0.0
2018-11-27,1.0,-0.0,-0.4169578327669554,-0.0,-0.546283444215766,-0.42988082132771743,0.0
2018-11-28,1.0,-0.0,-0.413754308693987,-0.0,-0.5485685561087706,-0.43139601685178086,0.0
2018-11-29,1.0,-0.0,-0.4032453206177496,-0.0,-0.5398192299480464,-0.4292458425260361,0.0
2018-11-30,1.0,-0.0,-0.4032066790000475,-0.0,-0.5401546416204165,-0.42846639153740335,0.0
2018-12-03,1.0,-0.0,-0.40327822188485896,-0.0,-0.5402424271176792,-0.4285646511848566,0.0
2018-12-04,1.0,-0.0,-0.4029041121849536,-0.0,-0.5385635777904113,-0.42730244457077887,0.0
2018-12-06,1.0,-0.0,-0.36837594960163056,-0.0,-0.5369649805447471,-0.41073744672966467,0.0
2018-12-07,1.0,-0.0,-0.3801177823138828,-0.0,-0.5546796180286714,-0.4114638323830975,0.0
2018-12-10,1.0,-0.0,-0.3768517011232297,-0.0,-0.5495686146833795,-0.39910699751168577,0.0
