Date,IWF,IWM,MGTX,MTUM,SPY,VLUE,VXX
2019-02-06,-0.0,-2.209155485398579,1.0,-0.0,-3.245165745856353,-3.4115035516969217,0.0
2019-02-07,-0.0,-2.209226513879285,1.0,-0.0,-3.247061147881063,-3.4221080707300207,0.0
2019-02-08,-0.0,-2.208971338829996,1.0,-0.0,-3.230957989791912,-3.3756380054966626,0.0
2019-02-11,-0.0,-2.2138154662474205,1.0,-0.0,-3.2387737054141694,-3.373489240444139,0.0
2019-02-12,-0.0,-2.2092337917485265,1.0,-0.0,-3.2399803536345777,-3.373870333988212,0.0
2019-02-13,-0.0,-2.2082965578111207,1.0,-0.0,-3.237716975581053,-3.3608904579778365,0.0
2019-02-14,-0.0,-2.2079537662846507,1.0,-0.0,-3.2362621216573615,-3.3510627877363115,0.0
2019-02-15,-0.0,-2.210990302674111,1.0,-0.0,-3.234596924282496,-3.349691448721716,0.0
2019-02-19,-0.0,-2.1723398029844927,1.0,-0.0,-3.2426606846776553,-3.338242465619819,0.0
2019-02-20,-0.0,-2.171899375975039,1.0,-0.0,-3.2444422776911077,-3.3340483619344776,0.0
2019-02-21,-0.0,-2.1676413255360623,1.0,-0.0,-3.2449317738791423,-3.3340155945419103,0.0
2019-02-22,-0.0,-2.166877863339507,1.0,-0.0,-3.2457354517984207,-3.3348279559411247,0.0
2019-02-25,-0.0,-2.1528736749975685,1.0,-0.0,-3.2398132840610714,-3.332101526791792,0.0
2019-02-26,-0.0,-2.219100555836281,1.0,-0.0,-3.38989388580091,-3.4971197574532593,0.0
2019-02-27,-0.0,-2.256156125472566,1.0,-0.0,-3.4257688770818437,-3.5357106365587003,0.0
2019-02-28,-0.0,-2.472396694214876,1.0,-0.0,-3.761101928374656,-3.7857851239669422,0.0
2019-03-01,-0.0,-2.494938257870731,1.0,-0.0,-3.8208922015797087,-3.808988764044944,0.0
2019-03-04,-0.0,-2.476354351687389,1.0,-0.0,-3.8133880994671405,-3.811500888099467,0.0
2019-03-05,-0.0,-2.4804230423042304,1.0,-0.0,-3.9056030603060305,-3.86509900990099,0.0
2019-03-06,-0.0,-2.484786788824793,1.0,-0.0,-3.9435584209931003,-3.8825924669155074,0.0
2019-03-07,-0.0,-2.409280324360852,1.0,-0.0,-3.9890753463227844,-3.864061268160829,0.0
2019-03-08,-0.0,-2.4043199460006752,1.0,-0.0,-3.9848126898413776,-3.8607267409157386,0.0
2019-03-11,-0.0,-2.4106639612219594,1.0,-0.0,-3.990869124112276,-3.871153195806561,0.0
2019-03-12,-0.0,-2.35363676929942,1.0,-0.0,-3.9616242748772867,-3.8403614457831328,0.0
2019-03-13,-0.0,-2.351194463049788,1.0,-0.0,-3.967180174146014,-3.8448314355883006,0.0
2019-03-14,-0.0,-2.346959233682335,1.0,-0.0,-3.956003564268211,-3.83537536199599,0.0
2019-03-15,-0.0,-2.3451731433025276,1.0,-0.0,-3.956463645473778,-3.832869390936421,0.0
2019-03-18,-0.0,-2.3404231625835186,1.0,-0.0,-3.960133630289532,-3.835300668151447,0.0
2019-03-19,-0.0,-2.333593141075604,1.0,-0.0,-3.9672642244738894,-3.8337601603384925,0.0
2019-03-20,-0.0,-2.346724695904475,1.0,-0.0,-3.9748911951791097,-3.8378529182010936,0.0
2019-03-21,-0.0,-2.335704757670076,1.0,-0.0,-3.9749888839484218,-3.8053579368608275,0.0
2019-03-22,-0.0,-2.3232949512843226,1.0,-0.0,-3.983060230292294,-3.7653897254207265,0.0
2019-03-25,-0.0,-2.0918814846507647,1.0,-0.01786287303454915,-3.918386993261311,-3.6681998074660394,0.0
2019-03-26,-0.0,-2.0875802997858672,1.0,-0.017665952890792293,-3.9232334047109205,-3.678158458244112,0.0
2019-03-27,-0.0,-2.0740860215053765,1.0,-0.032795698924731186,-3.955483870967742,-3.690215053763441,0.0
2019-03-28,-0.0,-2.075171821305842,1.0,-0.03125,-3.9474871134020617,-3.6850300687285227,0.0
2019-03-29,-0.0,-2.0643707756678467,1.0,-0.030254264563887995,-3.9470013947001394,-3.6869434610020386,0.0
2019-04-01,-0.0,-2.099255583126551,1.0,-0.03042399395835581,-3.9768044017693387,-3.6821663609882407,0.0
2019-04-02,-0.0,-2.092147607809483,1.0,-0.10223128084102125,-3.9438961596223985,-3.5890366874061357,0.0
2019-04-03,-0.0,-2.1014899589721443,1.0,-0.0958756208162384,-3.9956812783416114,-3.603757287842799,0.0
2019-04-04,-0.0,-2.0988560328081154,1.0,-0.09389164688107057,-3.9980574142024605,-3.601338225771638,0.0
2019-04-05,-0.0,-2.0941762286209133,1.0,-0.12156310889802988,-4.013206321714657,-3.5960164537778736,0.0
2019-04-08,-0.0,-2.075798592311857,1.0,-0.13069842988630212,-4.022306442880347,-3.599566865186789,0.0
2019-04-09,-0.0,-2.0747724317295186,1.0,-0.13036410923276984,-4.027199826614651,-3.6042479410489814,0.0
2019-04-10,-0.0,-2.043203830667102,1.0,-0.1709652845793884,-4.070192621612798,-3.598215257372946,0.0
2019-04-11,-0.0,-2.025203693644758,1.0,-0.1650190114068441,-4.0775665399239545,-3.5958718087995654,0.0
2019-04-12,-0.0,-2.0270652173913044,1.0,-0.1698913043478261,-4.077717391304348,-3.5949999999999998,0.0
2019-04-15,-0.0,-2.0346518470088264,1.0,-0.17903454287893647,-4.072572736188297,-3.6105481094039447,0.0
2019-04-16,-0.0,-2.031437615980788,1.0,-0.18851653749590658,-4.0819779500054585,-3.6139067787359456,0.0
2019-04-17,-0.0,-2.0297904845045833,1.0,-0.19140113487560018,-4.082387603666521,-3.608795285901353,0.0
2019-04-18,-0.0,-2.057400483835496,1.0,-0.19870244117000221,-4.118319771277766,-3.6218385748845394,0.0
2019-04-22,-0.0,-2.0654637473869513,1.0,-0.19826163494333812,-4.117834745296512,-3.6207503575750906,0.0
2019-04-23,-0.0,-2.068266901563532,1.0,-0.19863466196872936,-4.118035674961463,-3.625853336269544,0.0
2019-04-24,-0.0,-2.0230870712401052,1.0,-0.21119173262972737,-4.1149956024626215,-3.644569041336852,0.0
2019-04-25,-0.0,-2.0389653274628508,1.0,-0.21783159053384699,-4.1160154100165105,-3.6343423225096307,0.0
2019-04-26,-0.0,-2.020803522289488,1.0,-0.2479911942762796,-4.129223995597138,-3.609135938359934,0.0
2019-04-29,-0.0,-2.0113286405631325,1.0,-0.23878134623845138,-4.132534095908491,-3.6160360756709196,0.0
2019-04-30,-0.0,-2.0106687197536295,1.0,-0.23680158380994282,-4.134403871535416,-3.6168059832820063,0.0
2019-05-01,-0.0,-2.0125384953805545,1.0,-0.2365816102067752,-4.133853937527497,-3.6157061152661676,0.0
2019-05-02,-0.0,-2.001535929786067,1.0,-0.22391662095447068,-4.130773450356555,-3.614701042238069,0.0
2019-05-03,-0.0,-1.9920599911777679,1.0,-0.22397441552712838,-4.168063520070578,-3.6435818262020296,0.0
2019-05-06,-0.0,-1.9253780407626564,1.0,-0.23822046898969976,-4.160639929870699,-3.6334648257725184,0.0
2019-05-07,-0.0,-1.9318729463307776,1.0,-0.2370208105147864,-4.156188389923329,-3.6278203723986855,0.0
2019-05-08,-0.0,-1.8999452054794521,1.0,-0.30147945205479454,-4.117917808219178,-3.639561643835617,0.0
2019-05-09,-0.0,-1.896506406746249,1.0,-0.3070857518344102,-4.1166356368415284,-3.631475194392728,0.0
2019-05-10,-0.0,-1.8959404748878435,1.0,-0.3122879964985228,-4.111937848779954,-3.6219498851077803,0.0
2019-05-13,-0.0,-1.9006347121908513,1.0,-0.29711096520026264,-4.115999124534909,-3.6295688334427667,0.0
2019-05-14,-0.0,-1.746751863684771,1.0,-0.44526091586794464,-3.9717784877529287,-3.4858359957401492,0.0
2019-05-15,-0.0,-1.8583490723252971,1.0,-0.5197200311076547,-4.088212420842128,-3.6435951560937667,0.0
2019-05-16,-0.0,-1.8554618117229131,1.0,-0.5125444049733571,-4.089031971580817,-3.6442051509769096,0.0
2019-05-17,-0.0,-1.8501661129568105,1.0,-0.4945736434108527,-4.080398671096345,-3.64905869324474,0.0
2019-05-20,-0.0,-1.8092119866814649,1.0,-0.5277469478357381,-4.0973362930077695,-3.6644839067702555,0.0
2019-05-21,-0.0,-1.8041237113402062,1.0,-0.5374127036913868,-4.085134685733289,-3.658685289879171,0.0
2019-05-22,-0.0,-1.7719646799116997,1.0,-0.5518763796909493,-4.078918322295806,-3.634657836644591,0.0
2019-05-23,-0.0,-1.7593205382748731,1.0,-0.5882417824840062,-4.084491506728436,-3.5981689830134567,0.0
2019-05-24,-0.0,-1.6801980198019804,1.0,-0.6311331133113312,-4.08041804180418,-3.6094609460946097,0.0
2019-05-28,-0.0,-1.6699285321605275,1.0,-0.6290269378779548,-4.082902693787795,-3.613194062671798,0.0
2019-05-29,-0.0,-1.6935713503449785,1.0,-0.6342131201401818,-4.069762348045121,-3.5541561712846343,0.0
2019-05-30,-0.0,-1.6933874328325476,1.0,-0.6235332821581314,-4.085755016997478,-3.563438973571664,0.0
2019-05-31,-0.0,-1.7192905144871653,1.0,-0.6072490911093974,-4.100804230472623,-3.5894017847306374,0.0
2019-06-03,-0.0,-1.7227896760021966,1.0,-0.6689730917078528,-4.094783086216364,-3.4964305326743546,0.0
2019-06-04,-0.0,-1.7157326874380714,1.0,-0.6949245843884179,-4.127270725531212,-3.4716503357921393,0.0
2019-06-05,-0.0,-1.6467356173238528,1.0,-0.7391725921137686,-4.090390002154708,-3.297241973712562,0.0
2019-06-06,-0.0,-1.6888002587043225,1.0,-0.695914627573569,-4.0654306349035245,-3.3292012504042257,0.0
2019-06-07,-0.0,-1.7401981904351573,1.0,-0.6827875915553641,-4.0343601895734595,-3.3137656182679875,0.0
2019-06-10,-0.0,-1.7235037737854788,1.0,-0.6236844902732008,-3.9961730626129475,-3.2870203040289145,0.0
2019-06-11,-0.0,-1.727914438502674,1.0,-0.7133689839572191,-3.980427807486631,-3.273582887700535,0.0
2019-06-12,-0.0,-1.733176420241789,1.0,-0.7187332834064406,-3.976249063870761,-3.270568096715524,0.0
2019-06-13,-0.0,-1.784400215169446,1.0,-0.7629908552985475,-3.968585260892953,-3.242495965572888,0.0
2019-06-14,-0.0,-1.745302049049793,1.0,-0.800403439855611,-3.9166578193014123,-3.1544749973457904,0.0
2019-06-17,-0.0,-1.7591862818191502,1.0,-0.8000852060922357,-3.918628181915007,-3.172861859622963,0.0
2019-06-18,-0.0,-1.7657148945237586,1.0,-0.8010867249094397,-3.916258256978479,-3.1711059024078416,0.0
2019-06-19,-0.0,-1.7034853111508899,1.0,-0.8393176792671371,-3.8652205959776773,-3.121617352848268,0.0
2019-06-20,-0.0,-1.7220056884019805,1.0,-0.8212367007268514,-3.864847782576635,-3.12609291056568,0.0
2019-06-21,-0.0,-1.7506084012273835,1.0,-0.8275314781504604,-3.8550417945190985,-3.1476034282086554,0.0
2019-06-24,-0.0,-1.6978682988602787,1.0,-0.8287252005065429,-3.833790628957366,-3.1925918108906717,0.0
2019-06-25,-0.0,-1.6634991025234926,1.0,-0.8407771090697921,-3.8527082673424133,-3.201562664977299,0.0
2019-06-26,-0.0,-1.6967839087877812,1.0,-0.8269334193825966,-3.895235022050124,-3.3372055501774764,0.0
2019-06-27,-0.0,-1.6765309428664001,1.0,-0.8476077330165244,-3.9099254779133816,-3.3663462576952154,0.0
2019-06-28,-0.0,-1.6232297611498627,1.0,-0.8129359543436906,-3.837455083491862,-3.294969351088565,0.0
2019-07-01,-0.0,-1.6139260507742548,1.0,-0.8031180870114821,-3.8380912251132413,-3.2790477193721688,0.0
2019-07-02,-0.0,-1.6130690161527168,1.0,-0.7866582756450599,-3.825047199496539,-3.2638976295363964,0.0
2019-07-03,-0.0,-1.5994118264888142,1.0,-0.7969751076567587,-3.838987501312887,-3.267723978573679,0.0
2019-07-05,-0.0,-1.5833770045068654,1.0,-0.7937323131747197,-3.8338748558851274,-3.270097474059323,0.0
2019-07-08,-0.0,-1.5737111205794632,1.0,-0.8354282062207072,-3.9198977417980396,-3.3228589688964636,0.0
2019-07-09,-0.0,-1.5587439090416892,1.0,-0.858040064970222,-4.007255008121278,-3.4043313481321062,0.0
2019-07-10,-0.0,-1.4822307856989938,1.0,-0.8384714193962748,-4.007278955255834,-3.3762577606508244,0.0
2019-07-11,-0.0,-1.404281597365171,1.0,-0.8558048579662413,-3.8350144092219023,-3.1972004940304655,0.0
2019-07-12,-0.0,-1.423452099804908,1.0,-0.8441318410514427,-3.809631378991683,-3.190779340794743,0.0
2019-07-15,-0.0,-1.4936174489898484,1.0,-0.8925520152779175,-3.659563775253795,-3.0055281937883205,0.0
