Date,CONE,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.42356597909013843,-0.6273272424727637,-0.006593199585570311,-0.6014253869580233,-0.48067564597657847,0.0
2018-09-25,1.0,-0.4239130434782608,-0.6581232312837664,-0.0,-0.6257718034473887,-0.5080396192436326,0.0
2018-09-26,1.0,-0.42260640010301975,-0.6578455991243319,-0.0,-0.6268430880175133,-0.5120404352585152,0.0
2018-09-27,1.0,-0.4226211967046313,-0.6940952505990088,-0.0,-0.6402993402698002,-0.52522401286638,0.0
2018-09-28,1.0,-0.4238852039141,-0.6936363039338019,-0.0,-0.6406055033821502,-0.5255467262100217,0.0
2018-10-01,1.0,-0.4242224129961038,-0.7032952519315855,-0.0,-0.6438618503599023,-0.5304431090272732,0.0
2018-10-02,1.0,-0.4263924196903166,-0.6948727260721714,-0.0,-0.6467034236851662,-0.5335270230116543,0.0
2018-10-03,1.0,-0.4264773852756685,-0.694519643446682,-0.0,-0.6467150874876197,-0.5337074942225156,0.0
2018-10-04,1.0,-0.4290427953938034,-0.6898736265549212,-0.0,-0.649750882634375,-0.5309004520407826,0.0
2018-10-05,1.0,-0.41816987021521274,-0.6829308362083129,-0.0,-0.6517496303597832,-0.5328404797108592,0.0
2018-10-08,1.0,-0.41564744073187526,-0.6794766698363772,-0.0,-0.6526215693346886,-0.5312653703642981,0.0
2018-10-09,1.0,-0.4170547720564119,-0.680026238110856,-0.0,-0.6524106264348967,-0.5303050180387012,0.0
2018-10-10,1.0,-0.4226495726495726,-0.6805062458908612,-0.0,-0.6573307034845496,-0.5267915844838922,0.0
2018-10-11,1.0,-0.3637262405919122,-0.663381808904197,-0.0,-0.6346791682612578,-0.5274269677254751,0.0
2018-10-12,1.0,-0.3600802087975046,-0.6633458526959068,-0.0,-0.634763511362913,-0.5247310458972564,0.0
2018-10-15,1.0,-0.34290974889686043,-0.6770578711786928,-0.0,-0.6308053712580552,-0.5236976603917336,0.0
2018-10-16,1.0,-0.3405491191874306,-0.6806856054594509,-0.0,-0.629963497857483,-0.522901126805269,0.0
2018-10-17,1.0,-0.33429939516129037,-0.6678112399193549,-0.0,-0.6260710685483871,-0.5220514112903226,0.0
2018-10-18,1.0,-0.3334383764535342,-0.6660889295055621,-0.0,-0.6289982037626446,-0.5227996092395928,0.0
2018-10-19,1.0,-0.3175075112669003,-0.6539183775663494,-0.0,-0.6345142714071106,-0.5237543815723585,0.0
2018-10-22,1.0,-0.31728240450845335,-0.6445209768315591,-0.0,-0.6400751408891672,-0.5289918597370069,0.0
2018-10-23,1.0,-0.3157251621392988,-0.6451420872889057,-0.0,-0.6420089607419244,-0.5302816680765736,0.0
2018-10-24,1.0,-0.31437341435148936,-0.6402418016099226,-0.0,-0.6439690544053622,-0.5335296144329251,0.0
2018-10-25,1.0,-0.2782285121698286,-0.5976331360946746,-0.0,-0.6667175013725372,-0.5075032025864699,0.0
2018-10-26,1.0,-0.2558576581491922,-0.5891909914825255,-0.0,-0.6829741444636416,-0.5030765966475707,0.0
2018-10-29,1.0,-0.3010763052208835,-0.6249317269076304,-0.0,-0.7526104417670683,-0.5342650602409638,0.0
2018-10-30,1.0,-0.3075957919119776,-0.6260335231477013,-0.0,-0.7534021812566355,-0.5301611813531513,0.0
2018-10-31,1.0,-0.32051364780280056,-0.6039556043105118,-0.0,-0.766309608311286,-0.5356520616893592,0.0
2018-11-01,1.0,-0.29300701561540204,-0.6304678154602179,-0.0,-0.7694222624551422,-0.5401053958811548,0.0
2018-11-02,1.0,-0.296439130993701,-0.6097506106183315,-0.0,-0.7726250160689035,-0.534965933924669,0.0
2018-11-05,1.0,-0.2872561094185519,-0.6504505088481235,-0.0,-0.7847280741557011,-0.5186361573864005,0.0
2018-11-06,1.0,-0.2871961102106969,-0.6502106969205834,-0.0,-0.7848622366288494,-0.519222042139384,0.0
2018-11-07,1.0,-0.2863346187497975,-0.6512200654590233,-0.0,-0.7836287630837033,-0.519329855147607,0.0
2018-11-08,1.0,-0.2483206304095078,-0.6634478749515565,-0.0,-0.7806484950264823,-0.5371721999741635,0.0
2018-11-09,1.0,-0.24768271808287307,-0.6634693020702128,-0.0,-0.7814811226302361,-0.5370280657559022,0.0
2018-11-12,1.0,-0.24693779135187272,-0.6486738466484488,-0.0,-0.7859186625944382,-0.5333869152869314,0.0
2018-11-13,1.0,-0.2213901016603461,-0.6439657095509735,-0.0,-0.792408935912553,-0.5290799579336499,0.0
2018-11-14,1.0,-0.22125191228964813,-0.6441547679755227,-0.0,-0.7925165731769506,-0.5292261601223865,0.0
2018-11-15,1.0,-0.22058823529411764,-0.6454354469060352,-0.0,-0.7966004583651642,-0.5204354469060352,0.0
2018-11-16,1.0,-0.2144223412394797,-0.6359984697781178,-0.0,-0.8012943126753379,-0.5362152512114255,0.0
2018-11-19,1.0,-0.21060034524646762,-0.6400805575091106,-0.0,-0.8065021418067899,-0.5395115401828527,0.0
2018-11-20,1.0,-0.17262736628128575,-0.631654173548469,-0.0,-0.8131114216745013,-0.5588235294117647,0.0
2018-11-21,1.0,-0.1705578610574334,-0.6297082396173219,-0.0,-0.8137612063230588,-0.5538061900085532,0.0
2018-11-23,1.0,-0.17083755701976683,-0.6295932589964521,-0.0,-0.8135453623922959,-0.5538203243791181,0.0
2018-11-26,1.0,-0.1700079176563737,-0.6340775930324625,-0.0,-0.8114330958036422,-0.5515122723673793,0.0
2018-11-27,1.0,-0.1698214908525952,-0.6347379434985256,-0.0,-0.8135641586607057,-0.5525856875614319,0.0
2018-11-28,1.0,-0.16954205251807689,-0.6375745274641634,-0.0,-0.8121907903082582,-0.5520423696562223,0.0
2018-11-29,1.0,-0.14398595258999122,-0.6261131318198921,-0.0,-0.8088548852376772,-0.556628621597893,0.0
2018-11-30,1.0,-0.1444573436666562,-0.6275611057073829,-0.0,-0.8118979636660286,-0.5537008565780803,0.0
2018-12-03,1.0,-0.14309901548880666,-0.6276729165360256,-0.0,-0.8114692418636734,-0.5531447921239104,0.0
2018-12-04,1.0,-0.14237777150562927,-0.6278420673001537,-0.0,-0.8125882020886255,-0.5532662213441214,0.0
2018-12-06,1.0,-0.13640803369757645,-0.5675477687564862,-0.0,-0.8212563335571699,-0.5271045723704292,0.0
2018-12-07,1.0,-0.148821941342496,-0.5708675911154742,-0.0,-0.8264817769051416,-0.5217204564977297,0.0
2018-12-10,1.0,-0.12752003886324995,-0.572413164925917,-0.0,-0.8289713383531698,-0.5072868593636143,0.0
2018-12-11,1.0,-0.13223015029603766,-0.5708820403825717,-0.0,-0.8299681190223167,-0.503203279186276,0.0
2018-12-12,1.0,-0.13555866601752678,-0.572176241480039,-0.0,-0.8334651898734177,-0.5016431353456671,0.0
2018-12-13,1.0,-0.13455508539072727,-0.5676580717830071,-0.0,-0.8418521111753783,-0.5001674327985631,0.0
2018-12-14,1.0,-0.14273071289062497,-0.5467529296875,-0.0,-0.8591003417968749,-0.503173828125,0.0
2018-12-17,1.0,-0.12383995131598965,-0.547938536436939,-0.0,-0.8480146052031036,-0.5229575536284802,0.0
2018-12-18,1.0,-0.12417720356366531,-0.5556440008572392,-0.0,-0.856228760371062,-0.5255181704068824,0.0
2018-12-19,1.0,-0.1311304561059343,-0.5548675821481118,-0.0,-0.8539725355566455,-0.5252574791564493,0.0
2018-12-20,1.0,-0.12951329592583558,-0.5420529397414003,-0.0,-0.8580446450353746,-0.5199133935106124,0.0
2018-12-21,1.0,-0.12676399768356245,-0.5418939925020574,-0.0,-0.860617513487153,-0.5186991374318023,0.0
2018-12-24,1.0,-0.11401144656754383,-0.5270871816612663,-0.0,-0.8582200284650091,-0.5288738152196953,0.0
2018-12-26,1.0,-0.1113604658215564,-0.5274155395159823,-0.0,-0.8634075332079821,-0.5305088857888034,0.0
2018-12-27,1.0,-0.0797610681658468,-0.5001756851721715,-0.0,-0.810172171468728,-0.5380065589130943,0.0
2018-12-28,1.0,-0.07427148923707717,-0.5067506223458779,-0.0,-0.8114218772880363,-0.5362717821057256,0.0
2018-12-31,1.0,-0.07358153431559213,-0.5083628694455022,-0.0,-0.8112129822197487,-0.5360438208500541,0.0
2019-01-02,1.0,-0.07266020668052343,-0.5080066746684622,-0.0,-0.8106501946778301,-0.5361690916010422,0.0
2019-01-03,1.0,-0.10132079427356314,-0.5210997633951301,-0.0,-0.8652849740932642,-0.5072928209889485,0.0
2019-01-04,1.0,-0.06891207153502235,-0.533472429210134,-0.0,-0.8591356184798807,-0.5190760059612518,0.0
2019-01-07,1.0,-0.05786358842142271,-0.5121879760928161,-0.0,-0.8560002343841555,-0.5037501464900973,0.0
2019-01-08,1.0,-0.05957708168816355,-0.5053084144950426,-0.0,-0.8582667953555029,-0.5015647392588694,0.0
2019-01-09,1.0,-0.060111208662569506,-0.5071115013169446,-0.0,-0.8583552824114721,-0.5009950248756219,0.0
2019-01-10,1.0,-0.059861880097636475,-0.5117878192534381,-0.0,-0.8903673274989581,-0.5146752396261237,0.0
2019-01-11,1.0,-0.06020487629545319,-0.5178817468399928,-0.0,-0.8964236506320015,-0.5207272509435092,0.0
2019-01-14,1.0,-0.06422127255460588,-0.5101198955365622,-0.0,-0.8781457739791073,-0.5152243589743589,0.0
2019-01-15,1.0,-0.06214521354058312,-0.5082176717092163,-0.0,-0.877136148839421,-0.5245341338009333,0.0
2019-01-16,1.0,-0.04642446064398076,-0.5138269928872886,-0.0,-0.8580704187940855,-0.5330106543104212,0.0
2019-01-17,1.0,-0.04477259999410499,-0.5147817372594099,-0.0,-0.8575765614407403,-0.530403513425885,0.0
2019-01-18,1.0,-0.04540197503039649,-0.5073692950980101,-0.0,-0.8546009904807093,-0.5581388452299754,0.0
2019-01-22,1.0,-0.0,-0.4627103365384615,-0.0,-1.0793569711538462,-0.46274038461538464,0.0
2019-01-23,1.0,-0.0,-0.42621420613652106,-0.0,-1.091204721327271,-0.49366173858059076,0.0
2019-01-24,1.0,-0.0,-0.4378687482980847,-0.0,-1.0835073068893526,-0.5042510060209978,0.0
2019-01-25,1.0,-0.0,-0.3789312977099237,-0.0,-1.2405190839694658,-0.43398473282442745,0.0
2019-01-28,1.0,-0.0,-0.36627551644053297,-0.0,-1.2568451289573401,-0.43274049627184946,0.0
2019-01-29,1.0,-0.0,-0.3665875148409673,-0.0,-1.2612322689495719,-0.49659438855214644,0.0
2019-01-30,1.0,-0.0,-0.36585137287976754,-0.0,-1.2608315371880172,-0.49701683691000526,0.0
2019-01-31,1.0,-0.0,-0.3855406746031746,-0.0,-1.2119295634920635,-0.5027591765873016,0.0
2019-02-01,1.0,-0.0,-0.3828403283258479,-0.0,-1.2286510763512466,-0.4859532290537401,0.0
2019-02-04,1.0,-0.0,-0.3844390757603915,-0.0,-1.2294183237316485,-0.4834912965371988,0.0
