Date,IWF,IWM,MTUM,ONTO,SPY,VLUE,VXX
2020-06-25,-0.4339452477235039,-0.48331539289558667,-0.2888604427893987,1.0,-0.48831932039682313,-0.21481977133215024,0.0
2020-06-26,-0.43444460620177616,-0.4850196535157957,-0.28985296258552923,1.0,-0.48889212403552196,-0.21339350706070753,0.0
2020-06-29,-0.4342258440046566,-0.48544819557625146,-0.2889697322467986,1.0,-0.48928987194412105,-0.21242724097788124,0.0
2020-06-30,-0.4366434868631616,-0.4799092205184905,-0.29171637231225817,1.0,-0.48948180045971657,-0.21184788617649628,0.0
2020-07-01,-0.43528317246191417,-0.48046284451680427,-0.2879113850447727,1.0,-0.4925863472496802,-0.21110012792185137,0.0
2020-07-02,-0.42171092818290234,-0.4905901858692807,-0.28060734750865357,1.0,-0.4872160330434277,-0.2286570290002618,0.0
2020-07-06,-0.4208715930622358,-0.4892581256376621,-0.28500218627022295,1.0,-0.489578778603702,-0.23028713015595392,0.0
2020-07-07,-0.4208132925229558,-0.48914152455910215,-0.28514793761842294,1.0,-0.4894330272555021,-0.23049118204343388,0.0
2020-07-08,-0.42217104879612893,-0.4875823471112925,-0.28901649857167844,1.0,-0.4901766454847549,-0.226024602110418,0.0
2020-07-09,-0.4203578505653339,-0.4871488518475347,-0.28852430353188013,1.0,-0.49032521272875623,-0.22773633290593306,0.0
2020-07-10,-0.4270632837561971,-0.48285214348206473,-0.2951006124234471,1.0,-0.4909886264216973,-0.22029746281714785,0.0
2020-07-13,-0.435824118110466,-0.48224549937268407,-0.2974061214366995,1.0,-0.4921366673474747,-0.21016543634931287,0.0
2020-07-14,-0.4376222021186565,-0.4834680596492253,-0.2974581959319462,1.0,-0.492660577231739,-0.20702133247731055,0.0
2020-07-15,-0.4391353811149033,-0.4820454479157551,-0.2966657915463376,1.0,-0.4924593798313935,-0.20676176307575625,0.0
2020-07-16,-0.4493121878559537,-0.46198779169952386,-0.30579164111101376,1.0,-0.49928444171850805,-0.20426998452057593,0.0
2020-07-17,-0.4512914913510987,-0.4630376344086022,-0.30639317438055164,1.0,-0.4994156147732585,-0.20175899953249182,0.0
2020-07-20,-0.4511036398187399,-0.4634117819032305,-0.30831749744189446,1.0,-0.4997514983189592,-0.20096477123227596,0.0
2020-07-21,-0.4541944541944542,-0.4622382122382122,-0.31037206037206033,1.0,-0.4993272493272493,-0.19884169884169883,0.0
2020-07-22,-0.45314419420883306,-0.46291313249488153,-0.30971044164960515,1.0,-0.4995320269084528,-0.1995320269084528,0.0
2020-07-23,-0.45304319850252994,-0.4633968003275716,-0.30993536310725045,1.0,-0.4992834371618262,-0.1990874791611828,0.0
2020-07-24,-0.4347864196809443,-0.472973762636592,-0.3026938584701689,1.0,-0.49880208028983813,-0.21249926956115234,0.0
2020-07-27,-0.4301739792630777,-0.4707398512096538,-0.3080956007263781,1.0,-0.4917989572959991,-0.22813543436236894,0.0
2020-07-28,-0.43390914156670674,-0.47276886529606715,-0.3119629292899669,1.0,-0.4906296741648825,-0.2235680558406898,0.0
2020-07-29,-0.43474051691260596,-0.47331827382873237,-0.312494499369261,1.0,-0.4905095784316601,-0.22260685891982282,0.0
2020-07-30,-0.43474051691260596,-0.4732596004341831,-0.3125238360665356,1.0,-0.4904509050371109,-0.22266553231437203,0.0
2020-07-31,-0.4471748087110065,-0.4748087110064744,-0.3160682754561507,1.0,-0.4910535609181872,-0.21383166568569748,0.0
2020-08-03,-0.4461773880289565,-0.4752810311341298,-0.316461656170914,1.0,-0.4904655405803072,-0.21434877287975987,0.0
2020-08-04,-0.44856233796841855,-0.47911265613952386,-0.3186424699505067,1.0,-0.4886577893000235,-0.21105349988215882,0.0
2020-08-05,-0.4514740566037736,-0.478183962264151,-0.31939858490566037,1.0,-0.49065448113207544,-0.2084316037735849,0.0
2020-08-06,-0.45158341687798553,-0.47125081087456505,-0.3224037270743646,1.0,-0.4908002594798608,-0.21259656778911362,0.0
2020-08-07,-0.4427103384961649,-0.47285811591198507,-0.33289898421535813,1.0,-0.485296295199455,-0.2276779103858797,0.0
2020-08-10,-0.4593334125475285,-0.4628980513307985,-0.3420270912547529,1.0,-0.4885040399239544,-0.21779942965779467,0.0
2020-08-11,-0.47140133460438516,-0.46234509056244044,-0.35444470924690186,1.0,-0.4915395614871307,-0.19929694947569115,0.0
2020-08-12,-0.4678672421491293,-0.46253906831373715,-0.3470159249888376,1.0,-0.493644887632088,-0.2055365381753237,0.0
2020-08-13,-0.46882072662298985,-0.4617927337701013,-0.34907683144729007,1.0,-0.49395473496128645,-0.20431804645622395,0.0
2020-08-14,-0.46707567680257317,-0.46091074247252584,-0.34773803496441014,1.0,-0.4949221193078595,-0.20755278911159425,0.0
2020-08-17,-0.4660928611847395,-0.4601364028948387,-0.3477082526729607,1.0,-0.4946838609762635,-0.20960776722161,0.0
2020-08-18,-0.4682520737602196,-0.4621053887927434,-0.3582681864295518,1.0,-0.49170495912156115,-0.20349704601062243,0.0
2020-08-19,-0.46120509295235823,-0.4704405523342699,-0.3568952119074661,1.0,-0.49213939864905254,-0.20817143881881764,0.0
2020-08-20,-0.4632344142634916,-0.46948665789158783,-0.35820270431973195,1.0,-0.4943161421562761,-0.2062642096446093,0.0
2020-08-21,-0.45492404949516135,-0.47242112832189825,-0.3519189861281721,1.0,-0.4978278455223657,-0.218983132096953,0.0
2020-08-24,-0.4546707412067829,-0.4731260111450656,-0.351788603271616,1.0,-0.4974534124273473,-0.21891665168673974,0.0
2020-08-25,-0.455945816350995,-0.4741368976264685,-0.358517142172141,1.0,-0.4952049868137138,-0.2130783984655958,0.0
2020-08-26,-0.4558858786861664,-0.4740769599616399,-0.358517142172141,1.0,-0.4951450491488852,-0.21325821146008153,0.0
2020-08-27,-0.446527507412177,-0.4801892725584739,-0.3547962025695547,1.0,-0.49330657961726215,-0.21999940103620735,0.0
2020-08-28,-0.4488658496389296,-0.47993887274143765,-0.35612620981032567,1.0,-0.49276361130255,-0.2187097354148563,0.0
2020-08-31,-0.4488823635165099,-0.47986456523041887,-0.3562054293761611,1.0,-0.49268891951818783,-0.2186732186732187,0.0
2020-09-01,-0.4480546729812361,-0.4830945386967208,-0.3477009771596427,1.0,-0.4976620106708231,-0.22088004316287993,0.0
2020-09-02,-0.4498320738874895,-0.4842869137579465,-0.34799688137219625,1.0,-0.498110831234257,-0.21839390668106035,0.0
2020-09-03,-0.4493127663405557,-0.4812136126282936,-0.3465578296620851,1.0,-0.5006302142728527,-0.22327591381069561,0.0
2020-09-04,-0.42764237343754663,-0.4838757793621909,-0.32746636436860477,1.0,-0.5041914024044628,-0.24002863876376004,0.0
2020-09-08,-0.433869232608176,-0.48496892182644036,-0.33089289983265596,1.0,-0.5053789146545541,-0.23317595027492233,0.0
2020-09-09,-0.4322831118411229,-0.4852919217560102,-0.32907271912796776,1.0,-0.5047931909810364,-0.23497088248469467,0.0
2020-09-10,-0.42602033211102164,-0.4855260412008467,-0.3206928420236711,1.0,-0.5051724651939301,-0.24386608234206839,0.0
2020-09-11,-0.4248212157330155,-0.4863230035756853,-0.32029201430274135,1.0,-0.504558998808105,-0.2437425506555423,0.0
2020-09-14,-0.42601257711680035,-0.48797424969451314,-0.3209251035674902,1.0,-0.5040085834351623,-0.24143891753345453,0.0
2020-09-15,-0.4266948647682592,-0.48457047539616344,-0.3182116049088526,1.0,-0.506255212677231,-0.24294054569283924,0.0
2020-09-16,-0.42554648877241047,-0.4845732324736434,-0.31428316159390074,1.0,-0.5073560069092858,-0.24638155935433914,0.0
2020-09-17,-0.42126417959329504,-0.4869443534700926,-0.31190639235418466,1.0,-0.5063268526513234,-0.25087087265906455,0.0
2020-09-18,-0.415302173265853,-0.485769574278059,-0.3120273891039,1.0,-0.5058648407264067,-0.2581423042572194,0.0
2020-09-21,-0.4126785714285714,-0.4886607142857143,-0.31508928571428574,1.0,-0.5023214285714286,-0.2574702380952381,0.0
2020-09-22,-0.4160814188787049,-0.4833650755862397,-0.31835495774312583,1.0,-0.5023211522437805,-0.25571360552315203,0.0
2020-09-23,-0.4103471871002291,-0.48213488828726986,-0.32127450688721626,1.0,-0.5004016303216018,-0.26088120667598846,0.0
2020-09-24,-0.40524253399038174,-0.475063824734311,-0.3165409962595737,1.0,-0.5016624116843793,-0.2700825268657603,0.0
2020-09-25,-0.40548644716919513,-0.47463111955585907,-0.3163910578036398,1.0,-0.5018555354333046,-0.27049253332541634,0.0
2020-09-28,-0.4023312373947087,-0.47170482856803886,-0.3106833550836398,1.0,-0.5025507177601138,-0.278680745046862,0.0
2020-09-29,-0.4023728310840872,-0.4717484799050867,-0.31069257007266793,1.0,-0.502506302832567,-0.278748331603144,0.0
2020-09-30,-0.4024560258653932,-0.4721917361255302,-0.31225343339364636,1.0,-0.5012903034437755,-0.27802331444843237,0.0
2020-10-01,-0.4027168110096097,-0.473603037133705,-0.3111579072250564,1.0,-0.5007118282121248,-0.27776130027286744,0.0
2020-10-02,-0.40500578961432265,-0.47786585908969453,-0.31320328968854844,1.0,-0.49900537394970457,-0.27398236394406345,0.0
2020-10-05,-0.4051245509337608,-0.47786585908969453,-0.3131735993586889,1.0,-0.4991538255990024,-0.2736854606454678,0.0
2020-10-06,-0.40555291884195543,-0.4734812529663029,-0.3106905552918842,1.0,-0.5005635975320362,-0.27598481252966306,0.0
2020-10-07,-0.40211044254083056,-0.47828793312979817,-0.30924504253490237,1.0,-0.496813587455909,-0.2776773275632095,0.0
2020-10-08,-0.4018304060658117,-0.4770014512928354,-0.3087403370553565,1.0,-0.4970529869976009,-0.27722654977342065,0.0
2020-10-09,-0.3989382210754218,-0.476376901859596,-0.3075599845775128,1.0,-0.49954029124773847,-0.28347717768484737,0.0
2020-10-12,-0.4080782844055798,-0.47907557776389753,-0.3103120073763422,1.0,-0.5059040480651973,-0.27099134469527975,0.0
2020-10-13,-0.40615430355284676,-0.48009513899212136,-0.3100341905752936,1.0,-0.5048907388137357,-0.27188940092165903,0.0
2020-10-14,-0.4043306389757507,-0.4732137589238303,-0.31462033158298425,1.0,-0.4947784530060771,-0.2630833677503097,0.0
2020-10-15,-0.4062887511071745,-0.47522881606141126,-0.3149985237673457,1.0,-0.49574844995571304,-0.2602302922940655,0.0
2020-10-16,-0.4078317878447818,-0.47312621817967043,-0.3166085877975312,1.0,-0.4964266729667474,-0.25916957061012347,0.0
2020-10-19,-0.40717554997785327,-0.47240513804813233,-0.3150745607559427,1.0,-0.49682563118263695,-0.2613908164771888,0.0
2020-10-20,-0.4060675747390766,-0.47219765316351203,-0.31744206615956133,1.0,-0.49239341942331505,-0.2602158146117106,0.0
2020-10-21,-0.40567317332075253,-0.4722238603526567,-0.3194550922922687,1.0,-0.491419472784101,-0.25986318334611075,0.0
2020-10-22,-0.4056767658922946,-0.470482583988458,-0.3186703176986721,1.0,-0.4916526808585814,-0.2579277448988605,0.0
2020-10-23,-0.40564093505269977,-0.4698522051463228,-0.3202614379084967,1.0,-0.4906671377259612,-0.25772831655184597,0.0
