Date,EPC,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.3548873342867081,-1.0067251575000964,-0.0,-0.7135624009585282,-0.7898581532872107,0.0
2018-09-25,1.0,-0.3531895115999845,-1.010147565746156,-0.0,-0.7162554707773346,-0.7935241488826059,0.0
2018-09-26,1.0,-0.3516624538207272,-1.0119774450709704,-0.0,-0.72070775811783,-0.8044332101886058,0.0
2018-09-27,1.0,-0.3567874358575649,-1.0031876846524646,-0.0,-0.7222049447986315,-0.8052013683719483,0.0
2018-09-28,1.0,-0.35499047396866135,-1.0054045647186904,-0.0,-0.7223453477973484,-0.8054745518877096,0.0
2018-10-01,1.0,-0.35583466189679974,-1.0045106349885289,-0.0,-0.7227514873430027,-0.8053816541587276,0.0
2018-10-02,1.0,-0.3573066905104381,-0.9994168642848811,-0.0,-0.7241379310344827,-0.8067099482952999,0.0
2018-10-03,1.0,-0.3568126189828665,-0.9941334162166362,-0.0,-0.7252029993395236,-0.8090446404289211,0.0
2018-10-04,1.0,-0.3570901177476392,-0.9945983756266272,-0.0,-0.7249834842420239,-0.8094275832588506,0.0
2018-10-05,1.0,-0.341019887023137,-0.9876963553354484,-0.0,-0.7263019422734659,-0.8140137738915112,0.0
2018-10-08,1.0,-0.33724566619049456,-0.9832438901972896,-0.0,-0.7280027798154511,-0.8124010655959228,0.0
2018-10-09,1.0,-0.3285636519169453,-0.9904347149856131,-0.0,-0.7403763900769889,-0.8289136013686912,0.0
2018-10-10,1.0,-0.331285242076609,-0.9894614038498931,-0.0,-0.7423293797394517,-0.8257048415321797,0.0
2018-10-11,1.0,-0.2402188266364837,-0.9785323523863421,-0.0,-0.7130730050933786,-0.8410488587059045,0.0
2018-10-12,1.0,-0.2367421421123194,-0.9698346491881424,-0.0,-0.6943244451065098,-0.8232533889468197,0.0
2018-10-15,1.0,-0.2329685056957784,-0.9717444717444715,-0.0,-0.6941404214131486,-0.8239148239148238,0.0
2018-10-16,1.0,-0.22329879166510794,-0.9973813175713592,-0.0,-0.6955220530470241,-0.8248101455239236,0.0
2018-10-17,1.0,-0.20021314909411633,-0.9560839366432692,-0.0,-0.6878100768071735,-0.8308772187718202,0.0
2018-10-18,1.0,-0.2063185998220113,-0.9731162859685554,-0.0,-0.6901883714031445,-0.8384381489172353,0.0
2018-10-19,1.0,-0.19279684447229697,-0.9672650864452391,-0.0,-0.6883916393261326,-0.8379105688059866,0.0
2018-10-22,1.0,-0.19514732657080222,-0.9528480659904136,-0.0,-0.7101400810017464,-0.8575781220971279,0.0
2018-10-23,1.0,-0.20532220193060266,-0.957400022362193,-0.0,-0.7070180015653535,-0.8573292087510715,0.0
2018-10-24,1.0,-0.20557804768331084,-0.9702354176038387,-0.0,-0.7120632778527516,-0.8607737291947818,0.0
2018-10-25,1.0,-0.1562995464768998,-0.9292798938092253,-0.0,-0.7599277312783452,-0.8417093764979168,0.0
2018-10-26,1.0,-0.1476757783949715,-0.9169346586756323,-0.0,-0.7573819617015056,-0.8324440871217658,0.0
2018-10-29,1.0,-0.13395683976855055,-0.9196477309945778,-0.0,-0.7514101677644748,-0.8341278794715965,0.0
2018-10-30,1.0,-0.12283957355456099,-0.9200960593821634,-0.0,-0.7521740712440417,-0.8435396426882072,0.0
2018-10-31,1.0,-0.1242447266543652,-0.9073410760157747,-0.0,-0.7480733745793986,-0.8384529107420673,0.0
2018-11-01,1.0,-0.12271691562081811,-0.9081702774060544,-0.0,-0.7476943108249846,-0.838185829505588,0.0
2018-11-02,1.0,-0.13053017768505865,-0.8725271563196892,-0.0,-0.7605567944752176,-0.8332494065175168,0.0
2018-11-05,1.0,-0.1273818940102107,-0.8808873229308981,-0.0,-0.7609477241676854,-0.8260588192996332,0.0
2018-11-06,1.0,-0.13111925814103945,-0.8833656818345194,-0.0,-0.7580691539069799,-0.8217238156854287,0.0
2018-11-07,1.0,-0.1301551947118839,-0.8841069119126311,-0.0,-0.7566101451357954,-0.8215620060353499,0.0
2018-11-08,1.0,-0.0914577530176416,-0.8930433540461397,-0.0,-0.7498392971930576,-0.8368330833511892,0.0
2018-11-09,1.0,-0.09144469042348069,-0.8927372705848748,-0.0,-0.7500178533171463,-0.8364636149396558,0.0
2018-11-12,1.0,-0.09028542992215546,-0.8749155795684782,-0.0,-0.7561937937653289,-0.8331852273131197,0.0
2018-11-13,1.0,-0.0617979506320645,-0.8703827599563365,-0.0,-0.7578435860417619,-0.8312264516356209,0.0
2018-11-14,1.0,-0.06530156366344006,-0.9427029039463887,-0.0,-0.8230826507818317,-0.8918838421444527,0.0
2018-11-15,1.0,-0.06377759607522486,-0.9432468594365568,-0.0,-0.8255407715751133,-0.8840407344086819,0.0
2018-11-16,1.0,-0.06329066963457614,-0.9387126692635873,-0.0,-0.8235577814876646,-0.884325728065294,0.0
2018-11-19,1.0,-0.060091419227767666,-0.9418038574454644,-0.0,-0.8275298227358876,-0.8868036716340258,0.0
2018-11-20,1.0,-0.006024541691306918,-0.9339148432879952,-0.0,-0.8372634535777645,-0.9187980484920165,0.0
2018-11-21,1.0,-0.009588640023422633,-0.92610891523935,-0.0,-0.8334431269213878,-0.8906821841604451,0.0
2018-11-23,1.0,-0.009857090509344083,-0.9305972883840236,-0.0,-0.8328325393917186,-0.8910589959692196,0.0
2018-11-26,1.0,-0.00904695626694015,-0.9345469196395868,-0.0,-0.8305252362464289,-0.8886528459453521,0.0
2018-11-27,1.0,-0.0,-0.9497305026949731,-0.0,-0.8298683679829869,-0.8870311296887032,0.0
2018-11-28,1.0,-0.0,-0.9501686711645644,-0.0,-0.8296787914344382,-0.8869169844529188,0.0
2018-11-29,1.0,-0.0,-0.9274237423379637,-0.0,-0.8134634217112183,-0.8861484893547568,0.0
2018-11-30,1.0,-0.0,-0.9283898612825913,-0.0,-0.8136756481952211,-0.8892802672670491,0.0
2018-12-03,1.0,-0.0,-0.9289240598228548,-0.0,-0.8128357775519094,-0.8882677508349064,0.0
2018-12-04,1.0,-0.0,-0.9300474070857307,-0.0,-0.8047986103571816,-0.8839793001121846,0.0
2018-12-06,1.0,-0.0,-0.8545920182115672,-0.0,-0.8351355196699153,-0.8672191790566978,0.0
2018-12-07,1.0,-0.0,-0.8547549612347962,-0.0,-0.8357280034141832,-0.8659577494843161,0.0
2018-12-10,1.0,-0.0,-0.8501933216168718,-0.0,-0.82298769771529,-0.8417926186291741,0.0
2018-12-11,1.0,-0.0,-0.8548752032807749,-0.0,-0.8475924485611256,-0.8328501732305734,0.0
2018-12-12,1.0,-0.0,-0.8570062340606404,-0.0,-0.8478322470954944,-0.8372060073675262,0.0
2018-12-13,1.0,-0.0,-0.8516732841747022,-0.0,-0.8580190017016449,-0.8354013045944413,0.0
2018-12-14,1.0,-0.0,-0.8494825630847744,-0.0,-0.8592288063510064,-0.8353770910121916,0.0
2018-12-17,1.0,-0.0,-0.8440124197304354,-0.0,-0.8372380213111283,-0.8470820690141838,0.0
2018-12-18,1.0,-0.0,-0.8294245309437133,-0.0,-0.8266942033043966,-0.844301316157939,0.0
2018-12-19,1.0,-0.0,-0.8296397437243986,-0.0,-0.8270139691208908,-0.8443790918320905,0.0
2018-12-20,1.0,-0.0,-0.8184920773115095,-0.0,-0.826083928260491,-0.8379244297405536,0.0
2018-12-21,1.0,-0.0,-0.8164981999446136,-0.0,-0.8250484630296316,-0.8200983107172528,0.0
2018-12-24,1.0,-0.0,-0.7936660598358122,-0.0,-0.8118709854704084,-0.8293202349465874,0.0
2018-12-26,1.0,-0.0,-0.8016320979258756,-0.0,-0.7848690921455288,-0.8137028221693302,0.0
2018-12-27,1.0,-0.0,-0.7538511749347258,-0.0,-0.6987597911227155,-0.8110966057441252,0.0
2018-12-28,1.0,-0.0,-0.7549729341942216,-0.0,-0.6970260223048327,-0.8089414987282333,0.0
2018-12-31,1.0,-0.0,-0.7532128645051862,-0.0,-0.6983495335638332,-0.8102289777545828,0.0
2019-01-02,1.0,-0.0,-0.7522896906880479,-0.0,-0.6950555718522864,-0.812000912616929,0.0
2019-01-03,1.0,-0.0,-0.7518490762764328,-0.0,-0.7050275325013847,-0.8014075787690202,0.0
2019-01-04,1.0,-0.0,-0.7519342203230713,-0.0,-0.6839208831051116,-0.8013337217959924,0.0
2019-01-07,1.0,-0.0,-0.7213426821916938,-0.0,-0.6718169992702814,-0.779529807417748,0.0
2019-01-08,1.0,-0.0,-0.7033057589299863,-0.0,-0.688092295014421,-0.7780735951316916,0.0
2019-01-09,1.0,-0.0,-0.7020784487675052,-0.0,-0.6878524808313794,-0.7784360940371332,0.0
2019-01-10,1.0,-0.0,-0.698631438889945,-0.0,-0.6922321485142242,-0.777101945130837,0.0
2019-01-11,1.0,-0.0,-0.6863640688933296,-0.0,-0.6964189424937356,-0.7891014051447965,0.0
2019-01-14,1.0,-0.0,-0.6842657342657342,-0.0,-0.6909726636999364,-0.8034329307056579,0.0
2019-01-15,1.0,-0.0,-0.6811483497246889,-0.0,-0.6905694006811165,-0.8110697348738024,0.0
2019-01-16,1.0,-0.0,-0.6814956245027844,-0.0,-0.688400954653938,-0.8122832140015911,0.0
2019-01-17,1.0,-0.0,-0.6827023767968774,-0.0,-0.6841620918351157,-0.8064290927553708,0.0
2019-01-18,1.0,-0.0,-0.681792055179461,-0.0,-0.6923617320219696,-0.8191020564567634,0.0
2019-01-22,1.0,-0.0,-0.6684208816554592,-0.0,-0.7046746580905046,-0.8754507357957314,0.0
2019-01-23,1.0,-0.0,-0.6455972385046241,-0.0,-0.7114432721115018,-0.89943988537189,0.0
2019-01-24,1.0,-0.0,-0.6448461162677089,-0.0,-0.7134342940889107,-0.8984855886663411,0.0
2019-01-25,1.0,-0.0,-0.6083140877598152,-0.0,-0.731705707687232,-0.959221379082811,0.0
2019-01-28,1.0,-0.0,-0.6024407183252306,-0.0,-0.7455766114363197,-0.9591890729900453,0.0
2019-01-29,1.0,-0.0,-0.5975921196643561,-0.0,-0.7423302709694537,-0.9767171901429471,0.0
2019-01-30,1.0,-0.0,-0.5942993345913199,-0.0,-0.7354586685205415,-0.9807329426954018,0.0
2019-01-31,1.0,-0.0,-0.5508940197541843,-0.0,-0.6604630482421318,-0.9645568012195509,0.0
2019-02-01,1.0,-0.0,-0.5493006993006992,-0.0,-0.6719326128417038,-0.9573744437380802,0.0
2019-02-04,1.0,-0.0,-0.5548821121441944,-0.0,-0.6668041760543267,-0.9515755402532289,0.0
2019-02-05,1.0,-0.0,-0.549162649073839,-0.0,-0.6642032479066227,-0.9583861963968535,0.0
2019-02-06,1.0,-0.0,-0.5512714820216881,-0.0,-0.6610755279345552,-0.9584310989916925,0.0
2019-02-07,1.0,-0.0,-0.5499508576138994,-0.0,-0.6625661836974097,-0.9579277765448146,0.0
2019-02-08,1.0,-0.0,-0.58150970431158,-0.0,-0.7418262342060701,-0.9331118926664062,0.0
2019-02-11,1.0,-0.0,-0.5713164349959117,-0.0,-0.7621586263286998,-0.937170891251022,0.0
2019-02-12,1.0,-0.0,-0.577961215932914,-0.0,-0.7627424004192872,-0.9349449685534592,0.0
2019-02-13,1.0,-0.0,-0.5938452462884671,-0.0,-0.7571854619342575,-0.9262281650444072,0.0
2019-02-14,1.0,-0.0,-0.554988475469213,-0.0,-0.7859071452090879,-0.9518274613105037,0.0
2019-02-15,1.0,-0.0,-0.5409325064802967,-0.0,-0.7871181546740165,-0.9531121829576403,0.0
2019-02-19,1.0,-0.0,-0.5261278380237854,-0.0,-0.7998558464109032,-0.9502342495822823,0.0
2019-02-20,1.0,-0.0,-0.5302255441909258,-0.0,-0.8025504851822712,-0.9454825596643064,0.0
2019-02-21,1.0,-0.0,-0.536348100433811,-0.0,-0.8031747075062442,-0.9469238858945708,0.0
2019-02-22,1.0,-0.0,-0.5403053685765884,-0.0,-0.8013790838942703,-0.9418486291249384,0.0
2019-02-25,1.0,-0.0,-0.533725400006571,-0.0,-0.8107237901238625,-0.9410257252685876,0.0
2019-02-26,1.0,-0.0,-0.5412452384079863,-0.0,-0.8067450413765926,-0.9358991199264415,0.0
2019-02-27,1.0,-0.0,-0.5448964181358548,-0.0,-0.801241012508618,-0.9369644440066973,0.0
2019-02-28,1.0,-0.0,-0.541442269801655,-0.0,-0.7985025614081176,-0.9439117299356363,0.0
2019-03-01,1.0,-0.0,-0.5347763442268649,-0.0,-0.8033924945968958,-0.9364398454384701,0.0
2019-03-04,1.0,-0.0,-0.5316795392067024,-0.0,-0.8029846838591439,-0.938048173844744,0.0
2019-03-05,1.0,-0.0,-0.5154183579939767,-0.0,-0.8195953908602854,-0.9384902448605474,0.0
2019-03-06,1.0,-0.0,-0.4972638897830426,-0.0,-0.7970771904976502,-0.9246443056717956,0.0
2019-03-07,1.0,-0.0,-0.5033800019222759,-0.0,-0.7900554256239387,-0.9103578637106334,0.0
2019-03-08,1.0,-0.0,-0.48931554749724787,-0.0,-0.8256167843035679,-0.9228129249498154,0.0
2019-03-11,1.0,-0.0,-0.4915415694905233,-0.0,-0.824196038498177,-0.9690569260585357,0.0
2019-03-12,1.0,-0.0,-0.44400851177018213,-0.0,-0.8509442745045883,-1.0299906902513631,0.0
2019-03-13,1.0,-0.0,-0.4651031458658605,-0.0,-0.8479553532870477,-1.008902767166063,0.0
2019-03-14,1.0,-0.0,-0.4640609473335542,-0.0,-0.8482941371315005,-1.0,0.0
2019-03-15,1.0,-0.0,-0.456403949074228,-0.0,-0.8540039224811357,-1.0136954426087823,0.0
2019-03-18,1.0,-0.0,-0.4646105312615364,-0.0,-0.8653220122831158,-1.0261100110749404,0.0
2019-03-19,1.0,-0.0,-0.4638422451795269,-0.0,-0.8694013527610458,-1.0318672813541072,0.0
2019-03-20,1.0,-0.0,-0.47381394563565754,-0.0,-0.8695593449265575,-1.033293938882323,0.0
2019-03-21,1.0,-0.0,-0.4762949215454699,-0.0,-0.8849333558292559,-1.0131601147292053,0.0
2019-03-22,1.0,-0.0,-0.4730722154222767,-0.0,-0.9195906432748537,-1.0072759417924657,0.0
2019-03-25,1.0,-0.0,-0.4129557379254675,-0.0,-0.9444033364724876,-1.0060204493475045,0.0
2019-03-26,1.0,-0.0,-0.4300762066045724,-0.0,-0.9443183742591025,-1.0125656223539372,0.0
2019-03-27,1.0,-0.0,-0.42435436860299597,-0.0,-0.9487900765945909,-1.0159967464244561,0.0
2019-03-28,1.0,-0.0,-0.4180561203741358,-0.0,-0.9378473634268673,-1.0330079978310966,0.0
2019-03-29,1.0,-0.0,-0.41846039117318057,-0.0,-0.9373241585031016,-1.0338971560286092,0.0
2019-04-01,1.0,-0.0,-0.42438015127361534,-0.0,-0.9360309330800801,-1.0313740121425907,0.0
2019-04-02,1.0,-0.0,-0.4400945786184766,-0.0,-0.9538591454146259,-0.9838540787029217,0.0
2019-04-03,1.0,-0.0,-0.4439688584813455,-0.0,-0.9344477772909576,-0.9919112938559538,0.0
2019-04-04,1.0,-0.0,-0.44292936011706796,-0.0,-0.9342822934681388,-0.9486164693361713,0.0
2019-04-05,1.0,-0.0,-0.4509039230591268,-0.0,-0.9189609016095449,-0.9351555012063323,0.0
2019-04-08,1.0,-0.0,-0.44895599312805606,-0.0,-0.9190564292321923,-0.9357737544601559,0.0
2019-04-09,1.0,-0.0,-0.41962112740906404,-0.0,-0.9692166019864501,-0.8999868447017036,0.0
2019-04-10,1.0,-0.0,-0.42783471291551706,-0.0,-0.9662330836946524,-0.8906516883458153,0.0
2019-04-11,1.0,-0.0,-0.4120548840248285,-0.0,-0.9991832734400523,-0.8556680823260372,0.0
2019-04-12,1.0,-0.0,-0.4157303370786517,-0.0,-0.9811002143274664,-0.8505553029811002,0.0
