Date,IWF,IWM,MTUM,ORCC,SPY,VLUE,VXX
2020-03-16,-0.14592437773133196,-0.2862963666687779,-0.3904406021069521,1.0,-0.28853421158190307,-0.0,0.0
2020-03-17,-0.18842839556832172,-0.22759540418547394,-0.29961017644645055,1.0,-0.2848994665572425,-0.05114895363151416,0.0
2020-03-18,-0.18493790080363667,-0.2663162594366426,-0.2280217550125822,1.0,-0.2952552966961604,-0.05487458397597208,0.0
2020-03-19,-0.1856509994597515,-0.3667639113992437,-0.27308481901674775,1.0,-0.32875202593192865,-0.0067206915180983255,0.0
2020-03-20,-0.2164031384894231,-0.5845794281080823,-0.2391309532326918,1.0,-0.344756862464525,-0.0,0.0
2020-03-23,-0.2203056401890459,-0.5753424657534247,-0.25360458700189525,1.0,-0.34980687570472374,-0.0,0.0
2020-03-24,-0.25102090488682155,-0.5537496281472266,-0.4357303188468508,1.0,-0.46385591043080837,-0.0,0.0
2020-03-25,-0.2659085939208397,-0.5522632844959545,-0.4469986879510169,1.0,-0.4682648152197682,-0.0,0.0
2020-03-26,-0.26242223257598596,-0.5525529640693946,-0.4547921177405651,1.0,-0.4709348535094691,-0.0,0.0
2020-03-27,-0.25931502724012373,-0.5532619705970926,-0.45432146083718894,1.0,-0.47077504311878887,-0.0,0.0
2020-03-30,-0.2369090262776517,-0.5399633589456126,-0.4869978945065763,1.0,-0.4705367641027044,-0.0,0.0
2020-03-31,-0.23443303473891197,-0.5413207341053091,-0.48634476731483506,1.0,-0.4689480008739349,-0.0,0.0
2020-04-01,-0.2375508199405168,-0.5503015089088379,-0.47114518813610196,1.0,-0.4695898933122323,-0.0,0.0
2020-04-02,-0.24671256919130552,-0.5077629269609828,-0.46696368300256513,1.0,-0.4787093290130957,-0.0,0.0
2020-04-03,-0.256085178782141,-0.5423012540819406,-0.4851129222578963,1.0,-0.4606624406575011,-0.0,0.0
2020-04-06,-0.2579911179340973,-0.5360765392839519,-0.4842644881846593,1.0,-0.463073633422885,-0.0,0.0
2020-04-07,-0.24523146018776548,-0.5238765184924651,-0.4771786477638592,1.0,-0.4592678769513812,-0.0,0.0
2020-04-08,-0.2537591921852706,-0.5418999012183076,-0.46402700032927235,1.0,-0.4842498079244869,-0.0,0.0
2020-04-09,-0.25467570819205954,-0.530733894782894,-0.46740675926938646,1.0,-0.48154325713660723,-0.0,0.0
2020-04-13,-0.23982325324495998,-0.583761391880696,-0.4550676608671638,1.0,-0.4830433581883458,-0.0,0.0
2020-04-14,-0.23761828343755187,-0.5967572353494549,-0.4460738199324885,1.0,-0.4864146975817608,-0.0,0.0
2020-04-15,-0.21496358419774883,-0.6215791216067094,-0.42725115868461705,1.0,-0.4949514455969984,-0.0,0.0
2020-04-16,-0.2056212196881416,-0.6449975029132679,-0.42139725875367623,1.0,-0.5024970867321458,-0.0,0.0
2020-04-17,-0.20701618051122644,-0.6429463517526575,-0.42324664871915846,1.0,-0.5022064333490605,-0.0,0.0
2020-04-20,-0.2148929689014428,-0.625377308853258,-0.4311428650549694,1.0,-0.49782614715737594,-0.0,0.0
2020-04-21,-0.2118519748678347,-0.6269202026073237,-0.43134324227075205,1.0,-0.4977165158183177,-0.0,0.0
2020-04-22,-0.20317889566489142,-0.6328817020337206,-0.4262534838157786,1.0,-0.4971439609260741,-0.0,0.0
2020-04-23,-0.20075548693062756,-0.6347744568214404,-0.42508547479872066,1.0,-0.4966637255983236,-0.0,0.0
2020-04-24,-0.2004687715428099,-0.6362332827795395,-0.424458844616021,1.0,-0.4963187646491108,-0.0,0.0
2020-04-27,-0.20007722859664606,-0.6369980141218005,-0.4245366284201236,1.0,-0.4965247131509268,-0.0,0.0
2020-04-28,-0.19841685743442647,-0.6386628788923517,-0.42444217668312323,1.0,-0.49656618032379957,-0.0,0.0
2020-04-29,-0.20201992328706642,-0.6335715665443307,-0.4268329700046911,1.0,-0.49700598802395207,-0.0,0.0
2020-04-30,-0.2017727372825369,-0.6014644351464435,-0.43850473463994716,1.0,-0.5109557366218895,-0.0,0.0
2020-05-01,-0.22834754297381565,-0.5655160996606242,-0.4415197417432332,1.0,-0.5237425157961537,-0.0,0.0
2020-05-04,-0.22429495116247075,-0.5585087357270602,-0.44355482184619616,1.0,-0.5250515889393315,-0.0,0.0
2020-05-05,-0.2247231252410601,-0.560085955149044,-0.4346795966719929,1.0,-0.5354840487079178,-0.0,0.0
2020-05-06,-0.22368167423929505,-0.560952774335674,-0.4324659231722429,1.0,-0.5365826793336087,-0.0,0.0
2020-05-07,-0.2318876565690007,-0.5582684985929481,-0.4373172212106164,1.0,-0.5314517463996027,-0.0,0.0
2020-05-08,-0.23429771477520794,-0.5599215231147586,-0.4350769570864075,1.0,-0.5339744121141784,-0.0,0.0
2020-05-11,-0.25050555417047565,-0.5233939998337904,-0.4513144408432367,1.0,-0.5449458433751628,-0.0,0.0
2020-05-12,-0.24922420480993018,-0.5275130222764047,-0.44453064391000774,1.0,-0.5494292363958772,-0.0,0.0
2020-05-13,-0.24851940001106992,-0.510654784967067,-0.45143078540986326,1.0,-0.5568716444346046,-0.0,0.0
2020-05-14,-0.24544497978623248,-0.5147865093869413,-0.44954865149249595,1.0,-0.559256797917705,-0.0,0.0
2020-05-15,-0.24487140444616706,-0.5154342349325878,-0.4496830098834473,1.0,-0.5585116691121509,-0.0,0.0
2020-05-18,-0.24851775918435198,-0.508062281819693,-0.44553111320441074,1.0,-0.5684047210062615,-0.0,0.0
2020-05-19,-0.24761113419194017,-0.5067719152471957,-0.4466140423764022,1.0,-0.5686746987951807,-0.0,0.0
2020-05-20,-0.24632984322198215,-0.5078389008919173,-0.44618026702121766,1.0,-0.5695806326519306,-0.0,0.0
2020-05-21,-0.2449216804118005,-0.5014114130735595,-0.45118171251452927,1.0,-0.5700171583550119,-0.0,0.0
2020-05-22,-0.24423108848431188,-0.5035969232471916,-0.44986442366222124,1.0,-0.5691716009075314,-0.0,0.0
2020-05-26,-0.24461048844610486,-0.5027258890272589,-0.4492043724920437,1.0,-0.5708592777085928,-0.0,0.0
