Date,IWF,IWM,MTUM,NSTG,SPY,VLUE,VXX
2018-09-24,-1.256555269922879,-2.4389031705227078,-0.1950299914310197,1.0,-1.9011996572407885,-1.777292202227935,0.0
2018-09-25,-1.2943994425572685,-2.472955317481056,-0.22106088319832767,1.0,-1.9279679470429405,-1.7936590889295358,0.0
2018-09-26,-1.297045236642552,-2.4766843894360675,-0.22522443998954064,1.0,-1.9282663645079754,-1.788895668090299,0.0
2018-09-27,-1.2985126554753414,-2.4615116987040095,-0.22814647299295468,1.0,-1.924676002435418,-1.7850743672262328,0.0
2018-09-28,-1.2946910356832029,-2.466840731070496,-0.2300261096605744,1.0,-1.9253263707571802,-1.7863359442993907,0.0
2018-10-01,-1.2955613577023497,-2.4653611836379463,-0.23063533507397735,1.0,-1.9255004351610094,-1.7861618798955612,0.0
2018-10-02,-1.2956582267467152,-2.4620203602192636,-0.23301139824240844,1.0,-1.924649786826764,-1.7856956408248499,0.0
2018-10-03,-1.294982172362814,-2.4579528654665626,-0.23358552917645012,1.0,-1.9239933907296287,-1.7858944256022262,0.0
2018-10-04,-1.3207993689192743,-2.4561311245507933,-0.23858357437111055,1.0,-1.9603821544394777,-1.7891138574809362,0.0
2018-10-05,-1.2936983920034768,-2.437114298131247,-0.2072142546718818,1.0,-1.9620165145588873,-1.7918296392872664,0.0
2018-10-08,-1.2875964288809916,-2.4268007280922252,-0.1960648348790847,1.0,-1.9684493369160094,-1.788853254745601,0.0
2018-10-09,-1.292610922983416,-2.43170964660936,-0.20187548840843972,1.0,-1.969262828861683,-1.7872709907093862,0.0
2018-10-10,-1.3548850574712643,-2.5092492816091956,-0.22755028735632185,1.0,-2.054238505747126,-1.8339619252873562,0.0
2018-10-11,-1.198538781751763,-2.450174156826098,-0.03721009260045876,1.0,-1.980035680910713,-1.8294112649732395,0.0
2018-10-12,-1.2112101274256684,-2.421587407345715,-0.01574081785625052,1.0,-1.921545764970434,-1.758390938619139,0.0
2018-10-15,-1.1487623968664054,-2.5003750312526045,-0.0,1.0,-1.9169930827568964,-1.7678973247770648,0.0
2018-10-16,-1.1469755040826528,-2.502166305615731,-0.0,1.0,-1.9158473587735378,-1.766872187968672,0.0
2018-10-17,-1.0743855109961191,-2.371846701164295,-0.0,1.0,-1.8773447606727038,-1.761804657179819,0.0
2018-10-18,-1.0749069729817182,-2.3742921857304644,-0.0,1.0,-1.8775279081054848,-1.7626597637922667,0.0
2018-10-19,-1.0276291623412919,-2.3353030424019803,-0.0,1.0,-1.8721552343687613,-1.750219595943464,0.0
2018-10-22,-1.0293060768186535,-2.3345045116984746,-0.0,1.0,-1.871516409805957,-1.7499800367324123,0.0
2018-10-23,-1.0331231542820656,-2.333625987708516,-0.0,1.0,-1.8674275680421422,-1.747306249501157,0.0
2018-10-24,-1.027731293330146,-2.324647382261535,-0.0,1.0,-1.8672404175631525,-1.749143358036497,0.0
2018-10-25,-0.916998123827392,-2.1524953095684802,-0.0,1.0,-1.8160600375234521,-1.6190619136960598,0.0
2018-10-26,-0.8659151587066154,-2.1194007712844853,-0.0,1.0,-1.8332838920201722,-1.597597152180362,0.0
2018-10-29,-0.8086323452938117,-2.167892429982914,-0.0,1.0,-1.822375752172944,-1.630042344550925,0.0
2018-10-30,-0.7821399360547253,-2.171611272213547,-0.0,1.0,-1.826529853520708,-1.6552160011896795,0.0
2018-10-31,-0.7853211009174311,-2.1132477064220185,-0.0,1.0,-1.8091743119266053,-1.6317798165137614,0.0
2018-11-01,-0.7531469555035128,-2.1332699063231852,-0.0,1.0,-1.8034982435597189,-1.6286592505854798,0.0
2018-11-02,-0.7798414329760681,-2.064674790779621,-0.0,1.0,-1.8589047129643224,-1.6376449860519746,0.0
2018-11-05,-0.7717159850209266,-2.0897275864600924,-0.0,1.0,-1.8612232909905277,-1.6199427270724722,0.0
2018-11-06,-0.7862292187729881,-2.1049727821097544,-0.0,1.0,-1.8559658672943946,-1.6090186847138443,0.0
2018-11-07,-0.7847206888937956,-2.1091484507249576,-0.0,1.0,-1.8552292632663578,-1.6108044454257748,0.0
2018-11-08,-0.7132160511776681,-2.108897935446351,-0.0,1.0,-1.82822041291073,-1.6192933992439664,0.0
2018-11-09,-0.7133512609928048,-2.1080747147321754,-0.0,1.0,-1.827821789374228,-1.6187222908641619,0.0
2018-11-12,-0.7306637004078607,-2.10055617352614,-0.0,1.0,-1.9191694475342973,-1.6651835372636263,0.0
2018-11-13,-0.6731792666034848,-2.074433185098783,-0.0,1.0,-1.9043522636144932,-1.6383319967923018,0.0
2018-11-14,-0.677695004382121,-2.0761028337715457,-0.0,1.0,-1.9089979550102252,-1.6407391177329829,0.0
2018-11-15,-0.6745337995337994,-2.0753205128205123,-0.0,1.0,-1.9117861305361306,-1.6228146853146852,0.0
2018-11-16,-0.6806164183464797,-2.081872626351154,-0.0,1.0,-1.9154981010809233,-1.6255477651183174,0.0
2018-11-19,-0.6832919526800059,-2.0806922739886082,-0.0,1.0,-1.9137578501533519,-1.624726157441215,0.0
2018-11-20,-0.5947702976018491,-2.055330829240104,-0.0,1.0,-1.915197919676394,-1.6580468072811325,0.0
2018-11-21,-0.6060995643168345,-2.038711520605671,-0.0,1.0,-1.9081494178987217,-1.589457895864581,0.0
2018-11-23,-0.6071530350527216,-2.018025078369906,-0.0,1.0,-1.9112995155314902,-1.5879880307779992,0.0
2018-11-26,-0.6054111783552866,-2.0246351014595945,-0.0,1.0,-1.9065859736561057,-1.5831968672125312,0.0
2018-11-27,-0.5846262341325811,-2.0184062059238363,-0.0,1.0,-1.8865303244005642,-1.5626939351198872,0.0
2018-11-28,-0.5842387470015521,-2.0251869620431777,-0.0,1.0,-1.8840129815154507,-1.5617327501058276,0.0
2018-11-29,-0.5006291946308724,-2.0062220357941833,-0.0,1.0,-1.892687360178971,-1.5915128635346756,0.0
2018-11-30,-0.5014340678558936,-2.009094088842253,-0.0,1.0,-1.8975166142007696,-1.5874781392095139,0.0
2018-12-03,-0.49529890541678356,-2.0203480213303395,-0.0,1.0,-1.906469267471232,-1.5944428852090933,0.0
2018-12-04,-0.47313485113835385,-2.0358669001751313,-0.0,1.0,-1.902136602451839,-1.5941856392294222,0.0
2018-12-06,-0.4445119481571487,-1.8800459025246388,-0.0,1.0,-1.904482246523559,-1.5213311732145267,0.0
2018-12-07,-0.46681626546987626,-1.8924248606011151,-0.0,1.0,-1.9205766353869171,-1.5201278389772883,0.0
2018-12-10,-0.40940045399919883,-1.8861663773534516,-0.0,1.0,-1.9067298704766993,-1.4741621044198157,0.0
2018-12-11,-0.4238273419751437,-1.8826673793932918,-0.0,1.0,-1.9120673526660434,-1.4632500334090606,0.0
2018-12-12,-0.42320545381633473,-1.8833712070578799,-0.0,1.0,-1.911977008421334,-1.465111616094105,0.0
2018-12-13,-0.4223038397328882,-1.873789649415693,-0.0,1.0,-1.9208681135225378,-1.4608347245409017,0.0
2018-12-14,-0.42628418945963975,-1.8636424282855235,-0.0,1.0,-1.9220146764509671,-1.45923949299533,0.0
2018-12-17,-0.4005694987086948,-1.8551089331832329,-0.0,1.0,-1.8980199986755841,-1.4684457982915038,0.0
2018-12-18,-0.384322978109844,-1.832284703106567,-0.0,1.0,-1.8812426268187183,-1.4561541486433347,0.0
2018-12-19,-0.3724768229337892,-1.8423301992241436,-0.0,1.0,-1.8947333815503977,-1.465513840489184,0.0
2018-12-20,-0.3683524504692388,-1.8083289885297185,-0.0,1.0,-1.8932481751824817,-1.4473409801876955,0.0
2018-12-21,-0.3561528497409326,-1.8107512953367875,-0.0,1.0,-1.9011658031088083,-1.4086139896373056,0.0
2018-12-24,-0.33461587790175706,-1.781710914454277,-0.0,1.0,-1.8854046428113378,-1.4109914069513916,0.0
2018-12-26,-0.3358161037626814,-1.8385771157056634,-0.0,1.0,-1.8501990496982152,-1.3963657377680752,0.0
2018-12-27,-0.21554359789653907,-1.7625657331539686,-0.0,1.0,-1.7128531246178305,-1.4237495413966001,0.0
2018-12-28,-0.20380917386245329,-1.7792271418947885,-0.0,1.0,-1.717863923081634,-1.4232347357462185,0.0
2018-12-31,-0.19804476143630104,-1.7968519429414658,-0.0,1.0,-1.7249139203148056,-1.428676832267585,0.0
2019-01-02,-0.1924752961394464,-1.7949426133922544,-0.0,1.0,-1.7208617197569511,-1.429325477198797,0.0
2019-01-03,-0.19413424960117806,-1.793839734936802,-0.0,1.0,-1.7208246410602526,-1.4269235489017056,0.0
2019-01-04,-0.11749618320610687,-1.826564885496183,-0.0,1.0,-1.7066259541984732,-1.4561832061068702,0.0
2019-01-07,-0.09044661342797988,-1.7568766637089617,-0.0,1.0,-1.6698018337769889,-1.398343685300207,0.0
2019-01-08,-0.08814752924325615,-1.7864048698973503,-0.0,1.0,-1.6764740988302698,-1.4169849606111244,0.0
2019-01-09,-0.07901027970356204,-1.7633277551996176,-0.0,1.0,-1.6883217786277793,-1.445912024862539,0.0
2019-01-10,-0.07403519604816301,-1.835813522692189,-0.0,1.0,-1.7452300092621178,-1.519666563754245,0.0
2019-01-11,-0.07910337161911819,-1.7993701370878101,-0.0,1.0,-1.7512041496850685,-1.5454489317031,0.0
2019-01-14,-0.07967781908302354,-1.7994423791821563,-0.0,1.0,-1.7508054522924412,-1.5658612143742257,0.0
2019-01-15,-0.07495486521820333,-1.7921309842495177,-0.0,1.0,-1.7629334495424267,-1.5954055904874558,0.0
2019-01-16,-0.057643489567209466,-1.7745031267413784,-0.0,1.0,-1.748684291994304,-1.6107361773264814,0.0
2019-01-17,-0.05632844864898287,-1.7698633525010818,-0.0,1.0,-1.7502009522042907,-1.606813825511655,0.0
2019-01-18,-0.07242932199149363,-1.7641356017012761,-0.0,1.0,-1.7640105078809107,-1.6541155866900175,0.0
2019-01-22,-0.0,-1.8951910408432149,-0.0,1.0,-2.0270092226613965,-1.665415019762846,0.0
2019-01-23,-0.0,-1.825793650793651,-0.0,1.0,-2.059193121693122,-1.7287698412698413,0.0
2019-01-24,-0.0,-1.8370184032834638,-0.0,1.0,-2.0467363961339866,-1.7361313385409771,0.0
2019-01-25,-0.0,-1.760247167868177,-0.0,1.0,-2.284586337109509,-1.8209406110538964,0.0
2019-01-28,-0.0,-1.7337782976673781,-0.0,1.0,-2.324502855570082,-1.8226794192527354,0.0
2019-01-29,-0.0,-1.6979986197377501,-0.0,1.0,-2.332022084195997,-1.8712905452035886,0.0
2019-01-30,-0.0,-1.697032436162871,-0.0,1.0,-2.3298136645962733,-1.874465148378192,0.0
2019-01-31,-0.0,-1.7241235970624913,-0.0,1.0,-2.304281557433837,-1.8997505888873494,0.0
2019-02-01,-0.0,-1.7141476213491682,-0.0,1.0,-2.3169923358420217,-1.8735068701235935,0.0
2019-02-04,-0.0,-1.7074196662529304,-0.0,1.0,-2.317749275961936,-1.8704316645979864,0.0
2019-02-05,-0.0,-1.6876379690949226,-0.0,1.0,-2.310223509933775,-1.900662251655629,0.0
2019-02-06,-0.0,-1.692063710956354,-0.0,1.0,-2.301385920154451,-1.9016755154106046,0.0
2019-02-07,-0.0,-1.6984148862853203,-0.0,1.0,-2.3038594073053065,-1.8895933838731906,0.0
2019-02-08,-0.0,-1.6925519431214193,-0.0,1.0,-2.3298819631393664,-1.8802374542693452,0.0
2019-02-11,-0.0,-1.6481098233995586,-0.0,1.0,-2.3324365342163356,-1.9179083885209711,0.0
2019-02-12,-0.0,-1.652357836338419,-0.0,1.0,-2.3559639389736478,-1.926490984743412,0.0
2019-02-13,-0.0,-1.678392658509455,-0.0,1.0,-2.356924360400445,-1.916852057842047,0.0
2019-02-14,-0.0,-1.5782506237870808,-0.0,1.0,-2.404976434710286,-1.947671194898808,0.0
2019-02-15,-0.0,-1.6527309043322542,-0.0,1.0,-2.3430677043873542,-1.8917280804463117,0.0
2019-02-19,-0.0,-1.6167184801381693,-0.0,1.0,-2.3911571675302246,-1.9005181347150262,0.0
2019-02-20,-0.0,-1.6498657302210287,-0.0,1.0,-2.3605315706121326,-1.8751635337051575,0.0
2019-02-21,-0.0,-1.6514045717433214,-0.0,1.0,-2.3617460754613053,-1.8720049573120352,0.0
2019-02-22,-0.0,-1.6213252929486741,-0.0,1.0,-2.3747687247310356,-1.8564380182279174,0.0
2019-02-25,-0.0,-1.6148602120919984,-0.0,1.0,-2.3946426112105774,-1.8766010191433686,0.0
2019-02-26,-0.0,-1.6173799367001513,-0.0,1.0,-2.3853722306316225,-1.8776661621026558,0.0
2019-02-27,-0.0,-1.6087165079147536,-0.0,1.0,-2.398341670664017,-1.8455423833344755,0.0
2019-02-28,-0.0,-1.619283065512979,-0.0,1.0,-2.408117016893284,-1.8397884905919515,0.0
2019-03-01,-0.0,-1.6344011623884316,-0.0,1.0,-2.4544385248737286,-1.8301390714730508,0.0
2019-03-04,-0.0,-1.6492175598947516,-0.0,1.0,-2.4407976734524306,-1.8343027281539952,0.0
2019-03-05,-0.0,-1.625642450340325,-0.0,1.0,-2.4767328795666064,-1.8431032087789971,0.0
2019-03-06,-0.0,-1.616174226661118,-0.0,1.0,-2.4820363434595643,-1.837564155916216,0.0
2019-03-07,-0.0,-1.5577562326869807,-0.0,1.0,-2.5569252077562328,-1.8105263157894738,0.0
2019-03-08,-0.0,-1.536123812873725,-0.0,1.0,-2.6627506155469574,-1.8359479423144565,0.0
2019-03-11,-0.0,-1.5429673548110578,-0.0,1.0,-2.6682620187156223,-1.932138009857847,0.0
2019-03-12,-0.0,-1.402043440983138,-0.0,1.0,-2.6943412403543867,-2.048442412117748,0.0
2019-03-13,-0.0,-1.4557678697806085,-0.0,1.0,-2.641047416843595,-1.9803255484784148,0.0
2019-03-14,-0.0,-1.468547871206198,-0.0,1.0,-2.652569478996375,-1.9866372876537068,0.0
2019-03-15,-0.0,-1.4664810451916899,-0.0,1.0,-2.664953237666881,-2.007853216249018,0.0
2019-03-18,-0.0,-1.510375852561312,-0.0,1.0,-2.6943839791031783,-2.0510085618923233,0.0
2019-03-19,-0.0,-1.512070600247976,-0.0,1.0,-2.699000802275545,-2.0823426445919333,0.0
2019-03-20,-0.0,-1.6121877365632098,-0.0,1.0,-2.7972747918243757,-2.160560181680545,0.0
2019-03-21,-0.0,-1.6146171869095305,-0.0,1.0,-2.834404051092132,-2.1089864711662005,0.0
2019-03-22,-0.0,-1.6100229533282324,-0.0,1.0,-2.933052792654935,-2.1081101759755163,0.0
2019-03-25,-0.0,-1.4251211330600075,-0.0,1.0,-2.950652254938502,-2.078568766306373,0.0
2019-03-26,-0.0,-1.4435058078141498,-0.0,1.0,-2.9734499924573843,-2.125659978880676,0.0
2019-03-27,-0.0,-1.3846384189249887,-0.0,1.0,-2.9845785297200176,-2.1169336727054944,0.0
2019-03-28,-0.0,-1.3910488245931283,-0.0,1.0,-2.9944996986136228,-2.149035563592525,0.0
2019-03-29,-0.0,-1.3606219986279442,-0.0,1.0,-3.047564600960439,-2.2143456056101836,0.0
2019-04-01,-0.0,-1.370119491589923,-0.0,1.0,-3.0315853565720374,-2.2092244463048933,0.0
