Date,IWF,IWM,MTUM,SPY,VLUE,VXX,YETI
2019-06-24,-0.0,-0.5837412052615479,-1.2508412358519427,-2.594065463444479,-2.2189507494646685,0.0,1.0
2019-06-25,-0.0,-0.61339889366933,-1.2466963736939152,-2.5974953902888753,-2.2253380454824834,0.0,1.0
2019-06-26,-0.0,-0.6132321373811714,-1.2239343759582948,-2.573750383318001,-2.2555197792088317,0.0,1.0
2019-06-27,-0.0,-0.6165286721864459,-1.2276908923643055,-2.5731370745170192,-2.2490800367985284,0.0,1.0
2019-06-28,-0.0,-0.6026505285736173,-1.2301210356978705,-2.579132832848169,-2.248659414738778,0.0,1.0
2019-07-01,-0.0,-0.5857558139534883,-1.2420440636474908,-2.593558751529988,-2.228580171358629,0.0,1.0
2019-07-02,-0.0,-0.5915127461456267,-1.230193863532285,-2.5838039993894064,-2.2269882460693022,0.0,1.0
2019-07-03,-0.0,-0.6107885085574573,-1.2179095354523226,-2.5786216381418097,-2.2332671149144256,0.0,1.0
2019-07-05,-0.0,-0.6102043929225138,-1.210875533862111,-2.573367907260525,-2.2321537522879806,0.0,1.0
2019-07-08,-0.0,-0.6127507054068482,-1.2088766872569205,-2.572027758712728,-2.2323648287958515,0.0,1.0
2019-07-09,-0.0,-0.5873719614737809,-1.2169393059165268,-2.5846965295826325,-2.2550833205931817,0.0,1.0
2019-07-10,-0.0,-0.5915243808644824,-1.2340409167820336,-2.6053684048607906,-2.2601907398861716,0.0,1.0
2019-07-11,-0.0,-0.5909090909090909,-1.233502538071066,-2.606060606060606,-2.260575296108291,0.0,1.0
2019-07-12,-0.0,-0.5920941321233562,-1.2339460124586634,-2.6047835114973465,-2.2597862031838805,0.0,1.0
2019-07-15,-0.0,-0.5895735328140664,-1.2579625202436953,-2.637849926737102,-2.226575152309709,0.0,1.0
2019-07-16,-0.0,-0.6082210868555504,-1.2538318625174176,-2.649094287041338,-2.2299117510450537,0.0,1.0
2019-07-17,-0.0,-0.6189775367931836,-1.2474825716498839,-2.647250193648335,-2.2322230828814873,0.0,1.0
2019-07-18,-0.0,-0.6147781728242387,-1.2482609367753905,-2.643298809707838,-2.222754676147782,0.0,1.0
2019-07-19,-0.0,-0.6189740420271941,-1.243278739184178,-2.6492583436341164,-2.2141532756489495,0.0,1.0
2019-07-22,-0.0,-0.6106941112744718,-1.2271918285227887,-2.6493848177667725,-2.250793159483092,0.0,1.0
2019-07-23,-0.0,-0.6200294550810015,-1.2210681342531586,-2.6520424773273388,-2.258197038989225,0.0,1.0
2019-07-24,-0.0,-0.6227840050878448,-1.2185388345655457,-2.751729072263296,-2.356705620478575,0.0,1.0
2019-07-25,-0.0,-0.5778802576131032,-1.2476743261509105,-2.789218414566272,-2.3362487079589727,0.0,1.0
2019-07-26,-0.0,-0.5588375416865173,-1.2481340320787677,-2.7957757662378913,-2.337541686517389,0.0,1.0
2019-07-29,-0.0,-0.5335026992696094,-1.250158780565259,-2.7940616068593203,-2.361305176246428,0.0,1.0
2019-07-30,-0.0,-0.5208929138862409,-1.2530981887511916,-2.798061646012075,-2.372020972354624,0.0,1.0
2019-07-31,-0.0,-0.47841697917497805,-1.2633846644857576,-2.8323625628341182,-2.404771403494774,0.0,1.0
2019-08-01,-0.0,-0.5034553975693066,-1.2146318214314082,-2.8440702200333625,-2.381285249026928,0.0,1.0
2019-08-02,-0.0,-0.49184760995784615,-1.2042471963731805,-2.864789628569156,-2.392587290225085,0.0,1.0
2019-08-05,-0.0,-0.4857620108176901,-1.2003658924594336,-2.872414890232262,-2.3955615653833915,0.0,1.0
2019-08-06,-0.0,-0.4903295683119294,-1.147609469286709,-2.7369642580844804,-2.361442054773325,0.0,1.0
2019-08-07,-0.0,-0.5124431774404808,-1.098851991678866,-2.7156945835580557,-2.3777640804376303,0.0,1.0
2019-08-08,-0.0,-0.5127868345823998,-1.0940276597388552,-2.7280383218728272,-2.391408483350074,0.0,1.0
2019-08-09,-0.0,-0.48322506687046235,-1.0656476881925872,-2.696217042414979,-2.397248758119985,0.0,1.0
2019-08-12,-0.0,-0.46798780487804875,-1.0733231707317072,-2.703810975609756,-2.3768292682926826,0.0,1.0
2019-08-13,-0.0,-0.45413887204366277,-1.0558671922377196,-2.7019405700424497,-2.368329290479078,0.0,1.0
2019-08-14,-0.0,-0.47642717276698293,-1.0437565898478685,-2.6646332278957674,-2.346437716523573,0.0,1.0
2019-08-15,-0.0,-0.5347835608438573,-1.0390539455434702,-2.554128038542959,-2.1718373603912693,0.0,1.0
2019-08-16,-0.0,-0.5538867316286907,-1.0317239358194739,-2.5480987618140523,-2.192834639900359,0.0,1.0
2019-08-19,-0.0,-0.5070258463778667,-1.042955951947579,-2.5604659628685837,-2.1702220604295595,0.0,1.0
2019-08-20,-0.0,-0.520633536762569,-1.0587765184539377,-2.5462801511188604,-2.139712292938099,0.0,1.0
2019-08-21,-0.0,-0.5328005811841627,-1.071703596077007,-2.5435524881946967,-2.1166727206683618,0.0,1.0
2019-08-22,-0.0,-0.5369322304455086,-1.0676244376723263,-2.551661587578,-2.099622696270498,0.0,1.0
2019-08-23,-0.0,-0.5296597848211689,-1.0673160802558885,-2.5573567897644667,-2.115222448386159,0.0,1.0
2019-08-26,-0.0,-0.5164991803862876,-1.053025443660466,-2.4946190578005845,-2.0629320789679997,0.0,1.0
2019-08-27,-0.0,-0.509131117135112,-1.039877300613497,-2.4959337994007704,-2.0888143815094877,0.0,1.0
2019-08-28,-0.0,-0.46301859799713874,-1.0851216022889842,-2.527038626609442,-2.0778254649499286,0.0,1.0
2019-08-29,-0.0,-0.456824512534819,-1.0899221484179702,-2.5278194414684667,-2.0677808727948004,0.0,1.0
2019-08-30,-0.0,-0.43830845771144283,-1.0911158493248045,-2.527789623312011,-2.050106609808102,0.0,1.0
2019-09-03,-0.0,-0.4438677568432279,-1.0947031638819766,-2.532100959829364,-2.039104159260576,0.0,1.0
2019-09-04,-0.0,-0.4532486983809999,-1.090863704443335,-2.5495328435917552,-2.038584979673347,0.0,1.0
2019-09-05,-0.0,-0.4457297914881463,-1.0892602113681806,-2.5594115966866613,-2.046415309911454,0.0,1.0
2019-09-06,-0.0,-0.4222174779390834,-1.1257472245943638,-2.5784230002846567,-1.990108169655565,0.0,1.0
2019-09-09,-0.0,-0.4034674657534247,-1.1266409817351597,-2.5902539954337898,-2.0142694063926943,0.0,1.0
2019-09-10,-0.0,-0.3570759812747569,-1.288656823910695,-2.638170687792582,-1.918113071660065,0.0,1.0
2019-09-11,-0.0,-0.3802410334127156,-1.2416829039474633,-2.6368622356931515,-1.9577830699285559,0.0,1.0
2019-09-12,-0.0,-0.3284992784992785,-1.2625541125541127,-2.6533910533910534,-1.9705627705627704,0.0,1.0
2019-09-13,-0.0,-0.32934131736526945,-1.2611644181516484,-2.652189596710194,-1.9717192121780533,0.0,1.0
2019-09-16,-0.0,-0.32664114970751784,-1.2714667436989961,-2.6516935076189787,-1.9719072723333573,0.0,1.0
2019-09-17,-0.0,-0.31230557766042105,-1.2761339795992188,-2.6616508717355134,-1.984301526441438,0.0,1.0
2019-09-18,-0.0,-0.3098581354950782,-1.2843804284887086,-2.662565141864505,-1.9812536189924723,0.0,1.0
2019-09-19,-0.0,-0.31766154737757174,-1.283975659229209,-2.6561141698058535,-1.9865256447406552,0.0,1.0
2019-09-20,-0.0,-0.3167922341350333,-1.2854969574036512,-2.655389742103738,-1.9865980875108662,0.0,1.0
2019-09-23,-0.0,-0.31641077636152953,-1.283603707995365,-2.650999420625724,-1.991236964078795,0.0,1.0
2019-09-24,-0.0,-0.31547619047619047,-1.290287456445993,-2.657520325203252,-1.9957897793263648,0.0,1.0
2019-09-25,-0.0,-0.2890160846254166,-1.2928561078104621,-2.6722938704535575,-1.9911607013476307,0.0,1.0
2019-09-26,-0.0,-0.2757896261953057,-1.3089684149521876,-2.6736453201970445,-1.985873659808751,0.0,1.0
2019-09-27,-0.0,-0.2905989110707804,-1.29989110707804,-2.6804355716878403,-1.9886751361161523,0.0,1.0
2019-09-30,-0.0,-0.2823785351704134,-1.2844815083393766,-2.6897026831036985,-1.9950688905003624,0.0,1.0
2019-10-01,-0.0,-0.29383611312545327,-1.2796954314720812,-2.689122552574329,-1.988905003625816,0.0,1.0
2019-10-02,-0.0,-0.268678264635819,-1.2760412906951566,-2.69955966216704,-1.9743015953223133,0.0,1.0
2019-10-03,-0.0,-0.3848582705418012,-1.251022604951561,-2.6673842841765336,-1.8728381772515248,0.0,1.0
2019-10-04,-0.0,-0.3787007760850819,-1.2543115837884449,-2.677493532624317,-1.8755389479735556,0.0,1.0
2019-10-07,-0.0,-0.395170535970192,-1.2270707939237606,-2.662080825451419,-1.881054743479507,0.0,1.0
2019-10-08,-0.0,-0.40227826336151307,-1.2223814300042986,-2.6587620002865737,-1.8809284997850693,0.0,1.0
2019-10-09,-0.0,-0.4037213944535538,-1.1859984315962073,-2.683182433877522,-1.8561345975618448,0.0,1.0
2019-10-10,-0.0,-0.4185633001422475,-1.1748221906116643,-2.674608819345661,-1.8443812233285917,0.0,1.0
2019-10-11,-0.0,-0.42924126172208016,-1.1820829781187838,-2.6681585677749364,-1.82487922705314,0.0,1.0
2019-10-14,-0.0,-0.40167633784655066,-1.2338276380829574,-2.7060677698975573,-1.8223368436134395,0.0,1.0
2019-10-15,-0.0,-0.3966783092166227,-1.2017962791360752,-2.6899280062727207,-1.8396892151970916,0.0,1.0
2019-10-16,-0.0,-0.4483102098897189,-1.2277481323372463,-2.6419779437922446,-1.7967982924226251,0.0,1.0
2019-10-17,-0.0,-0.42915268755799846,-1.2624741237775716,-2.640017131843815,-1.8066243129416804,0.0,1.0
2019-10-18,-0.0,-0.4737520590131061,-1.30451908615627,-2.56986320991191,-1.8136503616701283,0.0,1.0
2019-10-21,-0.0,-0.39484425349087005,-1.3078410311493018,-2.5605442176870747,-1.897529538131042,0.0,1.0
2019-10-22,-0.0,-0.37935243018163545,-1.326225859717137,-2.572905449063106,-1.9007825400244096,0.0,1.0
2019-10-23,-0.0,-0.37874326750448833,-1.3090843806104129,-2.581113105924596,-1.9123877917414718,0.0,1.0
2019-10-24,-0.0,-0.33939958443791646,-1.4503833201977503,-2.51400730816078,-1.8610016479186073,0.0,1.0
2019-10-25,-0.0,-0.33810990900623344,-1.4583363186931289,-2.5111413627570394,-1.8572042702586515,0.0,1.0
2019-10-28,-0.0,-0.3998855016459138,-1.4831830542435953,-2.4597108916559325,-1.8134392443108631,0.0,1.0
2019-10-29,-0.0,-0.39825811559778307,-1.5956236953861656,-2.396170733462895,-1.8078168862016843,0.0,1.0
2019-10-30,-0.0,-0.4028637213987624,-1.5946898834364658,-2.3916390847603974,-1.8060872067923444,0.0,1.0
2019-10-31,-0.0,-0.3823084132362483,-1.6219450652440344,-2.371854949174537,-1.8332492250018024,0.0,1.0
2019-11-01,-0.0,-0.41010261598496894,-1.651033386327504,-2.3563376210435036,-1.8090041913571324,0.0,1.0
