Date,ALV,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.44851227204168387,-0.7289866995749349,-0.011860688331276568,-0.6265939942410531,-0.6119909502262444,0.0
2018-09-25,1.0,-0.44753203036444195,-0.7327310823343524,-0.008793322570672895,-0.6297873802081545,-0.6160478136914781,0.0
2018-09-26,1.0,-0.45204998595900026,-0.7517200224655995,-0.0,-0.6529415894411682,-0.6535383319292334,0.0
2018-09-27,1.0,-0.4611136515529917,-0.7417777621442894,-0.0,-0.6576735024095114,-0.6569699954272046,0.0
2018-09-28,1.0,-0.45832599739427443,-0.7462938835874502,-0.0,-0.6585795274481495,-0.6580513398359097,0.0
2018-10-01,1.0,-0.4610311750599521,-0.7454859641698406,-0.0,-0.6610946536888137,-0.6589786993934265,0.0
2018-10-02,1.0,-0.4616713681241184,-0.7417842031029619,-0.0009520451339915374,-0.6618476727785614,-0.6598730606488011,0.0
2018-10-03,1.0,-0.46119960530025367,-0.7357978573442345,-0.00035241048773611505,-0.663553707358331,-0.6632012968705948,0.0
2018-10-04,1.0,-0.4631071038636283,-0.7314831120346564,-0.0011270383545240025,-0.6658683478322122,-0.6604092558024866,0.0
2018-10-05,1.0,-0.4633553072231819,-0.7348679803997603,-0.0,-0.6666549159234322,-0.6603447668065006,0.0
2018-10-08,1.0,-0.46314379384496074,-0.7350089893185744,-0.0,-0.6666901681531358,-0.660380019036204,0.0
2018-10-09,1.0,-0.45526585771394207,-0.7379276187780806,-0.0,-0.6737538472423675,-0.6707821841723565,0.0
2018-10-10,1.0,-0.4544263919861244,-0.7390888818094936,-0.0,-0.6738522530175923,-0.6723301830023717,0.0
2018-10-11,1.0,-0.39360347023789033,-0.7224498227011396,-0.0,-0.6494302337590802,-0.6772127930595242,0.0
2018-10-12,1.0,-0.4119315269757748,-0.7210851812621725,-0.0,-0.629924488331568,-0.6538763795400965,0.0
2018-10-15,1.0,-0.38150348217943464,-0.7516045336610678,-0.0,-0.6248805134507716,-0.6559128772361054,0.0
2018-10-16,1.0,-0.3759095412154545,-0.7617258224302259,-0.0,-0.6237146858880197,-0.6547330304376047,0.0
2018-10-17,1.0,-0.35999192163990706,-0.7308223097377898,-0.0,-0.6172876905988084,-0.6579151098993571,0.0
2018-10-18,1.0,-0.36032729476732434,-0.7321031719307697,-0.0,-0.6166745235369384,-0.6581251262711294,0.0
2018-10-19,1.0,-0.3502711387828881,-0.7243757113208811,-0.0,-0.6159201981656289,-0.6568588069893553,0.0
2018-10-22,1.0,-0.35005689805207846,-0.7159783118013254,-0.0,-0.62022223709753,-0.6606867929580293,0.0
2018-10-23,1.0,-0.3561905399973201,-0.7174728661396221,-0.0,-0.6168430925901112,-0.6593528071820983,0.0
2018-10-24,1.0,-0.356229817007535,-0.7134351453175458,-0.0,-0.6240581270182992,-0.6701089881593111,0.0
2018-10-25,1.0,-0.33664408340459123,-0.6827928698283233,-0.0,-0.6203052029204762,-0.6490824179438269,0.0
2018-10-26,1.0,-0.3268954717473574,-0.6729414067597547,-0.0,-0.6207099047370481,-0.6418830745138979,0.0
2018-10-29,1.0,-0.2930074054656268,-0.7034864670030802,-0.0,-0.6149157874041549,-0.6653450422701357,0.0
2018-10-30,1.0,-0.2532247340425532,-0.7219747340425532,-0.0,-0.6337433510638297,-0.7155252659574468,0.0
2018-10-31,1.0,-0.2667777962993832,-0.6988498083013835,-0.0,-0.6473078846474413,-0.7209201533588931,0.0
2018-11-01,1.0,-0.2546689303904924,-0.707513565697926,-0.0,-0.6461932820666467,-0.7205965578081828,0.0
2018-11-02,1.0,-0.2566321793341292,-0.6949197506300571,-0.0,-0.6474665074943626,-0.7170712296060485,0.0
2018-11-05,1.0,-0.24931825739940136,-0.7211173927502493,-0.0,-0.6530761556368473,-0.7020951114067177,0.0
2018-11-06,1.0,-0.2640909851145677,-0.7390868038133468,-0.0,-0.6497742097340693,-0.6920889780899816,0.0
2018-11-07,1.0,-0.26432396251673357,-0.7394243641231593,-0.0,-0.6505020080321284,-0.6924698795180723,0.0
2018-11-08,1.0,-0.23814422725915113,-0.7405502273255236,-0.0,-0.6413566521753559,-0.6985696744433014,0.0
2018-11-09,1.0,-0.23822797411647587,-0.7403683424589348,-0.0,-0.6413804546208728,-0.6983905757424921,0.0
2018-11-12,1.0,-0.23903861625100564,-0.7608943416465541,-0.0,-0.6447103781174578,-0.707461786001609,0.0
2018-11-13,1.0,-0.21406961667608632,-0.7573057614947305,-0.0,-0.6472289637288473,-0.7059742677615612,0.0
2018-11-14,1.0,-0.22193000202306293,-0.7686627554116933,-0.0,-0.6641715557353833,-0.7170072155910715,0.0
2018-11-15,1.0,-0.2218245661422108,-0.774630292389763,-0.0,-0.6740833277061247,-0.7058207846579783,0.0
2018-11-16,1.0,-0.21570680628272254,-0.7640601249788888,-0.0,-0.6779260260091201,-0.7201486235433204,0.0
