Date,IWF,IWM,MTUM,SPY,SWAV,VLUE,VXX
2019-12-26,-1.5844485138751936,-1.242146781236794,-4.884772503169461,-3.666995351457952,1.0,-1.7081279053387803,0.0
2019-12-27,-1.5687323943661975,-1.2564788732394367,-4.890422535211267,-3.6578873239436622,1.0,-1.7109859154929579,0.0
2019-12-30,-1.5674647887323945,-1.2542253521126763,-4.893098591549296,-3.6592957746478874,1.0,-1.710281690140845,0.0
2019-12-31,-1.5438818565400845,-1.2714486638537272,-4.89662447257384,-3.6530239099859356,1.0,-1.69971870604782,0.0
2020-01-02,-1.5479105107640356,-1.2742366680737303,-4.897284367524976,-3.653721682847897,1.0,-1.6974813564091742,0.0
2020-01-03,-1.4870822802583543,-1.3100252737994944,-4.925021061499579,-3.6258073574838527,1.0,-1.693063746138725,0.0
2020-01-06,-1.4622601876487886,-1.3089203192830134,-4.940484525976754,-3.6189609298417587,1.0,-1.673014983895813,0.0
2020-01-07,-1.4662181104569667,-1.3083823941687693,-4.945892907204934,-3.6274179983179144,1.0,-1.6694701429772918,0.0
2020-01-08,-1.4658628907892892,-1.3019767278844805,-4.945604934810037,-3.6210570587410627,1.0,-1.684845086218982,0.0
2020-01-09,-1.4473389355742297,-1.3058823529411765,-4.942857142857143,-3.615126050420168,1.0,-1.6943977591036414,0.0
2020-01-10,-1.4290710688304422,-1.3238668158925575,-4.924734191382204,-3.6012870733072186,1.0,-1.7109681029658645,0.0
2020-01-13,-1.4307907627711687,-1.3230230930720783,-4.936039188243527,-3.5991602519244226,1.0,-1.706927921623513,0.0
2020-01-14,-1.4171220400728597,-1.3189014992293682,-4.926019335855401,-3.6069777217318197,1.0,-1.7423287095418243,0.0
2020-01-15,-1.4226023555804823,-1.3171620863712843,-4.92905215928211,-3.610908581043186,1.0,-1.7414469994391477,0.0
2020-01-16,-1.424165965797589,-1.3031959629941126,-4.907204934118306,-3.614802354920101,1.0,-1.7680123352957666,0.0
2020-01-17,-1.416561932690965,-1.2675603965926547,-4.89666247730764,-3.6096913838849325,1.0,-1.774053903086161,0.0
2020-01-21,-1.4137594194808818,-1.2756070332123919,-4.88696622941669,-3.605358638012838,1.0,-1.7730951716438739,0.0
2020-01-22,-1.4136775994417305,-1.2762037683182132,-4.887229588276343,-3.606140963014654,1.0,-1.7733426378227495,0.0
2020-01-23,-1.4167248359625855,-1.2807482898227,-4.885802038252129,-3.6117548513192794,1.0,-1.7656010051654334,0.0
2020-01-24,-1.4172832612034063,-1.2814463213737262,-4.884964400390897,-3.6113360323886643,1.0,-1.7656010051654334,0.0
2020-01-27,-1.3859429366736258,-1.243562978427279,-4.91482254697286,-3.591649269311065,1.0,-1.7819067501739736,0.0
2020-01-28,-1.28245951139171,-1.3033214383749658,-4.959099643151249,-3.521273675542136,1.0,-1.6587976942080704,0.0
2020-01-29,-1.2400109095867993,-1.3069684985681165,-4.951043229237692,-3.4972044183826534,1.0,-1.6418928133096957,0.0
2020-01-30,-1.2699645680021803,-1.3036249659307713,-4.935949850095394,-3.5115835377487055,1.0,-1.6064322703733986,0.0
2020-01-31,-1.2707595970596244,-1.3042472093656412,-4.924857065069426,-3.5073509392866864,1.0,-1.605771848625102,0.0
2020-02-03,-1.229573535273017,-1.2411319250697488,-4.83393118108144,-3.425933306762322,1.0,-1.5548027102431246,0.0
2020-02-04,-1.193731816979635,-1.2122454377148901,-4.815524993387992,-3.4268711980957414,1.0,-1.5756413647183285,0.0
2020-02-05,-1.0990801576872538,-1.2272010512483573,-4.854796320630749,-3.427858081471747,1.0,-1.5318002628120893,0.0
2020-02-06,-1.1430070847546576,-1.2082130674363685,-4.9101285751771195,-3.3993702440304383,1.0,-1.4590658619784835,0.0
2020-02-07,-1.1345573770491804,-1.219672131147541,-4.904393442622951,-3.3964590163934427,1.0,-1.459672131147541,0.0
2020-02-10,-1.1443352979698755,-1.1846758349705304,-4.910543549443353,-3.402226588081205,1.0,-1.455795677799607,0.0
2020-02-11,-1.1177394034536894,-1.1894296180010466,-4.891810570381999,-3.402537938252224,1.0,-1.480507587650445,0.0
2020-02-12,-1.116330803454593,-1.19013347291285,-4.893875948704527,-3.403428421879089,1.0,-1.4818110442292591,0.0
2020-02-13,-1.0980238188718754,-1.1906818479256642,-4.919644025651093,-3.4060986781834837,1.0,-1.4728438686035858,0.0
2020-02-14,-1.090718405873099,-1.197954902988988,-4.943890928159413,-3.4094126900891455,1.0,-1.4676192973256423,0.0
2020-02-18,-1.0878477306002927,-1.2268068680953015,-4.990017303340876,-3.4594702515639555,1.0,-1.5462531611872752,0.0
2020-02-19,-1.082334132693845,-1.2251532107647216,-4.999733546496136,-3.466293631761258,1.0,-1.5491606714628297,0.0
2020-02-20,-1.073501997336884,-1.2242343541944074,-5.005725699067909,-3.4644474034620507,1.0,-1.5475366178428762,0.0
2020-02-21,-1.0504839131572064,-1.1968349463771906,-4.921527596128695,-3.3998168977243006,1.0,-1.5100706251634841,0.0
2020-02-24,-1.0026038097848433,-1.3084829381937784,-5.1965191174455265,-3.595039057146773,1.0,-1.601617102919008,0.0
2020-02-25,-0.8088732760863909,-1.379911527452511,-5.097059588862868,-3.301977621649753,1.0,-1.4228467343221443,0.0
2020-02-26,-0.7680892813343145,-1.2442972774098602,-4.868285504047093,-3.151091488839833,1.0,-1.232278636252146,0.0
2020-02-27,-0.8038160469667319,-1.2235812133072408,-4.837573385518591,-3.1547211350293543,1.0,-1.2112279843444227,0.0
2020-02-28,-0.055037593984962406,-1.3228070175438598,-4.31498746867168,-2.591578947368421,1.0,-0.7405513784461153,0.0
2020-03-02,-0.13133823821833365,-1.249154901570889,-4.22191290515013,-2.6017100815271426,1.0,-0.7382183336647444,0.0
2020-03-03,-0.04594441293250141,-1.514085838532804,-3.816127812440915,-2.4151068254868595,1.0,-0.6624125543581016,0.0
2020-03-04,-0.0,-1.619887877952394,-3.8387096774193545,-2.259259259259259,1.0,-0.47247495634592407,0.0
2020-03-05,-0.0,-1.8475949808295573,-3.474642732659463,-2.03354827466016,1.0,-0.35813872429417914,0.0
2020-03-06,-0.0,-2.0473308112652373,-3.2561580496006726,-1.8652374947456916,1.0,-0.23816729718369065,0.0
2020-03-09,-0.0,-2.0169533990312343,-3.271838984466344,-1.8510105227993987,1.0,-0.21162518790713214,0.0
2020-03-10,-0.6778614030105085,-1.210025560920193,-2.6660749786992333,-1.518602669696109,1.0,-0.027761999431979555,0.0
2020-03-11,-0.43745282371508953,-1.4497358128045015,-2.6922390722569136,-1.282577369107253,1.0,-0.0,0.0
2020-03-12,-0.4865259946612432,-1.2196517096733188,-2.436316257785687,-1.213168933519766,1.0,-0.0,0.0
2020-03-13,-0.6707585097829,-0.8726346823907799,-1.8308228357008847,-0.9862771374966497,1.0,-0.0,0.0
2020-03-16,-0.46090106182395557,-1.035079884886375,-1.676590255036221,-0.7891733650888161,1.0,-0.0,0.0
2020-03-17,-0.5874618656812616,-0.7711511193228204,-1.0937996820349762,-0.8444119795471147,1.0,-0.0,0.0
2020-03-18,-0.5745995711943498,-0.8400386765880523,-0.9442973052507672,-0.8450834489426998,1.0,-0.0,0.0
2020-03-19,-0.5917989635600888,-0.7484576787036276,-0.9232129637246032,-0.8475363987825945,1.0,-0.001809656987743687,0.0
2020-03-20,-0.5883303634329287,-0.823463594546434,-0.8955285732045916,-0.8367659856615971,1.0,-0.0,0.0
2020-03-23,-0.5847273026180593,-0.8391352595454358,-0.8619045661912786,-0.8241749208828244,1.0,-0.0,0.0
2020-03-24,-0.6169321727705699,-0.8709147643291181,-0.8049761865659386,-0.812941369683035,1.0,-0.0,0.0
2020-03-25,-0.5997329982723417,-0.8547196481859588,-0.7029998429401602,-0.7690435055756243,1.0,-0.0,0.0
2020-03-26,-0.5901821500853208,-0.8586055002182627,-0.7356641136553037,-0.7839596809397199,1.0,-0.0,0.0
2020-03-27,-0.5786946678116949,-0.8451089077992037,-0.7069638535404793,-0.7727379186509484,1.0,-0.0,0.0
2020-03-30,-0.5649891101431238,-0.8391412570006223,-0.7163581207218419,-0.768707218419415,1.0,-0.0,0.0
2020-03-31,-0.5674212023220477,-0.8374956169400397,-0.7190166361475825,-0.7721588031324268,1.0,-0.0,0.0
2020-04-01,-0.5681862649188025,-0.8279397378203873,-0.7421248288006261,-0.774877714732929,1.0,-0.0,0.0
2020-04-02,-0.5651145369238655,-0.8489531995426408,-0.7496352955092063,-0.7790482198478097,1.0,-0.0,0.0
2020-04-03,-0.5588316340589695,-0.8484430972719759,-0.7488091957642798,-0.7804590009054049,1.0,-0.0,0.0
2020-04-06,-0.5684877587971345,-0.8357081004487129,-0.742226245768716,-0.7896166259938597,1.0,-0.0,0.0
2020-04-07,-0.5397822445561139,-0.7859753312014618,-0.7045454545454545,-0.7766103243490177,1.0,-0.0,0.0
2020-04-08,-0.521678793788913,-0.8105168404470782,-0.6566274097967144,-0.7609331633035781,1.0,-0.0009376640912159627,0.0
2020-04-09,-0.5264820665303847,-0.7710834417394536,-0.6622932540419996,-0.7561791488570897,1.0,-0.0007805240661587065,0.0
2020-04-13,-0.5251077105927797,-0.7709478532164612,-0.6636086762739564,-0.7544941316297727,1.0,-0.0,0.0
2020-04-14,-0.5253677016787996,-0.7703535878769872,-0.664091516862279,-0.7543455652949043,1.0,-0.0,0.0
2020-04-15,-0.5000183654729109,-0.7743250688705234,-0.6409917355371901,-0.7409733700642791,1.0,-0.016786042240587697,0.0
2020-04-16,-0.5215927389840433,-0.7362758014931928,-0.6557239057239057,-0.7462304201434636,1.0,-0.0,0.0
2020-04-17,-0.5167841618877159,-0.7353252730394125,-0.6519341052708477,-0.7463564305804142,1.0,-0.002337728750410929,0.0
2020-04-20,-0.5324246927900823,-0.6970312103527023,-0.6549824192554463,-0.7404574618479719,1.0,-0.0,0.0
2020-04-21,-0.5367844446056735,-0.6994485960966408,-0.6528332003192339,-0.7386272944932163,1.0,-0.0,0.0
2020-04-22,-0.5237735577614732,-0.699719464825205,-0.6417781614156236,-0.7313336210617177,1.0,-0.0,0.0
2020-04-23,-0.49740369096905485,-0.6979861062381587,-0.6125535050171917,-0.7005824152691039,1.0,-0.0,0.0
2020-04-24,-0.48168350168350166,-0.6941414141414142,-0.5470707070707072,-0.6372053872053872,1.0,-0.0068686868686868695,0.0
2020-04-27,-0.5015383575075227,-0.7036886770125436,-0.5259830273523347,-0.6382324103188288,1.0,-0.011563038847753322,0.0
2020-04-28,-0.5089463220675945,-0.6773595713852479,-0.534926036998349,-0.6436971391987061,1.0,-0.004683761835765071,0.0
2020-04-29,-0.498927182513075,-0.6723548343838005,-0.5397612981091592,-0.637421214965804,1.0,-0.004056591122435295,0.0
2020-04-30,-0.4960380876281795,-0.6442935144493275,-0.5481089359435344,-0.6408975895591956,1.0,-0.0,0.0
2020-05-01,-0.5114699517229898,-0.6261694689528883,-0.5458298651573165,-0.6460129848510072,1.0,-0.0,0.0
2020-05-04,-0.5009776304888152,-0.6183927091963545,-0.5504225352112675,-0.644208782104391,1.0,-0.0,0.0
2020-05-05,-0.5006786506438905,-0.6252193200251597,-0.5364319528586089,-0.648161022279604,1.0,-0.0,0.0
2020-05-06,-0.4999834530231327,-0.6262368865208326,-0.534070225369825,-0.649071714597743,1.0,-0.0,0.0
2020-05-07,-0.5076505265946877,-0.6300258329469431,-0.5300721997747897,-0.6442008346029012,1.0,-0.0,0.0
2020-05-08,-0.5077675679249025,-0.6226614662523964,-0.5318966087128976,-0.6430224102598003,1.0,-0.0,0.0
2020-05-11,-0.5055742463223167,-0.6115508938584339,-0.5350286958242628,-0.6461837852101062,1.0,-0.0,0.0
2020-05-12,-0.5066284131381084,-0.6103416435826408,-0.5374950534230313,-0.6432528690146418,1.0,-0.0,0.0
2020-05-13,-0.5065024857603793,-0.596187403285813,-0.5418299147268956,-0.6478780495835117,1.0,-0.0,0.0
2020-05-14,-0.5072540053294733,-0.5870645129453564,-0.5469947692206467,-0.6484850478665657,1.0,-0.0,0.0
2020-05-15,-0.5017930580687613,-0.5887810495147229,-0.5463398585293634,-0.6531008389537752,1.0,-0.0,0.0
2020-05-18,-0.5054879857609018,-0.5935594449388576,-0.5453047232934507,-0.6517353900919608,1.0,-0.0,0.0
2020-05-19,-0.5080430277311754,-0.5624198164413303,-0.5731109575972895,-0.6460409881904011,1.0,-0.0,0.0
2020-05-20,-0.508782316952832,-0.558581672258404,-0.5750937438326426,-0.6467995526610092,1.0,-0.0,0.0
2020-05-21,-0.49485210001634256,-0.5570844909298905,-0.5731982350057199,-0.6433404151005067,1.0,-0.0,0.0
2020-05-22,-0.48865488687487774,-0.5541500945426093,-0.5764491099954359,-0.6407706852709134,1.0,-0.0,0.0
2020-05-26,-0.481016336282043,-0.5523342157938916,-0.5614063408019628,-0.6337896300122684,1.0,-0.0,0.0
2020-05-27,-0.48864627410446076,-0.5381633773700701,-0.5748893698116865,-0.6283471688362028,1.0,-0.0,0.0
2020-05-28,-0.49870859430490083,-0.5253438367663201,-0.5793245948214631,-0.6251694969974817,1.0,-0.0,0.0
2020-05-29,-0.500274397133357,-0.5195144784840365,-0.580979436356006,-0.6274332569325629,1.0,-0.0,0.0
2020-06-01,-0.5008227133408615,-0.5229230521051783,-0.5777706081626068,-0.62477819003065,1.0,-0.0,0.0
2020-06-02,-0.501097057305111,-0.5225219411461023,-0.5773748064016521,-0.6256453278265359,1.0,-0.0,0.0
2020-06-03,-0.5011612154054577,-0.5220308367202116,-0.577156312495968,-0.6252499838720083,1.0,-0.0,0.0
2020-06-04,-0.5018708470421263,-0.5160634797754983,-0.584736468614928,-0.6229275530610928,1.0,-0.0,0.0
2020-06-05,-0.5044139441974355,-0.5122108383272118,-0.581190798376184,-0.6240092789483859,1.0,-0.0,0.0
2020-06-08,-0.50361957465976,-0.5038126186416139,-0.591358064412342,-0.6186094398507127,1.0,-0.0,0.0
2020-06-09,-0.5003210066769388,-0.5020865434001027,-0.5918400102722137,-0.615819209039548,1.0,-0.0,0.0
2020-06-10,-0.5128427964465044,-0.4867065791167761,-0.6073773657782928,-0.6117870477661902,1.0,-0.0,0.0
2020-06-11,-0.5156471345782356,-0.4804249839021249,-0.6134578235672891,-0.6100772698003863,1.0,-0.0,0.0
2020-06-12,-0.5163346613545817,-0.45048605577689244,-0.6249243027888447,-0.5955059760956176,1.0,-0.0,0.0
2020-06-15,-0.5210985234215886,-0.4413505600814664,-0.6266547861507128,-0.5931771894093686,1.0,-0.0,0.0
2020-06-16,-0.5222480201011418,-0.43557774879933836,-0.628383321141185,-0.5943513247034127,1.0,-0.0,0.0
2020-06-17,-0.5200139780163924,-0.4319207065251922,-0.6308532943643179,-0.5940656966770442,1.0,-0.0,0.0
2020-06-18,-0.5252011320634719,-0.42178904187998856,-0.6377078894648137,-0.5952555092695646,1.0,-0.0,0.0
2020-06-19,-0.5177369933979846,-0.4183908772151499,-0.6337618852070632,-0.5890008528919354,1.0,-0.0,0.0
2020-06-22,-0.5178915453368284,-0.4190379938729747,-0.6271357736158923,-0.5941951173293749,1.0,-0.0,0.0
2020-06-23,-0.5164213983452284,-0.41764037137623955,-0.62713951872671,-0.59679151140024,1.0,-0.0,0.0
2020-06-24,-0.5204868795447359,-0.4163768574138476,-0.625324059437243,-0.5993993044577932,1.0,-0.0,0.0
2020-06-25,-0.5199506766156571,-0.41662450992791195,-0.6252371316554951,-0.5999430884026812,1.0,-0.0,0.0
2020-06-26,-0.5204007458677032,-0.4144622483486615,-0.6250434562750861,-0.6005499194083626,1.0,-0.0,0.0
2020-06-29,-0.5164325177584846,-0.41032359905288085,-0.6320126282557222,-0.5983267561168114,1.0,-0.0,0.0
2020-06-30,-0.5199646475805688,-0.4018812537483034,-0.6357438212177646,-0.5989078627568575,1.0,-0.0,0.0
2020-07-01,-0.5201942176120061,-0.4017088627549894,-0.6310811236876123,-0.5998991077340228,1.0,-0.0,0.0
2020-07-02,-0.513869625520111,-0.41148657168074637,-0.6274744672802924,-0.5993569537258857,1.0,-0.0,0.0
2020-07-06,-0.5146423730416416,-0.4106799483024935,-0.6278725215143587,-0.5990606184787063,1.0,-0.0,0.0
2020-07-07,-0.5085396156386626,-0.4155002673544491,-0.6262070267039914,-0.5950995502154562,1.0,-0.0,0.0
2020-07-08,-0.5065183928627525,-0.42129236955360794,-0.6248861244620363,-0.5886972638456948,1.0,-0.0,0.0
2020-07-09,-0.5003769080972423,-0.4214460707330862,-0.6246623531628871,-0.5943840693510899,1.0,-0.0,0.0
2020-07-10,-0.4907112442832361,-0.44198076013247123,-0.6135309888030279,-0.6078536508437156,1.0,-0.0,0.0
2020-07-13,-0.49853400170244955,-0.43380938869447333,-0.6146788990825688,-0.6056622213815063,1.0,-0.0,0.0
2020-07-14,-0.4933072974079556,-0.42959276873169344,-0.609776070045038,-0.6167994708828067,1.0,-0.0,0.0
2020-07-15,-0.4954798878634202,-0.42624499952751443,-0.6117428418433238,-0.6164676977352191,1.0,-0.0,0.0
2020-07-16,-0.49473320127032044,-0.42357639216426124,-0.6149105430305318,-0.6111687576643713,1.0,-0.0,0.0
2020-07-17,-0.4961625566180171,-0.4240689481630599,-0.6155951182687469,-0.6096502264720685,1.0,-0.0,0.0
2020-07-20,-0.5071178308765506,-0.42265080016413625,-0.6174047536378271,-0.6092610713045674,1.0,-0.0,0.0
2020-07-21,-0.4877508348157164,-0.4192179259120557,-0.615298193053085,-0.5985394625971351,1.0,-0.0,0.0
2020-07-22,-0.4829770635044468,-0.42468403807146193,-0.6116710875331565,-0.6013106568887502,1.0,-0.0,0.0
2020-07-23,-0.4835226563475221,-0.42360504306578456,-0.6111908625639745,-0.6023592560229684,1.0,-0.0,0.0
2020-07-24,-0.47408607847414846,-0.4305481970891638,-0.6086265465764952,-0.6032972855050333,1.0,-0.0,0.0
2020-07-27,-0.4769771638354801,-0.4267936033849792,-0.6024516209321138,-0.6050028000746687,1.0,-0.0,0.0
2020-07-28,-0.47433985709847776,-0.42913948431189813,-0.6031997514756136,-0.5999068033550792,1.0,-0.0,0.0
2020-07-29,-0.4787429532500701,-0.428193228890896,-0.6021116890397732,-0.6055688790606409,1.0,-0.0,0.0
2020-07-30,-0.47845847341551484,-0.4292118042584983,-0.6009214294608392,-0.6043767899389864,1.0,-0.0,0.0
2020-07-31,-0.4775352616994115,-0.4341003207024317,-0.5999315004514743,-0.602048759224087,1.0,-0.0,0.0
2020-08-03,-0.4727555141348245,-0.43690587138862996,-0.5960236098167132,-0.600869835352594,1.0,-0.0,0.0
2020-08-04,-0.47215233125213557,-0.43540521231323576,-0.595098313297922,-0.603609480321809,1.0,-0.0,0.0
2020-08-05,-0.4725138207342071,-0.4348717311634263,-0.5947574383502081,-0.6036399776383626,1.0,-0.0,0.0
2020-08-06,-0.46952771054428105,-0.43765903307888043,-0.592627071308881,-0.6032396201824614,1.0,-0.0,0.0
2020-08-07,-0.47206842923794706,-0.44264385692068425,-0.5940902021772939,-0.6015863141524106,1.0,-0.0,0.0
2020-08-10,-0.46242216687422166,-0.45414072229140723,-0.591376089663761,-0.6053860523038606,1.0,-0.0,0.0
2020-08-11,-0.4677469616703023,-0.44714864443751945,-0.5984730445621689,-0.6028669367404175,1.0,-0.0,0.0
2020-08-12,-0.46515462634559146,-0.44882085744508743,-0.5882023520627218,-0.6090162404330782,1.0,-0.0,0.0
2020-08-13,-0.4616005964955884,-0.4562880576612402,-0.5768609419659501,-0.611967192742637,1.0,-0.0,0.0
2020-08-14,-0.46797646106423385,-0.4544945044680387,-0.5827443410032069,-0.6084005355419247,1.0,-0.0,0.0
2020-08-17,-0.4462645437844458,-0.44075321494182484,-0.5763012859767299,-0.5985303123086344,1.0,-0.0,0.0
2020-08-18,-0.4450974990051122,-0.4395567392169467,-0.5723513025377291,-0.6041877123702819,1.0,-0.0,0.0
2020-08-19,-0.44717587632022043,-0.44393081279657126,-0.5677636614112965,-0.6025103321598041,1.0,-0.0,0.0
2020-08-20,-0.4457247931351518,-0.446674839105118,-0.5679742568188784,-0.6042905301869446,1.0,-0.0,0.0
2020-08-21,-0.44974843539084547,-0.4489507915081605,-0.5630445453429869,-0.6060866363971039,1.0,-0.0,0.0
2020-08-24,-0.4486070201276387,-0.45293323514973,-0.5617636229749632,-0.6049337260677468,1.0,-0.0,0.0
2020-08-25,-0.44674456405066393,-0.4608212960407274,-0.557150305149201,-0.6021099763854387,1.0,-0.0,0.0
2020-08-26,-0.43112407694411525,-0.45601239857781023,-0.5638921809949251,-0.5878080651533109,1.0,-0.0,0.0
2020-08-27,-0.4215171828080925,-0.4662561800479238,-0.5569171039461313,-0.588431556917104,1.0,-0.0,0.0
2020-08-28,-0.4173349412119385,-0.45330117576123,-0.5553512209828159,-0.5826349110642146,1.0,-0.006150135664757311,0.0
2020-08-31,-0.41722193746796515,-0.45322157566255616,-0.5554316037024754,-0.5826876111797871,1.0,-0.00648234691108632,0.0
2020-09-01,-0.41986415094339624,-0.44960000000000006,-0.5674264150943396,-0.5797735849056604,1.0,-0.0022339622641509432,0.0
2020-09-02,-0.4199070160608622,-0.4500060379181259,-0.5673831662842652,-0.5797608984422171,1.0,-0.0019321338002656688,0.0
2020-09-03,-0.4227193141339129,-0.4505524361528708,-0.5675300368290769,-0.5780051922960816,1.0,-0.0,0.0
2020-09-04,-0.4041025949062951,-0.4540785679961557,-0.5549915905814513,-0.5826525708793849,1.0,-0.007508409418548775,0.0
2020-09-08,-0.40749534170824064,-0.4550700246438661,-0.5543667728556831,-0.5806635811744906,1.0,-0.007753801767145519,0.0
2020-09-09,-0.3910639569635385,-0.46718469814704117,-0.5215481171548118,-0.5796174536760311,1.0,-0.02925881649731022,0.0
2020-09-10,-0.38914108230796796,-0.46625253852586307,-0.5203679369250985,-0.5797395771114562,1.0,-0.030999880539959383,0.0
2020-09-11,-0.37388310030575594,-0.4675097218511592,-0.5128981506219016,-0.5765131950010389,1.0,-0.03770000296850417,0.0
2020-09-14,-0.37321142314314554,-0.46547527162619484,-0.5126462031704566,-0.5768271685566705,1.0,-0.04043222703793861,0.0
2020-09-15,-0.37179182509505704,-0.46928469581749055,-0.5130703422053232,-0.5745306558935361,1.0,-0.04188450570342205,0.0
2020-09-16,-0.37502974773917175,-0.4599892908138981,-0.5162422655878153,-0.5756782484531175,1.0,-0.04783436458829129,0.0
2020-09-17,-0.3816400666984278,-0.4555145307289185,-0.5200393044306812,-0.5773582658408766,1.0,-0.04305621724630777,0.0
2020-09-18,-0.3709333333333333,-0.4562666666666666,-0.5134222222222221,-0.5687407407407408,1.0,-0.053599999999999995,0.0
2020-09-21,-0.36628148148148143,-0.46245925925925924,-0.5195555555555555,-0.5623407407407407,1.0,-0.05232592592592592,0.0
2020-09-22,-0.361251589625292,-0.46955313045278446,-0.5108686008339988,-0.5599917191612693,1.0,-0.05574778931180315,0.0
2020-09-23,-0.35833210113854796,-0.46710039923111046,-0.5130267632707378,-0.5589531273103653,1.0,-0.059855093893242645,0.0
2020-09-24,-0.3512509946070197,-0.4569298323166239,-0.5054961247163527,-0.5601332036660477,1.0,-0.07314413697580525,0.0
2020-09-25,-0.35172535625956897,-0.45483453067954305,-0.5058297020374515,-0.5598574961724179,1.0,-0.07201743022023319,0.0
