Date,IWF,IWM,LRMR,MTUM,SPY,VLUE,VXX
2019-01-14,-1.4819699733408167,-3.7353725270099623,1.0,-0.38010383050371827,-3.81661288059492,-3.6172302511575696,0.0
2019-01-15,-1.4700506186726658,-3.7252530933633294,1.0,-0.40073115860517433,-3.8180539932508437,-3.6465129358830146,0.0
2019-01-16,-1.3350340136054424,-3.5096807953950817,1.0,-0.30402930402930406,-3.518445839874412,-3.414965986394558,0.0
2019-01-17,-1.3412532637075718,-3.4840731070496083,1.0,-0.3138381201044386,-3.5087467362924283,-3.4071801566579634,0.0
2019-01-18,-1.3102916613131184,-3.376975459334447,1.0,-0.35449055634074267,-3.4252858794809202,-3.381472439933188,0.0
2019-01-22,-1.20436295503212,-3.6148286937901504,1.0,-0.19138115631691652,-3.7744914346895078,-3.5983672376873663,0.0
2019-01-23,-1.2066295340307023,-3.6272245618801797,1.0,-0.2343431598967532,-3.8437712267354986,-3.673006385002038,0.0
2019-01-24,-1.2149342729367123,-3.609432172381082,1.0,-0.23160319826534764,-3.8379184171296927,-3.658083751185798,0.0
2019-01-25,-1.3254291533313938,-3.7490544079138783,1.0,-0.3076811172534187,-4.19188245562991,-3.973523421588595,0.0
2019-01-28,-1.317080207732256,-3.6631563762261967,1.0,-0.3703115983843046,-4.159694171956145,-3.915753029428736,0.0
2019-01-29,-1.323777648428405,-3.6704016298020954,1.0,-0.37718277066356226,-4.209982537834692,-3.9706053550640275,0.0
2019-01-30,-1.322167200699097,-3.6717157005534515,1.0,-0.3778036702592485,-4.213661520535974,-3.9791727352170114,0.0
2019-01-31,-1.2999263080324246,-3.7462048636698606,1.0,-0.38806190125276346,-4.2341930729550485,-4.070007369196758,0.0
2019-02-01,-1.2742417770183683,-3.6071479424747257,1.0,-0.3870140965399402,-4.0781717214865445,-3.8922113057098104,0.0
2019-02-04,-1.2762053761911536,-3.6000568909116772,1.0,-0.38856492675295123,-4.072393685108803,-3.885222585691936,0.0
2019-02-05,-1.2677758816837315,-3.57750284414107,1.0,-0.4203640500568829,-4.059726962457338,-3.895335608646189,0.0
2019-02-06,-1.2648856046610772,-3.5648713940599692,1.0,-0.4236180190422055,-4.058547676566719,-3.8989626261190846,0.0
2019-02-07,-1.2660224527497512,-3.563876651982379,1.0,-0.4234759130311212,-4.058973994599971,-3.8982520960636635,0.0
2019-02-08,-1.3115855479247536,-3.742908330845028,1.0,-0.49537175276201856,-4.290833084502837,-4.089131083905644,0.0
2019-02-11,-1.3110512935546583,-3.720352923583072,1.0,-0.49753252579632123,-4.303574098998055,-4.121728727381486,0.0
2019-02-12,-1.341265060240964,-3.741566265060241,1.0,-0.497289156626506,-4.337650602409639,-4.142469879518073,0.0
2019-02-13,-1.329129311654764,-3.8102112141012006,1.0,-0.5148153776021882,-4.372435800030391,-4.168667375778757,0.0
2019-02-14,-1.3506652393332312,-3.7722893408778098,1.0,-0.5685884691848906,-4.408319314879951,-4.192995870928276,0.0
2019-02-15,-1.3596801476241733,-3.8186990619713974,1.0,-0.5681992926341688,-4.422420421343995,-4.208519145009995,0.0
2019-02-19,-1.3818987922336035,-3.7534016205473173,1.0,-0.5768231157315395,-4.403760892829842,-4.172297813789941,0.0
2019-02-20,-1.3849923430321593,-3.7676875957120983,1.0,-0.5776416539050536,-4.407197549770291,-4.176416539050536,0.0
2019-02-21,-1.380326867267451,-3.773178555063388,1.0,-0.5770581945929434,-4.389796853520696,-4.153658164044601,0.0
2019-02-22,-1.3786096256684495,-3.7673032849503443,1.0,-0.5926661573720398,-4.3929717341482055,-4.147288006111536,0.0
2019-02-25,-1.3785232843137254,-3.7558210784313726,1.0,-0.6300551470588235,-4.399662990196078,-4.154718137254902,0.0
2019-02-26,-1.3791730474732007,-3.7545176110260337,1.0,-0.632312404287902,-4.396018376722818,-4.15176110260337,0.0
2019-02-27,-1.3874827427519558,-3.7556373676944315,1.0,-0.6407424451603007,-4.402669121030833,-4.153090964871913,0.0
2019-02-28,-1.3806678921568627,-3.7503063725490193,1.0,-0.6423100490196079,-4.395680147058823,-4.149662990196078,0.0
2019-03-01,-1.3765934572262326,-3.7673168484103825,1.0,-0.628321302411304,-4.41621870680387,-4.170327138688373,0.0
2019-03-04,-1.3524041387705417,-3.735849056603773,1.0,-0.6235544735240415,-4.363968350578211,-4.140292148508825,0.0
2019-03-05,-1.4064327485380117,-3.7426900584795324,1.0,-0.6328100954139735,-4.424746075715605,-4.182671591258849,0.0
2019-03-06,-1.4110495537088334,-3.7382271468144044,1.0,-0.6368113265620191,-4.425823330255463,-4.177439212065251,0.0
2019-03-07,-1.4074356239524608,-3.6582355630047236,1.0,-0.6375133323175378,-4.406521407892733,-4.127076032302301,0.0
2019-03-08,-1.4371490954460386,-3.685589519650655,1.0,-0.7800998128509046,-4.494541484716158,-4.198378041172801,0.0
2019-03-11,-1.3988599599445388,-3.621475889693422,1.0,-0.8166692343244493,-4.402095208750578,-4.166846402711447,0.0
2019-03-12,-1.4285941223193008,-3.6103256552819696,1.0,-0.9544082605242256,-4.538840349483716,-4.353296266878474,0.0
2019-03-13,-2.089791873141724,-4.433300297324083,1.0,-1.5946481665014864,-5.403567888999009,-5.300099108027751,0.0
2019-03-14,-2.0784815106215575,-4.394571203776554,1.0,-1.5906766325727772,-5.3566089693154995,-5.249213217938631,0.0
2019-03-15,-2.1037549407114624,-4.380830039525692,1.0,-1.6223320158102765,-5.373715415019762,-5.2822134387351785,0.0
2019-03-18,-2.1683329932666804,-4.521118139155274,1.0,-1.7865741685370333,-5.502142419914303,-5.42603550295858,0.0
2019-03-19,-2.1606302435031717,-4.539185594434214,1.0,-1.790669122160835,-5.514426028238184,-5.457335788827502,0.0
2019-03-20,-2.183130542379872,-4.583419261703444,1.0,-1.796659104970097,-5.551866364198804,-5.5077335533099605,0.0
2019-03-21,-2.211789038262668,-4.588210961737333,1.0,-1.8144777662874871,-5.582419855222337,-5.485418821096174,0.0
2019-03-22,-2.21453790238837,-4.565316718587747,1.0,-1.9009345794392525,-5.61993769470405,-5.467705088265836,0.0
2019-03-25,-2.114428857715431,-4.214228456913828,1.0,-1.9703406813627256,-5.466533066132265,-5.274549098196393,0.0
2019-03-26,-2.134670487106017,-4.3043389275480965,1.0,-2.0480966025378633,-5.567744576340565,-5.411788784281621,0.0
2019-03-27,-2.1438760953739555,-4.248828204605665,1.0,-2.052577949867536,-5.549826778072142,-5.3839413083350305,0.0
2019-03-28,-2.131385369840621,-4.247445852063752,1.0,-2.093175316714344,-5.552308949734369,-5.408663669799755,0.0
2019-03-29,-2.121267893660532,-4.238036809815951,1.0,-2.11758691206544,-5.555010224948875,-5.418200408997955,0.0
2019-04-01,-2.053469628464714,-4.09003341851779,1.0,-2.038333005700806,-5.300176921564773,-5.176135246707293,0.0
2019-04-02,-2.0654388714733543,-4.072100313479623,1.0,-2.1052115987460813,-5.26371473354232,-5.085815047021943,0.0
2019-04-03,-2.072869735553379,-4.070714985308521,1.0,-2.105386875612145,-5.261116552399608,-5.078550440744368,0.0
2019-04-04,-2.0854734365810628,-4.069986277200549,1.0,-2.0940991962360322,-5.264653989413841,-5.0897863164085475,0.0
2019-04-05,-2.116269919338973,-4.06059413732048,1.0,-2.1011213850088533,-5.2856580759394065,-5.1097776903403505,0.0
2019-04-08,-2.112025068546808,-4.031727379553466,1.0,-2.0967489228358795,-5.260086173129651,-5.084214649432041,0.0
2019-04-09,-2.182846932698035,-4.04506650784197,1.0,-2.156640857653365,-5.341076037323804,-5.127456819535438,0.0
2019-04-10,-2.170317742253799,-3.9954608249457273,1.0,-2.1600552595224,-5.318136964673377,-5.091178211959739,0.0
2019-04-11,-2.2218463987266217,-3.9795065658575406,1.0,-2.214882610425786,-5.368682849184243,-5.111420612813371,0.0
2019-04-12,-2.21948310139165,-3.977534791252485,1.0,-2.2119284294234594,-5.364015904572565,-5.107952286282306,0.0
2019-04-15,-2.194702510377545,-3.9614548329709427,1.0,-2.194702510377545,-5.330895433880213,-5.084799367463926,0.0
2019-04-16,-2.196163733438798,-3.9648012655724743,1.0,-2.197745699031046,-5.332212774372158,-5.083646430690132,0.0
2019-04-17,-2.188731284475965,-3.9150906225374307,1.0,-2.2123719464144997,-5.322695035460993,-5.061662726556343,0.0
2019-04-18,-2.18905080740449,-3.9080346593146906,1.0,-2.1949586451358805,-5.323946435604569,-5.076998818432454,0.0
2019-04-22,-2.2295114656031907,-3.9609172482552344,1.0,-2.207577268195414,-5.395014955134597,-5.14715852442672,0.0
2019-04-23,-2.2247011952191236,-3.9693227091633463,1.0,-2.2123505976095617,-5.385258964143427,-5.128884462151394,0.0
2019-04-24,-2.224681020733652,-3.9324162679425836,1.0,-2.2308612440191387,-5.395135566188198,-5.153110047846889,0.0
2019-04-25,-2.1539049073897267,-3.7387817452740117,1.0,-2.1932404048119154,-5.122780217681879,-4.886385335115524,0.0
2019-04-26,-2.197706065318818,-3.7669129082426127,1.0,-2.2573872472783827,-5.248833592534993,-4.969284603421462,0.0
2019-04-29,-2.196268946754761,-3.7532063738826276,1.0,-2.2487368830159347,-5.251457442673921,-4.982899339292654,0.0
2019-04-30,-2.195571955719557,-3.749465915711789,1.0,-2.2493688094775686,-5.248591959603806,-4.978248203534667,0.0
2019-05-01,-2.2125632049786073,-3.7423181641384673,1.0,-2.2537922987164527,-5.2613768961493586,-4.977635161415792,0.0
2019-05-02,-2.204933954933955,-3.746114996114996,1.0,-2.2404817404817403,-5.241064491064491,-4.992424242424243,0.0
2019-05-03,-2.2032158078264237,-3.731499418829911,1.0,-2.2398295234405268,-5.223169314219295,-4.974622239442077,0.0
2019-05-06,-2.1729222520107236,-3.6371122175411714,1.0,-2.2328609728073534,-5.1746457296055155,-4.932209881271543,0.0
2019-05-07,-2.163796402602373,-3.634519709146575,1.0,-2.2433983926521237,-5.1651358591657095,-4.928243398392652,0.0
2019-05-08,-2.1605460488367623,-3.6298788694481834,1.0,-2.288213805037493,-5.185925783503173,-4.962507210151894,0.0
2019-05-09,-2.162817331551823,-3.5985875167016608,1.0,-2.2832601641534644,-5.139148692498568,-4.903607558694408,0.0
2019-05-10,-2.1534371439422713,-3.5780478541587546,1.0,-2.276300797569313,-5.111849601215344,-4.870110140524117,0.0
2019-05-13,-2.15653984478516,-3.5688056028771533,1.0,-2.2678402422865793,-5.086503880371001,-4.849138746924097,0.0
2019-05-14,-1.9697846933236836,-3.2865930884747603,1.0,-2.3318255834991857,-4.882395512936493,-4.6223991315360955,0.0
2019-05-15,-1.9998168498168496,-3.326190476190476,1.0,-2.4043956043956043,-4.933882783882784,-4.65054945054945,0.0
2019-05-16,-1.9840425531914894,-3.3382245047688923,1.0,-2.4236977256052827,-4.937820983125459,-4.658107116654439,0.0
2019-05-17,-1.991501939774617,-3.3428782560502497,1.0,-2.455754664696102,-4.959541843709588,-4.724367263994089,0.0
2019-05-20,-1.976782449725777,-3.2848263254113346,1.0,-2.4535648994515538,-4.89872029250457,-4.66745886654479,0.0
2019-05-21,-1.9558555271798612,-3.2838380153228752,1.0,-2.4627873039036845,-4.882342210871944,-4.656512221816855,0.0
2019-05-22,-1.9340340703153316,-3.244653860094237,1.0,-2.462305183037332,-4.857375860819137,-4.62395795578108,0.0
2019-05-23,-1.9460098163970188,-3.2450463552081437,1.0,-2.5062715869841843,-4.874568260316305,-4.606435193601164,0.0
2019-05-24,-1.9217705510388436,-3.175609756097561,1.0,-2.5331526648599816,-4.850225835591688,-4.586088527551942,0.0
2019-05-28,-1.9240209348493051,-3.162786500631655,1.0,-2.530770619021837,-4.846237141310232,-4.583468687962461,0.0
2019-05-29,-1.9358674112772474,-3.1655557557196903,1.0,-2.52783282291479,-4.8348045397225725,-4.550711583498469,0.0
2019-05-30,-1.902173913043478,-3.1299002138275123,1.0,-2.478795438346401,-4.797220242337848,-4.510869565217391,0.0
2019-05-31,-1.9523629489603023,-3.342533081285444,1.0,-2.575047258979206,-5.161625708884688,-4.872211720226844,0.0
2019-06-03,-1.915983606557377,-3.295081967213115,1.0,-2.575447093889717,-5.089605067064084,-4.752794336810731,0.0
2019-06-04,-1.9300296956198961,-3.2639198218262804,1.0,-2.5679287305122496,-5.074424647364514,-4.723459539717892,0.0
2019-06-05,-1.8843426077468632,-3.1643935260956537,1.0,-2.5806510274595382,-5.008365157301328,-4.547190398254228,0.0
2019-06-06,-1.9053231939163497,-3.357034220532319,1.0,-2.6155893536121675,-5.274144486692015,-4.859315589353612,0.0
2019-06-07,-1.9408214911426902,-3.477321393809617,1.0,-2.672960872104341,-5.396534942573487,-4.979170722211408,0.0
2019-06-10,-1.9010436799381523,-3.473521453420951,1.0,-2.6594511016621567,-5.339002705836876,-4.954387321221493,0.0
2019-06-11,-1.508961730986598,-2.899241078637171,1.0,-2.2465687066042306,-4.421120620054901,-4.071370902632004,0.0
2019-06-12,-1.5068449025607988,-2.8995007247543887,1.0,-2.2430343050410695,-4.402158157513288,-4.0541149943630215,0.0
2019-06-13,-1.5262900862770632,-2.9622334364317107,1.0,-2.2972489011883446,-4.430245808237018,-4.062672961093928,0.0
2019-06-14,-1.5261385503527904,-2.9129249518922387,1.0,-2.27036561898653,-4.343008338678641,-3.9834830019243106,0.0
2019-06-17,-1.5198601843025104,-2.882268827454719,1.0,-2.2492850333651098,-4.293136320305053,-3.9435970765808706,0.0
2019-06-18,-1.5207612456747406,-2.869927650204467,1.0,-2.2272727272727275,-4.224756212645486,-3.8854985844605223,0.0
2019-06-19,-1.5114854517611027,-2.7509954058192956,1.0,-2.206278713629403,-4.090199081163859,-3.754977029096478,0.0
2019-06-20,-1.5237655745269958,-2.771573604060914,1.0,-2.206737425011537,-4.106445162282726,-3.773727118904784,0.0
2019-06-21,-1.5367407177256487,-2.8123349386360106,1.0,-2.221997825073792,-4.142923722230853,-3.8213453472114343,0.0
2019-06-24,-1.5342720099025218,-2.7734798081386347,1.0,-2.2170818505338077,-4.116199907163855,-3.8316571251740674,0.0
2019-06-25,-1.532786885245902,-2.7557995669656665,1.0,-2.223321991957934,-4.121404268481287,-3.8320445406742967,0.0
2019-06-26,-1.5003864584943576,-2.7627144844643685,1.0,-2.2068325861802442,-4.113773380738909,-3.874478281032617,0.0
2019-06-27,-1.515743756786102,-2.754924771211416,1.0,-2.2354583527221963,-4.126260276097409,-3.8787032728400805,0.0
2019-06-28,-1.5458959899749374,-2.7144423558897244,1.0,-2.2786654135338344,-4.202067669172933,-3.923245614035088,0.0
2019-07-01,-1.5619151590767313,-2.6887086712414225,1.0,-2.269494697442296,-4.186993137866501,-3.8888022457891456,0.0
2019-07-02,-1.546943231441048,-2.706019962570181,1.0,-2.26434809731753,-4.182158452900811,-3.8961322520274484,0.0
2019-07-03,-1.5503984997655884,-2.7052664478824817,1.0,-2.2737927801218936,-4.194092827004219,-3.903734958587279,0.0
2019-07-05,-1.5451858764971225,-2.6747550163322447,1.0,-2.2655156322911805,-4.177321511899207,-3.8917405506299576,0.0
2019-07-08,-1.5479088639201,-2.690543071161049,1.0,-2.267478152309613,-4.190699126092385,-3.9087078651685396,0.0
2019-07-09,-1.5433733063385764,-2.6762186575299793,1.0,-2.266313658308675,-4.182214608316461,-3.9056221772309607,0.0
2019-07-10,-1.5432886951105576,-2.672687636250389,1.0,-2.2651821862348176,-4.183431952662722,-3.9070383058237312,0.0
2019-07-11,-1.558772890906245,-2.684457661605885,1.0,-2.285334168101424,-4.201126936922836,-3.9222100485208946,0.0
2019-07-12,-1.5622848200312989,-2.6835680751173707,1.0,-2.2848200312989047,-4.200938967136151,-3.9179968701095467,0.0
2019-07-15,-1.5885227810184455,-2.7272583950811917,1.0,-2.331861895002365,-4.214409585369699,-3.903358032476746,0.0
2019-07-16,-1.6125176914609218,-2.7108035854694137,1.0,-2.3651517534203492,-4.189023431357132,-3.848246579650889,0.0
2019-07-17,-1.6138224181360203,-2.726385390428212,1.0,-2.3608312342569273,-4.192222921914358,-3.8496536523929477,0.0
2019-07-18,-1.617767295597484,-2.7221698113207546,1.0,-2.364308176100629,-4.183333333333334,-3.835534591194968,0.0
2019-07-19,-1.6336274818783485,-2.7278600693350143,1.0,-2.372833280806807,-4.185786322092656,-3.837850614560353,0.0
2019-07-22,-1.6207057360485,-2.6723146277009175,1.0,-2.326130887610757,-4.116741800093269,-3.8087983833359242,0.0
2019-07-23,-1.6192283364958886,-2.726597090449083,1.0,-2.358159392789374,-4.212207463630613,-3.8967425679949397,0.0
2019-07-24,-1.6267068910765323,-2.733566211495713,1.0,-2.389171165449349,-4.229437916798984,-3.8991743410606547,0.0
2019-07-25,-1.6163541830786199,-2.693713565463999,1.0,-2.3768709626595244,-4.209232708366158,-3.8593036080037812,0.0
2019-07-26,-1.603643216080402,-2.6702261306532664,1.0,-2.3732726130653266,-4.205402010050251,-3.8509736180904524,0.0
2019-07-29,-1.5954773869346732,-2.6352072864321605,1.0,-2.3751570351758793,-4.215295226130653,-3.882537688442211,0.0
2019-07-30,-1.5876239962210676,-2.644622894032436,1.0,-2.3811998110533774,-4.233821445441663,-3.8984411903637226,0.0
2019-07-31,-1.5871313672922251,-2.6511591231666936,1.0,-2.3849550544078224,-4.239079009619934,-3.90805866582558,0.0
2019-08-01,-1.5996500715762687,-2.712581517416892,1.0,-2.3982821695562273,-4.268967711149993,-3.92635597264196,0.0
2019-08-02,-1.697281782880297,-2.8220496370082726,1.0,-2.624345770724295,-4.567280094546683,-4.172547695424616,0.0
2019-08-05,-1.6550516838946316,-2.7855951983994665,1.0,-2.5738579526508834,-4.523007669223074,-4.134878292764255,0.0
2019-08-06,-1.5474959612277868,-2.7080775444264944,1.0,-2.4796445880452342,-4.379806138933764,-4.0400646203554125,0.0
2019-08-07,-1.5229476405946996,-2.747737556561086,1.0,-2.445539754363284,-4.376050420168067,-4.067873303167421,0.0
2019-08-08,-1.5312855517633674,-2.7571916138469037,1.0,-2.4588005850804486,-4.4090687469527055,-4.0958881846253865,0.0
2019-08-09,-1.4840263284636377,-2.700915074650827,1.0,-2.416118157007545,-4.358645047359127,-4.094076095681491,0.0
2019-08-12,-1.4817307692307693,-2.680769230769231,1.0,-2.4410256410256412,-4.359615384615385,-4.062339743589743,0.0
2019-08-13,-1.4588457899716178,-2.6094292021444336,1.0,-2.3984547461368653,-4.293125197098707,-4.008199306212551,0.0
