Date,IWF,IWM,LRMR,MTUM,SPY,VLUE,VXX
2018-09-24,-2.7581081081081082,-4.686317567567568,1.0,-1.195608108108108,-3.8043918918918918,-3.4472972972972973,0.0
2018-09-25,-2.801092709578283,-4.733481304422059,1.0,-1.2221273689602188,-3.842240054635479,-3.4746457230664163,0.0
2018-09-26,-2.8270818995182383,-4.78045423262216,1.0,-1.2352030282174813,-3.8728492773571923,-3.490020646937371,0.0
2018-09-27,-2.8308722527472527,-4.749141483516484,1.0,-1.2405563186813187,-3.866758241758242,-3.4830013736263736,0.0
2018-09-28,-2.825922746781116,-4.751587982832619,1.0,-1.242403433476395,-3.8652360515021456,-3.482403433476395,0.0
2018-10-01,-2.8409443391349303,-4.765121488885059,1.0,-1.246596587971739,-3.882991556091677,-3.4969843184559712,0.0
2018-10-02,-2.8423866183824797,-4.773581652008967,1.0,-1.2472840144852562,-3.8834281772719437,-3.497672012415934,0.0
2018-10-03,-2.83307546845453,-4.74333849063091,1.0,-1.2422210761560943,-3.8765686780127213,-3.495788206979543,0.0
2018-10-04,-2.8417797629273323,-4.722040886445628,1.0,-1.244975090190689,-3.886617419687339,-3.4837656760006874,0.0
2018-10-05,-2.7694397283531407,-4.6604414261460105,1.0,-1.1769100169779287,-3.883361629881154,-3.4879456706281835,0.0
2018-10-08,-2.739320551631349,-4.612512613521695,1.0,-1.153212243525059,-3.858728557013118,-3.4540867810292637,0.0
2018-10-09,-2.7388160107635384,-4.613689875546586,1.0,-1.1510258997645477,-3.8597376387487388,-3.4547595021863438,0.0
2018-10-10,-2.7397076121660224,-4.607460930935977,1.0,-1.1530835153755672,-3.858343135607461,-3.445303310368005,0.0
2018-10-11,-2.474108727214067,-4.588643329569285,1.0,-0.7796418777222132,-3.7881916438135184,-3.501048556218745,0.0
2018-10-12,-2.546483427647534,-4.639935327405012,1.0,-0.7540824575586095,-3.7699272433306383,-3.4575586095392077,0.0
2018-10-15,-2.4952691680261014,-4.833442088091354,1.0,-0.6388254486133769,-3.8184339314845026,-3.527243066884176,0.0
2018-10-16,-2.486882841779371,-4.84764542936288,1.0,-0.6237575362554995,-3.8135897018087013,-3.522568029982076,0.0
2018-10-17,-2.3343176872862914,-4.55610817531862,1.0,-0.5133664905191172,-3.6903947777432395,-3.44808828100715,0.0
2018-10-18,-2.3317793317793316,-4.551515151515151,1.0,-0.5151515151515151,-3.6935508935508934,-3.448018648018648,0.0
2018-10-19,-2.254534369760707,-4.463344002438652,1.0,-0.4467306812985825,-3.667581161408322,-3.4092363968907176,0.0
2018-10-22,-2.265334147085749,-4.444766554775709,1.0,-0.4240158681721086,-3.6917912725053403,-3.4319499542264262,0.0
2018-10-23,-2.266808964781217,-4.440158560756213,1.0,-0.43116328708644613,-3.683183412105504,-3.4250647964628755,0.0
2018-10-24,-2.261662361343261,-4.421972344628476,1.0,-0.40677708554930864,-3.6805956541559035,-3.424251633490351,0.0
2018-10-25,-1.9652304335969457,-3.928279247341151,1.0,-0.32015271338969187,-3.3967821107172074,-3.0246795745841286,0.0
2018-10-26,-1.8837579617834397,-3.8278927813163484,1.0,-0.24482484076433123,-3.3653131634819533,-2.9478503184713376,0.0
2018-10-29,-1.8235604163921466,-3.865067861378311,1.0,-0.18197390960600868,-3.339175121886942,-2.9673211226775598,0.0
2018-10-30,-1.802525983423234,-3.862912774634917,1.0,-0.1678726483357453,-3.338508091040653,-2.984212603604789,0.0
2018-10-31,-1.8085744070888714,-3.7761271826948133,1.0,-0.16575449569976544,-3.3236903831118063,-2.956867344279385,0.0
2018-11-01,-1.7681835861532478,-3.8052638402696743,1.0,-0.12472449111889018,-3.3154414624659663,-2.9515104369246723,0.0
2018-11-02,-1.7778204635676782,-3.6874119605583298,1.0,-0.10090920732488154,-3.3228326290177996,-2.9167627096939426,0.0
2018-11-05,-1.7716343062877717,-3.747074707470747,1.0,-0.09643821525009642,-3.3412626976983413,-2.9018901890189017,0.0
2018-11-06,-1.78641276376737,-3.7602933607822955,1.0,-0.09148224395265055,-3.3364642305712815,-2.8921770458054556,0.0
2018-11-07,-1.7818298969072166,-3.7675257731958762,1.0,-0.10579896907216495,-3.336082474226804,-2.895489690721649,0.0
2018-11-08,-1.7033023077903862,-3.788218793828892,1.0,-0.011220196353436185,-3.3205406094606653,-2.9269412214713757,0.0
2018-11-09,-1.7680426098535287,-3.9652463382157124,1.0,-0.0019973368841544607,-3.4981358189081226,-3.082157123834887,0.0
2018-11-12,-1.756371319160174,-3.889475769179981,1.0,-0.0,-3.5021787930806814,-3.0567806681632113,0.0
2018-11-13,-1.6382243827555327,-3.786235128565946,1.0,-0.0,-3.413074069336062,-2.9550978636305487,0.0
2018-11-14,-1.647277863379558,-3.798022598870056,1.0,-0.0,-3.4284797123780177,-2.966486902927581,0.0
2018-11-15,-1.6420498330336502,-3.802337528898022,1.0,-0.0,-3.431929103519137,-2.9672489082969435,0.0
2018-11-16,-1.639032591826177,-3.800310398344542,1.0,-0.0,-3.4672788411795135,-3.0266425245732025,0.0
2018-11-19,-1.6375630578191693,-3.801707411719053,1.0,-0.0,-3.468503427758375,-3.0271633682576637,0.0
2018-11-20,-1.4941786889395088,-3.7184257150088578,1.0,-0.0,-3.4190078461149076,-3.0234117944824095,0.0
2018-11-21,-1.5040050062578223,-3.689111389236546,1.0,-0.0,-3.40162703379224,-2.92090112640801,0.0
2018-11-23,-1.532276474318326,-3.682054533925174,1.0,-0.0,-3.4857324032974,-2.9823715916296765,0.0
2018-11-26,-1.5325022261798753,-3.7127591909426285,1.0,-0.0,-3.490522834245007,-2.985243607683501,0.0
2018-11-27,-2.6740890688259107,-4.9280456385719535,1.0,-0.8557232241442768,-4.630658814869341,-4.313949208686051,0.0
2018-11-28,-2.6750092013249906,-4.924549135075451,1.0,-0.8577475156422525,-4.631210894368789,-4.314133235185867,0.0
2018-11-29,-2.660324039186134,-5.077995478522984,1.0,-0.7437829691032404,-4.82611152976639,-4.531273549359457,0.0
2018-11-30,-2.6587615283267456,-5.075098814229249,1.0,-0.7396950875211745,-4.82420478072652,-4.524185958968568,0.0
2018-12-03,-2.6593820648078372,-5.089110776186887,1.0,-0.7215523737754332,-4.835719668425019,-4.533911077618689,0.0
2018-12-04,-2.613241069758743,-5.07686553207406,1.0,-0.7123620721900131,-4.797456517673463,-4.502337759491304,0.0
2018-12-06,-2.451722291629484,-4.710869177226486,1.0,-0.7542388006425129,-4.657683383901481,-4.273067999286097,0.0
2018-12-07,-2.4567857142857146,-4.712142857142857,1.0,-0.7580357142857143,-4.659464285714286,-4.270714285714286,0.0
2018-12-10,-2.36505129112133,-4.738415281216837,1.0,-0.6901308807923594,-4.667138309161656,-4.22568093385214,0.0
2018-12-11,-2.3658709106984968,-4.7363395225464195,1.0,-0.692130857648099,-4.665605658709107,-4.223519009725906,0.0
2018-12-12,-2.3720106288751106,-4.744021257750221,1.0,-0.6947741364038972,-4.675110717449069,-4.228875110717449,0.0
2018-12-13,-2.3556455874581643,-4.7084727849216135,1.0,-0.6947331336973754,-4.655980271270037,-4.199929540250132,0.0
2018-12-14,-2.352600140548138,-4.674279690794098,1.0,-0.7041461700632466,-4.65073787772312,-4.1865776528461005,0.0
2018-12-17,-2.282055718982523,-4.626752033223741,1.0,-0.6445751860183422,-4.571552171655996,-4.179096729537982,0.0
2018-12-18,-2.299947099277023,-4.713101745723859,1.0,-0.5953094692294127,-4.703050608358314,-4.321989067183918,0.0
2018-12-19,-2.2982828819260046,-4.73729863692689,1.0,-0.5924942467693397,-4.729332625243406,-4.344839794653921,0.0
2018-12-20,-2.2658562367864694,-4.673185341789993,1.0,-0.6405919661733616,-4.7262156448202965,-4.3121916842847074,0.0
2018-12-21,-2.2229928905843597,-4.622507369516213,1.0,-0.6070747355644183,-4.676261487775273,-4.211201664643662,0.0
2018-12-24,-2.0990399191510862,-4.452248610409298,1.0,-0.5871652349671552,-4.553309752400202,-4.151760148223008,0.0
2018-12-26,-2.0730132450331125,-4.4432119205298015,1.0,-0.5331125827814569,-4.4432119205298015,-4.063907284768212,0.0
2018-12-27,-1.7473272097575667,-4.083120012046379,1.0,-0.3900015057973197,-4.009335943382021,-3.8281885258244244,0.0
2018-12-28,-1.7397590361445783,-4.098795180722892,1.0,-0.38313253012048193,-4.011746987951807,-3.8268072289156625,0.0
2018-12-31,-1.740099382623099,-4.097425086583346,1.0,-0.3838277367866285,-4.010691160969733,-3.826080409576871,0.0
2019-01-02,-1.736033729859961,-4.104652913717814,1.0,-0.36289715404306583,-4.01566029212468,-3.8387291070621896,0.0
2019-01-03,-1.7364387678437265,-4.089706987227649,1.0,-0.3774605559729527,-4.0091660405709995,-3.813523666416229,0.0
2019-01-04,-1.6277728482697427,-4.08444247264123,1.0,-0.3348121857438628,-3.942472641230405,-3.7991718426501038,0.0
2019-01-07,-1.4559376305164973,-3.822219128497842,1.0,-0.34219685368230546,-3.739941528609216,-3.5614645691215365,0.0
2019-01-08,-1.4585243851604832,-3.7771293594553286,1.0,-0.3509795748228428,-3.756565235514797,-3.5514797832430176,0.0
2019-01-09,-1.4533945464663327,-3.7565386755703947,1.0,-0.34474123539232054,-3.7733722871452424,-3.5840289371174183,0.0
2019-01-10,-1.4592220828105396,-3.7565872020075277,1.0,-0.3453227380454482,-3.7894883591244946,-3.5904084762303077,0.0
2019-01-11,-1.4609364081062193,-3.7238294898672257,1.0,-0.3663172606568833,-3.803074772886094,-3.6220824598183086,0.0
