Date,IWF,IWM,MTUM,SPY,VLUE,VXX,X
2018-09-24,-0.8,-1.5238007380073801,-0.25147601476014764,-1.2834563345633456,-1.2912669126691267,0.0,1.0
2018-09-25,-0.8065985473347285,-1.5214822110057862,-0.26018712298411917,-1.2811769050843285,-1.2858549796873078,0.0,1.0
2018-09-26,-0.8136776425526656,-1.532217211342435,-0.26885772533514546,-1.2844257737690739,-1.2786186445913386,0.0,1.0
2018-09-27,-0.8153656278926257,-1.524282628818266,-0.2707189139154582,-1.283245911755631,-1.2773218142548597,0.0,1.0
2018-09-28,-0.8154890465905584,-1.5239123727244677,-0.27139771675408825,-1.2829990743597657,-1.2770749768589942,0.0,1.0
2018-10-01,-0.8151052924103007,-1.5266473167418022,-0.27240165503612673,-1.2832087939233003,-1.2781448774161674,0.0,1.0
2018-10-02,-0.8155213928505279,-1.5221954682965981,-0.27461875655985674,-1.2832623325307155,-1.27844662591838,0.0,1.0
2018-10-03,-0.8155945178417088,-1.521731077910853,-0.2750339548092357,-1.282997900975429,-1.27824422768243,0.0,1.0
2018-10-04,-0.8172732880937692,-1.5163479333744603,-0.27600246761258485,-1.2845157310302282,-1.274892041949414,0.0,1.0
2018-10-05,-0.7935706367779284,-1.506897401157778,-0.24861436137455353,-1.3071806872767582,-1.302130804286242,0.0,1.0
2018-10-08,-0.7898390465659171,-1.5009214891264282,-0.2429659663349306,-1.3094974812630542,-1.300036859565057,0.0,1.0
2018-10-09,-0.787303343166175,-1.5024582104228121,-0.2358038348082596,-1.3139134709931168,-1.3060471976401178,0.0,1.0
2018-10-10,-0.7876889052709177,-1.5013515173854282,-0.2361469467993611,-1.3141663595036244,-1.3039071138960558,0.0,1.0
2018-10-11,-0.6985591807573232,-1.5000595379852346,-0.11157418432960228,-1.300845439390331,-1.3427006430102406,0.0,1.0
2018-10-12,-0.7259018332347723,-1.5024246008279125,-0.10183323477232406,-1.2746303962152572,-1.3088704908338262,0.0,1.0
2018-10-15,-0.7041995989147104,-1.5348590303173293,-0.0700129762887814,-1.2748613896425622,-1.3143800872950337,0.0,1.0
2018-10-16,-0.7058719386249631,-1.5313661847152553,-0.07341398642667454,-1.2755975213927413,-1.3151962230746534,0.0,1.0
2018-10-17,-0.6812452365597702,-1.476344022981767,-0.027847804420472532,-1.3042152781849095,-1.372984698364308,0.0,1.0
2018-10-18,-0.6797931115551897,-1.4748442459151285,-0.030915716468790405,-1.314329375808158,-1.3776301869049017,0.0,1.0
2018-10-19,-0.6580053719490833,-1.45854256685741,-0.004496087819689361,-1.329966133364475,-1.3880649305150063,0.0,1.0
2018-10-22,-0.6596440035016049,-1.4526991537788152,-0.0012255617157864022,-1.3323606653049314,-1.3900787861103006,0.0,1.0
2018-10-23,-0.6632230199031108,-1.4521099632288565,-0.00898850172182338,-1.326037471546139,-1.3863304733555126,0.0,1.0
2018-10-24,-0.6622268956653815,-1.4566538146979786,-0.005082369435681739,-1.3291272344900105,-1.3887720528099077,0.0,1.0
2018-10-25,-0.596493199955041,-1.3660784534112622,-0.0,-1.328537709340227,-1.328762504214904,0.0,1.0
2018-10-26,-0.5719197072196961,-1.339802595098148,-0.0,-1.3243872684928468,-1.308916491072419,0.0,1.0
2018-10-29,-0.5429941572042774,-1.3460478447800683,-0.0,-1.3103296218718994,-1.3126998125895712,0.0,1.0
2018-10-30,-0.5374104683195593,-1.345564738292011,-0.0,-1.3100275482093664,-1.3165840220385676,0.0,1.0
2018-10-31,-0.5481043173350866,-1.3076375191759808,-0.0,-1.311856234933158,-1.3112535612535612,0.0,1.0
2018-11-01,-0.556080153719462,-1.3049684326104858,-0.0,-1.3151797968707108,-1.3137524018665936,0.0,1.0
2018-11-02,-0.5615497793035802,-1.2629284507656258,-0.0,-1.3214538717236117,-1.3033077216500462,0.0,1.0
2018-11-05,-0.5513045384784039,-1.3127055470291604,-0.0,-1.3347401885551415,-1.2825586494189871,0.0,1.0
2018-11-06,-0.5473377658113083,-1.3115555799769218,-0.0,-1.342930930270894,-1.2929831309412603,0.0,1.0
2018-11-07,-0.5459186474172476,-1.3111379480704837,-0.0,-1.340451226875995,-1.2918153373222814,0.0,1.0
2018-11-08,-0.4952925170068027,-1.3158095238095238,-0.0,-1.326204081632653,-1.3048707482993198,0.0,1.0
2018-11-09,-0.49899045020463845,-1.3203274215552525,-0.0,-1.3284583901773532,-1.30924965893588,0.0,1.0
2018-11-12,-0.49655284729384935,-1.2952608436024102,-0.0,-1.3338580967374192,-1.3029694370555345,0.0,1.0
2018-11-13,-0.45236430146861045,-1.2874818441013502,-0.0,-1.3398246274678574,-1.2998547528108022,0.0,1.0
2018-11-14,-0.45376297810533106,-1.286459734251439,-0.0,-1.3399860132336328,-1.2992630050029588,0.0,1.0
2018-11-15,-0.4523425746830002,-1.2885772619815172,-0.0,-1.345744680851064,-1.2862131957876637,0.0,1.0
2018-11-16,-0.44720496894409933,-1.2744163632469478,-0.0,-1.341936174769758,-1.2909081173698864,0.0,1.0
2018-11-19,-0.44744873373668154,-1.2742410451357284,-0.0,-1.341650157948279,-1.290785458050008,0.0,1.0
2018-11-20,-0.38053191489361704,-1.260531914893617,-0.0,-1.3511702127659575,-1.326968085106383,0.0,1.0
2018-11-21,-0.3787319337482857,-1.2491824032070893,-0.0,-1.3441291275450997,-1.3027218060976895,0.0,1.0
2018-11-23,-0.37926854974704893,-1.2430965430016863,-0.0,-1.3451201517706575,-1.302329258010118,0.0,1.0
2018-11-26,-0.3791304347826087,-1.2431620553359684,-0.0,-1.345296442687747,-1.3025032938076417,0.0,1.0
2018-11-27,-0.35811418593576383,-1.2726599290967777,-0.0,-1.3532991163553627,-1.3071591089475634,0.0,1.0
2018-11-28,-0.35496451979849414,-1.3653106548941012,-0.0,-1.3692107686474189,-1.3273928822924002,0.0,1.0
2018-11-29,-0.30467329697358575,-1.3437065554486154,-0.0,-1.363437065554486,-1.3352047909314513,0.0,1.0
2018-11-30,-0.3040363539160652,-1.3438652766639936,-0.0,-1.3640737770649558,-1.3342421812349639,0.0,1.0
2018-12-03,-0.30012825994014536,-1.3456070970500214,-0.0,-1.3644719965797347,-1.3339568191534843,0.0,1.0
2018-12-04,-0.29162892310971383,-1.346192785208078,-0.0,-1.359833750732669,-1.330846698992913,0.0,1.0
2018-12-06,-0.27242679336879616,-1.2465527036099777,-0.0,-1.3575375716572844,-1.2879202602902442,0.0,1.0
2018-12-07,-0.266028955532575,-1.249482936918304,-0.0,-1.3608583247156152,-1.2942605997931746,0.0,1.0
2018-12-10,-0.22373262469337696,-1.2534239574816026,-0.0,-1.3617130008176614,-1.2715147179067867,0.0,1.0
2018-12-11,-0.21528701524608615,-1.2584160442034176,-0.0,-1.3604829632661415,-1.2819502711552238,0.0,1.0
2018-12-12,-0.21414679086907565,-1.259391954140649,-0.0,-1.3604770191421844,-1.2842153751663425,0.0,1.0
2018-12-13,-0.21397536165209835,-1.253590962531309,-0.0,-1.3633900730971733,-1.2807851556509737,0.0,1.0
2018-12-14,-0.2158225583891245,-1.2513926508918076,-0.0,-1.3632135738743802,-1.2802166913681197,0.0,1.0
2018-12-17,-0.18715951326307215,-1.2520238277073468,-0.0,-1.3451453591975968,-1.3070617585662645,0.0,1.0
2018-12-18,-0.16276245889198077,-1.2346572223627625,-0.0,-1.3448014166455855,-1.3172274222109792,0.0,1.0
2018-12-19,-0.17010074419075583,-1.2335341467118917,-0.0,-1.3423783729053813,-1.3164582595048853,0.0,1.0
2018-12-20,-0.1718410823363118,-1.2260083800292796,-0.0,-1.339189257408249,-1.3111716896360242,0.0,1.0
2018-12-21,-0.1627008032128514,-1.2268072289156626,-0.0,-1.3441767068273094,-1.2863955823293172,0.0,1.0
2018-12-24,-0.1286768371722006,-1.194436135207897,-0.0,-1.3413600558380696,-1.3210689001894504,0.0,1.0
2018-12-26,-0.12483340737450023,-1.1965546177007749,-0.0,-1.3124043634927687,-1.3022854040179674,0.0,1.0
2018-12-27,-0.06718395155185466,-1.1420325510976534,-0.0,-1.2191994700984101,-1.3028482210446632,0.0,1.0
2018-12-28,-0.061235104974465666,-1.1482882542084358,-0.0,-1.218980518252317,-1.3000756572725554,0.0,1.0
2018-12-31,-0.06260639303953093,-1.1467278229619822,-0.0,-1.21893323245697,-1.3002648004539437,0.0,1.0
2019-01-02,-0.05749515755657392,-1.1465488732460907,-0.0,-1.216894222138234,-1.3033495535503379,0.0,1.0
2019-01-03,-0.06044578768417076,-1.145117113713638,-0.0,-1.2179826218360408,-1.2987344163203627,0.0,1.0
2019-01-04,-0.0009881887911157123,-1.1714742835631264,-0.0,-1.2084607783163144,-1.3247376594042632,0.0,1.0
2019-01-07,-0.0,-1.1495209747930426,-0.0,-1.1947725792949495,-1.306436610547856,0.0,1.0
2019-01-08,-0.0010209290454313426,-1.128729871455752,-0.0,-1.2080839018051883,-1.3027054619703933,0.0,1.0
2019-01-09,-0.0,-1.116366331588456,-0.0,-1.2071617177004679,-1.3088432853106036,0.0,1.0
2019-01-10,-0.0,-1.1130861454427625,-0.0,-1.2084432717678102,-1.3072258482618153,0.0,1.0
2019-01-11,-0.0006953135864274788,-1.104065266768646,-0.0,-1.2134149167941408,-1.317248412367311,0.0,1.0
2019-01-14,-0.011213047910295615,-1.1020758039106662,-0.0,-1.2124455564822538,-1.3077564637197663,0.0,1.0
2019-01-15,-0.0182648401826484,-1.093768737604354,-0.0,-1.2063557953968913,-1.2939440062727734,0.0,1.0
2019-01-16,-0.0,-1.0935594160044355,-0.0,-1.1998244317131768,-1.3267880243947514,0.0,1.0
2019-01-17,-0.0,-1.1004895169483697,-0.0,-1.1957605985037405,-1.3217881222868753,0.0,1.0
2019-01-18,-0.0019048503995539863,-1.1028154618100725,-0.0,-1.202889797435421,-1.338366474632968,0.0,1.0
2019-01-22,-0.0,-1.0735782777936012,-0.0,-1.276369505364094,-1.3970378809455997,0.0,1.0
2019-01-23,-0.0,-1.0462372752354676,-0.0,-1.2876510322519266,-1.4230330130339646,0.0,1.0
2019-01-24,-0.0,-1.0455367339170156,-0.0,-1.2906832889227253,-1.422059383326989,0.0,1.0
2019-01-25,-0.0,-0.9613867653503433,-0.0,-1.391245069873886,-1.5166285241271853,0.0,1.0
2019-01-28,-0.0,-0.9523297315797195,-0.0,-1.4171026255317067,-1.5198259424045373,0.0,1.0
2019-01-29,-0.0,-0.9561737432894095,-0.0,-1.4007808687164471,-1.5235236700829673,0.0,1.0
2019-01-30,-0.0,-0.9592852958406561,-0.0,-1.4036321031048624,-1.5189416129662177,0.0,1.0
2019-01-31,-0.0,-0.9617302052785923,-0.0,-1.4034213098729227,-1.5223851417399803,0.0,1.0
2019-02-01,-0.0,-0.9601213485345208,-0.0,-1.4150315604051475,-1.5179331604442923,0.0,1.0
2019-02-04,-0.0,-0.8398503444814528,-0.0,-1.30195738467856,-1.4208605192316468,0.0,1.0
2019-02-05,-0.0,-0.8503357850975375,-0.0,-1.2979121933391202,-1.4202567499657361,0.0,1.0
2019-02-06,-0.0,-0.8638164185220598,-0.0,-1.2914902335746483,-1.3978053999908937,0.0,1.0
2019-02-07,-0.0,-0.8638102176486658,-0.0,-1.2891357799836078,-1.4003733721883251,0.0,1.0
2019-02-08,-0.0,-0.8584208124144227,-0.0,-1.3022820629849383,-1.4034230944774075,0.0,1.0
2019-02-11,-0.0,-0.8470879347477431,-0.0,-1.3008294001741283,-1.4344040691014066,0.0,1.0
2019-02-12,-0.0,-0.8773415565885765,-0.0,-1.301053988125374,-1.424172688360105,0.0,1.0
2019-02-13,-0.0,-0.898289497884863,-0.0,-1.29161302188707,-1.4082674268898288,0.0,1.0
2019-02-14,-0.0,-0.7747193045997827,-0.0,-1.335974284679464,-1.4166515755161175,0.0,1.0
2019-02-15,-0.0,-0.8155335414122225,-0.0,-1.3122088026416974,-1.3957570000452346,0.0,1.0
2019-02-19,-0.0,-0.7902549063839387,-0.0,-1.3306564403338594,-1.390706068125423,0.0,1.0
2019-02-20,-0.0,-0.8050706004420987,-0.0,-1.3204763838137774,-1.3856633734831054,0.0,1.0
2019-02-21,-0.0,-0.7891568991265783,-0.0,-1.3274652667782956,-1.4088790333529437,0.0,1.0
2019-02-22,-0.0,-0.7694564824846515,-0.0,-1.348817262549657,-1.3959913326110511,0.0,1.0
2019-02-25,-0.0,-0.7548669768282217,-0.0,-1.360540223135643,-1.4014634807353539,0.0,1.0
2019-02-26,-0.0,-0.7575100510457605,-0.0,-1.3615214347020825,-1.3982924515517006,0.0,1.0
2019-02-27,-0.0,-0.7408757501667037,-0.0,-1.3038008446321403,-1.4007557234941097,0.0,1.0
2019-02-28,-0.0,-0.7423980879033328,-0.0,-1.2983667507635108,-1.3853848537157527,0.0,1.0
2019-03-01,-0.0,-0.7501784758165269,-0.0,-1.2915848652507584,-1.4201766910583615,0.0,1.0
2019-03-04,-0.0,-0.7280277123950792,-0.0,-1.2983079451081405,-1.414753297508549,0.0,1.0
2019-03-05,-0.0,-0.7162950104597854,-0.0,-1.32109315885521,-1.4135843681844482,0.0,1.0
2019-03-06,-0.0,-0.7128303229824717,-0.0,-1.3208025625055608,-1.4151170032921077,0.0,1.0
2019-03-07,-0.0,-0.7264037164425782,-0.0,-1.310716040559253,-1.4297136731138607,0.0,1.0
2019-03-08,-0.0,-0.7021755438859715,-0.0,-1.2809231719694627,-1.4297250783284057,0.0,1.0
2019-03-11,-0.0,-0.6971661004827463,-0.0,-1.2953245127838369,-1.4774271410691935,0.0,1.0
2019-03-12,-0.0,-0.6643309222423146,-0.0,-1.323236889692586,-1.5331826401446653,0.0,1.0
2019-03-13,-0.0,-0.6709964574439096,-0.0,-1.3362249068943595,-1.5344717958034335,0.0,1.0
2019-03-14,-0.0,-0.6748694665153234,-0.0,-1.3333484676503973,-1.532122587968218,0.0,1.0
2019-03-15,-0.0,-0.6820782995730766,-0.0,-1.327777273140158,-1.5319284222000182,0.0,1.0
