Date,ARES,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.5161046001753966,-0.8487204018177468,-0.025033883440963085,-0.8343697679980865,-0.762098381567408,0.0
2018-09-25,1.0,-0.5160261521288471,-0.848867804177962,-0.024996013394992824,-0.834476160102057,-0.7622787434221017,0.0
2018-09-26,1.0,-0.5161058842289905,-0.8489874023281774,-0.0251156115452081,-0.8344362940519853,-0.761919948971456,0.0
2018-09-27,1.0,-0.5201833034469017,-0.8395696353855349,-0.028013548515640564,-0.835026897788404,-0.7620641562064155,0.0
2018-09-28,1.0,-0.5209852923592012,-0.8391725457371757,-0.028498545179162182,-0.8350671609071705,-0.7621268284905736,0.0
2018-10-01,1.0,-0.5220060596396109,-0.8382235688088024,-0.028544091851379363,-0.8356721416042099,-0.7621591452718864,0.0
2018-10-02,1.0,-0.522650872418761,-0.8598127101008485,-0.023771410276932928,-0.8348807427565231,-0.7608452056987355,0.0
2018-10-03,1.0,-0.5234356221456614,-0.8639932697700504,-0.024677509814918674,-0.8344683919557728,-0.759514461982213,0.0
2018-10-04,1.0,-0.5251401120896717,-0.8595676541232986,-0.025500400320256206,-0.8362690152121698,-0.7566853482786229,0.0
2018-10-05,1.0,-0.5178065802592224,-0.8549152542372882,-0.014197407776669991,-0.8405184446660021,-0.7605982053838486,0.0
2018-10-08,1.0,-0.5158979664928967,-0.8514067412153289,-0.011301683314099248,-0.8416172549643838,-0.7592423096820405,0.0
2018-10-09,1.0,-0.5155192996418623,-0.8516116195781933,-0.009988062077198568,-0.8422204536410663,-0.7599283724631913,0.0
2018-10-10,1.0,-0.5190423073858655,-0.8507290255756512,-0.013026850450163331,-0.8452314556609034,-0.7557166759620747,0.0
2018-10-11,1.0,-0.4594229730772198,-0.8264676386638895,-0.0,-0.8189462315821956,-0.7522949934428759,0.0
2018-10-12,1.0,-0.4666413084823126,-0.8147965005705591,-0.0,-0.796842906047927,-0.7254849752757703,0.0
2018-10-15,1.0,-0.4383421262382814,-0.8401715565339508,-0.0,-0.791285535355069,-0.7256993206057617,0.0
2018-10-16,1.0,-0.4359061930783243,-0.8437689738919247,-0.0,-0.7903384942319369,-0.7247647237401336,0.0
2018-10-17,1.0,-0.40982995226730307,-0.7970241646778042,-0.0,-0.7859113961813842,-0.736388723150358,0.0
2018-10-18,1.0,-0.4089162469688491,-0.7952247714978548,-0.0,-0.7891811229248274,-0.7373251259093453,0.0
2018-10-19,1.0,-0.3905434903252063,-0.7797180805801177,-0.0,-0.7924821488031375,-0.7370231973065967,0.0
2018-10-22,1.0,-0.3918938944872555,-0.7851956135151156,-0.0,-0.7914196799051572,-0.7362922347362182,0.0
2018-10-23,1.0,-0.3899191454639863,-0.78636599658779,-0.0,-0.7943401824790445,-0.7383354350567465,0.0
2018-10-24,1.0,-0.38811059224668293,-0.7848936327922318,-0.0,-0.7946038099473723,-0.7385664517085465,0.0
2018-10-25,1.0,-0.3490995023094275,-0.7298506928282431,-0.0,-0.7993483475956892,-0.7022091732607684,0.0
2018-10-26,1.0,-0.3310681673391378,-0.714659871168684,-0.0,-0.8021519076944857,-0.6914065265095207,0.0
2018-10-29,1.0,-0.30926056338028174,-0.7225000000000001,-0.0,-0.7927112676056338,-0.6966549295774649,0.0
2018-10-30,1.0,-0.3211132302041393,-0.7254361799816346,-0.0,-0.7950837041746132,-0.6902239174966447,0.0
2018-10-31,1.0,-0.32330352446081007,-0.7088199193406978,-0.0,-0.7906715763633175,-0.6841311590391022,0.0
2018-11-01,1.0,-0.3133643779979693,-0.7153110885473198,-0.0,-0.7891880536395784,-0.6834144462728897,0.0
2018-11-02,1.0,-0.3131338028169014,-0.7289436619718311,-0.0,-0.7902816901408451,-0.6887676056338029,0.0
2018-11-05,1.0,-0.3049635346597748,-0.7633293209658005,-0.0,-0.7991574028180981,-0.67287403526163,0.0
2018-11-06,1.0,-0.3062438057482656,-0.7638751238850348,-0.0,-0.7979966020104772,-0.6714568880079287,0.0
2018-11-07,1.0,-0.307059532673829,-0.7653086551076127,-0.0,-0.8003403893202851,-0.6730135092011489,0.0
2018-11-08,1.0,-0.2756644635072423,-0.7678948108564195,-0.0,-0.7912740824075375,-0.6808465757277457,0.0
2018-11-09,1.0,-0.2747318445577633,-0.7683136979075084,-0.0,-0.7928960787761562,-0.680886231756638,0.0
2018-11-12,1.0,-0.275459626674166,-0.7469680458396316,-0.0,-0.8108060603930115,-0.6820754385348191,0.0
2018-11-13,1.0,-0.25273385804833876,-0.7405098558194609,-0.0,-0.8124259942885004,-0.6769171832555547,0.0
2018-11-14,1.0,-0.25737894331430977,-0.7440215678722735,-0.0,-0.8190889674731278,-0.6807884877980463,0.0
2018-11-15,1.0,-0.25638784997727987,-0.7441015065189276,-0.0,-0.8211402006361633,-0.6737739872068229,0.0
2018-11-16,1.0,-0.2510996299657893,-0.7334008238497521,-0.0,-0.8222090344201634,-0.6841792920477554,0.0
2018-11-19,1.0,-0.2478312578704351,-0.7367426892402406,-0.0,-0.8265006296348117,-0.6868965999720161,0.0
2018-11-20,1.0,-0.20661731484377718,-0.7277656135960797,-0.0,-0.8326556146387238,-0.7084766969033469,0.0
2018-11-21,1.0,-0.20898350039612829,-0.7198511935517206,-0.0,-0.828838138541559,-0.6869208776824772,0.0
2018-11-23,1.0,-0.2090134235135788,-0.7261465198937161,-0.0,-0.8280133890058318,-0.68763587425377,0.0
2018-11-26,1.0,-0.20854748025249215,-0.7278465730744024,-0.0,-0.8266703459694388,-0.6862474561070677,0.0
2018-11-27,1.0,-0.2057487091222031,-0.7272977624784854,-0.0,-0.8250946643717728,-0.6842340791738383,0.0
2018-11-28,1.0,-0.20441075120606478,-0.735906271536871,-0.0,-0.8225017229496899,-0.6830806340454858,0.0
2018-11-29,1.0,-0.17895704894580877,-0.7231853945979086,-0.0,-0.8178071460199597,-0.6861269116795531,0.0
2018-11-30,1.0,-0.17835241210139002,-0.7234600708639957,-0.0,-0.8180703188879803,-0.6870059961842464,0.0
2018-12-03,1.0,-0.17393827666256997,-0.7285265601529428,-0.0,-0.8218626246074013,-0.6895398060904,0.0
2018-12-04,1.0,-0.17223378484424579,-0.7286840219727728,-0.0,-0.8218294721757822,-0.6891739738646832,0.0
2018-12-06,1.0,-0.16405496223841368,-0.6800745250690355,-0.0,-0.8181122533852347,-0.6647369997005689,0.0
2018-12-07,1.0,-0.16831386642707397,-0.6797444344614156,-0.0,-0.8183754284383216,-0.6612425543243153,0.0
2018-12-10,1.0,-0.15304135450014852,-0.6788342849598997,-0.0,-0.8176177431598404,-0.6509125713719925,0.0
2018-12-11,1.0,-0.16361113863839064,-0.6761140290027418,-0.0,-0.8215241304132396,-0.6420242460278136,0.0
2018-12-12,1.0,-0.1643048260826479,-0.6759818980609784,-0.0,-0.8215241304132396,-0.6414957222607605,0.0
2018-12-13,1.0,-0.16444957913847172,-0.673972602739726,-0.0,-0.8221158607030863,-0.640303680475326,0.0
2018-12-14,1.0,-0.17038626609442062,-0.6580719709475075,-0.0,-0.8320567844172994,-0.6409045889732585,0.0
2018-12-17,1.0,-0.15648428252005786,-0.6569446271208733,-0.0,-0.8219781665132185,-0.652768643956333,0.0
2018-12-18,1.0,-0.14930010465724752,-0.6496598639455783,-0.0,-0.8194662480376766,-0.6520800627943486,0.0
2018-12-19,1.0,-0.13627247920570734,-0.6587105894729921,-0.0,-0.8324292336522339,-0.660255778018871,0.0
2018-12-20,1.0,-0.13947919784495658,-0.6759453257507732,-0.0,-0.8380059197179819,-0.6722538162226878,0.0
2018-12-21,1.0,-0.13868762816131236,-0.6981203007518797,-0.0,-0.8642857142857142,-0.7165413533834586,0.0
2018-12-24,1.0,-0.1253396739130435,-0.6835258152173913,-0.0,-0.8609375000000001,-0.7269361413043478,0.0
2018-12-26,1.0,-0.12567330999192028,-0.6918596821976838,-0.0,-0.836789657958524,-0.7122273094532722,0.0
2018-12-27,1.0,-0.07666060054595086,-0.6633627973482387,-0.0,-0.7787274145326921,-0.7309892109710127,0.0
2018-12-28,1.0,-0.0795384164031685,-0.6625158913844249,-0.0,-0.7820842976823027,-0.735599960882746,0.0
2018-12-31,1.0,-0.07741998629734756,-0.6671234217480669,-0.0,-0.7825193305275522,-0.7354735571433232,0.0
2019-01-02,1.0,-0.07221170789009985,-0.6684396006004046,-0.0,-0.7821901716374078,-0.7401944788879462,0.0
2019-01-03,1.0,-0.08548655799823604,-0.6658282429033417,-0.0,-0.7947277300493254,-0.7205435599255218,0.0
2019-01-04,1.0,-0.06496798725990445,-0.6712275342065065,-0.0,-0.7880659104943286,-0.7257629432220741,0.0
2019-01-07,1.0,-0.05871206038220652,-0.6562389593704834,-0.0,-0.7824634655532359,-0.7143728922434559,0.0
2019-01-08,1.0,-0.059146517676524415,-0.6553318562758886,-0.0,-0.7825193462415311,-0.7139967247856661,0.0
2019-01-09,1.0,-0.05954522096608427,-0.6559930626927029,-0.0,-0.7825025693730729,-0.7136754881808838,0.0
2019-01-10,1.0,-0.06128938999710899,-0.6519546432816165,-0.0,-0.786900517169381,-0.7120876296938743,0.0
2019-01-11,1.0,-0.062134173795587576,-0.6440149224930856,-0.0,-0.7898308355309707,-0.7200746124654274,0.0
2019-01-14,1.0,-0.058952599141686296,-0.6446064986609015,-0.0,-0.7893582007679648,-0.7337936820367204,0.0
2019-01-15,1.0,-0.055352226720647775,-0.6388987854251011,-0.0,-0.7964048582995951,-0.7482105263157894,0.0
