Date,CII,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.19693929303843524,-0.265959558093894,-0.12187699839026218,-0.3233367880217866,-0.2970076517674039,0.0
2018-09-25,1.0,-0.19712036689965381,-0.26573765792781073,-0.12221903732939388,-0.32313187661235204,-0.2966948162194343,0.0
2018-09-26,1.0,-0.19747750926089258,-0.2661845122596578,-0.12310372199682484,-0.322874404656906,-0.2953342741224202,0.0
2018-09-27,1.0,-0.19767185502006263,-0.2656422240839543,-0.12326381233740466,-0.3228316945191587,-0.2952731601922483,0.0
2018-09-28,1.0,-0.19586651079692086,-0.2677283455014668,-0.12358559234179589,-0.3229591724198778,-0.2955422723162097,0.0
2018-10-01,1.0,-0.19534267740867453,-0.26924180554022736,-0.12384946473899128,-0.3228341242688445,-0.29599381966670346,0.0
2018-10-02,1.0,-0.19563393960798164,-0.2673494614162105,-0.1246247571958326,-0.3232385661310259,-0.2964859615045029,0.0
2018-10-03,1.0,-0.1954674846084251,-0.2644040867665556,-0.12421387117417304,-0.3242491780126663,-0.2983427852682216,0.0
2018-10-04,1.0,-0.1971321420692698,-0.2615486432825943,-0.12448709463931172,-0.32636223251709684,-0.29649238914626075,0.0
2018-10-05,1.0,-0.1992623186165161,-0.26379839653687304,-0.12500828235086245,-0.325838726064006,-0.2947191730900899,0.0
2018-10-08,1.0,-0.20042516441905267,-0.26648065723333114,-0.12608782302531057,-0.32553865231736756,-0.2958657189043159,0.0
2018-10-09,1.0,-0.1983192531985188,-0.2679882037295727,-0.11962571232178097,-0.3298742765914987,-0.3015587928778909,0.0
2018-10-10,1.0,-0.19934821646307668,-0.26689870751768013,-0.12089032744363402,-0.3304808566297914,-0.29933269780743565,0.0
2018-10-11,1.0,-0.19198822185110312,-0.2631405467170607,-0.11246374263865695,-0.3293926342621078,-0.3004526676628285,0.0
2018-10-12,1.0,-0.1919973761889144,-0.25988848802886194,-0.11138078058379797,-0.32664261506504866,-0.2965781130425276,0.0
2018-10-15,1.0,-0.18794759825327512,-0.2652838427947598,-0.10609170305676856,-0.326703056768559,-0.2973580786026201,0.0
2018-10-16,1.0,-0.1863036447862949,-0.2734682283017219,-0.10020977187308801,-0.3274844856218862,-0.2976356961804038,0.0
2018-10-17,1.0,-0.1817767752570164,-0.2624170389970936,-0.09623476337136164,-0.3273543573504533,-0.30111048453563527,0.0
2018-10-18,1.0,-0.18036950999761187,-0.26054579796357,-0.09750113979288334,-0.33067019821541,-0.30196912789561664,0.0
2018-10-19,1.0,-0.17908700741318767,-0.25930983656305545,-0.09591624398491351,-0.33140417045996445,-0.3018814757012182,0.0
2018-10-22,1.0,-0.18184381778741865,-0.253882863340564,-0.0885466377440347,-0.33767895878524945,-0.3072234273318872,0.0
2018-10-23,1.0,-0.18166829374118665,-0.25401887406443213,-0.08805727302310445,-0.3381711682395053,-0.3075170842824601,0.0
2018-10-24,1.0,-0.18083462132921177,-0.2592463591440451,-0.09086357402529552,-0.33900777151315936,-0.3069421163767769,0.0
2018-10-25,1.0,-0.17027750991106824,-0.24326583092253293,-0.08981035036965607,-0.34241937212043283,-0.29716061287903134,0.0
2018-10-26,1.0,-0.16531003622416365,-0.2397826550181121,-0.08197315150223737,-0.3483912209673983,-0.2953547837204347,0.0
2018-10-29,1.0,-0.16464024870642846,-0.2392095905287141,-0.08102122947852565,-0.34912590762941037,-0.29531759044354067,0.0
2018-10-30,1.0,-0.16612357037888953,-0.23913274977104765,-0.08193299682661384,-0.34888079568930636,-0.2937192511660597,0.0
2018-10-31,1.0,-0.16806990011240006,-0.23014442347252562,-0.08287913812482768,-0.34805844803087815,-0.2916251351981846,0.0
2018-11-01,1.0,-0.16561387146006445,-0.2332541970493471,-0.08025267084958453,-0.34850347634390366,-0.29207647956588095,0.0
2018-11-02,1.0,-0.16612653830675056,-0.2313443900785834,-0.08000254178051726,-0.34898646501874564,-0.2916904958590159,0.0
2018-11-05,1.0,-0.16585479498475092,-0.23206116570654015,-0.0800152490681125,-0.3489918671636733,-0.29100304981362246,0.0
2018-11-06,1.0,-0.16543806134553465,-0.23182511438739195,-0.08034655143196068,-0.3492204711065921,-0.29147602101338754,0.0
2018-11-07,1.0,-0.165783786074501,-0.2319998304869263,-0.07979827944230199,-0.3496207144976056,-0.2917108106962749,0.0
2018-11-08,1.0,-0.16470164892153336,-0.2317168681074445,-0.07872065702855449,-0.34961793281544357,-0.2919374298837923,0.0
2018-11-09,1.0,-0.16353279972896284,-0.23196967771990004,-0.07940541227290052,-0.35071782492694703,-0.291830771185364,0.0
2018-11-12,1.0,-0.16339385740556764,-0.22807499630091524,-0.07932951446870574,-0.3520049039294849,-0.2909805745207043,0.0
2018-11-13,1.0,-0.15934065934065933,-0.2258852258852259,-0.075617868721317,-0.3539850953644057,-0.2903667214012042,0.0
2018-11-14,1.0,-0.15953774260093462,-0.22565570664758136,-0.07563255167768282,-0.3539552898581232,-0.29021597271923544,0.0
2018-11-15,1.0,-0.15938368274816872,-0.22551991243580027,-0.07541887682074598,-0.3541087816788751,-0.29047739328113165,0.0
2018-11-16,1.0,-0.15818567795363303,-0.22111524476112407,-0.0729133825167623,-0.3547092082308678,-0.29493242533156777,0.0
2018-11-19,1.0,-0.15872014799865455,-0.2196855028590649,-0.0782879246552304,-0.3519172552976791,-0.29364278506559033,0.0
2018-11-20,1.0,-0.14966157456884807,-0.21764003269001067,-0.06879570838834055,-0.3567192640556568,-0.3026969258816873,0.0
2018-11-21,1.0,-0.14940605655010877,-0.21607830015057722,-0.06899364229546595,-0.35672159946461435,-0.30015057721264854,0.0
2018-11-23,1.0,-0.14929241831978093,-0.21363322811931687,-0.06988022324881374,-0.3573444260958632,-0.3001944020568992,0.0
2018-11-26,1.0,-0.14921318258761573,-0.21514701887107898,-0.0694656329021337,-0.35660696746149506,-0.2993667843932206,0.0
2018-11-27,1.0,-0.14833663572843886,-0.21583063927416832,-0.06688914381061634,-0.35615809782041924,-0.29850870789446243,0.0
2018-11-28,1.0,-0.148548306357417,-0.21470882696479227,-0.06724511930585683,-0.35652010679125645,-0.2987652260971133,0.0
2018-11-29,1.0,-0.14608869373400205,-0.2135350550433896,-0.06524046365471459,-0.35646057478201154,-0.2997107360622646,0.0
2018-11-30,1.0,-0.14691252679556288,-0.21409394576369958,-0.06416366625736228,-0.357947095673167,-0.29809153156153095,0.0
2018-12-03,1.0,-0.1469608659450458,-0.21402997502081597,-0.06461282264779351,-0.35788925895087426,-0.29812656119900083,0.0
2018-12-04,1.0,-0.14670135275754423,-0.21390218522372528,-0.06445369406867846,-0.35804370447450573,-0.2980853277835588,0.0
2018-12-06,1.0,-0.14048872799078493,-0.1958614447918381,-0.07493417804837914,-0.3560350501892381,-0.2896165871318085,0.0
2018-12-07,1.0,-0.1367639476126637,-0.19903062802928742,-0.06981540682685367,-0.3601113746519542,-0.2967515726513355,0.0
2018-12-10,1.0,-0.1302866758326322,-0.1994007921035891,-0.06829328353614741,-0.3615357780468285,-0.29256530750446325,0.0
2018-12-11,1.0,-0.12187029900879923,-0.20774002101922642,-0.0595338677437303,-0.3631998681146578,-0.30838502277082863,0.0
2018-12-12,1.0,-0.12098337664480467,-0.20886441447015633,-0.058326114754774575,-0.36356886523945053,-0.3107082456791651,0.0
2018-12-13,1.0,-0.12087844107639963,-0.2084544798432828,-0.058665841839364886,-0.3636869780389731,-0.3104031343437468,0.0
2018-12-14,1.0,-0.12102029033322335,-0.2078934345100627,-0.059097657538766085,-0.36372071923457605,-0.31027301220719233,0.0
2018-12-17,1.0,-0.121945178335535,-0.20791363936591808,-0.05946581902245706,-0.36620706737120207,-0.3085163474240422,0.0
2018-12-18,1.0,-0.12347548328217041,-0.21233302912138058,-0.05957023147764042,-0.36980419812494814,-0.30901020492823367,0.0
2018-12-19,1.0,-0.12993188803056732,-0.21168701719411911,-0.05820666168286402,-0.3680538250685273,-0.3087258077913448,0.0
2018-12-20,1.0,-0.1287332005973121,-0.2096399535423926,-0.06066450970632156,-0.36753359880537584,-0.3074290691886511,0.0
2018-12-21,1.0,-0.12798857355772217,-0.20907077356186218,-0.06011302241818294,-0.36839926307727333,-0.30443602641329776,0.0
2018-12-24,1.0,-0.13051684088269455,-0.21229467396714785,-0.057366849178695875,-0.3711216193794591,-0.30270034843205573,0.0
2018-12-26,1.0,-0.13362753387086795,-0.21735095787020806,-0.05384282267543769,-0.3605468830552863,-0.29678510300455735,0.0
2018-12-27,1.0,-0.1267588375844957,-0.21222455939714502,-0.05587436436783957,-0.348969714297384,-0.2983846263810321,0.0
2018-12-28,1.0,-0.12555879891404192,-0.21384392414623693,-0.05529812815121762,-0.3490171262936578,-0.29755659433750437,0.0
2018-12-31,1.0,-0.12052784721937625,-0.22349493873201917,-0.05532560140977828,-0.3513790418425474,-0.29836891930658577,0.0
2019-01-02,1.0,-0.12040962621607783,-0.22361495135688683,-0.053517665130568354,-0.3513364055299539,-0.29925243215565794,0.0
2019-01-03,1.0,-0.11986792994544933,-0.22587260571756695,-0.04856240515155244,-0.35101103318157584,-0.30544276280710386,0.0
2019-01-04,1.0,-0.11432430773009149,-0.22740017600949633,-0.048157016843699475,-0.3495221137512535,-0.30721843597142917,0.0
2019-01-07,1.0,-0.1015874944316203,-0.21591139189243916,-0.060806706354027455,-0.34696067711497186,-0.299599076661402,0.0
2019-01-08,1.0,-0.10122344634487795,-0.22119422971574657,-0.059183963316898985,-0.3457504007141843,-0.3015602491529207,0.0
2019-01-09,1.0,-0.10131488170122967,-0.2214398766283836,-0.059230550708169315,-0.34570431394829754,-0.3014285134531878,0.0
2019-01-10,1.0,-0.10125015221009051,-0.2218005438973901,-0.05917928319194707,-0.34557778950359214,-0.3016601047205423,0.0
2019-01-11,1.0,-0.10106015678947154,-0.2160120232340875,-0.06145659856208619,-0.34621633697550674,-0.3062065884073277,0.0
2019-01-14,1.0,-0.09922127564402335,-0.2160502612691377,-0.062379277392595,-0.34513958074944595,-0.3104324665026534,0.0
2019-01-15,1.0,-0.10211210398050365,-0.21659220146222583,-0.06070268074735987,-0.3448009748172217,-0.30666125101543457,0.0
2019-01-16,1.0,-0.10416539610904434,-0.21784472769409038,-0.06013295114960053,-0.34656746152751516,-0.30416133032465287,0.0
2019-01-17,1.0,-0.10687441595904604,-0.21417543574533784,-0.05976516475033519,-0.34585381708853047,-0.3047779628651526,0.0
2019-01-18,1.0,-0.10861263457241518,-0.21393459272801135,-0.062197846841356895,-0.34320536258379036,-0.30333130205159453,0.0
2019-01-22,1.0,-0.07177634678812628,-0.18193419192712423,-0.019436155175121723,-0.3907059839798963,-0.2993756871367991,0.0
2019-01-23,1.0,-0.06832784829963955,-0.1823381915060335,-0.020999843284751605,-0.39257169722614005,-0.29470302460429393,0.0
2019-01-24,1.0,-0.07626654138282046,-0.17610210633466447,-0.01836191371075092,-0.39699318769086217,-0.28983634797588287,0.0
2019-01-25,1.0,-0.04347144369095684,-0.15851985418054956,-0.002704715612872878,-0.47669632707459525,-0.2785661087374074,0.0
2019-01-28,1.0,-0.04075751337999176,-0.15536473955576466,-0.007665313964202396,-0.47891548550255836,-0.2777156972299006,0.0
2019-01-29,1.0,-0.038539156331432824,-0.15664491859166518,-0.007014244009482944,-0.478908285820647,-0.2781794314151923,0.0
2019-01-30,1.0,-0.03646588548810597,-0.15675823960496924,-0.00646627738370498,-0.4806207626288357,-0.27918642473645017,0.0
2019-01-31,1.0,-0.03536384331580187,-0.1582149305282989,-0.008183530889394773,-0.483122694089018,-0.277572807912709,0.0
2019-02-01,1.0,-0.03411409290646579,-0.1580547708725675,-0.008965003138731952,-0.48250156936597616,-0.27807203389830504,0.0
