Date,IWF,IWM,MTUM,SC,SPY,VLUE,VXX
2018-09-24,-0.4007972384318238,-1.0695323415796827,-0.0,1.0,-0.7597600065751623,-0.8793457713487302,0.0
2018-09-25,-0.3997284956189066,-1.0713727426056194,-0.0,1.0,-0.761240692747542,-0.8814019498951006,0.0
2018-09-26,-0.39976963264634496,-1.0714961536879344,-0.0,1.0,-0.761240692747542,-0.8811962647579087,0.0
2018-09-27,-0.3991728701406121,-1.0856079404466503,-0.0,1.0,-0.765550041356493,-0.8853184449958644,0.0
2018-09-28,-0.3962365814233017,-1.0929249388651716,-0.0,1.0,-0.7678948895428358,-0.8876362581340406,0.0
2018-10-01,-0.4000996926144388,-1.0927141314280968,-0.0,1.0,-0.7716623743457671,-0.8893827365622663,0.0
2018-10-02,-0.39954223886808155,-1.1051602163961713,-0.0,1.0,-0.7697877652933832,-0.8869746150645026,0.0
2018-10-03,-0.39910164698053574,-1.1006488105140575,-0.0,1.0,-0.7705456662784894,-0.8887456330061554,0.0
2018-10-04,-0.40245220282626765,-1.0945968412302576,-0.0,1.0,-0.7742726517040732,-0.8849958437240233,0.0
2018-10-05,-0.38628651824877924,-1.0879334602333857,-0.0,1.0,-0.7747248199950343,-0.8891003889762475,0.0
2018-10-08,-0.38353205101574506,-1.088363591043164,-0.0,1.0,-0.7887499480702921,-0.8936895018902413,0.0
2018-10-09,-0.3847336491315549,-1.089088340397241,-0.0,1.0,-0.7884982963516995,-0.8929610238510762,0.0
2018-10-10,-0.38706996842280206,-1.0880006647831144,-0.0,1.0,-0.7900947315938175,-0.8897706498254945,0.0
2018-10-11,-0.2887394822657917,-1.0754458714118924,-0.0,1.0,-0.7565521961431619,-0.9052296791336205,0.0
2018-10-12,-0.2890916303054344,-1.0650932169773901,-0.0,1.0,-0.7315351051170171,-0.8808806029353431,0.0
2018-10-15,-0.2609486885310757,-1.0890532895517666,-0.0,1.0,-0.7249673616331052,-0.8811963445029077,0.0
2018-10-16,-0.2589984969543549,-1.0918835535163358,-0.0,1.0,-0.7241120164543945,-0.8803496558816549,0.0
2018-10-17,-0.23064071181567394,-1.0428565877918952,-0.0,1.0,-0.7188094960562614,-0.8931499397754206,0.0
2018-10-18,-0.229687196425102,-1.0411113269865941,-0.0,1.0,-0.7212356712648144,-0.893724499708568,0.0
2018-10-19,-0.2094133959865963,-1.0283865500905134,-0.0,1.0,-0.7203327812656471,-0.8935022917228362,0.0
2018-10-22,-0.2097239866035339,-1.0220964699541903,-0.0,1.0,-0.722562266620472,-0.8952149978827425,0.0
2018-10-23,-0.20530569627595807,-1.0273019064929039,-0.0,1.0,-0.7322015545844774,-0.9022777369581191,0.0
2018-10-24,-0.20227105944150478,-1.0246031439496353,-0.0,1.0,-0.7318759414468349,-0.9036344675756055,0.0
2018-10-25,-0.16390567868069547,-0.9720543243041564,-0.0,1.0,-0.7271472278188196,-0.8679576151033506,0.0
2018-10-26,-0.14859082189759482,-0.9562859672421427,-0.0,1.0,-0.7276818651320643,-0.8564261472628008,0.0
2018-10-29,-0.12805459749027664,-0.962684376605269,-0.0,1.0,-0.7176928157334703,-0.8607543846774784,0.0
2018-10-30,-0.1155426726352095,-0.9633448301166802,-0.0,1.0,-0.7187568797240772,-0.8715417920305276,0.0
2018-10-31,-0.12149362477231328,-0.938214936247723,-0.0,1.0,-0.7171220400728596,-0.8661566484517303,0.0
2018-11-01,-0.15201241822818495,-0.9326606793066491,-0.0,1.0,-0.7329341759988173,-0.8783309309975238,0.0
2018-11-02,-0.1584707480994528,-0.8993719930955967,-0.0,1.0,-0.7423702669947483,-0.8723419883212752,0.0
2018-11-05,-0.15989857043107567,-0.8966961890411965,-0.0,1.0,-0.7428245929954798,-0.8755650288486273,0.0
2018-11-06,-0.16116112437993754,-0.8970788168289546,-0.0,1.0,-0.7419070365607202,-0.8742605180966379,0.0
2018-11-07,-0.16146350432064716,-0.8977017834160691,-0.0,1.0,-0.7430410001838572,-0.8749770178341606,0.0
2018-11-08,-0.13166235564137127,-0.8982112280957412,-0.0,1.0,-0.7320849575576523,-0.8811614266457795,0.0
2018-11-09,-0.13009169619698244,-0.9016549154276112,-0.0,1.0,-0.738209184232638,-0.8833156760311257,0.0
2018-11-12,-0.12876114244133163,-0.8895033654720758,-0.0,1.0,-0.7400764053119885,-0.8800436601782792,0.0
2018-11-13,-0.09904095760023075,-0.8852394000576868,-0.0,1.0,-0.7419959619267379,-0.8791462359388521,0.0
2018-11-14,-0.10138964085905071,-0.8850388016603501,-0.0,1.0,-0.7436563797148529,-0.8793719545208446,0.0
2018-11-15,-0.10011893177640827,-0.8860056943092948,-0.0,1.0,-0.7466032363859156,-0.8712653620211194,0.0
2018-11-16,-0.0963162623539982,-0.8757232704402516,-0.0,1.0,-0.7451572327044025,-0.8767295597484277,0.0
2018-11-19,-0.09864874577733054,-0.8750089844030763,-0.0,1.0,-0.7438726371019909,-0.8762308632214476,0.0
2018-11-20,-0.05713061486824252,-0.8667428408198244,-0.0,1.0,-0.7482325216025137,-0.8985574519745769,0.0
2018-11-21,-0.057210669878493756,-0.8602500974175493,-0.0,1.0,-0.7434198873498884,-0.8815756845796876,0.0
2018-11-23,-0.05816380682823279,-0.8519724040332566,-0.0,1.0,-0.746046347072351,-0.8817618963382274,0.0
2018-11-26,-0.056965834661001954,-0.8606833067799612,-0.0,1.0,-0.7437422552664189,-0.8790228359001594,0.0
2018-11-27,-0.053196750264924056,-0.8604026845637583,-0.0,1.0,-0.7414341222182974,-0.8772871776757329,0.0
2018-11-28,-0.05570479287431076,-0.8529973137282624,-0.0,1.0,-0.7458645553513361,-0.8800014138272303,0.0
2018-11-29,-0.024397063963649074,-0.8404054526389373,-0.0,1.0,-0.7439356868227892,-0.8865082139112198,0.0
2018-11-30,-0.02387026875895572,-0.8405270331667424,-0.0,1.0,-0.7441023311082375,-0.8864152657882781,0.0
2018-12-03,-0.020043374842591295,-0.8439205260948649,-0.0,1.0,-0.746432069399748,-0.8875752063802994,0.0
2018-12-04,-0.012486484601164938,-0.8465348261309337,-0.0,1.0,-0.7427016846290676,-0.8861218652994315,0.0
2018-12-06,-0.002221538671861649,-0.8104173074951296,-0.0,1.0,-0.73522676783212,-0.869852011346936,0.0
2018-12-07,-0.005981678971834838,-0.8101244189226142,-0.0,1.0,-0.7352679792179382,-0.86672819250752,0.0
2018-12-10,-0.0,-0.811723273847821,-0.0,1.0,-0.7287257458264197,-0.8458230334225051,0.0
2018-12-11,-0.0,-0.8123708546458455,-0.0,1.0,-0.7266691507740253,-0.8483791199485113,0.0
2018-12-12,-0.0,-0.8123983739837398,-0.0,1.0,-0.7265921409214091,-0.8485433604336042,0.0
2018-12-13,-0.0,-0.8096253426743831,-0.0,1.0,-0.7279926896131587,-0.8468203201678681,0.0
2018-12-14,-0.0,-0.8150619960701945,-0.0,1.0,-0.7256250423470425,-0.8470763601870045,0.0
2018-12-17,-0.0,-0.8104268601316011,-0.0,1.0,-0.7052134300658006,-0.8587481019065294,0.0
2018-12-18,-0.0,-0.8045451489275869,-0.0,1.0,-0.6997579506488267,-0.8574934444967391,0.0
2018-12-19,-0.0,-0.8045115309621461,-0.0,1.0,-0.6997579506488267,-0.8575270624621797,0.0
2018-12-20,-0.0,-0.7959354493102986,-0.0,1.0,-0.69961162448105,-0.8525177447435384,0.0
2018-12-21,-0.0,-0.7957361758827448,-0.0,1.0,-0.7002331778814124,-0.835143237841439,0.0
2018-12-24,-0.0,-0.7784877176719857,-0.0,1.0,-0.6894325630669403,-0.8426802621995629,0.0
2018-12-26,-0.0,-0.7855244594638932,-0.0,1.0,-0.6656058269628269,-0.8298500606975294,0.0
2018-12-27,-0.0,-0.7630529835390947,-0.0,1.0,-0.6312049897119342,-0.8207304526748972,0.0
2018-12-28,-0.0,-0.7648740683628887,-0.0,1.0,-0.6293690567977384,-0.8183307632999229,0.0
2018-12-31,-0.0,-0.7649383191981496,-0.0,1.0,-0.6294011822153688,-0.8182343870470316,0.0
2019-01-02,-0.0,-0.7638487707811797,-0.0,1.0,-0.6265164644714037,-0.8190833814750625,0.0
2019-01-03,-0.0,-0.7640600924499229,-0.0,1.0,-0.6257704160246533,-0.8202683615819207,0.0
2019-01-04,-0.0,-0.771043125219782,-0.0,1.0,-0.5985742143793357,-0.8272114062849654,0.0
2019-01-07,-0.0,-0.751371461000063,-0.0,1.0,-0.5886878113374109,-0.8127246358534586,0.0
