Date,CMC,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.45534172737608963,-1.1117193750789574,-0.11584621215311408,-0.7281340800943278,-0.8000168442329558,0.0
2018-09-25,1.0,-0.45696005387885674,-1.1097781706444416,-0.11870185629498674,-0.726438523382582,-0.7973649871616786,0.0
2018-09-26,1.0,-0.4574230753041209,-1.1104095634970745,-0.11988045628656815,-0.7260596876710023,-0.7954708086037799,0.0
2018-09-27,1.0,-0.4591411868612525,-1.104638936787652,-0.12146191697859275,-0.7256592505362325,-0.794885814021954,0.0
2018-09-28,1.0,-0.4594549125168237,-1.1041386271870792,-0.12188761776581426,-0.7256477119784657,-0.794793068640646,0.0
2018-10-01,1.0,-0.45905916014474457,-1.1054447530084994,-0.1224859042329378,-0.7255322729950349,-0.7952116468905158,0.0
2018-10-02,1.0,-0.4618558437184237,-1.0863085213876726,-0.12958908723475918,-0.7312226338834624,-0.8011956887841023,0.0
2018-10-03,1.0,-0.46292627408000675,-1.0919782489567087,-0.13071702567128946,-0.7305568435695317,-0.7990979218479956,0.0
2018-10-04,1.0,-0.4617238026799678,-1.100393118315932,-0.13099716785729382,-0.7290865283002916,-0.8048780487804877,0.0
2018-10-05,1.0,-0.4565483476132191,-1.1025197315662854,-0.12256784704343054,-0.7309753935761618,-0.8080445701261977,0.0
2018-10-08,1.0,-0.454369177591367,-1.0991864435358092,-0.1171015470218775,-0.736458289423766,-0.8082030097373857,0.0
2018-10-09,1.0,-0.45335750115921264,-1.0996922817518864,-0.11448804957214517,-0.7377650381486321,-0.8100577498630022,0.0
2018-10-10,1.0,-0.4557527720392934,-1.0981491631181752,-0.11699481428390741,-0.7393229056874235,-0.8058518487288672,0.0
2018-10-11,1.0,-0.40504768168365674,-1.1014879973692864,-0.04854488655047681,-0.7281321933574482,-0.8273183163433081,0.0
2018-10-12,1.0,-0.4130054866896972,-1.0973379394432028,-0.04255232676285308,-0.7066856330014225,-0.8046332046332046,0.0
2018-10-15,1.0,-0.39802831757880647,-1.1220739178059962,-0.020974481723396488,-0.7069252302324638,-0.8089983366465172,0.0
2018-10-16,1.0,-0.40447973936061904,-1.1112197108531867,-0.032417023009570355,-0.7109346365302383,-0.813439218081857,0.0
2018-10-17,1.0,-0.3863031378559329,-1.069855610228281,-0.0040332338468984435,-0.7253367750262161,-0.8476647576026458,0.0
2018-10-18,1.0,-0.3849225556631171,-1.0677637947725074,-0.0051226202000645375,-0.7276540819619233,-0.848055824459503,0.0
2018-10-19,1.0,-0.3655974338412189,-1.0564554931836407,-0.0,-0.7344827586206897,-0.8531275060144345,0.0
2018-10-22,1.0,-0.3668900212654977,-1.0595835172330779,-0.0,-0.7336596717891105,-0.8522248525458412,0.0
2018-10-23,1.0,-0.3721555564474054,-1.0603603965164345,-0.0,-0.7302644780671831,-0.8505839386764056,0.0
2018-10-24,1.0,-0.37009105860644226,-1.055397328412692,-0.0,-0.7314773958040837,-0.8544265714629548,0.0
2018-10-25,1.0,-0.33579091086405305,-1.0106885118002729,-0.0,-0.7309147649697678,-0.8235225277940315,0.0
2018-10-26,1.0,-0.3620896237718668,-1.0394200814761563,-0.0,-0.7452272545730491,-0.8471523284607396,0.0
2018-10-29,1.0,-0.3709307472536316,-1.043982133515754,-0.0,-0.7585207838718764,-0.8505895135004627,0.0
2018-10-30,1.0,-0.35373218455592237,-1.045615589016829,-0.0,-0.760608744665432,-0.8660922779611886,0.0
2018-10-31,1.0,-0.35865130789536837,-1.0225581953443723,-0.0,-0.7581393488520918,-0.8603711703063754,0.0
2018-11-01,1.0,-0.38387018648583193,-1.0136029708565433,-0.002664083313150884,-0.7683054815532414,-0.868047146201663,0.0
2018-11-02,1.0,-0.38699690402476783,-0.9980298339431467,-0.0007237344698645009,-0.7708174178762414,-0.8642193719593101,0.0
2018-11-05,1.0,-0.37575166585405495,-1.0552982285064196,-0.0,-0.7891272549975622,-0.8428815212091663,0.0
2018-11-06,1.0,-0.3788537308582802,-1.0572322190178318,-0.0,-0.7866282139810715,-0.8391892440797758,0.0
2018-11-07,1.0,-0.37799878222041805,-1.0575197889182057,-0.0,-0.7850213111426831,-0.8387253907042824,0.0
