Date,CBB,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-1.438308457711443,-2.82547263681592,-0.4211940298507462,-2.161990049751244,-2.1032835820895524,0.0
2018-09-25,1.0,-1.447190115583898,-2.824730968513352,-0.4320446392985253,-2.1613192506974888,-2.0988441610203266,0.0
2018-09-26,1.0,-1.4501396090945353,-2.8285799760670125,-0.436477861986438,-2.1620462704427603,-2.094834463502194,0.0
2018-09-27,1.0,-1.459098164405427,-2.8124501197126897,-0.4427374301675978,-2.1651037509976057,-2.096667996807662,0.0
2018-09-28,1.0,-1.4561141033313385,-2.81378416118093,-0.44394574107320967,-2.1640734091362455,-2.0961500099740675,0.0
2018-10-01,1.0,-1.4584541545845415,-2.8232176782321767,-0.44685531446855314,-2.1685831416858314,-2.101889811018898,0.0
2018-10-02,1.0,-1.460036057692308,-2.8399439102564106,-0.4447115384615385,-2.1691706730769234,-2.1021634615384617,0.0
2018-10-03,1.0,-1.470119923410259,-2.8273707548120526,-0.4442204978333166,-2.1976216869898217,-2.13826463771037,0.0
2018-10-04,1.0,-1.4830371567043619,-2.817548465266559,-0.4476978998384491,-2.214458804523425,-2.1341882067851374,0.0
2018-10-05,1.0,-1.4474239228683337,-2.800241036456764,-0.405744702219544,-2.2321984533494024,-2.1575775836095206,0.0
2018-10-08,1.0,-1.4412265758091993,-2.7909610181380895,-0.3939272472191602,-2.239402745766109,-2.155526605872332,0.0
2018-10-09,1.0,-1.439334735998397,-2.791503857328925,-0.38943993587816855,-2.24095781985773,-2.157799819657349,0.0
2018-10-10,1.0,-1.443664795509222,-2.790196471531676,-0.39344426623897355,-2.2442862870890137,-2.1525661587810743,0.0
2018-10-11,1.0,-1.2727272727272727,-2.7544596012591813,-0.16750930077267956,-2.180578078794238,-2.164075169321759,0.0
2018-10-12,1.0,-1.25,-2.7020802377414563,-0.13410104011887072,-2.111627043090639,-2.0889673105497772,0.0
2018-10-15,1.0,-1.2095550351288058,-2.832412177985949,-0.05124121779859485,-2.140889929742389,-2.133583138173302,0.0
2018-10-16,1.0,-1.2058437909720923,-2.844071923581195,-0.042142723356433785,-2.1402884435287506,-2.13279640382094,0.0
2018-10-17,1.0,-1.1414113785557987,-2.725109409190372,-0.0,-2.113512035010941,-2.137308533916849,0.0
2018-10-18,1.0,-1.1401349380014587,-2.722465353756382,-0.0,-2.1167943107221006,-2.1380379285193287,0.0
2018-10-19,1.0,-1.0863076508136296,-2.6805717881866404,-0.0,-2.1030297581587702,-2.120471095927358,0.0
2018-10-22,1.0,-1.0889769452449567,-2.6634546109510087,-0.0,-2.118335734870317,-2.1349063400576367,0.0
2018-10-23,1.0,-1.0907372400756143,-2.6625258799171845,-0.0,-2.115491943469259,-2.1328652443964353,0.0
2018-10-24,1.0,-1.1175335416283771,-2.7003308215401582,-0.0,-2.1737732034552475,-2.1978496599889725,0.0
2018-10-25,1.0,-0.9936507936507937,-2.556084656084656,-0.0,-2.171252204585538,-2.0973544973544973,0.0
2018-10-26,1.0,-0.9370611183355008,-2.5057650628521895,-0.0,-2.1665366276549634,-2.059991330732553,0.0
2018-10-29,1.0,-0.8825145997938852,-2.512710408794229,-0.0,-2.1350910340089317,-2.0577980075575404,0.0
2018-10-30,1.0,-0.8585051546391753,-2.5150343642611683,-0.0,-2.1378865979381443,-2.079639175257732,0.0
2018-10-31,1.0,-0.8578942903198439,-2.452786968694324,-0.0,-2.1191142784423516,-2.0542122677526087,0.0
2018-11-01,1.0,-0.82384778012685,-2.4717970401691334,-0.0,-2.1114587737843555,-2.049556025369979,0.0
2018-11-02,1.0,-0.8341168569509738,-2.3964069845533915,-0.0,-2.129281396910678,-2.0351746138347884,0.0
2018-11-05,1.0,-0.8269636378975787,-2.447397283388172,-0.0,-2.1435079726651485,-2.0187294355859278,0.0
2018-11-06,1.0,-0.8304527442880028,-2.4484444819155216,-0.0,-2.139027063485372,-2.0130680381080857,0.0
2018-11-07,1.0,-0.8275077907858166,-2.4483281394761223,-0.0,-2.135349111429293,-2.011286111345069,0.0
2018-11-08,1.0,-0.7494364198046256,-2.45754362528179,-0.0,-2.114218919595892,-2.028220756449862,0.0
2018-11-09,1.0,-0.8049204555333392,-2.559767017299835,-0.0,-2.2053377379813965,-2.123359123706859,0.0
2018-11-12,1.0,-0.7977557186016401,-2.5135088476478207,-0.0,-2.2110487699611565,-2.10953819594303,0.0
2018-11-13,1.0,-0.7247877758913412,-2.486672325976231,-0.0,-2.194482173174873,-2.0830220713073,0.0
2018-11-14,1.0,-0.7245331069609507,-2.486842105263158,-0.0,-2.1945670628183365,-2.0831069609507638,0.0
2018-11-15,1.0,-0.7186495176848875,-2.4832458960907093,-0.0,-2.193010661702488,-2.066847182264343,0.0
2018-11-16,1.0,-0.7078282828282828,-2.4563973063973066,-0.0,-2.183164983164983,-2.07003367003367,0.0
2018-11-19,1.0,-0.7043536955788052,-2.464478569017887,-0.0,-2.1918663516706043,-2.076695916301046,0.0
2018-11-20,1.0,-0.5911690496215307,-2.4540790580319594,-0.0,-2.217157275021026,-2.1480235492010094,0.0
2018-11-21,1.0,-0.5867063984769473,-2.4227299064646965,-0.0,-2.1922026322324313,-2.075821537952156,0.0
2018-11-23,1.0,-0.5880895349797638,-2.396547451887338,-0.0,-2.1989757991244736,-2.0759890972164863,0.0
2018-11-26,1.0,-0.5860361475612775,-2.401749607988776,-0.0,-2.1941074523396877,-2.070974663695634,0.0
2018-11-27,1.0,-0.557359573595736,-2.407626076260762,-0.0,-2.179417794177942,-2.055678556785568,0.0
2018-11-28,1.0,-0.5620587752421606,-2.3981283861434903,-0.0,-2.1872434739780005,-2.0614020686258416,0.0
2018-11-29,1.0,-0.4767205655318112,-2.374177297472983,-0.0,-2.1895669131388638,-2.0849922808157957,0.0
2018-11-30,1.0,-0.47518479408658926,-2.3742181788644303,-0.0,-2.1899926894647064,-2.0834213305174236,0.0
2018-12-03,1.0,-0.4716904607397794,-2.3722420506164825,-0.0,-2.1871349772874753,-2.08054834523037,0.0
2018-12-04,1.0,-0.4500201694231545,-2.373376361436063,-0.0,-2.173537716821299,-2.0708350141185963,0.0
2018-12-06,1.0,-0.3957561728395062,-2.201003086419753,-0.0,-2.140432098765432,-1.9788580246913583,0.0
2018-12-07,1.0,-0.38339675390230643,-2.2189174497165487,-0.0,-2.1594315446144288,-2.004115865496622,0.0
2018-12-10,1.0,-0.30672562252734464,-2.264525638042045,-0.0,-2.1958730897525407,-1.9903033123884883,0.0
2018-12-11,1.0,-0.2933758854207208,-2.278119405308632,-0.0,-2.199735346773566,-2.012609947847747,0.0
2018-12-12,1.0,-0.29508834747411844,-2.27765237020316,-0.0,-2.199735346773566,-2.0115201992683116,0.0
2018-12-13,1.0,-0.2965949119373777,-2.278512720156556,-0.0,-2.2323287671232874,-2.0202739726027397,0.0
2018-12-14,1.0,-0.29863820976347855,-2.355578561758382,-0.0,-2.252926654455682,-2.056542167715219,0.0
2018-12-17,1.0,-0.25717674970344007,-2.349228944246738,-0.0,-2.2223803875049426,-2.0793989719256625,0.0
2018-12-18,1.0,-0.23219451176608555,-2.32217965757173,-0.0,-2.2002970838871083,-2.0632475959659136,0.0
2018-12-19,1.0,-0.2312744331508991,-2.3225957779515243,-0.0,-2.201016419077404,-2.063721657544957,0.0
2018-12-20,1.0,-0.22678336302377816,-2.2918441638912554,-0.0,-2.1853458291379444,-2.041360080551468,0.0
2018-12-21,1.0,-0.20829174664107486,-2.2815355086372358,-0.0,-2.1747408829174666,-2.0129750479846447,0.0
2018-12-24,1.0,-0.1659974240472763,-2.235699674217744,-0.0,-2.1516781574361694,-2.022956284567013,0.0
2018-12-26,1.0,-0.15853109041754282,-2.2627665965755486,-0.0,-2.098452988885551,-1.9899369179933915,0.0
2018-12-27,1.0,-0.058058620932030645,-2.1289098193575593,-0.0,-1.9110845575314543,-1.930835734870317,0.0
2018-12-28,1.0,-0.05390608549168246,-2.131185512739524,-0.0,-1.9078402470695583,-1.9260897030953883,0.0
2018-12-31,1.0,-0.050320219579139985,-2.1449785347315085,-0.0,-1.91273136744317,-1.929762826377648,0.0
2019-01-02,1.0,-0.04397611520899192,-2.1427467509659293,-0.0,-1.9083948015454866,-1.9298208640674395,0.0
2019-01-03,1.0,-0.05102470522178552,-2.1386159460976977,-0.0,-1.9112857944974735,-1.9176024705221788,0.0
2019-01-04,1.0,-0.0,-2.199235614693184,-0.0,-1.9030363083020738,-1.9753698067803809,0.0
2019-01-07,1.0,-0.0,-2.117736369910283,-0.0,-1.86783988957902,-1.9158040027605245,0.0
2019-01-08,1.0,-0.0,-2.0906965550436634,-0.0,-1.8774668225263014,-1.9079969744894452,0.0
2019-01-09,1.0,-0.0,-2.0883100817813207,-0.0,-1.8762971617070991,-1.9077726616727373,0.0
2019-01-10,1.0,-0.0,-2.09085252022402,-0.0,-1.9043075433865726,-1.9191039203484752,0.0
2019-01-11,1.0,-0.0,-2.067594708774846,-0.0,-1.9148140452939957,-1.9432786204030752,0.0
2019-01-14,1.0,-0.0,-2.06911835999723,-0.0,-1.9212549345522543,-1.9353140799224327,0.0
2019-01-15,1.0,-0.0,-2.058595104361695,-0.0,-1.9185909437625683,-1.9571458289993757,0.0
2019-01-16,1.0,-0.0,-2.05595567867036,-0.0,-1.901662049861496,-1.967590027700831,0.0
2019-01-17,1.0,-0.0,-2.0488024366606674,-0.0,-1.9039872629101482,-1.9695417416585905,0.0
2019-01-18,1.0,-0.0,-2.0479753828939087,-0.0,-1.926917966291349,-2.018602699489475,0.0
2019-01-22,1.0,-0.0,-2.1314244291409934,-0.0,-2.051685393258427,-2.065965929684668,0.0
2019-01-23,1.0,-0.0,-2.047360809833695,-0.0,-2.060303687635575,-2.1229211858279102,0.0
2019-01-24,1.0,-0.0,-2.039754246476328,-0.0,-2.0693892302132273,-2.1189013371882908,0.0
2019-01-25,1.0,-0.0,-1.9912588718714979,-0.0,-2.2398206948076207,-2.23997011580127,0.0
2019-01-28,1.0,-0.0,-1.940465532676813,-0.0,-2.287749925395404,-2.2322441062369442,0.0
2019-01-29,1.0,-0.0,-1.9316085489313835,-0.0,-2.3016872890888638,-2.265766779152606,0.0
2019-01-30,1.0,-0.0,-1.9271746459878625,-0.0,-2.296171424290103,-2.2689743013411254,0.0
2019-01-31,1.0,-0.0,-1.9635420581823648,-0.0,-2.2315267232954974,-2.3221077952341576,0.0
2019-02-01,1.0,-0.0,-1.9591913422516154,-0.0,-2.2431234029761007,-2.3131669923342852,0.0
2019-02-04,1.0,-0.0,-1.9527884110185396,-0.0,-2.2453651579974485,-2.307738497335435,0.0
2019-02-05,1.0,-0.0,-1.9397762258766988,-0.0,-2.2413456484193137,-2.328076894195389,0.0
2019-02-06,1.0,-0.0,-1.9348005708705776,-0.0,-2.241643506347179,-2.335086006159393,0.0
2019-02-07,1.0,-0.0,-1.920461354104254,-0.0,-2.2333732774116237,-2.335680047932894,0.0
2019-02-08,1.0,-0.0,-1.932626513271675,-0.0,-2.2588164523648393,-2.3279193924355215,0.0
2019-02-11,1.0,-0.0,-1.929697518292223,-0.0,-2.2717809459153657,-2.3416308365391867,0.0
2019-02-12,1.0,-0.0,-1.9412655161973964,-0.0,-2.2879957614290043,-2.339615501059643,0.0
2019-02-13,1.0,-0.0,-1.9655687504668011,-0.0,-2.2266039285981027,-2.2766450070953765,0.0
2019-02-14,1.0,-0.0,-1.9196970833020919,-0.0,-2.2675264302316864,-2.3107145534977884,0.0
