Date,FSLY,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-03-10,1.0,-1.6115470309018696,-1.4346604669185314,-3.278601181826988,-2.0763343989150442,-0.28596338273757627,0.0
2020-03-11,1.0,-1.3117641518319676,-1.8627672600546294,-3.3609305830272205,-1.834322313271169,-0.049166431195252894,0.0
2020-03-12,1.0,-1.3626191100620684,-1.4946236559139785,-3.0727336305621122,-1.7718332022029897,-0.04030072558790104,0.0
2020-03-13,1.0,-1.4435192690295482,-0.9573354948050992,-2.479183553164837,-1.4886154299609462,-0.0,0.0
2020-03-16,1.0,-1.1088033665920045,-1.1946650376705357,-2.2917260571506146,-1.1922894183126316,-0.0,0.0
2020-03-17,1.0,-1.0759094815239185,-0.8764250930965339,-1.473560584359782,-1.2096820395302206,-0.09338298481810368,0.0
2020-03-18,1.0,-1.0570606163223841,-0.8769612823117733,-1.416243368325996,-1.185573992549949,-0.1081386160966249,0.0
2020-03-19,1.0,-1.1446469891077375,-0.6392572944297082,-1.4131723009199166,-1.232123709012924,-0.21445905525142503,0.0
2020-03-20,1.0,-1.1800870827285923,-0.8365747460087084,-1.393613933236575,-1.2628737300435415,-0.13236574746008709,0.0
2020-03-23,1.0,-1.1930942587335611,-0.9915995597010602,-1.24656740629164,-1.2612247262615144,-0.10092115172933203,0.0
2020-03-24,1.0,-1.22030762114028,-1.0220885856366368,-1.1798311553139817,-1.241297559847346,-0.11882733896148952,0.0
2020-03-25,1.0,-1.236139292569235,-1.0155196051549218,-0.9455442829723059,-1.238168357554154,-0.04864272004387167,0.0
2020-03-26,1.0,-1.272232604155216,-1.021435638122458,-0.9156864900516655,-1.2410684841156425,-0.045839287677256244,0.0
2020-03-27,1.0,-1.2811368671313557,-0.9988112606040956,-0.8545415248284433,-1.2541200626789863,-0.01469714162208894,0.0
2020-03-30,1.0,-1.2545278137128073,-0.9773609314359639,-0.9025981026304442,-1.2557675722294093,-0.0,0.0
2020-03-31,1.0,-1.233022707797772,-0.9938946015424165,-0.8924057412167952,-1.2362896315338474,-0.0,0.0
2020-04-01,1.0,-1.2383372565803552,-1.0177081104215708,-0.8556066766531135,-1.2382302589343033,-0.0,0.0
2020-04-02,1.0,-1.258412765285165,-0.9288008847227341,-0.8331665701195429,-1.2458265311496128,-0.0,0.0
2020-04-03,1.0,-1.253888188314418,-0.937631357713325,-0.8338062211013031,-1.229035308953342,-0.0,0.0
2020-04-06,1.0,-1.2812301166489926,-0.9043478260869565,-0.8444856839872746,-1.2721633085896078,-0.0,0.0
2020-04-07,1.0,-1.2329486915310117,-0.83788378322687,-0.8103750257572636,-1.2701936946218835,-0.0,0.0
2020-04-08,1.0,-1.2357522306462427,-0.8341327556862139,-0.8185053380782918,-1.2691732425602145,-0.0,0.0
2020-04-09,1.0,-1.2388831967213114,-0.7970799180327869,-0.8275102459016394,-1.2594774590163935,-0.0,0.0
2020-04-13,1.0,-1.2702356557377048,-0.7283811475409836,-0.8532786885245902,-1.2710553278688523,-0.0,0.0
2020-04-14,1.0,-1.2931451820569602,-0.6846577741154658,-0.8970489776999536,-1.2752742442189833,-0.0,0.0
2020-04-15,1.0,-1.2566929941532465,-0.7221253461893529,-0.8641911990973434,-1.2857216124730744,-0.0,0.0
2020-04-16,1.0,-1.2770979468537198,-0.6803031078797808,-0.8788080487430238,-1.2838564333623468,-0.0,0.0
2020-04-17,1.0,-1.2806559057135538,-0.6753266717909301,-0.8845503458877787,-1.2836792211119652,-0.0,0.0
2020-04-20,1.0,-1.3048768019629895,-0.6266741641958901,-0.9070135977916369,-1.2733871792250282,-0.0,0.0
2020-04-21,1.0,-1.3084207832096237,-0.633683132838495,-0.9172254927054007,-1.2596877399539288,-0.0,0.0
2020-04-22,1.0,-1.2972766607279207,-0.638788495800458,-0.8975311784168999,-1.2567574446424026,-0.0,0.0
2020-04-23,1.0,-1.2898131220800324,-0.64411943936624,-0.89056469632338,-1.2536563071297988,-0.0,0.0
2020-04-24,1.0,-1.296931453870032,-0.6329448883008498,-0.8985293369294184,-1.2603429850898173,-0.0,0.0
2020-04-27,1.0,-1.294587039390089,-0.62856416772554,-0.8981448538754765,-1.2612960609911055,-0.0,0.0
2020-04-28,1.0,-1.3036747538320983,-0.6053192569282306,-0.9006699827428687,-1.2660136026799311,-0.0,0.0
2020-04-29,1.0,-1.3117219653472891,-0.5946852294090748,-0.9064071947563639,-1.2681774300086377,-0.0,0.0
2020-04-30,1.0,-1.3154931006493507,-0.5295251623376623,-0.9311079545454546,-1.2969257305194806,-0.0,0.0
2020-05-01,1.0,-1.3203002180637964,-0.5215781733353618,-0.9303717227039912,-1.2989502510269282,-0.0,0.0
2020-05-04,1.0,-1.3241480432804125,-0.4885226008696531,-0.9373040752351096,-1.306148245525331,-0.0,0.0
2020-05-05,1.0,-1.3190868865647627,-0.4978881737731295,-0.9156275140788416,-1.295555108608206,-0.0,0.0
2020-05-06,1.0,-1.3181726806714245,-0.4985425670921701,-0.9122022313800383,-1.296713237511308,-0.0,0.0
2020-05-07,1.0,-1.325638704486019,-0.5069402534701267,-0.905703077851539,-1.2909374371353852,-0.0,0.0
2020-05-08,1.0,-1.5062678561016851,-0.7098128389015218,-1.082327561075156,-1.5321555594425982,-0.0,0.0
2020-05-11,1.0,-1.5092517165134411,-0.6843942744094029,-1.0887932037705108,-1.536250436401722,-0.0,0.0
2020-05-12,1.0,-1.5062569117047904,-0.6925673709330075,-1.0799138583318784,-1.5415866364006752,-0.0,0.0
2020-05-13,1.0,-1.5285974071684165,-0.647914589077257,-1.112219158796269,-1.5774036487358476,-0.0,0.0
2020-05-14,1.0,-1.5328450043949604,-0.62543217111046,-1.122765895106944,-1.5788455903896865,-0.0,0.0
2020-05-15,1.0,-1.5280787023481877,-0.631258417754875,-1.122913860748375,-1.573578497394156,-0.0,0.0
2020-05-18,1.0,-1.537,-0.6447647058823529,-1.125529411764706,-1.5751176470588235,-0.0,0.0
2020-05-19,1.0,-1.5541300527240776,-0.5303456356180434,-1.2144698301113064,-1.5593438781487994,-0.0,0.0
2020-05-20,1.0,-1.5626319493314564,-0.5154820548909219,-1.2248416608022519,-1.5614590663851746,-0.0,0.0
2020-05-21,1.0,-1.5633679029706453,-0.5060057420753502,-1.2281596062576903,-1.5617273100134763,-0.0,0.0
2020-05-22,1.0,-1.5557245656116538,-0.5158251915989002,-1.2238343181419293,-1.5550225238401685,-0.0,0.0
2020-05-26,1.0,-1.5646498500617394,-0.5144352325513024,-1.2291997412830011,-1.571646968895161,-0.0,0.0
2020-05-27,1.0,-1.5587529976019185,-0.4882143066034977,-1.2596361934842368,-1.5423758554132303,-0.0,0.0
2020-05-28,1.0,-1.5692316688106653,-0.4688340544965501,-1.2683311893345806,-1.5408724125833233,-0.0,0.0
2020-05-29,1.0,-1.5728801681850035,-0.44954449894884374,-1.272249474421864,-1.5450829245503386,-0.0,0.0
2020-06-01,1.0,-1.575433677939373,-0.4474037731440921,-1.2754512002803575,-1.5424916768880321,-0.0,0.0
2020-06-02,1.0,-1.578142331718139,-0.45577675287524083,-1.2654562437970693,-1.538677097320334,-0.0,0.0
2020-06-03,1.0,-1.5757575757575757,-0.45483682983682977,-1.2618298368298368,-1.5350815850815849,-0.0,0.0
2020-06-04,1.0,-1.5785485281259106,-0.4417371028854561,-1.276071116292626,-1.532905858350335,-0.0,0.0
2020-06-05,1.0,-1.5731133445651544,-0.4391448323941207,-1.2652065299482949,-1.532155928658572,-0.0,0.0
2020-06-08,1.0,-1.5806865201934848,-0.39268022612040326,-1.3222215746838395,-1.5322571245410572,-0.0,0.0
2020-06-09,1.0,-1.5855792789639482,-0.39143623847859066,-1.3238245245595615,-1.5328433088321083,-0.0,0.0
2020-06-10,1.0,-1.5816398037841628,-0.3978042513431441,-1.321478626489138,-1.5388343844896053,-0.0,0.0
2020-06-11,1.0,-1.5882215743440233,-0.367871720116618,-1.3381924198250728,-1.5366180758017491,-0.0,0.0
2020-06-12,1.0,-1.5673032936870996,-0.29425892040256174,-1.3635635864592863,-1.4930237877401646,-0.0,0.0
2020-06-15,1.0,-1.5721882326033507,-0.283092229401338,-1.3690891417462405,-1.493510206415461,-0.0,0.0
2020-06-16,1.0,-1.5762167125803488,-0.28512396694214875,-1.3825757575757576,-1.4952938475665747,-0.0,0.0
2020-06-17,1.0,-1.5729101014152296,-0.2786913424626139,-1.3837162665444336,-1.4943562711281728,-0.0,0.0
2020-06-18,1.0,-1.591754476881442,-0.25404502792652733,-1.4071514942131629,-1.505095871480394,-0.0,0.0
2020-06-19,1.0,-1.5969529085872578,-0.25409741458910434,-1.410376269621422,-1.5095798707294552,-0.0,0.0
2020-06-22,1.0,-1.594873271889401,-0.2523041474654378,-1.4137672811059907,-1.4994239631336403,-0.0,0.0
2020-06-23,1.0,-1.6239440722400234,-0.25254879114477136,-1.4328575589863093,-1.5163996504515003,-0.0,0.0
2020-06-24,1.0,-1.624184529356943,-0.25425209692451073,-1.4314422180801492,-1.5149697110904006,-0.0,0.0
2020-06-25,1.0,-1.6195923581673537,-0.2354683235584461,-1.4431798385691887,-1.5086231926136693,-0.0,0.0
2020-06-26,1.0,-1.6177597214161346,-0.2383052814857806,-1.4408009286128844,-1.5069645966337781,-0.0,0.0
2020-06-29,1.0,-1.6166870308954442,-0.23087217082678768,-1.4600570198405771,-1.5107348577413162,-0.0,0.0
2020-06-30,1.0,-1.6556326434619002,-0.18279633113828786,-1.503645343367827,-1.5375117591721543,-0.0,0.0
2020-07-01,1.0,-1.6539501528332943,-0.1795791206207383,-1.5062896778744415,-1.5383846696449566,-0.0,0.0
2020-07-02,1.0,-1.6462297392529952,-0.1911557434813249,-1.5017618040873857,-1.533533004463237,-0.0,0.0
2020-07-06,1.0,-1.6520768462487516,-0.18941307796251688,-1.5003231302508664,-1.5332824158392573,-0.0,0.0
2020-07-07,1.0,-1.6399671149216044,-0.20576663339009926,-1.4899289447413238,-1.536672734746609,-0.0,0.0
2020-07-08,1.0,-1.6435038212815989,-0.19923574368018815,-1.5000587889476777,-1.5360964138741917,-0.0,0.0
2020-07-09,1.0,-1.6539299381807477,-0.20270827200471006,-1.4992051810420959,-1.5317044450986164,-0.0,0.0
2020-07-10,1.0,-1.6641131408367709,-0.18426635238656452,-1.5143783146729524,-1.529994107248085,-0.0,0.0
2020-07-13,1.0,-1.6899958587233035,-0.167248417440691,-1.5256463349701235,-1.5332189552150504,-0.0,0.0
2020-07-14,1.0,-1.7101414813934133,-0.15765069551777433,-1.5408393770063011,-1.5359648079895374,-0.0,0.0
2020-07-15,1.0,-1.7146848989298455,-0.1565398335315101,-1.5384066587395957,-1.5356718192627823,-0.0,0.0
2020-07-16,1.0,-1.7068171077504726,-0.14094990548204156,-1.5417060491493382,-1.5178993383742911,-0.0,0.0
2020-07-17,1.0,-1.7124511776541604,-0.14262042845307138,-1.5446206651674756,-1.5181678305124866,-0.0,0.0
2020-07-20,1.0,-1.723348903210548,-0.1428486962691421,-1.5385797906935494,-1.507834210370721,-0.0,0.0
2020-07-21,1.0,-1.7232972365228711,-0.14196106278478016,-1.5415113320314813,-1.5107402804899699,-0.0,0.0
2020-07-22,1.0,-1.721422673115489,-0.14032086823168574,-1.536451574849593,-1.5001179662616493,-0.0,0.0
2020-07-23,1.0,-1.7224979321753515,-0.14646106581590454,-1.5391114262082006,-1.5000590807042422,-0.0,0.0
2020-07-24,1.0,-1.6654356607039813,-0.14177726485862666,-1.5096941719561452,-1.4534333525678014,-0.0,0.0
2020-07-27,1.0,-1.6610032828428265,-0.14496342797903589,-1.5042331394344297,-1.4491735299199446,-0.0,0.0
2020-07-28,1.0,-1.663116688734097,-0.13919751309654022,-1.496574751021818,-1.4577744516723274,-0.0,0.0
2020-07-29,1.0,-1.664584779088596,-0.1508211889891279,-1.4995951885264862,-1.468019893592413,-0.0,0.0
2020-07-30,1.0,-1.6613005596907278,-0.15232819802665745,-1.494085742311465,-1.4622930009809012,-0.0,0.0
2020-07-31,1.0,-1.678952867425122,-0.15561876015788254,-1.5034827025771997,-1.466391920130021,-0.0,0.0
2020-08-03,1.0,-1.675253843922251,-0.15967507977951842,-1.5033362344067305,-1.463939657673339,-0.0,0.0
2020-08-04,1.0,-1.6741560020846602,-0.16596212866987087,-1.4995656957554,-1.4509815275927964,-0.0,0.0
2020-08-05,1.0,-1.6717031376635407,-0.16828759986106287,-1.4990158619891165,-1.4500405233298597,-0.0,0.0
2020-08-06,1.0,-1.6561787505699952,-0.1474578203374373,-1.4827291381668943,-1.4135886912904696,-0.0,0.0
2020-08-07,1.0,-1.6807699078692564,-0.1901296872249281,-1.5411654245642858,-1.4561938853353678,-0.0,0.0
2020-08-10,1.0,-1.708743588231826,-0.16750191616060373,-1.5581038853841165,-1.4615883497435291,-0.0,0.0
2020-08-11,1.0,-1.7017162336899023,-0.180263312566122,-1.5439050193957917,-1.4516280710003526,-0.0,0.0
2020-08-12,1.0,-1.696209196209196,-0.17567567567567569,-1.5332865332865333,-1.4448344448344448,-0.0,0.0
2020-08-13,1.0,-1.6622398528228124,-0.1979993101069334,-1.4800505921582154,-1.4088766241232609,-0.0,0.0
2020-08-14,1.0,-1.65075034106412,-0.19417917235106869,-1.4643019554342884,-1.3751705320600274,-0.0,0.0
2020-08-17,1.0,-1.6542753045656382,-0.1974837754753501,-1.4654446089035635,-1.3756119776841624,-0.0,0.0
2020-08-18,1.0,-1.6530077969381365,-0.19947640999373967,-1.460133173979853,-1.378578339309089,-0.0,0.0
2020-08-19,1.0,-1.6509627435342373,-0.20855645436937448,-1.4577304318104136,-1.3794007063917055,-0.0,0.0
2020-08-20,1.0,-1.6426220204313282,-0.20493757094211126,-1.4520431328036325,-1.375766174801362,-0.0,0.0
2020-08-21,1.0,-1.6366564937266872,-0.2176443992313779,-1.4244941788176784,-1.3728382502543235,-0.0,0.0
2020-08-24,1.0,-1.6358192090395482,-0.2074576271186441,-1.442994350282486,-1.3634463276836157,-0.0,0.0
2020-08-25,1.0,-1.6242302093830476,-0.1853655805620871,-1.4432874258201767,-1.3455380136602844,-0.0,0.0
2020-08-26,1.0,-1.6194650734267688,-0.17616840694622815,-1.451560667820649,-1.336646378915629,-0.0,0.0
2020-08-27,1.0,-1.6009153828979683,-0.20032373297611072,-1.440890823844608,-1.3394730966733646,-0.0,0.0
2020-08-28,1.0,-1.5983908816627557,-0.20572130964353558,-1.4394904458598725,-1.3436138115990612,-0.0,0.0
2020-08-31,1.0,-1.5991730919655827,-0.20309531791261592,-1.4423399262487429,-1.3426081126382836,-0.0,0.0
2020-09-01,1.0,-1.5997651269432949,-0.20993177496924278,-1.431607202773739,-1.350911531148641,-0.0,0.0
2020-09-02,1.0,-1.5918878317476213,-0.20291548433761755,-1.425415901630223,-1.3436265509375174,-0.0,0.0
2020-09-03,1.0,-1.5893453573814296,-0.21142284569138278,-1.4345357381429524,-1.3313849922066354,-0.0,0.0
2020-09-04,1.0,-1.5559331323650316,-0.2089887640449438,-1.3942449986297616,-1.321786790901617,-0.0,0.0
2020-09-08,1.0,-1.5477703517037362,-0.2173222307439465,-1.3901610605894597,-1.323052481647858,-0.0,0.0
2020-09-09,1.0,-1.5228636909309177,-0.2510094947069737,-1.346720506384372,-1.3360798865000545,-0.0,0.0
2020-09-10,1.0,-1.5041398344066235,-0.2459007522052059,-1.3311867525298986,-1.3303209048108662,-0.0,0.0
2020-09-11,1.0,-1.4805146073438757,-0.24872688287322434,-1.3142857142857143,-1.3169659608684,-0.0,0.0
2020-09-14,1.0,-1.476407019045581,-0.2597902846137385,-1.3110956558955704,-1.3025358442114272,-0.0,0.0
2020-09-15,1.0,-1.4765453278293035,-0.26655229721760576,-1.3150163512571704,-1.3029003377472792,-0.0,0.0
2020-09-16,1.0,-1.4772105008858112,-0.2691254630375262,-1.3116443871799002,-1.3105706769742846,-0.0,0.0
2020-09-17,1.0,-1.4745544341850976,-0.2728687996564312,-1.3099634958127548,-1.31087610049388,-0.0,0.0
2020-09-18,1.0,-1.469972629206247,-0.2717222132775184,-1.312939408576182,-1.3121880534535502,-0.0,0.0
2020-09-21,1.0,-1.4590102607952113,-0.27169730654125696,-1.315840102607952,-1.2976699444206925,-0.0,0.0
2020-09-22,1.0,-1.489887036040882,-0.22818719741796664,-1.357557826788596,-1.3036040882194728,-0.0,0.0
2020-09-23,1.0,-1.4858647748038265,-0.22508868107062238,-1.3608513382779748,-1.3028055465978716,-0.0,0.0
2020-09-24,1.0,-1.4802673796791443,-0.21406417112299467,-1.350053475935829,-1.3032085561497326,-0.0,0.0
2020-09-25,1.0,-1.4757048269970099,-0.22202050405809481,-1.3439235369500215,-1.297896198205895,-0.0,0.0
2020-09-28,1.0,-1.4713768886997234,-0.21919557352628222,-1.3337412215364974,-1.295914024260481,-0.0,0.0
2020-09-29,1.0,-1.4738466450274037,-0.21071675623902517,-1.3368807534720375,-1.2996860533177246,-0.0,0.0
2020-09-30,1.0,-1.4720080812377054,-0.21234515391567868,-1.33574352703493,-1.2964538252964006,-0.0,0.0
2020-10-01,1.0,-1.471459671852599,-0.2100037168799448,-1.3333510327616418,-1.2950140710455051,-0.0,0.0
2020-10-02,1.0,-1.4698545801931853,-0.20953189682623927,-1.332608003396667,-1.2952977390935145,-0.0,0.0
2020-10-05,1.0,-1.4581546768302365,-0.22174580488063098,-1.3187761367847124,-1.294902334444974,-0.0,0.0
2020-10-06,1.0,-1.4480673152774124,-0.21735471995792793,-1.2973967920063108,-1.2961346305548251,-0.0,0.0
2020-10-07,1.0,-1.4425063237774027,-0.23624578414839797,-1.295741989881956,-1.2953204047217537,-0.0,0.0
2020-10-08,1.0,-1.467192445946671,-0.2480283276999839,-1.3186866248189282,-1.3311872954557649,-0.0,0.0
2020-10-09,1.0,-1.475220382713395,-0.24457105998709952,-1.3251451300795527,-1.3303053106858738,-0.0,0.0
2020-10-12,1.0,-1.4853867269497818,-0.24231659400398298,-1.324237041821411,-1.3304806501964583,-0.0,0.0
2020-10-13,1.0,-1.4720473500134517,-0.2556362658057573,-1.3239171374764596,-1.3290825934893733,-0.0,0.0
2020-10-14,1.0,-1.4731489453293156,-0.2543585880327163,-1.3265174343521309,-1.3268941024537235,-0.0,0.0
2020-10-15,1.0,-1.4729569892473118,-0.25424731182795696,-1.323978494623656,-1.3251612903225807,-0.0,0.0
2020-10-16,1.0,-1.5686618721331897,-0.2361402117900221,-1.419955829888442,-1.4380769012967893,-0.0,0.0
2020-10-19,1.0,-1.5752468505277495,-0.23550107819770744,-1.4246396549767337,-1.4393371921461808,-0.0,0.0
2020-10-20,1.0,-1.5731527651858568,-0.23424750679963738,-1.4245806890299186,-1.4344401631912964,-0.0,0.0
2020-10-21,1.0,-1.5605267600877935,-0.22387303731217292,-1.423265237210873,-1.4200574033429008,-0.0,0.0
2020-10-22,1.0,-1.560718711276332,-0.22716007660245577,-1.42469302692351,-1.4200180241072433,-0.0,0.0
2020-10-23,1.0,-1.560684530511146,-0.22410493132177436,-1.427606394956091,-1.416966899346994,-0.0,0.0
2020-10-26,1.0,-1.5618446273537039,-0.22251663096177696,-1.432179501634908,-1.421073401736385,-0.0,0.0
2020-10-27,1.0,-1.5604952166572876,-0.214687675858188,-1.4348339898705682,-1.4174451322453574,-0.0,0.0
2020-10-28,1.0,-1.5574229691876753,-0.21910364145658265,-1.4171428571428573,-1.4085714285714286,-0.0,0.0
2020-10-29,1.0,-1.5401780745687257,-0.2139120756816917,-1.4117974401780744,-1.3989426822481914,-0.0,0.0
2020-10-30,1.0,-1.5386976173204618,-0.21215333965738517,-1.4245298811450253,-1.4046649182523296,-0.0,0.0
2020-11-02,1.0,-1.5379510345212204,-0.2105850203558084,-1.4235123529083709,-1.4048853940103732,-0.0,0.0
2020-11-03,1.0,-1.5388517279821625,-0.20869565217391303,-1.424860646599777,-1.4017837235228539,-0.0,0.0
2020-11-04,1.0,-1.5385641995217705,-0.20119001278985707,-1.4215648112105876,-1.3995440137908026,-0.0,0.0
2020-11-05,1.0,-1.491686987364221,-0.2534914653070273,-1.3805697184659722,-1.4162602527155843,-0.0,0.0
2020-11-06,1.0,-1.4861402540033128,-0.24456101601325234,-1.380397570403092,-1.4107123136388733,-0.0,0.0
