Date,GDYN,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-05-07,1.0,-0.2940052303359485,-0.6066938241802455,-0.23295111647555825,-0.38093441963387653,-0.0,0.0
2020-05-08,1.0,-0.3036828488814488,-0.6123624004464059,-0.22931568000811647,-0.391061735910313,-0.0,0.0
2020-05-11,1.0,-0.30493182624562826,-0.6074306857924883,-0.23059962491763394,-0.39140351766435194,-0.0,0.0
2020-05-12,1.0,-0.30392902408111533,-0.6104942965779467,-0.2257034220532319,-0.39475285171102664,-0.0,0.0
2020-05-13,1.0,-0.32365732250458473,-0.6530783337699765,-0.2281634791721247,-0.41495939219282163,-0.0,0.0
2020-05-14,1.0,-0.3237148463047744,-0.6445519947678221,-0.23319816873773708,-0.41462393721386526,-0.0,0.0
2020-05-15,1.0,-0.32280931205859276,-0.647789693957625,-0.23431859795971755,-0.41085534920219724,-0.0,0.0
2020-05-18,1.0,-0.32382881342557274,-0.6573901149485756,-0.243022858195018,-0.4061604019254544,-0.0,0.0
2020-05-19,1.0,-0.3300262467191601,-0.6258267716535433,-0.2670603674540682,-0.4017322834645669,-0.0,0.0
2020-05-20,1.0,-0.338361898744175,-0.6139062212042229,-0.2769396835426375,-0.4035489561119448,-0.0,0.0
2020-05-21,1.0,-0.33951674527680425,-0.5976917604279202,-0.2910595241232115,-0.4067086506284419,-0.0,0.0
2020-05-22,1.0,-0.3391290603019047,-0.5988830053478754,-0.2902342000579573,-0.4061750836428779,-0.0,0.0
2020-05-26,1.0,-0.33950975224037955,-0.5994201370585135,-0.2911966262519768,-0.40564048497627836,-0.0,0.0
2020-05-27,1.0,-0.3524184804167878,-0.5758601539153201,-0.3172453917964721,-0.39906910321846983,-0.0,0.0
2020-05-28,1.0,-0.3704804884523493,-0.550730023891691,-0.3316166710910539,-0.40180514998672684,-0.0,0.0
2020-05-29,1.0,-0.3691266259623043,-0.5543668701884789,-0.3302628086010088,-0.4009025749933634,-0.0,0.0
2020-06-01,1.0,-0.3689044623184944,-0.5589710918212949,-0.32441400546839744,-0.40224575933742135,-0.0,0.0
2020-06-02,1.0,-0.3731562241604651,-0.5636286041983409,-0.32741191219225946,-0.40313675282067696,-0.0,0.0
2020-06-03,1.0,-0.3782312560334657,-0.5662608602381208,-0.32288426472165616,-0.4141638957417141,-0.0,0.0
2020-06-04,1.0,-0.37957300718806997,-0.5584164789185709,-0.3329846582984658,-0.4111683295783714,-0.0,0.0
2020-06-05,1.0,-0.3755431575559251,-0.5609677592403841,-0.32991792285821575,-0.4158038731827692,-0.0,0.0
2020-06-08,1.0,-0.37489622666773786,-0.5498245895932085,-0.3418762218472992,-0.4114512198387831,-0.0,0.0
2020-06-09,1.0,-0.37787537155557943,-0.5452695284256756,-0.34389309910826665,-0.41084005034410737,-0.0,0.0
2020-06-10,1.0,-0.3789862639569443,-0.5433368142019439,-0.3455431493828152,-0.4097250113797627,-0.0,0.0
2020-06-11,1.0,-0.3783002195683607,-0.5451989503561292,-0.3438119209553901,-0.41035184490976273,-0.0,0.0
2020-06-12,1.0,-0.37335561213664337,-0.5210587736049226,-0.3563282410354339,-0.4014958625079567,-0.0,0.0
2020-06-15,1.0,-0.37326968973747016,-0.5204720233359852,-0.35674887297798996,-0.4013259082471493,-0.0,0.0
2020-06-16,1.0,-0.38190901360544216,-0.5078390731292517,-0.3531037414965986,-0.4144345238095238,-0.0,0.0
2020-06-17,1.0,-0.3806300926294557,-0.5049234280861002,-0.35379674602542666,-0.4148154046235104,-0.0,0.0
2020-06-18,1.0,-0.38405142644636875,-0.4981671359506986,-0.3583913297561494,-0.4157148169792275,-0.0,0.0
2020-06-19,1.0,-0.3839594070453217,-0.4981935072525371,-0.3585888103713937,-0.41583869082407954,-0.0,0.0
2020-06-22,1.0,-0.39075831911262804,-0.4995200511945393,-0.34822952218430037,-0.4278743600682594,-0.0,0.0
2020-06-23,1.0,-0.40099239346765175,-0.4929796341230677,-0.36658578478148257,-0.4657706044330543,-0.0,0.0
2020-06-24,1.0,-0.40420943437431756,-0.49290238043240886,-0.36536361651015503,-0.4674055470626775,-0.0,0.0
2020-06-25,1.0,-0.40285768821748974,-0.49213317699670056,-0.36530962833692365,-0.4664739726774466,-0.0,0.0
2020-06-26,1.0,-0.40467032217584636,-0.4889379927435415,-0.3651962790190141,-0.46916005128624816,-0.0,0.0
2020-06-29,1.0,-0.4122946767016426,-0.49110036807119706,-0.3657638850738889,-0.47766851617865186,-0.0,0.0
2020-06-30,1.0,-0.41552022407117556,-0.4830710931707719,-0.3694977620342148,-0.4778812093253151,-0.0,0.0
2020-07-01,1.0,-0.42201784185378516,-0.48231005054271275,-0.37973320076228356,-0.47783577761206397,-0.0,0.0
2020-07-02,1.0,-0.48034197809738943,-0.43593629371229237,-0.4255282646613102,-0.5175421039087296,-0.0,0.0
2020-07-06,1.0,-0.48324414045731623,-0.4363677989869216,-0.4239475717597229,-0.5182439973671408,-0.0,0.0
2020-07-07,1.0,-0.47602288984263236,-0.44580829756795426,-0.4190271816881259,-0.5203719599427754,-0.0,0.0
2020-07-08,1.0,-0.4778903268386467,-0.450543774570289,-0.4160521105340182,-0.5250365864156791,-0.0,0.0
2020-07-09,1.0,-0.47344687939799524,-0.45196312146365286,-0.4159175115604446,-0.5308039176264469,-0.0,0.0
2020-07-10,1.0,-0.47030428411343844,-0.45754676321006804,-0.4122345774789529,-0.5332586271298452,-0.0,0.0
2020-07-13,1.0,-0.47952022090548235,-0.45150434332393713,-0.4140251970315826,-0.5313237070701259,-0.0,0.0
2020-07-14,1.0,-0.4729659848310733,-0.45236727189151915,-0.4083831303148701,-0.5391863939324294,-0.0,0.0
2020-07-15,1.0,-0.47704154933624504,-0.4490259180506867,-0.40741911384403195,-0.5399402333199241,-0.0,0.0
2020-07-16,1.0,-0.47127331430712904,-0.46988959036005656,-0.402721323762576,-0.5388739946380697,-0.0,0.0
2020-07-17,1.0,-0.47077135939121406,-0.4698489565317653,-0.4027729735962181,-0.5391156462585034,-0.0,0.0
2020-07-20,1.0,-0.4707426856714178,-0.4698770846557793,-0.40515898205320555,-0.5395868197818686,-0.0,0.0
