Date,IWF,IWM,MNST,MTUM,SPY,VLUE,VXX
2018-09-24,-0.5072560097485321,-0.6815479487463536,1.0,-0.1393596986817326,-0.7744913407924375,-0.5899708282559728,0.0
2018-09-25,-0.5061394072040658,-0.689876469933598,1.0,-0.13369440219609008,-0.7813925881960159,-0.5985087361353267,0.0
2018-09-26,-0.5058810433750138,-0.6897332195465845,1.0,-0.13257393046640198,-0.7819746948165187,-0.6002745723720826,0.0
2018-09-27,-0.5105561945753404,-0.6802344996475084,1.0,-0.13565359355868056,-0.7830878260546917,-0.6009053467403807,0.0
2018-09-28,-0.5092197529032019,-0.6811857678180537,1.0,-0.1362000519422699,-0.7826958038066264,-0.6008607576151078,0.0
2018-10-01,-0.5094794642525878,-0.6808147516046451,1.0,-0.13638556004897415,-0.7826958038066264,-0.600786554372426,0.0
2018-10-02,-0.5093525714923209,-0.6970361831095906,1.0,-0.13234911308616265,-0.7810047971440259,-0.5989736343014391,0.0
2018-10-03,-0.5088645233228024,-0.6910611410518491,1.0,-0.13172272811745028,-0.7827169671064858,-0.6024159078238246,0.0
2018-10-04,-0.5139425936942297,-0.6839678762641286,1.0,-0.13254759071980965,-0.7894110648423558,-0.5981558596073766,0.0
2018-10-05,-0.5044447736869399,-0.6767167938365805,1.0,-0.12086080450403733,-0.7972072005333729,-0.6047484998888807,0.0
2018-10-08,-0.5028687766055895,-0.673847862298723,1.0,-0.11526929483620212,-0.8040347954839904,-0.6055894873218582,0.0
2018-10-09,-0.5007408504963698,-0.6752852274411024,1.0,-0.10875685286709143,-0.8083049340643058,-0.6111275744554749,0.0
2018-10-10,-0.5020923601081362,-0.6738140206643707,1.0,-0.11020997666925898,-0.8091323186312632,-0.6081176165611228,0.0
2018-10-11,-0.46991611223604285,-0.6632918715649407,1.0,-0.06403673705525022,-0.804237778420596,-0.6144055539485103,0.0
2018-10-12,-0.4775025910439227,-0.6534791465637397,1.0,-0.05907580143668918,-0.7904292198277403,-0.5933669275579858,0.0
2018-10-15,-0.46445007313331665,-0.6749313260318932,1.0,-0.03913524312368449,-0.7920873318825586,-0.5968748885162855,0.0
2018-10-16,-0.46711677919479866,-0.6689172293073268,1.0,-0.04479691351409281,-0.7931268531418568,-0.5983281534669381,0.0
2018-10-17,-0.45286539003097714,-0.6341523514502957,1.0,-0.0303083638411715,-0.7934384680371726,-0.6093705998310336,0.0
2018-10-18,-0.4533643181578114,-0.6351536917714166,1.0,-0.029646843421006305,-0.7932467166649062,-0.6095912115770572,0.0
2018-10-19,-0.4443744972545728,-0.6240338544398979,1.0,-0.01825621655649984,-0.8003007729164481,-0.6103941524149267,0.0
2018-10-22,-0.4478813114524651,-0.6164316456139123,1.0,-0.008957626229049304,-0.8082508135344134,-0.6175513488925435,0.0
2018-10-23,-0.4491901913457165,-0.6158043866092979,1.0,-0.012243327386574316,-0.8051561898765173,-0.615664462867737,0.0
2018-10-24,-0.4532525309139314,-0.6124286264756367,1.0,-0.0005254492591165446,-0.812659824149648,-0.624093600028024,0.0
2018-10-25,-0.41692800654485956,-0.5648350149986364,1.0,-0.0,-0.8320834469593673,-0.5949004635942187,0.0
2018-10-26,-0.3987305445828691,-0.5526520139099902,1.0,-0.0,-0.8381781964279685,-0.5866504608528309,0.0
2018-10-29,-0.3901921847127327,-0.5530274982329777,1.0,-0.0,-0.8359193564673018,-0.5865840934334084,0.0
2018-10-30,-0.3742126713597629,-0.5548519653743811,1.0,-0.0,-0.837987133281687,-0.6011990973087676,0.0
2018-10-31,-0.37487400040319874,-0.5495598414085076,1.0,-0.0,-0.8364357234056851,-0.599119682817015,0.0
2018-11-01,-0.35435556451071265,-0.5667606958157029,1.0,-0.0,-0.8365571898717175,-0.6004768621129694,0.0
2018-11-02,-0.3550950608590685,-0.5621835496093619,1.0,-0.0,-0.8367032156389365,-0.5991013647185058,0.0
2018-11-05,-0.35296286365464535,-0.5676699289448988,1.0,-0.0,-0.836874916208607,-0.5941480091165036,0.0
2018-11-06,-0.3519214003084971,-0.566963986318825,1.0,-0.0,-0.8380725638790156,-0.5962376768828382,0.0
2018-11-07,-0.35121640640707724,-0.5671536760270759,1.0,-0.0,-0.8367401648683064,-0.5958715903759801,0.0
2018-11-08,-0.3317261330761813,-0.5656236491204735,1.0,-0.0,-0.8296811093007017,-0.5982442722708077,0.0
2018-11-09,-0.3356528721019705,-0.5722792813890468,1.0,-0.0,-0.8329262988859523,-0.604630156234318,0.0
2018-11-12,-0.3420018453336979,-0.5591702832928954,1.0,-0.0,-0.8880497556641492,-0.628096914191983,0.0
2018-11-13,-0.3303413572691418,-0.5536515707874338,1.0,-0.0,-0.8916428668570651,-0.6243370053039575,0.0
2018-11-14,-0.33381074168797953,-0.5549190110826939,1.0,-0.0,-0.8953111679454391,-0.6260187553282182,0.0
2018-11-15,-0.33308314284739515,-0.5550475930538024,1.0,-0.0,-0.8962164375149261,-0.6273412711951145,0.0
2018-11-16,-0.3313587308072039,-0.5496884894290675,1.0,-0.0,-0.8942225853675144,-0.6291832635413476,0.0
2018-11-19,-0.330086506368776,-0.5505074586199851,1.0,-0.0,-0.8953749744567809,-0.6297936107894557,0.0
