Date,IWF,IWM,MRTN,MTUM,SPY,VLUE,VXX
2018-09-24,-0.4423115537528613,-1.2400706798923737,1.0,-0.0,-0.6686076864382956,-0.6649532147303321,0.0
2018-09-25,-0.44586294110562447,-1.2385884620016863,1.0,-0.0,-0.6676301738327513,-0.6625316150788871,0.0
2018-09-26,-0.445314382076608,-1.2383762948687063,1.0,-0.0,-0.6677908937605396,-0.6636151931261544,0.0
2018-09-27,-0.44714566534280104,-1.2335620010430457,1.0,-0.0,-0.6676695952180367,-0.6633369438761183,0.0
2018-09-28,-0.44618717156725096,-1.2341449717196837,1.0,-0.0,-0.6676160295238477,-0.6634040675518472,0.0
2018-10-01,-0.44595679755882117,-1.2365293503573436,1.0,-0.0,-0.6680317995663695,-0.664578816349474,0.0
2018-10-02,-0.449682756405108,-1.223034294434182,1.0,-0.0,-0.6731989398441893,-0.6698257168098948,0.0
2018-10-03,-0.45276558030858477,-1.2347822583893968,1.0,-0.0,-0.673528582363131,-0.667445514240825,0.0
2018-10-04,-0.45226759199483535,-1.239025177533893,1.0,-0.0,-0.6727324080051645,-0.6708360232408005,0.0
2018-10-05,-0.43568214687449786,-1.2338100594568535,1.0,-0.0,-0.6736702555037763,-0.6741925116503295,0.0
2018-10-08,-0.43488213324766073,-1.2338058712501505,1.0,-0.0,-0.6734669290389943,-0.6737480422472993,0.0
2018-10-09,-0.43295988435128296,-1.2338674055334697,1.0,-0.0,-0.6739348672850661,-0.67481829498454,0.0
2018-10-10,-0.4348227548275724,-1.2329278574009395,1.0,-0.0,-0.6749769159741459,-0.6718856638162913,0.0
2018-10-11,-0.34520558633065457,-1.2305141608800811,1.0,-0.0,-0.6428181321682142,-0.682570024186627,0.0
2018-10-12,-0.3498864380028487,-1.226585056011087,1.0,-0.0,-0.617700273318705,-0.6553874581360435,0.0
2018-10-15,-0.31330587737192567,-1.2658096301143145,1.0,-0.0,-0.6117932335168008,-0.6580193218120934,0.0
2018-10-16,-0.30698409029623636,-1.2777071535883509,1.0,-0.0,-0.6106937863554066,-0.6568434839554682,0.0
2018-10-17,-0.2859956816546081,-1.2397818099170423,1.0,-0.0,-0.6019546194931626,-0.6602901625061555,0.0
2018-10-18,-0.2916268947348326,-1.2556603413386278,1.0,-0.0,-0.6036424726050934,-0.6672139284487038,0.0
2018-10-19,-0.26971064507565706,-1.246311957222496,1.0,-0.0,-0.6075315711631083,-0.6687777314270545,0.0
2018-10-22,-0.26972811042432976,-1.2360926775624739,1.0,-0.0,-0.6127564369951841,-0.6734291456524212,0.0
2018-10-23,-0.27435809913907533,-1.2366594606894983,1.0,-0.0,-0.6096635946448211,-0.6719384078583077,0.0
2018-10-24,-0.27260996622262706,-1.2408440548028388,1.0,-0.0,-0.6098903184181563,-0.6718661049755209,0.0
2018-10-25,-0.23572006175108431,-1.1948467249871353,1.0,-0.0,-0.6088730427111666,-0.6362567080791002,0.0
2018-10-26,-0.21871476888387825,-1.17947412444994,1.0,-0.0,-0.61243044695785,-0.6261774011710368,0.0
2018-10-29,-0.19667800535572125,-1.1905261634218718,1.0,-0.0,-0.6011435188535862,-0.6303828616921184,0.0
2018-10-30,-0.17149082985291447,-1.1960414018521883,1.0,-0.0,-0.6075540221536226,-0.6566914835663702,0.0
2018-10-31,-0.17268814871071572,-1.1864670355502513,1.0,-0.0,-0.6044627680734875,-0.6528516147698095,0.0
2018-11-01,-0.15009218089144347,-1.2054730144958972,1.0,-0.0,-0.6048873947149622,-0.6544843292484546,0.0
2018-11-02,-0.15802913145117783,-1.1701132889768024,1.0,-0.0,-0.6183420248156806,-0.6499550440568242,0.0
2018-11-05,-0.15303809763643558,-1.1854516674461273,1.0,-0.0,-0.6202827643270856,-0.6387379933086305,0.0
2018-11-06,-0.15251736423507395,-1.1844747543815453,1.0,-0.0,-0.6214416813617879,-0.6403713966962967,0.0
2018-11-07,-0.15186277330264672,-1.1843354430379749,1.0,-0.0,-0.6201093210586882,-0.639779919447641,0.0
2018-11-08,-0.12575298520762787,-1.185635359116022,1.0,-0.0,-0.6095170201390127,-0.6434860096239529,0.0
2018-11-09,-0.12492869366799772,-1.1856816885339418,1.0,-0.0,-0.6112022247575585,-0.6435039931545922,0.0
2018-11-12,-0.12366813467822134,-1.174527631765876,1.0,-0.0,-0.613332859781219,-0.6401122318511153,0.0
2018-11-13,-0.0947601943798859,-1.1758574547503344,1.0,-0.0,-0.6145855341925487,-0.6361363476301148,0.0
2018-11-14,-0.09556001549241225,-1.1751346783563958,1.0,-0.0,-0.614626245554734,-0.6357170522164712,0.0
2018-11-15,-0.09497482128393844,-1.1798781561432545,1.0,-0.0,-0.6220375391766736,-0.6246082332640772,0.0
2018-11-16,-0.09135611675037757,-1.1698921709809982,1.0,-0.0,-0.6208773840047768,-0.6302202240876681,0.0
2018-11-19,-0.09602811950790863,-1.1692794376098419,1.0,-0.0,-0.619402460456942,-0.6301933216168718,0.0
2018-11-20,-0.03596592701651067,-1.1662985943141584,1.0,-0.0,-0.6337855365092718,-0.6694009184281557,0.0
2018-11-21,-0.033367072702523475,-1.1657882796411991,1.0,-0.0,-0.6307633241422638,-0.6602910893162542,0.0
2018-11-23,-0.034407027818448024,-1.1573589904483024,1.0,-0.0,-0.6335494666387785,-0.6607055706616468,0.0
