Date,HPF,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.1300507489419987,-0.2579591550037754,-0.0,-0.20591075912690746,-0.1620980912076141,0.0
2018-09-25,1.0,-0.13203406197875517,-0.25734351681151785,-0.0,-0.2054780089544377,-0.16091651303660784,0.0
2018-09-26,1.0,-0.1305121787867038,-0.25765800697944935,-0.0,-0.20744474602559132,-0.16687229017589622,0.0
2018-09-27,1.0,-0.13178567654207912,-0.2550463240215592,-0.0,-0.20761263958854403,-0.1669250008806848,0.0
2018-09-28,1.0,-0.1290362642821659,-0.2637853949329359,-0.0,-0.21105670285998154,-0.17032148179689163,0.0
2018-10-01,1.0,-0.1287119920431941,-0.26527422563228187,-0.0,-0.21117504973003695,-0.1708937198067633,0.0
2018-10-02,1.0,-0.12802817402440325,-0.27080146561844115,-0.0,-0.2100779054462666,-0.16975561168225958,0.0
2018-10-03,1.0,-0.1275524724297403,-0.26552828175026677,-0.0,-0.2121842760583422,-0.1734614016364283,0.0
2018-10-04,1.0,-0.12914354815763265,-0.2630352824014796,-0.0,-0.21421966140275997,-0.17194835680751172,0.0
2018-10-05,1.0,-0.12956120092378753,-0.26395452122934804,-0.0,-0.21311067685201635,-0.16988807958784866,0.0
2018-10-08,1.0,-0.12907577344290813,-0.2633167077867907,-0.0,-0.21308507428246865,-0.16949182626599693,0.0
2018-10-09,1.0,-0.12907061349802126,-0.2632699781717511,-0.0,-0.21299401941471896,-0.16931977497382383,0.0
2018-10-10,1.0,-0.13254126351735915,-0.2633217131474104,-0.0,-0.21595759817871374,-0.16677931132612409,0.0
2018-10-11,1.0,-0.12628521126760564,-0.2596830985915493,-0.0,-0.21188380281690142,-0.1627112676056338,0.0
2018-10-12,1.0,-0.12599291213491384,-0.2562106108482743,-0.0,-0.20701454234388367,-0.15654405474764754,0.0
2018-10-15,1.0,-0.12190575733821096,-0.2587753679993032,-0.0,-0.20562668757076913,-0.1557007229335424,0.0
2018-10-16,1.0,-0.12180335865096509,-0.25897150024388543,-0.0,-0.20559542888997281,-0.15566859452302975,0.0
2018-10-17,1.0,-0.1159562728464032,-0.24729291675287948,-0.0,-0.2036347334298917,-0.15737292227050143,0.0
2018-10-18,1.0,-0.11555172413793104,-0.24643103448275863,-0.0,-0.2046551724137931,-0.15751724137931036,0.0
2018-10-19,1.0,-0.11041527642318157,-0.2408158376537823,-0.0,-0.2042331844703386,-0.1555874955084441,0.0
2018-10-22,1.0,-0.11030695000513295,-0.23780925982958628,-0.0,-0.205796803887349,-0.15708517263799063,0.0
2018-10-23,1.0,-0.11209389060922824,-0.23792578399000874,-0.0,-0.20442764024567586,-0.1563874014131495,0.0
2018-10-24,1.0,-0.11162186640236506,-0.2371195680035544,-0.0,-0.20413882670585623,-0.15598352671781815,0.0
2018-10-25,1.0,-0.10216142912153225,-0.22213665053826448,-0.0,-0.20474141539285773,-0.1451891041202766,0.0
2018-10-26,1.0,-0.09800133244503664,-0.21873750832778147,-0.0,-0.20586275816122585,-0.14295469686875417,0.0
2018-10-29,1.0,-0.09639575267119758,-0.21839844464015684,-0.0,-0.2048555143820934,-0.1420595224247661,0.0
2018-10-30,1.0,-0.08778143603046326,-0.21926236323123482,-0.0,-0.20595962619308922,-0.1498220758921148,0.0
2018-10-31,1.0,-0.08941044059717301,-0.21258565328213444,-0.0,-0.20508788771558145,-0.14806845642027208,0.0
2018-11-01,1.0,-0.08881938238506604,-0.213020885049482,-0.0,-0.20501108794227652,-0.14806540231026377,0.0
2018-11-02,1.0,-0.0902418104443638,-0.20586876917494146,-0.0,-0.20675947613235243,-0.146587272787253,0.0
2018-11-05,1.0,-0.09096610225434862,-0.20419513483183152,-0.0,-0.2068026537280919,-0.1483645245403835,0.0
2018-11-06,1.0,-0.09041376349767197,-0.20384374071261105,-0.0,-0.2074926526433973,-0.14935772545652676,0.0
2018-11-07,1.0,-0.09022345446743903,-0.20384856586460706,-0.0,-0.20705020299039506,-0.1492061920322144,0.0
2018-11-08,1.0,-0.08785674314493563,-0.20328187234602849,-0.0,-0.20576714177556862,-0.14896803713091278,0.0
2018-11-09,1.0,-0.08858527259542488,-0.20396862021227505,-0.0,-0.20576504713560553,-0.149779154855297,0.0
2018-11-12,1.0,-0.08848815609948547,-0.19982575246987655,-0.0,-0.20687784590600494,-0.14866930777702891,0.0
2018-11-13,1.0,-0.07971250692656215,-0.19681215163466867,-0.0,-0.20724273933309428,-0.14601192998468007,0.0
2018-11-14,1.0,-0.07960620680662409,-0.1969454948493937,-0.0,-0.20727930629808322,-0.14610770635024123,0.0
2018-11-15,1.0,-0.07939434482533571,-0.19713162231395517,-0.0,-0.20710078480640895,-0.14798740393871657,0.0
2018-11-16,1.0,-0.07697572103633696,-0.19240671337787194,-0.0,-0.20751181358970178,-0.15256640052142742,0.0
2018-11-19,1.0,-0.07683532958526847,-0.19248757435019961,-0.0,-0.20762649718895135,-0.15264401531817812,0.0
2018-11-20,1.0,-0.06652938124270333,-0.18934038137242182,-0.0,-0.20831171358152806,-0.1572999091970424,0.0
2018-11-21,1.0,-0.06585168393782383,-0.18879533678756474,-0.0,-0.20807966321243523,-0.15646049222797925,0.0
2018-11-23,1.0,-0.06608079238687124,-0.18691331650158607,-0.0,-0.2088107723182495,-0.1566323557972422,0.0
2018-11-26,1.0,-0.06589868461501125,-0.18787515977154692,-0.0,-0.2081803032019027,-0.15598556797773713,0.0
2018-11-27,1.0,-0.06392347893412478,-0.18809278017936643,-0.0,-0.2066423640234854,-0.15434866765597782,0.0
2018-11-28,1.0,-0.06422314356235985,-0.18726507170858406,-0.0,-0.20707567715811379,-0.1546775936889993,0.0
2018-11-29,1.0,-0.06262281351673485,-0.18637051831330734,-0.0,-0.20669716200109525,-0.15499468479206263,0.0
2018-11-30,1.0,-0.06310781388597693,-0.18767841303120716,-0.0,-0.20917667930005646,-0.15281025723731959,0.0
2018-12-03,1.0,-0.06251712853250795,-0.18780932114587867,-0.0,-0.20910512485692637,-0.1526656026825297,0.0
2018-12-04,1.0,-0.06219586864748156,-0.1877316232154942,-0.0,-0.20895233798459606,-0.15241210402500724,0.0
2018-12-06,1.0,-0.06199111476498395,-0.16769695340785126,-0.0,-0.2085658724763245,-0.14274873124535578,0.0
2018-12-07,1.0,-0.05352507445097384,-0.1724873791664676,-0.0,-0.2139091936999347,-0.1526125523545618,0.0
2018-12-10,1.0,-0.046357615894039736,-0.1729915124310484,-0.0,-0.21402266512826187,-0.14718108394316332,0.0
2018-12-11,1.0,-0.04354221364628475,-0.17431120108815992,-0.0,-0.21348812197513678,-0.15028627463385313,0.0
2018-12-12,1.0,-0.04426444764360634,-0.17425764503013716,-0.0,-0.2138868234959105,-0.14961003622787175,0.0
2018-12-13,1.0,-0.04406324110671937,-0.17274308300395258,-0.0,-0.21539920948616603,-0.1488221343873518,0.0
2018-12-14,1.0,-0.04353879255790406,-0.17486710542969244,-0.0,-0.2145456271358056,-0.1491266928236932,0.0
2018-12-17,1.0,-0.043695617781996515,-0.1748141116911881,-0.0,-0.21532985287138112,-0.14818857775668406,0.0
2018-12-18,1.0,-0.045466864348685576,-0.18036890015463836,-0.0,-0.21947486728203164,-0.14891514021075455,0.0
2018-12-19,1.0,-0.04664955438993671,-0.1800774835387338,-0.0,-0.21888302536549592,-0.14871737640100124,0.0
2018-12-20,1.0,-0.0468667719852554,-0.18079691065473058,-0.0,-0.21885521885521886,-0.14921729139738618,0.0
2018-12-21,1.0,-0.04354246019094921,-0.20034565498263338,-0.0,-0.24256254509455172,-0.19146936926355354,0.0
2018-12-24,1.0,-0.04634644261105769,-0.20684651853351557,-0.0,-0.24610686507735657,-0.1878659040677566,0.0
2018-12-26,1.0,-0.04612459192945849,-0.2069801097162858,-0.0,-0.24364756167334164,-0.1860128563255141,0.0
2018-12-27,1.0,-0.05107774032076821,-0.21233016651343345,-0.0,-0.25189838934858855,-0.18728504784281677,0.0
2018-12-28,1.0,-0.050741289213433426,-0.2125653202607704,-0.0,-0.2518340737714685,-0.18699892764132156,0.0
2018-12-31,1.0,-0.04397623463149942,-0.2260285733910296,-0.0,-0.2571090047393365,-0.1900370904595096,0.0
2019-01-02,1.0,-0.043349922773296724,-0.22586236485326927,-0.0,-0.25663291573708596,-0.1903037583662262,0.0
2019-01-03,1.0,-0.03144490644490644,-0.2341129591129591,-0.0,-0.254036729036729,-0.2129071379071379,0.0
2019-01-04,1.0,-0.016011318345727152,-0.24018702876171086,-0.0,-0.2502631170310047,-0.21887886264428302,0.0
2019-01-07,1.0,-0.012621425639622383,-0.23378711177999723,-0.0,-0.24940142290326991,-0.21441031604870708,0.0
2019-01-08,1.0,-0.007855486728726165,-0.25166972350070943,-0.0,-0.2481053396546354,-0.22265287054019445,0.0
2019-01-09,1.0,-0.007995569554532553,-0.25205081167145477,-0.0,-0.24812225260461734,-0.2224741268907272,0.0
2019-01-10,1.0,-0.008201969164748836,-0.2516827879773667,-0.0,-0.2482393452267654,-0.22224913913931232,0.0
2019-01-11,1.0,-0.011404281789435488,-0.23596495775231974,-0.0,-0.2485096677206988,-0.23204257598534722,0.0
2019-01-14,1.0,-0.014569559288094046,-0.2360303129693245,-0.0,-0.24733725767750175,-0.22831397055015623,0.0
2019-01-15,1.0,-0.01356559005996509,-0.23509081168887275,-0.0,-0.24744673129763078,-0.2319975115350718,0.0
2019-01-16,1.0,-0.005045966682795327,-0.2373678025851939,-0.0,-0.24350245386051014,-0.24215455865072236,0.0
2019-01-17,1.0,-0.0014519307221626853,-0.24228229681612332,-0.0,-0.24368237286963734,-0.24108963943720396,0.0
2019-01-18,1.0,-0.0010606666550746814,-0.2399019318043505,-0.0,-0.2463354836466067,-0.2514997130983638,0.0
2019-01-22,1.0,-0.0,-0.22592517214477117,-0.0,-0.23786506563549406,-0.23221736033377427,0.0
2019-01-23,1.0,-0.0,-0.21463306808134397,-0.0,-0.23955995375093517,-0.24615724682037682,0.0
2019-01-24,1.0,-0.0,-0.20584144645340752,-0.0,-0.25133145629091896,-0.23893279962006853,0.0
2019-01-25,1.0,-0.0,-0.18961789249636815,-0.0,-0.26342106152234873,-0.236207304300821,0.0
2019-01-28,1.0,-0.0,-0.18571864820846906,-0.0,-0.2745656894679696,-0.23624117806731817,0.0
2019-01-29,1.0,-0.0,-0.18255343731946852,-0.0,-0.27175722975498695,-0.24480918884018082,0.0
2019-01-30,1.0,-0.0,-0.1814643597674972,-0.0,-0.2711682926000204,-0.24694925048438085,0.0
2019-01-31,1.0,-0.0,-0.1886566551500017,-0.0,-0.28093250778230083,-0.24082372661033766,0.0
2019-02-01,1.0,-0.0,-0.18909701633219653,-0.0,-0.2860276601943411,-0.2386248736097068,0.0
2019-02-04,1.0,-0.0,-0.18787588026660726,-0.0,-0.286945496290458,-0.23857581001662012,0.0
2019-02-05,1.0,-0.0,-0.17903510727699934,-0.0,-0.28200730615535013,-0.2540175279126005,0.0
2019-02-06,1.0,-0.0,-0.17682079437248005,-0.0,-0.2836235738183066,-0.25526293214377627,0.0
2019-02-07,1.0,-0.0,-0.17762412929348384,-0.0,-0.2846824280273136,-0.25337130700339705,0.0
2019-02-08,1.0,-0.0,-0.18141403045023086,-0.0,-0.2930019396144801,-0.2420570212327709,0.0
2019-02-11,1.0,-0.0,-0.18258287126843253,-0.0,-0.2956070931969169,-0.23847698830961495,0.0
2019-02-12,1.0,-0.0,-0.17745012115275557,-0.0,-0.30054475778041273,-0.24050110841882763,0.0
2019-02-13,1.0,-0.0,-0.18307367263857635,-0.0,-0.2985725818918873,-0.2360478897916416,0.0
2019-02-14,1.0,-0.0,-0.1754639672210171,-0.0,-0.31012636435629926,-0.23599490410770238,0.0
2019-02-15,1.0,-0.0,-0.1849919052047811,-0.0,-0.3054149013123902,-0.23189004856877132,0.0
