Date,IWF,IWM,MTUM,SPY,VLUE,VXX,WSO
2018-09-24,-0.36347565543071164,-0.6705318352059925,-0.05498127340823971,-0.4827865168539326,-0.42447940074906365,0.0,1.0
2018-09-25,-0.36468192164849644,-0.6691625733796573,-0.05708637833952318,-0.4815802084581286,-0.4226069246435845,0.0,1.0
2018-09-26,-0.36563005572532803,-0.6704416082449517,-0.059050871831745455,-0.48121517166996225,-0.4196177122655641,0.0,1.0
2018-09-27,-0.3671416596814753,-0.6658484013890552,-0.06035205364626991,-0.4810202370973536,-0.41932103939647947,0.0,1.0
2018-09-28,-0.36719358122268125,-0.665648763547093,-0.06065505059577271,-0.48095922399856295,-0.41934614693730915,0.0,1.0
2018-10-01,-0.3667674982778759,-0.6666566833388241,-0.06100811644553595,-0.48084698553415794,-0.4197190691545119,0.0,1.0
2018-10-02,-0.3668190567853705,-0.6882519249278153,-0.05534167468719923,-0.47954764196342636,-0.4177394128970164,0.0,1.0
2018-10-03,-0.3671858524387672,-0.6767089446570059,-0.05305335462296267,-0.4869098906395927,-0.428855481577441,0.0,1.0
2018-10-04,-0.3712710178991141,-0.6706442475742783,-0.053697342252757185,-0.4924968360151871,-0.4252395588501175,0.0,1.0
2018-10-05,-0.3662170687013728,-0.6683589173600889,-0.046441767550842616,-0.4952086274745411,-0.4277388927273273,0.0,1.0
2018-10-08,-0.3647817609119544,-0.6657567121643918,-0.04265786710664467,-0.49905504724763766,-0.42759862006899657,0.0,1.0
2018-10-09,-0.36538461538461536,-0.6659666386655466,-0.0437417496699868,-0.49846993879755186,-0.4265570622824913,0.0,1.0
2018-10-10,-0.3668106551475882,-0.6647468202543797,-0.045266378689704824,-0.49931005519558436,-0.42362610991120714,0.0,1.0
2018-10-11,-0.33785486186388536,-0.6635514018691588,-0.002841824627193625,-0.49228019804880907,-0.43315852693873963,0.0,1.0
2018-10-12,-0.33939781446175304,-0.660514996512439,-0.0,-0.4839281562427342,-0.4224308300395257,0.0,1.0
2018-10-15,-0.32345521500855395,-0.6745150346507379,-0.0,-0.480035955577464,-0.4216371386319483,0.0,1.0
2018-10-16,-0.31810795124782354,-0.6842135809634358,-0.0,-0.47901915264074285,-0.4205745792222867,0.0,1.0
2018-10-17,-0.3048721106751067,-0.6592673216280469,-0.0,-0.47518116460917137,-0.4249419986824392,0.0,1.0
2018-10-18,-0.30604400332750065,-0.6627463354464875,-0.0,-0.47405410057083847,-0.42569059981067675,0.0,1.0
2018-10-19,-0.29523049746424296,-0.6546526867627784,-0.0,-0.4750698045472676,-0.4241837141717477,0.0,1.0
2018-10-22,-0.29771998166819436,-0.6699415673693859,-0.0,-0.4735048120989918,-0.4231782768102659,0.0,1.0
2018-10-23,-0.29990262901655307,-0.6699696431639842,-0.0,-0.4717337762758463,-0.42221776734062666,0.0,1.0
2018-10-24,-0.298803868826189,-0.666256510044068,-0.0,-0.47241458249871227,-0.42408287071481715,0.0,1.0
2018-10-25,-0.2800525815293394,-0.6396207417351905,-0.0,-0.47309391956144764,-0.4041226156513956,0.0,1.0
2018-10-26,-0.25247315464614867,-0.6435557058707476,-0.0,-0.511090442772188,-0.41129054987176233,0.0,1.0
2018-10-29,-0.24727190910113625,-0.645291933850827,-0.0,-0.5090842614467319,-0.41078861514231074,0.0,1.0
2018-10-30,-0.26252895643821683,-0.6486807164246567,-0.0,-0.5118933273066275,-0.40191536244985593,0.0,1.0
2018-10-31,-0.26950334664491815,-0.6285786602171101,-0.0,-0.5141740255357444,-0.4000506215197705,0.0,1.0
2018-11-01,-0.30083581405999543,-0.6205633157774215,-0.0,-0.5290531257155942,-0.41192466223952373,0.0,1.0
2018-11-02,-0.30526765375854215,-0.5988041002277904,-0.0,-0.5353359908883827,-0.408001138952164,0.0,1.0
2018-11-05,-0.30244805009962994,-0.6065471107315684,-0.0,-0.5359521776259607,-0.40162254483347565,0.0,1.0
2018-11-06,-0.3044567135295122,-0.6078888952131596,-0.0,-0.5342364391826512,-0.39931128692583523,0.0,1.0
2018-11-07,-0.3035337101101787,-0.6128903351030428,-0.0,-0.5355369070046241,-0.4023805446138038,0.0,1.0
2018-11-08,-0.29606684096851194,-0.6119415709901102,-0.0,-0.5318006138456292,-0.4020973058997385,0.0,1.0
2018-11-09,-0.2990315115847213,-0.6166899980001714,-0.0,-0.5341827843327714,-0.40699368625546384,0.0,1.0
2018-11-12,-0.2986528438381134,-0.6086126854831819,-0.0,-0.5361567599897469,-0.4046879895189542,0.0,1.0
2018-11-13,-0.2823512787904479,-0.6055673307898827,-0.0,-0.5379115444397344,-0.40022608449908154,0.0,1.0
2018-11-14,-0.2861078762746045,-0.6078620728832335,-0.0,-0.5433294515295254,-0.40304484903570315,0.0,1.0
2018-11-15,-0.2857102337190833,-0.6081518039482641,-0.0,-0.5448150669389608,-0.39771953710006813,0.0,1.0
2018-11-16,-0.282924896711755,-0.6012224800498047,-0.0,-0.5438338332673043,-0.401833720074707,0.0,1.0
2018-11-19,-0.28060284993909174,-0.6029632567494829,-0.0,-0.5462194396441825,-0.4031842261820448,0.0,1.0
2018-11-20,-0.22919790635167633,-0.599320978922054,-0.0,-0.5615221389163956,-0.4391851747064649,0.0,1.0
2018-11-21,-0.23461052631578946,-0.5945543859649123,-0.0,-0.5599157894736843,-0.4179368421052631,0.0,1.0
