Date,HLNE,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.41082667284451135,-1.0242480404648828,-0.10954090891540214,-0.6708367118421561,-0.645661994671609,0.0
2018-09-25,1.0,-0.41004718075643903,-1.027418980586279,-0.1069301570113698,-0.67364065279604,-0.6492381468017635,0.0
2018-09-26,1.0,-0.4101300213467883,-1.029846691247817,-0.10137783815253251,-0.6790995536580633,-0.6608189404230546,0.0
2018-09-27,1.0,-0.41221403644823573,-1.0231097324544396,-0.10321830166731291,-0.6787514540519581,-0.6602171384257464,0.0
2018-09-28,1.0,-0.40836963285625383,-1.0318528313627877,-0.10423148724331051,-0.6815494710640946,-0.6632700684505289,0.0
2018-10-01,1.0,-0.41220719491756636,-1.0314144288108507,-0.10367541021943327,-0.6852710761195775,-0.6650037026932221,0.0
2018-10-02,1.0,-0.4134524929444967,-1.0617356538099718,-0.09634681718407025,-0.6847365945437441,-0.6634524929444966,0.0
2018-10-03,1.0,-0.4169259244673729,-1.0775804355531051,-0.0984523293821132,-0.6849131650454849,-0.6601819399046982,0.0
2018-10-04,1.0,-0.41598894591393604,-1.0843663639952625,-0.09873667587840505,-0.6837347019344651,-0.6651006711409395,0.0
2018-10-05,1.0,-0.40483680692095947,-1.0810460086511993,-0.08682658277624851,-0.6885568226504128,-0.6711364530082579,0.0
2018-10-08,1.0,-0.40632881462799497,-1.0848833543505674,-0.08744482976040355,-0.6891945145018915,-0.6729192938209332,0.0
2018-10-09,1.0,-0.42020620198240516,-1.0967318180008758,-0.10497193583058,-0.690537797062219,-0.6682854981887664,0.0
2018-10-10,1.0,-0.4220603455138922,-1.0952949605923097,-0.1070376562375607,-0.6917044821272192,-0.6644773505294165,0.0
2018-10-11,1.0,-0.37893349868237486,-1.0933576189738026,-0.05406138583165401,-0.6768718028212681,-0.6721438536660983,0.0
2018-10-12,1.0,-0.39446725242681197,-1.0932739899474353,-0.049879139009323566,-0.6543375666653878,-0.6448605302536163,0.0
2018-10-15,1.0,-0.3914727196043097,-1.0985775085311147,-0.04447682220773743,-0.6544994440397224,-0.6451439745408535,0.0
2018-10-16,1.0,-0.38894433781190013,-1.1128214971209212,-0.034625719769673706,-0.6562763915547025,-0.6461420345489443,0.0
2018-10-17,1.0,-0.3734225043451976,-1.0773823018212045,-0.021839341041336054,-0.6523464067104965,-0.6534421521952695,0.0
2018-10-18,1.0,-0.3723504741753882,-1.0757924963161671,-0.022631956776363014,-0.6539086409491064,-0.6535308119545093,0.0
2018-10-19,1.0,-0.3607922574836822,-1.0685347738014854,-0.011066096481356442,-0.6571385700352615,-0.6536874484207368,0.0
2018-10-22,1.0,-0.36114028507126783,-1.0673293323330832,-0.011627906976744186,-0.6570892723180796,-0.6537509377344336,0.0
2018-10-23,1.0,-0.36500131376449835,-1.0675274952141436,-0.01910588941856537,-0.6512518298862655,-0.6507263240869336,0.0
2018-10-24,1.0,-0.36423816150750365,-1.07405875051717,-0.019219919509534736,-0.652725015985256,-0.6509948471057284,0.0
2018-10-25,1.0,-0.33854719953111834,-1.0370709549800357,-0.016447488919008022,-0.6487417121506283,-0.6222938569178358,0.0
2018-10-26,1.0,-0.3282650506223464,-1.0256922016184638,-0.0042820336030772585,-0.6549334107486302,-0.6156693399136336,0.0
2018-10-29,1.0,-0.3030390738060782,-1.0433429811866861,-0.0,-0.645151953690304,-0.626410998552822,0.0
2018-10-30,1.0,-0.2911511468055857,-1.0439186744808624,-0.0,-0.6460458722234281,-0.6365675421460097,0.0
2018-10-31,1.0,-0.2988882092613248,-1.0187097470586117,-0.0,-0.647321267945166,-0.633073075954377,0.0
2018-11-01,1.0,-0.30357721819950284,-1.016355056017868,-0.0,-0.6485824417306099,-0.6339565546309305,0.0
2018-11-02,1.0,-0.39562699345308044,-1.0689944602988082,-0.0,-0.9250881316098707,-0.8070757092496224,0.0
2018-11-05,1.0,-0.38536139862572844,-1.1847438462207531,-0.0,-0.9798208228233451,-0.7990345307471515,0.0
2018-11-06,1.0,-0.3842906875543951,-1.1837684943429068,-0.0,-0.9816797214969539,-0.8018276762402089,0.0
2018-11-07,1.0,-0.3991204451624484,-1.2220875964817806,-0.0,-1.027373900556453,-0.8389427391850655,0.0
2018-11-08,1.0,-0.3534678604837632,-1.2305670631208516,-0.0,-1.017149984409105,-0.8533564969486391,0.0
2018-11-09,1.0,-0.35300405291052417,-1.2301251503139892,-0.0,-1.0175923039237518,-0.8529817841713802,0.0
2018-11-12,1.0,-0.3512387537118291,-1.2142002393298763,-0.0,-1.0191463901076985,-0.8474493640030137,0.0
2018-11-13,1.0,-0.3161474330846863,-1.209390083369899,-0.0,-1.0222027204914437,-0.8401491882404564,0.0
2018-11-14,1.0,-0.31622131543153,-1.2092492650607696,-0.0,-1.0221578693343865,-0.8400245711026283,0.0
2018-11-15,1.0,-0.3146761266587833,-1.209258529321596,-0.0,-1.0236061840318837,-0.83208513992905,0.0
2018-11-16,1.0,-0.3132945956573026,-1.2022805714535365,-0.0,-1.0204901917951854,-0.8328017825156189,0.0
2018-11-19,1.0,-0.3105590062111801,-1.2048814626891786,-0.0,-1.0237949435744904,-0.8347913568366722,0.0
2018-11-20,1.0,-0.260790273556231,-1.1946157186278765,-0.0,-1.0288753799392096,-0.8578376031263569,0.0
2018-11-21,1.0,-0.2642976840115155,-1.1848493962961373,-0.0,-1.022386456408714,-0.8252911098698062,0.0
2018-11-23,1.0,-0.2648144967365167,-1.1813809687392647,-0.0,-1.0227585022329095,-0.8251030573686018,0.0
2018-11-26,1.0,-0.2635535698943208,-1.190394363776957,-0.0,-1.0199759429504254,-0.8219348741300799,0.0
2018-11-27,1.0,-0.2526369731391724,-1.1916556347952343,-0.0,-1.0124268693684078,-0.8137250715292309,0.0
2018-11-28,1.0,-0.24990358657925182,-1.2125808801474054,-0.0,-1.0092128379826029,-0.8133864678407678,0.0
2018-11-29,1.0,-0.20988490182802977,-1.1955399458361544,-0.0,-1.0052894380501016,-0.8208361543669601,0.0
2018-11-30,1.0,-0.20930822932092236,-1.195768986672308,-0.0,-1.0056695578591073,-0.8202665538396445,0.0
2018-12-03,1.0,-0.2068236587325075,-1.19621189701095,-0.0,-1.0052424639580604,-0.8195154948632309,0.0
2018-12-04,1.0,-0.19864312502633688,-1.19843243015465,-0.0,-1.000589945640723,-0.8162319329147529,0.0
2018-12-06,1.0,-0.18681812609814896,-1.1275691578474236,-0.0,-0.9945245781064846,-0.7772238793772729,0.0
2018-12-07,1.0,-0.1803372626064178,-1.1309348395546823,-0.0,-0.9979944335297969,-0.7837262606417813,0.0
2018-12-10,1.0,-0.15003034594375886,-1.1348169128059882,-0.0,-0.9976532470159822,-0.7635848674893789,0.0
2018-12-11,1.0,-0.14660406379017243,-1.1364041123613697,-0.0,-0.9966809681858657,-0.7679106289970048,0.0
2018-12-12,1.0,-0.1479112694300518,-1.1360913212435233,-0.0,-0.996964054404145,-0.7669608160621761,0.0
2018-12-13,1.0,-0.1473752325487341,-1.1302677343686807,-0.0,-1.0024265954865323,-0.7642966917414867,0.0
2018-12-14,1.0,-0.1516792628218082,-1.1187406539223215,-0.0,-1.0073556157297012,-0.7638119872287111,0.0
2018-12-17,1.0,-0.1338215176631528,-1.1180091735736701,-0.0,-0.9940854590810332,-0.7775810734690592,0.0
2018-12-18,1.0,-0.11408,-1.1052,-0.0,-0.99484,-0.78588,0.0
2018-12-19,1.0,-0.11936774709883953,-1.1041216486594638,-0.0,-0.9928371348539415,-0.7852741096438575,0.0
2018-12-20,1.0,-0.11782489359163054,-1.0873543100361986,-0.0,-0.9952265404351804,-0.777437447790286,0.0
2018-12-21,1.0,-0.11008955223880598,-1.100776119402985,-0.0,-1.0158407960199007,-0.7533930348258708,0.0
2018-12-24,1.0,-0.07825742574257426,-1.0738217821782179,-0.0,-1.0177821782178218,-0.7905742574257425,0.0
2018-12-26,1.0,-0.0777128972841635,-1.081044009875769,-0.0,-0.9888309754281459,-0.7713681075361524,0.0
2018-12-27,1.0,-0.036060765586222454,-1.0367376099872152,-0.0,-0.9138527487403173,-0.77359554786794,0.0
2018-12-28,1.0,-0.03768115942028986,-1.036024844720497,-0.0,-0.9150762281197063,-0.7755693581780538,0.0
2018-12-31,1.0,-0.03734658534748889,-1.0371206987425645,-0.0,-0.9149160454785031,-0.7753934191702432,0.0
2019-01-02,1.0,-0.03539190612306303,-1.0365202346923423,-0.0,-0.9135324206408906,-0.7756506694749511,0.0
2019-01-03,1.0,-0.05261769251064793,-1.0339602728883195,-0.0,-0.9310240850326035,-0.7515736308469337,0.0
2019-01-04,1.0,-0.012821474094623978,-1.0494114118617381,-0.0,-0.921609057509185,-0.7651270900502363,0.0
2019-01-07,1.0,-0.0,-1.016348273328435,-0.0,-0.9156502571638501,-0.741807494489346,0.0
2019-01-08,1.0,-0.0,-0.9944164860595819,-0.0,-0.937479337325056,-0.7414318774565624,0.0
2019-01-09,1.0,-0.0,-0.978530534351145,-0.0,-0.9384908984145626,-0.7530093951849677,0.0
2019-01-10,1.0,-0.0,-0.9744860499265787,-0.0,-0.944640234948605,-0.7519456681350956,0.0
2019-01-11,1.0,-0.0,-0.9546806713430535,-0.0,-0.9493187410481473,-0.7685555841198723,0.0
2019-01-14,1.0,-0.013806560877729095,-0.9589116748278782,-0.0,-0.9545672103383527,-0.7544641213504657,0.0
2019-01-15,1.0,-0.012469103921496295,-0.9580182240749622,-0.0,-0.9542553583945108,-0.7643413140517211,0.0
2019-01-16,1.0,-0.013827433628318583,-0.955641592920354,-0.0,-0.9561578171091445,-0.7617256637168143,0.0
2019-01-17,1.0,-0.012704040180220104,-0.9590073122091735,-0.0,-0.9572346554398403,-0.7640519979319004,0.0
2019-01-18,1.0,-0.017198002328113852,-0.9590702564680261,-0.0,-0.9757425556682063,-0.803049078142015,0.0
2019-01-22,1.0,-0.0,-0.9949694712184632,-0.0,-1.1153949541108252,-0.7297338811873585,0.0
2019-01-23,1.0,-0.0,-0.921968741640873,-0.0,-1.1197982345523332,-0.7795865336848944,0.0
2019-01-24,1.0,-0.0,-0.8790474044023739,-0.0,-1.1389827961836074,-0.7382615881601682,0.0
2019-01-25,1.0,-0.0,-0.8476529596446895,-0.0,-1.2722643387701966,-0.7088597901830155,0.0
2019-01-28,1.0,-0.0,-0.824108476653771,-0.0,-1.3027157467345922,-0.7035660933849159,0.0
2019-01-29,1.0,-0.0,-0.8167472932504031,-0.0,-1.3072256776472393,-0.715388159410274,0.0
2019-01-30,1.0,-0.0,-0.8149001536098309,-0.0,-1.305568356374808,-0.7197772657450077,0.0
2019-01-31,1.0,-0.0,-0.8121105546848121,-0.0,-1.2580756145112582,-0.7525899308077526,0.0
2019-02-01,1.0,-0.0,-0.8085570084881853,-0.0,-1.269748413244628,-0.7452014988147129,0.0
2019-02-04,1.0,-0.0,-0.8148870283289368,-0.0,-1.258936422372596,-0.7492831746759949,0.0
2019-02-05,1.0,-0.0,-0.8115609588255533,-0.0,-1.2551898153457963,-0.7563176205222311,0.0
2019-02-06,1.0,-0.0,-0.8195449638130274,-0.0,-1.374425206925507,-0.8045903474749091,0.0
2019-02-07,1.0,-0.0,-0.81413801394566,-0.0,-1.3677566722769896,-0.8254788811413,0.0
2019-02-08,1.0,-0.0,-0.821923324742268,-0.0,-1.3970682989690721,-0.8080702319587628,0.0
2019-02-11,1.0,-0.0,-0.8220806965214237,-0.0,-1.4024346003466484,-0.8062799790398646,0.0
2019-02-12,1.0,-0.0,-0.7825815514281255,-0.0,-1.345676603714687,-0.7737630716403933,0.0
2019-02-13,1.0,-0.0,-0.817009910188913,-0.0,-1.3155001548467018,-0.7386961907711366,0.0
2019-02-14,1.0,-0.0,-0.7880681597640025,-0.0,-1.3403718511042968,-0.7530955245895276,0.0
2019-02-15,1.0,-0.0,-0.8064378182949111,-0.0,-1.3337868833339812,-0.7473467324962095,0.0
2019-02-19,1.0,-0.0,-0.7953670954953553,-0.0,-1.3448249057483772,-0.7464339849974736,0.0
2019-02-20,1.0,-0.0,-0.803118074724933,-0.0,-1.343182613428716,-0.7415730337078652,0.0
2019-02-21,1.0,-0.0,-0.7959651714219078,-0.0,-1.3448651170022545,-0.7462489310425251,0.0
2019-02-22,1.0,-0.0,-0.7923435678196659,-0.0,-1.3543334628837933,-0.7398367664205209,0.0
2019-02-25,1.0,-0.0,-0.7952688172043011,-0.0,-1.3674291300097752,-0.7473704789833823,0.0
2019-02-26,1.0,-0.0,-0.7887109968446886,-0.0,-1.3727942035760197,-0.733979977406412,0.0
2019-02-27,1.0,-0.0,-0.7772400874180455,-0.0,-1.3908054948485793,-0.7345847642834842,0.0
2019-02-28,1.0,-0.0,-0.7843634236693312,-0.0,-1.3941509066094755,-0.7208422694482355,0.0
2019-03-01,1.0,-0.0,-0.7812840891382266,-0.0,-1.404199781829515,-0.7103786816269284,0.0
2019-03-04,1.0,-0.0,-0.7629113433991485,-0.0,-1.410491676345335,-0.6980255516840883,0.0
2019-03-05,1.0,-0.0,-0.755330697061332,-0.0,-1.42141583313949,-0.7000852911529812,0.0
2019-03-06,1.0,-0.0,-0.7538366144783755,-0.0,-1.428421950085258,-0.6930708417299644,0.0
2019-03-07,1.0,-0.0,-0.7154550017373846,-0.0,-1.456970773329215,-0.688429018184626,0.0
2019-03-08,1.0,-0.0,-0.7055746408494691,-0.0,-1.5096424109931292,-0.6885930668332292,0.0
2019-03-11,1.0,-0.0,-0.7027794204612655,-0.0,-1.5016361127537947,-0.7380642617780406,0.0
2019-03-12,1.0,-0.0,-0.6681410639569636,-0.0,-1.5307830245068739,-0.785973301454473,0.0
2019-03-13,1.0,-0.0,-0.7030431073010198,-0.0,-1.5457278673871533,-0.8141226181286313,0.0
2019-03-14,1.0,-0.0,-0.7170585130141715,-0.0,-1.5283631786250864,-0.8151622203272831,0.0
2019-03-15,1.0,-0.0,-0.7156374908230687,-0.0,-1.5316910025287542,-0.8313076107349702,0.0
2019-03-18,1.0,-0.0,-0.7393726784977301,-0.0,-1.5399092034667767,-0.847833264548081,0.0
2019-03-19,1.0,-0.0,-0.7424889146740707,-0.0,-1.5369027392151173,-0.8646554224855995,0.0
2019-03-20,1.0,-0.0,-0.7370765004578373,-0.0,-1.5437858986098394,-0.8812952634645801,0.0
2019-03-21,1.0,-0.0,-0.7389549879357684,-0.0,-1.5684749147183625,-0.8526083700807054,0.0
2019-03-22,1.0,-0.0,-0.7349261001007725,-0.0,-1.616308364124958,-0.847623446422573,0.0
2019-03-25,1.0,-0.0,-0.6882108758821087,-0.0,-1.62266500622665,-0.8402656704026567,0.0
2019-03-26,1.0,-0.0,-0.7106694560669456,-0.0,-1.6257322175732218,-0.8476987447698745,0.0
2019-03-27,1.0,-0.0,-0.6774515927545284,-0.0,-1.6376014990630856,-0.8490110347699354,0.0
2019-03-28,1.0,-0.0,-0.6720423386256615,-0.0,-1.6294536817102137,-0.8656915447764305,0.0
2019-03-29,1.0,-0.0,-0.6739320691810794,-0.0,-1.6306313815378204,-0.8630131277349448,0.0
2019-04-01,1.0,-0.0,-0.6858239145848104,-0.0,-1.6320640613921675,-0.8527338699587104,0.0
2019-04-02,1.0,-0.0,-0.7032295606633693,-0.0,-1.6479487925516438,-0.8052703769898998,0.0
2019-04-03,1.0,-0.0,-0.7024404464434449,-0.0,-1.666375145760453,-0.7957687822755289,0.0
2019-04-04,1.0,-0.0,-0.6972480877951447,-0.0,-1.6501912204855338,-0.8095277685400731,0.0
2019-04-05,1.0,-0.0,-0.6867163743908027,-0.0,-1.662390136210272,-0.8163452326404798,0.0
2019-04-08,1.0,-0.0,-0.6832938437876709,-0.0,-1.664421997755331,-0.8090784387080684,0.0
2019-04-09,1.0,-0.0,-0.668529252324757,-0.0,-1.7081856469705183,-0.7932529919519621,0.0
2019-04-10,1.0,-0.0,-0.658920539730135,-0.0,-1.7153506580043312,-0.7903131767449608,0.0
2019-04-11,1.0,-0.0,-0.6492310257158337,-0.0,-1.7360063351810944,-0.7826449381069479,0.0
2019-04-12,1.0,-0.0,-0.647290431837426,-0.0,-1.7647332768839965,-0.8216765453005928,0.0
