Date,IWF,IWM,MTUM,RC,SPY,VLUE,VXX
2018-09-24,-0.19486183945139168,-0.5805768455022187,-0.0,1.0,-0.3957492940701896,-0.34998991528842277,0.0
2018-09-25,-0.19542750554547286,-0.5802077031659608,-0.0,1.0,-0.3954930429522081,-0.34951603145795523,0.0
2018-09-26,-0.1948667523888763,-0.579910748052341,-0.0,1.0,-0.3957088470362807,-0.3507551118170587,0.0
2018-09-27,-0.1991326710705461,-0.5733447632494579,-0.0,1.0,-0.39715596792900004,-0.3516716252332207,0.0
2018-09-28,-0.19919816435109308,-0.5733629188834817,-0.0,1.0,-0.3971607957840591,-0.35177387226102524,0.0
2018-10-01,-0.1990363512524911,-0.5742791554198935,-0.0,1.0,-0.3971645518528796,-0.3521354153527913,0.0
2018-10-02,-0.19919253091092606,-0.5751703255109766,-0.0,1.0,-0.39697199091597274,-0.3520060560181681,0.0
2018-10-03,-0.200571544180871,-0.5813565322947752,-0.0,1.0,-0.39669212482929544,-0.35031106165596076,0.0
2018-10-04,-0.20448795790325844,-0.5762497470147744,-0.0,1.0,-0.401816433920259,-0.3472981177899211,0.0
2018-10-05,-0.19893571410557115,-0.5746639429018184,-0.0,1.0,-0.4015787748102192,-0.3468008373054904,0.0
2018-10-08,-0.19777341191879505,-0.5733212432623042,-0.0,1.0,-0.401667422296106,-0.34600272026598156,0.0
2018-10-09,-0.19641373057647268,-0.5731986803334425,-0.0,1.0,-0.40204497947465184,-0.3467902384969904,0.0
2018-10-10,-0.19755293169859772,-0.5724427884494347,-0.0,1.0,-0.4027340701392211,-0.34483019057929054,0.0
2018-10-11,-0.15595028381287923,-0.5622675670385593,-0.0,1.0,-0.3848600508905852,-0.34360931689175966,0.0
2018-10-12,-0.15548404268189406,-0.5577681531128263,-0.0,1.0,-0.3747489656173631,-0.3316073459314283,0.0
2018-10-15,-0.12740489459655924,-0.5890477344317907,-0.0,1.0,-0.3718197237702932,-0.33479525078749695,0.0
2018-10-16,-0.12138433515482695,-0.6016029143897996,-0.0,1.0,-0.3714146933819065,-0.33428051001821496,0.0
2018-10-17,-0.10978645982955089,-0.5796466532605574,-0.0,1.0,-0.36735133582303936,-0.33718758977305374,0.0
2018-10-18,-0.1092945879311583,-0.5787873710414821,-0.0,1.0,-0.36831270794935017,-0.3372669172032458,0.0
2018-10-19,-0.103322528363047,-0.5772475927161789,-0.0,1.0,-0.36755172085041476,-0.3353036514443703,0.0
2018-10-22,-0.10379517497854486,-0.5771431295890149,-0.0,1.0,-0.367550300371889,-0.3354152760560694,0.0
2018-10-23,-0.11005470485654906,-0.5793220419961301,-0.0,1.0,-0.364778672272521,-0.33470294546236357,0.0
2018-10-24,-0.10896930610294996,-0.5805087782156932,-0.0,1.0,-0.3648393646243879,-0.3343126716827899,0.0
2018-10-25,-0.08578522368665306,-0.5509328011880453,-0.0,1.0,-0.3703824020790793,-0.31327733432337107,0.0
2018-10-26,-0.08209058589962602,-0.546008587654093,-0.0,1.0,-0.37023869984763835,-0.31014820628837897,0.0
2018-10-29,-0.08095128145924729,-0.547056107134611,-0.0,1.0,-0.3714846455783884,-0.309420457169245,0.0
2018-10-30,-0.080414656107866,-0.547018216239928,-0.0,1.0,-0.37148200309375934,-0.30986078082792695,0.0
2018-10-31,-0.08139508132606345,-0.541376216440058,-0.0,1.0,-0.3699818252927508,-0.3078427312673983,0.0
2018-11-01,-0.061918363586105224,-0.5592693264535151,-0.0,1.0,-0.3718326729936423,-0.31046715193955593,0.0
2018-11-02,-0.06971717636238216,-0.5320073580133363,-0.0,1.0,-0.3878362842032651,-0.3098183490457576,0.0
2018-11-05,-0.06884424420742921,-0.5342037513791835,-0.0,1.0,-0.3878493931592497,-0.3077418168444281,0.0
2018-11-06,-0.07457260532431376,-0.5395181887209222,-0.0,1.0,-0.38462069441568303,-0.302201974183751,0.0
2018-11-07,-0.07408599678086916,-0.5396412968498505,-0.0,1.0,-0.38369740170154054,-0.301954472292481,0.0
2018-11-08,-0.05259673553247347,-0.543248487615569,-0.0,1.0,-0.3783358064147928,-0.30868622303390025,0.0
2018-11-09,-0.05623054755043227,-0.5505244956772334,-0.0,1.0,-0.38291642651296826,-0.3158270893371758,0.0
2018-11-12,-0.05750435287289611,-0.5355542658154382,-0.0,1.0,-0.406639582124202,-0.32183401044689497,0.0
2018-11-13,-0.04329213560726369,-0.5333149209417939,-0.0,1.0,-0.40705194595963085,-0.3178899399295726,0.0
2018-11-14,-0.04340421614655251,-0.533163030470404,-0.0,1.0,-0.4070238424008101,-0.31779895056614194,0.0
2018-11-15,-0.04273582951694935,-0.5334959611534301,-0.0,1.0,-0.4071525556348238,-0.3179527305364417,0.0
2018-11-16,-0.04011388946292852,-0.5268994971412826,-0.0,1.0,-0.4066496750935685,-0.32249546508690957,0.0
2018-11-19,-0.04537815126050419,-0.527477840451249,-0.0,1.0,-0.4060320018418326,-0.3234258086796362,0.0
2018-11-20,-0.02286198137171888,-0.5230107330022655,-0.0,1.0,-0.4084719774812916,-0.3341419319404078,0.0
2018-11-21,-0.029420451189313218,-0.5207987822886612,-0.0,1.0,-0.40975077810845806,-0.31187950110184703,0.0
2018-11-23,-0.029771772453729986,-0.5190416713977518,-0.0,1.0,-0.4101737254456682,-0.3119336891109345,0.0
2018-11-26,-0.02862734389222647,-0.5278763881303478,-0.0,1.0,-0.4089750591662115,-0.3101447296559257,0.0
2018-11-27,-0.022065153368673828,-0.5308096597344932,-0.0,1.0,-0.40593992116351774,-0.30660142268134655,0.0
2018-11-28,-0.023457153865331006,-0.5263694671713166,-0.0,1.0,-0.4083357885909843,-0.3082066042653491,0.0
2018-11-29,-0.005565779433547287,-0.5190089321782845,-0.0,1.0,-0.4072669329862202,-0.31242425602585394,0.0
2018-11-30,-0.005519531512934999,-0.5191949561354304,-0.0,1.0,-0.40779465547802285,-0.31120285400166037,0.0
2018-12-03,-0.004641671898825006,-0.5192618172033366,-0.0,1.0,-0.4075701856668759,-0.3108798995425599,0.0
2018-12-04,-0.004622565299344763,-0.5195673637914011,-0.0,1.0,-0.408536038057625,-0.31123777039763034,0.0
2018-12-06,-0.0006351013972230739,-0.4869694713328369,-0.0,1.0,-0.4082825982217161,-0.29411764705882354,0.0
2018-12-07,-0.0002189908899789769,-0.48714523475823407,-0.0,1.0,-0.40789243167484235,-0.2946741415557113,0.0
2018-12-10,-0.0,-0.4916467261257342,-0.0,1.0,-0.4065042418968893,-0.2771807700674353,0.0
2018-12-11,-0.0,-0.4913738714239095,-0.0,1.0,-0.4089850973566844,-0.27518764277167407,0.0
2018-12-12,-0.0,-0.49150255684909144,-0.0,1.0,-0.4098574692634098,-0.2746817538896747,0.0
2018-12-13,-0.0,-0.4879805077555638,-0.0,1.0,-0.4143407226923662,-0.27315247895229183,0.0
2018-12-14,-0.0,-0.4763345815553427,-0.0,1.0,-0.42547679177915176,-0.27534180963162935,0.0
2018-12-17,-0.0,-0.47574525450631644,-0.0,1.0,-0.4234524146028571,-0.27514078841512474,0.0
2018-12-18,-0.0,-0.4823655537566184,-0.0,1.0,-0.4289589988185359,-0.2765720036756662,0.0
2018-12-19,-0.0,-0.48261897465084713,-0.0,1.0,-0.42922814237555273,-0.27719889672080905,0.0
2018-12-20,-0.0,-0.47450313807531375,-0.0,1.0,-0.43104951185495116,-0.27364452580195253,0.0
2018-12-21,-0.0,-0.47889399705241853,-0.0,1.0,-0.4357801192230703,-0.28499153120256926,0.0
2018-12-24,-0.0,-0.46544564409669104,-0.0,1.0,-0.42857455085894125,-0.29158106395069283,0.0
2018-12-26,-0.0,-0.4655274141736413,-0.0,1.0,-0.42888048775157883,-0.29085902843032274,0.0
2018-12-27,-0.0,-0.4552670175135881,-0.0,1.0,-0.41180657406608573,-0.2897722370804935,0.0
2018-12-28,-0.0,-0.45752591985859936,-0.0,1.0,-0.4104714073243808,-0.2875002694371996,0.0
2018-12-31,-0.0,-0.45995729353147985,-0.0,1.0,-0.40996052887000406,-0.2869529581778573,0.0
2019-01-02,-0.0,-0.45935344827586205,-0.0,1.0,-0.4078448275862069,-0.28797413793103444,0.0
2019-01-03,-0.0,-0.45901109555100716,-0.0,1.0,-0.4141979963373909,-0.28126683184315415,0.0
2019-01-04,-0.0,-0.460900499324947,-0.0,1.0,-0.39984570216231274,-0.2822793219467244,0.0
2019-01-07,-0.0,-0.4461717182384624,-0.0,1.0,-0.3948463406906748,-0.2711373957123245,0.0
2019-01-08,-0.0,-0.4463972622995839,-0.0,1.0,-0.3947485160227297,-0.2712773822852194,0.0
2019-01-09,-0.0,-0.4493918561607615,-0.0,1.0,-0.39549444738233736,-0.27039661554732947,0.0
2019-01-10,-0.0,-0.448937295125304,-0.0,1.0,-0.39572803214550073,-0.2701702442635085,0.0
2019-01-11,-0.0,-0.4353252247488102,-0.0,1.0,-0.3987308302485457,-0.28122686409307246,0.0
2019-01-14,-0.0,-0.43495934959349597,-0.0,1.0,-0.3987127371273712,-0.28351541327913277,0.0
2019-01-15,-0.0,-0.43208334215597005,-0.0,1.0,-0.39922078472060474,-0.2861075232388252,0.0
2019-01-16,-0.0,-0.42225914319964664,-0.0,1.0,-0.39719026688258424,-0.28364424067803734,0.0
2019-01-17,-0.0,-0.4232891134975785,-0.0,1.0,-0.3971151821436092,-0.28528111181301324,0.0
2019-01-18,-0.0,-0.42158747596814067,-0.0,1.0,-0.39847463714533204,-0.29260769442038326,0.0
2019-01-22,-0.0,-0.4455092582884224,-0.0,1.0,-0.4450059764715751,-0.2065133055130329,0.0
2019-01-23,-0.0,-0.43247213885449237,-0.0,1.0,-0.452494385795538,-0.21380149852036853,0.0
2019-01-24,-0.0,-0.4304520355245754,-0.0,1.0,-0.4558147347204434,-0.21329442146591363,0.0
2019-01-25,-0.0,-0.43113344406366294,-0.0,1.0,-0.5009145764564893,-0.1704476168450266,0.0
2019-01-28,-0.0,-0.4297662041436989,-0.0,1.0,-0.5095144564827134,-0.1726963610635916,0.0
2019-01-29,-0.0,-0.41921831686311023,-0.0,1.0,-0.5135535476225744,-0.18331675730579597,0.0
2019-01-30,-0.0,-0.4182099092044276,-0.0,1.0,-0.5128362505026561,-0.18540074922220576,0.0
2019-01-31,-0.0,-0.4327844627401309,-0.0,1.0,-0.4818239392020266,-0.19643234114418406,0.0
2019-02-01,-0.0,-0.4343329447917771,-0.0,1.0,-0.49113065592879096,-0.19387517219455336,0.0
2019-02-04,-0.0,-0.4281842818428184,-0.0,1.0,-0.4884188685636856,-0.2006055216802168,0.0
2019-02-05,-0.0,-0.41764829176273316,-0.0,1.0,-0.4837350660238943,-0.1946132886187382,0.0
2019-02-06,-0.0,-0.4106809750372032,-0.0,1.0,-0.4842069962901637,-0.20106474397937585,0.0
2019-02-07,-0.0,-0.41278691961010383,-0.0,1.0,-0.48728644796142967,-0.1961219997903784,0.0
2019-02-08,-0.0,-0.41302159781924935,-0.0,1.0,-0.48957852799329,-0.1942964982176557,0.0
2019-02-11,-0.0,-0.40826884253028267,-0.0,1.0,-0.4998948519515478,-0.19479727456258414,0.0
2019-02-12,-0.0,-0.41439794975212163,-0.0,1.0,-0.4895807075035711,-0.1966851525081926,0.0
2019-02-13,-0.0,-0.42112445414847155,-0.0,1.0,-0.4863117232112865,-0.19199277796439368,0.0
2019-02-14,-0.0,-0.4081160152385763,-0.0,1.0,-0.49565363810485996,-0.20100608280187748,0.0
2019-02-15,-0.0,-0.41500168605631427,-0.0,1.0,-0.493529758893947,-0.19903894790085988,0.0
2019-02-19,-0.0,-0.4066818335018538,-0.0,1.0,-0.5019590495449949,-0.1978429389956185,0.0
2019-02-20,-0.0,-0.41682636622091185,-0.0,1.0,-0.49683057807728753,-0.19227124355059494,0.0
2019-02-21,-0.0,-0.38166972593202103,-0.0,1.0,-0.5106019368314451,-0.21758761103023397,0.0
2019-02-22,-0.0,-0.38735119362273485,-0.0,1.0,-0.5163343412344321,-0.21079229484278858,0.0
2019-02-25,-0.0,-0.3832776202767316,-0.0,1.0,-0.5179198578259213,-0.2144882156306859,0.0
2019-02-26,-0.0,-0.37816452366421854,-0.0,1.0,-0.5238325722342642,-0.20242429344051852,0.0
2019-02-27,-0.0,-0.3744276893350695,-0.0,1.0,-0.5181039190154156,-0.20769101524761627,0.0
2019-02-28,-0.0,-0.37194253643826436,-0.0,1.0,-0.512104205059474,-0.21010638297872342,0.0
2019-03-01,-0.0,-0.3778834670745249,-0.0,1.0,-0.518028871336085,-0.19922898028452302,0.0
2019-03-04,-0.0,-0.37336573918873617,-0.0,1.0,-0.5130950385517935,-0.2087244384847469,0.0
2019-03-05,-0.0,-0.3676344018305099,-0.0,1.0,-0.5213804395742805,-0.21017276486764488,0.0
2019-03-06,-0.0,-0.3684155166610569,-0.0,1.0,-0.5170397172669134,-0.218213564456412,0.0
2019-03-07,-0.0,-0.3890073145245559,-0.0,1.0,-0.49661442006269596,-0.20424242424242425,0.0
2019-03-08,-0.0,-0.3860810015965045,-0.0,1.0,-0.5160280648684984,-0.19855474329888245,0.0
2019-03-11,-0.0,-0.38365765346094394,-0.0,1.0,-0.5144303046985834,-0.2193236919558727,0.0
2019-03-12,-0.0,-0.36080954009232347,-0.0,1.0,-0.5261369464865789,-0.25017096939647804,0.0
2019-03-13,-0.0,-0.3774173689685185,-0.0,1.0,-0.5153586515804446,-0.23005073555947098,0.0
2019-03-14,-0.0,-0.3882484997625523,-0.0,1.0,-0.529400336743945,-0.24096619608858955,0.0
2019-03-15,-0.0,-0.3984707063371708,-0.0,1.0,-0.5140434439009803,-0.2233708537132361,0.0
2019-03-18,-0.0,-0.4001490947816827,-0.0,1.0,-0.5113099041533546,-0.2184664536741214,0.0
2019-03-19,-0.0,-0.40297230835026193,-0.0,1.0,-0.5065968138565167,-0.2287608254036138,0.0
2019-03-20,-0.0,-0.40970257992628784,-0.0,1.0,-0.501928516328105,-0.23116482386217538,0.0
2019-03-21,-0.0,-0.41154546428188926,-0.0,1.0,-0.5115561743600728,-0.2188925779158188,0.0
2019-03-22,-0.0,-0.4058723422588914,-0.0,1.0,-0.5330992438766937,-0.21522586760302448,0.0
2019-03-25,-0.0,-0.335517300445358,-0.0,1.0,-0.5801216169921206,-0.22550531003768412,0.0
2019-03-26,-0.0,-0.3647789185786538,-0.0,1.0,-0.5901582408995203,-0.21571989841324968,0.0
2019-03-27,-0.0,-0.3562107822915084,-0.0,1.0,-0.5959788957161778,-0.21903293744707644,0.0
2019-03-28,-0.0,-0.3508802434253423,-0.0,1.0,-0.5921756139969572,-0.23038469897848293,0.0
2019-03-29,-0.0,-0.32781651137030043,-0.0,1.0,-0.5994005343063791,-0.24476010512369412,0.0
2019-04-01,-0.0,-0.33342015584641094,-0.0,1.0,-0.6007249679841983,-0.23641770311041654,0.0
2019-04-02,-0.0,-0.3450818783212233,-0.0,1.0,-0.6195206593644941,-0.204359613924737,0.0
2019-04-03,-0.0,-0.3469516437641329,-0.0,1.0,-0.6112367368237954,-0.21608105757523047,0.0
2019-04-04,-0.0,-0.3463129026641128,-0.0,1.0,-0.6072827790353473,-0.22294532474316556,0.0
2019-04-05,-0.0,-0.3404603112331633,-0.0,1.0,-0.6093457129157404,-0.22971971579268557,0.0
2019-04-08,-0.0,-0.3355924077665671,-0.0,1.0,-0.6132406459064264,-0.23033842533068927,0.0
2019-04-09,-0.0,-0.32603900500120114,-0.0,1.0,-0.6360042805040511,-0.2218655135512896,0.0
2019-04-10,-0.0,-0.3228841494029558,-0.0,1.0,-0.6378659215438015,-0.22222707328254274,0.0
2019-04-11,-0.0,-0.31827614075708266,-0.0,1.0,-0.6526506629387737,-0.2133854655861602,0.0
2019-04-12,-0.0,-0.3197360658961306,-0.0,1.0,-0.6528436277829973,-0.21232712097708056,0.0
2019-04-15,-0.0,-0.3209811766249098,-0.0,1.0,-0.6499639273299666,-0.2152773223147723,0.0
2019-04-16,-0.0,-0.32021599877571544,-0.0,1.0,-0.6505542073850594,-0.21545222010887388,0.0
2019-04-17,-0.0,-0.30726862502212,-0.0,1.0,-0.6476950982127058,-0.2570341532472129,0.0
2019-04-18,-0.0,-0.31049117998143155,-0.0,1.0,-0.6490339979663114,-0.25102789690083555,0.0
2019-04-22,-0.0,-0.3142394606701705,-0.0,1.0,-0.6502339609251991,-0.2531656798172665,0.0
2019-04-23,-0.0,-0.31676770368396506,-0.0,1.0,-0.6596495903004463,-0.24417649279417317,0.0
2019-04-24,-0.0,-0.309280865977552,-0.0,1.0,-0.659886429173506,-0.24901290980879287,0.0
2019-04-25,-0.0,-0.3275959613543389,-0.0,1.0,-0.6242710418661327,-0.2241274262337888,0.0
2019-04-26,-0.0,-0.3316646352080794,-0.0,1.0,-0.6147483893435487,-0.23014974751871844,0.0
2019-04-29,-0.0,-0.33684944643012815,-0.0,1.0,-0.6178188475285502,-0.22474065033562898,0.0
2019-04-30,-0.0,-0.34372341585778166,-0.0,1.0,-0.6156832806194786,-0.2218780674010252,0.0
2019-05-01,-0.0,-0.34028853918851076,-0.0,1.0,-0.6258375712071937,-0.2164480433027042,0.0
2019-05-02,-0.0,-0.34706317760264727,-0.0,1.0,-0.6039970392301999,-0.2259764009230635,0.0
2019-05-03,-0.0,-0.3502698233092523,-0.0,1.0,-0.6008355818609104,-0.22488902428409782,0.0
2019-05-06,-0.0,-0.3428397398246644,-0.0,1.0,-0.5994692075094085,-0.23307011246709738,0.0
2019-05-07,-0.0,-0.33964976476738107,-0.0,1.0,-0.6033934483359471,-0.23503659174072142,0.0
2019-05-08,-0.0,-0.3360910255575098,-0.0,1.0,-0.5876272989816083,-0.24769287559985237,0.0
2019-05-09,-0.0,-0.33544537268091573,-0.0,1.0,-0.5951611153303679,-0.2392969512856678,0.0
2019-05-10,-0.0,-0.3337789270687237,-0.0,1.0,-0.6013543127629734,-0.25628944600280507,0.0
2019-05-13,-0.0,-0.33475021910604735,-0.0,1.0,-0.5988606485539001,-0.25744960560911484,0.0
2019-05-14,-0.0,-0.28820970150869063,-0.0,1.0,-0.6104894045325656,-0.26584991017121584,0.0
2019-05-15,-0.0,-0.2882060160138498,-0.0,1.0,-0.6136550530188271,-0.2621726898939623,0.0
2019-05-16,-0.0,-0.2901116979825093,-0.0,1.0,-0.6109836349467487,-0.2635942505844662,0.0
2019-05-17,-0.0,-0.28798215407272654,-0.0,1.0,-0.603642821562385,-0.2741428973642605,0.0
2019-05-20,-0.0,-0.2850113305276789,-0.0,1.0,-0.6020502859609367,-0.2711125499082767,0.0
2019-05-21,-0.0,-0.2865370925642298,-0.0,1.0,-0.6000819725176348,-0.2705740233405958,0.0
2019-05-22,-0.0,-0.2871464684657433,-0.0,1.0,-0.600609294989521,-0.2728647667610138,0.0
2019-05-23,-0.0,-0.28808906182447036,-0.0,1.0,-0.598292261132728,-0.2753134457414613,0.0
2019-05-24,-0.0,-0.27617281821317696,-0.0,1.0,-0.6026862711279752,-0.2770567437047258,0.0
2019-05-28,-0.0,-0.27780772299001744,-0.0,1.0,-0.6006985619111275,-0.2775489963562666,0.0
2019-05-29,-0.0,-0.28579421955366174,-0.0,1.0,-0.6047517593130608,-0.26154044805991344,0.0
2019-05-30,-0.0,-0.2846062949833495,-0.0,1.0,-0.6022773659899023,-0.2615748200666022,0.0
2019-05-31,-0.0,-0.2882942999827794,-0.0,1.0,-0.5943473394179439,-0.2699328396762528,0.0
2019-06-03,-0.0,-0.29452612628059494,-0.0,1.0,-0.6043122294140341,-0.24441682026662095,0.0
2019-06-04,-0.0,-0.28640953626481996,-0.0,1.0,-0.5969598867997342,-0.2605535664515576,0.0
2019-06-05,-0.0,-0.28824593128390597,-0.0,1.0,-0.6009573449633018,-0.23820870120199977,0.0
2019-06-06,-0.0,-0.2836375212224108,-0.0,1.0,-0.585462648556876,-0.2531409168081494,0.0
2019-06-07,-0.0,-0.29457808323787704,-0.0,1.0,-0.5757710746255993,-0.2509015315429977,0.0
2019-06-10,-0.0,-0.30105548152378536,-0.0,1.0,-0.5578611163990946,-0.25627683651669947,0.0
2019-06-11,-0.0,-0.3046190405465617,-0.0,1.0,-0.5605227981583247,-0.25660393371666207,0.0
2019-06-12,-0.0,-0.3083349235629625,-0.0,1.0,-0.5572376651188431,-0.2547547865911838,0.0
2019-06-13,-0.0,-0.3066897981635848,-0.0,1.0,-0.5559810434561842,-0.25301485211357,0.0
2019-06-14,-0.0,-0.31339138424272794,-0.0,1.0,-0.5075278247614274,-0.2672638810582806,0.0
2019-06-17,-0.0,-0.3073242085466514,-0.0,1.0,-0.5186918817260474,-0.2636297147633476,0.0
2019-06-18,-0.0,-0.3118115502790377,-0.0,1.0,-0.5176096816671195,-0.26074869886921803,0.0
2019-06-19,-0.0,-0.2987224109543361,-0.0,1.0,-0.5256872512036014,-0.2597694920906192,0.0
2019-06-20,-0.0,-0.29976815589949246,-0.0,1.0,-0.5263487687198446,-0.262589552394678,0.0
