Date,IWF,IWM,KOMP,MTUM,SPY,VLUE,VXX
2019-06-21,-0.16347720311923017,-0.3752850967699894,1.0,-0.024719247561743814,-0.3857983795642635,-0.22286421791167974,0.0
2019-06-24,-0.1628871801555237,-0.3762109561666449,1.0,-0.024805595377731436,-0.38600721143403277,-0.22220774143099178,0.0
2019-06-25,-0.1622860370145104,-0.3733382570162482,1.0,-0.0260665566078721,-0.3873924754539925,-0.2231297245633852,0.0
2019-06-26,-0.1657104359542748,-0.37273438518711693,1.0,-0.025492241491719914,-0.39072890859303694,-0.21858564784630766,0.0
2019-06-27,-0.16805407637636113,-0.37031885065965353,1.0,-0.022669477710882655,-0.3889456410702254,-0.2234997500489035,0.0
2019-06-28,-0.16880012170473563,-0.3677873644404842,1.0,-0.023080433790450525,-0.38991154673679174,-0.2237411166409493,0.0
2019-07-01,-0.1671086956521739,-0.36860869565217386,1.0,-0.02360869565217391,-0.3896739130434782,-0.22491304347826085,0.0
2019-07-02,-0.16389631271320862,-0.37146644069269713,1.0,-0.023379614540555812,-0.3888490537340026,-0.2252352084827152,0.0
2019-07-03,-0.16465296188448,-0.36952931461601984,1.0,-0.02477291494632535,-0.3891086096744752,-0.2249989134686427,0.0
2019-07-05,-0.16497219325686477,-0.3694603753910323,1.0,-0.024070212026416404,-0.38838199513381993,-0.2255170316301703,0.0
2019-07-08,-0.16488529718456724,-0.36991657977059433,1.0,-0.023722627737226276,-0.38820820298922487,-0.225669099756691,0.0
2019-07-09,-0.1647260720337142,-0.37046530825042356,1.0,-0.022961289481687446,-0.38912542903071645,-0.22505104922448624,0.0
2019-07-10,-0.16572533344918972,-0.37053047747317197,1.0,-0.023135074075683187,-0.38853890602598073,-0.22437763392275276,0.0
2019-07-11,-0.16541402380745504,-0.3707967677469806,1.0,-0.02328612390303241,-0.388261360674255,-0.22445477452428536,0.0
2019-07-12,-0.16507743434913877,-0.3736831816503399,1.0,-0.02363213796998197,-0.3873237906991898,-0.22235495992528073,0.0
2019-07-15,-0.16506288420183765,-0.3736125290527184,1.0,-0.023763494580446163,-0.3871016790842149,-0.2226252796663553,0.0
2019-07-16,-0.16487455197132617,-0.3740197675681547,1.0,-0.023807972195068968,-0.3869881611817096,-0.22254806125773868,0.0
2019-07-17,-0.16482752628377792,-0.3741636979754974,1.0,-0.023764010774176732,-0.3869145885828482,-0.22254322703970805,0.0
2019-07-18,-0.16642427662853546,-0.374590288480323,1.0,-0.023833814495647834,-0.3855738131932536,-0.22025657166424278,0.0
2019-07-19,-0.1696901310650117,-0.3747070566791077,1.0,-0.021482510198767468,-0.3859040013887683,-0.2181885253016231,0.0
2019-07-22,-0.1689120295042846,-0.37377155873739015,1.0,-0.01978522616335828,-0.38520446903134825,-0.22173771558737387,0.0
2019-07-23,-0.16915433679003775,-0.373541024862238,1.0,-0.020002603375710505,-0.3849524883932832,-0.2218076105349937,0.0
2019-07-24,-0.16961207363878827,-0.374091983433441,1.0,-0.022638072728061235,-0.38285231042782486,-0.21920333065897607,0.0
2019-07-25,-0.1692474517458252,-0.3752114508783344,1.0,-0.022337887659943614,-0.38197787898503577,-0.21995228800693992,0.0
2019-07-26,-0.16921108557054257,-0.375764409940582,1.0,-0.021381792947911697,-0.3827904757774212,-0.2193693889057553,0.0
2019-07-29,-0.16821700383789762,-0.3740107114204558,1.0,-0.021986599882911597,-0.3827272924391249,-0.22136212840694725,0.0
2019-07-30,-0.16821700383789762,-0.37414080964461505,1.0,-0.021878184696112232,-0.3828357076259242,-0.221232030182788,0.0
2019-07-31,-0.16947866065232478,-0.37044587092297016,1.0,-0.021512838306731438,-0.384129944482998,-0.223043893129771,0.0
2019-08-01,-0.17270188956948984,-0.37497023873942126,1.0,-0.013246466526698556,-0.38581415986666956,-0.21772256011774638,0.0
2019-08-02,-0.1743793789464579,-0.37395121529279474,1.0,-0.014034253092293053,-0.38577977683591386,-0.2143196955280685,0.0
2019-08-05,-0.17452248588548314,-0.3743537606264466,1.0,-0.014449804235436632,-0.38525600813342276,-0.21458391918492722,0.0
2019-08-06,-0.17493235198614568,-0.37209654724537283,1.0,-0.020564996211711224,-0.3786773460331205,-0.2184652018616733,0.0
2019-08-07,-0.17482138991123622,-0.37200692790647333,1.0,-0.020523922927040486,-0.37962762502706215,-0.21799090712275385,0.0
2019-08-08,-0.1801524733604782,-0.37098241358399026,1.0,-0.02113835224811574,-0.37743654162696005,-0.21612665684830634,0.0
2019-08-09,-0.17944006053399633,-0.3687168954707599,1.0,-0.019846503080748028,-0.3747270565344287,-0.21917630526429574,0.0
2019-08-12,-0.17941348086357056,-0.36868152054113634,1.0,-0.019709117627990404,-0.3760508287770406,-0.21723251139973634,0.0
2019-08-13,-0.17832742367897605,-0.36945429386837325,1.0,-0.018204618178673356,-0.3794646717979763,-0.21663928046354752,0.0
2019-08-14,-0.17573637384469204,-0.37265699231234345,1.0,-0.018895223287552908,-0.3771702513604561,-0.21497365466010193,0.0
2019-08-15,-0.17844378417947723,-0.37480084399087116,1.0,-0.022520776816087502,-0.36816948714636355,-0.20910304439564226,0.0
2019-08-16,-0.17849837435135543,-0.37428676011454903,1.0,-0.02299593049544603,-0.36847318218030706,-0.20890123377042824,0.0
2019-08-19,-0.17888278979657732,-0.37399634054461306,1.0,-0.02255946615003767,-0.36880852437843076,-0.20835216876547197,0.0
2019-08-20,-0.17870125400615172,-0.37540599255769935,1.0,-0.02348841711298961,-0.367468972489299,-0.20591082144931278,0.0
2019-08-21,-0.18069078169664926,-0.37696391342661245,1.0,-0.023470243084660516,-0.3657231285060288,-0.2024415930534958,0.0
2019-08-22,-0.1807708015390237,-0.3769103454205447,1.0,-0.023343292564967866,-0.36579756249596973,-0.20267394622014917,0.0
2019-08-23,-0.1818240440212368,-0.3777916299464781,1.0,-0.023063860886013372,-0.3657760677514348,-0.2010188508909572,0.0
2019-08-26,-0.1838740130449708,-0.37605132166151733,1.0,-0.022635599038791625,-0.36337109509097154,-0.19964383796773086,0.0
2019-08-27,-0.18422350393447542,-0.3753939835759772,1.0,-0.021398400480284737,-0.3621003880872231,-0.201012028559789,0.0
2019-08-28,-0.18652205598662494,-0.3686286277703948,1.0,-0.025592660865091953,-0.3646847001328932,-0.1980108886697818,0.0
2019-08-29,-0.19103409869773819,-0.3658541809458533,1.0,-0.0267092186429061,-0.36439770390678544,-0.19388279643591502,0.0
2019-08-30,-0.19161279273879353,-0.3649227212398853,1.0,-0.026822794023205032,-0.3645802114997645,-0.19272594939418589,0.0
2019-09-03,-0.19102566847209437,-0.36417546188264005,1.0,-0.026845924942732975,-0.36417546188264005,-0.19460084348440407,0.0
2019-09-04,-0.19153856035627115,-0.36704063717723634,1.0,-0.025307241039695116,-0.36489958463580696,-0.19226651822035715,0.0
2019-09-05,-0.1917840476088539,-0.36744873057327565,1.0,-0.024874769876268358,-0.3650725692511881,-0.19152716530376332,0.0
2019-09-06,-0.1905851655402515,-0.36647702968602963,1.0,-0.027739755325519724,-0.3668833946445376,-0.18705620669005046,0.0
2019-09-09,-0.19016042780748663,-0.3651336898395722,1.0,-0.027978609625668446,-0.3670374331550802,-0.18872727272727272,0.0
2019-09-10,-0.2019175209193828,-0.3543989556359278,1.0,-0.05551394268838145,-0.3666188713163695,-0.16164102125109678,0.0
2019-09-11,-0.20297919698655936,-0.35142539166167286,1.0,-0.06206660388665355,-0.3668992380789316,-0.15687869189281742,0.0
2019-09-12,-0.20167869301757915,-0.3557801426032589,1.0,-0.06149497890927778,-0.36622915016165986,-0.15598569685030939,0.0
2019-09-13,-0.20174292871978244,-0.3557159069010556,1.0,-0.06145215510780892,-0.36599361925358115,-0.15630687536132581,0.0
2019-09-16,-0.2015545372789174,-0.35610894608367955,1.0,-0.06057556421566528,-0.36640829086548754,-0.15658858293006725,0.0
2019-09-17,-0.2013872535377106,-0.3583738305752392,1.0,-0.05992164586499968,-0.3664019181777311,-0.1547387125088309,0.0
2019-09-18,-0.20177279150430352,-0.3577056480966043,1.0,-0.06140538688819424,-0.3660985740590074,-0.15409155140667155,0.0
2019-09-19,-0.20190557756128893,-0.3571780323305856,1.0,-0.06166363344395675,-0.36634193341184024,-0.1540092067230489,0.0
2019-09-20,-0.20195272353545735,-0.3570572113737581,1.0,-0.06185765673175745,-0.3661142514559781,-0.15418379582048647,0.0
2019-09-23,-0.20353717026378898,-0.3568645083932854,1.0,-0.06018756423432682,-0.36763446385748544,-0.1529205207262761,0.0
2019-09-24,-0.20365294848186374,-0.3568155539377329,1.0,-0.06012590467217678,-0.36758597062224313,-0.15305554365980045,0.0
2019-09-25,-0.20465505047257765,-0.360187745129557,1.0,-0.05795237789065347,-0.36734606399622793,-0.1530465719368182,0.0
2019-09-26,-0.20515733516247964,-0.36073480236645805,1.0,-0.057060790534167884,-0.3671653948383778,-0.15339106576352568,0.0
2019-09-27,-0.20504190872258782,-0.3619584557010868,1.0,-0.05633561276769063,-0.3672104439537825,-0.1531222534245107,0.0
2019-09-30,-0.20714362329722194,-0.36344524294754904,1.0,-0.05880081518824413,-0.3647752869248096,-0.1510887053523544,0.0
2019-10-01,-0.20646974279769184,-0.3640731921831092,1.0,-0.058905549477658366,-0.3648883454533754,-0.1508033549992492,0.0
2019-10-02,-0.2049438877325494,-0.36553440765615947,1.0,-0.058386799133103025,-0.36632834796043173,-0.15059116365899192,0.0
2019-10-03,-0.20499506501308845,-0.36551087842767027,1.0,-0.05700982706089345,-0.3683645882504399,-0.14974466806848905,0.0
2019-10-04,-0.20631036703155184,-0.36428418115475425,1.0,-0.05739429062030479,-0.3687271946769693,-0.14968877441511053,0.0
2019-10-07,-0.20622960673192514,-0.3641593680233557,1.0,-0.057444616177228236,-0.3693757513309291,-0.14945045509187704,0.0
2019-10-08,-0.2065849627610483,-0.3646627030971647,1.0,-0.05694232791740895,-0.36882659741151724,-0.149299220879569,0.0
2019-10-09,-0.2073322464389909,-0.36541101767633427,1.0,-0.05461644070705337,-0.37055946456152394,-0.14726703277844516,0.0
2019-10-10,-0.2187608243851749,-0.37621233113959124,1.0,-0.08085815725666783,-0.3270479736750953,-0.1619977485278836,0.0
2019-10-11,-0.23092269326683293,-0.38208825761682746,1.0,-0.1224981025696628,-0.2616285373522715,-0.17135422313780768,0.0
2019-10-14,-0.22989699645113826,-0.3839695317233619,1.0,-0.12040162728295682,-0.25867739980957327,-0.17101618627196402,0.0
2019-10-15,-0.24085774873414983,-0.3852728610377808,1.0,-0.12491885575799541,-0.2508979962781841,-0.16192063011208724,0.0
2019-10-16,-0.23302064602786024,-0.3914729521870058,1.0,-0.13284516562317208,-0.250417036764228,-0.1586689486340692,0.0
2019-10-17,-0.227125243348475,-0.39891845122215014,1.0,-0.12591390871728314,-0.25589444083928187,-0.15524551157257194,0.0
2019-10-18,-0.23133280024205224,-0.39009314689546365,1.0,-0.12147997665924662,-0.2598603877158479,-0.15841455771433513,0.0
2019-10-21,-0.24059093268731613,-0.3766222529849455,1.0,-0.12034954144315625,-0.25657553209897904,-0.16884409067312683,0.0
2019-10-22,-0.23671570748593682,-0.37410212029424494,1.0,-0.12265253137170055,-0.2586542622241454,-0.17144093466032023,0.0
2019-10-23,-0.24330584237071673,-0.3727947702231747,1.0,-0.1223023140030738,-0.26109920557611965,-0.16514059354503538,0.0
2019-10-24,-0.24312333629103816,-0.372822299651568,1.0,-0.12121540026402926,-0.2618001601488952,-0.16521306295582922,0.0
2019-10-25,-0.24867358208632004,-0.37092058817160056,1.0,-0.12863546787361674,-0.25445568139983105,-0.16291660350390888,0.0
2019-10-28,-0.24632496422531547,-0.3845236546550453,1.0,-0.13861064134252635,-0.23689345648497462,-0.1617883005940766,0.0
2019-10-29,-0.24339821940546247,-0.3852421910366682,1.0,-0.12474940179784,-0.2440018107741059,-0.1583133932613335,0.0
2019-10-30,-0.24928440761863768,-0.3829118691488217,1.0,-0.12153233616700743,-0.24097707952222103,-0.15745184547508878,0.0
2019-10-31,-0.24879929357541297,-0.38103853029226165,1.0,-0.12422734810794513,-0.2389782688290151,-0.16069005621244425,0.0
2019-11-01,-0.24947264195617547,-0.3798699900985837,1.0,-0.12236859098540617,-0.2393990270782212,-0.1613500365921908,0.0
2019-11-04,-0.24982243171692387,-0.380039172639418,1.0,-0.1265577581197133,-0.23361529024342995,-0.16230817244570717,0.0
2019-11-05,-0.24818649503842263,-0.3806746023204254,1.0,-0.1313903179284069,-0.23348472781281615,-0.1588135264868588,0.0
2019-11-06,-0.2480575106002884,-0.3802974537784378,1.0,-0.13122834205032177,-0.2334215793891651,-0.15929489249047588,0.0
2019-11-07,-0.24817125645438898,-0.37570998278829604,1.0,-0.13024956970740104,-0.23648881239242686,-0.1608433734939759,0.0
2019-11-08,-0.24841408081199062,-0.3777605745865858,1.0,-0.12986258951035418,-0.235017095671247,-0.1593445584155861,0.0
2019-11-11,-0.2502574886275856,-0.3795596944468286,1.0,-0.122607501502017,-0.23633164535233028,-0.1569822332846966,0.0
2019-11-12,-0.25151794717758374,-0.3699285545710056,1.0,-0.1227016241498423,-0.2402111180244159,-0.1611920444549336,0.0
2019-11-13,-0.25677772509805613,-0.3711046937631999,1.0,-0.13936899271583122,-0.22867548812551183,-0.1591526227317788,0.0
2019-11-14,-0.25527376155487086,-0.36915253506862894,1.0,-0.1428386735331509,-0.22267232648839666,-0.16481716908358293,0.0
2019-11-15,-0.2542785705048067,-0.3677846273224986,1.0,-0.1533172392981851,-0.21366987110402205,-0.16637927318187695,0.0
2019-11-18,-0.2501936483346243,-0.37156812118082455,1.0,-0.15504776658920733,-0.21107668474051125,-0.16376194164730182,0.0
2019-11-19,-0.2519327260589616,-0.3757133320412602,1.0,-0.1532614079290221,-0.2104571785429722,-0.1620905743265069,0.0
2019-11-20,-0.2559075453019412,-0.37679163259157233,1.0,-0.15600654241811215,-0.20537597383032755,-0.1580080058537425,0.0
2019-11-21,-0.28120049478092923,-0.35713200668388273,1.0,-0.17783902259065557,-0.17382435277012218,-0.18007421713938498,0.0
2019-11-22,-0.2961984187154771,-0.35581067908588754,1.0,-0.1822592873388931,-0.16711794649626338,-0.1647568504278133,0.0
2019-11-25,-0.296263403010939,-0.35578901765406695,1.0,-0.1824109173616376,-0.16711794649626338,-0.16458355897324814,0.0
2019-11-26,-0.2954860209469402,-0.3507746905565654,1.0,-0.1815762139703973,-0.17118930148013503,-0.1649138751839349,0.0
2019-11-27,-0.2958773144142585,-0.3427712406990829,1.0,-0.1826224260252639,-0.17498702197612043,-0.16674597681259734,0.0
2019-11-29,-0.29597850580689894,-0.3419353440804299,1.0,-0.1859507713641879,-0.17810712428497139,-0.16480325879701857,0.0
2019-12-02,-0.29540922490029475,-0.34146870123114276,1.0,-0.18675221085486388,-0.17879746835443036,-0.1650988382174441,0.0
2019-12-03,-0.2930911140497301,-0.342907932103449,1.0,-0.1874959353118429,-0.18023369247111365,-0.16408333152680527,0.0
2019-12-04,-0.2933422941010688,-0.34775727881717866,1.0,-0.19034405012248792,-0.17668610575151214,-0.15979794914041667,0.0
2019-12-05,-0.2943312225800177,-0.34937649931922804,1.0,-0.18501869421451883,-0.17883771692852976,-0.153595124375959,0.0
2019-12-06,-0.294318648759705,-0.3494885270010164,1.0,-0.18560089967343582,-0.17991306040355542,-0.15335539263392373,0.0
2019-12-09,-0.2860372600595639,-0.3421229973261451,1.0,-0.19662616030086305,-0.1895828351557575,-0.15945305536836157,0.0
2019-12-10,-0.29541381827835667,-0.34297913762969845,1.0,-0.22030486051193557,-0.20329196256719984,-0.1503727793632884,0.0
2019-12-11,-0.2966324971771426,-0.3405805123209423,1.0,-0.2219319414616866,-0.20273651116965927,-0.15210219850776008,0.0
2019-12-12,-0.3018976550563539,-0.33413786231482917,1.0,-0.2191714089590576,-0.20356059431810633,-0.15553242842275414,0.0
2019-12-13,-0.30122164822739067,-0.3340576014899231,1.0,-0.2251513203112875,-0.20195995831762856,-0.15475688978560184,0.0
2019-12-16,-0.30210643015521066,-0.33374722838137466,1.0,-0.2292239467849224,-0.20248337028824834,-0.1497560975609756,0.0
