Date,IWF,IWM,MTUM,SPY,UA,VLUE,VXX
2018-09-24,-0.6504056128042096,-1.5898925674194255,-0.22193597895198422,-0.9969304976978732,1.0,-1.0221442666082001,0.0
2018-09-25,-0.6546261784696339,-1.5868778776584083,-0.2281846086384565,-0.9942446831835124,1.0,-1.017265950449463,0.0
2018-09-26,-0.654312188168211,-1.58692910795548,-0.22682164592357035,-0.9950655189429246,1.0,-1.0196282690937004,0.0
2018-09-27,-0.6700655900347241,-1.573830127321832,-0.23408477098605524,-1.005732238328832,1.0,-1.027999779529295,0.0
2018-09-28,-0.6674935229590431,-1.576043217022215,-0.2350476820461937,-1.0056226227881595,1.0,-1.0281682376936223,0.0
2018-10-01,-0.6672179953688389,-1.5766346896019405,-0.23563788730841326,-1.005458154151505,1.0,-1.02839342816187,0.0
2018-10-02,-0.6677874545254107,-1.5712710836732444,-0.23801124462573037,-1.0059530371513614,1.0,-1.0290486164700694,0.0
2018-10-03,-0.6736141906873614,-1.5939578713968956,-0.24151884700665185,-1.007871396895787,1.0,-1.0262749445676274,0.0
2018-10-04,-0.6746260387811635,-1.5903047091412745,-0.24227146814404432,-1.0086980609418283,1.0,-1.0242105263157895,0.0
2018-10-05,-0.6613686534216335,-1.587748344370861,-0.2270971302428256,-1.0125827814569537,1.0,-1.0299116997792495,0.0
2018-10-08,-0.659484183842169,-1.5854733825636504,-0.22467761490135565,-1.01267496969029,1.0,-1.0284911275212167,0.0
2018-10-09,-0.6596307522733535,-1.5860567649490218,-0.22474510884541193,-1.012565445026178,1.0,-1.0281620281069166,0.0
2018-10-10,-0.6613036530938343,-1.5843848145903352,-0.2266791558763568,-1.0134442669017576,1.0,-1.02407846162323,0.0
2018-10-11,-0.588935125906957,-1.5812526675202732,-0.1362569355527102,-0.9887430644472898,1.0,-1.0398527528809218,0.0
2018-10-12,-0.6100539169045354,-1.5830426049265252,-0.1292419917538852,-0.9590865842055186,1.0,-1.0045459350882757,0.0
2018-10-15,-0.5975738396624473,-1.6015822784810128,-0.11112869198312236,-0.9578586497890296,1.0,-1.0061181434599158,0.0
2018-10-16,-0.595495543013872,-1.6098422912600874,-0.10501608734637903,-0.958120154016562,1.0,-1.0060657207658632,0.0
2018-10-17,-0.5700227884814585,-1.554278019473793,-0.08100269318417237,-0.9538015330432981,1.0,-1.0201470892894138,0.0
2018-10-18,-0.572347266881029,-1.5594336687065657,-0.07888185872834769,-0.9535836531480137,1.0,-1.0219375583445702,0.0
2018-10-19,-0.5550753717137419,-1.5486957863867883,-0.06112054329371817,-0.9572979369244227,1.0,-1.0226886865256986,0.0
2018-10-22,-0.5553097345132744,-1.5480037044659396,-0.0633360773821774,-0.9564725252109488,1.0,-1.0219695410578309,0.0
2018-10-23,-0.56000617824229,-1.5482160325387424,-0.07228543479380116,-0.9496988106883592,1.0,-1.0183287854605363,0.0
2018-10-24,-0.5606995884773662,-1.5457818930041152,-0.06316872427983539,-0.9521604938271605,1.0,-1.0222222222222224,0.0
2018-10-25,-0.5072340425531914,-1.48450563204005,-0.04265331664580726,-0.9877346683354192,1.0,-0.9841301627033792,0.0
2018-10-26,-0.48850346878097123,-1.4694747274529238,-0.01456888007928642,-1.0061446977205153,1.0,-0.9766600594648166,0.0
2018-10-29,-0.47297297297297297,-1.4795817715525745,-0.0,-0.9986190570132176,1.0,-0.9808147563622016,0.0
2018-10-30,-0.44760116606551714,-1.4838677800286575,-0.0,-1.0035574880181828,1.0,-1.0058797371411632,0.0
2018-10-31,-0.5832061964558152,-1.765989907287877,-0.02235653092360052,-1.2462739115127333,1.0,-1.2500293392794273,0.0
2018-11-01,-0.539305737802696,-1.856316354527019,-0.0,-1.2818203507097696,1.0,-1.2870690683526185,0.0
2018-11-02,-0.5387491098979349,-1.8357464989318777,-0.0,-1.280382150486589,1.0,-1.2790766674578684,0.0
2018-11-05,-0.5319679430097952,-1.8576432175719797,-0.0,-1.2826357969723954,1.0,-1.2642327100029684,0.0
2018-11-06,-0.537183215621105,-1.8611787049676538,-0.0,-1.2785922013175857,1.0,-1.258056857973767,0.0
2018-11-07,-0.5386220050065562,-1.8717964000476812,-0.0,-1.2838836571701036,1.0,-1.265883895577542,0.0
2018-11-08,-0.4789436117059243,-1.8948965024982158,-0.0,-1.2793242921722578,1.0,-1.294967880085653,0.0
2018-11-09,-0.47826086956521735,-1.894486409326117,-0.0,-1.2804377564979479,1.0,-1.2945934693392018,0.0
2018-11-12,-0.47723230167200287,-1.8645203367722045,-0.0,-1.295624332977588,1.0,-1.2917111348274635,0.0
2018-11-13,-0.425927017626599,-1.8694216824854093,-0.0,-1.307139067381949,1.0,-1.2926958674762719,0.0
2018-11-14,-0.42850401132609717,-1.8689240207645115,-0.0,-1.3087541293062765,1.0,-1.2928857951864088,0.0
2018-11-15,-0.4261658031088083,-1.869642016015073,-0.0,-1.3108219500706548,1.0,-1.2812647197362224,0.0
2018-11-16,-0.41864705882352937,-1.8536470588235294,-0.0,-1.3133529411764704,1.0,-1.2967058823529412,0.0
2018-11-19,-0.4334870521461511,-1.858519569587324,-0.0,-1.3171928579874659,1.0,-1.3030625517322927,0.0
2018-11-20,-0.38332551594746717,-1.8463297373358352,-0.0,-1.3146693245778613,1.0,-1.3187734521575984,0.0
2018-11-21,-0.3931564245810056,-1.84118947858473,-0.0,-1.3137220670391063,1.0,-1.2712988826815643,0.0
2018-11-23,-0.39289658780445275,-1.8346799976748243,-0.0,-1.3146544207405686,1.0,-1.2707085973376737,0.0
2018-11-26,-0.39169087739686226,-1.8402672864613596,-0.0,-1.3113887274840208,1.0,-1.267228355607205,0.0
2018-11-27,-0.375129892622099,-1.8417041912019398,-0.0,-1.3001385521302389,1.0,-1.2560327906708233,0.0
2018-11-28,-0.37494947161748576,-1.846682450770919,-0.0,-1.298088583472888,1.0,-1.2549517814864009,0.0
2018-11-29,-0.3383231828789345,-1.821503785075986,-0.0,-1.2824292788434173,1.0,-1.2495304229039785,0.0
2018-11-30,-0.33870325041270566,-1.8229065862127856,-0.0,-1.2847953549268516,1.0,-1.246143336938578,0.0
2018-12-03,-0.3372787799465089,-1.8231377681670744,-0.0,-1.2844135890286235,1.0,-1.2456609571501736,0.0
2018-12-04,-0.3219473445301861,-1.8309691330004536,-0.0,-1.278370403994553,1.0,-1.2427939173853835,0.0
2018-12-06,-0.29932122951272,-1.7332376800397329,-0.0,-1.2860769273218917,1.0,-1.1998785938965841,0.0
2018-12-07,-0.3114835711915035,-1.735756167717668,-0.0,-1.2899657041708152,1.0,-1.1943245934284765,0.0
2018-12-10,-0.26633879781420766,-1.7432786885245903,-0.0,-1.2872677595628417,1.0,-1.1675956284153006,0.0
2018-12-11,-0.24459243766855635,-1.763168033463592,-0.0,-1.2931917001486049,1.0,-1.2029280642853213,0.0
2018-12-12,-0.24415083952656205,-1.7635012386457474,-0.0,-1.2930911092760802,1.0,-1.2042939719240298,0.0
2018-12-13,-0.2530024474927429,-1.7970288576469917,-0.0,-1.389663612043941,1.0,-1.2522055893904034,0.0
2018-12-14,-0.2505300555842072,-1.8292934502320786,-0.0,-1.3882299008652799,1.0,-1.2623345367027679,0.0
2018-12-17,-0.21962216768449289,-1.8310598710119284,-0.0,-1.3682438216996746,1.0,-1.288510929741453,0.0
2018-12-18,-0.19946838592919355,-1.813878520529352,-0.0,-1.3572559665196244,1.0,-1.2848094107001469,0.0
2018-12-19,-0.20866364665911663,-1.8132502831257078,-0.0,-1.3556058890147225,1.0,-1.284937712344281,0.0
2018-12-20,-0.2075832583258326,-1.7930355535553555,-0.0,-1.3515976597659767,1.0,-1.2733460846084608,0.0
2018-12-21,-0.19759709416038002,-1.791729533389215,-0.0,-1.3488125174629786,1.0,-1.2500139703827886,0.0
2018-12-24,-0.17032236623462943,-1.7651489974520882,-0.0,-1.3382075994239504,1.0,-1.2653151656142683,0.0
2018-12-26,-0.16658441629654,-1.7805560125020563,-0.0,-1.2970883368975161,1.0,-1.239129242748259,0.0
2018-12-27,-0.09209906277815594,-1.7149065396094036,-0.0,-1.1934132677103513,1.0,-1.2354573537881566,0.0
2018-12-28,-0.08618073360891632,-1.7212600073256241,-0.0,-1.1927685626079223,1.0,-1.2324315839045574,0.0
2018-12-31,-0.09030433188413388,-1.7166727777486774,-0.0,-1.1954324027028442,1.0,-1.2356607825677022,0.0
2019-01-02,-0.08532566047606593,-1.7162437876013603,-0.0,-1.1928328537797541,1.0,-1.2370912895631705,0.0
2019-01-03,-0.08940241543368015,-1.7140168348408011,-0.0,-1.1948554399539917,1.0,-1.2299890207559994,0.0
2019-01-04,-0.05036083277088417,-1.724728726442033,-0.0,-1.1797414464461866,1.0,-1.2370074243289548,0.0
2019-01-07,-0.014329996442908685,-1.6844351847146706,-0.0,-1.1741450276944967,1.0,-1.2086996290461913,0.0
2019-01-08,-0.016421692853522553,-1.6695894576786618,-0.0,-1.1786112519006589,1.0,-1.2038013177901672,0.0
2019-01-09,-0.011489017106994634,-1.653304990383642,-0.0,-1.1808381415122988,1.0,-1.2156088672942604,0.0
2019-01-10,-0.01163378856853819,-1.6512898330804249,-0.0,-1.1810824481537685,1.0,-1.2141628730399596,0.0
2019-01-11,-0.014433302947432392,-1.6291400790033423,-0.0,-1.1874303656436747,1.0,-1.2333130760660387,0.0
2019-01-14,-0.020627439055293698,-1.6256651968982818,-0.0,-1.187066038213978,1.0,-1.234757488216512,0.0
2019-01-15,-0.017363931762794476,-1.617587327376117,-0.0,-1.19019090170593,1.0,-1.2520816409423232,0.0
2019-01-16,-0.0012685203978079968,-1.6196468439212501,-0.0,-1.1839354576821595,1.0,-1.2692307692307692,0.0
2019-01-17,-0.0031965092089908166,-1.6155056065756763,-0.0,-1.185803440052768,1.0,-1.269369323659242,0.0
2019-01-18,-0.014717906786590353,-1.6012367130008176,-0.0,-1.1926103843008995,1.0,-1.3018192968111204,0.0
2019-01-22,-0.0,-1.729099973760168,-0.0,-1.2162686958803464,1.0,-1.3025977433744425,0.0
2019-01-23,-0.0,-1.6874802402782167,-0.0,-1.2379597428601539,1.0,-1.3438191590262407,0.0
2019-01-24,-0.0,-1.6853062084958366,-0.0,-1.241909982080742,1.0,-1.3431537893960157,0.0
2019-01-25,-0.0,-1.6597499191548992,-0.0,-1.3126549531098415,1.0,-1.4172685135280803,0.0
2019-01-28,-0.0,-1.6504582210242587,-0.0,-1.3235040431266847,1.0,-1.4168194070080862,0.0
2019-01-29,-0.0,-1.6504524886877827,-0.0,-1.3165266106442577,1.0,-1.4197909933204051,0.0
2019-01-30,-0.0,-1.6010248166381995,-0.0,-1.171907967447001,1.0,-1.2506781874811614,0.0
2019-01-31,-0.0,-1.606457768404138,-0.0,-1.1350306317163805,1.0,-1.2801044491312643,0.0
2019-02-01,-0.0,-1.6056153768743082,-0.0,-1.1402837878635403,1.0,-1.2858005434235684,0.0
2019-02-04,-0.0,-1.6139948093431822,-0.0,-1.1201836693950888,1.0,-1.2567877819924136,0.0
2019-02-05,-0.0,-1.5977235285307774,-0.0,-1.1172183116169936,1.0,-1.2773700763816085,0.0
2019-02-06,-0.0,-1.5951263357635075,-0.0,-1.1188954359332868,1.0,-1.2794866673324679,0.0
2019-02-07,-0.0,-1.589857385060337,-0.0,-1.1221202752568067,1.0,-1.2746085568963799,0.0
2019-02-08,-0.0,-1.5882029492626843,-0.0,-1.1371657085728568,1.0,-1.2733816545863534,0.0
2019-02-11,-0.0,-1.5795785248369292,-0.0,-1.1566482689412945,1.0,-1.281334671349724,0.0
2019-02-12,-0.0,-1.57984800442901,-0.0,-1.1705672152599527,1.0,-1.2825507071317126,0.0
2019-02-13,-0.0,-1.6016509790104192,-0.0,-1.1608194493380983,1.0,-1.2710021643932148,0.0
2019-02-14,-0.0,-1.6082650444924842,-0.0,-1.161128148408828,1.0,-1.2580061334271782,0.0
2019-02-15,-0.0,-1.585588294247344,-0.0,-1.1646121467227903,1.0,-1.260823812387252,0.0
2019-02-19,-0.0,-1.5596432552954294,-0.0,-1.2239282456673761,1.0,-1.2838248707813926,0.0
2019-02-20,-0.0,-1.5696029210406208,-0.0,-1.2177595212738983,1.0,-1.283888635326335,0.0
2019-02-21,-0.0,-1.585520316141453,-0.0,-1.2130408349376838,1.0,-1.2677576248860067,0.0
2019-02-22,-0.0,-1.5786807173979125,-0.0,-1.227024014591144,1.0,-1.260614043976087,0.0
2019-02-25,-0.0,-1.5687468290208015,-0.0,-1.2387113140537798,1.0,-1.2661085743277525,0.0
2019-02-26,-0.0,-1.5695078640284121,-0.0,-1.2397767630644343,1.0,-1.2642313546423136,0.0
2019-02-27,-0.0,-1.5653513868539384,-0.0,-1.2214419239124943,1.0,-1.265497903299146,0.0
2019-02-28,-0.0,-1.5808883043302309,-0.0,-1.233963982193444,1.0,-1.2437778227438285,0.0
2019-03-01,-0.0,-1.5805016181229774,-0.0,-1.2384708737864079,1.0,-1.2376618122977348,0.0
2019-03-04,-0.0,-1.5756947953511875,-0.0,-1.236432541687721,1.0,-1.2409297625063163,0.0
2019-03-05,-0.0,-1.5641818273957329,-0.0,-1.2539907768712308,1.0,-1.2494805655500938,0.0
2019-03-06,-0.0,-1.5607964332759146,-0.0,-1.2579795318674638,1.0,-1.2475934745161616,0.0
2019-03-07,-0.0,-1.5326729670996109,-0.0,-1.2820033355233236,1.0,-1.2390963764087533,0.0
2019-03-08,-0.0,-1.5290421455938699,-0.0,-1.324699872286079,1.0,-1.2548148148148146,0.0
2019-03-11,-0.0,-1.5224042027194067,-0.0,-1.3261742892459827,1.0,-1.3018129377832715,0.0
2019-03-12,-0.0,-1.491798156538041,-0.0,-1.3597875331979379,1.0,-1.3559339686507317,0.0
2019-03-13,-0.0,-1.5114683703393381,-0.0,-1.369815668202765,1.0,-1.355414746543779,0.0
2019-03-14,-0.0,-1.5155162488879586,-0.0,-1.3642262808100893,1.0,-1.3533936888377205,0.0
2019-03-15,-0.0,-1.5034942987756816,-0.0,-1.3783300930061477,1.0,-1.3727602333035571,0.0
2019-03-18,-0.0,-1.5312599681020735,-0.0,-1.3959064327485382,1.0,-1.389101541733121,0.0
2019-03-19,-0.0,-1.5289388211490336,-0.0,-1.402321495128055,1.0,-1.3932697939406848,0.0
2019-03-20,-0.0,-1.525278810408922,-0.0,-1.39830058417419,1.0,-1.3870950610727562,0.0
2019-03-21,-0.0,-1.5291287798688942,-0.0,-1.3898287164305352,1.0,-1.367572425459928,0.0
2019-03-22,-0.0,-1.525202472293265,-0.0,-1.4348891730605284,1.0,-1.3680733162830347,0.0
2019-03-25,-0.0,-1.42367813680235,-0.0,-1.4624947545111204,1.0,-1.3593159882501047,0.0
2019-03-26,-0.0,-1.4430727023319616,-0.0,-1.4581091062572544,1.0,-1.374749393267912,0.0
2019-03-27,-0.0,-1.4234257989663537,-0.0,-1.4735259993671552,1.0,-1.376753507014028,0.0
2019-03-28,-0.0,-1.4238470072375717,-0.0,-1.4722383644143904,1.0,-1.3868138834592425,0.0
2019-03-29,-0.0,-1.412092534174553,-0.0,-1.464931650893796,1.0,-1.380651945320715,0.0
2019-04-01,-0.0,-1.4246488874861922,-0.0,-1.4621008889590237,1.0,-1.373362789963705,0.0
2019-04-02,-0.0,-1.446797358213649,-0.0,-1.4836985008910786,1.0,-1.3111437257574168,0.0
2019-04-03,-0.0,-1.4479308538501834,-0.0,-1.4848611838658985,1.0,-1.3055526453640651,0.0
2019-04-04,-0.0,-1.4449279161205766,-0.0,-1.4845085190039318,1.0,-1.31302752293578,0.0
2019-04-05,-0.0,-1.4380391331790445,-0.0,-1.4899537134441405,1.0,-1.331843046496949,0.0
2019-04-08,-0.0,-1.428220409870347,-0.0,-1.4863550815558344,1.0,-1.3133626097867002,0.0
2019-04-09,-0.0,-1.4056598838729926,-0.014123554951090652,-1.5167651828215722,1.0,-1.2943976565360673,0.0
2019-04-10,-0.0,-1.3865117006306351,-0.013133892739875957,-1.502267160056288,1.0,-1.3098973263146922,0.0
2019-04-11,-0.0,-1.3854253544620516,-0.016628440366972478,-1.5015638031693075,1.0,-1.309059633027523,0.0
2019-04-12,-0.0,-1.3861590979621392,-0.018930381710975483,-1.4732595427743869,1.0,-1.293886417709734,0.0
2019-04-15,-0.0,-1.3896944588296218,-0.013153806317969965,-1.476437079233558,1.0,-1.2993785603314347,0.0
2019-04-16,-0.0,-1.373065254280866,-0.005347868565845631,-1.468092764950892,1.0,-1.2956754255155039,0.0
2019-04-17,-0.0,-1.3482579383459419,-0.035767587875045026,-1.4804178889403532,1.0,-1.2819721064278728,0.0
2019-04-18,-0.0,-1.3238802149987203,-0.04980803685692348,-1.4689019708216022,1.0,-1.2764781162016894,0.0
2019-04-22,-0.0,-1.32540579412369,-0.04592151222519006,-1.4789397986439285,1.0,-1.2863673720978015,0.0
2019-04-23,-0.0,-1.3174497332786215,-0.04241895773491998,-1.4760463684858434,1.0,-1.293342224045958,0.0
2019-04-24,-0.0,-1.3001996212315097,-0.04458207503710908,-1.4748426063366946,1.0,-1.29881762809029,0.0
2019-04-25,-0.0,-1.300917619316143,-0.06361818834264622,-1.4745988619469936,1.0,-1.2872302250474188,0.0
2019-04-26,-0.0,-1.288170387477547,-0.07169617654606107,-1.4849371311265076,1.0,-1.28729792147806,0.0
2019-04-29,-0.0,-1.2849961528597076,-0.07001795332136446,-1.4846370864324185,1.0,-1.2899204924339576,0.0
2019-04-30,-0.0,-1.2774759073200737,-0.07150912446175928,-1.4832889071150297,1.0,-1.2937769120360878,0.0
2019-05-01,-0.0,-1.2512526843235503,-0.0868186931179057,-1.49171694447285,1.0,-1.283208917067185,0.0
2019-05-02,-0.0,-1.2376740876283419,-0.09484598963098506,-1.4957304056114669,1.0,-1.2546508081732235,0.0
2019-05-03,-0.0,-1.2712803823858436,-0.08537577545001525,-1.4811858029085732,1.0,-1.2470253228923014,0.0
2019-05-06,-0.0,-1.2144238599348534,-0.10713558631921824,-1.496081026058632,1.0,-1.2719360749185669,0.0
2019-05-07,-0.0,-1.208339705357598,-0.10878319824641892,-1.500535250038232,1.0,-1.2799612580924706,0.0
2019-05-08,-0.0,-1.1895792192009722,-0.13185477745708643,-1.4690364069066788,1.0,-1.273026482353537,0.0
2019-05-09,-0.0,-1.1856020278833967,-0.13728770595690748,-1.4792395437262356,1.0,-1.2675792141951836,0.0
2019-05-10,-0.0,-1.1796219549176183,-0.1376225614070555,-1.4782169210552916,1.0,-1.2586172040836956,0.0
2019-05-13,-0.0,-1.1807806897944755,-0.1260415088622936,-1.475433015199717,1.0,-1.2674847245366863,0.0
2019-05-14,-0.0,-1.1105637657361795,-0.20789172513310442,-1.4265810817534956,1.0,-1.2308304722097825,0.0
2019-05-15,-0.0,-1.1139568488713938,-0.21231750460909862,-1.432009566993871,1.0,-1.2245253874134236,0.0
2019-05-16,-0.0,-1.1173917381760128,-0.21717222111355017,-1.4267611255238475,1.0,-1.2277489523049292,0.0
2019-05-17,-0.0,-1.1108279618248138,-0.22545345525408483,-1.4230250337280768,1.0,-1.2374956278419027,0.0
2019-05-20,-0.0,-1.0520463085203615,-0.2671879760333096,-1.4765410785010662,1.0,-1.2819132730780949,0.0
2019-05-21,-0.0,-1.0384381954278779,-0.2715961966417155,-1.471575966012543,1.0,-1.2760975116326116,0.0
2019-05-22,-0.0,-1.0271265063278374,-0.2826097917612061,-1.4671507084152675,1.0,-1.2652145414208642,0.0
2019-05-23,-0.0,-1.0134556266693544,-0.29970266592753114,-1.4801693292344908,1.0,-1.2462329284886358,0.0
2019-05-24,-0.0,-0.9856327593111734,-0.3103724469363236,-1.4660092110532639,1.0,-1.243942731277533,0.0
2019-05-28,-0.0,-0.9779345541879315,-0.30921645151606125,-1.467927549284499,1.0,-1.2484238967277095,0.0
2019-05-29,-0.0,-0.9911106671993607,-0.31277467039552537,-1.4680383539752297,1.0,-1.2220834998002397,0.0
2019-05-30,-0.0,-0.9915076431211909,-0.31246877809971024,-1.469827155559996,1.0,-1.221750424617844,0.0
2019-05-31,-0.0,-0.9941055996803037,-0.316399420550477,-1.4696038763174983,1.0,-1.2150956591238322,0.0
2019-06-03,-0.0,-0.9994537147397696,-0.3398887564560985,-1.4597735399284861,1.0,-1.1671136273341278,0.0
2019-06-04,-0.0,-0.9999005222581446,-0.3302661029594628,-1.4554588410843072,1.0,-1.1882118875901517,0.0
