Date,IWF,IWM,MTUM,NERD,SPY,VLUE,VXX
2020-01-31,-0.38518218237314,-0.11138401373521557,-0.20586131247615413,1.0,-0.46346814193056085,-0.2186903853491034,0.0
2020-02-03,-0.3867640433452683,-0.10713015436416665,-0.20131363668697982,1.0,-0.4583738410831575,-0.21760368007967185,0.0
2020-02-04,-0.3950332150765495,-0.11485987761613373,-0.2036000857163266,1.0,-0.4570823114836068,-0.21040977166123004,0.0
2020-02-05,-0.39124129240864464,-0.11518984332279308,-0.20479779368060674,1.0,-0.4572644492522765,-0.20900596752335895,0.0
2020-02-06,-0.41046707667466104,-0.11288675705839052,-0.2233752048061169,1.0,-0.4410277111580747,-0.1868306698644124,0.0
2020-02-07,-0.4179950913813234,-0.10510639311840257,-0.22753592108084925,1.0,-0.4440631925083995,-0.18812400219219866,0.0
2020-02-10,-0.4177752348257283,-0.106613264673628,-0.22698231058980595,1.0,-0.4449530348543365,-0.18769370142564248,0.0
2020-02-11,-0.4152314252364277,-0.10662474094189953,-0.226017770790157,1.0,-0.44460325400795636,-0.1896662617022797,0.0
2020-02-12,-0.4123465617923966,-0.1085210344416637,-0.22733881539744968,1.0,-0.4424740793707544,-0.1928256465260398,0.0
2020-02-13,-0.4179717341482048,-0.10828877005347594,-0.22292780748663105,1.0,-0.44382639419404124,-0.19435160427807488,0.0
2020-02-14,-0.42859532571810927,-0.0994360273383358,-0.20776179324188693,1.0,-0.4526597524255604,-0.20126176934474024,0.0
2020-02-18,-0.4305212997773042,-0.09839323770982497,-0.2160867795311415,1.0,-0.45777160508608516,-0.1918296975647135,0.0
2020-02-19,-0.42460222083353366,-0.0949382300629717,-0.2193914339277989,1.0,-0.4638032976013075,-0.20078834783444696,0.0
2020-02-20,-0.41845147953174205,-0.09490156486622918,-0.22492247782505229,1.0,-0.46417153433811686,-0.2013413139107233,0.0
2020-02-21,-0.41404242031178684,-0.0991808988494151,-0.2249045182676371,1.0,-0.4635007566476904,-0.20040354543489228,0.0
2020-02-24,-0.39349402781434767,-0.0991933360461498,-0.23062929363046655,1.0,-0.4693252267994351,-0.20099576321899612,0.0
2020-02-25,-0.35763814425620133,-0.12786236805108775,-0.2727619319941859,1.0,-0.4168989920651941,-0.20766316391450426,0.0
2020-02-26,-0.3651517973551872,-0.10961072825479604,-0.25742689513875955,1.0,-0.41017880424660086,-0.18581206928664556,0.0
2020-02-27,-0.3802967579887437,-0.10260942369412532,-0.24833713195962603,1.0,-0.4158798083631797,-0.17856644495092797,0.0
2020-02-28,-0.36150287968799594,-0.13096911704684594,-0.23432043898235907,1.0,-0.3657657249104349,-0.17489002766314451,0.0
2020-03-02,-0.35558481058628594,-0.13684545021222508,-0.23823682956170414,1.0,-0.3651406132964115,-0.1739791633565608,0.0
2020-03-03,-0.34901231287093626,-0.1595358313402427,-0.1992204801133847,1.0,-0.3418150411905394,-0.1649614669146957,0.0
2020-03-04,-0.309768299104792,-0.19804282955941727,-0.23777865543268387,1.0,-0.3176891346322626,-0.13083640512550465,0.0
2020-03-05,-0.3093461380399282,-0.21430579888824,-0.21495468604676313,1.0,-0.3020786018644691,-0.12229359980965976,0.0
2020-03-06,-0.3002736563047847,-0.2122760507974516,-0.22273057681617991,1.0,-0.2844529011844187,-0.1182066960277077,0.0
2020-03-09,-0.3012887644531835,-0.21242172305456414,-0.22133407424822074,1.0,-0.2854517087349591,-0.11675821240035052,0.0
2020-03-10,-0.3089795494653794,-0.15488425205024395,-0.24088030727706838,1.0,-0.2561818748053566,-0.11529118654624727,0.0
2020-03-11,-0.28750666283980486,-0.18196728033129692,-0.24410594940341956,1.0,-0.23711509286973637,-0.09940956988806429,0.0
2020-03-12,-0.29287947062883124,-0.1664027930012585,-0.23385296147444487,1.0,-0.2373848089960622,-0.09927739211626681,0.0
2020-03-13,-0.2783304675345943,-0.17047408499140262,-0.24523049209858347,1.0,-0.23589617620568246,-0.11706787849013346,0.0
2020-03-16,-0.25829398171405604,-0.20140661107203858,-0.23691349341906964,1.0,-0.22441474932181252,-0.08841555309956797,0.0
2020-03-17,-0.23711973981676115,-0.17231190258993373,-0.21157736088525758,1.0,-0.23838892634751913,-0.12370602466981317,0.0
2020-03-18,-0.23933791230732374,-0.17013417458669436,-0.2233647472246626,1.0,-0.2403162686686367,-0.12349253254532387,0.0
2020-03-19,-0.2369690149901539,-0.18918538761403367,-0.2283687658240566,1.0,-0.2432986376240807,-0.11158220471808063,0.0
2020-03-20,-0.23721762199533725,-0.19551410885119383,-0.22594259988745077,1.0,-0.24272449553822656,-0.10840903609614921,0.0
2020-03-23,-0.23759566772575585,-0.2148352416921447,-0.2027656215654537,1.0,-0.23929420698199547,-0.10379073996363126,0.0
2020-03-24,-0.25002495259007884,-0.22617027647469806,-0.1794590278470905,1.0,-0.2332568120570915,-0.1072961373390558,0.0
2020-03-25,-0.2514154732284544,-0.22441862743177318,-0.15106870677663928,1.0,-0.23119722586838545,-0.10101287150049958,0.0
2020-03-26,-0.24887250480410997,-0.22442056551237302,-0.15431977724616652,1.0,-0.23189144672340092,-0.1013373073453861,0.0
2020-03-27,-0.2489583738950976,-0.22154511117168338,-0.14660644055916827,1.0,-0.23139675246291033,-0.09845800397180796,0.0
2020-03-30,-0.2509294765732972,-0.2224904132520974,-0.1436357619761353,1.0,-0.23191170459190624,-0.09758044108773091,0.0
2020-03-31,-0.2522011843540595,-0.22167679601059684,-0.1439146018388655,1.0,-0.23307230793205547,-0.09708586566931587,0.0
2020-04-01,-0.2578986325918423,-0.2358486890802135,-0.12589115275234722,1.0,-0.23752386146713939,-0.09071253262690405,0.0
2020-04-02,-0.2633476095424508,-0.2235421794151276,-0.12251700548438985,1.0,-0.24075114823356136,-0.0877889963372803,0.0
2020-04-03,-0.2662378046410386,-0.2202744198701753,-0.12187585027403118,1.0,-0.2501068915924904,-0.08498853344735102,0.0
2020-04-06,-0.26520643535568905,-0.21529366156231827,-0.12184531886024423,0.9987594495057183,-0.25030044582283384,-0.08571428571428572,0.0012405504942818377
2020-04-07,-0.25668336711668643,-0.20535816728496578,-0.1201858721841894,0.9942440815389911,-0.24708379546410678,-0.08297319004092248,0.005755918461008912
2020-04-08,-0.25760788583873,-0.20444342560223128,-0.12399946510783807,0.9933902611419947,-0.24677631955986015,-0.07748295031233882,0.006609738858005234
2020-04-09,-0.2588720198143351,-0.1856648579153353,-0.1326879809419372,0.9889773307367983,-0.24389782760772155,-0.06955814788905486,0.01102266926320168
2020-04-13,-0.26228209191759116,-0.1728926118783488,-0.13619726813070712,0.9880197720926723,-0.2438683872915252,-0.07140970492792997,0.011980227907327749
2020-04-14,-0.2629866466052285,-0.16413391009968026,-0.14284370885837877,0.986101184878691,-0.24164002256911793,-0.06915553883769042,0.013898815121309006
2020-04-15,-0.2647910633016136,-0.1629179674276902,-0.14382969120246739,0.9857637191108437,-0.24186632564787303,-0.0672132997329522,0.014236280889156355
2020-04-16,-0.2715067411293507,-0.1570673736860909,-0.14710140839773603,0.9864237227581278,-0.24328237528440608,-0.061412910625975446,0.013576277241872096
2020-04-17,-0.2762032186333999,-0.15346926468925487,-0.15279086420683677,0.9870350130026759,-0.24388497342931445,-0.058097463535974066,0.012964986997324086
2020-04-20,-0.28134338175872503,-0.14439286586855607,-0.15771767933996128,0.9861865473885998,-0.24181999285835107,-0.054126181660997204,0.013813452611400328
2020-04-21,-0.28970493541911296,-0.15399037915230485,-0.1609598121283285,0.991117760690883,-0.2422635506230825,-0.046948979205333134,0.00888223930911708
2020-04-22,-0.28865394435723335,-0.15777428933482116,-0.15701775953700375,0.9916214324891721,-0.2433378094679704,-0.044540691846500106,0.008378567510827831
2020-04-23,-0.2878129017620812,-0.1587196551463359,-0.15622400363003855,0.9917000680632232,-0.24311805187930122,-0.04475156923542312,0.008299931936776826
2020-04-24,-0.2881128400990754,-0.1579345421543232,-0.15662992304638015,0.9916995972697537,-0.24335873243963774,-0.04471629261283065,0.008300402730246365
2020-04-27,-0.2882205039983364,-0.15792956122275364,-0.1565306161029926,0.9916063292814338,-0.2433408321832996,-0.04444486454808401,0.00839367071856627
2020-04-28,-0.2833046536694212,-0.1668778246317342,-0.15504037214227634,0.9909233591135147,-0.24047425448631884,-0.04528865608985874,0.009076640886485259
2020-04-29,-0.28851355185262245,-0.16213046849879897,-0.15863138582587807,0.9905808477237049,-0.2423445745304609,-0.03977605870893306,0.009419152276295133
2020-04-30,-0.2881349535814024,-0.15503056834478074,-0.16080458902558684,0.990055853271945,-0.24516944675069816,-0.03779530530606084,0.009944146728054949
2020-05-01,-0.28584912784112365,-0.15795137053537717,-0.16053764252812808,0.9902401268594729,-0.24409121800196332,-0.03937929472173979,0.009759873140527071
2020-05-04,-0.28639897350743454,-0.15848365914408635,-0.1593139104838101,0.9899237678315345,-0.2439618084383727,-0.038776511434825266,0.010076232168465545
2020-05-05,-0.28842594341404454,-0.15963434442639673,-0.16590488422165983,0.9895742832319723,-0.24143466928568733,-0.033316964454349715,0.010425716768027803
2020-05-06,-0.28815737258829527,-0.15998034732326763,-0.16455337402445247,0.9900413840019653,-0.24204916948544,-0.034921294809047786,0.009958615998034732
2020-05-07,-0.2909908888132774,-0.1602963971116404,-0.16594835733998717,0.9901705039507013,-0.24078484745378248,-0.0322483081925069,0.009829496049298704
2020-05-08,-0.292843495204404,-0.16134768543917066,-0.1634664497455591,0.9898034467755056,-0.24246609031232855,-0.03163012428822761,0.010196553224494429
2020-05-11,-0.300790506341112,-0.1529260108813103,-0.16845178290458945,0.9912987431517887,-0.2482038255198953,-0.025345491080737803,0.008701256848211408
2020-05-12,-0.3007946592827205,-0.1532421719422687,-0.16799742067631387,0.9915603011739716,-0.24850645779202313,-0.026020824245642653,0.008439698826028411
2020-05-13,-0.30801671660019464,-0.1466328263649028,-0.1709253287025552,0.9959925958437494,-0.25632120298456196,-0.026391618800450357,0.004007404156250596
2020-05-14,-0.31404341666985724,-0.14447337187488035,-0.17546613576323752,0.9983919751904745,-0.26061487805811867,-0.019679160764194646,0.001608024809525633
2020-05-15,-0.3172037851014415,-0.1515576114704697,-0.177316263268009,1.0,-0.2617324708727615,-0.011612506957907063,0.0
2020-05-18,-0.3167338322778737,-0.14776434465553637,-0.17534062559969296,1.0,-0.26259834964498174,-0.016599501055459605,0.0
2020-05-19,-0.3154245101805609,-0.15217057241644258,-0.17095658855167115,1.0,-0.26329235497502884,-0.019016519400691514,0.0
2020-05-20,-0.319044691234677,-0.1452945471313838,-0.1750566806286746,1.0,-0.26338239249894324,-0.018618145486684855,0.0
2020-05-21,-0.3179740319606638,-0.14658881376767055,-0.17342117393976644,1.0,-0.2634257836508912,-0.019303165334972342,0.0
2020-05-22,-0.31777585710169987,-0.14566407375396143,-0.1742821473158552,1.0,-0.2638816863535965,-0.019072313454335927,0.0
2020-05-26,-0.3172858954162985,-0.14429246551657893,-0.17410765743266607,1.0,-0.2643408767818035,-0.021055058208783187,0.0
2020-05-27,-0.31008437277776707,-0.1493724894774269,-0.1653245180757625,1.0,-0.2652649382099133,-0.03188483788510695,0.0
2020-05-28,-0.3220916139210066,-0.14325015871794378,-0.172550453067585,1.0,-0.27049385328690434,-0.015467785067046309,0.0
2020-05-29,-0.32052908832237476,-0.14282693121082782,-0.1713384857922867,1.0,-0.27042719267889415,-0.01741838735724997,0.0
2020-06-01,-0.3221413160733549,-0.13821467098166126,-0.18034365849899828,1.0,-0.2707851749113885,-0.014852057327785483,0.0
2020-06-02,-0.3225371380127551,-0.14013217471725017,-0.18134525346332442,1.0,-0.2699947977880966,-0.012735785437660163,0.0
2020-06-03,-0.32329797492767604,-0.14003857280617166,-0.1776470588235294,1.0,-0.27301832208293153,-0.014638379942140792,0.0
2020-06-04,-0.3227953090039349,-0.14150142735900006,-0.17429210709050227,1.0,-0.2734935575958645,-0.016781112568474654,0.0
2020-06-05,-0.32374392220421394,-0.1427027861387667,-0.1757351238712665,1.0,-0.2731535077564251,-0.01414293432121633,0.0
2020-06-08,-0.3240397963905599,-0.1408105815209008,-0.17898735153478326,1.0,-0.27190343976554066,-0.012378528459046738,0.0
2020-06-09,-0.3207238425257484,-0.14022523823274619,-0.17917027625372992,0.9997112330349408,-0.2702858792954086,-0.014688612956011166,0.0002887669650591972
2020-06-10,-0.31975379880746296,-0.13979611463743025,-0.17680323139065204,0.9993075591459896,-0.26997499519138296,-0.017118676668590113,0.0006924408540103866
2020-06-11,-0.3239125422686751,-0.13093682754380573,-0.18709652628343068,0.9980594835536428,-0.26938595142944977,-0.009952351675376576,0.001940516446357209
2020-06-12,-0.3195660119654502,-0.12831117865456013,-0.19550622318835004,1.0,-0.2663755458515284,-0.013946867245060886,0.0
2020-06-15,-0.31926760780090013,-0.12832249874985577,-0.1955610262722622,1.0,-0.2662999576874255,-0.013847751663653499,0.0
2020-06-16,-0.31877056910256163,-0.13148828884312633,-0.19750187647953193,1.0,-0.2652475990684963,-0.011566812294308974,0.0
2020-06-17,-0.31988361562325374,-0.13287858643081485,-0.19821955026302096,1.0,-0.2660462069098406,-0.009865695512264678,0.0
2020-06-18,-0.32534213523269057,-0.12606404539927038,-0.20414229737294187,1.0,-0.2688053737911865,-0.00588723531569093,0.0
2020-06-19,-0.32545303664820424,-0.12507478240731806,-0.20421869270702664,1.0,-0.2690236794874269,-0.00607908601424243,0.0
2020-06-22,-0.3260836002933344,-0.12526535180825196,-0.20413755837739783,1.0,-0.2688448029642209,-0.005480720984985913,0.0
2020-06-23,-0.3278884769848625,-0.12754865616311398,-0.20456827309236947,1.0,-0.26878668520234783,-0.002008032128514056,0.0
2020-06-24,-0.3302227631909426,-0.12757201646090535,-0.203326957630557,1.0,-0.27038775865066944,-0.0005216484089723526,0.0
2020-06-25,-0.3303469714815315,-0.12722287656156475,-0.20279585256125582,1.0,-0.2697766021123362,-0.0006951014655055899,0.0
2020-06-26,-0.3304505617543724,-0.12615343036948382,-0.20269487664568933,1.0,-0.2697772286784294,-0.001370603451604185,0.0
2020-06-29,-0.3274436887030579,-0.12404863292163627,-0.20435846548103048,1.0,-0.2668066822096765,-0.00414266170831808,0.0
2020-06-30,-0.32958967443652476,-0.11903294162974379,-0.20672317472548643,1.0,-0.26684646503563864,-0.004218840300520131,0.0
2020-07-01,-0.32748098950813365,-0.11926075656944846,-0.20437000673789588,1.0,-0.2699008566753297,-0.0041004909038406005,0.0
2020-07-02,-0.33252366356293256,-0.11570566576060763,-0.20717907196422028,1.0,-0.2723767663331598,-0.0,0.0
2020-07-06,-0.3336224509463783,-0.11458694730349642,-0.20758644616630048,1.0,-0.27165490921706953,-0.0,0.0
2020-07-07,-0.336937423976213,-0.11173324580541771,-0.2095456915027127,1.0,-0.2725271754870349,-0.0,0.0
2020-07-08,-0.33718775336859574,-0.11067140264854639,-0.20956719817767652,1.0,-0.27300104243079415,-0.0,0.0
2020-07-09,-0.3387227630968938,-0.10950780404883324,-0.21094112192860454,1.0,-0.27252356668212024,-0.0,0.0
2020-07-10,-0.34280357936645983,-0.10521636613130786,-0.214298138806749,1.0,-0.27038518776212284,-0.0,0.0
2020-07-13,-0.344825587013238,-0.10383611943182917,-0.2143782007923471,1.0,-0.26951396270171035,-0.0,0.0
2020-07-14,-0.3485542984237501,-0.10391644908616188,-0.21643941591722268,1.0,-0.2651194275215163,-0.0,0.0
2020-07-15,-0.3488354097345817,-0.10272382573705795,-0.21792540431788282,1.0,-0.26505068482550487,-0.0,0.0
2020-07-16,-0.3515966711825043,-0.09581962454035223,-0.22053415908651053,1.0,-0.2674279078769111,-0.0,0.0
2020-07-17,-0.3542344645901131,-0.09619556795289012,-0.22104060127072678,1.0,-0.26561289322795595,-0.0,0.0
2020-07-20,-0.34835368681403617,-0.0984503014376256,-0.2217692069871696,1.0,-0.26373859947441647,-0.0,0.0
2020-07-21,-0.3516838501266998,-0.09555680213552042,-0.22471323287618233,1.0,-0.2623749927461942,-0.0,0.0
2020-07-22,-0.3455737324515605,-0.10061105309974087,-0.22137138879220325,1.0,-0.2661755037320648,-0.0,0.0
2020-07-23,-0.3444814112731634,-0.10246044334403653,-0.22238771325776627,1.0,-0.2649812371851909,-0.0,0.0
