Date,IMKTA,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.5612098465614306,-1.7298266916878242,-0.0,-1.1172866762335798,-1.111049784744453,0.0
2018-09-25,1.0,-0.5654860421493986,-1.7276839898488359,-0.0,-1.1158556769281693,-1.107856118283129,0.0
2018-09-26,1.0,-0.5647902869757174,-1.7276490066225165,-0.0,-1.1164459161147904,-1.109878587196468,0.0
2018-09-27,1.0,-0.577600531738119,-1.7161847789963443,-0.004652708541043536,-1.1244599534729145,-1.116096155976515,0.0
2018-09-28,1.0,-0.577402381611742,-1.7157574079202438,-0.005483245638327333,-1.1240653558571034,-1.115868180559402,0.0
2018-10-01,1.0,-0.5791777482269503,-1.7144281914893615,-0.005651595744680851,-1.1253324468085106,-1.116190159574468,0.0
2018-10-02,1.0,-0.5796386610507649,-1.7156395477721127,-0.006428729771669253,-1.1246397694524497,-1.1156062957215696,0.0
2018-10-03,1.0,-0.5802749750526666,-1.7164874154562588,-0.007484200022175407,-1.1244594744428429,-1.1151458033041357,0.0
2018-10-04,1.0,-0.5978115230013399,-1.711422510049129,-0.010104957570343904,-1.1490062527914247,-1.1145042429656096,0.0
2018-10-05,1.0,-0.570865704772475,-1.7002774694783573,-0.0,-1.1547169811320754,-1.1235294117647059,0.0
2018-10-08,1.0,-0.5646107850736353,-1.6932787066770014,-0.0,-1.1578451998671244,-1.1207507474255343,0.0
2018-10-09,1.0,-0.5574565314311191,-1.702909050378957,-0.0,-1.172648238965671,-1.1398796255015604,0.0
2018-10-10,1.0,-0.557956887428285,-1.701888263799922,-0.0,-1.1728958948365176,-1.137358658719991,0.0
2018-10-11,1.0,-0.40960025859282406,-1.6942678590669107,-0.0,-1.1279495743993104,-1.1555328089645511,0.0
2018-10-12,1.0,-0.397769909633779,-1.6748929873698672,-0.0,-1.0931670453944933,-1.1187972308830523,0.0
2018-10-15,1.0,-0.3693627322001789,-1.693522075461769,-0.0,-1.0843024785560176,-1.1151397147818765,0.0
2018-10-16,1.0,-0.35990057118679925,-1.723873492701502,-0.0,-1.087211762217051,-1.1177808335096255,0.0
2018-10-17,1.0,-0.3172674148006413,-1.6519625588250506,-0.0,-1.0741583492785851,-1.1280963955111962,0.0
2018-10-18,1.0,-0.3161871248188781,-1.650072448768371,-0.0,-1.0788656592837922,-1.1297350445042436,0.0
2018-10-19,1.0,-0.2834186284544524,-1.631166837256909,-0.0,-1.0775332650972365,-1.1255885363357216,0.0
2018-10-22,1.0,-0.28421430034828926,-1.6171378815816433,-0.0,-1.0866113501331696,-1.1339377176808032,0.0
2018-10-23,1.0,-0.31047549833887045,-1.64046926910299,-0.0,-1.0939576411960132,-1.1461794019933553,0.0
2018-10-24,1.0,-0.3056908883590754,-1.6376593759718046,-0.0,-1.0931377630351404,-1.1464704053073496,0.0
2018-10-25,1.0,-0.23505758538522636,-1.5509829229547258,-0.0,-1.0935266084193804,-1.084739872915012,0.0
2018-10-26,1.0,-0.20025686623196995,-1.538579332147797,-0.0,-1.121418691958111,-1.0794803398537838,0.0
2018-10-29,1.0,-0.1721653022206971,-1.5440952987891563,-0.0,-1.1065248296485122,-1.079366635619393,0.0
2018-10-30,1.0,-0.14978882231607898,-1.5482270896768489,-0.0,-1.1111383950496023,-1.1019546213535016,0.0
2018-10-31,1.0,-0.15618962698766534,-1.5640263535938972,-0.0,-1.120820329915292,-1.1125972160301183,0.0
2018-11-01,1.0,-0.11326973979923088,-1.618438795385307,-0.0,-1.1343954452379765,-1.128152624481846,0.0
2018-11-02,1.0,-0.12948634752658114,-1.565866320571058,-0.0,-1.1674237508111616,-1.1290370888034742,0.0
2018-11-05,1.0,-0.12271318604418674,-1.5903229031290613,-0.0,-1.1713985804258724,-1.114115765270419,0.0
2018-11-06,1.0,-0.13106966044906737,-1.5972395859378907,-0.0,-1.1664749712456868,-1.1059658948842326,0.0
2018-11-07,1.0,-0.12952875918244963,-1.5979211433711458,-0.0,-1.1643596022187797,-1.105442006896207,0.0
2018-11-08,1.0,-0.08813960366755397,-1.5925761608991422,-0.0,-1.1438923395445135,-1.1048999309868874,0.0
2018-11-09,1.0,-0.08724832214765102,-1.5940584287406236,-0.0,-1.1476016581129096,-1.1059514409790763,0.0
2018-11-12,1.0,-0.0841300191204589,-1.5710153453939304,-0.0,-1.1493847134382507,-1.0981516889738687,0.0
2018-11-13,1.0,-0.033569762922658376,-1.5715604352895454,-0.0,-1.1575981344733774,-1.0954624951418577,0.0
2018-11-14,1.0,-0.033428890724454596,-1.5718866916087655,-0.0,-1.1577668723580001,-1.0957679413050871,0.0
2018-11-15,1.0,-0.03063499757634513,-1.5716432380029084,-0.0,-1.158797867183713,-1.0862336403296171,0.0
2018-11-16,1.0,-0.02375957457188857,-1.5634483095087086,-0.0,-1.174318192906279,-1.1172854564082548,0.0
2018-11-19,1.0,-0.029104404727024125,-1.563385096200801,-0.0,-1.1731614415470262,-1.1176384412540288,0.0
2018-11-20,1.0,-0.0,-1.542353169218841,-0.0,-1.1647121535181237,-1.1387865865477806,0.0
2018-11-21,1.0,-0.0,-1.5290742157612853,-0.0,-1.153787299158378,-1.099081866870696,0.0
2018-11-23,1.0,-0.0,-1.5091508577435848,-0.0,-1.165718927701056,-1.103646007550055,0.0
2018-11-26,1.0,-0.0,-1.5250347371951511,-0.0,-1.1645824349575966,-1.1016721767045181,0.0
2018-11-27,1.0,-0.0,-1.539445935582822,-0.0,-1.1580713190184049,-1.0954275306748467,0.0
2018-11-28,1.0,-0.0,-1.5307356399059455,-0.0,-1.166658668842075,-1.1013004462786122,0.0
2018-11-29,1.0,-0.0,-1.4980565036025786,-0.0,-1.1433447098976108,-1.0987864998103907,0.0
2018-11-30,1.0,-0.0,-1.5009501187648457,-0.0,-1.1451306413301663,-1.1045130641330168,0.0
2018-12-03,1.0,-0.0,-1.5060699833373008,-0.0,-1.148107593430136,-1.1065936681742443,0.0
2018-12-04,1.0,-0.0,-1.505546600929174,-0.0,-1.1362946809519294,-1.0988432729686166,0.0
2018-12-06,1.0,-0.0,-1.416537444130256,-0.0,-1.1019793852047797,-1.042278573383198,0.0
2018-12-07,1.0,-0.0,-1.422097224127681,-0.0,-1.110669044679197,-1.0403347509946494,0.0
2018-12-10,1.0,-0.0,-1.4455028393478657,-0.0,-1.119527385968126,-1.0145631067961165,0.0
2018-12-11,1.0,-0.0,-1.4591902909023533,-0.0,-1.1634704465443766,-1.0095423383361126,0.0
2018-12-12,1.0,-0.0,-1.4759383346609811,-0.0,-1.1902909891757651,-1.0195867110257253,0.0
2018-12-13,1.0,-0.0,-1.4689900693273374,-0.0,-1.1985666104553119,-1.0167697208169384,0.0
2018-12-14,1.0,-0.0,-1.476402702195534,-0.0,-1.1964252204916495,-1.0185306811784576,0.0
2018-12-17,1.0,-0.0,-1.4684949396016975,-0.0,-1.1740124061377735,-1.0215008628328903,0.0
2018-12-18,1.0,-0.0,-1.4453276642942972,-0.0,-1.158286348091321,-1.0178852019595157,0.0
2018-12-19,1.0,-0.0,-1.4455436390532543,-0.0,-1.1586076183431953,-1.0185835798816567,0.0
2018-12-20,1.0,-0.0,-1.4249151453995046,-0.0,-1.155031648472617,-1.0067425006880102,0.0
2018-12-21,1.0,-0.0,-1.4203314212874443,-0.0,-1.148593280524447,-0.9835655103341527,0.0
2018-12-24,1.0,-0.0,-1.3833979619442691,-0.0,-1.1276039318243305,-0.9979709622148074,0.0
2018-12-26,1.0,-0.0,-1.382051510560556,-0.0,-1.0973620889403795,-0.9765172444523661,0.0
2018-12-27,1.0,-0.0,-1.3053732480840075,-0.0,-0.9804378202142525,-0.9484269805648474,0.0
2018-12-28,1.0,-0.0,-1.3323494182067077,-0.0,-0.9915297741273101,-0.9540554414784395,0.0
2018-12-31,1.0,-0.0,-1.3327486631016041,-0.0,-0.9914010695187165,-0.9539251336898396,0.0
2019-01-02,1.0,-0.0,-1.3329768118422178,-0.0,-0.9914007016342945,-0.9538375973303671,0.0
2019-01-03,1.0,-0.0,-1.3330195541483034,-0.0,-0.9910572932266484,-0.9547302212143254,0.0
2019-01-04,1.0,-0.0,-1.3471504802561367,-0.0,-0.9553468516542155,-0.9664461045891142,0.0
2019-01-07,1.0,-0.0,-1.3003837170503838,-0.0,-0.9382716049382716,-0.9321821821821822,0.0
2019-01-08,1.0,-0.0,-1.2919094389878474,-0.0,-0.9406941901115367,-0.9292075911436657,0.0
2019-01-09,1.0,-0.0,-1.2753189544113368,-0.0,-0.9408220088933217,-0.9395752815525912,0.0
2019-01-10,1.0,-0.0,-1.2712710630330766,-0.0,-0.9498231745371333,-0.9395048887039734,0.0
2019-01-11,1.0,-0.0,-1.2624644470470137,-0.0,-0.9618955997992304,-0.9583403045005856,0.0
2019-01-14,1.0,-0.0,-1.2605875460328089,-0.0,-0.9622530967525946,-0.9619601606963508,0.0
2019-01-15,1.0,-0.0,-1.2543514644351466,-0.0,-0.9640167364016736,-0.9657322175732217,0.0
2019-01-16,1.0,-0.0,-1.2495510169987052,-0.0,-0.9637054671511507,-0.963287808545295,0.0
2019-01-17,1.0,-0.0,-1.2541508092509723,-0.0,-0.9640332901175191,-0.9639914683618419,0.0
2019-01-18,1.0,-0.0,-1.2489017195933223,-0.0,-0.9669051504121167,-0.9681184887661605,0.0
