Date,IWF,IWM,MTUM,NEWR,SPY,VLUE,VXX
2018-09-24,-0.8413212435233159,-1.364736946990833,-0.5133021123953766,1.0,-0.7770027899561577,-0.48570147469111197,0.0
2018-09-25,-0.8427027834486879,-1.3624956430812127,-0.5160583578150675,1.0,-0.7750834038739232,-0.48299556839117663,0.0
2018-09-26,-0.8469525283282583,-1.3690909998502472,-0.5217890480706834,1.0,-0.7767184146158838,-0.4772125992113014,0.0
2018-09-27,-0.8468490961749725,-1.370118845500849,-0.5217217617097774,1.0,-0.7770398481973435,-0.4777788874463198,0.0
2018-09-28,-0.8431235314702794,-1.3754936759486076,-0.5224716292556116,1.0,-0.7784332350147477,-0.47977803329500573,0.0
2018-10-01,-0.84846813418242,-1.3762723762723763,-0.5216366644938073,1.0,-0.784385498671213,-0.48352805495662643,0.0
2018-10-02,-0.8510842642673001,-1.4191983015720568,-0.5115503209826618,1.0,-0.7871910225951575,-0.48582115958145883,0.0
2018-10-03,-0.8543157253767697,-1.433855990257269,-0.5135231136144517,1.0,-0.788298574110722,-0.4843964073679404,0.0
2018-10-04,-0.854388635210553,-1.432521562658549,-0.5138508371385083,1.0,-0.7884830035514967,-0.48432267884322683,0.0
2018-10-05,-0.8363360323886639,-1.4263663967611335,-0.4942813765182187,1.0,-0.8039473684210526,-0.49979757085020243,0.0
2018-10-08,-0.8338892257934101,-1.422175055589246,-0.4877703658783101,1.0,-0.810541742470184,-0.49919142914897924,0.0
2018-10-09,-0.8439532520325203,-1.4300813008130082,-0.501270325203252,1.0,-0.8108231707317073,-0.4951727642276422,0.0
2018-10-10,-0.84394532242492,-1.430865389501499,-0.5007876416484578,1.0,-0.8108643731896946,-0.4950962955434728,0.0
2018-10-11,-0.7805392156862746,-1.4243627450980392,-0.42294117647058826,1.0,-0.7804901960784314,-0.4936274509803922,0.0
2018-10-12,-0.799941942038802,-1.4199042043640233,-0.42227490444627214,1.0,-0.7470124340800233,-0.44902994823165127,0.0
2018-10-15,-0.810220041773935,-1.416622140185554,-0.4294943410890368,1.0,-0.7518336814494584,-0.44931267304609707,0.0
2018-10-16,-0.8119774450709702,-1.4125996500097222,-0.4332101886058721,1.0,-0.7526735368461988,-0.4504666537040638,0.0
2018-10-17,-0.7939758461024392,-1.3692300348465318,-0.4240775216000764,1.0,-0.7393192992505608,-0.44689483984915745,0.0
2018-10-18,-0.7951853267099732,-1.3717997707298435,-0.42300343905235005,1.0,-0.7390141383263279,-0.44750668704623614,0.0
2018-10-19,-0.782207281852185,-1.3596894086454239,-0.4110600823824629,1.0,-0.7410160503764026,-0.4406514843047204,0.0
2018-10-22,-0.781051333143562,-1.3670177436189392,-0.4179713445298415,1.0,-0.7384002277255907,-0.4398424897997913,0.0
2018-10-23,-0.7894385981619922,-1.3713632684157897,-0.4301699919051474,1.0,-0.7322032284176944,-0.43850292843197947,0.0
2018-10-24,-0.7936455008812462,-1.3686943266803218,-0.4187109989043967,1.0,-0.7377697327680655,-0.44462439860906017,0.0
2018-10-25,-0.753693677158851,-1.3026521060842433,-0.41828026062218965,1.0,-0.7251995962191429,-0.388593190786455,0.0
2018-10-26,-0.7379732486964407,-1.2851961006574473,-0.4008614826569939,1.0,-0.7315347993652234,-0.37859895715257313,0.0
2018-10-29,-0.7207434810069476,-1.3011819904358026,-0.3854552016602003,1.0,-0.7211495082558874,-0.38292880988901923,0.0
2018-10-30,-0.7034139724169116,-1.3083879719647298,-0.3708342753787022,1.0,-0.7300926972643002,-0.40908885371919507,0.0
2018-10-31,-0.7119550561797753,-1.2761797752808988,-0.37249438202247187,1.0,-0.7303820224719101,-0.40337078651685393,0.0
2018-11-01,-0.7230824793463049,-1.269468647013679,-0.38115660692519526,1.0,-0.7341429280845108,-0.4066182113674326,0.0
2018-11-02,-0.7329356892994887,-1.23208359494125,-0.37411427033814687,1.0,-0.7454480222441474,-0.4001255718001614,0.0
2018-11-05,-0.7452168800036184,-1.2208602831426116,-0.37043737844316793,1.0,-0.7565244922882084,-0.4299606495092496,0.0
2018-11-06,-0.7560555983157513,-1.2301353737492642,-0.3647394394892924,1.0,-0.7534748947344592,-0.42314483632906236,0.0
2018-11-07,-0.752171552660152,-1.2295512124502355,-0.37110930148389437,1.0,-0.7497285559174811,-0.4214621787911691,0.0
