Date,ESTA,IWF,IWM,MTUM,SPY,VLUE,VXX
2019-03-18,1.0,-0.0,-0.47950983186092905,-0.0,-2.511541749786264,-1.7085779424337417,0.0
2019-03-19,1.0,-0.0,-0.4709176094160667,-0.0,-2.5293680722203176,-1.7134041823791564,0.0
2019-03-20,1.0,-0.0,-0.47057479145240544,-0.0,-2.52913952691121,-1.7139184093246487,0.0
2019-03-21,1.0,-0.0,-0.47194624705679666,-0.0,-2.606960317004537,-1.663929248262792,0.0
2019-03-22,1.0,-0.0,-0.47687269750307,-0.0,-2.701947254546518,-1.668791298754459,0.0
2019-03-25,1.0,-0.0,-0.3088911893259719,-0.0,-2.7697837589141936,-1.672417759374281,0.0
2019-03-26,1.0,-0.0,-0.2995391705069124,-0.0,-2.7734447004608294,-1.6873847926267282,0.0
2019-03-27,1.0,-0.0,-0.28346736045411547,-0.0,-2.879493850520341,-1.75,0.0
2019-03-28,1.0,-0.0,-0.29237891737891736,-0.0,-2.8847340930674266,-1.758309591642925,0.0
2019-03-29,1.0,-0.0,-0.2897406989853438,-0.0,-2.8847682905120746,-1.759152673114579,0.0
2019-04-01,1.0,-0.0,-0.34262633624878525,-0.0,-2.9636783284742467,-1.767553449951409,0.0
2019-04-02,1.0,-0.0,-0.34607487922705316,-0.0,-2.954287439613527,-1.7382850241545895,0.0
2019-04-03,1.0,-0.0,-0.3520628923151929,-0.0,-2.9606923030044485,-1.7814613931379122,0.0
2019-04-04,1.0,-0.0,-0.3491347794296856,-0.0,-2.9733122105776264,-1.7706556178406048,0.0
2019-04-05,1.0,-0.0,-0.34686414335344673,-0.0015237398671298836,-2.9844578533552752,-1.7621137319436826,0.0
2019-04-08,1.0,-0.0,-0.355726872246696,-0.0,-2.9929637787567303,-1.7697626040137053,0.0
2019-04-09,1.0,-0.0,-0.3563999021047479,-0.0,-2.9919848262359277,-1.770007342143906,0.0
2019-04-10,1.0,-0.0,-0.3431815407154194,-0.0018923208399462825,-3.0014039799780248,-1.757782932486876,0.0
2019-04-11,1.0,-0.0,-0.28125,-0.020340236686390532,-3.0731015779092705,-1.7890162721893492,0.0
2019-04-12,1.0,-0.0,-0.32187761944677284,-0.038751692565607065,-3.2001418531175445,-1.887097814172416,0.0
2019-04-15,1.0,-0.0,-0.3204266321913381,-0.03167420814479638,-3.2202973497091145,-1.891725921137686,0.0
2019-04-16,1.0,-0.0,-0.3185108583247156,-0.038391933815925545,-3.2174250258531543,-1.8889607032057913,0.0
2019-04-17,1.0,-0.0,-0.31866925064599483,-0.04392764857881137,-3.2142118863049096,-1.883139534883721,0.0
2019-04-18,1.0,-0.0,-0.3139332084490666,-0.04050125960855242,-3.216200503843421,-1.8888314708352174,0.0
2019-04-22,1.0,-0.0,-0.2982444690987404,-0.04111466423024212,-3.2601318279710236,-1.9265809567317103,0.0
2019-04-23,1.0,-0.0,-0.29995430511129967,-0.04190874077942425,-3.2566094392584373,-1.9293034793393824,0.0
2019-04-24,1.0,-0.0,-0.2677816099433852,-0.05258020433396239,-3.2452658293746337,-1.9418884622893213,0.0
2019-04-25,1.0,-0.0,-0.27375609756097563,-0.05482926829268293,-3.243317073170732,-1.9321626016260163,0.0
2019-04-26,1.0,-0.0,-0.24092721497600866,-0.14232614719199838,-3.432925593025614,-1.94194769209975,0.0
2019-04-29,1.0,-0.0,-0.2598029221882433,-0.1437988447162759,-3.456269113149847,-1.9359836901121306,0.0
2019-04-30,1.0,-0.0,-0.2527524806306919,-0.15169226586924017,-3.4580671469348925,-1.9336686149245617,0.0
2019-05-01,1.0,-0.0,-0.2949536560247168,-0.11198077583247512,-3.5173360796429796,-1.941572262272571,0.0
2019-05-02,1.0,-0.0,-0.27999451528863295,-0.10633484162895929,-3.5181681064034005,-1.9513917455093928,0.0
2019-05-03,1.0,-0.0,-0.3022808463863699,-0.10572959604286891,-3.5129156361637817,-1.949093157460841,0.0
2019-05-06,1.0,-0.0,-0.25338253382533826,-0.12347956812901462,-3.51093344266776,-1.9456061227278938,0.0
2019-05-07,1.0,-0.0,-0.27798379343496776,-0.1280730668864167,-3.5183353934899055,-1.9427963191869249,0.0
2019-05-08,1.0,-0.0,-0.28849281648143127,-0.2221469232854432,-3.3379642179452427,-1.9283003523990243,0.0
2019-05-09,1.0,-0.0,-0.28811378259397225,-0.22593972231628853,-3.3351168303420247,-1.9236708432102947,0.0
2019-05-10,1.0,-0.0,-0.28996005686818765,-0.23234716674565026,-3.332881998510595,-1.9148331189492922,0.0
2019-05-13,1.0,-0.0,-0.2925639983746444,-0.2177299200866856,-3.3403765407016115,-1.9216443180279017,0.0
2019-05-14,1.0,-0.0,-0.1929545755529069,-0.4147794994040525,-3.183485631042246,-1.8304198119454378,0.0
2019-05-15,1.0,-0.0,-0.16876940352731357,-0.4422352863465222,-3.1905674086795694,-1.8038840081907657,0.0
2019-05-16,1.0,-0.0,-0.16894344354253285,-0.4423546492443741,-3.184121956048307,-1.803867221012341,0.0
2019-05-17,1.0,-0.0,-0.16808384417638914,-0.42923999736339064,-3.171445521059917,-1.8226880232021618,0.0
2019-05-20,1.0,-0.0,-0.15630550621669625,-0.43543187948161305,-3.1675547661338066,-1.8191566344319452,0.0
2019-05-21,1.0,-0.0,-0.15255128879537086,-0.447330352446081,-3.157943187795897,-1.817661756970016,0.0
2019-05-22,1.0,-0.0,-0.11789126853377266,-0.4786820428336079,-3.1812850082372326,-1.8119275123558483,0.0
2019-05-23,1.0,-0.0,-0.12650762094102053,-0.46328694499668654,-3.190788601722995,-1.8463220675944334,0.0
2019-05-24,1.0,-0.0,-0.10894427183182391,-0.46169101606399154,-3.1975275996562442,-1.8425332187479344,0.0
2019-05-28,1.0,-0.0,-0.14300981898336781,-0.45180682653129384,-3.225035067797742,-1.8597288090307929,0.0
2019-05-29,1.0,-0.0,-0.1555186170212766,-0.4539893617021276,-3.221875,-1.8175531914893617,0.0
2019-05-30,1.0,-0.0,-0.15175665803280863,-0.4524141595271302,-3.2205618649133294,-1.8166965530982266,0.0
2019-05-31,1.0,-0.0,-0.15821649279021863,-0.4438833145059472,-3.2180875805701374,-1.8247724101269187,0.0
2019-06-03,1.0,-0.0,-0.1624695903741206,-0.4800447103688606,-3.1952791110526664,-1.7372608324018675,0.0
2019-06-04,1.0,-0.0,-0.1635538603182954,-0.47849533079047746,-3.1925555701696697,-1.7416809154281205,0.0
2019-06-05,1.0,-0.0,-0.1383672152307196,-0.521974830590513,-3.201871571474669,-1.591545659890287,0.0
2019-06-06,1.0,-0.0,-0.1697280456935159,-0.46375024339585896,-3.197572531965989,-1.659505419614461,0.0
2019-06-07,1.0,-0.0,-0.21486741807283866,-0.44849827350315985,-3.1940843051664602,-1.657632419050101,0.0
2019-06-10,1.0,-0.0,-0.21740543351098401,-0.44404003639672435,-3.180748732614065,-1.6572208501234889,0.0
2019-06-11,1.0,-0.0,-0.21395955642530987,-0.4621004566210046,-3.1996738421395956,-1.647358121330724,0.0
2019-06-12,1.0,-0.0,-0.2114882506527415,-0.4587467362924282,-3.2028720626631855,-1.654308093994778,0.0
2019-06-13,1.0,-0.0,-0.21232295542066446,-0.459630572416944,-3.2007701847137913,-1.6542001174858036,0.0
2019-06-14,1.0,-0.0,-0.19217709285621,-0.4781245918767141,-3.2180357842497065,-1.6416351051325586,0.0
2019-06-17,1.0,-0.0,-0.1834922293326368,-0.4811283792608071,-3.2268512472247615,-1.6385660180227242,0.0
2019-06-18,1.0,-0.0,-0.18018547544409613,-0.48321577847439917,-3.2257706374085684,-1.6416536050156738,0.0
2019-06-19,1.0,-0.0,-0.1790143497175508,-0.49769495487306015,-3.210246087916369,-1.6061944029608466,0.0
2019-06-20,1.0,-0.0,-0.1775858710473346,-0.49204597104084147,-3.215375624959418,-1.60801246672294,0.0
2019-06-21,1.0,-0.0,-0.18920145190562615,-0.48567539538501425,-3.1934793881254864,-1.61336530982629,0.0
2019-06-24,1.0,-0.0,-0.18799429534552056,-0.4841177233242577,-3.1973940101127964,-1.6129910540645662,0.0
2019-06-25,1.0,-0.0,-0.19211567139985736,-0.4842118913311288,-3.194320171172923,-1.613239966284121,0.0
2019-06-26,1.0,-0.0,-0.1925168306576903,-0.47099948213360954,-3.1754272397721386,-1.6343863283272915,0.0
2019-06-27,1.0,-0.0,-0.2046988577362409,-0.487603842159917,-3.1917185877466254,-1.606113707165109,0.0
2019-06-28,1.0,-0.0,-0.16966080809391013,-0.4981516311044815,-3.210389778844283,-1.6073026785135223,0.0
2019-07-01,1.0,-0.0,-0.17410801325794503,-0.49580814973679077,-3.2125170598557222,-1.6165594332878401,0.0
2019-07-02,1.0,-0.0,-0.19507897141365357,-0.4788539355175565,-3.2156376452160296,-1.6370578253491712,0.0
2019-07-03,1.0,-0.0,-0.21510866719036395,-0.4628174914899188,-3.2167452212621104,-1.6515449070437287,0.0
2019-07-05,1.0,-0.0,-0.21501862623357948,-0.4560486242729233,-3.2095287889680413,-1.654989869943141,0.0
2019-07-08,1.0,-0.0,-0.22341244387427836,-0.43438101347017316,-3.1329698524695315,-1.6236690186016678,0.0
2019-07-09,1.0,-0.0,-0.19750371855396756,-0.4409881652978077,-3.169889413438531,-1.6586690810321412,0.0
2019-07-10,1.0,-0.0,-0.14779691632797884,-0.42777885297722723,-3.206825366105412,-1.6687310496097025,0.0
2019-07-11,1.0,-0.0,-0.1303985111981005,-0.4637104536995444,-3.1879612398126165,-1.635115189629725,0.0
2019-07-12,1.0,-0.0,-0.09155067633797295,-0.4714108344768999,-3.261190616219042,-1.7105142782460956,0.0
2019-07-15,1.0,-0.0,-0.1280878316559927,-0.4970592079466737,-3.230688798849824,-1.6791269115148348,0.0
2019-07-16,1.0,-0.0,-0.13294986600431402,-0.5167004379371201,-3.222628929995425,-1.6640956925289234,0.0
2019-07-17,1.0,-0.0,-0.12326986808759505,-0.5169276756124505,-3.197933588927156,-1.6600168951848724,0.0
2019-07-18,1.0,-0.0,-0.12162688116242865,-0.519979242345615,-3.1993383497664762,-1.6458225220550078,0.0
2019-07-19,1.0,-0.0,-0.128713510720744,-0.5361663652802893,-3.166042366313614,-1.627357272022733,0.0
2019-07-22,1.0,-0.0,-0.1016675284384695,-0.5177740434332989,-3.1736685625646333,-1.6701137538779733,0.0
2019-07-23,1.0,-0.0,-0.10666494278880342,-0.5180683948542246,-3.1712457172409336,-1.6686275777361175,0.0
2019-07-24,1.0,-0.0,-0.10572829312346793,-0.5336085666365631,-3.160366404334925,-1.6510772803509226,0.0
2019-07-25,1.0,-0.0,-0.08404118404118403,-0.5416988416988417,-3.176126126126126,-1.633075933075933,0.0
2019-07-26,1.0,-0.0,-0.06523555498425349,-0.5422584999035928,-3.184716241403689,-1.6350022495018959,0.0
2019-07-29,1.0,-0.0,-0.05743873416093137,-0.5390107416221779,-3.1914838875667333,-1.644111404129414,0.0
2019-07-30,1.0,-0.0,-0.0440028388928318,-0.5511323311181366,-3.1860765210658757,-1.6708819923866056,0.0
2019-07-31,1.0,-0.0,-0.06987065686025869,-0.5415292924169414,-3.1040451432919096,-1.6249048947501903,0.0
2019-08-01,1.0,-0.0,-0.11360360924869979,-0.5495331787705996,-3.0342126699667897,-1.5687073124882511,0.0
2019-08-02,1.0,-0.0,-0.07884337953960986,-0.589475004704259,-3.032177131029292,-1.5718497146082921,0.0
2019-08-05,1.0,-0.0,-0.07572341225103345,-0.5809845922585494,-3.0335087060002506,-1.5730928222472755,0.0
2019-08-06,1.0,-0.0,-0.07170636849781234,-0.5793631502187652,-2.865337870685464,-1.5603427321341758,0.0
2019-08-07,1.0,-0.0,-0.11635200787159461,-0.528380788389398,-2.8831560174651005,-1.6217944775844044,0.0
2019-08-08,1.0,-0.0,-0.11662668389001662,-0.5266654364273852,-2.8847265793196777,-1.6231777080642187,0.0
2019-08-09,1.0,-0.0,-0.07820035406873817,-0.5066235272571882,-2.857212624381906,-1.6625969110554908,0.0
2019-08-12,1.0,-0.0,-0.06677633583135319,-0.5250106622799001,-2.8655943459452873,-1.6353500274172912,0.0
2019-08-13,1.0,-0.0,-0.03138139053074158,-0.517884345865578,-2.8917189689842178,-1.6525501188227407,0.0
2019-08-14,1.0,-0.0,-0.062477075437095,-0.5152219097689203,-2.8844602029587967,-1.6509964543342706,0.0
2019-08-15,1.0,-0.0,-0.11633016627078385,-0.5387767220902613,-2.786401425178147,-1.4967339667458432,0.0
2019-08-16,1.0,-0.0,-0.10196864316869031,-0.5436166450548156,-2.7565719674643403,-1.4920429093481078,0.0
2019-08-19,1.0,-0.0,-0.03307416267942584,-0.5778708133971292,-2.860287081339713,-1.509688995215311,0.0
2019-08-20,1.0,-0.0,-0.05517490082942662,-0.5872100012020676,-2.881656449092439,-1.486356533237168,0.0
2019-08-21,1.0,-0.0,-0.06824712643678162,-0.559087643678161,-2.8885895593869733,-1.4706657088122606,0.0
2019-08-22,1.0,-0.0,-0.06900472799090311,-0.55880064635825,-2.886887306242145,-1.470105930935424,0.0
2019-08-23,1.0,-0.0,-0.06336384850116676,-0.5608807515108,-2.884102195895411,-1.475019445940286,0.0
2019-08-26,1.0,-0.0,-0.025711608293311466,-0.564074030689938,-2.851645777205107,-1.4154269649759867,0.0
2019-08-27,1.0,-0.0,-0.016794429164959917,-0.5560301948621921,-2.848264965767453,-1.4306278892855053,0.0
2019-08-28,1.0,-0.0,-0.015518347821013943,-0.5554518406160668,-2.845691616591797,-1.4173618808704276,0.0
2019-08-29,1.0,-0.0,-0.0,-0.5639311867953041,-2.8415087760083693,-1.4064861094966872,0.0
2019-08-30,1.0,-0.0,-0.0,-0.57399466913895,-2.8441302584308725,-1.3762892571561014,0.0
2019-09-03,1.0,-0.0,-0.0,-0.5900603108327533,-2.8402342843887727,-1.3688239387613081,0.0
2019-09-04,1.0,-0.0,-0.0,-0.6152211372774268,-2.7863296955772543,-1.3423319931074094,0.0
2019-09-05,1.0,-0.0,-0.011230009407337723,-0.6178857008466604,-2.9152163687676387,-1.3352539981185323,0.0
2019-09-06,1.0,-0.0,-0.0023930426661997314,-0.6292534874219342,-2.917294110780365,-1.2877487888869432,0.0
2019-09-09,1.0,-0.0,-0.013263525305410123,-0.6271669575334498,-2.9020942408376964,-1.2748109365910414,0.0
2019-09-10,1.0,-0.0,-0.03244063247564035,-0.5837563451776651,-2.893576054612288,-1.3248730964467006,0.0
2019-09-11,1.0,-0.0,-0.012188044109112013,-0.5768427161926872,-2.8825304701102725,-1.3322112594312245,0.0
2019-09-12,1.0,-0.0,-0.07059100819044252,-0.567320723587296,-2.9083731070649934,-1.3460609274644983,0.0
2019-09-13,1.0,-0.0,-0.06322277663633695,-0.5610214264749046,-2.89826827120634,-1.347754622835339,0.0
2019-09-16,1.0,-0.0,-0.05962900111182632,-0.5516999239276729,-2.8963075662707007,-1.3440809877699107,0.0
2019-09-17,1.0,-0.0,-0.038970157987126976,-0.5545348156816852,-2.9053247513165594,-1.3526038619075482,0.0
2019-09-18,1.0,-0.0,-0.04400234055002926,-0.5503218256290228,-2.9035108250438855,-1.3535400819192511,0.0
2019-09-19,1.0,-0.0,-0.061125409452503505,-0.5515910154422087,-2.8731282171268133,-1.3634768366869443,0.0
2019-09-20,1.0,-0.0,-0.08804405131509578,-0.580516665690352,-2.838908089742839,-1.3504774178431258,0.0
2019-09-23,1.0,-0.0,-0.09380116959064326,-0.593391812865497,-2.8118713450292394,-1.3488888888888888,0.0
2019-09-24,1.0,-0.0,-0.0936623012160898,-0.5892188961646398,-2.81244153414406,-1.3512628624883067,0.0
2019-09-25,1.0,-0.0,-0.07498979532334246,-0.5842906291912064,-2.8208641903317977,-1.3510408770190683,0.0
2019-09-26,1.0,-0.0,-0.0,-0.7377975474873768,-2.957561913921616,-1.3157610002404423,0.0
2019-09-27,1.0,-0.0,-0.0,-0.7212475633528266,-3.0064571150097463,-1.3638523391812867,0.0
2019-09-30,1.0,-0.0,-0.0,-0.7900305810397553,-2.977064220183486,-1.3491743119266055,0.0
2019-10-01,1.0,-0.0,-0.0,-0.8043478260869564,-2.971586037966932,-1.3478260869565217,0.0
2019-10-02,1.0,-0.0,-0.0,-0.87751166407465,-3.0316018662519437,-1.3117262830482115,0.0
2019-10-03,1.0,-0.0,-0.0,-0.8584847740667977,-3.0102529469548136,-1.2708128683693518,0.0
2019-10-04,1.0,-0.0,-0.0,-0.8949255207367576,-2.9896161691081033,-1.296310031522344,0.0
2019-10-07,1.0,-0.0,-0.021470316825592126,-0.8900645955090741,-2.9510304521685637,-1.289387880652107,0.0
2019-10-08,1.0,-0.0,-0.04044117647058824,-0.8957276876267747,-3.058253042596349,-1.3443204868154157,0.0
2019-10-09,1.0,-0.0,-0.045707421924389945,-0.8948666076621572,-3.041787836641801,-1.339549879883677,0.0
2019-10-10,1.0,-0.0,-0.1420272828144377,-1.0266953854187062,-2.952809868807519,-1.4055218327785393,0.0
2019-10-11,1.0,-0.0,-0.18155015396711002,-1.1796501343117343,-2.8019393304068663,-1.3886522964030663,0.0
2019-10-14,1.0,-0.0,-0.13739302172481896,-1.2468071099407505,-2.8345622119815665,-1.364516129032258,0.0
2019-10-15,1.0,-0.0,-0.14402640264026403,-1.249108910891089,-2.839273927392739,-1.3682508250825083,0.0
2019-10-16,1.0,-0.0,-0.17753911429329092,-1.2798992309732167,-2.8247149297268628,-1.3473879607531158,0.0
2019-10-17,1.0,-0.0,-0.19297308129049492,-1.276668225235455,-2.865807227306125,-1.344065192705898,0.0
2019-10-18,1.0,-0.0,-0.24037425955842756,-1.302571351642434,-2.850498115239634,-1.337843295638126,0.0
2019-10-21,1.0,-0.0,-0.16704759343909653,-1.3082817961817692,-2.8387335305189567,-1.4081742403872008,0.0
2019-10-22,1.0,-0.0,-0.1699149420668408,-1.3078829281360929,-2.828477663920702,-1.3912664925323153,0.0
2019-10-23,1.0,-0.0,-0.16815286624203823,-1.3039892725444182,-2.8415018437814283,-1.3910157559503853,0.0
2019-10-24,1.0,-0.0,-0.14508230172765607,-1.4330023126105291,-2.8418582505781527,-1.3818528091416133,0.0
2019-10-25,1.0,-0.0,-0.14755881952944377,-1.418060655514756,-2.8472052223582214,-1.3871209030327758,0.0
2019-10-28,1.0,-0.0,-0.23008909287257023,-1.4419546436285098,-2.764443844492441,-1.3129724622030239,0.0
2019-10-29,1.0,-0.0,-0.23199945088887364,-1.551444848651246,-2.7476147985448556,-1.3328299814674995,0.0
2019-10-30,1.0,-0.0,-0.24305555555555555,-1.495659722222222,-2.654113247863248,-1.2845219017094018,0.0
2019-10-31,1.0,-0.0,-0.2321666223050306,-1.5008650519031141,-2.595488421612989,-1.325725312749534,0.0
2019-11-01,1.0,-0.0,-0.2648153069359554,-1.5222561785809197,-2.580919479138985,-1.275644432633537,0.0
2019-11-04,1.0,-0.0,-0.2659876992262416,-1.486938694530785,-2.594206732358971,-1.2661860988029892,0.0
2019-11-05,1.0,-0.0,-0.30275229357798167,-1.6503642741500268,-2.5457366432811654,-1.2470318402590392,0.0
2019-11-06,1.0,-0.0,-0.27656281542291905,-1.5989502725254021,-2.4945158468474533,-1.3590606284906805,0.0
2019-11-07,1.0,-0.0,-0.3140745717164931,-1.5906617400067182,-2.4700705408128987,-1.343298622774605,0.0
2019-11-08,1.0,-0.0,-0.3093825829064438,-1.593825829064438,-2.481464006470747,-1.3557562685359936,0.0
2019-11-11,1.0,-0.0,-0.29568703345313796,-1.694221730716063,-2.519491291125242,-1.402474426320155,0.0
2019-11-12,1.0,-0.0,-0.30927763513982376,-1.7133439733536882,-2.515925334813684,-1.4005967663590313,0.0
2019-11-13,1.0,-0.0,-0.34027294248711876,-1.9140788191059739,-2.3694471522072136,-1.3390196351483081,0.0
2019-11-14,1.0,-0.0,-0.3394648829431438,-1.9163182831661092,-2.364896878483835,-1.3469202898550725,0.0
2019-11-15,1.0,-0.0,-0.3335189309576837,-1.9416759465478841,-2.3392260579064588,-1.345489977728285,0.0
2019-11-18,1.0,-0.0,-0.3248412089062609,-1.958051231939694,-2.356110839673344,-1.3407552174216515,0.0
2019-11-19,1.0,-0.0,-0.4964524060414471,-1.8893572181243414,-2.3048120828942746,-1.3343870741131014,0.0
2019-11-20,1.0,-0.0,-0.4933277145666526,-1.879196516364658,-2.307206068268015,-1.3437982862761624,0.0
2019-11-21,1.0,-0.0,-0.44153052450558905,-2.02171109200344,-2.2688449412439096,-1.4332903410719406,0.0
2019-11-22,1.0,-0.0,-0.43711721976926365,-2.0358211081042588,-2.258723828514457,-1.3897592935479277,0.0
2019-11-25,1.0,-0.0,-0.43746442800227664,-2.03628343767786,-2.2571143995446783,-1.3835372794536143,0.0
2019-11-26,1.0,-0.0,-0.3951410220608768,-2.005654845015359,-2.1973610723261654,-1.3831332030159171,0.0
2019-11-27,1.0,-0.0,-0.4191166127444085,-2.041848361232241,-2.2057954705303136,-1.3665072443381627,0.0
2019-11-29,1.0,-0.0,-0.42228199320498305,-2.1180634201585504,-2.246107021517554,-1.2916194790486977,0.0
2019-12-02,1.0,-0.0,-0.4436482084690554,-2.2328628302569675,-2.266087585957293,-1.295982627578719,0.0
2019-12-03,1.0,-0.0,-0.43009282578973873,-2.2081744261351366,-2.2583291357847015,-1.2991293084838453,0.0
2019-12-04,1.0,-0.0,-0.5124910778015703,-2.1851534618129906,-2.195146324054247,-1.244967880085653,0.0
2019-12-05,1.0,-0.0,-0.4845003251680034,-2.256593684514777,-2.161644627501987,-1.3232169954476478,0.0
2019-12-06,1.0,-0.0,-0.5692919767184853,-2.3100272600014735,-2.2188904442643484,-1.2694319605098359,0.0
2019-12-09,1.0,-0.0,-0.4648089412475457,-2.411569249358103,-2.3285002265518804,-1.3469264461561696,0.0
2019-12-10,1.0,-0.0,-0.42028985507246375,-3.1624619788870993,-2.931293612453033,-1.4320987654320987,0.0
2019-12-11,1.0,-0.0,-0.4233905951761236,-3.0380878014922783,-2.8554572271386434,-1.3591879229567934,0.0
2019-12-12,1.0,-0.0,-0.44171991020549123,-3.0214988775686407,-2.8305992056639613,-1.3402693835261612,0.0
2019-12-13,1.0,-0.0,-0.45037242335007793,-3.076130261562446,-2.8308505109994804,-1.3035683353542353,0.0
2019-12-16,1.0,-0.0,-0.44935177182368197,-3.0938634399308556,-2.8268798617113227,-1.2729472774416595,0.0
2019-12-17,1.0,-0.0,-0.3840346192799926,-3.419390479698002,-3.0876530706196483,-1.3162692201454746,0.0
2019-12-18,1.0,-0.0,-0.4694601591715409,-3.5792501678013235,-3.16502061559114,-1.3748202128679645,0.0
2019-12-19,1.0,-0.0,-0.5007747433662599,-3.6245399961262827,-3.167635095874491,-1.3913422428820452,0.0
2019-12-20,1.0,-0.0,-0.5967650397275822,-3.5482406356413168,-3.0422814982973896,-1.2716609912977679,0.0
2019-12-23,1.0,-0.0,-0.6305087951579345,-3.5358426328730848,-3.047853224891243,-1.2430489880839797,0.0
2019-12-24,1.0,-0.0,-0.6304100227790433,-3.5242027334851933,-3.0888382687927107,-1.247817008352316,0.0
2019-12-26,1.0,-0.0,-0.6268982536066818,-3.523728170083523,-3.0860858010630223,-1.2544608959757024,0.0
2019-12-27,1.0,-0.0,-0.6454632282712512,-3.560744985673352,-3.088443170964661,-1.2564469914040115,0.0
2019-12-30,1.0,-0.0,-0.654109919830001,-3.6531440162271807,-3.149715058437168,-1.2020670337100359,0.0
2019-12-31,1.0,-0.0,-0.6594391442613472,-3.6539462272333045,-3.1320227426038354,-1.1911920593620506,0.0
2020-01-02,1.0,-0.0,-0.6703159512148277,-3.638432728320369,-3.111975415346202,-1.1827523288197446,0.0
2020-01-03,1.0,-0.0,-0.6577704981212062,-3.648424703728683,-3.1028037383177574,-1.225744291357549,0.0
2020-01-06,1.0,-0.0,-0.7165960723912207,-3.6547939930689255,-3.0522718521370815,-1.2029264536003081,0.0
2020-01-07,1.0,-0.0,-0.70935154897056,-3.6579757552434096,-3.047527419665191,-1.206176640369444,0.0
2020-01-08,1.0,-0.0,-0.7043444828911957,-3.6496539792387543,-3.029700115340254,-1.2279892349096504,0.0
2020-01-09,1.0,-0.0,-0.7197335392932999,-3.659779880285769,-3.032245607260089,-1.2425178605908476,0.0
2020-01-10,1.0,-0.0,-0.7275019394879751,-3.68366951124903,-3.0376260667183863,-1.2486423584173778,0.0
2020-01-13,1.0,-0.0,-0.7322430810915425,-3.6902457905941555,-3.021192181149603,-1.2331139926456356,0.0
2020-01-14,1.0,-0.0,-0.7055142745404772,-3.8087602659366446,-3.086624951114587,-1.1761830269847477,0.0
