Date,ADS,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.3543191332971142,-0.649483877153175,-0.10699562174427152,-0.5546642804640312,-0.5303441884247866,0.0
2018-09-25,1.0,-0.35335553278688525,-0.6528240266393442,-0.10409195696721311,-0.5575371413934427,-0.5340676229508197,0.0
2018-09-26,1.0,-0.352948713841817,-0.6526572060095461,-0.1024121472274722,-0.558477752506647,-0.5368869526219688,0.0
2018-09-27,1.0,-0.3523412443874278,-0.6563822963438101,-0.10169980756895446,-0.5591404746632456,-0.5376202694034637,0.0
2018-09-28,1.0,-0.34895080176098203,-0.6623284809923197,-0.10244545133198367,-0.5605578585430123,-0.5392204119669655,0.0
2018-10-01,1.0,-0.34927214884797064,-0.6618464603618368,-0.10254185545808027,-0.5606542626691088,-0.5391561425495678,0.0
2018-10-02,1.0,-0.35105596451187765,-0.6481725545662028,-0.10758944356938507,-0.5644025844610885,-0.5432832942235366,0.0
2018-10-03,1.0,-0.35238217955738815,-0.6560255129980994,-0.1086879489740038,-0.5635731082691751,-0.5406693940662951,0.0
2018-10-04,1.0,-0.3515884534752459,-0.6594420254797614,-0.1088534107402032,-0.5624576681180454,-0.5429446863409128,0.0
2018-10-05,1.0,-0.3412604042806183,-0.6535655750875727,-0.09820998168203876,-0.5693350901436515,-0.5513063598675965,0.0
2018-10-08,1.0,-0.3411639939582865,-0.6538226692804576,-0.09779220361860076,-0.5694957740142045,-0.551434906964039,0.0
2018-10-09,1.0,-0.3422270798508422,-0.654108267969654,-0.09997428314259997,-0.5685354249710685,-0.5497621190690497,0.0
2018-10-10,1.0,-0.3419292604501608,-0.654887459807074,-0.09913183279742765,-0.5687138263665595,-0.5507717041800643,0.0
2018-10-11,1.0,-0.3080933387770485,-0.6518011368989667,-0.05452090072547972,-0.5620740554630821,-0.5641154486354072,0.0
2018-10-12,1.0,-0.30659609120521175,-0.6525306940616387,-0.04867201202706089,-0.5615760461037334,-0.5627035830618892,0.0
2018-10-15,1.0,-0.29724237118559277,-0.6668959479739869,-0.03536143071535768,-0.5619059529764882,-0.5651263131565782,0.0
2018-10-16,1.0,-0.2992520264137953,-0.6618157919444184,-0.039871060620286045,-0.5625762839170031,-0.5660814321034019,0.0
2018-10-17,1.0,-0.28687005928853754,-0.6325654644268774,-0.02714303359683794,-0.563673418972332,-0.5776926877470355,0.0
2018-10-18,1.0,-0.2872320711594292,-0.6334239298288962,-0.026623015627895482,-0.5634072518376675,-0.5778615109024646,0.0
2018-10-19,1.0,-0.27874464137180877,-0.6598310832426898,-0.0,-0.628383133917717,-0.6321901593192143,0.0
2018-10-22,1.0,-0.2813365985693111,-0.6803828059547593,-0.003125604176064961,-0.6264419668750403,-0.6309531481600825,0.0
2018-10-23,1.0,-0.2751785073848261,-0.6928368817449708,-0.0,-0.6463434514688142,-0.6460500146718399,0.0
2018-10-24,1.0,-0.2735181987031184,-0.69203949297794,-0.0,-0.6465508814233113,-0.6463879565968262,0.0
2018-10-25,1.0,-0.2457119305031546,-0.6538156684949747,-0.0,-0.6497257537807932,-0.6212231698424273,0.0
2018-10-26,1.0,-0.23383194016717995,-0.6432656652630255,-0.0,-0.6516560869838477,-0.6137263528376595,0.0
2018-10-29,1.0,-0.2216483550881147,-0.6463204682755814,-0.0,-0.6464456756502959,-0.6157385670015965,0.0
2018-10-30,1.0,-0.20595883329678252,-0.6481406059087065,-0.0,-0.6486418747454494,-0.6301889156928475,0.0
2018-10-31,1.0,-0.2107966750723826,-0.6288720774571154,-0.0,-0.6474891815323309,-0.6260390398804521,0.0
2018-11-01,1.0,-0.21576879910213242,-0.6262938022197282,-0.0,-0.6486781394188802,-0.6268237934904601,0.0
2018-11-02,1.0,-0.22078203975317065,-0.6016930757542869,-0.0,-0.6558963068622283,-0.6224999224782164,0.0
2018-11-05,1.0,-0.22119529820426137,-0.6007815649908507,-0.0,-0.6559563316068604,-0.6235151815898025,0.0
2018-11-06,1.0,-0.22212919031227712,-0.6011722020653084,-0.0,-0.655223741743418,-0.6225695413526839,0.0
2018-11-07,1.0,-0.22184681194011344,-0.6010043086079166,-0.0,-0.6545984315427296,-0.6222683735780045,0.0
2018-11-08,1.0,-0.2094786145692099,-0.5994083569579687,-0.0,-0.6492666091458154,-0.6233205965734008,0.0
2018-11-09,1.0,-0.2090035126640784,-0.5993714180070253,-0.0,-0.6498736673445492,-0.6230356812719541,0.0
2018-11-12,1.0,-0.20826542849235877,-0.5941391716121891,-0.0,-0.6509024937732543,-0.6216291011961502,0.0
2018-11-13,1.0,-0.19223721981310699,-0.5898124961827399,-0.0,-0.6522628718011361,-0.619495510902095,0.0
2018-11-14,1.0,-0.1943866943866944,-0.5895499571970161,-0.0,-0.6537544331661979,-0.6196649137825608,0.0
2018-11-15,1.0,-0.19371150133308818,-0.5910330667156998,-0.0,-0.654530967484907,-0.6252949649106678,0.0
2018-11-16,1.0,-0.18869426751592355,-0.5815164135227829,-0.0,-0.656265311121999,-0.6357484076433121,0.0
2018-11-19,1.0,-0.18953427845310633,-0.5811874215377079,-0.0,-0.6557151168131297,-0.6355062922930893,0.0
2018-11-20,1.0,-0.17384540296504178,-0.5770239765725093,-0.0,-0.6572509303886279,-0.642364712342139,0.0
2018-11-21,1.0,-0.18140239285173407,-0.5725882174769045,-0.0,-0.658306830228684,-0.6165985158261397,0.0
2018-11-23,1.0,-0.18138547824768836,-0.5761103531908444,-0.0,-0.657480673033197,-0.6167045626800061,0.0
2018-11-26,1.0,-0.18102194205358227,-0.5775548551339557,-0.0,-0.6564432052369984,-0.6156503818644684,0.0
2018-11-27,1.0,-0.1803079907845277,-0.5777252334182127,-0.0,-0.657238995998545,-0.6161331393233903,0.0
2018-11-28,1.0,-0.17503213564301892,-0.6129644365550592,-0.0,-0.6552304584685071,-0.6173103997061884,0.0
2018-11-29,1.0,-0.16320763317025738,-0.6057613418821599,-0.0,-0.6517973806557477,-0.617916071591358,0.0
2018-11-30,1.0,-0.16243423253550682,-0.6063988321523068,-0.0,-0.652017882667802,-0.6204494997110793,0.0
2018-12-03,1.0,-0.16365685050400464,-0.6070286566982368,-0.0,-0.6531047294210799,-0.6215549532539514,0.0
2018-12-04,1.0,-0.15369407184353803,-0.6145329561699668,-0.0,-0.6513672172035161,-0.6220458070991879,0.0
2018-12-06,1.0,-0.14778103850991195,-0.5876504761334371,-0.0,-0.6495478229622087,-0.6095705815415943,0.0
2018-12-07,1.0,-0.14566422045828967,-0.5882282462183616,-0.0,-0.6502321401827168,-0.6112325894862962,0.0
2018-12-10,1.0,-0.13528009535160906,-0.5882896305125148,-0.0,-0.6503277711561383,-0.6058402860548272,0.0
2018-12-11,1.0,-0.13263785394932934,-0.5895380029806259,-0.0,-0.6495678092399404,-0.6088822652757079,0.0
2018-12-12,1.0,-0.13237748897102658,-0.5896625730296888,-0.0,-0.6493978776678192,-0.6093656849886729,0.0
2018-12-13,1.0,-0.1323980579632443,-0.5874661186072141,-0.0,-0.6506716706877551,-0.6080779197569476,0.0
2018-12-14,1.0,-0.1302998657317619,-0.596658212740564,-0.0,-0.6475011189019843,-0.6092495897359391,0.0
2018-12-17,1.0,-0.11964312267657994,-0.5959851301115242,-0.0,-0.6395539033457249,-0.6188252788104089,0.0
2018-12-18,1.0,-0.1242859301798398,-0.6156566419827717,-0.0,-0.6560374792201904,-0.6265074807314494,0.0
2018-12-19,1.0,-0.12275928780871195,-0.6162147456243765,-0.0,-0.6569632115111393,-0.626945981076751,0.0
2018-12-20,1.0,-0.12127140836167714,-0.6050326580983053,-0.0,-0.66137916503627,-0.6222797459591247,0.0
2018-12-21,1.0,-0.11829700354290516,-0.6046658259773013,-0.0,-0.6621929982585719,-0.6173362156968714,0.0
2018-12-24,1.0,-0.11193940482605833,-0.5991557391772948,-0.0,-0.661128076163104,-0.6216394227890546,0.0
2018-12-26,1.0,-0.11130626339604668,-0.6013634198618719,-0.0,-0.6497082638723506,-0.6145510835913313,0.0
2018-12-27,1.0,-0.09132618985393617,-0.5814676075151726,-0.0,-0.6130905711879665,-0.6179690449226123,0.0
2018-12-28,1.0,-0.08877474026350919,-0.5840733646758373,-0.0,-0.6128039932671658,-0.616460618724244,0.0
2018-12-31,1.0,-0.09136849442379183,-0.5804774628252788,-0.0,-0.6140799256505576,-0.6183201672862454,0.0
2019-01-02,1.0,-0.08902817677954789,-0.5802501378369751,-0.0,-0.6128957372101796,-0.6196570035692521,0.0
2019-01-03,1.0,-0.07528923688208486,-0.5901601028397804,-0.0,-0.609500993338787,-0.6466343344630128,0.0
2019-01-04,1.0,-0.06140274259760678,-0.5941130229714385,-0.0,-0.6052348094447841,-0.6506827379392669,0.0
2019-01-07,1.0,-0.061253021873998774,-0.5946756764628782,-0.0,-0.6055689861066612,-0.6511519529315818,0.0
2019-01-08,1.0,-0.06423005350081414,-0.580978134449872,-0.0,-0.6140381484066062,-0.648435682716911,0.0
2019-01-09,1.0,-0.06421511627906977,-0.580029069767442,-0.0,-0.6138953488372094,-0.6488372093023257,0.0
2019-01-10,1.0,-0.06301321996389261,-0.5835711373827965,-0.0,-0.6139129928367596,-0.6514180886378196,0.0
2019-01-11,1.0,-0.060501521959704305,-0.5895926945934193,-0.0,-0.6087259023046818,-0.6401507464849978,0.0
2019-01-14,1.0,-0.06437134418254474,-0.5883477152950716,-0.0,-0.6054033705913013,-0.637603521167545,0.0
2019-01-15,1.0,-0.060845103100258105,-0.5827267190626721,-0.0,-0.6073199733186393,-0.6492561120617152,0.0
2019-01-16,1.0,-0.046912578598128134,-0.5880154153748081,-0.0,-0.5989394685752369,-0.6637304047984701,0.0
2019-01-17,1.0,-0.04760387089297097,-0.5868922755983079,-0.0,-0.598829460508779,-0.6640783450194123,0.0
2019-01-18,1.0,-0.05255351326198232,-0.583759888320149,-0.0,-0.5996684504420662,-0.6723476035365287,0.0
2019-01-22,1.0,-0.0,-0.5829910819056559,-0.0,-0.635531565360244,-0.7150610185402487,0.0
2019-01-23,1.0,-0.0,-0.5592254121242397,-0.0,-0.6424730392877083,-0.736798801093121,0.0
2019-01-24,1.0,-0.0,-0.5408396946564885,-0.0,-0.6708749266001174,-0.7242806811509102,0.0
2019-01-25,1.0,-0.0,-0.489502367551148,-0.0,-0.7169361803508145,-0.7716132106376009,0.0
2019-01-28,1.0,-0.0,-0.4785164408903742,-0.0,-0.735871576057767,-0.769409798890016,0.0
2019-01-29,1.0,-0.0,-0.4828428452281663,-0.0,-0.7221196234957703,-0.7736804479923747,0.0
2019-01-30,1.0,-0.0,-0.4819801036516352,-0.0,-0.7203490796449634,-0.7761958658485734,0.0
2019-01-31,1.0,-0.0,-0.4888074160183612,-0.0,-0.699275686309577,-0.7926018659274493,0.0
2019-02-01,1.0,-0.0,-0.47981439886511407,-0.0,-0.7090968199550775,-0.7665208653505142,0.0
2019-02-04,1.0,-0.0,-0.47148266477339956,-0.0,-0.7043249319607147,-0.7824221985563838,0.0
2019-02-05,1.0,-0.0,-0.4633547356274225,-0.0,-0.696156463591443,-0.7993608900198242,0.0
2019-02-06,1.0,-0.0,-0.47133362871067785,-0.0,-0.6910057598582189,-0.7914045192733717,0.0
2019-02-07,1.0,-0.0,-0.47257845281011757,-0.0,-0.6974765084805863,-0.7848531410673129,0.0
2019-02-08,1.0,-0.0,-0.4620023000652721,-0.0,-0.7317315761663507,-0.9144935194106859,0.0
2019-02-11,1.0,-0.0,-0.4628567867381279,-0.0,-0.7463230711703852,-0.9068615231210271,0.0
2019-02-12,1.0,-0.0,-0.4698847847128985,-0.0,-0.7503044306366504,-0.9021762887563617,0.0
2019-02-13,1.0,-0.0,-0.48399499843701155,-0.0,-0.7460456392622694,-0.8959674898405751,0.0
2019-02-14,1.0,-0.0,-0.48369242315269395,-0.0,-0.7507426748803901,-0.8926170299258888,0.0
2019-02-15,1.0,-0.0,-0.5100860046911649,-0.0,-0.736731821735731,-0.880625488663018,0.0
2019-02-19,1.0,-0.0,-0.5116381341291032,-0.0,-0.7439924611276896,-0.885597612690435,0.0
2019-02-20,1.0,-0.0,-0.5071922110552763,-0.0,-0.745320351758794,-0.8881909547738693,0.0
2019-02-21,1.0,-0.0,-0.5036120359319053,-0.0,-0.7475029838557699,-0.8898171995728374,0.0
2019-02-22,1.0,-0.0,-0.5033616085453974,-0.0,-0.746999685830977,-0.8912975180647188,0.0
2019-02-25,1.0,-0.0,-0.5044342748934827,-0.0,-0.7569512387565094,-0.8946504655199621,0.0
2019-02-26,1.0,-0.0,-0.5059168796743349,-0.0,-0.7556249802770677,-0.8941272996939,0.0
2019-02-27,1.0,-0.0,-0.5001102535832415,-0.0,-0.7496298629705465,-0.9003622617735076,0.0
2019-02-28,1.0,-0.0,-0.49900727994705496,-0.0,-0.7487630392991081,-0.9037534272478019,0.0
2019-03-01,1.0,-0.0,-0.498314482845531,-0.0,-0.7539144954475284,-0.8982388708610313,0.0
2019-03-04,1.0,-0.0,-0.4949450411010677,-0.0,-0.7502755818714371,-0.9043179742370319,0.0
2019-03-05,1.0,-0.0,-0.4804490413723511,-0.0,-0.7687626135216953,-0.9041372351160443,0.0
2019-03-06,1.0,-0.0,-0.4774331820474029,-0.0,-0.7697932425617751,-0.9045637922339889,0.0
2019-03-07,1.0,-0.0,-0.4666666666666667,-0.0,-0.7809568775574441,-0.9000000000000001,0.0
2019-03-08,1.0,-0.0,-0.4563371356147022,-0.0,-0.8023130544993663,-0.9099176172370088,0.0
2019-03-11,1.0,-0.0,-0.4570580538090831,-0.0,-0.8014872498643604,-0.9329780104043659,0.0
2019-03-12,1.0,-0.0,-0.4337840876240645,-0.0,-0.8150836732727331,-0.9631259435325861,0.0
2019-03-13,1.0,-0.0,-0.44838491077479103,-0.0,-0.8190970989706025,-0.9594694891735777,0.0
2019-03-14,1.0,-0.0,-0.4425584097069834,-0.0,-0.8277397702336389,-0.9567574544985157,0.0
2019-03-15,1.0,-0.0,-0.413154533844189,-0.0,-0.8041507024265645,-0.9755427841634738,0.0
2019-03-18,1.0,-0.0,-0.42288252905385826,-0.0,-0.8107716575990729,-0.9856098895792421,0.0
2019-03-19,1.0,-0.0,-0.42247574849334496,-0.0,-0.802120596861001,-0.9982274646298624,0.0
2019-03-20,1.0,-0.0,-0.42417979850167914,-0.0,-0.7998256264531128,-1.0051666236114698,0.0
2019-03-21,1.0,-0.0,-0.4247867666063583,-0.0,-0.799463685706901,-1.0065585422589816,0.0
2019-03-22,1.0,-0.0,-0.42219984407484407,-0.0,-0.8241294178794178,-1.0021114864864864,0.0
2019-03-25,1.0,-0.0,-0.39443905593275136,-0.0,-0.8360814742967991,-1.0025864856126736,0.0
2019-03-26,1.0,-0.0,-0.39996105539869536,-0.0,-0.834225813779898,-1.0112290267095057,0.0
2019-03-27,1.0,-0.0,-0.4147960179582276,-0.0,-0.8256230073524629,-1.012850543301451,0.0
2019-03-28,1.0,-0.0,-0.41514657980456027,-0.0,-0.8220846905537459,-1.0200651465798045,0.0
2019-03-29,1.0,-0.0,-0.4144355416585238,-0.0,-0.822063709204612,-1.0206175493453196,0.0
2019-04-01,1.0,-0.0,-0.4144554777795865,-0.0,-0.8220087904932444,-1.0192739703727822,0.0
2019-04-02,1.0,-0.0,-0.427679906390171,-0.0,-0.8400507053240591,-0.9826106741207828,0.0
2019-04-03,1.0,-0.0,-0.4264782326185835,-0.0,-0.84314489928525,-0.9792722547108512,0.0
2019-04-04,1.0,-0.0,-0.42856677418303846,-0.0,-0.8321115563809338,-0.9973935425015477,0.0
2019-04-05,1.0,-0.0,-0.4248630315679624,-0.0,-0.8381815810070441,-0.998108531176624,0.0
2019-04-08,1.0,-0.0,-0.41063496211131434,-0.0,-0.8507316435850537,-1.0048993990070552,0.0
2019-04-09,1.0,-0.0,-0.40293915491113796,-0.0,-0.8679998690799593,-1.002061990639217,0.0
2019-04-10,1.0,-0.0,-0.38880533577453735,-0.0,-0.876446740338717,-1.0042176159027005,0.0
2019-04-11,1.0,-0.0,-0.3681385224706229,-0.0,-0.909102811691925,-0.9959739452063762,0.0
2019-04-12,1.0,-0.0,-0.369284147818402,-0.0,-0.9087100258584007,-0.9952211056921213,0.0
2019-04-15,1.0,-0.0,-0.36687617229918723,-0.0,-0.9264536509921354,-0.9973345618480371,0.0
2019-04-16,1.0,-0.0,-0.39233211401753054,-0.0,-0.9910621851059425,-1.067499482365933,0.0
2019-04-17,1.0,-0.0,-0.4010547723277378,-0.0,-0.9928647754300094,-1.0530488435421048,0.0
2019-04-18,1.0,-0.0,-0.39002892163613834,-0.0,-0.9954551714639858,-1.0575333976036358,0.0
2019-04-22,1.0,-0.0,-0.39798279852164004,-0.0,-0.9979275327277124,-1.0582017892300786,0.0
2019-04-23,1.0,-0.0,-0.3954540744067152,-0.0,-0.9940930602093335,-1.0648381636671387,0.0
2019-04-24,1.0,-0.0,-0.38410070701845145,-0.0,-0.9970684600793241,-1.0676668391101916,0.0
2019-04-25,1.0,-0.0,-0.39525323015269814,-0.0,-1.0033856145926898,-1.0560699233054653,0.0
2019-04-26,1.0,-0.0,-0.41302279694161587,-0.0,-0.9785772171523202,-1.1318840069060288,0.0
2019-04-29,1.0,-0.0,-0.42093384116236426,-0.0,-0.9815911976301311,-1.1240654535195376,0.0
2019-04-30,1.0,-0.0,-0.4250052887666596,-0.0,-0.9806783724702066,-1.1201960369508497,0.0
2019-05-01,1.0,-0.0,-0.41712570621468925,-0.0,-0.9866172316384181,-1.1273305084745762,0.0
2019-05-02,1.0,-0.0,-0.420345692976565,-0.0,-0.9825739634512743,-1.131773355484076,0.0
2019-05-03,1.0,-0.0,-0.4112985956347943,-0.0,-0.9904842760621176,-1.1356609713820793,0.0
2019-05-06,1.0,-0.0,-0.390093973009256,-0.0,-0.995583975128948,-1.147141948703455,0.0
2019-05-07,1.0,-0.0,-0.3848167539267016,-0.0,-0.999964624310174,-1.152752228668459,0.0
2019-05-08,1.0,-0.0,-0.3941911635275479,-0.0,-0.9873261749691954,-1.1389896145044884,0.0
2019-05-09,1.0,-0.0,-0.3930983537357535,-0.0,-0.984311242437034,-1.1402490502321656,0.0
2019-05-10,1.0,-0.0,-0.39313232241494567,-0.0,-0.9843084825669354,-1.1408366463779334,0.0
2019-05-13,1.0,-0.0,-0.3917097716316549,-0.0,-0.9843766494246807,-1.1426510433160915,0.0
2019-05-14,1.0,-0.0,-0.3689757459431164,-0.0,-0.9890071540743325,-1.131844355260862,0.0
2019-05-15,1.0,-0.0,-0.3726202536067349,-0.0,-0.9964369301708177,-1.1241834631641456,0.0
2019-05-16,1.0,-0.0,-0.3743623785898959,-0.0,-0.9948640905597094,-1.1246244147858293,0.0
2019-05-17,1.0,-0.0,-0.36293341730520273,-0.0,-0.9967111017809034,-1.139183373569854,0.0
2019-05-20,1.0,-0.0,-0.35715784320581856,-0.0,-0.9988111056717253,-1.1407790754598222,0.0
2019-05-21,1.0,-0.0,-0.3486943164362519,-0.0,-1.0029674626448821,-1.139470744309454,0.0
2019-05-22,1.0,-0.0,-0.34991985504216316,-0.0,-0.998710711547843,-1.1359328176179524,0.0
2019-05-23,1.0,-0.0,-0.34536908077994427,-0.0,-1.0053969359331476,-1.1311281337047352,0.0
2019-05-24,1.0,-0.0,-0.33058856229587935,-0.0,-1.006184420818567,-1.1376207351817107,0.0
2019-05-28,1.0,-0.0,-0.33291631915485126,-0.0,-1.004482902418682,-1.1377189324437031,0.0
2019-05-29,1.0,-0.0,-0.3348239046034387,-0.0,-1.0056156405990018,-1.1259706045479756,0.0
2019-05-30,1.0,-0.0,-0.3310344827586207,-0.0,-1.0029804193380698,-1.131588979379657,0.0
2019-05-31,1.0,-0.0,-0.3301112150504106,-0.0,-0.9958770744551848,-1.1386203790319787,0.0
2019-06-03,1.0,-0.0,-0.3291278490150917,-0.0,-0.9965622743992575,-1.1120354773281997,0.0
2019-06-04,1.0,-0.0,-0.32,-0.0,-1.0232158211521925,-1.0961306964746345,0.0
2019-06-05,1.0,-0.0,-0.311788242536165,-0.0,-1.0284190007181697,-1.0796484388358811,0.0
2019-06-06,1.0,-0.0,-0.3149490528619298,-0.0,-1.0043766668946181,-1.0999452916638173,0.0
2019-06-07,1.0,-0.0,-0.32202346341963944,-0.0,-1.0010603003044087,-1.0972397988849742,0.0
2019-06-10,1.0,-0.0,-0.32347113085070034,-0.0,-0.9922104543901605,-1.100751622822002,0.0
2019-06-11,1.0,-0.0,-0.32428403023368696,-0.0,-1.0476388599958393,-1.0952430483322932,0.0
