Date,BURL,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.42003076397197064,-0.7374124081353616,-0.05592206460434114,-0.5833532729447958,-0.6215347803794223,0.0
2018-09-25,1.0,-0.41993709831806375,-0.737590592096267,-0.055791057021742106,-0.5835156570490907,-0.6217694516614248,0.0
2018-09-26,1.0,-0.42301630807181034,-0.7423941345758531,-0.06029875291215569,-0.5841441688365082,-0.6162121419761546,0.0
2018-09-27,1.0,-0.4403106688394993,-0.7347179362712805,-0.06629451128601645,-0.5983148989286086,-0.6276134669394265,0.0
2018-09-28,1.0,-0.4373915457763587,-0.7386687027139585,-0.06708544457555354,-0.5989449573124176,-0.6284098007912821,0.0
2018-10-01,1.0,-0.43983460161923627,-0.7378644150248446,-0.06671531324924423,-0.6011675179818617,-0.6292087980819348,0.0
2018-10-02,1.0,-0.4405003144434351,-0.765425197400601,-0.059918943470057995,-0.6005170847599749,-0.6274544057019077,0.0
2018-10-03,1.0,-0.44554036917007184,-0.7886783147808933,-0.06235028885444554,-0.6020501620402987,-0.6240312808228828,0.0
2018-10-04,1.0,-0.44803548795944237,-0.7834811998310096,-0.06305449936628643,-0.6052668638219968,-0.6207928460780171,0.0
2018-10-05,1.0,-0.4393168986920083,-0.7783427429252727,-0.052214468562611784,-0.6097766244696147,-0.6270294911806993,0.0
2018-10-08,1.0,-0.43759624807503855,-0.7751644967100659,-0.04903401931961361,-0.6118927621447572,-0.6262074758504831,0.0
2018-10-09,1.0,-0.43770124597508053,-0.7753394932101358,-0.04896402071958562,-0.6118227635447291,-0.6260674786504271,0.0
2018-10-10,1.0,-0.4398277793335201,-0.7739428731447774,-0.051071128535424254,-0.6132035844301317,-0.6223746849621955,0.0
2018-10-11,1.0,-0.3959290649783859,-0.7690186868171143,-0.0,-0.6008032948704858,-0.6380407774260527,0.0
2018-10-12,1.0,-0.41389789303079416,-0.7680983252296056,-0.0,-0.5803957320367369,-0.6141950297136684,0.0
2018-10-15,1.0,-0.42034724337496193,-0.7646800013537753,-0.0,-0.5836463938809354,-0.6157647138457373,0.0
2018-10-16,1.0,-0.4144366912810785,-0.7756249576586952,-0.0,-0.582616353905562,-0.6146263803265362,0.0
2018-10-17,1.0,-0.39893900974242624,-0.7449286000266916,-0.0,-0.5755705324969972,-0.6170092085946884,0.0
2018-10-18,1.0,-0.4009500234160701,-0.7507861109252694,-0.0,-0.5746638121362146,-0.6187863785374992,0.0
2018-10-19,1.0,-0.3901604491246719,-0.7414875593794638,-0.0,-0.5733647809188452,-0.6169152576155199,0.0
2018-10-22,1.0,-0.39001228542019456,-0.7364611349071952,-0.0,-0.5753229073280872,-0.6186207125543713,0.0
2018-10-23,1.0,-0.4031600748262961,-0.7441876002137894,-0.0,-0.5730892570817744,-0.6199893105291288,0.0
2018-10-24,1.0,-0.4026104417670683,-0.7393908969210173,-0.0,-0.577376171352075,-0.6273427041499331,0.0
2018-10-25,1.0,-0.3640988846128759,-0.6945404735503229,-0.0,-0.601917683125693,-0.6008088187332855,0.0
2018-10-26,1.0,-0.3558992945440424,-0.685068927577503,-0.0,-0.6010937803378422,-0.5939745000323603,0.0
2018-10-29,1.0,-0.3241506862649664,-0.7120931892663616,-0.0,-0.5942762581524385,-0.6142314805801615,0.0
2018-10-30,1.0,-0.3098724150245106,-0.7134694672596824,-0.0,-0.5960133753205856,-0.6270817777489205,0.0
2018-10-31,1.0,-0.3126974914554717,-0.6974269684658541,-0.0,-0.5924421229122331,-0.6218159540852517,0.0
2018-11-01,1.0,-0.27647899214234695,-0.7376128320020782,-0.0,-0.601305279563608,-0.6315669848691473,0.0
2018-11-02,1.0,-0.2802917823252211,-0.7155122329094313,-0.0,-0.6054483248337744,-0.6264282486605126,0.0
2018-11-05,1.0,-0.27964761689631806,-0.717125431604763,-0.0,-0.605376101197199,-0.6248023492206912,0.0
2018-11-06,1.0,-0.28309191212052776,-0.7196180275510533,-0.0,-0.6026712262477013,-0.6207374907249088,0.0
2018-11-07,1.0,-0.282167990186584,-0.721996255407063,-0.0,-0.6021692814255278,-0.6217315514235909,0.0
2018-11-08,1.0,-0.24750409296651793,-0.7305383454784757,-0.0,-0.596128535199512,-0.6359988443388654,0.0
2018-11-09,1.0,-0.24604552469135804,-0.7322209362139919,-0.0,-0.599826388888889,-0.6369277263374487,0.0
2018-11-12,1.0,-0.24539052496798977,-0.7183738796414852,-0.0,-0.6035531370038412,-0.6337387964148526,0.0
2018-11-13,1.0,-0.21819106013914924,-0.7163960987387616,-0.0,-0.6090161069987611,-0.6333513358960511,0.0
2018-11-14,1.0,-0.22126995252811674,-0.7173989231210375,-0.0,-0.6125465957243444,-0.6348169624366776,0.0
2018-11-15,1.0,-0.2204879913359241,-0.7175893482831115,-0.0,-0.6127285468560871,-0.6344842963623623,0.0
2018-11-16,1.0,-0.21233009083295756,-0.7132319783546994,-0.0,-0.6300650647426399,-0.6653997294337435,0.0
2018-11-19,1.0,-0.22616176758130743,-0.7221208368637163,-0.0,-0.6365443524734407,-0.6740207260640031,0.0
2018-11-20,1.0,-0.21566206336311938,-0.7196750609260764,-0.0,-0.6364581640942323,-0.6776279447603574,0.0
2018-11-21,1.0,-0.21129290356291433,-0.7255151693282388,-0.0,-0.641520525129813,-0.6874040691029033,0.0
2018-11-23,1.0,-0.212754852389496,-0.7129342684717012,-0.0,-0.6473984668080248,-0.6890229978796281,0.0
